Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,Area,Weight,is_pareto
krnl_KALMAN_9764.cpp,xcu200-fsgd2104-2-e,3.33,31.222256490000003,1498,4,7,6,21,block_8_1,block_2_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,block_32_1,unroll_8,unroll,unroll_32,unroll_4,unroll,unroll_8,unroll,9.5,0.21339585562812236,False
krnl_KALMAN_9765.cpp,xcu200-fsgd2104-2-e,3.33,3.00270096,1123,18,1,3,36,block_32_1,block_16_1,block_32_1,complete_1,block_8_1,cyclic_16_1,pipeline,pipeline_1,pipeline_1,unroll_64,unroll_4,unroll_2,pipeline_1,14.5,0.40082947479026465,False
krnl_KALMAN_9767.cpp,xcu200-fsgd2104-2-e,3.33,12.09181608,87,6,1,1,6,cyclic_8_1,block_8_1,block_2_1,block_16_1,block_2_1,cyclic_2_1,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,3.5,0.6410544250130216,False
krnl_KALMAN_9768.cpp,xcu200-fsgd2104-2-e,3.33,37.90532007,1472,2,3,4,17,cyclic_2_1,block_4_1,block_4_1,cyclic_32_1,block_16_1,cyclic_16_1,unroll_2,unroll,unroll_32,unroll_8,unroll_2,unroll_4,unroll,6.5,0.15959138107104187,False
krnl_KALMAN_9770.cpp,xcu200-fsgd2104-2-e,3.33,36.21006369,471,2,1,3,68,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,unroll_8,unroll,unroll_2,unroll_32,unroll_4,unroll_16,unroll_4,18.5,0.10781055813821912,False
krnl_KALMAN_9771.cpp,xcu200-fsgd2104-2-e,3.33,8.82857259,522,13,1,1,8,block_128_1,cyclic_2_1,cyclic_32_1,block_8_1,block_2_1,block_4_1,unroll_8,unroll,unroll_4,pipeline,unroll_2,pipeline_1,unroll,5.75,0.6823303067069896,False
krnl_KALMAN_9772.cpp,xcu200-fsgd2104-2-e,3.33,3.18183831,339,2,1,5,24,cyclic_2_1,block_4_1,cyclic_32_1,cyclic_4_1,block_4_1,cyclic_32_1,pipeline,unroll_16,pipeline_1,unroll_32,pipeline,unroll_8,pipeline,8.0,0.7115579561684715,False
krnl_KALMAN_9773.cpp,xcu200-fsgd2104-2-e,3.33,30.46439178,664,2,1,3,23,block_2_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll,unroll_2,unroll_32,unroll_2,unroll_16,unroll,7.25,0.24006941020315986,False
krnl_KALMAN_9774.cpp,xcu200-fsgd2104-2-e,3.33,34.83683829,1282,4,3,3,16,cyclic_2_1,cyclic_8_1,block_4_1,cyclic_32_1,block_16_1,cyclic_16_1,unroll_2,unroll_2,unroll_32,unroll_8,unroll,unroll_4,unroll,6.5,0.1903199375997462,False
krnl_KALMAN_9775.cpp,xcu200-fsgd2104-2-e,3.33,35.29316484,97,14,1,1,3,cyclic_32_1,block_4_1,cyclic_16_1,block_2_1,block_8_1,block_8_1,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline,unroll_4,unroll_4,4.75,0.19079113283110002,False
krnl_KALMAN_9776.cpp,xcu200-fsgd2104-2-e,3.33,3.4786512000000003,166,14,1,1,4,cyclic_32_1,block_4_1,cyclic_32_1,block_2_1,cyclic_32_1,cyclic_32_1,unroll_4,unroll_8,unroll_8,unroll_2,unroll,pipeline_1,unroll,5.0,0.8198535429832042,False
krnl_KALMAN_9778.cpp,xcu200-fsgd2104-2-e,3.33,3.16512171,167,4,3,2,7,block_2_1,block_8_1,cyclic_4_1,cyclic_4_1,block_8_1,cyclic_2_1,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll,pipeline,4.0,0.857661208429704,False
krnl_KALMAN_9779.cpp,xcu200-fsgd2104-2-e,3.33,32.336807490000005,212,5,1,2,12,block_4_1,block_8_1,cyclic_4_1,complete_1,cyclic_4_1,cyclic_16_1,unroll_32,unroll_4,unroll_2,pipeline_1,pipeline,pipeline,unroll,5.0,0.22605887496782234,False
krnl_KALMAN_9780.cpp,xcu200-fsgd2104-2-e,3.33,1.7326323,187,3,1,5,10,cyclic_4_1,block_4_1,block_32_1,block_32_1,block_4_1,cyclic_16_1,pipeline,unroll_32,pipeline,unroll_2,pipeline,unroll_16,unroll,4.75,0.859486312167749,False
krnl_KALMAN_9781.cpp,xcu200-fsgd2104-2-e,3.33,29.61554148,279,15,1,1,7,cyclic_32_1,cyclic_8_1,cyclic_4_1,complete_1,cyclic_2_1,cyclic_32_1,pipeline_1,unroll_4,unroll_4,unroll_4,unroll_2,unroll_8,unroll,6.0,0.25955978821653625,False
krnl_KALMAN_9782.cpp,xcu200-fsgd2104-2-e,3.33,8.09533656,91,13,1,1,2,block_2_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,cyclic_16_1,block_16_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline,unroll_8,unroll,4.25,0.7336520098946567,False
krnl_KALMAN_9784.cpp,xcu200-fsgd2104-2-e,3.33,33.21632376,87,4,1,1,4,block_8_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,complete_1,block_4_1,unroll_8,unroll_8,unroll_4,pipeline,pipeline_1,pipeline,pipeline,2.5,0.22430558050824348,False
krnl_KALMAN_9786.cpp,xcu200-fsgd2104-2-e,3.33,33.53364945,247,9,1,1,6,cyclic_8_1,cyclic_16_1,block_32_1,block_32_1,cyclic_2_1,complete_1,unroll_8,unroll_4,unroll_2,unroll_2,pipeline,unroll_8,unroll,4.25,0.21371545677321602,False
krnl_KALMAN_9787.cpp,xcu200-fsgd2104-2-e,3.33,28.60309494,447,3,1,1,6,cyclic_4_1,block_4_1,block_4_1,cyclic_4_1,block_2_1,cyclic_4_1,pipeline,unroll_8,unroll_64,unroll_2,unroll,pipeline_1,pipeline,2.75,0.29172963111222694,False
krnl_KALMAN_9788.cpp,xcu200-fsgd2104-2-e,3.33,39.36940119,465,4,1,3,37,block_8_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,complete_1,cyclic_8_1,unroll_8,unroll,unroll_4,unroll_64,unroll_2,unroll_8,pipeline,11.25,0.12961549230435024,False
krnl_KALMAN_9789.cpp,xcu200-fsgd2104-2-e,3.33,35.13943539,1059,3,1,2,12,block_8_1,cyclic_64_1,cyclic_16_1,block_8_1,block_4_1,block_4_1,unroll_8,unroll,unroll_4,pipeline,unroll_2,unroll_16,pipeline,4.5,0.1934838299365338,False
krnl_KALMAN_9790.cpp,xcu200-fsgd2104-2-e,3.33,29.03925501,66,2,1,1,1,block_2_1,block_4_1,cyclic_4_1,cyclic_8_1,cyclic_16_1,block_8_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline,pipeline_1,unroll,1.25,0.2881034789714377,False
krnl_KALMAN_9791.cpp,xcu200-fsgd2104-2-e,3.33,39.4887717,117,2,1,1,18,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,cyclic_16_1,cyclic_16_1,unroll_2,unroll_16,unroll_8,unroll_8,unroll_4,pipeline,unroll_4,5.5,0.14839860346449005,False
krnl_KALMAN_9792.cpp,xcu200-fsgd2104-2-e,3.33,3.94890048,272,13,3,3,9,block_2_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,block_8_1,cyclic_2_1,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll,pipeline,7.0,0.7459184087354136,False
krnl_KALMAN_9793.cpp,xcu200-fsgd2104-2-e,3.33,1.95097041,349,14,1,5,11,block_128_1,block_4_1,block_32_1,block_32_1,block_4_1,cyclic_16_1,pipeline,unroll_4,pipeline,unroll_2,pipeline,pipeline,unroll,7.75,0.7363023200760018,False
krnl_KALMAN_9794.cpp,xcu200-fsgd2104-2-e,3.33,32.92729974,322,5,1,5,11,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_4_1,block_2_1,cyclic_4_1,pipeline_1,unroll_2,unroll_64,unroll_2,unroll,pipeline,pipeline,5.5,0.21664962391588616,False
krnl_KALMAN_9795.cpp,xcu200-fsgd2104-2-e,3.33,27.29671929,598,13,1,1,3,block_2_1,cyclic_32_1,block_32_1,complete_1,cyclic_16_1,block_8_1,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline,pipeline_1,pipeline,4.5,0.3032893269491522,False
krnl_KALMAN_9796.cpp,xcu200-fsgd2104-2-e,3.33,39.72235122,72,2,1,1,3,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,cyclic_16_1,cyclic_16_1,unroll_2,unroll_8,unroll_4,unroll_4,unroll_2,pipeline,pipeline,1.75,0.15390021232833284,False
krnl_KALMAN_9797.cpp,xcu200-fsgd2104-2-e,3.33,29.03908185,80,13,1,1,2,block_2_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_8_1,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline,pipeline_1,pipeline,4.25,0.27632927322300715,False
krnl_KALMAN_9798.cpp,xcu200-fsgd2104-2-e,3.33,33.27476526,149,5,1,1,6,block_4_1,block_8_1,cyclic_4_1,complete_1,cyclic_8_1,cyclic_16_1,unroll_8,unroll_2,unroll_2,unroll_2,pipeline,pipeline,unroll,3.25,0.2212781979439701,False
krnl_KALMAN_9799.cpp,xcu200-fsgd2104-2-e,3.33,3.08611413,343,2,1,5,23,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_32_1,pipeline,unroll_16,pipeline_1,unroll_32,unroll_2,pipeline,pipeline,7.75,0.7253255358746507,False
krnl_KALMAN_9800.cpp,xcu200-fsgd2104-2-e,3.33,3.00270096,1119,18,1,3,36,block_32_1,block_16_1,block_32_1,complete_1,block_8_1,cyclic_32_1,pipeline,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_2,pipeline,14.5,0.40082947479026465,False
krnl_KALMAN_9802.cpp,xcu200-fsgd2104-2-e,3.33,9.314343,1689,9,1,5,41,block_8_1,cyclic_16_1,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_32_1,unroll_2,unroll_32,unroll_2,unroll_64,pipeline,pipeline,unroll,14.0,0.38788318941409805,False
krnl_KALMAN_9803.cpp,xcu200-fsgd2104-2-e,3.33,32.18639805,912,8,1,2,62,cyclic_4_1,block_16_1,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,pipeline_1,unroll,unroll_2,unroll_32,unroll,unroll_16,unroll_4,18.25,0.12295405310167475,False
krnl_KALMAN_9804.cpp,xcu200-fsgd2104-2-e,3.33,7.444231650000001,498,8,1,3,62,cyclic_4_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,cyclic_32_1,cyclic_4_1,pipeline_1,unroll_4,unroll_2,unroll_32,unroll,unroll_16,unroll_4,18.5,0.25114911466778345,False
krnl_KALMAN_9807.cpp,xcu200-fsgd2104-2-e,3.33,28.56238902,559,5,1,1,8,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_4_1,block_2_1,cyclic_16_1,pipeline,unroll_2,unroll_64,unroll_8,unroll,pipeline_1,pipeline_1,3.75,0.28714958039630323,False
krnl_KALMAN_9808.cpp,xcu200-fsgd2104-2-e,3.33,35.00142354,399,14,1,2,7,block_32_1,block_4_1,cyclic_32_1,block_2_1,block_8_1,cyclic_16_1,unroll_4,pipeline_1,unroll_8,unroll_2,unroll,unroll_4,unroll,6.0,0.19031605558312004,False
krnl_KALMAN_9810.cpp,xcu200-fsgd2104-2-e,3.33,2.73005055,1003,3,1,3,34,cyclic_4_1,block_4_1,block_32_1,block_32_1,complete_1,cyclic_16_1,pipeline,unroll_32,pipeline_1,unroll_64,unroll,unroll_8,pipeline_1,10.25,0.5970307973222538,False
krnl_KALMAN_9812.cpp,xcu200-fsgd2104-2-e,3.33,11.20865679,501,7,1,3,63,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_4,unroll_4,unroll_2,unroll_32,unroll,unroll_16,unroll_4,18.5,0.23617187452119304,False
krnl_KALMAN_9813.cpp,xcu200-fsgd2104-2-e,3.33,1.69853643,893,14,1,7,24,block_128_1,block_4_1,cyclic_32_1,block_16_1,block_16_1,cyclic_2_1,unroll_4,unroll_8,pipeline,unroll_16,unroll,pipeline_1,unroll,11.5,0.5369815369559464,False
krnl_KALMAN_9814.cpp,xcu200-fsgd2104-2-e,3.33,12.09181608,94,6,1,1,6,cyclic_8_1,block_8_1,block_2_1,block_16_1,block_2_1,block_32_1,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,3.5,0.6410544250130216,False
krnl_KALMAN_9815.cpp,xcu200-fsgd2104-2-e,3.33,28.74240216,871,2,1,3,67,cyclic_4_1,cyclic_64_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,cyclic_16_1,unroll_8,unroll,unroll_8,unroll_32,unroll,pipeline_1,unroll_4,18.25,0.13921642203219425,False
krnl_KALMAN_9817.cpp,xcu200-fsgd2104-2-e,3.33,32.90653386,69,5,1,1,3,cyclic_4_1,block_8_1,cyclic_4_1,cyclic_4_1,block_8_1,cyclic_16_1,pipeline_1,unroll_2,unroll_2,unroll_4,unroll,pipeline,pipeline,2.5,0.22843301071161223,False
krnl_KALMAN_9818.cpp,xcu200-fsgd2104-2-e,3.33,39.17670075,1288,1,1,1,9,cyclic_64_1,cyclic_64_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,cyclic_16_1,unroll_8,unroll,unroll_4,unroll_4,pipeline,unroll_8,pipeline,3.0,0.15716570229695365,False
krnl_KALMAN_9819.cpp,xcu200-fsgd2104-2-e,3.33,1.80081738,199,8,1,4,10,cyclic_4_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_16_1,pipeline,unroll_2,pipeline,unroll_2,pipeline,unroll_16,unroll,5.75,0.8258566911526578,False
krnl_KALMAN_9820.cpp,xcu200-fsgd2104-2-e,3.33,39.8893707,516,1,1,1,20,cyclic_64_1,cyclic_2_1,cyclic_4_1,complete_1,cyclic_16_1,cyclic_16_1,unroll_8,unroll,unroll_2,unroll_8,unroll_2,pipeline,unroll_4,5.75,0.14468869728052894,False
krnl_KALMAN_9821.cpp,xcu200-fsgd2104-2-e,3.33,3.59470503,395,3,1,6,19,cyclic_4_1,block_4_1,block_2_1,block_32_1,block_16_1,cyclic_2_1,unroll_4,unroll_2,pipeline,unroll_16,pipeline,unroll,unroll,7.25,0.7416848074462546,False
krnl_KALMAN_9822.cpp,xcu200-fsgd2104-2-e,3.33,30.50553726,184,8,1,1,5,block_4_1,cyclic_16_1,block_2_1,complete_1,cyclic_2_1,cyclic_16_1,unroll_4,unroll_4,unroll_2,pipeline_1,unroll,pipeline,unroll_4,3.75,0.25737460204232787,False
krnl_KALMAN_9826.cpp,xcu200-fsgd2104-2-e,3.33,4.78428426,691,12,1,2,15,block_128_1,cyclic_64_1,cyclic_32_1,block_4_1,block_8_1,block_8_1,unroll_8,unroll_16,unroll_4,unroll_16,pipeline,pipeline_1,unroll,7.5,0.711895655413773,False
krnl_KALMAN_9828.cpp,xcu200-fsgd2104-2-e,3.33,1.95110361,245,14,1,5,11,block_128_1,block_4_1,block_32_1,block_16_1,block_4_1,cyclic_16_1,pipeline,unroll_8,pipeline,unroll_2,unroll,unroll_16,unroll,7.75,0.7363013830086085,False
krnl_KALMAN_9829.cpp,xcu200-fsgd2104-2-e,3.33,4.72163031,676,14,1,2,8,block_128_1,block_4_1,cyclic_32_1,block_8_1,cyclic_4_1,block_4_1,unroll_4,unroll_8,unroll_8,pipeline,unroll,pipeline_1,unroll,6.25,0.7560441979869816,False
krnl_KALMAN_9830.cpp,xcu200-fsgd2104-2-e,3.33,4.08499425,254,13,3,3,9,block_2_1,cyclic_32_1,cyclic_4_1,complete_1,cyclic_16_1,block_8_1,unroll_2,unroll_16,unroll_2,pipeline,pipeline,unroll,pipeline,7.0,0.7435488904512212,False
krnl_KALMAN_9831.cpp,xcu200-fsgd2104-2-e,3.33,10.99042191,268,9,1,2,19,cyclic_8_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_4,unroll_4,unroll_2,unroll_32,unroll,unroll_16,pipeline,7.75,0.5852170312470596,False
krnl_KALMAN_9832.cpp,xcu200-fsgd2104-2-e,3.33,32.97420612,377,14,1,1,4,cyclic_4_1,cyclic_32_1,block_32_1,block_32_1,complete_1,block_16_1,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline,unroll_8,unroll,5.0,0.2178108764676543,False
krnl_KALMAN_9833.cpp,xcu200-fsgd2104-2-e,3.33,28.76987466,450,14,1,2,61,cyclic_4_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_4,unroll_2,unroll_32,pipeline,pipeline_1,unroll_4,19.5,0.12694211096373376,False
krnl_KALMAN_9834.cpp,xcu200-fsgd2104-2-e,3.33,32.92977726,92,3,1,1,2,cyclic_8_1,cyclic_64_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,cyclic_16_1,pipeline,unroll,unroll_4,unroll_2,unroll_2,pipeline,pipeline,1.75,0.22953115475410873,False
krnl_KALMAN_9835.cpp,xcu200-fsgd2104-2-e,3.33,4.22233677,93,3,1,1,2,cyclic_4_1,block_4_1,cyclic_32_1,block_8_1,block_4_1,block_4_1,pipeline,unroll_2,unroll_4,pipeline,pipeline,pipeline_1,unroll,1.75,0.9000929550390895,False
krnl_KALMAN_9836.cpp,xcu200-fsgd2104-2-e,3.33,10.15523793,80,8,1,1,2,cyclic_16_1,block_4_1,cyclic_4_1,block_16_1,cyclic_16_1,block_8_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline,pipeline_1,unroll,3.0,0.6996603881636712,False
krnl_KALMAN_9837.cpp,xcu200-fsgd2104-2-e,3.33,3.30262074,1094,18,1,7,40,block_32_1,block_16_1,block_32_1,block_2_1,block_8_1,cyclic_32_1,pipeline,pipeline_1,pipeline_1,unroll_64,pipeline,unroll_2,pipeline_1,16.5,0.32489852421759535,False
krnl_KALMAN_9838.cpp,xcu200-fsgd2104-2-e,3.33,4.8797487,411,12,1,2,14,block_32_1,cyclic_64_1,cyclic_32_1,block_4_1,block_8_1,block_8_1,unroll_8,unroll_16,unroll_4,unroll_16,pipeline,pipeline_1,unroll,7.25,0.7201084618216401,False
krnl_KALMAN_9839.cpp,xcu200-fsgd2104-2-e,3.33,4.76105751,808,14,1,2,8,block_128_1,block_4_1,block_32_1,block_8_1,cyclic_4_1,block_4_1,unroll_4,unroll_8,unroll_8,pipeline,unroll,pipeline_1,unroll,6.25,0.7552870954897447,False
krnl_KALMAN_9840.cpp,xcu200-fsgd2104-2-e,3.33,14.601517200000002,103,4,1,1,8,cyclic_2_1,block_8_1,block_2_1,block_16_1,block_2_1,cyclic_2_1,unroll_8,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline,3.5,0.5763794319695497,False
krnl_KALMAN_9841.cpp,xcu200-fsgd2104-2-e,3.33,1.26206334,1278,14,1,6,21,cyclic_32_1,block_4_1,cyclic_32_1,block_16_1,block_16_1,cyclic_2_1,unroll_4,unroll_8,pipeline,unroll_16,unroll,pipeline_1,unroll,10.5,0.5876764554918902,False
krnl_KALMAN_9842.cpp,xcu200-fsgd2104-2-e,3.33,34.77804381,432,3,1,2,61,cyclic_4_1,block_4_1,block_4_1,cyclic_4_1,cyclic_32_1,cyclic_4_1,pipeline_1,unroll_4,unroll_2,unroll_32,unroll,unroll_16,unroll_4,16.75,0.12228467404599178,False
krnl_KALMAN_9843.cpp,xcu200-fsgd2104-2-e,3.33,32.89262112,207,2,1,1,11,block_2_1,block_4_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,block_8_1,unroll_4,unroll_8,unroll_8,unroll_16,unroll,pipeline_1,pipeline,3.75,0.22424706971347994,False
krnl_KALMAN_9845.cpp,xcu200-fsgd2104-2-e,3.33,3.19523157,349,2,1,5,24,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_32_1,pipeline,unroll_16,pipeline_1,unroll_32,pipeline,pipeline,pipeline,8.0,0.7114100186981056,False
krnl_KALMAN_9846.cpp,xcu200-fsgd2104-2-e,3.33,3.03157872,735,2,1,6,67,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_8_1,block_2_1,cyclic_4_1,pipeline_1,unroll_16,pipeline,unroll_32,unroll,unroll_16,unroll_4,19.0,0.24617516721958632,False
krnl_KALMAN_9847.cpp,xcu200-fsgd2104-2-e,3.33,15.2907939,262,5,3,2,7,cyclic_4_1,block_8_1,cyclic_32_1,cyclic_4_1,block_8_1,cyclic_2_1,pipeline,unroll_2,unroll_2,unroll_4,unroll,unroll,pipeline,4.25,0.5516507909722337,False
krnl_KALMAN_9848.cpp,xcu200-fsgd2104-2-e,3.33,3.67774524,1148,2,1,3,38,cyclic_4_1,cyclic_64_1,block_32_1,block_2_1,cyclic_2_1,cyclic_16_1,unroll_8,unroll,unroll_2,unroll_64,unroll,pipeline_1,pipeline,11.0,0.5550191177484701,False
krnl_KALMAN_9849.cpp,xcu200-fsgd2104-2-e,3.33,29.01208887,105,13,1,1,8,block_2_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,block_8_1,cyclic_2_1,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_4,5.75,0.26982407265429537,False
krnl_KALMAN_9850.cpp,xcu200-fsgd2104-2-e,3.33,28.56199275,152,1,1,1,5,cyclic_64_1,cyclic_64_1,block_4_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,pipeline,unroll_2,unroll_4,unroll_8,unroll,pipeline_1,pipeline,2.0,0.29485216906157985,False
krnl_KALMAN_9851.cpp,xcu200-fsgd2104-2-e,3.33,3.13899453,594,2,1,7,39,block_2_1,block_4_1,cyclic_4_1,cyclic_8_1,cyclic_16_1,cyclic_16_1,pipeline,unroll_16,pipeline_1,unroll_64,unroll,unroll_8,pipeline_1,12.25,0.49797544656198034,False
krnl_KALMAN_9852.cpp,xcu200-fsgd2104-2-e,3.33,7.720415190000001,291,7,1,2,33,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,unroll_4,unroll_4,unroll_2,unroll_16,unroll,unroll_16,unroll_4,10.75,0.5311581102317845,False
krnl_KALMAN_9853.cpp,xcu200-fsgd2104-2-e,3.33,33.12476874,90,4,1,1,8,cyclic_2_1,block_8_1,cyclic_4_1,cyclic_4_1,block_8_1,cyclic_16_1,pipeline_1,unroll_2,unroll_2,unroll_4,unroll,pipeline,unroll_4,3.5,0.222278558921839,False
krnl_KALMAN_9855.cpp,xcu200-fsgd2104-2-e,3.33,28.56238902,614,5,1,1,8,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_4_1,block_2_1,cyclic_4_1,pipeline,unroll_2,unroll_64,unroll_8,unroll,pipeline_1,pipeline,3.75,0.28714958039630323,False
krnl_KALMAN_9856.cpp,xcu200-fsgd2104-2-e,3.33,3.0829406400000003,122,4,1,5,10,block_2_1,block_8_1,cyclic_4_1,block_16_1,block_32_1,cyclic_2_1,pipeline_1,unroll_4,pipeline,unroll_4,unroll_2,unroll,pipeline,5.0,0.8274468354831946,False
krnl_KALMAN_9857.cpp,xcu200-fsgd2104-2-e,3.33,3.91477797,379,14,1,1,5,block_32_1,block_4_1,cyclic_32_1,block_2_1,cyclic_32_1,cyclic_32_1,unroll_4,unroll_8,unroll_8,unroll_2,unroll,pipeline_1,unroll,5.25,0.8035371439604926,False
krnl_KALMAN_9858.cpp,xcu200-fsgd2104-2-e,3.33,8.36305524,450,7,3,4,16,block_2_1,cyclic_16_1,cyclic_4_1,complete_1,cyclic_16_1,block_8_1,unroll_2,unroll_16,unroll_8,pipeline_1,unroll,unroll_16,unroll_4,7.5,0.6454184887013148,False
krnl_KALMAN_9859.cpp,xcu200-fsgd2104-2-e,3.33,3.7376253,277,3,1,5,13,cyclic_4_1,block_4_1,block_32_1,block_32_1,block_4_1,cyclic_16_1,unroll_8,unroll_32,pipeline,unroll_4,pipeline,unroll_16,unroll,5.5,0.7993330599763978,False
krnl_KALMAN_9860.cpp,xcu200-fsgd2104-2-e,3.33,33.4037295,567,9,1,2,21,block_8_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,cyclic_32_1,unroll_2,unroll_32,unroll_4,unroll_32,pipeline,pipeline,unroll,8.25,0.1973365853126942,False
krnl_KALMAN_9861.cpp,xcu200-fsgd2104-2-e,3.33,28.603308060000003,480,5,1,1,5,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_4_1,block_2_1,cyclic_16_1,pipeline,unroll_2,unroll_64,unroll_2,unroll,pipeline_1,pipeline,3.0,0.2906256617076373,False
krnl_KALMAN_9863.cpp,xcu200-fsgd2104-2-e,3.33,28.60304166,427,5,1,1,5,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_4_1,pipeline,unroll_8,unroll_64,unroll_2,unroll,pipeline_1,pipeline,3.0,0.2906299943400715,False
krnl_KALMAN_9864.cpp,xcu200-fsgd2104-2-e,3.33,33.25476195,691,9,1,5,12,block_8_1,cyclic_16_1,block_4_1,cyclic_4_1,block_2_1,cyclic_32_1,pipeline,unroll_2,unroll_64,unroll_2,unroll,pipeline,pipeline,6.75,0.2074192050271442,False
krnl_KALMAN_9866.cpp,xcu200-fsgd2104-2-e,3.33,30.97595304,94,4,1,1,6,block_2_1,block_8_1,block_2_1,cyclic_8_1,block_2_1,block_32_1,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,3.0,0.25396136112429035,False
krnl_KALMAN_9867.cpp,xcu200-fsgd2104-2-e,3.33,7.14393225,1383,12,1,3,28,block_128_1,cyclic_64_1,cyclic_4_1,block_4_1,cyclic_8_1,cyclic_16_1,unroll_8,unroll,unroll_4,unroll_32,unroll_2,pipeline_1,unroll,11.0,0.5269406721808736,False
krnl_KALMAN_9868.cpp,xcu200-fsgd2104-2-e,3.33,2.9497473000000003,361,3,1,5,24,cyclic_4_1,block_4_1,cyclic_32_1,cyclic_4_1,block_4_1,cyclic_32_1,pipeline,pipeline,pipeline_1,unroll_32,pipeline,unroll_8,pipeline,8.25,0.7009205976835584,False
krnl_KALMAN_9870.cpp,xcu200-fsgd2104-2-e,3.33,6.68393937,76,2,1,1,1,block_2_1,block_4_1,cyclic_4_1,block_8_1,cyclic_16_1,block_8_1,unroll_2,unroll_16,unroll_2,pipeline,pipeline,pipeline_1,unroll,1.25,0.8295442846372325,False
krnl_KALMAN_9871.cpp,xcu200-fsgd2104-2-e,3.33,8.85607506,237,2,1,1,19,cyclic_2_1,block_4_1,cyclic_32_1,block_2_1,cyclic_32_1,cyclic_32_1,unroll_4,unroll_8,unroll_8,unroll_32,unroll_2,pipeline_1,pipeline,5.75,0.6816953887695466,False
krnl_KALMAN_9872.cpp,xcu200-fsgd2104-2-e,3.33,30.02486508,246,2,1,1,32,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,unroll_4,unroll_4,unroll_2,unroll_32,unroll,pipeline_1,unroll_2,9.0,0.2323812286878301,False
