Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_1_2,Area,Weight,is_pareto
workload_0.cpp,xczu7ev-ffvc1156-2-e,10.0,12.02048,104,7,1,1,6,cyclic_16_1,cyclic_4_1,unroll_2,pipeline_1,unroll_64,pipeline_1,3.75,0.9521461494556833,False
workload_1.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,371,4,1,8,73,cyclic_4_1,cyclic_8_1,pipeline,pipeline,unroll_32,unroll_64,21.5,0.4798147949791012,False
workload_2.cpp,xczu7ev-ffvc1156-2-e,10.0,69.56562,51,5,1,1,3,block_8_1,block_8_1,unroll_32,unroll_2,pipeline_1,unroll_8,2.5,0.48532219272013744,False
workload_3.cpp,xczu7ev-ffvc1156-2-e,10.0,78.73042,48,3,1,1,1,cyclic_4_1,block_4_1,unroll_4,unroll_2,unroll_2,unroll_2,1.5,0.41189868688495523,False
workload_5.cpp,xczu7ev-ffvc1156-2-e,10.0,59.73522,56,16,1,1,6,cyclic_32_1,block_32_1,unroll_4,unroll_2,unroll_2,unroll_8,6.0,0.5247915214902007,False
workload_7.cpp,xczu7ev-ffvc1156-2-e,10.0,41.83398,106,8,1,1,21,cyclic_8_1,cyclic_16_1,pipeline,unroll_32,unroll_32,pipeline,7.75,0.5990284077971961,False
workload_8.cpp,xczu7ev-ffvc1156-2-e,10.0,36.91034,54,1,1,7,6,cyclic_64_1,cyclic_4_1,unroll_2,unroll_2,pipeline,pipeline,3.75,0.7698313488248056,False
workload_9.cpp,xczu7ev-ffvc1156-2-e,10.0,68.25118,404,3,1,7,55,cyclic_16_1,cyclic_4_1,unroll_2,unroll_64,unroll_2,unroll_4,16.5,0.29801567236797866,False
workload_10.cpp,xczu7ev-ffvc1156-2-e,10.0,68.2507,152,3,1,3,28,cyclic_16_1,cyclic_2_1,pipeline,unroll_32,unroll_16,unroll_4,8.75,0.40544184911177905,False
workload_11.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,425,2,1,9,81,block_2_1,block_4_1,unroll_8,pipeline,unroll_4,unroll_16,23.25,0.40984810290361273,False
workload_12.cpp,xczu7ev-ffvc1156-2-e,10.0,50.14806,102,5,1,4,23,cyclic_64_1,block_16_1,unroll_2,unroll_4,unroll_8,unroll_32,8.25,0.52784655603316,False
workload_14.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,572,3,1,20,92,cyclic_8_1,block_128_1,unroll_2,pipeline,pipeline,unroll_4,29.0,0.2300610348493321,False
workload_15.cpp,xczu7ev-ffvc1156-2-e,10.0,53.83698,48,7,1,1,3,block_16_1,cyclic_8_1,pipeline,unroll_2,unroll_64,unroll_8,3.0,0.6257663109686157,False
workload_20.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,465,12,1,13,99,block_32_1,block_4_1,unroll_32,pipeline_1,unroll_64,unroll_4,31.25,0.18062423575645892,False
workload_23.cpp,xczu7ev-ffvc1156-2-e,10.0,54.32478,345,10,1,6,51,cyclic_128_1,block_32_1,pipeline,unroll_8,unroll_2,unroll_16,17.0,0.36295796533298064,False
workload_24.cpp,xczu7ev-ffvc1156-2-e,10.0,47.93874,56,8,1,1,5,block_16_1,cyclic_16_1,unroll_16,unroll_2,unroll_32,unroll_16,3.75,0.671794516975324,False
workload_26.cpp,xczu7ev-ffvc1156-2-e,10.0,40.8495,49,6,1,1,5,cyclic_8_1,block_2_1,pipeline,unroll_8,unroll_8,pipeline_1,3.25,0.7492208033253788,False
workload_27.cpp,xczu7ev-ffvc1156-2-e,10.0,160.00278,191,3,1,2,10,cyclic_128_1,block_16_1,unroll_2,unroll_4,unroll_64,unroll_2,4.0,0.10000000000000003,False
workload_28.cpp,xczu7ev-ffvc1156-2-e,10.0,41.99062,299,5,1,3,80,cyclic_8_1,block_64_1,unroll_16,unroll_64,pipeline_1,pipeline_1,22.25,0.3374708411796321,False
workload_29.cpp,xczu7ev-ffvc1156-2-e,10.0,48.5941,62,1,1,2,8,cyclic_64_1,cyclic_64_1,unroll_2,unroll_2,pipeline,unroll_16,3.0,0.6772315533016907,False
workload_30.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,355,1,1,11,71,cyclic_2_1,block_16_1,unroll_32,pipeline,unroll_8,unroll_64,21.0,1.0,True
workload_32.cpp,xczu7ev-ffvc1156-2-e,10.0,41.50502,72,8,1,1,11,cyclic_8_1,block_16_1,unroll_8,unroll_16,unroll_16,pipeline_1,5.25,0.6853393969871701,False
workload_33.cpp,xczu7ev-ffvc1156-2-e,10.0,64.31854,90,7,1,2,17,cyclic_8_1,cyclic_32_1,unroll_2,unroll_16,unroll_16,unroll_8,6.75,0.47489718655868485,False
workload_34.cpp,xczu7ev-ffvc1156-2-e,10.0,94.38366,957,10,1,10,80,block_16_1,block_16_1,pipeline,unroll_64,unroll_2,unroll_4,25.25,0.13010767431659626,False
workload_35.cpp,xczu7ev-ffvc1156-2-e,10.0,70.54494,74,6,1,1,11,cyclic_32_1,cyclic_2_1,unroll_64,unroll_8,unroll_16,unroll_4,4.75,0.46054284106986965,False
workload_38.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,346,3,1,8,74,cyclic_4_1,block_4_1,unroll_64,pipeline_1,unroll_32,unroll_64,21.5,0.4798147949791012,False
workload_41.cpp,xczu7ev-ffvc1156-2-e,10.0,65.62974,55,2,1,1,6,cyclic_8_1,cyclic_2_1,pipeline,unroll_8,unroll_16,unroll_4,2.5,0.5193356360946358,False
workload_42.cpp,xczu7ev-ffvc1156-2-e,10.0,43.51506,65,1,1,1,11,cyclic_64_1,cyclic_8_1,unroll_2,unroll_2,pipeline,unroll_64,3.5,0.7185100135463911,False
workload_43.cpp,xczu7ev-ffvc1156-2-e,10.0,44.98962,77,7,1,1,14,block_16_1,cyclic_8_1,pipeline,unroll_2,unroll_64,unroll_64,5.75,0.6435855594711041,False
workload_44.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,426,2,1,9,81,block_2_1,block_4_1,unroll_2,pipeline,unroll_4,unroll_16,23.25,0.40984810290361273,False
workload_45.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,486,3,1,11,87,block_4_1,cyclic_8_1,unroll_8,pipeline,pipeline,unroll_8,25.5,0.33034701089558904,False
workload_47.cpp,xczu7ev-ffvc1156-2-e,10.0,94.38366,635,8,1,9,70,block_16_1,block_8_1,unroll_64,unroll_64,unroll_2,unroll_4,22.0,0.15089423733764015,False
workload_48.cpp,xczu7ev-ffvc1156-2-e,10.0,56.3723,265,5,1,4,39,cyclic_64_1,cyclic_32_1,unroll_2,unroll_16,unroll_16,unroll_8,12.25,0.42173087107275964,False
workload_49.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,515,6,1,18,96,cyclic_16_1,cyclic_2_1,pipeline,pipeline_1,unroll_16,unroll_4,30.25,0.20114396040909244,False
workload_51.cpp,xczu7ev-ffvc1156-2-e,10.0,89.2227,57,12,1,1,9,block_32_1,block_4_1,pipeline_1,unroll_8,unroll_8,unroll_2,5.75,0.31963088507654414,False
workload_52.cpp,xczu7ev-ffvc1156-2-e,10.0,59.73522,54,16,1,1,6,cyclic_32_1,block_32_1,unroll_64,unroll_2,unroll_2,unroll_8,6.0,0.5247915214902007,False
workload_54.cpp,xczu7ev-ffvc1156-2-e,10.0,78.7267,50,2,1,1,4,cyclic_4_1,cyclic_2_1,unroll_4,unroll_8,unroll_32,unroll_2,2.0,0.412207095714027,False
workload_55.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,442,4,1,13,84,cyclic_4_1,block_8_1,unroll_64,pipeline_1,unroll_32,unroll_8,25.5,0.33034701089558904,False
workload_57.cpp,xczu7ev-ffvc1156-2-e,10.0,48.92178,66,3,1,2,10,cyclic_128_1,cyclic_16_1,unroll_8,unroll_2,unroll_32,unroll_16,4.0,0.6578179738922703,False
workload_58.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,321,3,1,11,70,cyclic_8_1,block_128_1,unroll_2,pipeline,pipeline,unroll_64,21.25,0.49039050884232416,False
workload_59.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,308,1,1,11,71,cyclic_2_1,block_32_1,unroll_4,pipeline,unroll_8,unroll_64,21.0,1.0,True
workload_60.cpp,xczu7ev-ffvc1156-2-e,10.0,41.50502,88,23,1,1,20,cyclic_32_1,cyclic_16_1,unroll_64,unroll_16,unroll_32,pipeline,11.25,0.5397596720785249,False
workload_61.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,350,1,1,13,75,cyclic_4_1,cyclic_64_1,pipeline,pipeline,unroll_32,unroll_16,22.5,0.43896155902226963,False
workload_63.cpp,xczu7ev-ffvc1156-2-e,10.0,42.00086,448,22,1,3,70,cyclic_32_1,block_8_1,unroll_16,unroll_64,unroll_32,pipeline_1,24.0,0.30176079838547565,False
workload_65.cpp,xczu7ev-ffvc1156-2-e,10.0,104.29718,135,3,1,2,11,cyclic_128_1,block_16_1,unroll_2,unroll_4,unroll_64,unroll_4,4.25,0.2431067602693834,False
workload_67.cpp,xczu7ev-ffvc1156-2-e,10.0,53.01526,80,8,1,3,18,cyclic_8_1,block_16_1,unroll_2,unroll_4,unroll_8,unroll_32,7.5,0.5339236275061816,False
workload_68.cpp,xczu7ev-ffvc1156-2-e,10.0,41.83398,102,11,1,1,22,cyclic_16_1,cyclic_4_1,unroll_2,unroll_32,unroll_64,pipeline_1,8.75,0.5824839404854089,False
workload_69.cpp,xczu7ev-ffvc1156-2-e,10.0,52.85394,55,5,1,1,8,block_8_1,block_8_1,unroll_32,unroll_2,pipeline_1,unroll_32,3.75,0.6258365115445199,False
workload_72.cpp,xczu7ev-ffvc1156-2-e,10.0,94.13742,171,21,1,2,31,block_32_1,block_32_1,unroll_64,unroll_16,unroll_16,unroll_4,13.75,0.20415110101678938,False
workload_74.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,344,1,1,12,76,cyclic_64_1,block_16_1,unroll_2,pipeline,unroll_8,unroll_32,22.5,0.4389620907406354,False
workload_77.cpp,xczu7ev-ffvc1156-2-e,10.0,78.7279,49,2,1,1,2,cyclic_4_1,cyclic_2_1,unroll_2,unroll_4,pipeline,unroll_2,1.5,0.4119179307065446,False
workload_78.cpp,xczu7ev-ffvc1156-2-e,10.0,43.51254,103,5,1,1,24,block_8_1,cyclic_16_1,unroll_32,unroll_4,pipeline_1,unroll_64,7.75,0.5848346982354634,False
workload_79.cpp,xczu7ev-ffvc1156-2-e,10.0,75.46014,189,7,1,3,34,cyclic_32_1,block_128_1,unroll_32,unroll_8,unroll_16,unroll_4,11.25,0.3148620582177029,False
workload_80.cpp,xczu7ev-ffvc1156-2-e,10.0,44.98962,61,1,1,1,8,cyclic_64_1,cyclic_8_1,pipeline,unroll_2,unroll_64,unroll_32,2.75,0.7167001494729061,False
workload_81.cpp,xczu7ev-ffvc1156-2-e,10.0,42.00086,160,6,1,3,31,cyclic_8_1,cyclic_2_1,unroll_32,unroll_64,unroll_32,pipeline_1,10.25,0.55463490919397,False
workload_83.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,442,3,1,12,87,block_2_1,cyclic_8_1,unroll_2,pipeline,pipeline,unroll_8,25.75,0.32223971322921613,False
workload_84.cpp,xczu7ev-ffvc1156-2-e,10.0,36.92058,59,1,1,15,10,cyclic_128_1,cyclic_4_1,unroll_2,unroll_2,pipeline,pipeline,6.75,0.6581974466726812,False
workload_86.cpp,xczu7ev-ffvc1156-2-e,10.0,47.93622,53,5,1,1,7,block_8_1,cyclic_16_1,unroll_16,unroll_4,pipeline_1,unroll_16,3.5,0.6763295840809661,False
workload_87.cpp,xczu7ev-ffvc1156-2-e,10.0,51.2011,119,2,1,3,28,block_4_1,block_2_1,pipeline_1,unroll_16,unroll_16,unroll_16,8.5,0.5136793542810948,False
workload_88.cpp,xczu7ev-ffvc1156-2-e,10.0,81.35186,45,12,1,1,2,cyclic_4_1,block_32_1,unroll_4,unroll_2,unroll_2,unroll_2,4.0,0.3857317548179737,False
workload_89.cpp,xczu7ev-ffvc1156-2-e,10.0,47.93874,55,8,1,1,5,block_16_1,cyclic_16_1,unroll_2,unroll_2,pipeline,unroll_16,3.75,0.671794516975324,False
workload_90.cpp,xczu7ev-ffvc1156-2-e,10.0,78.73042,47,2,1,1,1,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_32,unroll_2,1.25,0.41150941273661634,False
workload_92.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,328,2,1,8,75,cyclic_2_1,block_4_1,unroll_64,pipeline,unroll_8,unroll_64,21.5,0.4798147949791012,False
workload_93.cpp,xczu7ev-ffvc1156-2-e,10.0,52.85394,64,8,1,1,10,block_8_1,block_16_1,unroll_32,unroll_2,pipeline_1,unroll_32,5.0,0.6020425777386209,False
workload_94.cpp,xczu7ev-ffvc1156-2-e,10.0,68.2507,72,3,1,2,14,cyclic_16_1,cyclic_2_1,pipeline,unroll_16,unroll_16,unroll_4,5.0,0.4754296530076557,False
workload_96.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,301,1,1,11,71,cyclic_4_1,block_16_1,unroll_32,pipeline_1,unroll_32,unroll_64,21.0,1.0,True
workload_97.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,319,3,1,11,70,cyclic_8_1,block_128_1,pipeline,pipeline,pipeline,unroll_64,21.25,0.49039050884232416,False
workload_98.cpp,xczu7ev-ffvc1156-2-e,10.0,47.27062,58,3,1,1,7,cyclic_4_1,block_4_1,unroll_8,unroll_4,unroll_4,unroll_16,3.0,0.6904297981048978,False
workload_99.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,325,5,1,11,74,block_16_1,block_16_1,unroll_2,pipeline,unroll_8,unroll_64,22.75,0.42911205077613046,False
workload_101.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,363,4,1,8,73,cyclic_4_1,cyclic_8_1,pipeline,pipeline,unroll_16,unroll_64,21.5,0.4798147949791012,False
workload_103.cpp,xczu7ev-ffvc1156-2-e,10.0,36.92058,67,3,1,15,11,cyclic_128_1,cyclic_16_1,unroll_8,unroll_2,unroll_32,pipeline_1,7.5,0.6452990690692278,False
workload_104.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,399,3,1,7,79,block_4_1,block_4_1,unroll_8,pipeline,unroll_4,unroll_16,22.5,0.4389625614407766,False
workload_105.cpp,xczu7ev-ffvc1156-2-e,10.0,39.53966,52,23,1,1,6,cyclic_32_1,cyclic_16_1,unroll_64,unroll_4,unroll_32,pipeline_1,7.75,0.618510942345889,False
workload_106.cpp,xczu7ev-ffvc1156-2-e,10.0,41.50502,60,7,1,1,9,cyclic_8_1,block_8_1,unroll_8,unroll_16,unroll_16,pipeline_1,4.5,0.7097086315767716,False
workload_107.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,331,2,1,8,75,cyclic_2_1,block_4_1,unroll_4,pipeline,unroll_8,unroll_64,21.5,0.4798147949791012,False
workload_108.cpp,xczu7ev-ffvc1156-2-e,10.0,53.18162,57,1,1,1,7,cyclic_64_1,block_4_1,unroll_2,unroll_2,pipeline,unroll_16,2.5,0.6359419466528563,False
workload_109.cpp,xczu7ev-ffvc1156-2-e,10.0,43.51506,59,1,1,1,11,cyclic_64_1,cyclic_8_1,unroll_16,unroll_2,unroll_32,unroll_64,3.5,0.7185100135463911,False
workload_110.cpp,xczu7ev-ffvc1156-2-e,10.0,60.22302,93,16,1,2,21,cyclic_32_1,block_32_1,unroll_4,unroll_8,unroll_2,unroll_8,10.0,0.4253897745202766,False
workload_111.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,355,1,1,13,75,cyclic_4_1,cyclic_64_1,unroll_2,pipeline,unroll_32,unroll_16,22.5,0.43896155902226963,False
workload_112.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,445,7,1,13,84,cyclic_16_1,cyclic_8_1,pipeline,pipeline_1,unroll_64,unroll_8,26.25,0.30646115084426917,False
workload_114.cpp,xczu7ev-ffvc1156-2-e,10.0,41.50502,64,11,1,1,11,cyclic_16_1,block_2_1,unroll_8,unroll_16,unroll_16,pipeline_1,6.0,0.6589063428115091,False
workload_115.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,335,1,1,11,71,cyclic_4_1,block_128_1,unroll_64,pipeline_1,pipeline,unroll_64,21.0,1.0,True
workload_116.cpp,xczu7ev-ffvc1156-2-e,10.0,42.00086,161,6,1,3,32,cyclic_8_1,block_4_1,unroll_16,unroll_64,pipeline_1,pipeline_1,10.5,0.5500766773695239,False
workload_117.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,349,4,1,8,74,cyclic_8_1,block_4_1,unroll_2,pipeline,unroll_32,unroll_64,21.75,0.4693842694608531,False
workload_120.cpp,xczu7ev-ffvc1156-2-e,10.0,43.51254,78,8,1,1,19,cyclic_32_1,cyclic_16_1,unroll_2,unroll_4,unroll_32,unroll_64,7.25,0.6008886558539399,False
workload_121.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,329,1,1,12,74,cyclic_64_1,block_16_1,unroll_2,pipeline,unroll_8,unroll_64,22.0,0.4590978369458637,False
workload_122.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,404,1,1,13,75,cyclic_2_1,block_128_1,pipeline,pipeline,pipeline,unroll_16,22.5,0.43896155902226963,False
workload_123.cpp,xczu7ev-ffvc1156-2-e,10.0,44.9871,108,8,1,1,23,block_16_1,cyclic_16_1,unroll_16,unroll_4,pipeline_1,unroll_64,8.25,0.5649613724188137,False
workload_125.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,395,2,1,9,81,block_2_1,block_4_1,unroll_8,pipeline_1,unroll_4,unroll_16,23.25,0.40984810290361273,False
workload_126.cpp,xczu7ev-ffvc1156-2-e,10.0,81.35186,48,1,1,2,6,cyclic_4_1,block_128_1,unroll_2,unroll_2,pipeline,unroll_2,2.5,0.3919402959517567,False
workload_127.cpp,xczu7ev-ffvc1156-2-e,10.0,36.92058,41,8,1,1,2,cyclic_8_1,block_16_1,unroll_2,unroll_2,unroll_32,pipeline,3.0,0.7916775455094424,False
workload_128.cpp,xczu7ev-ffvc1156-2-e,10.0,53.83698,43,3,1,1,2,block_8_1,cyclic_2_1,unroll_32,unroll_2,pipeline_1,unroll_8,1.75,0.6312229797462645,False
workload_129.cpp,xczu7ev-ffvc1156-2-e,10.0,47.27062,59,2,1,1,7,cyclic_2_1,block_4_1,unroll_8,unroll_4,unroll_4,unroll_16,2.75,0.6934075018313177,False
workload_130.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,385,3,1,13,74,cyclic_8_1,block_128_1,unroll_8,pipeline,unroll_4,unroll_16,22.75,0.42911205077613046,False
workload_131.cpp,xczu7ev-ffvc1156-2-e,10.0,78.73042,46,3,1,1,1,cyclic_4_1,block_4_1,unroll_64,unroll_2,unroll_8,unroll_2,1.5,0.41189868688495523,False
workload_132.cpp,xczu7ev-ffvc1156-2-e,10.0,11.39645,63,13,1,4,7,cyclic_8_1,block_32_1,pipeline,pipeline,unroll_16,pipeline_1,6.25,0.8787537114331324,False
workload_133.cpp,xczu7ev-ffvc1156-2-e,10.0,43.34098,50,3,1,1,2,block_4_1,cyclic_8_1,pipeline,unroll_2,pipeline_1,unroll_8,1.75,0.7406592286460805,False
workload_134.cpp,xczu7ev-ffvc1156-2-e,10.0,36.91034,48,1,1,7,5,cyclic_64_1,cyclic_2_1,pipeline,unroll_2,unroll_64,pipeline_1,3.5,0.7776284901541684,False
workload_135.cpp,xczu7ev-ffvc1156-2-e,10.0,40.83926,75,1,1,8,18,cyclic_64_1,block_8_1,unroll_2,unroll_8,unroll_8,pipeline_1,7.0,0.6253302271363915,False
workload_136.cpp,xczu7ev-ffvc1156-2-e,10.0,12.02048,68,7,1,1,6,cyclic_16_1,cyclic_4_1,unroll_2,pipeline,unroll_64,pipeline_1,3.75,0.9521461494556833,False
workload_137.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,309,1,1,12,76,cyclic_64_1,block_16_1,pipeline,pipeline,unroll_16,unroll_32,22.5,0.4389620907406354,False
workload_138.cpp,xczu7ev-ffvc1156-2-e,10.0,13.32992,63,3,1,1,6,cyclic_8_1,block_2_1,unroll_64,pipeline,unroll_32,pipeline_1,2.75,0.9769311768074285,False
workload_139.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,367,3,1,8,74,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,pipeline,unroll_64,21.5,0.47981496537681245,False
workload_140.cpp,xczu7ev-ffvc1156-2-e,10.0,33.01906,67,3,1,1,10,cyclic_4_1,cyclic_8_1,unroll_32,unroll_2,pipeline,unroll_64,3.75,0.7974503762688305,False
workload_141.cpp,xczu7ev-ffvc1156-2-e,10.0,47.93502,64,2,1,1,11,cyclic_8_1,cyclic_2_1,unroll_4,unroll_8,unroll_32,unroll_16,3.75,0.6718293584206503,False
workload_142.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,311,4,1,8,74,cyclic_8_1,block_4_1,unroll_4,pipeline,unroll_8,unroll_64,21.75,0.4693842694608531,False
workload_143.cpp,xczu7ev-ffvc1156-2-e,10.0,47.93874,47,8,1,1,5,block_16_1,cyclic_16_1,unroll_32,unroll_2,unroll_32,unroll_16,3.75,0.671794516975324,False
workload_144.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,380,2,1,7,77,block_2_1,block_4_1,unroll_64,pipeline_1,pipeline,unroll_64,21.75,0.46938396337177657,False
workload_145.cpp,xczu7ev-ffvc1156-2-e,10.0,47.93502,75,4,1,1,15,block_8_1,cyclic_8_1,unroll_16,unroll_8,unroll_64,unroll_16,5.25,0.636187049357226,False
workload_146.cpp,xczu7ev-ffvc1156-2-e,10.0,61.7013,50,2,1,1,3,cyclic_8_1,block_2_1,pipeline,unroll_2,pipeline,unroll_16,1.75,0.5558015020352766,False
workload_147.cpp,xczu7ev-ffvc1156-2-e,10.0,65.62974,54,2,1,1,6,cyclic_8_1,cyclic_2_1,unroll_2,unroll_8,unroll_8,unroll_4,2.5,0.5193356360946358,False
workload_149.cpp,xczu7ev-ffvc1156-2-e,10.0,47.93622,59,4,1,1,7,block_8_1,cyclic_8_1,pipeline,unroll_4,pipeline_1,unroll_16,3.25,0.680331899539366,False
workload_150.cpp,xczu7ev-ffvc1156-2-e,10.0,39.52942,55,21,1,1,10,cyclic_32_1,cyclic_64_1,unroll_64,unroll_4,unroll_32,pipeline_1,8.25,0.6099668013442832,False
workload_151.cpp,xczu7ev-ffvc1156-2-e,10.0,57.76542,762,4,1,22,98,cyclic_8_1,block_4_1,unroll_8,unroll_64,pipeline_1,unroll_16,31.25,0.13858106689312052,False
workload_152.cpp,xczu7ev-ffvc1156-2-e,10.0,70.87634,47,8,1,1,3,block_16_1,cyclic_16_1,unroll_16,unroll_2,unroll_64,unroll_8,3.25,0.4711319418299823,False
workload_153.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,391,1,1,13,75,cyclic_4_1,block_128_1,unroll_64,pipeline_1,unroll_4,unroll_16,22.5,0.43896155902226963,False
workload_155.cpp,xczu7ev-ffvc1156-2-e,10.0,34.49362,57,2,1,1,6,block_2_1,cyclic_8_1,unroll_32,unroll_2,unroll_32,unroll_32,2.5,0.8260160894341393,False
workload_156.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,320,3,1,5,75,block_4_1,block_4_1,unroll_8,pipeline,pipeline,unroll_64,21.0,0.501024010546298,False
workload_157.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,377,1,1,8,74,cyclic_64_1,cyclic_4_1,unroll_32,pipeline_1,pipeline,unroll_64,21.0,0.5009802657387928,False
workload_158.cpp,xczu7ev-ffvc1156-2-e,10.0,81.35186,41,4,1,1,1,cyclic_4_1,block_8_1,unroll_4,unroll_2,unroll_32,unroll_2,1.75,0.3924315622603838,False
workload_159.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,322,2,1,8,75,cyclic_2_1,block_4_1,unroll_4,pipeline,unroll_2,unroll_64,21.5,0.4798147949791012,False
workload_160.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,311,1,1,5,73,cyclic_64_1,block_4_1,unroll_2,pipeline,pipeline,unroll_64,20.0,1.0,True
workload_161.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,328,1,1,11,71,cyclic_4_1,block_64_1,unroll_2,pipeline,pipeline,unroll_64,21.0,1.0,True
workload_162.cpp,xczu7ev-ffvc1156-2-e,10.0,42.03026,52,2,1,1,4,block_2_1,block_4_1,unroll_2,unroll_2,pipeline,unroll_16,2.0,0.7544968461815088,False
workload_164.cpp,xczu7ev-ffvc1156-2-e,10.0,13.32992,63,3,1,1,6,cyclic_8_1,block_2_1,unroll_64,pipeline,unroll_64,pipeline_1,2.75,0.9769311768074285,False
workload_165.cpp,xczu7ev-ffvc1156-2-e,10.0,54.8163,149,2,1,4,40,cyclic_8_1,block_2_1,pipeline,unroll_8,unroll_32,unroll_64,11.75,0.43921897084251904,False
workload_166.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,353,3,1,5,75,block_4_1,block_4_1,unroll_8,pipeline,unroll_4,unroll_64,21.0,0.501024010546298,False
workload_167.cpp,xczu7ev-ffvc1156-2-e,10.0,49.23922,94,1,1,2,15,block_4_1,block_128_1,unroll_16,unroll_2,pipeline_1,unroll_16,4.75,0.6384093338617076,False
workload_168.cpp,xczu7ev-ffvc1156-2-e,10.0,36.92058,66,1,1,15,10,cyclic_128_1,cyclic_2_1,pipeline,unroll_2,unroll_64,pipeline_1,6.75,0.6581974466726812,False
workload_169.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,302,5,1,7,73,cyclic_8_1,block_8_1,unroll_2,pipeline,unroll_2,unroll_64,21.5,0.47981496537681245,False
workload_170.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,317,5,1,11,70,cyclic_16_1,block_128_1,unroll_2,pipeline,pipeline,unroll_64,21.75,0.46938353685528,False
workload_171.cpp,xczu7ev-ffvc1156-2-e,10.0,42.68562,47,1,1,1,4,cyclic_2_1,cyclic_64_1,unroll_4,unroll_2,unroll_8,unroll_16,1.75,0.747814413973865,False
workload_172.cpp,xczu7ev-ffvc1156-2-e,10.0,44.98962,60,1,1,1,8,cyclic_64_1,cyclic_8_1,unroll_32,unroll_2,unroll_32,unroll_32,2.75,0.7167001494729061,False
workload_173.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,287,3,1,11,70,cyclic_8_1,block_16_1,unroll_2,pipeline,pipeline,unroll_64,21.25,0.49039050884232416,False
workload_174.cpp,xczu7ev-ffvc1156-2-e,10.0,12.02048,69,7,1,1,6,cyclic_16_1,cyclic_4_1,unroll_2,pipeline_1,unroll_32,pipeline_1,3.75,0.9521461494556833,False
workload_175.cpp,xczu7ev-ffvc1156-2-e,10.0,36.91034,53,1,1,7,6,cyclic_64_1,cyclic_8_1,unroll_8,unroll_2,unroll_8,pipeline_1,3.75,0.7698313488248056,False
workload_176.cpp,xczu7ev-ffvc1156-2-e,10.0,81.35186,46,11,1,1,2,cyclic_2_1,block_32_1,unroll_4,unroll_2,unroll_8,unroll_2,3.75,0.387235661986412,False
workload_177.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,354,1,1,13,75,cyclic_4_1,cyclic_64_1,unroll_64,pipeline,unroll_32,unroll_16,22.5,0.43896155902226963,False
