Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_1_2,Area,Weight,is_pareto
workload_594.cpp,xczu7ev-ffvc1156-2-e,10.0,31.65722,48,1,1,1,3,cyclic_2_1,cyclic_64_1,unroll_16,unroll_2,unroll_8,pipeline_1,1.5,0.8731007711872395,False
workload_595.cpp,xczu7ev-ffvc1156-2-e,10.0,57.11378,64,1,1,3,9,cyclic_64_1,cyclic_64_1,unroll_2,unroll_2,pipeline,unroll_32,3.5,0.5896337291956621,False
workload_596.cpp,xczu7ev-ffvc1156-2-e,10.0,11.02817,68,5,1,1,7,cyclic_16_1,cyclic_64_1,unroll_8,pipeline_1,pipeline,pipeline_1,3.5,0.9658058849893673,False
workload_597.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,314,3,1,11,70,cyclic_8_1,block_64_1,unroll_16,pipeline,unroll_32,unroll_64,21.25,0.49039050884232416,False
workload_598.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,309,5,1,11,70,cyclic_16_1,block_16_1,unroll_4,pipeline,unroll_8,unroll_64,21.75,0.46938353685528,False
workload_599.cpp,xczu7ev-ffvc1156-2-e,10.0,11.35553,68,3,1,1,6,cyclic_8_1,cyclic_64_1,pipeline,pipeline,unroll_8,pipeline_1,2.75,1.0,True
workload_600.cpp,xczu7ev-ffvc1156-2-e,10.0,36.91034,54,1,1,8,8,cyclic_64_1,block_64_1,pipeline,unroll_2,unroll_64,pipeline_1,4.5,0.7442420417614807,False
workload_601.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,487,1,1,15,81,cyclic_4_1,cyclic_64_1,unroll_4,pipeline,pipeline,unroll_8,24.5,0.36422767540774226,False
workload_602.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,356,1,1,12,72,cyclic_2_1,block_16_1,unroll_32,pipeline,unroll_8,unroll_32,21.5,0.4798139082925619,False
workload_603.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,359,3,1,8,73,cyclic_2_1,block_8_1,unroll_64,pipeline,unroll_32,unroll_64,21.25,0.4903906044464904,False
workload_604.cpp,xczu7ev-ffvc1156-2-e,10.0,44.32402,71,1,1,1,11,cyclic_2_1,block_2_1,unroll_8,unroll_2,unroll_32,unroll_64,3.5,0.7108493683556251,False
workload_605.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,347,3,1,8,74,cyclic_8_1,cyclic_4_1,unroll_2,pipeline,unroll_64,unroll_64,21.5,0.47981496537681245,False
workload_606.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,319,3,1,11,70,cyclic_8_1,block_64_1,unroll_2,pipeline,pipeline,unroll_64,21.25,0.49039050884232416,False
workload_607.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,335,1,1,11,71,cyclic_4_1,cyclic_16_1,unroll_16,pipeline_1,unroll_32,unroll_64,21.0,1.0,True
workload_608.cpp,xczu7ev-ffvc1156-2-e,10.0,33.01906,66,2,1,1,10,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_32,unroll_64,3.5,0.806284195606226,False
workload_609.cpp,xczu7ev-ffvc1156-2-e,10.0,59.06962,56,1,1,1,8,cyclic_2_1,block_64_1,pipeline_1,unroll_2,unroll_8,unroll_8,2.75,0.5778558400663878,False
workload_610.cpp,xczu7ev-ffvc1156-2-e,10.0,43.51506,66,2,1,1,10,cyclic_8_1,cyclic_2_1,unroll_16,unroll_2,unroll_64,unroll_64,3.5,0.7185100135463911,False
workload_611.cpp,xczu7ev-ffvc1156-2-e,10.0,13.32992,70,6,1,1,6,cyclic_16_1,block_2_1,unroll_8,pipeline_1,unroll_8,pipeline_1,3.5,0.950864217166985,False
workload_612.cpp,xczu7ev-ffvc1156-2-e,10.0,31.66746,46,3,1,1,1,cyclic_4_1,cyclic_4_1,pipeline,unroll_2,unroll_32,pipeline_1,1.5,0.8729793806535876,False
workload_613.cpp,xczu7ev-ffvc1156-2-e,10.0,31.65722,48,1,1,1,3,cyclic_2_1,cyclic_64_1,pipeline_1,unroll_2,unroll_32,pipeline_1,1.5,0.8731007711872395,False
workload_614.cpp,xczu7ev-ffvc1156-2-e,10.0,72.84242,54,3,1,1,6,cyclic_64_1,cyclic_16_1,unroll_8,unroll_2,pipeline,unroll_8,2.75,0.4573407709175761,False
workload_615.cpp,xczu7ev-ffvc1156-2-e,10.0,10.85426,70,1,1,2,12,cyclic_64_1,block_64_1,pipeline,pipeline,unroll_32,pipeline_1,4.0,0.9510548342143695,False
workload_616.cpp,xczu7ev-ffvc1156-2-e,10.0,12.00001,70,1,1,1,7,cyclic_4_1,cyclic_64_1,unroll_4,pipeline_1,pipeline,pipeline,2.5,1.0,True
workload_617.cpp,xczu7ev-ffvc1156-2-e,10.0,11.36576,65,5,1,1,5,cyclic_8_1,cyclic_8_1,unroll_32,pipeline,unroll_8,pipeline_1,3.0,0.982112293376277,False
workload_618.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,411,1,1,10,80,cyclic_2_1,block_2_1,unroll_4,pipeline,unroll_16,unroll_16,23.0,0.4194076993467223,False
workload_619.cpp,xczu7ev-ffvc1156-2-e,10.0,72.84242,53,1,1,1,6,cyclic_64_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_8,2.25,0.4585640585222345,False
workload_620.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,351,2,1,5,77,block_4_1,block_2_1,unroll_16,pipeline,pipeline,unroll_64,21.25,0.4903906044464904,False
workload_621.cpp,xczu7ev-ffvc1156-2-e,10.0,31.65722,48,1,1,1,3,cyclic_2_1,cyclic_64_1,unroll_4,unroll_2,unroll_32,pipeline,1.5,0.8731007711872395,False
workload_622.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,378,3,1,8,73,cyclic_2_1,block_8_1,unroll_4,pipeline_1,unroll_8,unroll_64,21.25,0.4903906044464904,False
workload_623.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,394,4,1,10,77,cyclic_4_1,cyclic_8_1,unroll_4,pipeline,unroll_16,unroll_16,23.0,0.4194076993467223,False
workload_624.cpp,xczu7ev-ffvc1156-2-e,10.0,10.78265,67,1,1,2,10,cyclic_64_1,cyclic_64_1,unroll_8,pipeline_1,unroll_32,pipeline_1,3.5,1.0,True
workload_625.cpp,xczu7ev-ffvc1156-2-e,10.0,44.32402,68,1,1,1,11,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_32,unroll_64,3.5,0.7108493683556251,False
workload_626.cpp,xczu7ev-ffvc1156-2-e,10.0,10.78265,69,1,1,2,10,cyclic_64_1,cyclic_64_1,unroll_2,pipeline,unroll_8,pipeline,3.5,1.0,True
workload_627.cpp,xczu7ev-ffvc1156-2-e,10.0,13.31969,72,1,1,1,9,cyclic_64_1,block_2_1,unroll_2,pipeline,pipeline,pipeline_1,3.0,0.9681508038952764,False
workload_628.cpp,xczu7ev-ffvc1156-2-e,10.0,13.30945,72,1,1,1,6,cyclic_2_1,cyclic_2_1,unroll_8,pipeline,pipeline,pipeline_1,2.25,1.0,True
workload_629.cpp,xczu7ev-ffvc1156-2-e,10.0,36.91034,47,21,1,1,5,cyclic_32_1,cyclic_64_1,unroll_8,unroll_2,pipeline,pipeline_1,7.0,0.654099428562064,False
workload_630.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,381,2,1,10,80,cyclic_4_1,block_2_1,unroll_16,pipeline,unroll_16,unroll_16,23.25,0.40984810290361273,False
workload_631.cpp,xczu7ev-ffvc1156-2-e,10.0,11.36576,59,5,1,1,5,cyclic_8_1,cyclic_8_1,unroll_2,pipeline,unroll_32,pipeline,3.0,0.982112293376277,False
workload_632.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,313,1,1,11,81,block_128_1,block_16_1,unroll_32,pipeline,unroll_8,unroll_64,23.5,0.4004332821692176,False
workload_633.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,294,1,1,11,71,cyclic_4_1,block_128_1,unroll_4,pipeline,pipeline,unroll_64,21.0,1.0,True
workload_634.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,352,3,1,13,74,cyclic_8_1,cyclic_64_1,unroll_2,pipeline,pipeline,unroll_16,22.75,0.42911205077613046,False
workload_635.cpp,xczu7ev-ffvc1156-2-e,10.0,53.5093,54,5,1,2,9,cyclic_64_1,block_16_1,unroll_2,unroll_2,unroll_8,unroll_16,4.25,0.611533011988411,False
workload_636.cpp,xczu7ev-ffvc1156-2-e,10.0,12.00001,69,1,1,1,7,cyclic_4_1,cyclic_64_1,unroll_64,pipeline,pipeline,pipeline,2.5,1.0,True
workload_637.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,362,3,1,5,78,block_8_1,block_2_1,pipeline,pipeline_1,unroll_8,unroll_64,21.75,0.4693842694608531,False
workload_638.cpp,xczu7ev-ffvc1156-2-e,10.0,36.92058,47,6,1,1,1,cyclic_8_1,block_2_1,unroll_8,unroll_2,unroll_32,pipeline_1,2.25,0.8075728415511882,False
workload_639.cpp,xczu7ev-ffvc1156-2-e,10.0,31.66746,45,5,1,1,1,cyclic_4_1,cyclic_16_1,pipeline_1,unroll_2,pipeline,pipeline_1,2.0,0.8611916318648719,False
workload_640.cpp,xczu7ev-ffvc1156-2-e,10.0,13.30945,72,1,1,1,6,cyclic_2_1,block_2_1,pipeline_1,pipeline,unroll_32,pipeline_1,2.25,1.0,True
workload_641.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,306,1,1,11,71,cyclic_4_1,cyclic_16_1,unroll_8,pipeline,pipeline,unroll_64,21.0,1.0,True
workload_642.cpp,xczu7ev-ffvc1156-2-e,10.0,11.0384,64,10,1,1,6,cyclic_16_1,cyclic_16_1,unroll_4,pipeline_1,unroll_32,pipeline_1,4.5,0.9344234617577883,False
workload_643.cpp,xczu7ev-ffvc1156-2-e,10.0,36.92058,64,1,1,15,11,cyclic_128_1,cyclic_8_1,pipeline_1,unroll_2,unroll_8,pipeline_1,7.0,0.6540084450605216,False
workload_644.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,450,1,1,16,84,cyclic_64_1,block_64_1,unroll_16,pipeline,unroll_8,unroll_8,25.5,0.33034663646451934,False
workload_645.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,303,10,1,11,71,cyclic_32_1,cyclic_64_1,pipeline,pipeline,unroll_16,unroll_64,23.25,0.40984764534633467,False
workload_646.cpp,xczu7ev-ffvc1156-2-e,10.0,13.30945,71,1,1,1,6,cyclic_2_1,cyclic_4_1,unroll_2,pipeline,unroll_64,pipeline_1,2.25,1.0,True
workload_647.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,281,5,1,11,70,cyclic_16_1,block_64_1,unroll_2,pipeline,pipeline,unroll_64,21.75,0.46938353685528,False
workload_648.cpp,xczu7ev-ffvc1156-2-e,10.0,36.91034,52,1,1,9,10,cyclic_64_1,block_128_1,unroll_8,unroll_2,unroll_8,pipeline,5.25,0.7161951624410465,False
workload_649.cpp,xczu7ev-ffvc1156-2-e,10.0,48.5941,50,3,1,1,6,cyclic_64_1,cyclic_16_1,unroll_2,unroll_2,pipeline,unroll_16,2.75,0.6799896995525088,False
workload_650.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,463,1,1,16,84,cyclic_64_1,cyclic_64_1,unroll_2,pipeline_1,unroll_8,unroll_8,25.5,0.33034663646451934,False
workload_651.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,378,2,1,10,78,cyclic_2_1,cyclic_8_1,unroll_4,pipeline,unroll_16,unroll_16,22.75,0.42911251962861163,False
workload_652.cpp,xczu7ev-ffvc1156-2-e,10.0,13.30945,69,3,1,2,6,cyclic_2_1,block_8_1,unroll_64,pipeline,unroll_8,pipeline,3.0,0.968245871488051,False
workload_653.cpp,xczu7ev-ffvc1156-2-e,10.0,12.00001,67,1,1,1,7,cyclic_4_1,cyclic_64_1,unroll_16,pipeline,pipeline,pipeline_1,2.5,1.0,True
workload_654.cpp,xczu7ev-ffvc1156-2-e,10.0,10.9361,65,10,1,1,10,cyclic_32_1,block_64_1,unroll_8,pipeline,unroll_32,pipeline_1,5.5,0.9041550892537559,False
workload_655.cpp,xczu7ev-ffvc1156-2-e,10.0,13.32992,66,3,1,1,6,cyclic_8_1,block_2_1,unroll_2,pipeline,unroll_32,pipeline_1,2.75,0.9769311768074285,False
workload_656.cpp,xczu7ev-ffvc1156-2-e,10.0,36.92058,47,21,1,1,3,cyclic_32_1,block_2_1,unroll_8,unroll_2,pipeline,pipeline_1,6.5,0.6660692995320853,False
workload_657.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,303,1,1,11,71,cyclic_4_1,cyclic_64_1,unroll_4,pipeline_1,pipeline,unroll_64,21.0,1.0,True
workload_658.cpp,xczu7ev-ffvc1156-2-e,10.0,13.30945,70,3,1,2,6,cyclic_2_1,block_8_1,unroll_8,pipeline,pipeline,pipeline_1,3.0,0.968245871488051,False
workload_659.cpp,xczu7ev-ffvc1156-2-e,10.0,36.91034,43,5,1,1,4,cyclic_8_1,block_64_1,unroll_16,unroll_2,unroll_32,pipeline_1,2.75,0.7979294322073339,False
workload_660.cpp,xczu7ev-ffvc1156-2-e,10.0,12.02047,68,7,1,4,7,cyclic_4_1,block_16_1,unroll_2,pipeline,pipeline,pipeline,4.75,0.9208002774915786,False
workload_661.cpp,xczu7ev-ffvc1156-2-e,10.0,12.00001,62,1,1,1,7,cyclic_4_1,cyclic_64_1,unroll_8,pipeline,pipeline,pipeline_1,2.5,1.0,True
workload_662.cpp,xczu7ev-ffvc1156-2-e,10.0,31.65722,45,2,1,1,1,cyclic_2_1,block_4_1,pipeline,unroll_2,unroll_32,pipeline_1,1.25,1.0,True
workload_663.cpp,xczu7ev-ffvc1156-2-e,10.0,13.32992,69,11,1,1,7,cyclic_32_1,block_2_1,unroll_2,pipeline,unroll_8,pipeline,5.0,0.9045572953284977,False
workload_664.cpp,xczu7ev-ffvc1156-2-e,10.0,13.30945,66,3,1,2,6,cyclic_2_1,block_8_1,unroll_2,pipeline,pipeline,pipeline_1,3.0,0.968245871488051,False
workload_665.cpp,xczu7ev-ffvc1156-2-e,10.0,12.00001,63,1,1,1,7,cyclic_4_1,cyclic_64_1,unroll_8,pipeline,pipeline,pipeline,2.5,1.0,True
workload_666.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,308,1,1,11,81,block_128_1,block_16_1,unroll_16,pipeline,unroll_8,unroll_64,23.5,0.4004332821692176,False
workload_667.cpp,xczu7ev-ffvc1156-2-e,10.0,13.30945,71,1,1,1,6,cyclic_2_1,cyclic_2_1,unroll_16,pipeline,unroll_64,pipeline_1,2.25,1.0,True
workload_668.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,438,3,1,13,85,cyclic_8_1,block_2_1,unroll_2,pipeline,unroll_8,unroll_8,25.5,0.3303473676925527,False
workload_669.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,387,2,1,10,80,cyclic_4_1,block_2_1,unroll_4,pipeline,unroll_64,unroll_16,23.25,0.40984810290361273,False
workload_670.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,340,1,1,8,76,cyclic_64_1,cyclic_2_1,pipeline,pipeline,unroll_64,unroll_64,21.5,0.47981496537681245,False
workload_671.cpp,xczu7ev-ffvc1156-2-e,10.0,10.78265,67,1,1,2,10,cyclic_64_1,cyclic_64_1,unroll_16,pipeline_1,pipeline,pipeline_1,3.5,1.0,True
workload_672.cpp,xczu7ev-ffvc1156-2-e,10.0,48.5941,51,1,1,1,6,cyclic_64_1,cyclic_8_1,pipeline,unroll_2,unroll_32,unroll_16,2.25,0.683647650759696,False
workload_673.cpp,xczu7ev-ffvc1156-2-e,10.0,51.2053,50,1,1,1,3,cyclic_4_1,block_2_1,pipeline,unroll_2,unroll_8,unroll_16,1.5,0.6572300850206021,False
workload_674.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,290,3,1,11,70,cyclic_8_1,block_128_1,unroll_2,pipeline,pipeline_1,unroll_64,21.25,0.49039050884232416,False
workload_675.cpp,xczu7ev-ffvc1156-2-e,10.0,12.01024,62,4,1,1,5,cyclic_4_1,cyclic_16_1,unroll_32,pipeline,pipeline,pipeline_1,2.75,0.9881779477143543,False
workload_676.cpp,xczu7ev-ffvc1156-2-e,10.0,31.65722,47,3,1,1,3,cyclic_4_1,block_64_1,unroll_4,unroll_2,unroll_32,pipeline,2.0,0.8612645135251971,False
workload_677.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,329,2,1,5,77,block_4_1,block_2_1,unroll_16,pipeline,unroll_64,unroll_64,21.25,0.4903906044464904,False
workload_678.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,294,1,1,12,74,cyclic_64_1,cyclic_64_1,unroll_64,pipeline,unroll_8,unroll_64,22.0,0.4590978369458637,False
workload_679.cpp,xczu7ev-ffvc1156-2-e,10.0,13.30945,71,1,1,1,7,cyclic_2_1,cyclic_64_1,unroll_2,pipeline,unroll_64,pipeline_1,2.5,0.9856930654716025,False
workload_680.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,332,1,1,8,76,cyclic_64_1,cyclic_2_1,unroll_2,pipeline,pipeline,unroll_64,21.5,0.47981496537681245,False
workload_681.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,300,3,1,11,70,cyclic_8_1,block_64_1,unroll_4,pipeline,pipeline,unroll_64,21.25,0.49039050884232416,False
workload_682.cpp,xczu7ev-ffvc1156-2-e,10.0,39.53966,48,6,1,1,2,cyclic_8_1,cyclic_4_1,unroll_2,unroll_4,unroll_32,pipeline_1,2.5,0.7764908621042884,False
workload_683.cpp,xczu7ev-ffvc1156-2-e,10.0,48.26642,53,6,1,2,7,cyclic_32_1,cyclic_128_1,unroll_2,unroll_2,pipeline,unroll_16,4.0,0.6638175489536812,False
workload_684.cpp,xczu7ev-ffvc1156-2-e,10.0,36.91034,49,1,1,8,8,cyclic_64_1,cyclic_64_1,unroll_2,unroll_2,unroll_32,pipeline_1,4.5,0.7442420417614807,False
workload_685.cpp,xczu7ev-ffvc1156-2-e,10.0,12.01024,63,3,1,1,6,cyclic_4_1,cyclic_4_1,unroll_4,pipeline,pipeline,pipeline_1,2.75,0.9881779477143543,False
workload_686.cpp,xczu7ev-ffvc1156-2-e,10.0,12.01025,64,1,1,1,8,cyclic_64_1,cyclic_4_1,unroll_8,pipeline_1,unroll_32,pipeline_1,2.75,0.9881778898871074,False
workload_687.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,353,2,1,8,74,cyclic_2_1,cyclic_4_1,unroll_2,pipeline,unroll_16,unroll_64,21.25,0.4903906044464904,False
workload_688.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,336,3,1,8,73,cyclic_2_1,block_8_1,unroll_64,pipeline_1,unroll_8,unroll_64,21.25,0.4903906044464904,False
workload_689.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,334,1,1,11,71,cyclic_2_1,cyclic_16_1,unroll_16,pipeline_1,unroll_32,unroll_64,21.0,1.0,True
workload_690.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,336,1,1,5,73,cyclic_64_1,block_4_1,unroll_2,pipeline,unroll_8,unroll_64,20.0,1.0,True
workload_691.cpp,xczu7ev-ffvc1156-2-e,10.0,62.35666,51,1,1,1,7,cyclic_64_1,block_2_1,pipeline,unroll_2,pipeline,unroll_16,2.5,0.5486838507639089,False
workload_692.cpp,xczu7ev-ffvc1156-2-e,10.0,13.30945,68,6,1,3,7,cyclic_2_1,block_16_1,unroll_32,pipeline,unroll_8,pipeline_1,4.25,0.9277394911430671,False
workload_693.cpp,xczu7ev-ffvc1156-2-e,10.0,10.86449,69,10,1,2,9,cyclic_32_1,cyclic_128_1,unroll_8,pipeline_1,pipeline,pipeline_1,5.5,0.9045624976608588,False
workload_694.cpp,xczu7ev-ffvc1156-2-e,10.0,11.36576,60,5,1,1,5,cyclic_8_1,cyclic_16_1,unroll_2,pipeline,pipeline,pipeline_1,3.0,0.982112293376277,False
workload_695.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,305,1,1,11,71,cyclic_4_1,cyclic_16_1,unroll_16,pipeline,pipeline,unroll_64,21.0,1.0,True
workload_696.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,293,1,1,11,71,cyclic_4_1,block_64_1,unroll_8,pipeline,pipeline,unroll_64,21.0,1.0,True
workload_698.cpp,xczu7ev-ffvc1156-2-e,10.0,36.91034,54,1,1,8,8,cyclic_64_1,block_64_1,unroll_16,unroll_2,unroll_32,pipeline,4.5,0.7442420417614807,False
workload_699.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,320,5,1,7,73,cyclic_8_1,block_8_1,unroll_16,pipeline_1,unroll_32,unroll_64,21.5,0.47981496537681245,False
workload_700.cpp,xczu7ev-ffvc1156-2-e,10.0,42.68562,51,1,1,1,4,cyclic_2_1,cyclic_64_1,unroll_2,unroll_2,pipeline,unroll_16,1.75,0.747814413973865,False
workload_701.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,290,3,1,11,70,cyclic_8_1,block_128_1,pipeline_1,pipeline,pipeline_1,unroll_64,21.25,0.49039050884232416,False
workload_702.cpp,xczu7ev-ffvc1156-2-e,10.0,13.31968,70,2,1,1,6,cyclic_4_1,cyclic_2_1,unroll_2,pipeline,unroll_64,pipeline_1,2.5,0.9855817438121178,False
workload_703.cpp,xczu7ev-ffvc1156-2-e,10.0,12.02048,65,7,1,1,6,cyclic_16_1,cyclic_4_1,unroll_8,pipeline_1,pipeline,pipeline_1,3.75,0.9521461494556833,False
workload_704.cpp,xczu7ev-ffvc1156-2-e,10.0,13.30945,67,1,1,1,6,cyclic_2_1,cyclic_2_1,pipeline,pipeline,unroll_32,pipeline_1,2.25,1.0,True
workload_705.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,297,1,1,11,71,cyclic_4_1,cyclic_64_1,unroll_2,pipeline,pipeline,unroll_64,21.0,1.0,True
workload_706.cpp,xczu7ev-ffvc1156-2-e,10.0,13.32992,63,3,1,1,6,cyclic_8_1,cyclic_2_1,unroll_8,pipeline,unroll_64,pipeline_1,2.75,0.9769311768074285,False
workload_707.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,304,3,1,11,70,cyclic_8_1,cyclic_16_1,unroll_16,pipeline,pipeline_1,unroll_64,21.25,0.49039050884232416,False
workload_708.cpp,xczu7ev-ffvc1156-2-e,10.0,39.53966,48,6,1,1,2,cyclic_8_1,block_4_1,unroll_2,unroll_4,pipeline,pipeline_1,2.5,0.7764908621042884,False
workload_709.cpp,xczu7ev-ffvc1156-2-e,10.0,13.30945,72,1,1,1,6,cyclic_2_1,block_2_1,unroll_2,pipeline,unroll_16,pipeline_1,2.25,1.0,True
workload_710.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,336,2,1,8,74,cyclic_2_1,cyclic_4_1,pipeline,pipeline,unroll_16,unroll_64,21.25,0.4903906044464904,False
workload_711.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,312,1,1,11,71,cyclic_2_1,cyclic_16_1,unroll_32,pipeline,pipeline,unroll_64,21.0,1.0,True
workload_712.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,300,1,1,12,74,cyclic_64_1,cyclic_64_1,unroll_2,pipeline,unroll_8,unroll_64,22.0,0.4590978369458637,False
workload_713.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,330,1,1,11,71,cyclic_2_1,block_64_1,unroll_16,pipeline,pipeline,unroll_64,21.0,1.0,True
workload_714.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,344,6,1,7,74,cyclic_32_1,block_2_1,unroll_8,pipeline_1,unroll_32,unroll_64,22.0,0.4590986591467938,False
workload_715.cpp,xczu7ev-ffvc1156-2-e,10.0,12.01024,63,3,1,1,6,cyclic_4_1,cyclic_4_1,unroll_8,pipeline,unroll_64,pipeline_1,2.75,0.9881779477143543,False
workload_716.cpp,xczu7ev-ffvc1156-2-e,10.0,31.65722,44,3,1,1,3,cyclic_4_1,cyclic_64_1,unroll_4,unroll_2,pipeline,pipeline,2.0,0.8612645135251971,False
workload_717.cpp,xczu7ev-ffvc1156-2-e,10.0,12.00001,70,1,1,1,7,cyclic_4_1,cyclic_64_1,unroll_4,pipeline,pipeline,pipeline_1,2.5,1.0,True
workload_718.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6292,325,1,1,11,71,cyclic_2_1,block_64_1,unroll_64,pipeline,unroll_8,unroll_64,21.0,1.0,True
workload_719.cpp,xczu7ev-ffvc1156-2-e,10.0,11.36576,59,8,1,1,5,cyclic_8_1,cyclic_32_1,unroll_2,pipeline,unroll_32,pipeline_1,3.75,0.9560848667258748,False
workload_720.cpp,xczu7ev-ffvc1156-2-e,10.0,13.31969,72,1,1,1,8,cyclic_64_1,cyclic_2_1,unroll_4,pipeline,unroll_32,pipeline_1,2.75,0.9770372191893893,False
workload_721.cpp,xczu7ev-ffvc1156-2-e,10.0,13.30945,67,1,1,1,7,cyclic_2_1,cyclic_64_1,unroll_8,pipeline,pipeline,pipeline_1,2.5,0.9856930654716025,False
workload_722.cpp,xczu7ev-ffvc1156-2-e,10.0,36.92058,63,1,1,15,10,cyclic_128_1,cyclic_4_1,pipeline,unroll_2,unroll_64,pipeline_1,6.75,0.6581974466726812,False
workload_723.cpp,xczu7ev-ffvc1156-2-e,10.0,10.64966,383,2,1,10,78,cyclic_2_1,cyclic_4_1,unroll_4,pipeline,unroll_64,unroll_16,22.75,0.42911251962861163,False
workload_724.cpp,xczu7ev-ffvc1156-2-e,10.0,36.91034,51,1,1,7,5,cyclic_64_1,cyclic_2_1,pipeline_1,unroll_2,unroll_64,pipeline_1,3.5,0.7776284901541684,False
workload_726.cpp,xczu7ev-ffvc1156-2-e,10.0,11.39645,67,8,1,3,6,cyclic_8_1,block_16_1,unroll_2,pipeline,unroll_32,pipeline_1,4.5,0.932361001593612,False
workload_727.cpp,xczu7ev-ffvc1156-2-e,10.0,11.02817,61,5,1,1,8,cyclic_64_1,cyclic_16_1,unroll_32,pipeline,pipeline,pipeline_1,3.75,0.9579507459017038,False
workload_728.cpp,xczu7ev-ffvc1156-2-e,10.0,12.01024,61,3,1,1,6,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_32,pipeline_1,2.75,0.9881779477143543,False
workload_729.cpp,xczu7ev-ffvc1156-2-e,10.0,10.6599,344,1,1,8,74,cyclic_64_1,cyclic_4_1,pipeline,pipeline,unroll_8,unroll_64,21.0,0.5009802657387928,False
workload_730.cpp,xczu7ev-ffvc1156-2-e,10.0,11.35553,63,3,1,1,6,cyclic_8_1,cyclic_64_1,unroll_8,pipeline,pipeline,pipeline_1,2.75,1.0,True
workload_731.cpp,xczu7ev-ffvc1156-2-e,10.0,60.38034,44,1,1,1,2,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_16,unroll_8,1.25,0.5670155814648788,False
workload_732.cpp,xczu7ev-ffvc1156-2-e,10.0,13.32992,64,3,1,1,6,cyclic_8_1,block_2_1,unroll_2,pipeline,unroll_32,pipeline,2.75,0.9769311768074285,False
workload_733.cpp,xczu7ev-ffvc1156-2-e,10.0,10.63944,291,3,1,11,70,cyclic_8_1,cyclic_16_1,unroll_8,pipeline,pipeline_1,unroll_64,21.25,0.49039050884232416,False
