Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,Area,Weight,is_pareto
workload_0.cpp,xczu7ev-ffvc1156-2-e,10.0,183.9105,54,3,1,1,2,cyclic_16_1,cyclic_4_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_4,pipeline,1.75,0.32819793832690985,False
workload_1.cpp,xczu7ev-ffvc1156-2-e,10.0,43.99373,57,5,1,1,3,block_8_1,block_8_1,complete_1,unroll_16,pipeline,unroll_32,unroll_8,unroll,2.5,0.907479649971048,False
workload_2.cpp,xczu7ev-ffvc1156-2-e,10.0,79.32938,67,1,1,16,7,block_128_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,unroll_2,unroll,6.25,0.6619576835970988,False
workload_3.cpp,xczu7ev-ffvc1156-2-e,10.0,171.34154,98,1,1,2,7,block_2_1,cyclic_128_1,complete_1,unroll_8,unroll_8,unroll_8,unroll_32,pipeline,2.75,0.36497154667972864,False
workload_4.cpp,xczu7ev-ffvc1156-2-e,10.0,202.65226,102,3,1,8,7,block_8_1,block_2_1,complete_1,unroll_2,unroll_64,unroll_8,unroll_8,unroll,4.75,0.2682918401289982,False
workload_5.cpp,xczu7ev-ffvc1156-2-e,10.0,32.44682,55,6,1,1,2,cyclic_32_1,cyclic_4_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_32,pipeline,2.5,0.9508141220785848,False
workload_6.cpp,xczu7ev-ffvc1156-2-e,10.0,56.04173,123,1,1,5,11,block_4_1,block_64_1,complete_1,pipeline,unroll_32,unroll_16,unroll_32,unroll,4.5,0.7992229144517449,False
workload_7.cpp,xczu7ev-ffvc1156-2-e,10.0,32.77389,68,5,1,1,3,cyclic_64_1,block_16_1,complete_1,pipeline,pipeline,unroll_2,unroll_32,pipeline_1,2.5,0.9498756786257573,False
workload_8.cpp,xczu7ev-ffvc1156-2-e,10.0,170.8881,138,2,1,3,7,cyclic_128_1,cyclic_16_1,complete_1,unroll_16,unroll_2,unroll_8,unroll_64,pipeline_1,3.25,0.36471194354392633,False
workload_9.cpp,xczu7ev-ffvc1156-2-e,10.0,168.59437,85,6,1,3,21,block_16_1,block_4_1,complete_1,unroll_32,unroll_32,unroll_8,unroll_64,pipeline,7.75,0.3373671813302759,False
workload_10.cpp,xczu7ev-ffvc1156-2-e,10.0,337.19309,68,5,1,2,5,cyclic_128_1,block_16_1,complete_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll,3.25,0.10000000000000003,False
workload_11.cpp,xczu7ev-ffvc1156-2-e,10.0,170.07757,56,3,1,1,6,block_8_1,block_2_1,complete_1,unroll_16,unroll_8,unroll_32,unroll_16,pipeline,2.75,0.36900838373489475,False
workload_12.cpp,xczu7ev-ffvc1156-2-e,10.0,168.97165,100,8,1,5,33,block_16_1,cyclic_16_1,complete_1,unroll_4,unroll_64,unroll_16,unroll_16,pipeline,11.75,0.28714274981563037,False
workload_13.cpp,xczu7ev-ffvc1156-2-e,10.0,169.02669,132,6,1,4,37,block_32_1,block_4_1,complete_1,pipeline_1,unroll_64,unroll_32,unroll_4,pipeline_1,12.0,0.28357835094396694,False
workload_14.cpp,xczu7ev-ffvc1156-2-e,10.0,54.41805,54,1,1,1,2,cyclic_8_1,cyclic_32_1,complete_1,unroll_2,pipeline,unroll_64,unroll_8,unroll,1.25,0.8745362948506582,False
workload_15.cpp,xczu7ev-ffvc1156-2-e,10.0,168.72077,275,10,1,6,43,block_32_1,block_64_1,complete_1,unroll_8,unroll_64,pipeline_1,unroll_32,pipeline,15.0,0.2427053957714379,False
workload_16.cpp,xczu7ev-ffvc1156-2-e,10.0,32.2641,89,10,1,5,9,block_32_1,block_32_1,complete_1,pipeline_1,pipeline,unroll_64,unroll_64,unroll,6.25,0.795803669149567,False
workload_17.cpp,xczu7ev-ffvc1156-2-e,10.0,190.45389,59,1,1,1,9,cyclic_2_1,block_4_1,complete_1,unroll_2,unroll_16,unroll_32,unroll_2,pipeline_1,3.0,0.3070012659773355,False
workload_18.cpp,xczu7ev-ffvc1156-2-e,10.0,162.47309,117,5,1,5,38,cyclic_32_1,cyclic_2_1,complete_1,pipeline_1,unroll_64,unroll_64,unroll_4,pipeline_1,12.25,0.294420826867952,False
workload_19.cpp,xczu7ev-ffvc1156-2-e,10.0,159.07146,123,1,1,3,12,block_8_1,cyclic_128_1,complete_1,pipeline_1,unroll_16,pipeline,unroll_64,pipeline,4.25,0.3978314328946361,False
workload_20.cpp,xczu7ev-ffvc1156-2-e,10.0,160.54541,50,1,1,1,2,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_8,unroll_8,pipeline,1.25,0.40327597216057676,False
workload_21.cpp,xczu7ev-ffvc1156-2-e,10.0,27.38186,452,1,1,3,12,block_4_1,cyclic_128_1,complete_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,4.25,0.8922162720142466,False
workload_22.cpp,xczu7ev-ffvc1156-2-e,10.0,38.18509,57,2,1,1,2,cyclic_8_1,cyclic_8_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_2,pipeline_1,1.5,0.9612782768083914,False
workload_23.cpp,xczu7ev-ffvc1156-2-e,10.0,84.56717,169,1,1,3,8,cyclic_128_1,cyclic_32_1,complete_1,unroll_2,pipeline,unroll_4,unroll_4,unroll,3.25,0.7030293742004127,False
workload_24.cpp,xczu7ev-ffvc1156-2-e,10.0,26.2145,478,1,1,5,13,block_64_1,block_128_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,5.0,0.8592950972442798,False
workload_25.cpp,xczu7ev-ffvc1156-2-e,10.0,33.74221,60,1,2,2,4,cyclic_2_1,cyclic_32_1,complete_1,unroll_32,unroll_32,unroll_64,unroll_16,unroll,2.25,0.9551187363537096,False
workload_26.cpp,xczu7ev-ffvc1156-2-e,10.0,34.44746,319,2,6,6,23,cyclic_8_1,block_64_1,complete_1,pipeline,unroll_8,unroll_16,pipeline_1,pipeline,9.25,0.6615971567828811,False
workload_27.cpp,xczu7ev-ffvc1156-2-e,10.0,159.07146,54,1,1,1,5,cyclic_2_1,cyclic_4_1,complete_1,pipeline_1,unroll_8,pipeline,unroll_64,pipeline,2.0,0.40736683334350776,False
workload_28.cpp,xczu7ev-ffvc1156-2-e,10.0,215.90602,49,1,1,1,2,block_4_1,block_2_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_32,unroll,1.25,0.24345697216743856,False
workload_29.cpp,xczu7ev-ffvc1156-2-e,10.0,180.18957,71,1,1,1,9,block_64_1,block_4_1,complete_1,unroll_2,unroll_8,pipeline,unroll_32,pipeline,3.0,0.33685618291985864,False
workload_30.cpp,xczu7ev-ffvc1156-2-e,10.0,155.79405,92,1,1,4,30,cyclic_4_1,block_2_1,complete_1,unroll_32,unroll_64,unroll_4,unroll_8,pipeline_1,9.0,0.35821554395308297,False
workload_31.cpp,xczu7ev-ffvc1156-2-e,10.0,173.44525,49,3,1,1,3,cyclic_2_1,cyclic_16_1,complete_1,unroll_16,unroll_4,pipeline_1,unroll_2,pipeline,2.0,0.3599198884958781,False
workload_32.cpp,xczu7ev-ffvc1156-2-e,10.0,27.38189,449,5,1,2,11,block_16_1,cyclic_64_1,complete_1,unroll_2,pipeline,unroll_8,pipeline_1,pipeline_1,4.75,0.8701367900785986,False
workload_33.cpp,xczu7ev-ffvc1156-2-e,10.0,164.34189,60,1,1,5,8,block_2_1,block_64_1,complete_1,pipeline_1,unroll_4,unroll_8,unroll_8,pipeline_1,3.75,0.3834795292201624,False
workload_34.cpp,xczu7ev-ffvc1156-2-e,10.0,179.34346,59,1,1,2,9,block_2_1,cyclic_4_1,complete_1,unroll_32,unroll_16,pipeline,unroll_8,pipeline,3.25,0.33858945556965475,False
workload_35.cpp,xczu7ev-ffvc1156-2-e,10.0,32.17418,377,8,6,4,19,cyclic_8_1,block_16_1,complete_1,unroll_16,pipeline,unroll_8,pipeline_1,pipeline,9.25,0.6628466511577407,False
workload_36.cpp,xczu7ev-ffvc1156-2-e,10.0,43.34093,95,1,1,16,10,block_128_1,block_4_1,complete_1,pipeline,pipeline,unroll_32,unroll_4,pipeline,7.0,0.7459691066095367,False
workload_37.cpp,xczu7ev-ffvc1156-2-e,10.0,33.03439,987,5,12,12,27,block_16_1,block_32_1,complete_1,unroll_64,unroll_16,unroll_8,pipeline,pipeline_1,14.0,0.47810636115440863,False
workload_40.cpp,xczu7ev-ffvc1156-2-e,10.0,33.52845,50,2,1,1,2,cyclic_4_1,block_4_1,complete_1,pipeline,pipeline,unroll_32,unroll_8,pipeline,1.5,0.9824019733842033,False
workload_41.cpp,xczu7ev-ffvc1156-2-e,10.0,37.99626,52,3,1,1,2,cyclic_16_1,cyclic_4_1,complete_1,unroll_8,pipeline,unroll_2,unroll_32,pipeline,1.75,0.9562138688813434,False
workload_42.cpp,xczu7ev-ffvc1156-2-e,10.0,32.44685,63,2,1,1,3,cyclic_64_1,block_16_1,complete_1,pipeline,pipeline,pipeline_1,unroll_32,pipeline_1,1.75,0.9768650045807725,False
workload_43.cpp,xczu7ev-ffvc1156-2-e,10.0,153.00874,65,1,1,3,13,cyclic_64_1,cyclic_4_1,complete_1,unroll_32,unroll_16,unroll_2,unroll_8,pipeline,4.5,0.4163564363183222,False
workload_44.cpp,xczu7ev-ffvc1156-2-e,10.0,32.26413,91,10,1,5,9,block_32_1,block_32_1,complete_1,pipeline_1,pipeline,unroll_64,unroll_64,unroll,6.25,0.7958036368529482,False
workload_45.cpp,xczu7ev-ffvc1156-2-e,10.0,168.2465,103,1,1,2,5,block_8_1,cyclic_128_1,complete_1,pipeline_1,unroll_2,pipeline,unroll_64,pipeline,2.25,0.3761780018964147,False
workload_46.cpp,xczu7ev-ffvc1156-2-e,10.0,168.28714,109,2,1,3,7,cyclic_128_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_64,pipeline_1,3.25,0.3730147056615487,False
workload_47.cpp,xczu7ev-ffvc1156-2-e,10.0,190.44877,60,1,1,1,9,cyclic_2_1,block_4_1,complete_1,unroll_2,unroll_16,unroll_32,unroll_4,pipeline_1,3.0,0.30701566214858067,False
workload_48.cpp,xczu7ev-ffvc1156-2-e,10.0,38.18506,59,1,1,1,3,cyclic_8_1,block_2_1,complete_1,unroll_64,pipeline,unroll_64,unroll_2,pipeline_1,1.5,0.9612784307294049,False
workload_49.cpp,xczu7ev-ffvc1156-2-e,10.0,55.86346,127,1,1,5,12,block_4_1,block_64_1,complete_1,pipeline,unroll_32,unroll_16,unroll_64,unroll,4.75,0.791450618530791,False
workload_50.cpp,xczu7ev-ffvc1156-2-e,10.0,181.8273,92,1,1,2,7,block_2_1,cyclic_128_1,complete_1,unroll_2,unroll_8,unroll_8,unroll_32,pipeline,2.75,0.332646667172361,False
workload_51.cpp,xczu7ev-ffvc1156-2-e,10.0,168.1665,50,6,1,1,3,cyclic_32_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline,2.75,0.3751691331828396,False
workload_52.cpp,xczu7ev-ffvc1156-2-e,10.0,151.55469,100,2,1,4,32,cyclic_8_1,block_4_1,complete_1,pipeline_1,unroll_64,unroll_8,unroll_8,pipeline_1,9.75,0.3590162272327193,False
workload_53.cpp,xczu7ev-ffvc1156-2-e,10.0,174.80717,59,1,1,5,8,block_2_1,block_64_1,complete_1,unroll_16,unroll_4,unroll_8,unroll_8,pipeline_1,3.75,0.35037299852470394,False
workload_54.cpp,xczu7ev-ffvc1156-2-e,10.0,211.3185,55,1,1,1,3,block_4_1,block_2_1,complete_1,unroll_8,unroll_16,unroll_2,unroll_32,unroll,1.5,0.25434532158755563,False
workload_55.cpp,xczu7ev-ffvc1156-2-e,10.0,40.90378,82,3,25,16,24,block_8_1,cyclic_2_1,complete_1,pipeline_1,unroll_64,unroll_8,unroll_4,unroll,17.0,0.3781352287817321,False
workload_56.cpp,xczu7ev-ffvc1156-2-e,10.0,194.39629,49,3,1,1,3,cyclic_2_1,cyclic_16_1,complete_1,unroll_16,unroll_4,unroll_2,unroll_2,pipeline,2.0,0.2978633593564795,False
workload_57.cpp,xczu7ev-ffvc1156-2-e,10.0,168.97165,100,5,1,5,34,block_16_1,cyclic_32_1,complete_1,unroll_4,unroll_64,unroll_16,unroll_16,pipeline,11.25,0.29394264011503224,False
workload_58.cpp,xczu7ev-ffvc1156-2-e,10.0,82.93389,49,6,1,1,3,block_2_1,block_16_1,complete_1,unroll_2,unroll_8,pipeline,unroll_2,unroll,2.75,0.7172531495045685,False
workload_59.cpp,xczu7ev-ffvc1156-2-e,10.0,43.9937,53,5,1,1,3,block_8_1,block_8_1,complete_1,unroll_16,pipeline,unroll_32,unroll_8,unroll,2.5,0.9074797819692234,False
workload_60.cpp,xczu7ev-ffvc1156-2-e,10.0,159.23853,51,1,1,1,5,cyclic_2_1,cyclic_4_1,complete_1,pipeline_1,unroll_8,pipeline,unroll_32,pipeline,2.0,0.40679260649601845,False
workload_61.cpp,xczu7ev-ffvc1156-2-e,10.0,79.32941,51,6,1,1,3,block_32_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll,2.75,0.7342809774984901,False
workload_62.cpp,xczu7ev-ffvc1156-2-e,10.0,176.13325,61,10,1,1,7,block_32_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_32,unroll_4,pipeline,4.75,0.34099025366425095,False
workload_63.cpp,xczu7ev-ffvc1156-2-e,10.0,169.70381,74,1,1,2,11,block_64_1,block_4_1,complete_1,unroll_8,unroll_8,pipeline,unroll_32,pipeline,3.75,0.366269280765843,False
workload_64.cpp,xczu7ev-ffvc1156-2-e,10.0,165.46058,48,2,1,1,2,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_8,pipeline,1.5,0.3864963331386133,False
workload_65.cpp,xczu7ev-ffvc1156-2-e,10.0,168.47885,51,1,1,1,3,cyclic_2_1,block_2_1,complete_1,unroll_16,unroll_4,unroll_32,unroll_2,pipeline,1.5,0.37655327890751045,False
workload_66.cpp,xczu7ev-ffvc1156-2-e,10.0,180.61578,59,1,1,1,9,cyclic_2_1,block_4_1,complete_1,unroll_2,unroll_16,unroll_32,unroll_8,pipeline_1,3.0,0.33557697296408756,False
workload_67.cpp,xczu7ev-ffvc1156-2-e,10.0,34.44746,313,2,6,6,23,cyclic_8_1,block_64_1,complete_1,pipeline,unroll_8,unroll_16,pipeline,pipeline,9.25,0.6615971567828811,False
workload_68.cpp,xczu7ev-ffvc1156-2-e,10.0,180.0225,56,1,1,1,5,cyclic_2_1,cyclic_4_1,complete_1,unroll_2,unroll_8,pipeline,unroll_64,pipeline,2.0,0.339530346144557,False
workload_69.cpp,xczu7ev-ffvc1156-2-e,10.0,170.25293,117,5,1,4,37,cyclic_32_1,block_2_1,complete_1,unroll_2,unroll_64,unroll_64,unroll_8,pipeline_1,11.75,0.28428629990028054,False
workload_70.cpp,xczu7ev-ffvc1156-2-e,10.0,162.20685,50,3,1,1,2,cyclic_16_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_8,unroll_4,pipeline,1.75,0.39706555535278587,False
workload_71.cpp,xczu7ev-ffvc1156-2-e,10.0,191.51114,97,5,1,8,10,block_16_1,block_2_1,complete_1,unroll_16,unroll_64,unroll_8,unroll_8,unroll,6.0,0.2900009328862977,False
workload_72.cpp,xczu7ev-ffvc1156-2-e,10.0,170.03789,56,5,1,1,6,block_8_1,cyclic_16_1,complete_1,unroll_16,unroll_8,pipeline_1,unroll_16,pipeline,3.25,0.36741218108741924,False
workload_73.cpp,xczu7ev-ffvc1156-2-e,10.0,54.47949,51,5,1,1,2,block_8_1,block_8_1,complete_1,unroll_2,pipeline,unroll_32,unroll_8,unroll,2.25,0.8637505267900745,False
workload_74.cpp,xczu7ev-ffvc1156-2-e,10.0,179.34349,59,1,1,1,8,block_2_1,cyclic_4_1,complete_1,unroll_32,unroll_16,pipeline,unroll_2,pipeline,2.75,0.34011554006508793,False
workload_75.cpp,xczu7ev-ffvc1156-2-e,10.0,157.24842,250,1,1,6,21,cyclic_128_1,cyclic_128_1,complete_1,unroll_16,unroll_16,unroll_8,unroll_64,pipeline,7.25,0.3758302875634262,False
workload_76.cpp,xczu7ev-ffvc1156-2-e,10.0,172.20109,426,1,1,7,74,block_128_1,block_2_1,complete_1,unroll_32,unroll_64,unroll_4,unroll_4,pipeline_1,20.75,0.16495893604219675,False
workload_77.cpp,xczu7ev-ffvc1156-2-e,10.0,27.38189,407,5,1,2,11,block_16_1,cyclic_64_1,complete_1,pipeline_1,pipeline,unroll_8,pipeline_1,pipeline_1,4.75,0.8701367900785986,False
workload_78.cpp,xczu7ev-ffvc1156-2-e,10.0,33.03442,1011,5,12,12,27,block_16_1,block_32_1,complete_1,unroll_32,unroll_16,unroll_8,pipeline,pipeline_1,14.0,0.4781063540016449,False
workload_80.cpp,xczu7ev-ffvc1156-2-e,10.0,43.93226,53,1,1,1,2,cyclic_8_1,cyclic_32_1,complete_1,unroll_4,pipeline,unroll_64,unroll_8,pipeline,1.25,0.9325444118250481,False
workload_81.cpp,xczu7ev-ffvc1156-2-e,10.0,204.95146,59,1,1,1,3,block_4_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll,1.5,0.27027117265425105,False
workload_82.cpp,xczu7ev-ffvc1156-2-e,10.0,32.27946,60,1,2,1,4,cyclic_2_1,cyclic_4_1,complete_1,pipeline_1,unroll_32,unroll_16,unroll_64,unroll,2.0,0.9682630617763133,False
workload_83.cpp,xczu7ev-ffvc1156-2-e,10.0,170.87501,79,1,1,6,14,block_2_1,block_64_1,complete_1,unroll_8,unroll_16,unroll_8,unroll_8,pipeline_1,5.5,0.3514771464430618,False
workload_84.cpp,xczu7ev-ffvc1156-2-e,10.0,32.2641,79,1,1,5,9,cyclic_4_1,block_32_1,complete_1,pipeline,pipeline,unroll_64,unroll_64,pipeline,4.0,0.8900505102019804,False
workload_85.cpp,xczu7ev-ffvc1156-2-e,10.0,40.90381,82,3,25,16,24,block_8_1,cyclic_2_1,complete_1,pipeline_1,unroll_64,unroll_8,unroll_4,unroll,17.0,0.37813521830152264,False
workload_86.cpp,xczu7ev-ffvc1156-2-e,10.0,171.0145,87,1,1,2,7,block_2_1,cyclic_128_1,complete_1,unroll_8,unroll_8,pipeline_1,unroll_32,pipeline,2.75,0.36601314827485776,False
workload_87.cpp,xczu7ev-ffvc1156-2-e,10.0,152.53773,98,2,1,4,32,cyclic_8_1,block_4_1,complete_1,pipeline,unroll_64,unroll_2,unroll_8,pipeline_1,9.75,0.35636932920213416,False
workload_88.cpp,xczu7ev-ffvc1156-2-e,10.0,38.34893,53,2,1,1,2,cyclic_8_1,cyclic_8_1,complete_1,unroll_64,pipeline_1,unroll_32,unroll_2,pipeline_1,1.5,0.9604358431290841,False
workload_89.cpp,xczu7ev-ffvc1156-2-e,10.0,169.53677,86,1,1,2,12,block_64_1,block_4_1,complete_1,unroll_8,unroll_8,pipeline,unroll_64,pipeline,4.0,0.365516255751423,False
workload_90.cpp,xczu7ev-ffvc1156-2-e,10.0,180.65418,65,1,1,3,13,cyclic_64_1,cyclic_8_1,complete_1,unroll_2,unroll_16,pipeline_1,unroll_8,pipeline,4.5,0.3291191425060021,False
workload_91.cpp,xczu7ev-ffvc1156-2-e,10.0,161.85613,48,2,1,1,2,cyclic_8_1,cyclic_4_1,complete_1,unroll_16,unroll_2,unroll_8,unroll_8,pipeline,1.5,0.3986001351279277,False
workload_92.cpp,xczu7ev-ffvc1156-2-e,10.0,33.52845,52,11,1,1,2,block_32_1,block_4_1,complete_1,pipeline_1,pipeline,unroll_32,unroll_8,unroll,3.75,0.8935420156868533,False
workload_93.cpp,xczu7ev-ffvc1156-2-e,10.0,37.65837,164,1,12,35,33,block_64_1,cyclic_32_1,complete_1,unroll_32,unroll_32,unroll_64,unroll_32,unroll,20.25,0.28980554104016654,False
workload_94.cpp,xczu7ev-ffvc1156-2-e,10.0,160.38218,81,1,1,2,9,block_4_1,block_64_1,complete_1,pipeline,unroll_8,pipeline,unroll_64,pipeline,3.25,0.39901621119410324,False
workload_95.cpp,xczu7ev-ffvc1156-2-e,10.0,45.34797,94,1,1,2,19,block_128_1,block_4_1,complete_1,unroll_16,pipeline,unroll_32,unroll_4,pipeline,5.75,0.7908358377819958,False
workload_96.cpp,xczu7ev-ffvc1156-2-e,10.0,211.97389,89,1,1,2,4,block_2_1,cyclic_128_1,complete_1,unroll_2,unroll_8,unroll_8,unroll_32,unroll,2.0,0.2523204585232208,False
workload_97.cpp,xczu7ev-ffvc1156-2-e,10.0,202.8193,53,1,1,1,2,block_4_1,block_2_1,complete_1,pipeline_1,unroll_4,unroll_2,unroll_32,unroll,1.25,0.27590064419630866,False
workload_98.cpp,xczu7ev-ffvc1156-2-e,10.0,43.21869,73,10,1,1,5,block_32_1,block_32_1,complete_1,unroll_8,pipeline,unroll_2,unroll_32,unroll,4.25,0.8502765436938605,False
workload_99.cpp,xczu7ev-ffvc1156-2-e,10.0,32.52813,67,5,1,1,4,cyclic_64_1,block_16_1,complete_1,pipeline_1,pipeline,unroll_8,unroll_32,pipeline_1,2.75,0.9417948056645964,False
workload_100.cpp,xczu7ev-ffvc1156-2-e,10.0,84.56714,170,1,1,3,8,cyclic_128_1,cyclic_32_1,complete_1,unroll_2,pipeline,unroll_4,unroll_4,unroll,3.25,0.7030295105980475,False
workload_101.cpp,xczu7ev-ffvc1156-2-e,10.0,32.5281,53,6,1,1,2,cyclic_32_1,cyclic_4_1,complete_1,pipeline_1,pipeline,unroll_8,unroll_32,pipeline,2.5,0.9505829318554548,False
workload_102.cpp,xczu7ev-ffvc1156-2-e,10.0,168.22282,51,1,1,1,2,cyclic_8_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline,1.25,0.3775816647754807,False
workload_103.cpp,xczu7ev-ffvc1156-2-e,10.0,157.24845,263,1,1,6,21,cyclic_128_1,cyclic_128_1,complete_1,unroll_16,unroll_16,unroll_8,unroll_64,pipeline,7.25,0.3758301968152663,False
workload_104.cpp,xczu7ev-ffvc1156-2-e,10.0,180.52365,59,1,1,1,5,cyclic_2_1,block_4_1,complete_1,unroll_2,unroll_8,pipeline,unroll_16,pipeline,2.0,0.33801082590510134,False
workload_105.cpp,xczu7ev-ffvc1156-2-e,10.0,44.01162,68,5,1,5,5,block_8_1,block_8_1,complete_1,unroll_16,pipeline,unroll_64,unroll_8,unroll,4.0,0.8583060387758332,False
workload_106.cpp,xczu7ev-ffvc1156-2-e,10.0,91.43306,62,5,1,1,8,block_16_1,block_32_1,complete_1,unroll_2,unroll_16,unroll_4,unroll_2,unroll,3.75,0.6648893813681197,False
workload_107.cpp,xczu7ev-ffvc1156-2-e,10.0,167.16813,52,1,1,1,3,cyclic_2_1,block_2_1,complete_1,unroll_32,unroll_4,unroll_32,unroll_2,pipeline,1.5,0.3808496309658558,False
workload_108.cpp,xczu7ev-ffvc1156-2-e,10.0,211.31853,56,1,1,1,3,block_4_1,block_2_1,complete_1,unroll_8,unroll_16,unroll_2,unroll_32,unroll,1.5,0.2543452483896236,False
workload_109.cpp,xczu7ev-ffvc1156-2-e,10.0,28.54922,433,4,1,1,9,cyclic_8_1,block_16_1,complete_1,pipeline,pipeline,unroll_8,pipeline_1,pipeline,3.75,0.9066127002177006,False
workload_110.cpp,xczu7ev-ffvc1156-2-e,10.0,51.76909,76,1,1,5,10,block_2_1,block_32_1,complete_1,pipeline_1,unroll_8,unroll_64,unroll_32,unroll,4.25,0.823167433293144,False
workload_111.cpp,xczu7ev-ffvc1156-2-e,10.0,56.0417,114,1,1,5,11,block_4_1,block_64_1,complete_1,pipeline,unroll_32,unroll_16,unroll_32,unroll,4.5,0.7992230246235201,False
workload_112.cpp,xczu7ev-ffvc1156-2-e,10.0,27.38189,443,5,1,2,11,block_16_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,4.75,0.8701367900785986,False
workload_113.cpp,xczu7ev-ffvc1156-2-e,10.0,32.1537,386,1,2,2,16,block_64_1,block_2_1,complete_1,unroll_64,pipeline,unroll_8,pipeline,pipeline_1,5.25,0.8411155272158447,False
workload_114.cpp,xczu7ev-ffvc1156-2-e,10.0,33.77421,47,2,1,1,1,cyclic_8_1,block_4_1,complete_1,pipeline_1,pipeline,unroll_8,unroll_8,pipeline_1,1.25,0.9878147686967222,False
workload_115.cpp,xczu7ev-ffvc1156-2-e,10.0,38.18506,55,2,1,1,2,cyclic_8_1,cyclic_8_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_2,pipeline_1,1.5,0.9612784307294049,False
workload_116.cpp,xczu7ev-ffvc1156-2-e,10.0,26.2145,466,1,1,5,13,block_64_1,block_128_1,complete_1,unroll_8,unroll_2,unroll_2,pipeline_1,pipeline_1,5.0,0.8592950972442798,False
workload_117.cpp,xczu7ev-ffvc1156-2-e,10.0,42.8881,132,10,1,2,7,block_32_1,cyclic_128_1,complete_1,unroll_8,pipeline,unroll_8,unroll_64,pipeline,5.0,0.8252810098786223,False
workload_118.cpp,xczu7ev-ffvc1156-2-e,10.0,32.1537,382,1,2,4,17,block_4_1,cyclic_128_1,complete_1,unroll_32,unroll_2,unroll_2,pipeline_1,pipeline_1,6.0,0.8073144685120303,False
workload_119.cpp,xczu7ev-ffvc1156-2-e,10.0,33.03437,1741,5,12,12,28,block_16_1,cyclic_64_1,complete_1,pipeline_1,unroll_64,unroll_8,pipeline_1,pipeline_1,14.25,0.4693888824367588,False
workload_120.cpp,xczu7ev-ffvc1156-2-e,10.0,34.10189,51,2,1,1,1,cyclic_8_1,block_4_1,complete_1,pipeline_1,pipeline,unroll_4,unroll_8,pipeline_1,1.25,0.9863382484906237,False
workload_121.cpp,xczu7ev-ffvc1156-2-e,10.0,33.52842,52,1,1,1,1,cyclic_4_1,block_2_1,complete_1,pipeline,pipeline,unroll_32,unroll_8,unroll,1.0,0.9936365434814305,False
workload_122.cpp,xczu7ev-ffvc1156-2-e,10.0,186.43213,53,1,1,1,2,cyclic_4_1,cyclic_32_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_8,pipeline,1.25,0.321185475578335,False
workload_123.cpp,xczu7ev-ffvc1156-2-e,10.0,33.81834,54,1,1,1,2,cyclic_4_1,block_2_1,complete_1,unroll_32,pipeline,unroll_8,unroll_32,pipeline,1.25,0.9876206645508763,False
workload_124.cpp,xczu7ev-ffvc1156-2-e,10.0,185.16237,57,1,1,1,3,cyclic_8_1,cyclic_32_1,complete_1,unroll_2,unroll_2,unroll_64,unroll_8,pipeline_1,1.5,0.32475714628096797,False
workload_125.cpp,xczu7ev-ffvc1156-2-e,10.0,157.76554,61,1,1,1,3,cyclic_8_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_64,pipeline,1.5,0.41263922152382615,False
workload_126.cpp,xczu7ev-ffvc1156-2-e,10.0,167.1681,54,1,1,1,3,cyclic_2_1,block_2_1,complete_1,unroll_32,unroll_4,unroll_32,unroll_2,pipeline,1.5,0.38084972967998554,False
workload_127.cpp,xczu7ev-ffvc1156-2-e,10.0,42.72138,54,1,1,1,3,cyclic_4_1,block_32_1,complete_1,pipeline,pipeline,pipeline_1,unroll_8,pipeline,1.5,0.9371263020475143,False
