Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,Area,Weight,is_pareto
workload_848.cpp,xczu7ev-ffvc1156-2-e,10.0,201.0145,56,1,1,1,2,cyclic_2_1,block_2_1,complete_1,pipeline,unroll_8,pipeline,unroll_64,unroll,1.25,0.2806342302007552,False
workload_849.cpp,xczu7ev-ffvc1156-2-e,10.0,32.42634,55,1,1,1,2,cyclic_4_1,cyclic_32_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_32,unroll,1.25,0.9927955329933442,False
workload_850.cpp,xczu7ev-ffvc1156-2-e,10.0,36.98701,622,1,3,3,16,cyclic_4_1,cyclic_32_1,complete_1,pipeline,unroll_64,pipeline_1,pipeline,unroll,5.75,0.8107938462294467,False
workload_851.cpp,xczu7ev-ffvc1156-2-e,10.0,32.42634,73,1,1,2,4,block_64_1,block_32_1,complete_1,pipeline,pipeline,pipeline_1,unroll_32,pipeline,2.0,0.9678698789106631,False
workload_852.cpp,xczu7ev-ffvc1156-2-e,10.0,21.66794,416,2,1,1,9,cyclic_2_1,block_8_1,complete_1,pipeline_1,pipeline,unroll_8,pipeline,pipeline_1,3.25,0.9323839108696214,False
workload_853.cpp,xczu7ev-ffvc1156-2-e,10.0,21.64746,421,1,1,1,9,cyclic_2_1,block_32_1,complete_1,unroll_4,unroll_4,unroll_8,pipeline,unroll,3.0,1.0,True
workload_854.cpp,xczu7ev-ffvc1156-2-e,10.0,21.66794,417,1,1,1,9,cyclic_2_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline,pipeline,3.0,0.9381582013905461,False
workload_855.cpp,xczu7ev-ffvc1156-2-e,10.0,21.64746,434,1,1,1,9,cyclic_2_1,cyclic_32_1,complete_1,unroll_8,pipeline,pipeline_1,pipeline,pipeline,3.0,1.0,True
workload_856.cpp,xczu7ev-ffvc1156-2-e,10.0,21.62698,445,1,1,4,14,block_128_1,block_32_1,complete_1,pipeline_1,pipeline,pipeline_1,pipeline,pipeline,5.0,0.8588833212749681,False
workload_857.cpp,xczu7ev-ffvc1156-2-e,10.0,28.54922,459,1,1,1,9,cyclic_2_1,cyclic_2_1,complete_1,pipeline,pipeline,unroll_8,pipeline_1,pipeline_1,3.0,0.9352251681722573,False
workload_858.cpp,xczu7ev-ffvc1156-2-e,10.0,32.2593,59,1,1,1,3,cyclic_2_1,cyclic_32_1,complete_1,pipeline,pipeline_1,pipeline_1,unroll_64,unroll,1.5,1.0,True
workload_859.cpp,xczu7ev-ffvc1156-2-e,10.0,37.98285,65,1,1,2,4,cyclic_4_1,block_128_1,complete_1,unroll_8,pipeline,pipeline_1,unroll_16,unroll,2.0,0.9485000437890774,False
workload_860.cpp,xczu7ev-ffvc1156-2-e,10.0,21.66794,405,1,1,1,9,cyclic_2_1,block_2_1,complete_1,unroll_8,pipeline_1,pipeline_1,pipeline,unroll,3.0,0.9381582013905461,False
workload_861.cpp,xczu7ev-ffvc1156-2-e,10.0,21.66794,408,1,1,1,9,cyclic_2_1,block_2_1,complete_1,pipeline,unroll_4,unroll_4,pipeline,pipeline,3.0,0.9381582013905461,False
workload_862.cpp,xczu7ev-ffvc1156-2-e,10.0,21.64746,419,1,1,3,14,block_128_1,cyclic_2_1,complete_1,pipeline,pipeline,unroll_8,pipeline,pipeline,4.75,0.8711469529612632,False
workload_863.cpp,xczu7ev-ffvc1156-2-e,10.0,21.66794,390,1,1,1,9,cyclic_2_1,cyclic_2_1,complete_1,unroll_4,pipeline,pipeline_1,pipeline,pipeline,3.0,0.9381582013905461,False
workload_864.cpp,xczu7ev-ffvc1156-2-e,10.0,21.64746,379,2,1,1,8,cyclic_16_1,cyclic_32_1,complete_1,pipeline_1,pipeline,pipeline_1,pipeline,pipeline_1,3.0,1.0,True
workload_865.cpp,xczu7ev-ffvc1156-2-e,10.0,27.38186,444,1,1,2,12,block_64_1,cyclic_2_1,complete_1,pipeline,pipeline,unroll_4,pipeline_1,pipeline,4.0,0.9017597920750441,False
workload_866.cpp,xczu7ev-ffvc1156-2-e,10.0,42.25034,3011,1,1,1,14,cyclic_2_1,cyclic_2_1,complete_1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline,4.25,0.8527919679247158,False
workload_867.cpp,xczu7ev-ffvc1156-2-e,10.0,42.22986,2924,1,1,2,15,cyclic_2_1,cyclic_32_1,complete_1,pipeline,unroll_64,pipeline_1,pipeline,pipeline,4.75,0.8359186429202321,False
workload_868.cpp,xczu7ev-ffvc1156-2-e,5.0,131.27685,54,3,1,1,2,cyclic_16_1,cyclic_4_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_4,pipeline,1.75,0.3784968093870331,False
workload_869.cpp,xczu7ev-ffvc1156-2-e,5.0,22.140225,58,5,1,1,3,block_8_1,block_8_1,complete_1,unroll_16,pipeline,unroll_32,unroll_8,unroll,2.5,0.8861597380513685,False
workload_870.cpp,xczu7ev-ffvc1156-2-e,5.0,39.80805,70,1,1,16,7,block_128_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,unroll_2,unroll,6.25,0.5655688116602156,False
workload_871.cpp,xczu7ev-ffvc1156-2-e,5.0,122.37093,98,1,1,3,7,block_2_1,cyclic_128_1,complete_1,unroll_8,unroll_8,unroll_8,unroll_32,pipeline,3.0,0.39945177964842316,False
workload_872.cpp,xczu7ev-ffvc1156-2-e,5.0,39.653505,121,1,1,5,11,block_4_1,block_64_1,complete_1,pipeline,unroll_32,unroll_16,unroll_32,unroll,4.5,0.693732288607987,False
workload_873.cpp,xczu7ev-ffvc1156-2-e,5.0,16.530305,66,5,1,1,3,cyclic_64_1,block_16_1,complete_1,pipeline,pipeline,unroll_2,unroll_32,pipeline_1,2.5,0.9061730810246167,False
workload_874.cpp,xczu7ev-ffvc1156-2-e,5.0,16.36677,57,6,1,1,2,cyclic_32_1,cyclic_4_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_32,pipeline,2.5,0.9066961685499827,False
workload_875.cpp,xczu7ev-ffvc1156-2-e,5.0,179.96933,127,3,1,8,7,block_8_1,block_2_1,complete_1,unroll_2,unroll_64,unroll_8,unroll_8,unroll,4.75,0.20144277797682048,False
workload_876.cpp,xczu7ev-ffvc1156-2-e,5.0,122.14421,136,2,1,3,7,cyclic_128_1,cyclic_16_1,complete_1,unroll_16,unroll_2,unroll_8,unroll_64,pipeline_1,3.25,0.3964262501062472,False
workload_877.cpp,xczu7ev-ffvc1156-2-e,5.0,121.738945,62,3,1,1,6,block_8_1,block_2_1,complete_1,unroll_16,unroll_8,unroll_32,unroll_16,pipeline,2.75,0.4055896943792836,False
workload_878.cpp,xczu7ev-ffvc1156-2-e,5.0,273.454145,74,5,1,2,6,cyclic_128_1,block_16_1,complete_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll,3.5,0.10000000000000003,False
workload_879.cpp,xczu7ev-ffvc1156-2-e,5.0,120.997345,93,6,1,3,21,block_16_1,block_4_1,complete_1,unroll_32,unroll_32,unroll_8,unroll_64,pipeline,7.75,0.28621889963989666,False
workload_880.cpp,xczu7ev-ffvc1156-2-e,5.0,121.185985,114,8,1,6,34,block_16_1,cyclic_16_1,complete_1,unroll_4,unroll_64,unroll_16,unroll_16,pipeline,12.25,0.1549981565689544,False
workload_881.cpp,xczu7ev-ffvc1156-2-e,5.0,121.213505,150,6,1,5,38,block_32_1,block_4_1,complete_1,pipeline_1,unroll_64,unroll_32,unroll_4,pipeline_1,12.5,0.1494328551740703,False
workload_882.cpp,xczu7ev-ffvc1156-2-e,5.0,27.362625,55,1,1,1,2,cyclic_8_1,cyclic_32_1,complete_1,unroll_2,pipeline,unroll_64,unroll_8,unroll,1.25,0.9237333343251979,False
workload_883.cpp,xczu7ev-ffvc1156-2-e,5.0,121.060545,292,10,1,7,44,block_32_1,block_64_1,complete_1,unroll_8,unroll_64,pipeline_1,unroll_32,pipeline,15.5,0.10508658291919076,False
workload_884.cpp,xczu7ev-ffvc1156-2-e,5.0,16.28565,99,10,1,5,9,block_32_1,block_32_1,complete_1,pipeline_1,pipeline,unroll_64,unroll_64,unroll,6.25,0.5918024214519421,False
workload_885.cpp,xczu7ev-ffvc1156-2-e,5.0,131.927105,66,1,1,1,9,cyclic_2_1,block_4_1,complete_1,unroll_2,unroll_16,unroll_32,unroll_2,pipeline_1,3.0,0.36349096205136344,False
workload_886.cpp,xczu7ev-ffvc1156-2-e,5.0,120.558145,143,5,1,6,39,cyclic_32_1,cyclic_2_1,complete_1,pipeline_1,unroll_64,unroll_64,unroll_4,pipeline_1,12.75,0.14468831300810678,False
workload_887.cpp,xczu7ev-ffvc1156-2-e,5.0,116.23589,134,1,1,3,12,block_8_1,cyclic_128_1,complete_1,pipeline_1,unroll_16,pipeline,unroll_64,pipeline,4.25,0.4004603386076353,False
workload_888.cpp,xczu7ev-ffvc1156-2-e,5.0,119.594305,53,1,1,1,2,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_8,unroll_8,pipeline,1.25,0.427559823427918,False
workload_889.cpp,xczu7ev-ffvc1156-2-e,5.0,42.437185,181,1,1,3,8,cyclic_128_1,cyclic_32_1,complete_1,unroll_2,pipeline,unroll_4,unroll_4,unroll,3.25,0.7565957439494109,False
workload_890.cpp,xczu7ev-ffvc1156-2-e,5.0,19.235905,57,2,1,1,2,cyclic_8_1,cyclic_8_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_2,pipeline_1,1.5,0.9588395412190607,False
workload_891.cpp,xczu7ev-ffvc1156-2-e,5.0,12.88197,506,1,1,3,12,block_4_1,cyclic_128_1,complete_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,4.25,0.7684040427856221,False
workload_892.cpp,xczu7ev-ffvc1156-2-e,5.0,12.88197,555,1,1,9,14,block_64_1,block_128_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,6.25,0.5921968713961192,False
workload_893.cpp,xczu7ev-ffvc1156-2-e,5.0,19.328705,73,1,3,3,5,cyclic_2_1,cyclic_32_1,complete_1,unroll_32,unroll_32,unroll_64,unroll_16,unroll,3.0,0.8663227634453495,False
workload_894.cpp,xczu7ev-ffvc1156-2-e,5.0,116.23589,60,1,1,1,5,cyclic_2_1,cyclic_4_1,complete_1,pipeline_1,unroll_8,pipeline,unroll_64,pipeline,2.0,0.43717467231464746,False
workload_895.cpp,xczu7ev-ffvc1156-2-e,5.0,17.37733,372,2,6,8,25,cyclic_8_1,block_64_1,complete_1,pipeline,unroll_8,unroll_16,pipeline_1,pipeline,10.25,0.3200361451730397,False
workload_896.cpp,xczu7ev-ffvc1156-2-e,5.0,126.794945,78,1,1,2,9,block_64_1,block_4_1,complete_1,unroll_2,unroll_8,pipeline,unroll_32,pipeline,3.25,0.37883547017030106,False
workload_897.cpp,xczu7ev-ffvc1156-2-e,5.0,181.35333,50,1,1,1,2,block_4_1,block_2_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_32,unroll,1.25,0.22033464859366847,False
workload_898.cpp,xczu7ev-ffvc1156-2-e,5.0,117.218625,107,1,1,5,32,cyclic_4_1,block_2_1,complete_1,unroll_32,unroll_64,unroll_4,unroll_8,pipeline_1,9.75,0.22907282796037445,False
workload_899.cpp,xczu7ev-ffvc1156-2-e,5.0,123.422785,50,3,1,1,3,cyclic_2_1,cyclic_16_1,complete_1,unroll_16,unroll_4,pipeline_1,unroll_2,pipeline,2.0,0.4076487766820953,False
workload_900.cpp,xczu7ev-ffvc1156-2-e,5.0,118.871105,61,1,1,5,8,block_2_1,block_64_1,complete_1,pipeline_1,unroll_4,unroll_8,unroll_8,pipeline_1,3.75,0.4002945874184529,False
workload_901.cpp,xczu7ev-ffvc1156-2-e,5.0,12.881985,528,5,1,3,11,block_16_1,cyclic_64_1,complete_1,unroll_2,pipeline,unroll_8,pipeline_1,pipeline_1,5.0,0.6992268950869066,False
workload_902.cpp,xczu7ev-ffvc1156-2-e,5.0,21.813825,98,1,1,16,10,block_128_1,block_4_1,complete_1,pipeline,pipeline,unroll_32,unroll_4,pipeline,7.0,0.5307061309250305,False
workload_903.cpp,xczu7ev-ffvc1156-2-e,5.0,126.37189,63,1,1,2,9,block_2_1,cyclic_4_1,complete_1,unroll_32,unroll_16,pipeline,unroll_8,pipeline,3.25,0.38041486050322115,False
workload_904.cpp,xczu7ev-ffvc1156-2-e,5.0,16.23045,466,8,6,6,21,cyclic_8_1,block_16_1,complete_1,unroll_16,pipeline,unroll_8,pipeline_1,pipeline,10.25,0.32013780602542724,False
workload_905.cpp,xczu7ev-ffvc1156-2-e,5.0,16.629835,1048,5,12,15,30,block_16_1,block_32_1,complete_1,unroll_64,unroll_16,unroll_8,pipeline,pipeline_1,15.5,0.1269838062237806,False
workload_908.cpp,xczu7ev-ffvc1156-2-e,5.0,19.14149,50,3,1,1,2,cyclic_16_1,cyclic_4_1,complete_1,unroll_8,pipeline,unroll_2,unroll_32,pipeline,1.75,0.9437690244694193,False
workload_909.cpp,xczu7ev-ffvc1156-2-e,5.0,128.66565,51,2,1,1,3,block_4_1,cyclic_4_1,complete_1,unroll_32,unroll_2,pipeline,unroll_8,pipeline,1.75,0.3886066429762348,False
workload_910.cpp,xczu7ev-ffvc1156-2-e,5.0,16.288225,56,1,1,1,3,cyclic_2_1,block_4_1,complete_1,pipeline,pipeline,unroll_32,unroll_64,pipeline,1.5,0.970076702532602,False
workload_911.cpp,xczu7ev-ffvc1156-2-e,5.0,16.366785,62,2,1,1,3,cyclic_64_1,block_16_1,complete_1,pipeline,pipeline,pipeline_1,unroll_32,pipeline_1,1.75,0.9538209203186709,False
workload_912.cpp,xczu7ev-ffvc1156-2-e,5.0,32.10373,77,5,8,5,13,cyclic_64_1,block_16_1,complete_1,unroll_2,unroll_64,unroll_8,unroll_8,unroll,7.75,0.46884017024269686,False
workload_913.cpp,xczu7ev-ffvc1156-2-e,5.0,117.153985,80,1,1,5,14,block_8_1,block_64_1,complete_1,pipeline_1,unroll_8,unroll_32,unroll_16,pipeline,5.25,0.3733824824410137,False
workload_914.cpp,xczu7ev-ffvc1156-2-e,5.0,16.285665,95,10,1,5,9,block_32_1,block_32_1,complete_1,pipeline_1,pipeline,unroll_64,unroll_64,unroll,6.25,0.5918024176797277,False
workload_915.cpp,xczu7ev-ffvc1156-2-e,5.0,121.59269,99,5,1,3,18,block_16_1,block_32_1,complete_1,unroll_64,unroll_16,unroll_8,unroll_32,pipeline_1,6.75,0.31618816532921823,False
workload_916.cpp,xczu7ev-ffvc1156-2-e,5.0,122.24805,110,2,1,3,6,cyclic_128_1,cyclic_16_1,complete_1,unroll_16,unroll_2,unroll_8,unroll_32,pipeline_1,3.0,0.399928337465529,False
workload_917.cpp,xczu7ev-ffvc1156-2-e,5.0,19.23589,58,1,1,1,3,cyclic_8_1,block_2_1,complete_1,unroll_64,pipeline,unroll_64,unroll_2,pipeline_1,1.5,0.9588396069744233,False
workload_918.cpp,xczu7ev-ffvc1156-2-e,5.0,123.40485,51,6,1,1,3,cyclic_32_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline,2.75,0.3990684672677536,False
workload_919.cpp,xczu7ev-ffvc1156-2-e,5.0,127.61381,94,1,1,3,7,block_2_1,cyclic_128_1,complete_1,unroll_2,unroll_8,unroll_8,unroll_32,pipeline,3.0,0.379452076503206,False
workload_920.cpp,xczu7ev-ffvc1156-2-e,5.0,122.871105,49,1,1,1,3,block_2_1,block_2_1,complete_1,unroll_16,unroll_4,unroll_8,unroll_8,pipeline_1,1.5,0.4131033824272786,False
workload_921.cpp,xczu7ev-ffvc1156-2-e,5.0,120.899265,97,4,1,6,33,cyclic_8_1,cyclic_16_1,complete_1,unroll_4,unroll_64,unroll_8,unroll_16,pipeline,11.0,0.186614050649196,False
workload_922.cpp,xczu7ev-ffvc1156-2-e,5.0,133.898305,49,3,1,1,3,cyclic_2_1,cyclic_16_1,complete_1,unroll_16,unroll_4,unroll_2,unroll_2,pipeline,2.0,0.3669813336549139,False
workload_923.cpp,xczu7ev-ffvc1156-2-e,5.0,179.05957,58,1,1,1,3,block_2_1,block_2_1,complete_1,unroll_8,unroll_16,unroll_2,unroll_32,unroll,1.5,0.22583629651672715,False
workload_924.cpp,xczu7ev-ffvc1156-2-e,5.0,121.43877,83,1,1,3,14,block_128_1,cyclic_4_1,complete_1,pipeline_1,unroll_8,pipeline,unroll_4,pipeline,4.75,0.3708658623565151,False
workload_925.cpp,xczu7ev-ffvc1156-2-e,5.0,22.14021,54,5,1,1,3,block_8_1,block_8_1,complete_1,unroll_16,pipeline,unroll_32,unroll_8,unroll,2.5,0.8861597967193708,False
workload_926.cpp,xczu7ev-ffvc1156-2-e,5.0,120.558145,124,6,1,6,39,cyclic_32_1,cyclic_4_1,complete_1,pipeline_1,unroll_64,unroll_64,unroll_4,pipeline_1,13.0,0.13963214024910903,False
workload_927.cpp,xczu7ev-ffvc1156-2-e,5.0,122.196545,114,4,1,5,34,block_16_1,block_4_1,complete_1,pipeline_1,unroll_64,unroll_8,unroll_4,pipeline,11.0,0.18494001813071742,False
workload_928.cpp,xczu7ev-ffvc1156-2-e,5.0,200.053825,51,3,1,1,2,block_8_1,block_2_1,complete_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll,1.75,0.17692830440464502,False
workload_929.cpp,xczu7ev-ffvc1156-2-e,5.0,124.099905,55,5,1,1,5,block_16_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_8,pipeline,3.0,0.39278423219543834,False
workload_930.cpp,xczu7ev-ffvc1156-2-e,5.0,39.808065,50,6,1,1,3,block_32_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll,2.75,0.79250290116935,False
workload_931.cpp,xczu7ev-ffvc1156-2-e,5.0,122.05189,48,2,1,1,2,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_8,pipeline,1.5,0.4164509516784487,False
workload_932.cpp,xczu7ev-ffvc1156-2-e,5.0,121.552065,75,1,1,2,12,block_64_1,block_4_1,complete_1,unroll_8,unroll_8,pipeline,unroll_32,pipeline,4.0,0.38559657941929915,False
workload_933.cpp,xczu7ev-ffvc1156-2-e,5.0,120.939585,49,1,1,1,3,cyclic_2_1,block_4_1,complete_1,unroll_16,unroll_4,unroll_32,unroll_2,pipeline_1,1.5,0.4210244321715483,False
workload_934.cpp,xczu7ev-ffvc1156-2-e,5.0,121.724225,76,6,1,3,20,block_16_1,block_4_1,complete_1,unroll_32,unroll_32,unroll_8,unroll_8,pipeline,7.5,0.292429852314416,False
workload_935.cpp,xczu7ev-ffvc1156-2-e,5.0,120.425025,49,3,1,1,2,cyclic_16_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_8,unroll_4,pipeline,1.75,0.4216843057061773,False
workload_936.cpp,xczu7ev-ffvc1156-2-e,5.0,121.411265,59,3,1,2,10,block_8_1,cyclic_4_1,complete_1,unroll_16,unroll_16,unroll_32,unroll_16,pipeline,4.0,0.38611685895188874,False
workload_937.cpp,xczu7ev-ffvc1156-2-e,5.0,131.578945,55,3,1,1,8,cyclic_2_1,cyclic_16_1,complete_1,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline,3.25,0.3612672839948138,False
workload_938.cpp,xczu7ev-ffvc1156-2-e,5.0,120.981985,109,11,1,3,26,block_32_1,block_4_1,complete_1,unroll_32,unroll_32,unroll_32,unroll_64,pipeline_1,10.25,0.207749127944459,False
workload_939.cpp,xczu7ev-ffvc1156-2-e,5.0,21.520865,65,8,1,1,5,block_16_1,block_8_1,complete_1,unroll_16,pipeline,unroll_32,unroll_64,unroll,3.75,0.8043073851618352,False
workload_940.cpp,xczu7ev-ffvc1156-2-e,5.0,126.488385,112,1,1,7,23,block_4_1,block_64_1,complete_1,unroll_2,unroll_32,unroll_8,unroll_32,pipeline_1,8.0,0.26560904024852305,False
workload_941.cpp,xczu7ev-ffvc1156-2-e,5.0,126.69957,55,1,1,1,6,block_2_1,block_2_1,complete_1,unroll_32,unroll_8,pipeline,unroll_8,pipeline,2.25,0.3923783494684018,False
workload_942.cpp,xczu7ev-ffvc1156-2-e,5.0,116.012865,108,1,1,7,23,block_4_1,block_64_1,complete_1,pipeline,unroll_32,unroll_8,unroll_32,pipeline_1,8.0,0.2897081351676706,False
workload_943.cpp,xczu7ev-ffvc1156-2-e,5.0,250.58453,124,2,1,2,5,cyclic_128_1,cyclic_16_1,complete_1,unroll_16,unroll_2,unroll_16,unroll_64,unroll,2.5,0.10807834175609388,False
workload_944.cpp,xczu7ev-ffvc1156-2-e,5.0,12.881985,464,4,1,1,9,cyclic_8_1,block_16_1,complete_1,unroll_8,pipeline,unroll_8,pipeline_1,pipeline,3.75,0.8164820046367983,False
workload_945.cpp,xczu7ev-ffvc1156-2-e,5.0,18.575425,480,1,3,8,21,block_4_1,block_64_1,complete_1,pipeline,unroll_32,unroll_16,pipeline,unroll,8.25,0.4421495385329517,False
workload_946.cpp,xczu7ev-ffvc1156-2-e,5.0,16.220225,378,5,1,3,15,block_16_1,cyclic_64_1,complete_1,pipeline,pipeline,unroll_16,pipeline_1,unroll,6.0,0.6123426877155799,False
workload_948.cpp,xczu7ev-ffvc1156-2-e,5.0,119.594305,49,3,1,1,2,cyclic_16_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_8,unroll_8,pipeline,1.75,0.42511742705299393,False
workload_949.cpp,xczu7ev-ffvc1156-2-e,5.0,16.907585,51,2,1,1,2,cyclic_8_1,block_4_1,complete_1,pipeline,pipeline,unroll_32,unroll_8,pipeline,1.5,0.9680099705308584,False
workload_950.cpp,xczu7ev-ffvc1156-2-e,5.0,126.95845,55,1,1,1,6,block_2_1,cyclic_32_1,complete_1,unroll_2,unroll_8,unroll_8,unroll_32,pipeline,2.25,0.3913701436781398,False
workload_951.cpp,xczu7ev-ffvc1156-2-e,5.0,19.23589,56,1,1,1,2,cyclic_4_1,block_2_1,complete_1,unroll_64,pipeline,unroll_64,unroll_2,pipeline_1,1.25,0.9735028418828526,False
workload_952.cpp,xczu7ev-ffvc1156-2-e,5.0,115.868545,68,2,1,3,16,block_4_1,cyclic_8_1,complete_1,pipeline,unroll_32,unroll_8,unroll_32,pipeline_1,5.5,0.3708133787999788,False
workload_953.cpp,xczu7ev-ffvc1156-2-e,5.0,16.28693,81,10,1,5,7,block_32_1,block_32_1,complete_1,pipeline_1,pipeline,unroll_32,unroll_64,unroll,5.75,0.6332551912607398,False
workload_954.cpp,xczu7ev-ffvc1156-2-e,5.0,16.285665,87,10,1,5,9,block_32_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll,6.25,0.5918024176797277,False
workload_955.cpp,xczu7ev-ffvc1156-2-e,5.0,19.141505,96,1,1,3,5,cyclic_128_1,cyclic_32_1,complete_1,unroll_8,pipeline,unroll_4,unroll_32,unroll,2.5,0.8973498588271777,False
workload_956.cpp,xczu7ev-ffvc1156-2-e,5.0,17.830785,62,1,1,1,3,cyclic_64_1,block_4_1,complete_1,unroll_16,pipeline,unroll_2,unroll_32,pipeline_1,1.5,0.96463171739299,False
workload_957.cpp,xczu7ev-ffvc1156-2-e,5.0,117.78341,53,2,1,1,5,cyclic_8_1,block_4_1,complete_1,unroll_8,unroll_8,unroll_2,unroll_32,pipeline,2.25,0.4281219424866961,False
workload_958.cpp,xczu7ev-ffvc1156-2-e,5.0,122.09413,90,1,1,3,16,block_128_1,cyclic_64_1,complete_1,pipeline_1,unroll_8,pipeline,unroll_4,pipeline,5.25,0.3567971557998908,False
workload_959.cpp,xczu7ev-ffvc1156-2-e,5.0,17.011905,68,1,1,2,4,cyclic_64_1,cyclic_32_1,complete_1,unroll_32,pipeline,pipeline_1,unroll_32,pipeline_1,2.0,0.9358375282803422,False
workload_960.cpp,xczu7ev-ffvc1156-2-e,5.0,196.77445,48,1,1,1,2,block_4_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_4,unroll,1.25,0.18444298381373203,False
workload_961.cpp,xczu7ev-ffvc1156-2-e,5.0,39.808065,50,6,1,1,3,block_32_1,cyclic_8_1,complete_1,unroll_2,pipeline,unroll_4,unroll_2,unroll,2.75,0.79250290116935,False
workload_962.cpp,xczu7ev-ffvc1156-2-e,5.0,142.382145,50,3,1,1,5,block_8_1,block_2_1,complete_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,2.5,0.3321706887538905,False
workload_963.cpp,xczu7ev-ffvc1156-2-e,5.0,22.776385,79,1,1,3,14,block_128_1,cyclic_32_1,complete_1,unroll_4,pipeline,unroll_64,unroll_4,unroll,4.75,0.7146058581468315,False
workload_964.cpp,xczu7ev-ffvc1156-2-e,5.0,19.215425,71,1,1,6,13,cyclic_8_1,block_64_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_2,pipeline_1,5.25,0.6746817982054002,False
workload_965.cpp,xczu7ev-ffvc1156-2-e,5.0,47.67237,52,2,1,1,2,block_16_1,cyclic_32_1,complete_1,unroll_2,pipeline,unroll_4,unroll_2,unroll,1.5,0.7928388945437039,False
workload_966.cpp,xczu7ev-ffvc1156-2-e,5.0,123.745345,57,5,1,4,5,cyclic_2_1,block_16_1,complete_1,pipeline,unroll_4,unroll_32,unroll_2,pipeline_1,3.75,0.38199998418978565,False
workload_967.cpp,xczu7ev-ffvc1156-2-e,5.0,128.00005,54,3,1,1,5,cyclic_16_1,cyclic_4_1,complete_1,unroll_8,unroll_8,unroll_2,unroll_4,pipeline,2.5,0.38460599159227593,False
workload_968.cpp,xczu7ev-ffvc1156-2-e,5.0,116.97477,71,1,1,2,9,cyclic_2_1,block_64_1,complete_1,pipeline,unroll_8,pipeline,unroll_32,pipeline,3.25,0.4165617660715718,False
workload_969.cpp,xczu7ev-ffvc1156-2-e,5.0,16.36677,52,6,1,1,2,cyclic_32_1,cyclic_4_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_32,pipeline_1,2.5,0.9066961685499827,False
workload_970.cpp,xczu7ev-ffvc1156-2-e,5.0,19.14149,53,5,1,1,2,cyclic_32_1,block_2_1,complete_1,unroll_8,pipeline,unroll_2,unroll_32,pipeline,2.25,0.9127338226264825,False
workload_971.cpp,xczu7ev-ffvc1156-2-e,5.0,128.665665,58,1,1,1,8,block_64_1,cyclic_4_1,complete_1,unroll_8,unroll_2,pipeline,unroll_8,pipeline,2.75,0.37891697374282474,False
workload_972.cpp,xczu7ev-ffvc1156-2-e,5.0,19.497345,80,6,4,8,12,cyclic_4_1,block_16_1,complete_1,pipeline_1,unroll_32,unroll_64,unroll_32,unroll,7.5,0.4945979763902113,False
workload_973.cpp,xczu7ev-ffvc1156-2-e,5.0,16.220225,427,1,1,9,17,block_128_1,block_2_1,complete_1,pipeline,pipeline,unroll_16,pipeline_1,unroll,7.0,0.5327245450032467,False
workload_974.cpp,xczu7ev-ffvc1156-2-e,5.0,16.22021,382,2,1,2,14,cyclic_8_1,block_64_1,complete_1,pipeline,unroll_2,unroll_16,pipeline_1,pipeline,4.75,0.7209893125460495,False
workload_975.cpp,xczu7ev-ffvc1156-2-e,5.0,16.37797,78,5,1,5,7,cyclic_32_1,block_64_1,complete_1,pipeline,pipeline,unroll_16,unroll_32,unroll,4.5,0.7437579905578896,False
workload_976.cpp,xczu7ev-ffvc1156-2-e,5.0,40.328065,83,10,1,1,9,block_32_1,block_32_1,complete_1,unroll_8,unroll_8,unroll_8,unroll_32,unroll,5.25,0.6377876987272237,False
