Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_733.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53833,231,12,1,1,12,cyclic_2_1,cyclic_8_1,block_4_1,unroll_4,pipeline_1,unroll_2,unroll,pipeline,unroll_32,pipeline,pipeline,unroll,6.5,0.9643708232422061,False
workload_734.cpp,xczu7ev-ffvc1156-2-e,10.0,6.2533,469,80,1,2,22,cyclic_2_1,block_8_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,26.25,0.4291511302765997,False
workload_735.cpp,xczu7ev-ffvc1156-2-e,10.0,9.80681,289,13,1,2,15,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll,unroll_8,pipeline_1,unroll_16,unroll,unroll,7.75,0.938036178226325,False
workload_736.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25287,221,75,1,2,9,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_2,unroll,unroll_2,unroll,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,21.75,0.5913802188750951,False
workload_738.cpp,xczu7ev-ffvc1156-2-e,10.0,110.78962,532,12,1,10,30,cyclic_2_1,cyclic_4_1,block_4_1,unroll_4,unroll_4,unroll_4,unroll,unroll_8,unroll_32,pipeline,pipeline_1,unroll,13.25,0.5845006336280387,False
workload_739.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53833,201,12,1,1,9,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll,pipeline,unroll_32,pipeline_1,unroll,pipeline_1,5.75,0.9905385828254661,False
workload_740.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25287,253,75,1,3,13,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_4,unroll,unroll_2,unroll,pipeline,pipeline_1,pipeline_1,pipeline,unroll,23.0,0.543070936405135,False
workload_741.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25457,149,75,1,1,5,cyclic_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline_1,20.5,0.6416447327861063,False
workload_743.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53553,285,11,1,2,16,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_4,pipeline,pipeline_1,unroll,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,7.5,0.9363939275286451,False
workload_744.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53833,200,11,1,1,9,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,pipeline,unroll_2,unroll,pipeline,unroll_32,pipeline,pipeline,unroll,5.5,0.9999993786471709,False
workload_745.cpp,xczu7ev-ffvc1156-2-e,10.0,13.04642,393,12,1,4,22,cyclic_2_1,block_16_1,cyclic_8_1,unroll_4,unroll_2,unroll_4,unroll,unroll_8,pipeline_1,pipeline_1,unroll,unroll,9.75,0.8812296965813156,False
workload_746.cpp,xczu7ev-ffvc1156-2-e,10.0,6.2533,436,80,1,1,19,cyclic_2_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,pipeline_1,unroll,pipeline_1,pipeline_1,pipeline_1,pipeline,pipeline_1,25.25,0.46240473416053407,False
workload_747.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25177,231,75,1,2,12,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_4,unroll_4,pipeline_1,unroll,pipeline,pipeline_1,pipeline,pipeline_1,pipeline_1,22.5,0.5620953817656872,False
workload_748.cpp,xczu7ev-ffvc1156-2-e,10.0,22.87241,233,13,1,1,11,cyclic_4_1,block_16_1,block_4_1,unroll_4,pipeline,unroll_2,unroll,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll,6.5,0.9442192756661397,False
workload_749.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53833,199,11,1,1,9,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll,pipeline,pipeline_1,pipeline_1,pipeline,pipeline_1,5.5,0.9999993786471709,False
workload_750.cpp,xczu7ev-ffvc1156-2-e,10.0,18.22892,333,11,1,2,12,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline,pipeline,pipeline_1,pipeline_1,unroll,6.5,0.9564447078962582,False
workload_751.cpp,xczu7ev-ffvc1156-2-e,10.0,6.42143,737,80,1,2,33,cyclic_2_1,block_8_1,cyclic_8_1,unroll_2,unroll,pipeline_1,unroll,pipeline_1,unroll_32,pipeline,unroll,pipeline_1,29.0,0.3459541125811274,False
workload_754.cpp,xczu7ev-ffvc1156-2-e,10.0,22.87362,194,13,1,1,8,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,pipeline,unroll_2,unroll_4,pipeline,unroll_32,unroll_16,unroll,pipeline_1,5.75,0.9652994950845755,False
workload_755.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53833,199,11,1,1,9,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_2,pipeline,unroll_2,unroll,pipeline,pipeline_1,pipeline,pipeline_1,unroll,5.5,0.9999993786471709,False
workload_756.cpp,xczu7ev-ffvc1156-2-e,10.0,15.02978,202,12,1,1,9,cyclic_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline,unroll_2,unroll_4,pipeline,unroll_32,unroll_16,unroll,pipeline_1,5.75,0.9896074766118226,False
workload_758.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25457,150,75,1,1,5,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,20.5,0.6416447327861063,False
workload_759.cpp,xczu7ev-ffvc1156-2-e,10.0,6.42143,485,75,1,2,22,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_2,unroll,pipeline_1,unroll,pipeline,unroll_32,pipeline,pipeline_1,pipeline_1,25.0,0.47097285358365615,False
workload_760.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53553,292,11,1,2,16,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_4,pipeline,pipeline_1,unroll,pipeline,unroll_32,pipeline,pipeline,unroll,7.5,0.9363939275286451,False
workload_761.cpp,xczu7ev-ffvc1156-2-e,10.0,6.2561,148,91,1,1,5,cyclic_4_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll,pipeline_1,pipeline_1,pipeline_1,unroll,pipeline_1,24.5,0.4883943747214643,False
workload_762.cpp,xczu7ev-ffvc1156-2-e,10.0,18.22892,268,12,1,1,9,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline,pipeline_1,pipeline,pipeline,unroll,5.75,0.9809838085501097,False
workload_763.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53553,499,17,1,1,23,cyclic_2_1,block_8_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll,pipeline,unroll_16,unroll_16,pipeline_1,unroll,10.5,0.8597588501988906,False
workload_764.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53817,293,12,1,3,16,cyclic_2_1,block_4_1,cyclic_8_1,unroll_8,pipeline,unroll_4,unroll,pipeline,unroll_32,pipeline,unroll,pipeline_1,8.0,0.9233608485842387,False
workload_765.cpp,xczu7ev-ffvc1156-2-e,10.0,9.82593,248,11,1,2,11,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll,unroll_8,pipeline_1,pipeline,unroll,unroll,6.25,1.0,True
workload_766.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25287,221,75,1,2,10,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_2,unroll,unroll_2,unroll,pipeline,pipeline_1,pipeline,pipeline,unroll,22.0,0.5815189783382668,False
workload_767.cpp,xczu7ev-ffvc1156-2-e,10.0,9.36506,146,75,1,1,5,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll,pipeline,unroll_2,pipeline,pipeline,pipeline_1,20.5,0.6371217673223109,False
workload_768.cpp,xczu7ev-ffvc1156-2-e,10.0,22.87362,227,13,1,1,10,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_4,pipeline,unroll_2,unroll_4,pipeline,pipeline_1,unroll_16,unroll,pipeline_1,6.25,0.9517712708835339,False
workload_769.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53801,268,12,1,1,14,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll,unroll,pipeline,pipeline_1,pipeline_1,pipeline,unroll,7.0,0.9495196913844693,False
workload_770.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53817,241,12,1,1,12,cyclic_2_1,block_16_1,cyclic_8_1,unroll_4,pipeline,unroll_4,unroll,pipeline_1,unroll_32,pipeline,unroll,pipeline_1,6.5,0.9643711277088393,False
workload_771.cpp,xczu7ev-ffvc1156-2-e,10.0,6.27207,253,75,1,3,13,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_4,unroll,unroll_2,unroll,pipeline,pipeline_1,unroll_16,pipeline,unroll,23.0,0.5430715485216832,False
workload_772.cpp,xczu7ev-ffvc1156-2-e,10.0,6.42746,161,75,1,1,6,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,20.75,0.6317811067018952,False
workload_773.cpp,xczu7ev-ffvc1156-2-e,10.0,9.85025,437,11,1,3,25,cyclic_2_1,cyclic_2_1,block_4_1,unroll_4,pipeline,unroll_4,unroll,unroll_8,unroll_32,pipeline,unroll,unroll,10.0,0.8804064672247609,False
workload_774.cpp,xczu7ev-ffvc1156-2-e,10.0,6.42746,164,75,1,1,7,cyclic_2_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll,pipeline,unroll_32,pipeline_1,pipeline,unroll,21.0,0.6215504483444615,False
workload_775.cpp,xczu7ev-ffvc1156-2-e,10.0,22.87241,194,13,1,1,8,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll,pipeline,pipeline_1,pipeline_1,pipeline,pipeline_1,5.75,0.96530375131586,False
workload_776.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53553,256,12,1,1,13,cyclic_2_1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline,pipeline_1,unroll,pipeline,unroll_32,unroll_16,pipeline,unroll,6.75,0.9564623357831896,False
workload_779.cpp,xczu7ev-ffvc1156-2-e,10.0,9.5621,395,12,1,3,21,cyclic_2_1,cyclic_4_1,complete_1,unroll_4,unroll_4,unroll_4,unroll,unroll_8,unroll_32,pipeline,unroll,unroll,9.25,0.8998865485101799,False
workload_780.cpp,xczu7ev-ffvc1156-2-e,10.0,20.2543,318,12,1,1,10,cyclic_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline,unroll_2,unroll_4,pipeline,pipeline_1,pipeline_1,unroll,pipeline_1,6.0,0.9672319711382592,False
workload_783.cpp,xczu7ev-ffvc1156-2-e,10.0,9.38921,384,12,1,3,20,cyclic_2_1,cyclic_4_1,block_4_1,unroll_4,unroll_4,unroll_4,unroll,unroll_8,pipeline_1,pipeline,unroll,unroll,9.0,0.9065482227104592,False
workload_785.cpp,xczu7ev-ffvc1156-2-e,10.0,22.91449,199,13,1,1,8,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll,pipeline,unroll_32,unroll_16,pipeline,pipeline_1,5.75,0.9651556861094291,False
workload_786.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53553,286,11,1,2,16,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_4,pipeline_1,pipeline_1,unroll,pipeline,pipeline_1,pipeline,pipeline_1,pipeline_1,7.5,0.9363939275286451,False
workload_787.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25287,219,75,1,2,9,cyclic_2_1,cyclic_4_1,complete_1,unroll_2,unroll,unroll_2,unroll,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,21.75,0.5913802188750951,False
workload_788.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53809,244,12,1,2,12,cyclic_2_1,block_4_1,cyclic_8_1,unroll_4,pipeline,unroll_8,unroll,pipeline,unroll_32,pipeline,unroll,pipeline_1,6.75,0.9564576402586881,False
workload_789.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53833,227,12,1,1,11,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_4,pipeline,unroll_2,unroll,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,6.25,0.9717662920155814,False
workload_790.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25177,487,80,1,2,22,cyclic_2_1,block_8_1,cyclic_8_1,unroll_4,unroll_4,pipeline_1,unroll,pipeline_1,pipeline_1,pipeline_1,pipeline,pipeline_1,26.25,0.4291510866013011,False
workload_791.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53553,255,11,1,1,13,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,6.5,0.9643761509071878,False
workload_794.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53553,354,17,1,1,18,cyclic_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll,pipeline,unroll_32,unroll_16,pipeline,pipeline_1,9.25,0.8912427213018781,False
workload_796.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53553,286,11,1,2,16,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_4,pipeline,pipeline_1,unroll,pipeline_1,pipeline_1,pipeline,pipeline,pipeline_1,7.5,0.9363939275286451,False
workload_797.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53833,199,11,1,1,9,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,pipeline,unroll_2,unroll,pipeline,unroll_32,pipeline,pipeline,pipeline_1,5.5,0.9999993786471709,False
workload_799.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53833,201,11,1,1,9,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll,pipeline,pipeline_1,pipeline,pipeline,unroll,5.5,0.9999993786471709,False
workload_800.cpp,xczu7ev-ffvc1156-2-e,10.0,87.22753,431,12,1,2,22,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll,unroll_8,unroll_32,pipeline,pipeline,pipeline_1,9.25,0.703435659545812,False
workload_801.cpp,xczu7ev-ffvc1156-2-e,10.0,9.91161,378,11,1,3,20,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_4,unroll_4,unroll_2,unroll,unroll_8,pipeline_1,pipeline,unroll,unroll,8.75,0.9120848880277048,False
workload_802.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25007,314,91,1,3,18,cyclic_4_1,cyclic_4_1,cyclic_8_1,unroll_4,unroll,pipeline_1,unroll,pipeline,pipeline_1,unroll_16,pipeline,unroll,28.25,0.36744180599628273,False
workload_803.cpp,xczu7ev-ffvc1156-2-e,10.0,9.38913,394,12,1,3,21,cyclic_2_1,cyclic_4_1,complete_1,unroll_4,unroll_4,unroll_8,unroll,unroll_8,pipeline_1,pipeline,unroll,unroll,9.25,0.900172405204955,False
workload_805.cpp,xczu7ev-ffvc1156-2-e,10.0,145.24105,536,12,1,2,24,cyclic_2_1,block_8_1,cyclic_8_1,unroll_2,pipeline,unroll_2,unroll,unroll_8,unroll_32,unroll_16,unroll,pipeline_1,9.75,0.5383544787803544,False
workload_806.cpp,xczu7ev-ffvc1156-2-e,10.0,6.2561,146,75,1,1,5,cyclic_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,unroll,pipeline,pipeline_1,pipeline,pipeline,unroll,20.5,0.6416425205984998,False
workload_807.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53817,234,12,1,1,12,cyclic_2_1,block_4_1,block_8_1,unroll_4,pipeline,unroll_4,unroll,pipeline,unroll_32,pipeline,pipeline,pipeline_1,6.5,0.9643711277088393,False
workload_809.cpp,xczu7ev-ffvc1156-2-e,10.0,6.42746,160,75,1,1,6,cyclic_2_1,block_8_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll,pipeline,unroll_32,pipeline_1,pipeline,pipeline_1,20.75,0.6317811067018952,False
workload_810.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25007,306,75,1,3,16,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_4,unroll,pipeline_1,unroll,pipeline,pipeline_1,pipeline,unroll,pipeline_1,23.75,0.5152829997644341,False
workload_812.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53833,230,11,1,1,11,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_4,pipeline_1,unroll_2,unroll,pipeline,unroll_32,pipeline,unroll,pipeline_1,6.0,0.9811274411184341,False
workload_813.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53553,288,11,1,2,16,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_4,pipeline_1,pipeline_1,unroll,pipeline,pipeline_1,pipeline,pipeline_1,unroll,7.5,0.9363939275286451,False
workload_815.cpp,xczu7ev-ffvc1156-2-e,10.0,18.22892,227,11,1,1,9,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,pipeline,unroll_2,unroll_2,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,5.5,0.9857241994819879,False
workload_816.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53817,206,12,1,1,9,cyclic_2_1,cyclic_4_1,block_4_1,unroll_2,pipeline_1,unroll_4,unroll,pipeline,unroll_32,pipeline_1,pipeline,pipeline_1,5.75,0.9905388641690304,False
workload_820.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25007,271,75,1,2,13,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_2,unroll,pipeline_1,unroll,pipeline,pipeline,pipeline,pipeline,pipeline_1,22.75,0.5525331782856979,False
workload_821.cpp,xczu7ev-ffvc1156-2-e,10.0,9.32801,445,12,1,3,25,cyclic_2_1,cyclic_4_1,block_4_1,unroll_4,pipeline_1,unroll_4,unroll,unroll_8,unroll_64,pipeline,unroll,unroll,10.25,0.8749888997494941,False
workload_822.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53833,292,11,1,3,16,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_8,pipeline,unroll_2,unroll,pipeline,unroll_16,pipeline,pipeline_1,unroll,7.75,0.9298618359951125,False
workload_824.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53833,203,11,1,1,9,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,pipeline,unroll_2,unroll,pipeline,pipeline_1,pipeline,pipeline,unroll,5.5,0.9999993786471709,False
workload_825.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25457,150,91,1,1,6,cyclic_4_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_4,unroll_2,unroll,pipeline,pipeline_1,pipeline,unroll,pipeline_1,24.75,0.47963121408086995,False
workload_826.cpp,xczu7ev-ffvc1156-2-e,10.0,6.2533,445,80,1,1,19,cyclic_2_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,pipeline_1,unroll,pipeline_1,pipeline_1,pipeline_1,unroll,pipeline_1,25.25,0.46240473416053407,False
workload_827.cpp,xczu7ev-ffvc1156-2-e,10.0,87.27241,308,11,1,1,15,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll,unroll_8,pipeline_1,unroll_16,pipeline,unroll,7.0,0.7302514443462297,False
workload_829.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53833,198,12,1,1,9,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll_2,unroll,pipeline,pipeline_1,pipeline_1,pipeline,pipeline_1,5.75,0.9905385828254661,False
workload_831.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25457,177,75,1,2,8,cyclic_2_1,cyclic_4_1,complete_1,unroll_4,unroll_4,unroll_2,unroll,pipeline,pipeline_1,pipeline,pipeline_1,pipeline_1,21.5,0.6013408763851531,False
workload_835.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25007,274,75,1,2,13,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_2,unroll,pipeline_1,unroll,pipeline,pipeline_1,unroll_8,pipeline,unroll,22.75,0.5525331782856979,False
workload_836.cpp,xczu7ev-ffvc1156-2-e,10.0,87.46426,338,12,1,2,14,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_2,unroll_4,unroll_4,unroll,unroll_8,unroll_32,pipeline,pipeline,unroll,7.25,0.7263532595829848,False
workload_837.cpp,xczu7ev-ffvc1156-2-e,10.0,87.29001,543,12,1,3,25,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_4,unroll_4,unroll_4,unroll,unroll_8,pipeline_1,pipeline,pipeline,unroll,10.25,0.6893131026732257,False
workload_838.cpp,xczu7ev-ffvc1156-2-e,10.0,6.2533,440,80,1,1,19,cyclic_2_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,pipeline_1,unroll,pipeline_1,pipeline,pipeline,pipeline,pipeline_1,25.25,0.46240473416053407,False
workload_839.cpp,xczu7ev-ffvc1156-2-e,10.0,22.91449,201,13,1,1,8,cyclic_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline,unroll_2,unroll,pipeline,pipeline_1,unroll_16,pipeline_1,pipeline_1,5.75,0.9651556861094291,False
workload_840.cpp,xczu7ev-ffvc1156-2-e,10.0,9.46418,411,12,1,3,22,cyclic_2_1,cyclic_4_1,complete_1,unroll_4,unroll_4,unroll_4,unroll,unroll_8,unroll_64,pipeline,unroll,unroll,9.5,0.8936934072534971,False
workload_841.cpp,xczu7ev-ffvc1156-2-e,10.0,11.75815,689,13,1,13,49,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll,pipeline,unroll_2,unroll,pipeline,pipeline_1,pipeline,pipeline_1,unroll,19.0,0.6657284103991873,False
workload_842.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25594,151,75,1,1,5,cyclic_2_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,unroll_4,unroll,pipeline_1,pipeline,pipeline_1,unroll,pipeline_1,20.5,0.6416427519389633,False
workload_843.cpp,xczu7ev-ffvc1156-2-e,10.0,5.8895,151,75,1,1,5,cyclic_2_1,cyclic_4_1,block_4_1,unroll_2,unroll_8,unroll_2,unroll,pipeline,pipeline_1,pipeline,unroll,pipeline_1,20.5,1.0,True
workload_844.cpp,xczu7ev-ffvc1156-2-e,10.0,6.42746,160,75,1,1,6,cyclic_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll,pipeline,unroll_32,pipeline,pipeline,pipeline_1,20.75,0.6317811067018952,False
workload_845.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25287,220,75,1,2,9,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_2,unroll,unroll_2,unroll,pipeline_1,pipeline_1,pipeline,pipeline,pipeline_1,21.75,0.5913802188750951,False
workload_846.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25287,257,75,1,3,13,cyclic_2_1,cyclic_4_1,complete_1,unroll_4,unroll,unroll_2,unroll,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,23.0,0.543070936405135,False
workload_847.cpp,xczu7ev-ffvc1156-2-e,10.0,9.82593,248,11,1,2,11,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll,unroll_8,pipeline,pipeline,unroll,unroll,6.25,1.0,True
workload_848.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53553,252,12,1,1,13,cyclic_2_1,cyclic_4_1,block_4_1,unroll_2,pipeline_1,pipeline_1,unroll,pipeline,unroll_32,pipeline_1,pipeline,pipeline_1,6.75,0.9564623357831896,False
workload_849.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53833,230,11,1,1,11,cyclic_2_1,cyclic_2_1,block_4_1,unroll_4,pipeline,unroll_2,unroll,pipeline,unroll_32,pipeline,unroll,pipeline_1,6.0,0.9811274411184341,False
workload_850.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53553,258,11,1,1,13,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll,pipeline_1,pipeline_1,pipeline,pipeline,pipeline_1,6.5,0.9643761509071878,False
workload_851.cpp,xczu7ev-ffvc1156-2-e,10.0,6.42746,158,75,1,1,6,cyclic_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll,pipeline_1,unroll_32,pipeline,pipeline_1,pipeline_1,20.75,0.6317811067018952,False
workload_852.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53833,201,11,1,1,9,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll,pipeline,pipeline_1,pipeline,pipeline_1,unroll,5.5,0.9999993786471709,False
workload_853.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25007,271,75,1,2,13,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_2,unroll,pipeline_1,unroll,pipeline,pipeline_1,pipeline_1,pipeline,pipeline_1,22.75,0.5525331782856979,False
workload_854.cpp,xczu7ev-ffvc1156-2-e,10.0,7.20858,238,75,1,2,13,cyclic_2_1,cyclic_4_1,cyclic_4_1,unroll_4,unroll_4,pipeline_1,unroll_4,pipeline,unroll_32,pipeline,unroll,pipeline_1,22.75,0.5525407565369307,False
workload_855.cpp,xczu7ev-ffvc1156-2-e,10.0,12.98369,449,12,1,4,27,cyclic_2_1,block_16_1,block_4_1,unroll_4,pipeline_1,unroll_4,unroll,unroll_8,unroll_32,pipeline_1,unroll,unroll,11.0,0.8500642851804363,False
workload_858.cpp,xczu7ev-ffvc1156-2-e,10.0,211.0597,914,13,1,11,34,cyclic_4_1,cyclic_4_1,block_4_1,unroll_4,unroll_4,unroll_4,unroll,unroll_8,unroll_32,pipeline,unroll,pipeline_1,14.75,0.35055444278370074,False
workload_859.cpp,xczu7ev-ffvc1156-2-e,10.0,14.53817,202,12,1,1,9,cyclic_2_1,cyclic_4_1,block_4_1,unroll_2,pipeline_1,unroll_4,unroll,pipeline,pipeline_1,pipeline_1,unroll,pipeline_1,5.75,0.9905388641690304,False
workload_860.cpp,xczu7ev-ffvc1156-2-e,10.0,6.2533,437,80,1,1,19,cyclic_2_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,pipeline_1,unroll,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,25.25,0.46240473416053407,False
workload_861.cpp,xczu7ev-ffvc1156-2-e,10.0,6.25177,228,75,1,2,12,cyclic_2_1,cyclic_4_1,complete_1,unroll_4,unroll_4,pipeline_1,unroll,pipeline,pipeline_1,pipeline,pipeline_1,pipeline_1,22.5,0.5620953817656872,False
