Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_3130.cpp,xcu200-fsgd2104-2-e,10.0,8.75214,310,2,1,1,3,cyclic_4_1,cyclic_32_1,cyclic_8_1,unroll_2,unroll_2,unroll,unroll_2,pipeline_1,unroll_16,pipeline,pipeline_1,unroll,1.75,0.9577867417781465,False
workload_3131.cpp,xcu200-fsgd2104-2-e,10.0,6.2533,332,2,1,1,3,cyclic_4_1,block_2_1,block_4_1,unroll_4,unroll_2,pipeline,unroll,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll,1.75,0.9598869206473346,False
workload_3132.cpp,xcu200-fsgd2104-2-e,10.0,61.75562,1200,2,1,2,6,block_64_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_4,unroll,pipeline,unroll_8,unroll_32,pipeline,unroll,2.75,0.74387046656213,False
workload_3133.cpp,xcu200-fsgd2104-2-e,10.0,22.68618,1293,2,1,1,6,cyclic_4_1,block_16_1,complete_1,unroll_4,pipeline,pipeline_1,unroll_4,pipeline,unroll_32,pipeline,pipeline,unroll,2.5,0.8906668957272105,False
workload_3135.cpp,xcu200-fsgd2104-2-e,10.0,56.87869,244,1,1,1,1,cyclic_8_1,block_32_1,block_4_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll_2,unroll_4,unroll_4,unroll,unroll,1.0,0.7776035357793375,False
workload_3136.cpp,xcu200-fsgd2104-2-e,10.0,9.85098,198,1,1,1,1,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll,unroll_4,pipeline_1,unroll_8,unroll_2,pipeline_1,pipeline,1.0,0.9814592744334161,False
workload_3138.cpp,xcu200-fsgd2104-2-e,10.0,6.2533,1288,1,1,1,6,cyclic_8_1,block_16_1,block_8_1,unroll_4,unroll_2,pipeline,unroll,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll,2.25,0.9336959188783324,False
workload_3139.cpp,xcu200-fsgd2104-2-e,10.0,9.3737,1344,2,1,1,5,cyclic_16_1,cyclic_8_1,block_4_1,unroll_4,unroll_4,unroll,unroll,pipeline,unroll_8,unroll_32,pipeline_1,pipeline_1,2.25,0.9318303281962457,False
workload_3140.cpp,xcu200-fsgd2104-2-e,10.0,38.68842,225,1,1,1,2,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll,unroll,unroll_2,unroll_4,unroll_2,unroll,unroll,1.25,0.8527363546299411,False
workload_3141.cpp,xcu200-fsgd2104-2-e,10.0,6.62356,347,1,1,1,3,cyclic_8_1,block_2_1,cyclic_4_1,unroll_4,unroll_2,pipeline,unroll,pipeline_1,unroll_16,unroll_8,pipeline_1,pipeline,1.5,0.9729522791777458,False
workload_3142.cpp,xcu200-fsgd2104-2-e,10.0,9.40874,1037,1,1,2,14,cyclic_8_1,cyclic_32_1,block_4_1,unroll,unroll_2,pipeline,unroll_2,pipeline_1,pipeline,unroll_64,pipeline_1,unroll,4.5,0.8201556569828113,False
workload_3144.cpp,xcu200-fsgd2104-2-e,10.0,152.56398,345,1,1,1,2,cyclic_8_1,block_4_1,complete_1,unroll_4,unroll_2,unroll,unroll_2,unroll_2,unroll_8,pipeline_1,unroll,pipeline,1.25,0.4453903071523966,False
workload_3146.cpp,xcu200-fsgd2104-2-e,10.0,139.8111,1337,1,1,4,14,cyclic_8_1,block_2_1,block_4_1,unroll,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline,5.0,0.4600087641692149,False
workload_3147.cpp,xcu200-fsgd2104-2-e,10.0,44.05934,232,2,1,1,1,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_4,unroll,unroll_2,unroll_2,unroll_16,pipeline,unroll,unroll,1.25,0.8300584711122645,False
workload_3148.cpp,xcu200-fsgd2104-2-e,10.0,7.01184,1273,1,1,2,14,cyclic_8_1,cyclic_32_1,cyclic_4_1,unroll,unroll_4,pipeline,unroll,pipeline_1,unroll_8,unroll_64,pipeline_1,unroll,4.5,0.8207354995145072,False
workload_3149.cpp,xcu200-fsgd2104-2-e,10.0,8.67354,207,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,unroll_4,unroll,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1.25,0.9812520015078932,False
workload_3151.cpp,xcu200-fsgd2104-2-e,10.0,86.65178,1230,2,1,1,6,cyclic_4_1,block_16_1,complete_1,unroll_4,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_2,pipeline,unroll,2.5,0.655594552007647,False
workload_3152.cpp,xcu200-fsgd2104-2-e,10.0,6.25177,283,1,1,1,3,cyclic_8_1,cyclic_2_1,cyclic_8_1,unroll_4,unroll_4,pipeline,unroll,pipeline_1,pipeline,unroll_2,pipeline_1,unroll,1.5,0.9731224433792736,False
workload_3153.cpp,xcu200-fsgd2104-2-e,10.0,35.22714,242,1,1,1,2,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll,unroll_4,unroll_2,unroll_8,pipeline_1,unroll,unroll,1.25,0.8675200561785777,False
workload_3154.cpp,xcu200-fsgd2104-2-e,10.0,10.6845,1133,2,1,2,16,cyclic_16_1,cyclic_2_1,block_4_1,unroll,unroll_2,unroll_8,unroll_4,pipeline,pipeline,unroll_32,pipeline_1,unroll,5.25,0.7840291686125765,False
workload_3155.cpp,xcu200-fsgd2104-2-e,10.0,88.41354,245,1,1,1,2,cyclic_8_1,block_16_1,complete_1,unroll_4,unroll_4,unroll,unroll_4,unroll_2,unroll_8,unroll_2,pipeline_1,unroll,1.25,0.6557142783494122,False
workload_3156.cpp,xcu200-fsgd2104-2-e,10.0,7.02378,178,2,1,1,1,cyclic_4_1,cyclic_2_1,block_4_1,unroll_2,unroll_4,unroll_4,unroll,pipeline,unroll_8,unroll_32,pipeline,unroll,1.25,0.985495100376178,False
workload_3157.cpp,xcu200-fsgd2104-2-e,10.0,6.44523,1128,2,1,2,6,block_64_1,cyclic_32_1,complete_1,unroll_2,unroll_4,pipeline_1,unroll,pipeline,pipeline,pipeline,pipeline,pipeline_1,2.75,0.9078803416013691,False
workload_3160.cpp,xcu200-fsgd2104-2-e,10.0,6.2533,348,1,1,1,3,cyclic_8_1,block_2_1,cyclic_4_1,unroll_4,unroll_2,pipeline,unroll,pipeline_1,pipeline_1,unroll_64,pipeline_1,unroll,1.5,0.973121965307221,False
workload_3161.cpp,xcu200-fsgd2104-2-e,10.0,7.0149,1263,1,1,2,13,cyclic_8_1,cyclic_32_1,cyclic_8_1,unroll,unroll_2,pipeline,unroll,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll,4.25,0.8328698726518959,False
workload_3162.cpp,xcu200-fsgd2104-2-e,10.0,8.74926,218,2,1,1,1,cyclic_4_1,block_2_1,cyclic_4_1,unroll_2,unroll_4,unroll,unroll_2,pipeline_1,unroll_16,pipeline,pipeline_1,unroll,1.25,0.981006491182194,False
workload_3163.cpp,xcu200-fsgd2104-2-e,10.0,6.26321,1269,2,1,1,4,cyclic_16_1,block_16_1,block_4_1,unroll_4,unroll_4,unroll,unroll,pipeline,pipeline,unroll_32,pipeline_1,pipeline_1,2.0,0.9467412681582587,False
workload_3164.cpp,xcu200-fsgd2104-2-e,10.0,14.1157,293,1,1,1,3,cyclic_8_1,cyclic_32_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll,1.5,0.9535447627554255,False
workload_3165.cpp,xcu200-fsgd2104-2-e,10.0,25.16354,270,1,1,1,2,cyclic_8_1,block_2_1,complete_1,unroll_4,pipeline,unroll_8,unroll_4,pipeline_1,unroll_32,unroll_2,pipeline,pipeline_1,1.25,0.9111868633200769,False
workload_3166.cpp,xcu200-fsgd2104-2-e,10.0,255.66818,396,1,1,1,1,cyclic_8_1,block_32_1,block_4_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll_2,unroll_8,unroll_2,unroll,pipeline,1.0,0.21163656928456392,False
workload_3168.cpp,xcu200-fsgd2104-2-e,10.0,17.4229,386,2,1,1,3,cyclic_16_1,cyclic_32_1,block_4_1,unroll_4,unroll_2,unroll_2,unroll_4,pipeline,unroll_8,unroll_2,pipeline,unroll,1.75,0.9337638349962827,False
workload_3169.cpp,xcu200-fsgd2104-2-e,10.0,88.33338,402,1,1,1,3,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,pipeline,unroll,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll,1.5,0.6554502229559418,False
workload_3170.cpp,xcu200-fsgd2104-2-e,10.0,6.42772,348,1,1,1,3,cyclic_8_1,block_2_1,complete_1,unroll_4,unroll_2,pipeline,unroll,pipeline_1,unroll_32,unroll_8,pipeline_1,unroll,1.5,0.9730553905946605,False
workload_3171.cpp,xcu200-fsgd2104-2-e,10.0,10.6837,330,3,1,3,5,block_4_1,cyclic_64_1,cyclic_4_1,unroll_4,unroll_2,pipeline,unroll_4,pipeline,pipeline_1,unroll_2,pipeline,pipeline_1,3.0,0.8929876672411999,False
workload_3172.cpp,xcu200-fsgd2104-2-e,10.0,7.0149,949,1,1,2,12,cyclic_8_1,block_2_1,cyclic_8_1,unroll,unroll_2,pipeline,unroll,pipeline_1,unroll_8,unroll_2,pipeline_1,pipeline_1,4.0,0.8451050152760449,False
workload_3173.cpp,xcu200-fsgd2104-2-e,10.0,7.02394,226,2,1,1,1,cyclic_4_1,block_16_1,block_4_1,unroll_2,unroll_4,unroll_2,unroll,pipeline_1,unroll_8,unroll_32,pipeline,unroll,1.25,0.9854948236232447,False
workload_3174.cpp,xcu200-fsgd2104-2-e,10.0,11.75535,1355,1,1,2,13,cyclic_8_1,cyclic_32_1,cyclic_4_1,unroll,pipeline,pipeline,unroll,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll,4.25,0.8310111298387001,False
workload_3177.cpp,xcu200-fsgd2104-2-e,10.0,113.6785,317,1,1,1,1,cyclic_8_1,block_32_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_4,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline,1.0,0.5670798074670766,False
workload_3178.cpp,xcu200-fsgd2104-2-e,10.0,9.85098,203,1,1,1,1,cyclic_8_1,block_16_1,cyclic_4_1,unroll_2,unroll_4,unroll,unroll_4,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll,1.0,0.9814592744334161,False
workload_3179.cpp,xcu200-fsgd2104-2-e,10.0,8.67354,245,1,1,1,2,cyclic_8_1,cyclic_32_1,cyclic_4_1,unroll_4,unroll_2,unroll_4,unroll,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll,1.25,0.9812520015078932,False
workload_3180.cpp,xcu200-fsgd2104-2-e,10.0,7.25978,538,1,1,1,3,cyclic_8_1,block_2_1,complete_1,unroll_4,unroll_4,unroll_8,unroll_4,pipeline_1,unroll_32,unroll_64,pipeline,pipeline_1,1.5,0.9724150219799077,False
workload_3181.cpp,xcu200-fsgd2104-2-e,10.0,39.1675,211,1,1,1,1,cyclic_8_1,block_16_1,block_4_1,unroll_2,unroll_2,unroll,unroll_2,unroll_2,unroll_8,unroll_2,unroll,unroll,1.0,0.8512355263077055,False
workload_3182.cpp,xcu200-fsgd2104-2-e,10.0,8.67218,211,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,unroll_8,unroll,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1.25,0.9812563809926188,False
workload_3183.cpp,xcu200-fsgd2104-2-e,10.0,22.86961,322,2,1,1,2,cyclic_4_1,cyclic_8_1,complete_1,unroll_4,pipeline,pipeline_1,unroll,pipeline,unroll_32,pipeline,pipeline,unroll,1.5,0.9180783217717972,False
workload_3186.cpp,xcu200-fsgd2104-2-e,10.0,10.4545,351,1,1,1,3,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,pipeline,unroll_4,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1.5,0.965829805028584,False
workload_3188.cpp,xcu200-fsgd2104-2-e,10.0,8.71214,1017,1,1,2,13,cyclic_8_1,cyclic_32_1,cyclic_4_1,unroll,unroll_2,pipeline,unroll_2,pipeline_1,unroll_16,unroll_64,pipeline_1,unroll,4.25,0.832489537014057,False
workload_3189.cpp,xcu200-fsgd2104-2-e,10.0,13.7535,228,1,1,1,2,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll,unroll_4,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline,1.25,0.9611766712701396,False
workload_3190.cpp,xcu200-fsgd2104-2-e,10.0,8.67082,207,1,1,1,1,cyclic_8_1,block_16_1,block_8_1,unroll_2,unroll_2,unroll,unroll,pipeline_1,pipeline,unroll_2,pipeline_1,unroll,1.0,0.9869193600613405,False
workload_3191.cpp,xcu200-fsgd2104-2-e,10.0,6.2533,601,1,1,1,4,cyclic_8_1,block_8_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll,pipeline_1,pipeline_1,unroll_64,unroll,pipeline_1,1.75,0.9598869206473346,False
workload_3192.cpp,xcu200-fsgd2104-2-e,10.0,12.90974,239,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_4,unroll_4,unroll_2,pipeline,unroll_2,unroll_32,pipeline_1,unroll,1.25,0.9647723507768616,False
workload_3193.cpp,xcu200-fsgd2104-2-e,10.0,6.6205,287,2,1,1,2,cyclic_4_1,cyclic_32_1,cyclic_4_1,unroll_4,unroll_4,pipeline,unroll,pipeline_1,unroll_16,pipeline,pipeline,unroll,1.5,0.9729541194422395,False
workload_3194.cpp,xcu200-fsgd2104-2-e,10.0,9.3737,1175,1,1,1,3,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll,unroll,pipeline_1,unroll_4,unroll_32,pipeline_1,pipeline,1.5,0.9686660474777978,False
workload_3197.cpp,xcu200-fsgd2104-2-e,10.0,8.74926,217,2,1,1,1,cyclic_4_1,block_2_1,cyclic_8_1,unroll_2,unroll_4,unroll,unroll_2,pipeline_1,unroll_16,pipeline,pipeline_1,pipeline,1.25,0.981006491182194,False
workload_3199.cpp,xcu200-fsgd2104-2-e,10.0,9.8537,204,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_8,unroll_2,pipeline_1,pipeline_1,1.25,0.9771185415001363,False
workload_3200.cpp,xcu200-fsgd2104-2-e,10.0,12.90974,280,1,1,1,2,cyclic_8_1,block_8_1,cyclic_8_1,unroll_4,unroll_4,unroll_4,unroll_2,pipeline,unroll_2,unroll_32,pipeline_1,unroll,1.25,0.9647723507768616,False
workload_3201.cpp,xcu200-fsgd2104-2-e,10.0,7.01218,437,1,1,1,4,cyclic_4_1,cyclic_128_1,cyclic_4_1,unroll_4,unroll_4,pipeline,unroll,pipeline_1,unroll_8,pipeline,pipeline_1,pipeline,1.75,0.9595795984379568,False
workload_3202.cpp,xcu200-fsgd2104-2-e,10.0,7.01218,282,2,1,1,2,cyclic_4_1,cyclic_32_1,complete_1,unroll_4,unroll_4,pipeline,unroll,pipeline_1,unroll_8,pipeline,pipeline_1,unroll,1.5,0.9726602650509861,False
workload_3203.cpp,xcu200-fsgd2104-2-e,10.0,12.70094,368,1,1,1,5,cyclic_8_1,cyclic_128_1,cyclic_8_1,unroll_4,unroll_4,pipeline,unroll_2,pipeline_1,unroll_2,unroll_32,pipeline_1,unroll,2.0,0.9383230636628704,False
workload_3204.cpp,xcu200-fsgd2104-2-e,10.0,9.36226,1237,1,1,1,6,cyclic_8_1,block_16_1,cyclic_8_1,unroll_4,unroll_4,pipeline,unroll,pipeline_1,unroll_4,unroll_2,unroll,pipeline,2.25,0.9318424285181398,False
workload_3205.cpp,xcu200-fsgd2104-2-e,10.0,6.4273,208,1,1,1,1,cyclic_4_1,block_4_1,complete_1,unroll_4,unroll_4,unroll_4,unroll,pipeline,unroll_32,pipeline,pipeline_1,unroll,1.0,0.9973456361374458,False
workload_3207.cpp,xcu200-fsgd2104-2-e,10.0,6.2649,182,2,1,1,1,cyclic_4_1,block_2_1,block_4_1,unroll_2,unroll_2,unroll_4,unroll,pipeline_1,pipeline_1,unroll_32,pipeline,unroll,1.25,0.9864095293688533,False
workload_3208.cpp,xcu200-fsgd2104-2-e,10.0,7.05434,261,1,1,1,2,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll,unroll,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline,1.25,0.9854416504459957,False
workload_3209.cpp,xcu200-fsgd2104-2-e,10.0,6.6205,288,2,1,1,2,cyclic_4_1,cyclic_32_1,complete_1,unroll_4,unroll_4,pipeline,unroll,pipeline_1,unroll_16,pipeline,pipeline,unroll,1.5,0.9729541194422395,False
workload_3210.cpp,xcu200-fsgd2104-2-e,10.0,7.01524,329,2,1,1,3,cyclic_4_1,block_2_1,cyclic_4_1,unroll_4,unroll_2,pipeline,unroll,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline,1.75,0.9595777570151846,False
workload_3211.cpp,xcu200-fsgd2104-2-e,10.0,6.2533,347,1,1,1,3,cyclic_8_1,block_2_1,cyclic_4_1,unroll_4,unroll_2,pipeline,unroll,pipeline_1,pipeline_1,unroll_64,pipeline_1,pipeline_1,1.5,0.973121965307221,False
workload_3212.cpp,xcu200-fsgd2104-2-e,10.0,8.67073,232,2,1,1,2,cyclic_16_1,block_16_1,block_4_1,unroll_2,unroll_4,unroll,unroll,pipeline_1,pipeline,unroll_2,pipeline_1,unroll,1.5,0.9702112172887758,False
workload_3213.cpp,xcu200-fsgd2104-2-e,10.0,6.25177,244,1,1,1,2,cyclic_8_1,cyclic_2_1,block_8_1,unroll_2,unroll_4,pipeline,unroll,pipeline_1,pipeline,unroll_2,pipeline_1,unroll,1.25,0.9864178587392749,False
workload_3214.cpp,xcu200-fsgd2104-2-e,10.0,6.2533,330,2,1,1,3,cyclic_4_1,block_2_1,block_4_1,unroll_4,unroll_2,pipeline,unroll,pipeline_1,pipeline,unroll_32,pipeline_1,unroll,1.75,0.9598869206473346,False
workload_3216.cpp,xcu200-fsgd2104-2-e,10.0,53.28338,451,1,1,1,4,cyclic_8_1,cyclic_64_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_2,unroll_4,unroll_8,unroll_2,unroll,unroll,1.75,0.7890202816647689,False
workload_3217.cpp,xcu200-fsgd2104-2-e,10.0,7.2809,197,1,1,1,1,cyclic_8_1,cyclic_32_1,cyclic_4_1,unroll_2,unroll_2,unroll_4,unroll,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll,1.0,0.9933715334131263,False
workload_3218.cpp,xcu200-fsgd2104-2-e,10.0,86.00238,230,1,1,1,1,cyclic_8_1,block_2_1,complete_1,unroll_2,unroll_4,unroll,unroll_2,unroll_2,unroll_16,pipeline,pipeline_1,unroll,1.0,0.664780768132343,False
workload_3219.cpp,xcu200-fsgd2104-2-e,10.0,6.2533,648,1,1,1,4,cyclic_8_1,block_8_1,cyclic_4_1,unroll_4,unroll_2,pipeline,unroll,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1.75,0.9598869206473346,False
workload_3220.cpp,xcu200-fsgd2104-2-e,10.0,7.01218,302,1,1,1,3,cyclic_8_1,cyclic_32_1,complete_1,unroll_4,unroll_4,pipeline,unroll,pipeline_1,unroll_8,pipeline,pipeline_1,unroll,1.5,0.9726602650509861,False
workload_3221.cpp,xcu200-fsgd2104-2-e,10.0,6.2533,239,2,1,1,1,cyclic_4_1,cyclic_32_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll,pipeline_1,pipeline,pipeline,pipeline,unroll,1.25,0.9864169019494464,False
workload_3222.cpp,xcu200-fsgd2104-2-e,10.0,6.2533,1262,1,1,1,6,cyclic_8_1,block_16_1,block_4_1,unroll_4,unroll_2,pipeline,unroll,pipeline_1,pipeline_1,unroll_32,pipeline,pipeline_1,2.25,0.9336959188783324,False
workload_3223.cpp,xcu200-fsgd2104-2-e,10.0,7.39578,341,1,1,1,3,cyclic_8_1,block_2_1,cyclic_4_1,unroll_4,unroll_2,pipeline,unroll_4,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline,1.5,0.9722612401312847,False
workload_3224.cpp,xcu200-fsgd2104-2-e,10.0,8.67354,287,1,1,1,3,cyclic_8_1,cyclic_64_1,cyclic_4_1,unroll_4,unroll_2,unroll_4,unroll,pipeline,pipeline_1,unroll_2,unroll,pipeline_1,1.5,0.9702055784485292,False
workload_3226.cpp,xcu200-fsgd2104-2-e,10.0,8.71818,190,2,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_4,unroll_4,unroll_4,unroll,pipeline,unroll_8,unroll_2,pipeline_1,pipeline_1,1.25,0.981107658449562,False
workload_3227.cpp,xcu200-fsgd2104-2-e,10.0,6.2533,1242,2,1,1,6,cyclic_4_1,block_16_1,block_8_1,unroll_4,unroll_2,pipeline,unroll,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll,2.5,0.9207483166167628,False
workload_3228.cpp,xcu200-fsgd2104-2-e,10.0,6.25177,233,2,1,1,2,cyclic_4_1,cyclic_2_1,block_4_1,unroll_2,unroll_4,pipeline,unroll,pipeline_1,pipeline,unroll_32,pipeline,unroll,1.5,0.9731224433792736,False
workload_3229.cpp,xcu200-fsgd2104-2-e,10.0,6.26321,1241,1,1,1,4,cyclic_8_1,block_16_1,block_8_1,unroll_4,unroll_4,unroll,unroll,pipeline,pipeline,unroll_32,pipeline_1,pipeline_1,1.75,0.9598848396729757,False
workload_3230.cpp,xcu200-fsgd2104-2-e,10.0,6.2597,528,1,1,1,3,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,unroll_8,unroll,pipeline_1,pipeline_1,unroll_64,unroll,pipeline_1,1.5,0.9731199455161165,False
workload_3231.cpp,xcu200-fsgd2104-2-e,10.0,6.25177,1261,1,1,1,6,cyclic_8_1,block_16_1,cyclic_8_1,unroll_4,unroll_4,pipeline,unroll,pipeline,pipeline_1,unroll_2,pipeline_1,pipeline_1,2.25,0.9336961061033472,False
workload_3232.cpp,xcu200-fsgd2104-2-e,10.0,6.25177,286,1,1,1,3,cyclic_8_1,cyclic_2_1,block_4_1,unroll_4,unroll_4,pipeline,unroll,pipeline_1,pipeline,unroll_32,pipeline_1,unroll,1.5,0.9731224433792736,False
workload_3233.cpp,xcu200-fsgd2104-2-e,10.0,7.01498,158,2,1,1,1,cyclic_4_1,block_2_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll,1.25,0.9855102714634417,False
workload_3236.cpp,xcu200-fsgd2104-2-e,10.0,8.52814,343,1,1,1,3,cyclic_8_1,block_2_1,complete_1,unroll_4,unroll_2,pipeline,unroll_2,pipeline_1,unroll_32,unroll_8,pipeline_1,unroll,1.5,0.9704913383644805,False
workload_3238.cpp,xcu200-fsgd2104-2-e,10.0,8.67218,209,1,1,1,2,cyclic_8_1,block_2_1,complete_1,unroll_4,unroll_2,unroll_8,unroll,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1.25,0.9812563809926188,False
workload_3239.cpp,xcu200-fsgd2104-2-e,10.0,6.6205,287,2,1,1,2,cyclic_4_1,cyclic_32_1,cyclic_4_1,unroll_4,unroll_4,pipeline,unroll,pipeline_1,unroll_16,pipeline,pipeline_1,unroll,1.5,0.9729541194422395,False
workload_3240.cpp,xcu200-fsgd2104-2-e,10.0,9.5273,205,1,1,1,2,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll,unroll,pipeline,unroll_4,unroll_2,unroll,pipeline,1.25,0.9783189364505688,False
workload_3241.cpp,xcu200-fsgd2104-2-e,10.0,7.01218,282,2,1,1,2,cyclic_4_1,cyclic_32_1,complete_1,unroll_4,unroll_4,pipeline,unroll,pipeline_1,unroll_8,pipeline,pipeline,unroll,1.5,0.9726602650509861,False
workload_3242.cpp,xcu200-fsgd2104-2-e,10.0,6.6205,447,1,1,1,4,cyclic_4_1,cyclic_128_1,cyclic_8_1,unroll_4,unroll_4,pipeline,unroll,pipeline_1,unroll_16,pipeline,pipeline_1,unroll,1.75,0.9597755362618906,False
workload_3244.cpp,xcu200-fsgd2104-2-e,10.0,6.6205,245,2,1,1,2,cyclic_4_1,cyclic_32_1,cyclic_4_1,unroll_2,unroll_4,pipeline_1,unroll,pipeline_1,unroll_16,pipeline,pipeline,unroll,1.5,0.9729541194422395,False
workload_3246.cpp,xcu200-fsgd2104-2-e,10.0,52.91474,267,1,1,1,2,cyclic_8_1,block_2_1,block_4_1,unroll_4,unroll_2,unroll_2,unroll_2,unroll_2,unroll_8,unroll_2,unroll,unroll,1.25,0.7933889815824462,False
workload_3247.cpp,xcu200-fsgd2104-2-e,10.0,8.69514,192,2,1,1,1,cyclic_4_1,block_2_1,complete_1,unroll_4,unroll_4,unroll_4,unroll,pipeline_1,unroll_16,unroll_2,pipeline_1,pipeline_1,1.25,0.9811823012074113,False
workload_3248.cpp,xcu200-fsgd2104-2-e,10.0,8.67218,210,1,1,1,2,cyclic_8_1,block_2_1,cyclic_4_1,unroll_4,unroll_2,unroll_8,unroll,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1.25,0.9812563809926188,False
workload_3249.cpp,xcu200-fsgd2104-2-e,10.0,6.25825,214,2,1,1,1,cyclic_4_1,cyclic_2_1,block_4_1,unroll_2,unroll_4,unroll_4,unroll,pipeline,pipeline,unroll_64,unroll,pipeline_1,1.25,0.9864137814916535,False
workload_3250.cpp,xcu200-fsgd2104-2-e,10.0,11.71886,220,1,1,1,2,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_4,unroll_4,unroll,unroll_2,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll,1.25,0.9697486298074429,False
workload_3251.cpp,xcu200-fsgd2104-2-e,10.0,7.2809,195,1,1,1,1,cyclic_4_1,block_4_1,complete_1,unroll_4,unroll_2,unroll_4,unroll,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll,1.0,0.9933715334131263,False
workload_3252.cpp,xcu200-fsgd2104-2-e,10.0,6.2533,305,1,1,1,2,cyclic_8_1,block_2_1,block_4_1,unroll_2,unroll_2,pipeline,unroll,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll,1.25,0.9864169019494464,False
workload_3253.cpp,xcu200-fsgd2104-2-e,10.0,6.25177,287,1,1,1,3,cyclic_8_1,cyclic_2_1,cyclic_4_1,unroll_4,unroll_4,pipeline,unroll,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll,1.5,0.9731224433792736,False
workload_3254.cpp,xcu200-fsgd2104-2-e,10.0,6.62356,293,2,1,1,2,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll,pipeline_1,unroll_16,pipeline,pipeline,unroll,1.5,0.9729522791777458,False
workload_3255.cpp,xcu200-fsgd2104-2-e,10.0,6.2533,299,1,1,1,3,cyclic_8_1,cyclic_32_1,cyclic_4_1,unroll_4,unroll_2,pipeline_1,unroll,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll,1.5,0.973121965307221,False
