Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_1608.cpp,xczu7ev-ffvc1156-2-e,3.33,587.40637896,106,1,1,6,9,cyclic_2_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,4.25,1.0,True
workload_1609.cpp,xczu7ev-ffvc1156-2-e,3.33,649.74607686,309,1,1,14,28,complete_2,complete_1,unroll_2,unroll_2,unroll_8,unroll_2,11.0,0.14955599836491934,False
workload_1610.cpp,xczu7ev-ffvc1156-2-e,3.33,64.70530992,453,1,1,45,51,complete_2,cyclic_2_1,unroll_4,unroll_4,unroll_4,pipeline_1,24.5,0.5301739756988034,False
workload_1611.cpp,xczu7ev-ffvc1156-2-e,3.33,64.76421762000001,163,1,1,23,28,complete_2,complete_1,unroll_2,unroll_4,unroll_4,pipeline_1,13.25,0.7761597892999333,False
workload_1612.cpp,xczu7ev-ffvc1156-2-e,3.33,587.4991028100001,1046,1,2,20,28,block_4_1,complete_1,unroll,unroll_2,unroll_4,unroll_2,12.75,0.17502645569357334,False
workload_1613.cpp,xczu7ev-ffvc1156-2-e,3.33,64.7408277,84,1,1,12,16,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,7.5,0.9247235809288448,False
workload_1614.cpp,xczu7ev-ffvc1156-2-e,3.33,657.21508038,1178,1,1,30,55,complete_2,cyclic_2_1,unroll_4,unroll_2,unroll_8,unroll_2,21.75,0.100548377162632,False
workload_1615.cpp,xczu7ev-ffvc1156-2-e,3.33,64.69361496,163,1,1,23,28,complete_2,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,13.25,0.7762790008771876,False
workload_1616.cpp,xczu7ev-ffvc1156-2-e,3.33,335.69934129,1482,1,2,23,31,cyclic_4_1,complete_1,unroll,unroll_2,unroll_4,unroll_4,14.25,0.34206403056052875,False
workload_1617.cpp,xczu7ev-ffvc1156-2-e,3.33,73.91146787999999,521,1,1,46,53,complete_2,complete_1,unroll_4,unroll_8,unroll_2,pipeline_1,25.25,0.5035160644961639,False
workload_1618.cpp,xczu7ev-ffvc1156-2-e,3.33,64.7408277,85,1,1,12,16,complete_2,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,7.5,0.9247235809288448,False
workload_1619.cpp,xczu7ev-ffvc1156-2-e,3.33,587.40695838,116,1,1,6,10,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_2,4.5,0.26656945469934695,False
workload_1620.cpp,xczu7ev-ffvc1156-2-e,3.33,91.37181006,457,1,1,53,70,complete_2,complete_1,unroll_4,unroll_2,unroll_8,pipeline,31.25,0.37891667451869837,False
workload_1621.cpp,xczu7ev-ffvc1156-2-e,3.33,94.60500696,151,1,1,22,23,complete_2,complete_1,unroll_4,unroll_2,unroll_4,pipeline,11.75,0.7554048017112434,False
workload_1622.cpp,xczu7ev-ffvc1156-2-e,3.33,64.70660529,472,1,1,45,52,cyclic_4_1,complete_1,unroll,unroll_2,unroll_4,pipeline_1,24.75,0.5253564807639952,False
workload_1623.cpp,xczu7ev-ffvc1156-2-e,3.33,94.58303229,152,1,1,23,24,complete_2,cyclic_2_1,unroll,unroll_2,unroll_2,pipeline,12.25,0.7438809648871603,False
workload_1624.cpp,xczu7ev-ffvc1156-2-e,3.33,108.09886293,2482,1,4,89,84,complete_2,complete_1,unroll,unroll_8,unroll_2,pipeline,44.5,0.18225942792294786,False
workload_1625.cpp,xczu7ev-ffvc1156-2-e,3.33,591.16928562,258,1,1,9,14,complete_2,cyclic_2_1,unroll_2,unroll_4,unroll_4,unroll_2,6.25,0.24275141099115083,False
workload_1626.cpp,xczu7ev-ffvc1156-2-e,3.33,62.65687374,484,1,1,54,76,complete_2,cyclic_2_1,unroll_4,unroll_2,unroll_8,pipeline_1,33.0,0.3838774803609979,False
workload_1627.cpp,xczu7ev-ffvc1156-2-e,3.33,64.70660529,448,1,1,45,51,cyclic_2_1,block_2_1,unroll,unroll_2,unroll_4,pipeline_1,24.5,0.5301722306879838,False
workload_1628.cpp,xczu7ev-ffvc1156-2-e,3.33,587.43493038,274,1,1,9,14,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,unroll_2,6.25,0.2458558943677236,False
workload_1630.cpp,xczu7ev-ffvc1156-2-e,3.33,94.57703496,84,1,1,12,14,complete_2,complete_1,unroll_4,unroll_2,unroll_2,pipeline,7.0,0.8619485984813872,False
workload_1631.cpp,xczu7ev-ffvc1156-2-e,3.33,64.70660529,453,1,1,45,51,complete_2,block_2_1,unroll,unroll_2,unroll_4,pipeline_1,24.5,0.5301722306879838,False
workload_1633.cpp,xczu7ev-ffvc1156-2-e,3.33,74.0240685,502,1,1,45,52,cyclic_4_1,cyclic_2_1,unroll_2,unroll_8,unroll_4,pipeline_1,24.75,0.512766771191865,False
workload_1634.cpp,xczu7ev-ffvc1156-2-e,3.33,108.2431485,164,1,1,23,26,complete_2,complete_1,unroll_2,unroll_8,unroll_2,pipeline,12.75,0.7035942448960274,False
workload_1636.cpp,xczu7ev-ffvc1156-2-e,3.33,94.60500696,152,1,1,22,23,cyclic_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline,11.75,0.7554048017112434,False
workload_1637.cpp,xczu7ev-ffvc1156-2-e,3.33,94.61799729,508,1,1,45,43,cyclic_8_1,cyclic_2_1,unroll,unroll_2,unroll_4,pipeline,22.5,0.5261603505934507,False
workload_1638.cpp,xczu7ev-ffvc1156-2-e,3.33,64.7874477,61,1,1,7,10,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,4.75,1.0,True
workload_1641.cpp,xczu7ev-ffvc1156-2-e,3.33,64.70965224,2212,1,2,89,99,cyclic_4_1,cyclic_2_1,unroll,unroll_4,unroll_4,pipeline_1,47.75,0.1438000983368029,False
workload_1643.cpp,xczu7ev-ffvc1156-2-e,3.33,587.4473412899999,828,1,2,17,23,complete_2,complete_1,unroll,unroll_2,unroll_4,unroll_2,10.75,0.19543840563263462,False
workload_1646.cpp,xczu7ev-ffvc1156-2-e,3.33,587.44604592,883,1,1,16,23,complete_2,cyclic_2_1,unroll_4,unroll_4,unroll_4,unroll_2,10.25,0.20076451408569934,False
workload_1647.cpp,xczu7ev-ffvc1156-2-e,3.33,64.7408277,87,1,1,12,16,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,7.5,0.9247235809288448,False
workload_1648.cpp,xczu7ev-ffvc1156-2-e,3.33,94.58303229,164,1,1,23,24,cyclic_2_1,block_2_1,unroll,unroll_2,unroll_2,pipeline,12.25,0.7438809648871603,False
workload_1649.cpp,xczu7ev-ffvc1156-2-e,3.33,64.69361496,165,1,1,23,28,cyclic_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,13.25,0.7762790008771876,False
workload_1650.cpp,xczu7ev-ffvc1156-2-e,3.33,74.0240685,459,1,1,45,52,complete_2,cyclic_2_1,unroll_2,unroll_8,unroll_4,pipeline_1,24.75,0.512766771191865,False
workload_1651.cpp,xczu7ev-ffvc1156-2-e,3.33,64.69361496,164,1,1,23,28,complete_2,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,13.25,0.7762790008771876,False
workload_1652.cpp,xczu7ev-ffvc1156-2-e,3.33,64.70530992,461,1,1,45,51,cyclic_2_1,complete_1,unroll_4,unroll_4,unroll_4,pipeline_1,24.5,0.5301739756988034,False
workload_1653.cpp,xczu7ev-ffvc1156-2-e,3.33,94.6522197,79,1,1,12,14,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,7.0,0.861722196273859,False
workload_1654.cpp,xczu7ev-ffvc1156-2-e,3.33,94.58173692,165,1,1,23,24,complete_2,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline,12.25,0.7438836709389198,False
workload_1655.cpp,xczu7ev-ffvc1156-2-e,3.33,108.09591588,507,1,1,45,44,complete_2,cyclic_2_1,unroll_4,unroll_8,unroll_2,pipeline,22.75,0.501149670981218,False
workload_1658.cpp,xczu7ev-ffvc1156-2-e,3.33,94.61670192,486,1,1,44,42,complete_2,cyclic_2_1,unroll_4,unroll_4,unroll_4,pipeline,22.0,0.5357619221464415,False
workload_1659.cpp,xczu7ev-ffvc1156-2-e,3.33,74.0587005,159,1,1,24,30,cyclic_4_1,complete_1,unroll_2,unroll_8,unroll_2,pipeline_1,14.0,0.7419448132718214,False
workload_1660.cpp,xczu7ev-ffvc1156-2-e,3.33,94.60558638,154,1,1,22,23,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline,11.75,0.7554035633653949,False
workload_1661.cpp,xczu7ev-ffvc1156-2-e,3.33,587.40637896,117,1,1,6,9,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_2,4.25,1.0,True
workload_1662.cpp,xczu7ev-ffvc1156-2-e,3.33,64.69419438,176,1,1,23,28,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline_1,13.25,0.7762780227735956,False
workload_1665.cpp,xczu7ev-ffvc1156-2-e,3.33,62.65687374,484,1,1,54,76,complete_2,block_2_1,unroll_4,unroll_2,unroll_8,pipeline_1,33.0,0.3838774803609979,False
workload_1666.cpp,xczu7ev-ffvc1156-2-e,3.33,591.1552197000001,122,1,1,5,9,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_2,4.0,1.0,True
workload_1667.cpp,xczu7ev-ffvc1156-2-e,3.33,64.7874477,60,1,1,7,10,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,4.75,1.0,True
workload_1668.cpp,xczu7ev-ffvc1156-2-e,3.33,64.69419438,173,1,1,23,28,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,13.25,0.7762780227735956,False
workload_1669.cpp,xczu7ev-ffvc1156-2-e,3.33,587.41237629,245,1,2,10,15,cyclic_4_1,cyclic_2_1,unroll,unroll_2,unroll_2,unroll_2,7.0,0.23714634966947493,False
workload_1670.cpp,xczu7ev-ffvc1156-2-e,3.33,94.57761438,88,1,1,12,14,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline,7.0,0.861946854033365,False
workload_1672.cpp,xczu7ev-ffvc1156-2-e,3.33,62.65745316,485,1,1,54,76,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_8,pipeline_1,33.0,0.3838768494413176,False
workload_1673.cpp,xczu7ev-ffvc1156-2-e,3.33,94.57703496,85,1,1,12,14,cyclic_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,7.0,0.8619485984813872,False
workload_1674.cpp,xczu7ev-ffvc1156-2-e,3.33,64.70660529,457,1,1,45,51,cyclic_2_1,complete_1,unroll,unroll_2,unroll_4,pipeline_1,24.5,0.5301722306879838,False
workload_1675.cpp,xczu7ev-ffvc1156-2-e,3.33,675.6298605,983,1,1,17,24,cyclic_4_1,complete_1,unroll_2,unroll_8,unroll_4,unroll_2,10.75,0.13358196733188327,False
workload_1676.cpp,xczu7ev-ffvc1156-2-e,3.33,64.70965224,2247,1,2,89,99,complete_2,cyclic_2_1,unroll,unroll_4,unroll_4,pipeline_1,47.75,0.1438000983368029,False
workload_1678.cpp,xczu7ev-ffvc1156-2-e,3.33,108.13720788,2204,1,1,87,83,complete_2,complete_1,unroll_4,unroll_8,unroll_4,pipeline,43.0,0.20524705444390928,False
workload_1679.cpp,xczu7ev-ffvc1156-2-e,3.33,94.6522197,83,1,1,12,14,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline,7.0,0.861722196273859,False
workload_1680.cpp,xczu7ev-ffvc1156-2-e,3.33,675.6298605,919,1,1,17,24,cyclic_4_1,cyclic_2_1,unroll_2,unroll_8,unroll_4,unroll_2,10.75,0.13358196733188327,False
workload_1682.cpp,xczu7ev-ffvc1156-2-e,3.33,594.8568477,69,1,1,4,7,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,unroll_2,3.25,1.0,True
workload_1683.cpp,xczu7ev-ffvc1156-2-e,3.33,594.8568477,69,1,1,4,7,complete_2,complete_1,unroll_2,unroll_2,unroll_2,unroll_2,3.25,1.0,True
workload_1684.cpp,xczu7ev-ffvc1156-2-e,3.33,64.7408277,90,1,1,12,16,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,7.5,0.9247235809288448,False
workload_1685.cpp,xczu7ev-ffvc1156-2-e,3.33,64.66564296,90,1,1,12,16,cyclic_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,7.5,1.0,True
workload_1686.cpp,xczu7ev-ffvc1156-2-e,3.33,64.67164029,159,1,1,24,29,cyclic_4_1,complete_1,unroll,unroll_2,unroll_2,pipeline_1,13.75,0.7640961648581852,False
workload_1687.cpp,xczu7ev-ffvc1156-2-e,3.33,94.57703496,80,1,1,12,14,complete_2,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,7.0,0.8619485984813872,False
workload_1688.cpp,xczu7ev-ffvc1156-2-e,3.33,594.8568477,68,1,1,4,7,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_2,3.25,1.0,True
workload_1689.cpp,xczu7ev-ffvc1156-2-e,3.33,64.66622238000001,89,1,1,12,16,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,7.5,0.9248624872038876,False
workload_1690.cpp,xczu7ev-ffvc1156-2-e,3.33,587.41237629,248,1,2,10,15,cyclic_2_1,complete_1,unroll,unroll_2,unroll_2,unroll_2,7.0,0.23714634966947493,False
workload_1691.cpp,xczu7ev-ffvc1156-2-e,3.33,94.6988397,59,1,1,7,9,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline,4.5,1.0,True
workload_1692.cpp,xczu7ev-ffvc1156-2-e,3.33,594.8568477,68,1,1,4,7,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_2,unroll_2,3.25,1.0,True
workload_1693.cpp,xczu7ev-ffvc1156-2-e,3.33,64.7408277,91,1,1,12,16,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,7.5,0.9247235809288448,False
workload_1694.cpp,xczu7ev-ffvc1156-2-e,3.33,94.6988397,54,1,1,7,9,complete_2,complete_1,unroll_2,unroll_2,unroll_2,pipeline,4.5,1.0,True
workload_1695.cpp,xczu7ev-ffvc1156-2-e,3.33,64.76421762000001,165,1,1,23,28,cyclic_4_1,block_2_1,unroll_2,unroll_4,unroll_4,pipeline_1,13.25,0.7761597892999333,False
workload_1696.cpp,xczu7ev-ffvc1156-2-e,3.33,587.40637896,115,1,1,6,9,complete_2,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,4.25,1.0,True
workload_1697.cpp,xczu7ev-ffvc1156-2-e,3.33,64.66564296,83,1,1,12,16,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,7.5,1.0,True
workload_1698.cpp,xczu7ev-ffvc1156-2-e,3.33,64.7874477,62,1,1,7,10,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,4.75,1.0,True
workload_1699.cpp,xczu7ev-ffvc1156-2-e,3.33,64.70530992,462,1,1,45,51,cyclic_4_1,complete_1,unroll_4,unroll_4,unroll_4,pipeline_1,24.5,0.5301739756988034,False
workload_1700.cpp,xczu7ev-ffvc1156-2-e,3.33,587.40637896,110,1,1,6,9,complete_2,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_2,4.25,1.0,True
workload_1701.cpp,xczu7ev-ffvc1156-2-e,3.33,591.1552197000001,122,1,1,5,9,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_2,4.0,1.0,True
workload_1702.cpp,xczu7ev-ffvc1156-2-e,3.33,64.67164029,171,1,1,24,29,cyclic_2_1,cyclic_2_1,unroll,unroll_2,unroll_2,pipeline_1,13.75,0.7640961648581852,False
workload_1703.cpp,xczu7ev-ffvc1156-2-e,3.33,587.41237629,256,1,2,10,15,complete_2,complete_1,unroll,unroll_2,unroll_2,unroll_2,7.0,0.23714634966947493,False
workload_1704.cpp,xczu7ev-ffvc1156-2-e,3.33,591.1552197000001,118,1,1,5,9,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,unroll_2,4.0,1.0,True
workload_1705.cpp,xczu7ev-ffvc1156-2-e,3.33,587.40695838,120,1,1,6,10,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_2,4.5,0.26656945469934695,False
workload_1706.cpp,xczu7ev-ffvc1156-2-e,3.33,64.7874477,57,1,1,7,10,complete_2,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,4.75,1.0,True
workload_1707.cpp,xczu7ev-ffvc1156-2-e,3.33,62.6435271,170,1,1,27,40,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,17.25,1.0,True
workload_1708.cpp,xczu7ev-ffvc1156-2-e,3.33,62.65745316,497,1,1,54,76,cyclic_4_1,block_2_1,unroll_4,unroll_2,unroll_8,pipeline_1,33.0,0.3838768494413176,False
workload_1709.cpp,xczu7ev-ffvc1156-2-e,3.33,657.21508038,1172,1,1,30,55,complete_2,block_2_1,unroll_4,unroll_2,unroll_8,unroll_2,21.75,0.100548377162632,False
workload_1710.cpp,xczu7ev-ffvc1156-2-e,3.33,64.7408277,85,1,1,12,16,complete_2,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,7.5,0.9247235809288448,False
workload_1715.cpp,xczu7ev-ffvc1156-2-e,3.33,64.7874477,58,1,1,7,10,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,4.75,1.0,True
workload_1716.cpp,xczu7ev-ffvc1156-2-e,3.33,64.66622238000001,90,1,1,12,17,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,7.75,0.9180979993044964,False
workload_1717.cpp,xczu7ev-ffvc1156-2-e,3.33,587.40695838,114,1,1,6,10,cyclic_4_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,4.5,0.26656945469934695,False
workload_1718.cpp,xczu7ev-ffvc1156-2-e,3.33,587.40695838,114,1,1,6,10,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_2,4.5,0.26656945469934695,False
workload_1719.cpp,xczu7ev-ffvc1156-2-e,3.33,94.6988397,56,1,1,7,9,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline,4.5,1.0,True
workload_1720.cpp,xczu7ev-ffvc1156-2-e,3.33,337.5424197,171,1,1,8,13,complete_2,complete_1,unroll_2,unroll_2,unroll_4,unroll_4,5.75,0.5197792112177781,False
workload_1721.cpp,xczu7ev-ffvc1156-2-e,3.33,594.8568477,70,1,1,4,7,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_2,3.25,1.0,True
workload_1722.cpp,xczu7ev-ffvc1156-2-e,3.33,94.60500696,162,1,1,22,23,complete_2,block_2_1,unroll_4,unroll_2,unroll_4,pipeline,11.75,0.7554048017112434,False
workload_1723.cpp,xczu7ev-ffvc1156-2-e,3.33,594.8568477,68,1,1,4,7,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,unroll_2,3.25,1.0,True
workload_1724.cpp,xczu7ev-ffvc1156-2-e,3.33,94.57703496,82,1,1,12,14,block_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,7.0,0.8619485984813872,False
workload_1725.cpp,xczu7ev-ffvc1156-2-e,3.33,62.6435271,173,1,1,27,40,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_8,pipeline_1,17.25,1.0,True
workload_1726.cpp,xczu7ev-ffvc1156-2-e,3.33,591.1552197000001,115,1,1,5,9,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,4.0,1.0,True
workload_1727.cpp,xczu7ev-ffvc1156-2-e,3.33,94.6988397,55,1,1,7,9,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline,4.5,1.0,True
workload_1728.cpp,xczu7ev-ffvc1156-2-e,3.33,64.66622238000001,87,1,1,12,16,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,7.5,0.9248624872038876,False
workload_1729.cpp,xczu7ev-ffvc1156-2-e,3.33,64.66622238000001,93,1,1,12,17,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,7.75,0.9180979993044964,False
workload_1730.cpp,xczu7ev-ffvc1156-2-e,3.33,64.66564296,83,1,1,12,16,complete_2,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,7.5,1.0,True
workload_1731.cpp,xczu7ev-ffvc1156-2-e,3.33,64.7874477,58,1,1,7,10,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,4.75,1.0,True
workload_1732.cpp,xczu7ev-ffvc1156-2-e,3.33,94.6522197,85,1,1,12,14,complete_2,complete_1,unroll_2,unroll_2,unroll_4,pipeline,7.0,0.861722196273859,False
workload_1733.cpp,xczu7ev-ffvc1156-2-e,3.33,337.5424197,188,1,1,8,13,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_4,5.75,0.5197792112177781,False
workload_1734.cpp,xczu7ev-ffvc1156-2-e,3.33,339.8547717,89,1,1,6,10,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,unroll_4,4.5,0.5412480408511021,False
workload_1735.cpp,xczu7ev-ffvc1156-2-e,3.33,64.7874477,60,1,1,7,10,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,4.75,1.0,True
workload_1736.cpp,xczu7ev-ffvc1156-2-e,3.33,587.43493038,260,1,1,9,14,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_4,unroll_2,6.25,0.2458558943677236,False
workload_1737.cpp,xczu7ev-ffvc1156-2-e,3.33,649.74607686,304,1,1,14,28,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_2,11.0,0.14955599836491934,False
workload_1738.cpp,xczu7ev-ffvc1156-2-e,3.33,94.57703496,81,1,1,12,14,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline,7.0,0.8619485984813872,False
workload_1739.cpp,xczu7ev-ffvc1156-2-e,3.33,94.6522197,86,1,1,12,14,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline,7.0,0.861722196273859,False
workload_1740.cpp,xczu7ev-ffvc1156-2-e,3.33,62.65687374,452,1,1,54,76,cyclic_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_8,pipeline_1,33.0,0.3838774803609979,False
workload_1741.cpp,xczu7ev-ffvc1156-2-e,3.33,62.65687374,472,1,1,54,76,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_8,pipeline_1,33.0,0.3838774803609979,False
workload_1744.cpp,xczu7ev-ffvc1156-2-e,3.33,649.74607686,285,1,1,14,28,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,unroll_2,11.0,0.14955599836491934,False
workload_1745.cpp,xczu7ev-ffvc1156-2-e,3.33,64.79685162,82,1,1,12,17,complete_2,cyclic_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,7.75,0.9178556131606106,False
workload_1746.cpp,xczu7ev-ffvc1156-2-e,3.33,64.66622238000001,92,1,1,12,17,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,7.75,0.9180979993044964,False
workload_1747.cpp,xczu7ev-ffvc1156-2-e,3.33,587.40637896,109,1,1,6,9,cyclic_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_2,4.25,1.0,True
workload_1748.cpp,xczu7ev-ffvc1156-2-e,3.33,64.7874477,62,1,1,7,10,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,4.75,1.0,True
workload_1749.cpp,xczu7ev-ffvc1156-2-e,3.33,335.65837896,166,1,2,8,13,complete_2,block_2_1,unroll_4,unroll_2,unroll_2,unroll_4,6.0,0.5172561471913589,False
workload_1750.cpp,xczu7ev-ffvc1156-2-e,3.33,64.66564296,84,1,1,12,16,cyclic_2_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,7.5,1.0,True
workload_1751.cpp,xczu7ev-ffvc1156-2-e,3.33,591.1552197000001,119,1,1,5,9,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,unroll_2,4.0,1.0,True
workload_1752.cpp,xczu7ev-ffvc1156-2-e,3.33,591.1552197000001,124,1,1,5,9,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,unroll_2,4.0,1.0,True
workload_1753.cpp,xczu7ev-ffvc1156-2-e,3.33,649.74607686,312,1,1,14,28,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_8,unroll_2,11.0,0.14955599836491934,False
workload_1754.cpp,xczu7ev-ffvc1156-2-e,3.33,335.65837896,186,1,2,8,13,complete_2,complete_1,unroll_4,unroll_2,unroll_2,unroll_4,6.0,0.5172561471913589,False
workload_1755.cpp,xczu7ev-ffvc1156-2-e,3.33,64.7874477,60,1,1,7,10,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,4.75,1.0,True
workload_1756.cpp,xczu7ev-ffvc1156-2-e,3.33,62.6435271,160,1,1,27,40,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,17.25,1.0,True
workload_1757.cpp,xczu7ev-ffvc1156-2-e,3.33,591.1552197000001,110,1,1,5,9,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,4.0,1.0,True
workload_1758.cpp,xczu7ev-ffvc1156-2-e,3.33,94.6988397,53,1,1,7,9,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline,4.5,1.0,True
workload_1759.cpp,xczu7ev-ffvc1156-2-e,3.33,339.8547717,91,1,1,6,10,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_4,4.5,0.5412480408511021,False
workload_1760.cpp,xczu7ev-ffvc1156-2-e,3.33,62.6435271,169,1,1,27,40,complete_2,complete_1,unroll_2,unroll_2,unroll_8,pipeline_1,17.25,1.0,True
workload_1761.cpp,xczu7ev-ffvc1156-2-e,3.33,64.7408277,88,1,1,12,16,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,7.5,0.9247235809288448,False
workload_1762.cpp,xczu7ev-ffvc1156-2-e,3.33,587.40695838,115,1,1,6,10,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_2,4.5,0.26656945469934695,False
workload_1763.cpp,xczu7ev-ffvc1156-2-e,3.33,587.40695838,115,1,1,6,10,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,4.5,0.26656945469934695,False
workload_1764.cpp,xczu7ev-ffvc1156-2-e,3.33,591.1552197000001,114,1,1,5,9,complete_2,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,4.0,1.0,True
workload_1765.cpp,xczu7ev-ffvc1156-2-e,3.33,64.79685162,89,1,1,12,17,complete_2,complete_1,unroll_2,unroll_4,unroll_2,pipeline_1,7.75,0.9178556131606106,False
workload_1766.cpp,xczu7ev-ffvc1156-2-e,3.33,657.2156598,1114,1,1,30,55,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_8,unroll_2,21.75,0.10054834390039469,False
