Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,OuterLoop_1,InnerLoop_1_1,Area,Weight,is_pareto
Stencil2D_0.cpp,xczu7ev-ffvc1156-2-e,10.0,270.77249,82,2,1,1,3,cyclic_32_1,block_8_1,unroll_2,unroll_8,1.75,0.10839643231979286,False
Stencil2D_1.cpp,xczu7ev-ffvc1156-2-e,10.0,10.10388,82,2,1,1,2,block_128_1,cyclic_16_1,unroll_8,pipeline,1.5,0.9865756420754658,False
Stencil2D_2.cpp,xczu7ev-ffvc1156-2-e,10.0,139.78121,39,5,1,1,1,block_128_1,block_32_1,unroll_2,unroll_2,2.0,0.37229678474858763,False
Stencil2D_3.cpp,xczu7ev-ffvc1156-2-e,10.0,158.62775,52,2,1,1,3,block_64_1,block_16_1,unroll_2,unroll_8,1.75,0.3117787398257238,False
Stencil2D_4.cpp,xczu7ev-ffvc1156-2-e,10.0,10.09499,88,1,1,3,14,block_4_1,cyclic_32_1,unroll_32,pipeline_1,4.75,0.8976226357679001,False
Stencil2D_5.cpp,xczu7ev-ffvc1156-2-e,10.0,10.76106,99,1,1,6,17,block_2_1,cyclic_32_1,unroll_32,pipeline,6.25,0.8581989793721204,False
Stencil2D_6.cpp,xczu7ev-ffvc1156-2-e,10.0,10.29124,39,1,1,1,1,block_64_1,block_4_1,unroll_2,pipeline,1.0,0.999042733027439,False
Stencil2D_7.cpp,xczu7ev-ffvc1156-2-e,10.0,5.25359,419,11,8,18,54,block_32_1,block_4_1,pipeline,unroll_4,22.75,0.492313912009526,False
Stencil2D_8.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12797,431,1,30,28,72,block_64_1,cyclic_128_1,pipeline_1,pipeline_1,32.75,0.21771982623368122,False
Stencil2D_9.cpp,xczu7ev-ffvc1156-2-e,10.0,37.55056,46,1,1,2,4,block_2_1,cyclic_64_1,unroll_2,unroll_8,2.0,0.8323301005989784,False
Stencil2D_10.cpp,xczu7ev-ffvc1156-2-e,10.0,5.23422,400,1,15,21,59,block_2_1,cyclic_64_1,pipeline,unroll_64,24.0,0.4492172299435363,False
Stencil2D_11.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13491,401,1,1,8,43,cyclic_2_1,block_64_1,pipeline,unroll_16,13.25,0.7005632242327658,False
Stencil2D_15.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13114,403,1,15,20,58,cyclic_4_1,cyclic_64_1,pipeline,unroll_2,23.5,0.46615074731564166,False
Stencil2D_16.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13502,407,2,15,19,58,cyclic_32_1,cyclic_64_1,pipeline_1,unroll_4,23.5,0.46615093989930567,False
Stencil2D_17.cpp,xczu7ev-ffvc1156-2-e,10.0,10.14444,41,1,1,1,4,cyclic_32_1,cyclic_64_1,unroll_4,pipeline_1,1.75,0.978602813050821,False
Stencil2D_18.cpp,xczu7ev-ffvc1156-2-e,10.0,72.3682,161,2,35,13,24,block_4_1,cyclic_8_1,unroll_32,unroll_4,18.5,0.42490213462665716,False
Stencil2D_19.cpp,xczu7ev-ffvc1156-2-e,10.0,20.63934,43,3,1,1,2,cyclic_8_1,cyclic_16_1,unroll_2,unroll_16,1.75,0.9294163814154971,False
Stencil2D_20.cpp,xczu7ev-ffvc1156-2-e,10.0,10.17001,40,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_2,pipeline_1,1.0,0.9997986663689175,False
Stencil2D_21.cpp,xczu7ev-ffvc1156-2-e,10.0,10.76325,54,1,1,3,7,block_2_1,cyclic_4_1,unroll_8,pipeline_1,3.0,0.9404998046827067,False
Stencil2D_22.cpp,xczu7ev-ffvc1156-2-e,10.0,9.90298,105,2,1,6,18,cyclic_8_1,block_8_1,unroll_64,pipeline_1,6.75,0.8483630281960538,False
Stencil2D_25.cpp,xczu7ev-ffvc1156-2-e,10.0,5.36985,419,5,4,14,49,block_16_1,block_2_1,pipeline,unroll_2,18.0,0.600359993184413,False
Stencil2D_26.cpp,xczu7ev-ffvc1156-2-e,10.0,8.9856,267,1,1,5,45,cyclic_64_1,cyclic_4_1,unroll_16,unroll_64,13.0,0.6965358343494811,False
Stencil2D_28.cpp,xczu7ev-ffvc1156-2-e,10.0,140.04023,61,1,1,2,4,block_64_1,cyclic_128_1,unroll_4,unroll_2,2.0,0.37141004637014186,False
Stencil2D_29.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12583,362,5,15,20,57,cyclic_64_1,cyclic_16_1,pipeline_1,unroll_64,24.25,0.44089404906972307,False
Stencil2D_30.cpp,xczu7ev-ffvc1156-2-e,10.0,9.90738,619,2,1,9,42,cyclic_64_1,block_16_1,unroll_64,pipeline_1,13.5,0.6833420374303919,False
Stencil2D_31.cpp,xczu7ev-ffvc1156-2-e,10.0,149.40668,60,1,1,1,6,cyclic_64_1,cyclic_4_1,unroll_8,unroll_4,2.25,0.33993841803321384,False
Stencil2D_32.cpp,xczu7ev-ffvc1156-2-e,10.0,10.23577,54,3,1,1,6,block_8_1,cyclic_16_1,unroll_16,pipeline_1,2.75,0.9490982941410764,False
Stencil2D_35.cpp,xczu7ev-ffvc1156-2-e,10.0,5.793,417,1,1,15,49,cyclic_4_1,block_2_1,pipeline,pipeline_1,16.5,0.6298717917310234,False
Stencil2D_36.cpp,xczu7ev-ffvc1156-2-e,10.0,10.0964,45,1,1,1,3,cyclic_2_1,cyclic_8_1,unroll_16,pipeline_1,1.5,0.9865985949929857,False
Stencil2D_37.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12863,380,3,7,15,51,cyclic_32_1,cyclic_2_1,pipeline,unroll_64,19.0,0.5810650215545216,False
Stencil2D_39.cpp,xczu7ev-ffvc1156-2-e,10.0,71.83634,119,1,15,12,24,block_4_1,block_64_1,unroll_64,unroll_4,13.0,0.5110756148986887,False
Stencil2D_40.cpp,xczu7ev-ffvc1156-2-e,10.0,10.22109,65,1,1,3,8,block_4_1,block_4_1,unroll_32,pipeline,3.25,0.9356610963182512,False
Stencil2D_41.cpp,xczu7ev-ffvc1156-2-e,10.0,10.76106,110,1,14,7,18,block_4_1,cyclic_32_1,unroll_32,pipeline,10.0,0.7641259094717125,False
Stencil2D_42.cpp,xczu7ev-ffvc1156-2-e,10.0,10.14819,40,3,1,1,1,block_4_1,cyclic_16_1,unroll_4,pipeline_1,1.5,0.9864388554905392,False
Stencil2D_43.cpp,xczu7ev-ffvc1156-2-e,10.0,76.59718,45,1,1,1,4,cyclic_8_1,cyclic_64_1,unroll_2,unroll_16,1.75,0.6322454008433018,False
Stencil2D_44.cpp,xczu7ev-ffvc1156-2-e,10.0,9.77051,315,1,1,7,35,cyclic_4_1,cyclic_64_1,unroll_64,pipeline_1,11.0,0.7421143586852504,False
Stencil2D_45.cpp,xczu7ev-ffvc1156-2-e,10.0,5.36985,380,5,4,14,49,block_16_1,block_2_1,pipeline,pipeline_1,18.0,0.600359993184413,False
Stencil2D_46.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13239,370,1,15,20,59,cyclic_2_1,cyclic_64_1,pipeline,unroll_16,23.75,0.4576317475982208,False
Stencil2D_47.cpp,xczu7ev-ffvc1156-2-e,10.0,155.32305,103,7,1,1,9,block_32_1,cyclic_16_1,unroll_16,unroll_2,4.5,0.3150682254087097,False
Stencil2D_48.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13049,406,10,7,17,52,block_64_1,block_32_1,pipeline_1,unroll_2,21.5,0.5332157610467538,False
Stencil2D_49.cpp,xczu7ev-ffvc1156-2-e,10.0,5.793,416,5,4,18,52,block_16_1,block_2_1,pipeline,unroll_32,19.75,0.5650018888776606,False
Stencil2D_50.cpp,xczu7ev-ffvc1156-2-e,10.0,10.16514,40,1,1,1,2,block_64_1,cyclic_32_1,unroll_2,pipeline_1,1.25,0.9930707915642857,False
Stencil2D_51.cpp,xczu7ev-ffvc1156-2-e,10.0,72.36804,304,2,63,20,32,block_4_1,cyclic_8_1,unroll_32,unroll_4,29.25,0.24621386587772923,False
Stencil2D_53.cpp,xczu7ev-ffvc1156-2-e,10.0,9.90251,177,2,1,7,19,cyclic_2_1,block_16_1,unroll_64,pipeline_1,7.25,0.8361598444996112,False
Stencil2D_54.cpp,xczu7ev-ffvc1156-2-e,10.0,149.66772,117,1,1,3,12,cyclic_64_1,cyclic_4_1,unroll_16,unroll_8,4.25,0.3331607599838298,False
Stencil2D_55.cpp,xczu7ev-ffvc1156-2-e,10.0,10.10763,54,1,1,2,8,cyclic_32_1,cyclic_64_1,unroll_8,pipeline_1,3.0,0.9425060528242167,False
Stencil2D_56.cpp,xczu7ev-ffvc1156-2-e,10.0,207.48918,562,1,1,51,84,block_2_1,cyclic_2_1,unroll_8,unroll_32,34.25,0.10000000000000003,False
Stencil2D_57.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13988,407,2,7,15,52,cyclic_32_1,block_64_1,pipeline_1,unroll_4,19.0,0.5810401971961072,False
Stencil2D_58.cpp,xczu7ev-ffvc1156-2-e,10.0,9.77988,93,1,1,6,14,cyclic_4_1,block_4_1,unroll_64,pipeline_1,5.5,0.8796677016281329,False
Stencil2D_60.cpp,xczu7ev-ffvc1156-2-e,10.0,36.99151,46,2,2,1,4,block_64_1,block_8_1,unroll_2,unroll_16,2.25,0.8322540261324807,False
Stencil2D_61.cpp,xczu7ev-ffvc1156-2-e,10.0,10.16843,43,1,1,2,3,block_128_1,cyclic_128_1,unroll_2,pipeline_1,1.75,0.9785298810633172,False
Stencil2D_62.cpp,xczu7ev-ffvc1156-2-e,10.0,38.55913,307,3,30,23,56,cyclic_8_1,block_8_1,unroll_64,unroll_8,28.0,0.3108797931057348,False
Stencil2D_63.cpp,xczu7ev-ffvc1156-2-e,10.0,5.25297,403,1,1,13,45,block_64_1,block_4_1,pipeline,unroll_4,15.0,0.6625150580510063,False
Stencil2D_64.cpp,xczu7ev-ffvc1156-2-e,10.0,37.48558,43,3,1,1,2,block_2_1,cyclic_16_1,unroll_2,unroll_8,1.75,0.8350066065223769,False
Stencil2D_65.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12674,397,1,15,21,58,cyclic_4_1,cyclic_64_1,pipeline,unroll_8,23.75,0.45763146994225334,False
Stencil2D_66.cpp,xczu7ev-ffvc1156-2-e,10.0,70.0401,36,1,1,1,1,block_64_1,block_64_1,unroll_4,unroll_2,1.0,0.6651370492400739,False
Stencil2D_67.cpp,xczu7ev-ffvc1156-2-e,10.0,37.6007,51,1,1,2,8,block_2_1,cyclic_64_1,unroll_4,unroll_8,3.0,0.818831886685618,False
Stencil2D_70.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12567,401,7,5,16,50,cyclic_16_1,block_8_1,pipeline,unroll_2,19.5,0.5713026777108876,False
Stencil2D_71.cpp,xczu7ev-ffvc1156-2-e,10.0,5.24735,405,7,6,16,50,block_8_1,cyclic_16_1,pipeline,pipeline_1,19.75,0.5661909212737701,False
Stencil2D_73.cpp,xczu7ev-ffvc1156-2-e,10.0,10.1471,106,8,1,1,8,block_32_1,cyclic_4_1,unroll_4,pipeline_1,4.5,0.9038072041343868,False
Stencil2D_74.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13241,357,3,7,16,51,cyclic_32_1,cyclic_2_1,pipeline,unroll_64,19.25,0.5761598204642685,False
Stencil2D_76.cpp,xczu7ev-ffvc1156-2-e,10.0,10.14067,47,1,1,1,4,cyclic_32_1,cyclic_64_1,unroll_4,pipeline_1,1.75,0.9786142495508486,False
Stencil2D_79.cpp,xczu7ev-ffvc1156-2-e,10.0,5.79253,579,1,1,23,62,cyclic_4_1,block_2_1,pipeline,pipeline_1,21.75,0.527182287590518,False
Stencil2D_80.cpp,xczu7ev-ffvc1156-2-e,10.0,70.04008,36,1,1,1,1,block_64_1,block_64_1,unroll_4,unroll_2,1.0,0.6651371480951263,False
Stencil2D_81.cpp,xczu7ev-ffvc1156-2-e,10.0,10.10763,48,2,1,1,5,cyclic_32_1,cyclic_32_1,unroll_8,pipeline_1,2.25,0.963117323623014,False
Stencil2D_82.cpp,xczu7ev-ffvc1156-2-e,10.0,151.2901,48,1,1,1,3,cyclic_32_1,cyclic_64_1,unroll_4,unroll_2,1.5,0.3347066195861401,False
Stencil2D_83.cpp,xczu7ev-ffvc1156-2-e,10.0,10.10577,44,1,1,1,3,cyclic_4_1,cyclic_4_1,unroll_16,pipeline_1,1.5,0.9865698361606673,False
Stencil2D_84.cpp,xczu7ev-ffvc1156-2-e,10.0,5.2386,369,1,15,21,59,block_2_1,cyclic_64_1,pipeline,unroll_64,24.0,0.44921738931787414,False
Stencil2D_85.cpp,xczu7ev-ffvc1156-2-e,10.0,5.1352,393,7,7,13,51,cyclic_32_1,cyclic_16_1,pipeline_1,unroll_16,19.5,0.5712818449400515,False
Stencil2D_86.cpp,xczu7ev-ffvc1156-2-e,10.0,10.17001,38,1,1,1,1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline_1,1.0,0.9997986663689175,False
Stencil2D_87.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12863,393,3,7,15,51,cyclic_32_1,cyclic_2_1,pipeline,pipeline_1,19.0,0.5810650215545216,False
Stencil2D_88.cpp,xczu7ev-ffvc1156-2-e,10.0,5.25359,370,11,8,18,54,block_32_1,block_4_1,pipeline,pipeline_1,22.75,0.492313912009526,False
Stencil2D_89.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13988,414,1,15,21,58,cyclic_64_1,block_64_1,pipeline_1,unroll_4,23.75,0.45763210957012657,False
Stencil2D_90.cpp,xczu7ev-ffvc1156-2-e,10.0,10.17595,39,2,1,1,1,block_128_1,cyclic_16_1,unroll_2,pipeline,1.25,0.9930367007037839,False
Stencil2D_91.cpp,xczu7ev-ffvc1156-2-e,10.0,146.01808,41,1,1,1,2,cyclic_8_1,cyclic_64_1,unroll_2,unroll_4,1.25,0.3519281174942135,False
Stencil2D_92.cpp,xczu7ev-ffvc1156-2-e,10.0,134.91244,41,2,1,1,1,block_128_1,block_8_1,unroll_2,unroll_2,1.25,0.3899056710917528,False
Stencil2D_93.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13047,407,1,15,20,59,block_64_1,cyclic_64_1,pipeline,unroll_4,23.75,0.45763165368868686,False
Stencil2D_94.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13114,361,1,15,20,58,cyclic_4_1,cyclic_64_1,pipeline,unroll_16,23.5,0.46615074731564166,False
Stencil2D_95.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12583,403,5,15,20,57,cyclic_64_1,cyclic_16_1,pipeline_1,unroll_64,24.25,0.44089404906972307,False
Stencil2D_96.cpp,xczu7ev-ffvc1156-2-e,10.0,282.28756,279,2,21,11,23,cyclic_8_1,block_8_1,unroll_64,unroll_2,14.25,0.10006369857085728,False
Stencil2D_97.cpp,xczu7ev-ffvc1156-2-e,10.0,5.25235,399,5,9,18,53,block_8_1,cyclic_32_1,pipeline,unroll_64,21.25,0.5376302636270093,False
Stencil2D_98.cpp,xczu7ev-ffvc1156-2-e,10.0,37.82837,51,1,1,1,5,cyclic_2_1,cyclic_8_1,unroll_16,unroll_4,2.0,0.8308127482010635,False
Stencil2D_99.cpp,xczu7ev-ffvc1156-2-e,10.0,10.09499,124,1,1,4,20,block_4_1,cyclic_64_1,unroll_32,pipeline_1,6.5,0.853956302217386,False
Stencil2D_100.cpp,xczu7ev-ffvc1156-2-e,10.0,10.10388,43,3,1,1,3,block_4_1,cyclic_16_1,unroll_8,pipeline_1,2.0,0.9709095849040772,False
Stencil2D_101.cpp,xczu7ev-ffvc1156-2-e,10.0,9.77251,376,10,1,6,23,cyclic_2_1,block_32_1,unroll_64,pipeline_1,10.0,0.7667736424722291,False
Stencil2D_102.cpp,xczu7ev-ffvc1156-2-e,10.0,5.793,420,5,4,17,52,cyclic_16_1,block_2_1,pipeline,pipeline_1,19.5,0.5698418953187359,False
Stencil2D_103.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13049,409,5,4,14,48,block_64_1,block_16_1,pipeline_1,unroll_2,17.75,0.6059199270790009,False
Stencil2D_104.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13049,411,10,7,17,52,block_64_1,block_32_1,pipeline_1,unroll_2,21.5,0.5332157610467538,False
Stencil2D_105.cpp,xczu7ev-ffvc1156-2-e,10.0,9.90738,566,2,1,9,42,cyclic_64_1,block_16_1,unroll_64,pipeline,13.5,0.6833420374303919,False
Stencil2D_106.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13114,407,1,30,27,72,cyclic_4_1,cyclic_128_1,pipeline,unroll_8,32.5,0.22262929650280094,False
Stencil2D_107.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12797,378,1,30,28,72,block_128_1,cyclic_128_1,pipeline_1,pipeline_1,32.75,0.21771982623368122,False
Stencil2D_108.cpp,xczu7ev-ffvc1156-2-e,10.0,9.77113,332,1,1,7,34,cyclic_4_1,cyclic_64_1,unroll_64,pipeline_1,10.75,0.7482353102430368,False
Stencil2D_109.cpp,xczu7ev-ffvc1156-2-e,10.0,217.25056,39,1,1,1,2,block_4_1,cyclic_64_1,unroll_2,unroll_2,1.25,0.171700229439386,False
Stencil2D_110.cpp,xczu7ev-ffvc1156-2-e,10.0,10.10388,47,7,1,1,4,block_32_1,cyclic_16_1,unroll_8,pipeline,3.25,0.9360138291445194,False
Stencil2D_111.cpp,xczu7ev-ffvc1156-2-e,10.0,5.79502,644,1,1,21,60,block_128_1,block_2_1,pipeline,pipeline_1,20.75,0.5458870900377492,False
Stencil2D_112.cpp,xczu7ev-ffvc1156-2-e,10.0,5.25174,401,7,6,16,50,block_8_1,cyclic_16_1,pipeline,pipeline_1,19.75,0.5661813653986935,False
Stencil2D_113.cpp,xczu7ev-ffvc1156-2-e,10.0,147.27496,39,3,1,1,1,cyclic_32_1,cyclic_16_1,unroll_2,unroll_4,1.5,0.3476672533397893,False
Stencil2D_115.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12645,369,5,30,28,70,cyclic_128_1,cyclic_16_1,pipeline_1,unroll_64,33.25,0.20820184364233346,False
Stencil2D_116.cpp,xczu7ev-ffvc1156-2-e,10.0,5.78626,422,7,19,19,56,cyclic_16_1,block_8_1,pipeline,unroll_4,25.25,0.4086358794509243,False
Stencil2D_117.cpp,xczu7ev-ffvc1156-2-e,10.0,9.77491,85,1,1,6,14,cyclic_4_1,block_4_1,unroll_64,pipeline_1,5.5,0.8796819946080122,False
Stencil2D_118.cpp,xczu7ev-ffvc1156-2-e,10.0,5.79751,590,1,1,24,62,cyclic_4_1,block_2_1,pipeline,pipeline_1,22.0,0.5191854600189398,False
Stencil2D_119.cpp,xczu7ev-ffvc1156-2-e,10.0,10.17033,41,1,1,2,4,block_128_1,cyclic_128_1,unroll_2,pipeline_1,2.0,0.9707090703751988,False
Stencil2D_120.cpp,xczu7ev-ffvc1156-2-e,10.0,10.16514,42,1,1,1,3,block_64_1,cyclic_64_1,unroll_2,pipeline_1,1.5,0.9863861600514773,False
Stencil2D_121.cpp,xczu7ev-ffvc1156-2-e,10.0,81.14734,49,3,1,1,6,cyclic_32_1,cyclic_16_1,unroll_4,unroll_16,2.75,0.605845973102929,False
Stencil2D_122.cpp,xczu7ev-ffvc1156-2-e,10.0,8.91704,132,1,1,3,23,cyclic_64_1,cyclic_4_1,unroll_8,unroll_64,7.0,0.8450039611401351,False
Stencil2D_123.cpp,xczu7ev-ffvc1156-2-e,10.0,10.0964,114,1,1,3,18,cyclic_2_1,cyclic_128_1,unroll_16,pipeline_1,5.75,0.8725158691228203,False
Stencil2D_124.cpp,xczu7ev-ffvc1156-2-e,10.0,10.10577,54,1,1,2,6,cyclic_32_1,cyclic_2_1,unroll_16,pipeline_1,2.5,0.9564917982783437,False
Stencil2D_125.cpp,xczu7ev-ffvc1156-2-e,10.0,10.17095,36,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_2,pipeline_1,1.0,0.9997928037483822,False
Stencil2D_126.cpp,xczu7ev-ffvc1156-2-e,10.0,5.1236,415,2,30,28,70,cyclic_8_1,cyclic_128_1,pipeline_1,pipeline_1,32.5,0.22262913697708625,False
Stencil2D_127.cpp,xczu7ev-ffvc1156-2-e,10.0,279.50499,40,3,1,1,1,cyclic_16_1,block_4_1,unroll_2,unroll_2,1.5,0.10397314604295697,False
Stencil2D_128.cpp,xczu7ev-ffvc1156-2-e,10.0,5.79174,429,6,18,18,53,block_4_1,block_16_1,pipeline_1,unroll_2,23.75,0.4576369532390234,False
Stencil2D_129.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13116,405,2,2,12,45,cyclic_4_1,block_4_1,pipeline_1,unroll_4,15.25,0.6575072559567763,False
Stencil2D_130.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12558,402,1,15,15,56,cyclic_64_1,cyclic_64_1,pipeline_1,unroll_64,21.75,0.5285789947817101,False
Stencil2D_131.cpp,xczu7ev-ffvc1156-2-e,10.0,9.77613,103,2,1,6,15,block_64_1,cyclic_16_1,unroll_64,pipeline,6.0,0.8672205671862441,False
Stencil2D_132.cpp,xczu7ev-ffvc1156-2-e,10.0,5.24705,366,10,8,17,52,block_16_1,cyclic_16_1,pipeline,pipeline_1,21.75,0.5283248443119345,False
Stencil2D_133.cpp,xczu7ev-ffvc1156-2-e,10.0,5.1277,398,5,15,20,57,cyclic_64_1,cyclic_16_1,pipeline_1,unroll_4,24.25,0.4408941377257346,False
Stencil2D_135.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13489,416,1,30,28,73,block_64_1,cyclic_128_1,pipeline,unroll_8,33.0,0.21291084513309452,False
Stencil2D_136.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13235,416,10,7,18,53,block_128_1,block_32_1,pipeline_1,unroll_2,22.0,0.5193701343667405,False
Stencil2D_137.cpp,xczu7ev-ffvc1156-2-e,10.0,9.77113,331,1,1,7,34,cyclic_2_1,cyclic_64_1,unroll_64,pipeline,10.75,0.7482353102430368,False
Stencil2D_138.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12672,408,2,2,10,46,block_128_1,cyclic_8_1,pipeline_1,pipeline_1,15.0,0.6628136280899639,False
Stencil2D_139.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12738,355,2,1,8,42,cyclic_4_1,cyclic_4_1,pipeline,pipeline_1,13.25,0.700581499403768,False
Stencil2D_140.cpp,xczu7ev-ffvc1156-2-e,10.0,10.09999,282,1,1,5,32,block_64_1,cyclic_128_1,unroll_32,pipeline_1,9.75,0.7721344138326448,False
Stencil2D_141.cpp,xczu7ev-ffvc1156-2-e,10.0,10.10026,51,10,1,1,5,cyclic_2_1,block_32_1,unroll_8,pipeline_1,4.25,0.9103083053135638,False
Stencil2D_142.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12583,400,5,15,20,57,cyclic_64_1,cyclic_16_1,pipeline_1,pipeline_1,24.25,0.44089404906972307,False
Stencil2D_143.cpp,xczu7ev-ffvc1156-2-e,10.0,10.8303,68,1,28,6,11,block_64_1,block_4_1,unroll_2,pipeline_1,11.5,0.7271971960727328,False
Stencil2D_144.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13239,397,5,4,11,46,cyclic_2_1,cyclic_16_1,pipeline,unroll_16,16.5,0.6313984483118603,False
Stencil2D_145.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13237,405,6,4,15,48,block_4_1,cyclic_16_1,pipeline_1,pipeline_1,18.25,0.5958972132726379,False
Stencil2D_146.cpp,xczu7ev-ffvc1156-2-e,10.0,5.79015,704,1,1,19,60,block_128_1,block_2_1,pipeline,pipeline_1,20.25,0.555402769704085,False
Stencil2D_147.cpp,xczu7ev-ffvc1156-2-e,10.0,10.1678,44,1,1,2,3,block_64_1,cyclic_128_1,unroll_2,pipeline,1.75,0.9785317997956756,False
Stencil2D_148.cpp,xczu7ev-ffvc1156-2-e,10.0,10.10388,44,3,1,1,2,cyclic_4_1,cyclic_16_1,unroll_8,pipeline_1,1.75,0.9787255021507402,False
Stencil2D_149.cpp,xczu7ev-ffvc1156-2-e,10.0,10.09609,60,1,1,3,7,cyclic_4_1,cyclic_8_1,unroll_32,pipeline_1,3.0,0.9425407137014669,False
Stencil2D_150.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13611,402,1,15,21,58,cyclic_4_1,cyclic_64_1,pipeline,unroll_4,23.75,0.45763192824615584,False
Stencil2D_151.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13988,418,1,30,28,72,cyclic_128_1,block_64_1,pipeline_1,unroll_64,32.75,0.21772006994252524,False
Stencil2D_152.cpp,xczu7ev-ffvc1156-2-e,10.0,5.25141,378,1,1,11,45,block_64_1,block_4_1,pipeline_1,pipeline_1,14.5,0.6731833842691545,False
Stencil2D_153.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12799,365,1,15,20,59,cyclic_2_1,cyclic_64_1,pipeline,unroll_8,23.75,0.45763153171182047,False
Stencil2D_154.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13,401,10,8,18,53,cyclic_2_1,block_32_1,pipeline,unroll_2,22.25,0.5102495658407176,False
Stencil2D_155.cpp,xczu7ev-ffvc1156-2-e,10.0,10.22577,49,1,1,1,4,block_4_1,cyclic_4_1,unroll_16,pipeline_1,1.75,0.9783544624624111,False
Stencil2D_156.cpp,xczu7ev-ffvc1156-2-e,10.0,9.77988,622,1,1,8,45,cyclic_32_1,cyclic_64_1,unroll_64,pipeline_1,13.75,0.6782632156067878,False
Stencil2D_157.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12645,393,5,30,28,70,cyclic_128_1,cyclic_16_1,pipeline_1,unroll_64,33.25,0.20820184364233346,False
Stencil2D_158.cpp,xczu7ev-ffvc1156-2-e,10.0,9.77491,295,1,1,7,34,cyclic_4_1,cyclic_64_1,unroll_64,pipeline_1,10.75,0.7482253778156416,False
Stencil2D_159.cpp,xczu7ev-ffvc1156-2-e,10.0,37.83274,51,1,1,1,5,cyclic_2_1,cyclic_8_1,unroll_16,unroll_4,2.0,0.8307888857614676,False
Stencil2D_160.cpp,xczu7ev-ffvc1156-2-e,10.0,10.09499,127,1,1,4,20,block_8_1,cyclic_64_1,unroll_32,pipeline_1,6.5,0.853956302217386,False
Stencil2D_161.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12531,374,2,7,16,52,block_64_1,cyclic_32_1,pipeline_1,pipeline_1,19.25,0.5761754141968773,False
Stencil2D_162.cpp,xczu7ev-ffvc1156-2-e,10.0,5.12861,392,3,2,9,45,cyclic_2_1,cyclic_8_1,pipeline,pipeline_1,14.75,0.6681301854272981,False
Stencil2D_163.cpp,xczu7ev-ffvc1156-2-e,10.0,10.16561,40,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_2,pipeline_1,1.0,0.9998261086764193,False
Stencil2D_164.cpp,xczu7ev-ffvc1156-2-e,10.0,5.25172,412,1,1,11,45,block_128_1,block_4_1,pipeline_1,pipeline,14.5,0.6731826450864562,False
Stencil2D_165.cpp,xczu7ev-ffvc1156-2-e,10.0,5.13491,400,1,1,8,43,cyclic_2_1,block_64_1,pipeline,pipeline,13.25,0.7005632242327658,False
Stencil2D_166.cpp,xczu7ev-ffvc1156-2-e,10.0,214.91169,141,2,4,3,10,block_64_1,block_16_1,unroll_32,unroll_2,4.75,0.17224684123399214,False
Stencil2D_167.cpp,xczu7ev-ffvc1156-2-e,10.0,21.14753,146,3,1,3,24,cyclic_4_1,cyclic_16_1,unroll_32,unroll_16,7.75,0.7897705119101718,False
