Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
workload_2637.cpp,xczu7ev-ffvc1156-2-e,3.33,43.349293980000006,1372,24,1,13,47,block_256_1,block_256_1,cyclic_4_1,unroll_2,pipeline_1,unroll_64,21.25,0.7176766753765123,False
workload_2638.cpp,xczu7ev-ffvc1156-2-e,3.33,43.56753219,1530,26,2,16,47,block_1024_1,block_512_1,cyclic_2_1,unroll_2,pipeline,pipeline,22.75,0.6876305030046477,False
workload_2640.cpp,xczu7ev-ffvc1156-2-e,3.33,134.38882998,139,24,1,4,18,block_256_1,block_256_1,cyclic_2_1,unroll_2,unroll_2,unroll_64,11.75,0.7973019864701433,False
workload_2641.cpp,xczu7ev-ffvc1156-2-e,3.33,98.42355459,42,25,1,2,6,block_1024_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_4,8.5,0.9851752558969886,False
workload_2642.cpp,xczu7ev-ffvc1156-2-e,3.33,4.8666951,2136,24,1,34,76,block_2_1,block_256_1,cyclic_2_1,unroll_2,pipeline,pipeline_1,33.75,0.5242929938369928,False
workload_2643.cpp,xczu7ev-ffvc1156-2-e,3.33,116.25562134,38,24,1,1,4,block_512_1,block_256_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,7.5,0.9464916767051084,False
workload_2644.cpp,xczu7ev-ffvc1156-2-e,3.33,4.86706473,2338,24,1,34,75,block_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,33.5,0.5272269759779857,False
workload_2646.cpp,xczu7ev-ffvc1156-2-e,3.33,43.34921073,1264,24,1,14,45,block_512_1,block_256_1,complete_1,unroll_2,pipeline,pipeline,21.0,0.7226618942540248,False
workload_2647.cpp,xczu7ev-ffvc1156-2-e,3.33,43.34921073,1420,24,1,14,45,block_512_1,block_256_1,complete_1,unroll_2,pipeline_1,unroll_2,21.0,0.7226618942540248,False
workload_2648.cpp,xczu7ev-ffvc1156-2-e,3.33,43.56753219,1381,33,1,14,43,cyclic_2_1,block_2_1,cyclic_2_1,unroll_2,pipeline,pipeline_1,22.75,0.6876305030046477,False
workload_2650.cpp,xczu7ev-ffvc1156-2-e,3.33,4.8666951,2140,24,1,34,76,block_2_1,block_256_1,cyclic_4_1,unroll_2,pipeline,unroll_16,33.75,0.5242929938369928,False
workload_2651.cpp,xczu7ev-ffvc1156-2-e,3.33,101.08669878,37,24,1,2,5,block_256_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,8.0,0.988105856180893,False
workload_2652.cpp,xczu7ev-ffvc1156-2-e,3.33,43.34966361,1240,29,1,14,44,block_512_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_8,22.0,0.7027413167126672,False
workload_2653.cpp,xczu7ev-ffvc1156-2-e,3.33,43.34921073,1445,25,1,16,48,block_512_1,block_512_1,complete_1,unroll_2,pipeline,unroll_8,22.5,0.6928106302941146,False
workload_2654.cpp,xczu7ev-ffvc1156-2-e,3.33,136.10649393,53,24,1,2,7,block_256_1,block_256_1,complete_1,unroll_2,unroll_2,unroll_16,8.5,0.8657370770556815,False
workload_2655.cpp,xczu7ev-ffvc1156-2-e,3.33,43.349293980000006,1321,24,1,13,47,block_256_1,block_256_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,21.25,0.7176766753765123,False
workload_2656.cpp,xczu7ev-ffvc1156-2-e,3.33,130.44077865,35,24,1,1,4,block_512_1,block_256_1,complete_1,unroll_2,unroll_2,pipeline,7.5,0.9034610300411563,False
workload_2657.cpp,xczu7ev-ffvc1156-2-e,3.33,43.349293980000006,1452,25,1,16,48,block_512_1,block_512_1,cyclic_2_1,unroll_2,pipeline,unroll_64,22.5,0.6928105456622378,False
workload_2658.cpp,xczu7ev-ffvc1156-2-e,3.33,43.349293980000006,1666,25,1,15,49,block_256_1,block_512_1,cyclic_2_1,unroll_2,pipeline_1,unroll_16,22.5,0.6928105456622378,False
workload_2659.cpp,xczu7ev-ffvc1156-2-e,3.33,130.78380195,37,25,1,2,5,block_1024_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline,8.25,0.8892301110421899,False
workload_2660.cpp,xczu7ev-ffvc1156-2-e,3.33,43.46704278,1844,41,1,49,82,block_256_1,block_128_1,block_2_1,unroll_2,pipeline_1,unroll_16,43.25,0.31830530504425414,False
workload_2661.cpp,xczu7ev-ffvc1156-2-e,3.33,43.34921073,1354,24,1,14,47,block_256_1,block_256_1,complete_1,unroll_2,pipeline_1,unroll_2,21.5,0.7126944257586597,False
workload_2662.cpp,xczu7ev-ffvc1156-2-e,3.33,116.71969014,39,24,1,9,16,block_2_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,12.5,0.8439285949801134,False
workload_2663.cpp,xczu7ev-ffvc1156-2-e,3.33,43.349293980000006,1363,24,1,14,46,block_256_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,unroll_64,21.25,0.7176766753765123,False
workload_2664.cpp,xczu7ev-ffvc1156-2-e,3.33,43.34974686,1282,29,1,14,44,block_512_1,block_2_1,block_2_1,unroll_2,pipeline,unroll_8,22.0,0.7027412339162742,False
workload_2666.cpp,xczu7ev-ffvc1156-2-e,3.33,95.07458358,341,24,1,20,31,block_256_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_64,19.0,1.0,True
workload_2667.cpp,xczu7ev-ffvc1156-2-e,3.33,43.349293980000006,1250,29,1,14,44,block_512_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,pipeline,22.0,0.70274168432737,False
workload_2668.cpp,xczu7ev-ffvc1156-2-e,3.33,43.349293980000006,1334,24,1,14,47,block_256_1,block_256_1,block_4_1,unroll_2,pipeline,pipeline,21.5,0.7126943449630597,False
workload_2671.cpp,xczu7ev-ffvc1156-2-e,3.33,151.62171318,34,24,1,1,4,block_256_1,block_256_1,block_2_1,unroll_2,unroll_2,unroll_2,7.5,0.7974194611054601,False
workload_2672.cpp,xczu7ev-ffvc1156-2-e,3.33,96.6469896,1057,46,28,10,30,block_128_1,block_256_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,28.5,0.5138658909731206,False
workload_2673.cpp,xczu7ev-ffvc1156-2-e,3.33,43.34974686,1320,24,1,14,46,block_256_1,block_2_1,block_2_1,unroll_2,pipeline,pipeline,21.25,0.7176762416367378,False
workload_2674.cpp,xczu7ev-ffvc1156-2-e,3.33,43.34974686,1369,29,1,14,44,block_512_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,22.0,0.7027412339162742,False
workload_2675.cpp,xczu7ev-ffvc1156-2-e,3.33,43.4665899,1849,41,1,49,82,block_256_1,block_128_1,cyclic_2_1,unroll_2,pipeline,pipeline,43.25,0.318305492077833,False
workload_2676.cpp,xczu7ev-ffvc1156-2-e,3.33,43.349293980000006,1288,24,1,14,45,block_512_1,block_256_1,cyclic_2_1,unroll_2,pipeline,unroll_16,21.0,0.7226618156314887,False
workload_2677.cpp,xczu7ev-ffvc1156-2-e,3.33,43.349293980000006,1430,24,1,14,45,block_512_1,block_256_1,block_2_1,unroll_2,pipeline_1,unroll_2,21.0,0.7226618156314887,False
workload_2678.cpp,xczu7ev-ffvc1156-2-e,3.33,4.8676008600000005,2238,25,1,52,93,block_2_1,block_4_1,block_2_1,unroll_2,pipeline,pipeline_1,42.75,0.32671560458671084,False
workload_2680.cpp,xczu7ev-ffvc1156-2-e,3.33,95.70832254,134,25,1,16,29,block_4_1,block_256_1,complete_1,unroll_2,unroll_2,unroll_16,17.75,0.8199651990507357,False
workload_2681.cpp,xczu7ev-ffvc1156-2-e,3.33,43.349293980000006,1261,24,1,14,45,block_512_1,block_256_1,block_2_1,unroll_2,pipeline,pipeline_1,21.0,0.7226618156314887,False
workload_2683.cpp,xczu7ev-ffvc1156-2-e,3.33,43.46704278,1967,26,1,47,77,block_256_1,block_32_1,block_2_1,unroll_2,pipeline,pipeline_1,37.75,0.4176859001057903,False
workload_2685.cpp,xczu7ev-ffvc1156-2-e,3.33,43.34974686,1311,24,1,14,46,block_256_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_4,21.25,0.7176762416367378,False
workload_2687.cpp,xczu7ev-ffvc1156-2-e,3.33,43.34974686,1371,29,1,14,44,block_512_1,block_2_1,cyclic_4_1,unroll_2,pipeline,pipeline_1,22.0,0.7027412339162742,False
workload_2688.cpp,xczu7ev-ffvc1156-2-e,3.33,43.349293980000006,1356,24,1,13,47,block_256_1,block_256_1,cyclic_2_1,unroll_2,pipeline_1,unroll_8,21.25,0.7176766753765123,False
workload_2689.cpp,xczu7ev-ffvc1156-2-e,3.33,4.8666951,2093,24,1,34,76,block_2_1,block_256_1,cyclic_2_1,unroll_2,pipeline_1,unroll_8,33.75,0.5242929938369928,False
workload_2692.cpp,xcu200-fsgd2104-2-e,10.0,297.73759,66,6,1,1,3,block_64_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,pipeline,2.75,0.7803978890917347,False
workload_2693.cpp,xcu200-fsgd2104-2-e,10.0,378.94046,139,2,1,1,4,block_2_1,cyclic_64_1,block_2_1,unroll_2,unroll_2,unroll_8,2.0,0.6801460830681475,False
workload_2694.cpp,xcu200-fsgd2104-2-e,10.0,890.24782,519,1,1,25,46,block_2_1,cyclic_32_1,cyclic_2_1,unroll_2,unroll_32,pipeline,18.25,0.15738604871868025,False
workload_2695.cpp,xcu200-fsgd2104-2-e,10.0,878.88121,1706,2,1,51,92,block_4_1,cyclic_32_1,complete_1,unroll_4,unroll_32,pipeline_1,36.5,0.10000000000000002,False
workload_2696.cpp,xcu200-fsgd2104-2-e,10.0,562.71348,1684,4,1,1,14,cyclic_32_1,cyclic_64_1,complete_1,unroll,unroll_4,pipeline_1,5.0,0.4596653870846247,False
workload_2713.cpp,xcu200-fsgd2104-2-e,10.0,285.03881,50,2,1,1,1,cyclic_4_1,cyclic_2_1,complete_1,unroll_4,unroll_2,pipeline_1,1.25,0.8065430913412496,False
workload_2715.cpp,xcu200-fsgd2104-2-e,10.0,399.56383,90,3,1,1,2,cyclic_8_1,cyclic_16_1,block_2_1,unroll_2,unroll_2,unroll_16,1.75,0.6535498047944034,False
workload_2716.cpp,xcu200-fsgd2104-2-e,10.0,34.95421,391,2,1,2,8,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline,pipeline_1,3.25,0.9950096601966613,False
workload_2718.cpp,xcu200-fsgd2104-2-e,10.0,287.23339,1481,1,30,6,12,block_32_1,block_4_1,cyclic_4_1,unroll_4,unroll_2,unroll_16,12.25,0.5812835901195709,False
workload_2732.cpp,xcu200-fsgd2104-2-e,10.0,380.59423,78,3,1,1,2,cyclic_32_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_8,1.75,0.6778148401737021,False
workload_2733.cpp,xcu200-fsgd2104-2-e,10.0,35.60831,430,3,1,2,8,cyclic_32_1,cyclic_2_1,block_4_1,unroll_2,pipeline,unroll_64,3.5,0.987143808757254,False
workload_2734.cpp,xcu200-fsgd2104-2-e,10.0,379.52276,1184,2,1,10,21,block_4_1,cyclic_8_1,cyclic_4_1,unroll,unroll_2,unroll_8,8.5,0.6029291896801485,False
workload_2752.cpp,xcu200-fsgd2104-2-e,10.0,677.25262,98,1,1,6,11,block_2_1,cyclic_32_1,cyclic_2_1,unroll_2,unroll_8,pipeline,4.75,0.3544070059898,False
workload_2755.cpp,xcu200-fsgd2104-2-e,10.0,890.90319,642,6,14,25,47,block_16_1,cyclic_32_1,cyclic_2_1,unroll_2,unroll_32,pipeline,23.0,0.1345692283934822,False
workload_2757.cpp,xcu200-fsgd2104-2-e,10.0,293.39013,1514,1,30,7,13,block_32_1,block_4_1,cyclic_4_1,unroll,unroll_2,unroll_4,12.75,0.5660822297146023,False
workload_2758.cpp,xcu200-fsgd2104-2-e,10.0,686.80756,2483,3,1,2,22,cyclic_64_1,cyclic_16_1,complete_1,unroll,unroll_8,pipeline,7.0,0.3380850323473051,False
workload_2772.cpp,xcu200-fsgd2104-2-e,10.0,297.73759,61,6,1,1,3,block_64_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,pipeline,2.75,0.7803978890917347,False
workload_2773.cpp,xcu200-fsgd2104-2-e,10.0,380.59414,73,3,1,1,2,cyclic_32_1,block_8_1,complete_1,unroll_2,unroll_2,unroll_8,1.75,0.6778149565202694,False
workload_2774.cpp,xcu200-fsgd2104-2-e,10.0,510.72041,95,1,1,1,3,cyclic_4_1,cyclic_4_1,complete_1,unroll_4,unroll_8,pipeline_1,1.5,0.5215173301378251,False
workload_2775.cpp,xcu200-fsgd2104-2-e,10.0,378.94046,110,1,1,1,3,block_2_1,cyclic_32_1,block_2_1,unroll_2,unroll_2,unroll_8,1.5,0.6795603394742192,False
workload_2776.cpp,xcu200-fsgd2104-2-e,10.0,523.97503,84,5,3,6,11,block_16_1,cyclic_4_1,block_2_1,unroll_2,unroll_8,pipeline,6.25,0.4909716189922835,False
workload_2777.cpp,xcu200-fsgd2104-2-e,10.0,390.91099,247,7,3,1,3,block_64_1,cyclic_64_1,block_2_1,unroll_4,unroll_2,unroll_2,3.5,0.6598423456908658,False
workload_2778.cpp,xcu200-fsgd2104-2-e,10.0,35.61103,524,3,1,5,11,cyclic_32_1,block_4_1,block_4_1,unroll_2,pipeline_1,unroll_64,5.0,0.9436879229891074,False
workload_2779.cpp,xcu200-fsgd2104-2-e,10.0,377.78629,659,7,7,12,26,block_64_1,cyclic_64_1,cyclic_2_1,unroll,unroll_2,pipeline_1,13.0,0.5143567465842268,False
workload_2780.cpp,xcu200-fsgd2104-2-e,10.0,34.95557,482,1,1,5,12,cyclic_4_1,block_4_1,complete_1,unroll_2,pipeline,pipeline_1,4.75,0.9511075893094781,False
workload_2781.cpp,xcu200-fsgd2104-2-e,10.0,890.24782,1346,2,1,25,50,block_2_1,cyclic_64_1,cyclic_2_1,unroll_2,unroll_32,pipeline,19.5,0.1513098716463603,False
workload_2782.cpp,xcu200-fsgd2104-2-e,10.0,877.82155,2831,3,1,2,21,cyclic_32_1,cyclic_32_1,cyclic_4_1,unroll_4,unroll_32,pipeline_1,6.75,0.2085581377319974,False
workload_2783.cpp,xcu200-fsgd2104-2-e,10.0,890.9031,339,6,14,25,45,block_16_1,cyclic_16_1,complete_1,unroll_2,unroll_32,pipeline,22.5,0.1368504019019051,False
workload_2797.cpp,xcu200-fsgd2104-2-e,10.0,377.13092,106,2,1,13,22,block_4_1,cyclic_8_1,cyclic_4_1,unroll,unroll_2,pipeline_1,9.5,0.5859021288480906,False
workload_2800.cpp,xcu200-fsgd2104-2-e,10.0,35.60958,389,3,1,2,8,cyclic_8_1,block_2_1,complete_1,unroll_2,pipeline,unroll_8,3.5,0.9871428646169867,False
workload_2804.cpp,xcu200-fsgd2104-2-e,10.0,293.39013,1199,1,28,7,13,block_32_1,block_2_1,cyclic_4_1,unroll,unroll_2,unroll_4,12.25,0.5781315996595745,False
workload_2806.cpp,xcu200-fsgd2104-2-e,10.0,379.26303,1531,7,7,1,7,block_128_1,cyclic_64_1,block_2_1,unroll_2,unroll_2,unroll_8,5.5,0.6525598874338081,False
workload_2812.cpp,xcu200-fsgd2104-2-e,10.0,387.78062,49,1,1,1,3,block_2_1,cyclic_32_1,cyclic_2_1,unroll_2,unroll_2,pipeline,1.5,0.6681809110853061,False
workload_2813.cpp,xcu200-fsgd2104-2-e,10.0,387.78062,52,2,1,1,3,block_4_1,cyclic_32_1,cyclic_2_1,unroll_2,unroll_2,pipeline,1.75,0.6685616797014985,False
workload_2814.cpp,xcu200-fsgd2104-2-e,10.0,427.98399,56,3,1,1,1,cyclic_32_1,block_4_1,block_4_1,unroll_2,unroll_4,pipeline_1,1.5,0.6178355891063035,False
workload_2815.cpp,xcu200-fsgd2104-2-e,10.0,308.21006,59,2,1,1,1,cyclic_4_1,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_16,1.25,0.773961159984078,False
workload_2816.cpp,xcu200-fsgd2104-2-e,10.0,384.92063,63,3,1,1,1,cyclic_32_1,block_8_1,block_4_1,unroll_2,unroll_2,unroll_4,1.5,0.6718502405302946,False
workload_2817.cpp,xcu200-fsgd2104-2-e,10.0,388.43599,63,6,1,1,3,block_64_1,block_8_1,cyclic_4_1,unroll_2,unroll_2,pipeline,2.75,0.6666816491192432,False
workload_2818.cpp,xcu200-fsgd2104-2-e,10.0,287.56623,83,3,1,1,2,cyclic_8_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_16,1.75,0.8042368625030312,False
workload_2819.cpp,xcu200-fsgd2104-2-e,10.0,292.22543,86,1,3,1,2,block_32_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_4,1.75,0.7976140065976395,False
workload_2820.cpp,xcu200-fsgd2104-2-e,10.0,412.88602,96,2,1,1,2,cyclic_2_1,cyclic_64_1,cyclic_4_1,unroll_4,unroll_2,unroll_2,1.5,0.6364715174830279,False
workload_2821.cpp,xcu200-fsgd2104-2-e,10.0,378.09814,104,3,1,1,2,cyclic_32_1,block_8_1,complete_1,unroll_2,unroll_2,unroll_16,1.75,0.6810460929065152,False
workload_2822.cpp,xcu200-fsgd2104-2-e,10.0,376.39258,58,3,1,1,1,cyclic_8_1,cyclic_16_1,complete_1,unroll_4,unroll_2,pipeline_1,1.5,0.6828607158696874,False
workload_2823.cpp,xcu200-fsgd2104-2-e,10.0,663.46933,161,1,1,3,7,cyclic_2_1,block_4_1,complete_1,unroll_2,unroll_32,pipeline_1,3.0,0.36954418409694734,False
workload_2824.cpp,xcu200-fsgd2104-2-e,10.0,288.24206,78,1,1,1,2,block_2_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_8,1.25,0.8019956019797951,False
workload_2825.cpp,xcu200-fsgd2104-2-e,10.0,677.90799,179,7,3,6,13,block_16_1,cyclic_64_1,block_2_1,unroll_2,unroll_8,pipeline,7.25,0.3440705694610676,False
workload_2826.cpp,xcu200-fsgd2104-2-e,10.0,292.23545,86,1,1,1,3,block_2_1,block_4_1,complete_1,unroll_4,unroll_2,unroll_4,1.5,0.7970237611479695,False
workload_2827.cpp,xcu200-fsgd2104-2-e,10.0,890.24773,314,2,1,25,46,block_4_1,cyclic_16_1,complete_1,unroll_2,unroll_32,pipeline,18.5,0.15617137506342355,False
workload_2828.cpp,xcu200-fsgd2104-2-e,10.0,592.16319,243,6,7,12,23,block_64_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_16,pipeline,12.0,0.3739970300099028,False
workload_2829.cpp,xcu200-fsgd2104-2-e,10.0,35.60831,449,3,1,2,8,cyclic_32_1,cyclic_2_1,block_2_1,unroll_2,pipeline,unroll_64,3.5,0.987143808757254,False
workload_2830.cpp,xcu200-fsgd2104-2-e,10.0,891.98841,576,2,1,51,89,block_4_1,cyclic_8_1,complete_1,unroll_4,unroll_32,pipeline,35.75,0.10002197348201124,False
workload_2831.cpp,xcu200-fsgd2104-2-e,10.0,671.22763,293,3,1,1,5,cyclic_64_1,cyclic_16_1,cyclic_4_1,unroll_4,unroll_8,pipeline_1,2.5,0.3630276739234034,False
workload_2832.cpp,xcu200-fsgd2104-2-e,10.0,574.28676,597,2,1,25,48,block_4_1,cyclic_32_1,cyclic_4_1,unroll,unroll_4,pipeline,19.0,0.2973195150527197,False
workload_2833.cpp,xcu200-fsgd2104-2-e,10.0,377.78612,698,7,7,12,26,block_64_1,cyclic_64_1,complete_1,unroll,unroll_2,pipeline_1,13.0,0.5143568516995013,False
workload_2834.cpp,xcu200-fsgd2104-2-e,10.0,301.21093,520,1,14,3,7,block_32_1,block_2_1,cyclic_4_1,unroll,unroll_2,unroll_2,6.25,0.7120021729858275,False
workload_2835.cpp,xcu200-fsgd2104-2-e,10.0,877.14062,1147,2,1,25,48,block_2_1,cyclic_64_1,cyclic_2_1,unroll_2,unroll_32,pipeline_1,19.0,0.15828720660933768,False
workload_2836.cpp,xcu200-fsgd2104-2-e,10.0,293.39013,1607,1,28,7,13,block_32_1,block_2_1,block_2_1,unroll,unroll_2,unroll_4,12.25,0.5781315996595745,False
workload_2837.cpp,xcu200-fsgd2104-2-e,10.0,562.71365,1591,4,1,1,14,cyclic_32_1,cyclic_64_1,cyclic_2_1,unroll,unroll_4,pipeline_1,5.0,0.45966521715549424,False
workload_2838.cpp,xcu200-fsgd2104-2-e,10.0,675.66661,3518,3,1,2,26,cyclic_64_1,cyclic_32_1,cyclic_2_1,unroll,unroll_8,pipeline_1,8.0,0.3418070706971533,False
workload_2850.cpp,xcu200-fsgd2104-2-e,10.0,14.27349,3326,1,1,7,27,block_2_1,block_2_1,complete_1,unroll_4,pipeline_1,unroll_4,9.0,0.8830022647958583,False
workload_2852.cpp,xcu200-fsgd2104-2-e,10.0,285.39241,49,2,1,1,1,cyclic_4_1,block_2_1,complete_1,unroll_4,unroll_2,pipeline_1,1.25,0.8060405874900254,False
workload_2853.cpp,xcu200-fsgd2104-2-e,10.0,286.04799,49,3,1,1,1,cyclic_32_1,block_4_1,block_4_1,unroll_2,unroll_2,pipeline_1,1.5,0.805807859547409,False
workload_2854.cpp,xcu200-fsgd2104-2-e,10.0,285.03898,49,2,1,1,1,cyclic_4_1,cyclic_2_1,block_2_1,unroll_4,unroll_2,pipeline_1,1.25,0.8065429297023758,False
workload_2855.cpp,xcu200-fsgd2104-2-e,10.0,297.73759,58,6,1,1,3,block_64_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,pipeline,2.75,0.7803978890917347,False
workload_2856.cpp,xcu200-fsgd2104-2-e,10.0,308.20997,61,2,1,1,1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_16,1.25,0.7739612851137054,False
workload_2857.cpp,xcu200-fsgd2104-2-e,10.0,387.78062,61,2,1,1,3,block_2_1,cyclic_64_1,cyclic_2_1,unroll_2,unroll_2,pipeline,1.75,0.6685616797014985,False
workload_2858.cpp,xcu200-fsgd2104-2-e,10.0,289.89574,64,3,1,1,1,cyclic_32_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_8,1.5,0.8003391498733088,False
workload_2859.cpp,xcu200-fsgd2104-2-e,10.0,377.13102,91,1,1,1,5,block_4_1,cyclic_128_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,2.0,0.6824913404675156,False
workload_2860.cpp,xcu200-fsgd2104-2-e,10.0,294.22223,61,3,1,1,1,cyclic_32_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_4,1.5,0.7942144137147795,False
workload_2861.cpp,xcu200-fsgd2104-2-e,10.0,384.92063,56,3,1,1,1,cyclic_8_1,block_16_1,block_2_1,unroll_2,unroll_2,unroll_4,1.5,0.6718502405302946,False
workload_2862.cpp,xcu200-fsgd2104-2-e,10.0,387.78045,53,2,1,1,3,block_4_1,cyclic_32_1,complete_1,unroll_2,unroll_2,pipeline,1.75,0.6685618977178732,False
workload_2863.cpp,xcu200-fsgd2104-2-e,10.0,388.43599,68,6,1,1,3,block_64_1,block_32_1,cyclic_2_1,unroll_2,unroll_2,pipeline,2.75,0.6666816491192432,False
workload_2864.cpp,xcu200-fsgd2104-2-e,10.0,427.98399,59,3,1,1,1,cyclic_32_1,block_4_1,cyclic_4_1,unroll_2,unroll_4,pipeline_1,1.5,0.6178355891063035,False
workload_2865.cpp,xcu200-fsgd2104-2-e,10.0,310.20686,54,1,1,1,1,cyclic_4_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_8,1.0,0.7704713652566143,False
workload_2866.cpp,xcu200-fsgd2104-2-e,10.0,286.43241,54,1,1,3,5,block_2_1,cyclic_2_1,complete_1,unroll_4,unroll_2,pipeline_1,2.5,0.7947358781305932,False
workload_2867.cpp,xcu200-fsgd2104-2-e,10.0,568.54206,177,1,1,2,6,block_2_1,cyclic_32_1,cyclic_4_1,unroll_2,unroll_4,unroll_8,2.5,0.4603290648071757,False
workload_2868.cpp,xcu200-fsgd2104-2-e,10.0,378.94046,87,1,1,1,2,block_2_1,cyclic_16_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,1.25,0.6790953488956266,False
workload_2869.cpp,xcu200-fsgd2104-2-e,10.0,387.78052,207,1,1,12,23,block_2_1,cyclic_32_1,cyclic_2_1,unroll,unroll_2,pipeline,9.25,0.5820241484083402,False
workload_2870.cpp,xcu200-fsgd2104-2-e,10.0,387.78052,219,2,1,13,24,block_4_1,cyclic_32_1,block_2_1,unroll,unroll_2,pipeline,10.0,0.5678131806111122,False
workload_2871.cpp,xcu200-fsgd2104-2-e,10.0,511.09045,60,1,1,1,2,cyclic_2_1,block_4_1,complete_1,unroll_2,unroll_8,pipeline_1,1.25,0.5208213683667383,False
workload_2872.cpp,xcu200-fsgd2104-2-e,10.0,287.08772,235,6,7,13,24,block_64_1,block_2_1,complete_1,unroll,unroll_2,pipeline_1,12.5,0.5752781819235883,False
workload_2873.cpp,xcu200-fsgd2104-2-e,10.0,377.13102,65,3,1,1,3,block_4_1,cyclic_64_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,2.0,0.6824913404675156,False
workload_2874.cpp,xcu200-fsgd2104-2-e,10.0,666.76687,231,7,3,6,13,block_64_1,cyclic_64_1,cyclic_2_1,unroll_2,unroll_8,pipeline_1,7.25,0.3532063995823258,False
workload_2875.cpp,xcu200-fsgd2104-2-e,10.0,432.08111,93,3,1,1,3,cyclic_32_1,block_4_1,block_4_1,unroll_2,unroll_4,unroll_8,2.0,0.6133406976698711,False
workload_2876.cpp,xcu200-fsgd2104-2-e,10.0,412.88585,96,2,1,1,2,cyclic_2_1,cyclic_64_1,complete_1,unroll_4,unroll_2,unroll_2,1.5,0.6364717291550558,False
workload_2877.cpp,xcu200-fsgd2104-2-e,10.0,287.08789,155,1,7,13,23,block_32_1,block_4_1,cyclic_4_1,unroll,unroll_2,pipeline_1,11.0,0.6117443827888345,False
workload_2878.cpp,xcu200-fsgd2104-2-e,10.0,677.90799,326,7,3,6,15,block_128_1,cyclic_64_1,block_2_1,unroll_2,unroll_8,pipeline,7.75,0.34142010895715696,False
workload_2879.cpp,xcu200-fsgd2104-2-e,10.0,35.96182,422,3,1,7,13,cyclic_8_1,block_8_1,complete_1,unroll_2,pipeline,unroll_8,6.0,0.9241761627977474,False
workload_2880.cpp,xcu200-fsgd2104-2-e,10.0,663.03401,312,1,1,2,10,cyclic_4_1,cyclic_4_1,complete_1,unroll_4,unroll_32,pipeline_1,3.5,0.36934100457068797,False
workload_2881.cpp,xcu200-fsgd2104-2-e,10.0,35.60831,479,3,1,2,9,cyclic_32_1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline,unroll_64,3.75,0.9797875161960787,False
workload_2882.cpp,xcu200-fsgd2104-2-e,10.0,390.91099,490,7,3,1,4,block_128_1,cyclic_64_1,cyclic_4_1,unroll_4,unroll_2,unroll_2,3.75,0.6580927517999002,False
workload_2883.cpp,xcu200-fsgd2104-2-e,10.0,388.43572,353,6,7,12,25,block_64_1,cyclic_32_1,complete_1,unroll,unroll_2,pipeline,12.5,0.5178172015999924,False
workload_2884.cpp,xcu200-fsgd2104-2-e,10.0,293.39013,1294,1,30,7,13,block_32_1,block_4_1,block_4_1,unroll,unroll_2,unroll_4,12.75,0.5660822297146023,False
workload_2885.cpp,xcu200-fsgd2104-2-e,10.0,443.57029,1374,1,28,7,14,block_32_1,block_2_1,cyclic_4_1,unroll,unroll_4,unroll_2,12.5,0.4795276794190876,False
workload_2886.cpp,xcu200-fsgd2104-2-e,10.0,35.97962,1838,3,1,9,36,cyclic_8_1,cyclic_16_1,complete_1,unroll_4,pipeline,pipeline_1,12.25,0.7655203309807794,False
