Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
workload_1032.cpp,xczu7ev-ffvc1156-2-e,5.0,209.225105,41,26,1,1,4,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,unroll_2,pipeline_1,8.0,0.7773231516904644,False
workload_1033.cpp,xczu7ev-ffvc1156-2-e,5.0,188.560185,142,26,1,14,24,block_2_1,cyclic_16_1,complete_1,unroll_2,unroll_2,unroll_16,16.25,0.7282989889570384,False
workload_1034.cpp,xczu7ev-ffvc1156-2-e,5.0,144.953115,179,26,1,2,8,cyclic_128_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,9.25,0.9597657313779936,False
workload_1035.cpp,xczu7ev-ffvc1156-2-e,5.0,144.95307,179,27,1,2,8,cyclic_128_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_8,9.5,0.954177053205121,False
workload_1036.cpp,xczu7ev-ffvc1156-2-e,5.0,192.137785,51,26,1,2,6,cyclic_4_1,block_8_1,complete_1,unroll_2,unroll_2,unroll_4,8.75,0.8318355395619783,False
workload_1037.cpp,xczu7ev-ffvc1156-2-e,5.0,164.900475,61,46,1,9,20,block_128_1,cyclic_2_1,block_2_1,unroll_2,unroll_2,pipeline_1,19.0,0.7287109396666953,False
workload_1038.cpp,xczu7ev-ffvc1156-2-e,5.0,142.71183,317,24,1,18,31,cyclic_2_1,block_2_1,block_4_1,unroll_2,unroll_2,unroll_64,18.5,0.7781879679981868,False
workload_1039.cpp,xczu7ev-ffvc1156-2-e,5.0,143.018715,317,26,1,18,31,cyclic_16_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_64,19.0,0.7598262718015846,False
workload_1040.cpp,xczu7ev-ffvc1156-2-e,5.0,188.560185,405,41,4,17,62,block_2_1,block_128_1,complete_1,unroll_2,unroll_2,unroll_16,31.0,0.3795450296836681,False
workload_1041.cpp,xczu7ev-ffvc1156-2-e,5.0,283.885835,535,32,8,11,73,cyclic_128_1,block_64_1,block_2_1,unroll_2,unroll_4,unroll_16,31.0,0.29330125129216655,False
workload_1042.cpp,xczu7ev-ffvc1156-2-e,5.0,49.216305,887,29,1,13,44,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,21.75,0.6633911230904161,False
workload_1043.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21567,899,29,1,13,44,cyclic_4_1,block_2_1,cyclic_2_1,unroll_2,pipeline,unroll_2,21.75,0.6633915206208919,False
workload_1044.cpp,xczu7ev-ffvc1156-2-e,5.0,49.543355,918,25,1,13,44,cyclic_8_1,cyclic_2_1,block_2_1,unroll_2,pipeline,unroll_4,20.75,0.6832815875779142,False
workload_1045.cpp,xczu7ev-ffvc1156-2-e,5.0,49.544035,921,32,1,13,43,cyclic_8_1,block_2_1,block_2_1,unroll_2,pipeline,unroll_64,22.25,0.653334783458374,False
workload_1046.cpp,xczu7ev-ffvc1156-2-e,5.0,49.543355,932,33,1,13,43,cyclic_32_1,block_2_1,cyclic_2_1,unroll_2,pipeline,unroll_16,22.5,0.6484158291473459,False
workload_1047.cpp,xczu7ev-ffvc1156-2-e,5.0,49.216305,949,29,1,13,44,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,21.75,0.6633911230904161,False
workload_1048.cpp,xczu7ev-ffvc1156-2-e,5.0,49.54399,870,33,1,13,43,cyclic_32_1,block_2_1,complete_1,unroll_2,pipeline,unroll_8,22.5,0.6484154160204108,False
workload_1049.cpp,xczu7ev-ffvc1156-2-e,5.0,49.215625,1070,25,1,15,49,cyclic_2_1,cyclic_4_1,complete_1,unroll_2,pipeline,pipeline_1,22.5,0.6486287482043236,False
workload_1050.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21567,1091,25,1,15,47,cyclic_4_1,cyclic_4_1,cyclic_2_1,unroll_2,pipeline,unroll_2,22.0,0.6584669581255019,False
workload_1051.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21635,930,24,1,13,46,cyclic_2_1,block_2_1,block_2_1,unroll_2,pipeline,unroll_16,21.0,0.6781753080929328,False
workload_1052.cpp,xczu7ev-ffvc1156-2-e,5.0,142.64943,1109,24,1,66,90,block_2_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_64,45.25,0.19965843615237472,False
workload_1053.cpp,xczu7ev-ffvc1156-2-e,5.0,49.215625,1064,25,1,15,47,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_4,22.0,0.658466986651426,False
workload_1054.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21567,1128,25,1,15,49,cyclic_2_1,cyclic_4_1,block_2_1,unroll_2,pipeline_1,unroll_2,22.5,0.6486287190098743,False
workload_1056.cpp,xczu7ev-ffvc1156-2-e,5.0,49.216305,966,24,1,13,46,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline,unroll_64,21.0,0.6781753351165205,False
workload_1057.cpp,xczu7ev-ffvc1156-2-e,5.0,7.244185,1664,24,1,29,76,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_8,32.5,1.0,True
workload_1058.cpp,xczu7ev-ffvc1156-2-e,5.0,194.378945,42,25,1,1,5,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_4,8.0,0.8300701224657617,False
workload_1059.cpp,xczu7ev-ffvc1156-2-e,5.0,163.87599,42,24,1,1,4,cyclic_4_1,cyclic_2_1,block_2_1,unroll_2,unroll_2,pipeline_1,7.5,0.9465642035049974,False
workload_1060.cpp,xczu7ev-ffvc1156-2-e,5.0,180.027105,43,25,1,2,5,cyclic_4_1,block_4_1,complete_1,unroll_2,unroll_2,pipeline,8.25,0.8804502817551761,False
workload_1061.cpp,xczu7ev-ffvc1156-2-e,5.0,150.44943,43,24,1,1,4,cyclic_2_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,7.5,0.9999998131752666,False
workload_1062.cpp,xczu7ev-ffvc1156-2-e,5.0,164.20359,43,27,1,1,5,cyclic_32_1,cyclic_4_1,complete_1,unroll_2,unroll_2,pipeline_1,8.5,0.9311088407125367,False
workload_1063.cpp,xczu7ev-ffvc1156-2-e,5.0,196.126315,46,28,1,1,5,cyclic_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,8.75,0.818002018092185,False
workload_1064.cpp,xczu7ev-ffvc1156-2-e,5.0,186.225385,90,24,1,2,11,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_32,9.5,0.8395725265832785,False
workload_1065.cpp,xczu7ev-ffvc1156-2-e,5.0,143.705115,90,26,1,6,13,cyclic_32_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_16,11.5,0.9138825336360618,False
workload_1066.cpp,xczu7ev-ffvc1156-2-e,5.0,189.71978,210,24,1,6,23,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll,unroll_2,unroll_8,13.5,0.770640617235522,False
workload_1067.cpp,xczu7ev-ffvc1156-2-e,5.0,185.642985,170,25,1,3,20,cyclic_2_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_64,12.25,0.8016835439915094,False
workload_1068.cpp,xczu7ev-ffvc1156-2-e,5.0,49.216305,928,29,1,13,44,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,21.75,0.6633911230904161,False
workload_1069.cpp,xczu7ev-ffvc1156-2-e,5.0,49.543355,936,33,1,13,43,cyclic_32_1,block_2_1,cyclic_2_1,unroll_2,pipeline,unroll_4,22.5,0.6484158291473459,False
workload_1070.cpp,xczu7ev-ffvc1156-2-e,5.0,49.216305,945,29,1,13,44,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_8,21.75,0.6633911230904161,False
workload_1071.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21635,945,29,1,13,44,cyclic_4_1,block_2_1,block_2_1,unroll_2,pipeline,unroll_16,21.75,0.6633910949188777,False
workload_1072.cpp,xczu7ev-ffvc1156-2-e,5.0,49.216305,945,29,1,13,44,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_32,21.75,0.6633911230904161,False
workload_1073.cpp,xczu7ev-ffvc1156-2-e,5.0,49.544035,953,33,1,13,43,cyclic_16_1,block_2_1,block_2_1,unroll_2,pipeline,unroll_16,22.5,0.6484153867436134,False
workload_1074.cpp,xczu7ev-ffvc1156-2-e,5.0,49.215625,953,24,1,13,45,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_8,20.75,1.0,True
workload_1075.cpp,xczu7ev-ffvc1156-2-e,5.0,49.543355,978,26,1,13,43,cyclic_16_1,cyclic_2_1,block_2_1,unroll_2,pipeline,unroll_8,20.75,0.6832815875779142,False
workload_1076.cpp,xczu7ev-ffvc1156-2-e,5.0,49.216305,973,24,1,13,46,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,21.0,0.6781753351165205,False
workload_1077.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21567,1017,24,1,13,46,cyclic_2_1,block_2_1,cyclic_2_1,unroll_2,pipeline,unroll_2,21.0,0.6781757164481067,False
workload_1078.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21635,1033,24,1,13,46,cyclic_2_1,block_2_1,block_2_1,unroll_2,pipeline,unroll_64,21.0,0.6781753080929328,False
workload_1079.cpp,xczu7ev-ffvc1156-2-e,5.0,49.216305,952,24,1,13,46,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline,unroll_8,21.0,0.6781753351165205,False
workload_1080.cpp,xczu7ev-ffvc1156-2-e,5.0,49.215625,1126,25,1,15,49,cyclic_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,22.5,0.6486287482043236,False
workload_1081.cpp,xczu7ev-ffvc1156-2-e,5.0,49.216985,1116,25,1,31,64,cyclic_2_1,block_4_1,complete_1,unroll_2,pipeline,pipeline_1,30.25,0.5017843355975831,False
workload_1083.cpp,xczu7ev-ffvc1156-2-e,5.0,7.24491,1799,24,1,29,75,block_2_1,block_2_1,block_2_1,unroll_2,pipeline_1,unroll_64,32.25,0.4956039841514517,False
workload_1084.cpp,xczu7ev-ffvc1156-2-e,5.0,7.244185,1939,25,1,31,78,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline,pipeline_1,33.75,0.4596541216818667,False
workload_1087.cpp,xczu7ev-ffvc1156-2-e,5.0,150.449345,41,24,1,1,5,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_2,7.75,0.9915863401045166,False
workload_1088.cpp,xczu7ev-ffvc1156-2-e,5.0,150.77703,41,27,1,1,4,cyclic_32_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_2,8.25,0.97488535962397,False
workload_1089.cpp,xczu7ev-ffvc1156-2-e,5.0,189.719785,48,24,1,1,5,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,7.75,0.8479791447399507,False
workload_1090.cpp,xczu7ev-ffvc1156-2-e,5.0,190.04747,51,26,1,2,7,cyclic_16_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,9.0,0.8357070022149437,False
workload_1091.cpp,xczu7ev-ffvc1156-2-e,5.0,145.790185,54,25,1,4,8,block_2_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_4,9.5,0.9529195943980676,False
workload_1092.cpp,xczu7ev-ffvc1156-2-e,5.0,187.39023,62,25,1,2,8,cyclic_4_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_16,9.0,0.8446907623594165,False
workload_1093.cpp,xczu7ev-ffvc1156-2-e,5.0,150.777115,86,26,1,1,7,cyclic_128_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,8.75,0.9617477790846697,False
workload_1094.cpp,xczu7ev-ffvc1156-2-e,5.0,185.64303,161,24,1,3,19,cyclic_2_1,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_64,11.75,0.8095332269529811,False
workload_1095.cpp,xczu7ev-ffvc1156-2-e,5.0,193.46383,128,27,1,1,8,cyclic_128_1,cyclic_16_1,complete_1,unroll_2,unroll_2,unroll_4,9.25,0.820510864836064,False
workload_1096.cpp,xczu7ev-ffvc1156-2-e,5.0,142.96143,139,24,1,9,17,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_32,12.75,0.8895137726493605,False
workload_1097.cpp,xczu7ev-ffvc1156-2-e,5.0,142.836585,309,24,1,28,40,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_32,23.25,0.6146754647219547,False
workload_1098.cpp,xczu7ev-ffvc1156-2-e,5.0,144.953115,184,27,1,2,8,cyclic_128_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_8,9.5,0.9541769871772915,False
workload_1099.cpp,xczu7ev-ffvc1156-2-e,5.0,150.44943,45,24,1,1,4,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_2,7.5,0.9999998131752666,False
workload_1100.cpp,xczu7ev-ffvc1156-2-e,5.0,142.71183,312,24,1,18,31,cyclic_4_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_64,18.5,0.7781879679981868,False
workload_1101.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21567,924,29,1,13,44,cyclic_4_1,block_2_1,cyclic_2_1,unroll_2,pipeline,pipeline_1,21.75,0.6633915206208919,False
workload_1102.cpp,xczu7ev-ffvc1156-2-e,5.0,49.54399,924,33,1,13,43,cyclic_16_1,block_2_1,complete_1,unroll_2,pipeline,unroll_8,22.5,0.6484154160204108,False
workload_1103.cpp,xczu7ev-ffvc1156-2-e,5.0,49.543355,942,33,1,13,43,cyclic_32_1,block_2_1,cyclic_2_1,unroll_2,pipeline,unroll_64,22.5,0.6484158291473459,False
workload_1104.cpp,xczu7ev-ffvc1156-2-e,5.0,49.543355,963,25,1,13,44,cyclic_8_1,cyclic_2_1,block_2_1,unroll_2,pipeline,pipeline_1,20.75,0.6832815875779142,False
workload_1105.cpp,xczu7ev-ffvc1156-2-e,5.0,49.215625,966,24,1,13,45,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_4,20.75,1.0,True
workload_1106.cpp,xczu7ev-ffvc1156-2-e,5.0,49.543355,972,26,1,14,44,cyclic_128_1,cyclic_2_1,block_2_1,unroll_2,pipeline,unroll_4,21.25,0.6730469066312589,False
workload_1107.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21635,1000,24,1,13,46,cyclic_2_1,block_2_1,block_2_1,unroll_2,pipeline_1,unroll_8,21.0,0.6781753080929328,False
workload_1108.cpp,xczu7ev-ffvc1156-2-e,5.0,49.543355,1070,29,2,15,46,cyclic_32_1,cyclic_4_1,cyclic_2_1,unroll_2,pipeline,unroll_2,23.0,0.6385933591572892,False
workload_1109.cpp,xczu7ev-ffvc1156-2-e,5.0,49.54467,1116,35,1,32,61,cyclic_8_1,block_4_1,complete_1,unroll_2,pipeline,unroll_8,32.25,0.4662945885608052,False
workload_1110.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21635,938,29,1,13,44,cyclic_4_1,block_2_1,block_2_1,unroll_2,pipeline,pipeline_1,21.75,0.6633910949188777,False
workload_1111.cpp,xczu7ev-ffvc1156-2-e,5.0,49.215625,1139,25,1,15,49,cyclic_2_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_4,22.5,0.6486287482043236,False
workload_1112.cpp,xczu7ev-ffvc1156-2-e,5.0,7.244865,1642,24,1,29,75,block_2_1,block_2_1,complete_1,unroll_2,pipeline,pipeline_1,32.25,0.4956040124307157,False
workload_1113.cpp,xczu7ev-ffvc1156-2-e,5.0,7.244865,1788,24,1,29,75,block_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,32.25,0.4956040124307157,False
workload_1114.cpp,xczu7ev-ffvc1156-2-e,5.0,7.24423,1903,25,1,31,78,block_2_1,cyclic_4_1,block_2_1,unroll_2,pipeline,pipeline_1,33.75,0.4596541478606784,False
workload_1115.cpp,xczu7ev-ffvc1156-2-e,5.0,49.543335,2944,33,1,26,77,cyclic_32_1,block_2_1,cyclic_2_1,unroll_4,pipeline,unroll_2,34.25,0.43327153476050273,False
workload_1116.cpp,xczu7ev-ffvc1156-2-e,5.0,49.215565,3031,24,1,25,83,cyclic_4_1,cyclic_2_1,complete_1,unroll_4,pipeline,unroll_8,33.25,0.4499780443631223,False
workload_1119.cpp,xczu7ev-ffvc1156-2-e,5.0,266.152545,45,25,1,2,7,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,unroll_4,unroll_4,8.75,0.5909018363649954,False
workload_1120.cpp,xczu7ev-ffvc1156-2-e,5.0,220.87135,45,24,1,2,6,cyclic_2_1,block_2_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,8.25,0.7363950404861821,False
workload_1121.cpp,xczu7ev-ffvc1156-2-e,5.0,164.20359,48,26,1,1,8,cyclic_128_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline_1,9.0,0.9198926710626486,False
workload_1122.cpp,xczu7ev-ffvc1156-2-e,5.0,150.77703,48,26,1,1,6,cyclic_64_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_2,8.5,0.9683048950378936,False
workload_1123.cpp,xczu7ev-ffvc1156-2-e,5.0,189.719785,51,24,1,1,5,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,7.75,0.8479791447399507,False
workload_1124.cpp,xczu7ev-ffvc1156-2-e,5.0,143.460585,75,24,1,5,10,cyclic_2_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_16,10.0,1.0,True
workload_1125.cpp,xczu7ev-ffvc1156-2-e,5.0,204.02503,44,25,1,1,4,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_2,7.75,0.7962961948230962,False
workload_1126.cpp,xczu7ev-ffvc1156-2-e,5.0,148.114715,119,26,1,1,7,cyclic_128_1,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_4,8.75,0.9664677301741555,False
workload_1127.cpp,xczu7ev-ffvc1156-2-e,5.0,144.953115,192,27,2,3,10,cyclic_128_1,block_4_1,block_2_1,unroll_2,unroll_2,unroll_8,10.5,0.9325426517180603,False
workload_1128.cpp,xczu7ev-ffvc1156-2-e,5.0,209.401905,47,26,1,2,5,cyclic_4_1,block_8_1,complete_1,unroll_2,unroll_2,pipeline_1,8.5,0.7742000156417139,False
workload_1129.cpp,xczu7ev-ffvc1156-2-e,5.0,150.77703,53,27,1,1,5,cyclic_64_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_2,8.5,0.9683048950378936,False
workload_1130.cpp,xczu7ev-ffvc1156-2-e,5.0,143.03947,322,25,1,18,31,cyclic_8_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_64,18.75,0.768919912984913,False
workload_1131.cpp,xczu7ev-ffvc1156-2-e,5.0,194.706715,48,25,1,1,5,cyclic_8_1,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_4,8.0,0.8288863518992001,False
workload_1132.cpp,xczu7ev-ffvc1156-2-e,5.0,216.04571,675,26,1,3,13,cyclic_128_1,cyclic_2_1,complete_1,unroll_2,unroll_4,unroll_8,10.75,0.7276782827935654,False
workload_1133.cpp,xczu7ev-ffvc1156-2-e,5.0,49.543355,895,32,1,13,43,cyclic_8_1,block_2_1,cyclic_2_1,unroll_2,pipeline,unroll_4,22.25,0.6533352209235548,False
workload_1134.cpp,xczu7ev-ffvc1156-2-e,5.0,49.216305,895,29,1,13,44,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,21.75,0.6633911230904161,False
workload_1135.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21567,929,24,1,13,45,cyclic_4_1,cyclic_2_1,block_2_1,unroll_2,pipeline,pipeline_1,20.75,0.6831039586554418,False
workload_1136.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21635,951,29,1,13,44,cyclic_4_1,block_2_1,block_2_1,unroll_2,pipeline_1,unroll_8,21.75,0.6633910949188777,False
workload_1137.cpp,xczu7ev-ffvc1156-2-e,5.0,49.544035,910,33,1,13,43,cyclic_32_1,block_2_1,block_2_1,unroll_2,pipeline,pipeline_1,22.5,0.6484153867436134,False
workload_1138.cpp,xczu7ev-ffvc1156-2-e,5.0,49.544035,912,33,1,13,43,cyclic_32_1,block_2_1,block_2_1,unroll_2,pipeline,unroll_4,22.5,0.6484153867436134,False
workload_1139.cpp,xczu7ev-ffvc1156-2-e,5.0,49.543355,973,33,1,13,43,cyclic_32_1,block_2_1,cyclic_2_1,unroll_2,pipeline,unroll_32,22.5,0.6484158291473459,False
workload_1140.cpp,xczu7ev-ffvc1156-2-e,5.0,49.543355,931,25,1,13,44,cyclic_8_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline,unroll_2,20.75,0.6832815875779142,False
workload_1141.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21635,986,29,1,13,44,cyclic_4_1,block_2_1,block_2_1,unroll_2,pipeline,unroll_64,21.75,0.6633910949188777,False
workload_1142.cpp,xczu7ev-ffvc1156-2-e,5.0,49.215625,1054,25,1,15,47,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,pipeline,pipeline_1,22.0,0.658466986651426,False
workload_1143.cpp,xczu7ev-ffvc1156-2-e,5.0,49.215625,1054,25,1,15,47,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_8,22.0,0.658466986651426,False
workload_1144.cpp,xczu7ev-ffvc1156-2-e,5.0,49.54331,1078,26,2,15,47,cyclic_8_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_8,22.5,0.6484158584239724,False
workload_1145.cpp,xczu7ev-ffvc1156-2-e,5.0,49.215625,1095,25,1,15,49,cyclic_2_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_64,22.5,0.6486287482043236,False
workload_1146.cpp,xczu7ev-ffvc1156-2-e,5.0,49.543355,954,25,1,13,44,cyclic_8_1,cyclic_2_1,block_2_1,unroll_2,pipeline_1,unroll_64,20.75,0.6832815875779142,False
workload_1147.cpp,xczu7ev-ffvc1156-2-e,5.0,7.24423,1730,24,1,29,76,block_2_1,cyclic_2_1,block_2_1,unroll_2,pipeline_1,unroll_8,32.5,0.4924687526777679,False
workload_1148.cpp,xczu7ev-ffvc1156-2-e,5.0,7.24423,1807,24,1,29,76,block_2_1,cyclic_2_1,block_2_1,unroll_2,pipeline,pipeline_1,32.5,0.4924687526777679,False
workload_1149.cpp,xczu7ev-ffvc1156-2-e,5.0,7.244865,1710,24,1,29,75,block_2_1,block_2_1,complete_1,unroll_2,pipeline,unroll_8,32.25,0.4956040124307157,False
workload_1151.cpp,xczu7ev-ffvc1156-2-e,5.0,179.850305,44,24,1,1,4,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline,7.5,0.8851184798992476,False
workload_1152.cpp,xczu7ev-ffvc1156-2-e,5.0,147.121385,47,25,1,2,5,cyclic_2_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_4,8.25,0.9806489236410676,False
workload_1153.cpp,xczu7ev-ffvc1156-2-e,5.0,149.11823,47,24,1,3,6,block_2_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_2,8.5,0.9713471068356418,False
workload_1154.cpp,xczu7ev-ffvc1156-2-e,5.0,142.71183,319,24,1,18,31,cyclic_2_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_64,18.5,0.7781879679981868,False
workload_1155.cpp,xczu7ev-ffvc1156-2-e,5.0,143.086125,319,24,1,18,31,cyclic_2_1,block_2_1,complete_1,unroll_4,unroll_2,unroll_32,18.5,0.7775738332431588,False
workload_1156.cpp,xczu7ev-ffvc1156-2-e,5.0,150.44943,46,24,1,1,5,cyclic_4_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_2,7.75,0.9915861991950868,False
workload_1157.cpp,xczu7ev-ffvc1156-2-e,5.0,196.12623,55,31,1,2,8,cyclic_8_1,block_64_1,complete_1,unroll_2,unroll_2,unroll_2,10.5,0.7941153074150462,False
workload_1158.cpp,xczu7ev-ffvc1156-2-e,5.0,144.953115,65,26,1,3,8,cyclic_16_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_8,9.5,0.9541769871772915,False
workload_1159.cpp,xczu7ev-ffvc1156-2-e,5.0,194.37903,47,24,1,1,4,cyclic_4_1,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_4,7.5,0.8312432735177349,False
workload_1160.cpp,xczu7ev-ffvc1156-2-e,5.0,147.116315,125,26,1,2,8,cyclic_128_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_4,9.25,0.9565003174687023,False
workload_1161.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21567,891,29,1,13,44,cyclic_4_1,block_2_1,cyclic_2_1,unroll_2,pipeline,pipeline,21.75,0.6633915206208919,False
workload_1162.cpp,xczu7ev-ffvc1156-2-e,5.0,49.54331,902,25,1,13,44,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_4,20.75,0.6832815632284923,False
workload_1163.cpp,xczu7ev-ffvc1156-2-e,5.0,49.543355,906,25,1,13,44,cyclic_8_1,cyclic_2_1,block_2_1,unroll_2,pipeline_1,unroll_2,20.75,0.6832815875779142,False
workload_1164.cpp,xczu7ev-ffvc1156-2-e,5.0,203.69743,42,24,1,1,4,cyclic_2_1,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_2,7.5,0.7976967885063341,False
workload_1165.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21567,942,24,1,13,46,cyclic_2_1,block_2_1,cyclic_2_1,unroll_2,pipeline,unroll_16,21.0,0.6781757164481067,False
workload_1166.cpp,xczu7ev-ffvc1156-2-e,5.0,142.774125,1009,24,1,35,58,cyclic_4_1,block_2_1,complete_1,unroll_4,unroll_2,unroll_64,29.5,0.4338309241245908,False
workload_1167.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21635,1030,24,1,13,46,cyclic_2_1,block_2_1,cyclic_4_1,unroll_2,pipeline,unroll_64,21.0,0.6781753080929328,False
workload_1168.cpp,xczu7ev-ffvc1156-2-e,5.0,49.21703,1078,31,1,31,62,cyclic_4_1,block_4_1,block_2_1,unroll_2,pipeline,pipeline_1,31.25,0.48399950935835845,False
workload_1169.cpp,xczu7ev-ffvc1156-2-e,5.0,49.54331,1081,26,2,15,47,cyclic_8_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_4,22.5,0.6484158584239724,False
workload_1170.cpp,xczu7ev-ffvc1156-2-e,5.0,144.45387,1086,46,28,12,34,block_128_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_8,30.0,0.4205992533562153,False
workload_1171.cpp,xczu7ev-ffvc1156-2-e,5.0,49.215625,1153,25,1,15,49,cyclic_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_8,22.5,0.6486287482043236,False
workload_1172.cpp,xczu7ev-ffvc1156-2-e,5.0,49.215625,992,24,1,13,47,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_16,21.25,0.6732469180108468,False
workload_1173.cpp,xczu7ev-ffvc1156-2-e,5.0,188.123325,1633,26,30,37,80,cyclic_4_1,block_16_1,complete_1,unroll_4,unroll_2,unroll_64,43.25,0.19783747782707234,False
