Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
workload_708.cpp,xcu200-fsgd2104-2-e,3.33,610.37568333,62,1,1,1,1,unroll_2,pipeline_1,pipeline_1,1.0,0.8500109577693189,False
workload_709.cpp,xcu200-fsgd2104-2-e,3.33,610.37568333,63,1,1,1,1,unroll_2,pipeline_1,unroll_8,1.0,0.8500109577693189,False
workload_710.cpp,xcu200-fsgd2104-2-e,3.33,610.37568333,64,1,1,1,1,unroll_2,pipeline,pipeline_1,1.0,0.8500109577693189,False
workload_711.cpp,xcu200-fsgd2104-2-e,3.33,610.03469133,72,1,1,1,1,unroll_4,pipeline_1,unroll_16,1.0,0.8501258565408039,False
workload_712.cpp,xcu200-fsgd2104-2-e,3.33,185.50150947,79,1,1,1,1,pipeline,unroll,unroll,1.0,1.0,True
workload_713.cpp,xcu200-fsgd2104-2-e,3.33,46.37630394,80,1,1,1,2,pipeline_1,unroll,unroll_16,1.25,1.0,True
workload_714.cpp,xcu200-fsgd2104-2-e,3.33,185.50150947,83,1,1,1,1,pipeline_1,unroll,unroll,1.0,1.0,True
workload_715.cpp,xcu200-fsgd2104-2-e,3.33,46.37630394,83,1,1,1,2,pipeline,unroll,unroll_2,1.25,1.0,True
workload_716.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,88,1,1,1,1,pipeline,pipeline_1,unroll_4,1.0,0.966091881296162,False
workload_717.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,89,1,1,1,1,pipeline,pipeline_1,unroll_16,1.0,0.966091881296162,False
workload_718.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,89,1,1,1,1,pipeline_1,pipeline,unroll_4,1.0,0.966091881296162,False
workload_719.cpp,xcu200-fsgd2104-2-e,3.33,278.25093387,92,1,1,1,2,pipeline_1,pipeline_1,unroll,1.25,0.936276892740392,False
workload_720.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,92,1,1,1,1,pipeline_1,pipeline,pipeline,1.0,0.966091881296162,False
workload_721.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,93,1,1,1,1,pipeline,pipeline_1,pipeline_1,1.0,0.966091881296162,False
workload_722.cpp,xcu200-fsgd2104-2-e,3.33,600.31641933,108,1,1,2,1,unroll_8,pipeline,unroll,1.25,0.844108442646604,False
workload_723.cpp,xcu200-fsgd2104-2-e,3.33,1109.5879713299998,59,1,1,1,1,unroll_2,unroll,pipeline_1,1.0,0.691236474715267,False
workload_724.cpp,xcu200-fsgd2104-2-e,3.33,600.82790733,64,1,1,1,1,unroll_2,pipeline_1,unroll,1.0,0.853231449902862,False
workload_725.cpp,xcu200-fsgd2104-2-e,3.33,46.37630394,81,1,1,1,2,pipeline_1,unroll,pipeline_1,1.25,1.0,True
workload_726.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,92,1,1,1,1,pipeline_1,pipeline,unroll_16,1.0,0.966091881296162,False
workload_727.cpp,xcu200-fsgd2104-2-e,3.33,610.03469133,69,1,1,1,1,unroll_4,pipeline,unroll_16,1.0,0.8501258565408039,False
workload_728.cpp,xcu200-fsgd2104-2-e,3.33,4022.51213133,159,1,1,1,3,unroll_8,unroll,unroll_4,1.5,0.13994650256738156,False
workload_729.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,79,1,1,1,1,pipeline,pipeline,pipeline,1.0,0.966091881296162,False
workload_730.cpp,xcu200-fsgd2104-2-e,3.33,278.25093387,88,1,1,1,2,pipeline,pipeline_1,unroll,1.25,0.936276892740392,False
workload_731.cpp,xcu200-fsgd2104-2-e,3.33,386.68610349,120,1,1,1,1,unroll_2,unroll,unroll,1.0,0.9272748040761555,False
workload_732.cpp,xcu200-fsgd2104-2-e,3.33,1108.94861133,303,1,1,3,8,unroll_32,unroll,pipeline_1,3.25,0.4951927727125123,False
workload_733.cpp,xcu200-fsgd2104-2-e,3.33,609.73632333,309,1,1,8,6,unroll_32,pipeline,unroll_16,4.0,0.4492113929675249,False
workload_734.cpp,xcu200-fsgd2104-2-e,3.33,600.16723533,518,1,1,15,12,unroll_64,pipeline_1,unroll,7.25,0.14378237242803507,False
workload_735.cpp,xcu200-fsgd2104-2-e,3.33,609.71501133,902,1,1,16,13,unroll_64,pipeline,unroll_8,7.75,0.12238875185241334,False
workload_736.cpp,xcu200-fsgd2104-2-e,3.33,609.71501133,925,1,1,16,13,unroll_64,pipeline_1,unroll_8,7.75,0.12238875185241334,False
workload_737.cpp,xcu200-fsgd2104-2-e,3.33,609.71501133,904,1,1,16,13,unroll_64,pipeline_1,unroll_16,7.75,0.12238875185241334,False
workload_738.cpp,xcu200-fsgd2104-2-e,3.33,609.71501133,921,1,1,16,13,unroll_64,pipeline_1,unroll_4,7.75,0.12238875185241334,False
workload_739.cpp,xcu200-fsgd2104-2-e,3.33,1805.21165133,56,1,1,1,1,unroll_2,unroll,pipeline,1.0,0.501446494407803,False
workload_740.cpp,xcu200-fsgd2104-2-e,3.33,610.37568333,58,1,1,1,1,unroll_2,pipeline_1,unroll_2,1.0,0.8500109577693189,False
workload_741.cpp,xcu200-fsgd2104-2-e,3.33,610.37568333,62,1,1,1,1,unroll_2,pipeline_1,pipeline,1.0,0.8500109577693189,False
workload_742.cpp,xcu200-fsgd2104-2-e,3.33,4199.99846733,70,1,1,1,1,unroll_4,unroll,unroll_2,1.0,0.12813526346070556,False
workload_743.cpp,xcu200-fsgd2104-2-e,3.33,278.25093387,84,1,1,1,2,pipeline,pipeline,unroll,1.25,0.936276892740392,False
workload_744.cpp,xcu200-fsgd2104-2-e,3.33,278.25093387,84,1,1,1,1,pipeline,pipeline,unroll_2,1.0,0.966091887324769,False
workload_745.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,86,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,1.0,0.966091881296162,False
workload_746.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,86,1,1,1,1,pipeline_1,pipeline_1,unroll_4,1.0,0.966091881296162,False
workload_747.cpp,xcu200-fsgd2104-2-e,3.33,278.25093387,87,1,1,1,1,pipeline,pipeline_1,unroll_2,1.0,0.966091887324769,False
workload_748.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,87,1,1,1,1,pipeline_1,pipeline_1,pipeline,1.0,0.966091881296162,False
workload_749.cpp,xcu200-fsgd2104-2-e,3.33,278.25093387,89,1,1,1,1,pipeline_1,pipeline_1,unroll_2,1.0,0.966091887324769,False
workload_750.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,89,1,1,1,1,pipeline_1,pipeline_1,unroll_16,1.0,0.966091881296162,False
workload_751.cpp,xcu200-fsgd2104-2-e,3.33,609.86419533,95,1,1,2,1,unroll_8,pipeline_1,pipeline_1,1.25,0.8411030104833176,False
workload_752.cpp,xcu200-fsgd2104-2-e,3.33,2345.00198733,173,1,1,2,5,unroll_4,unroll,unroll_16,2.25,0.35274193254016495,False
workload_753.cpp,xcu200-fsgd2104-2-e,3.33,600.48691533,63,1,1,1,1,unroll_4,pipeline_1,unroll,1.0,0.8533465950841226,False
workload_754.cpp,xcu200-fsgd2104-2-e,3.33,610.03469133,64,1,1,1,1,unroll_4,pipeline_1,unroll_4,1.0,0.8501258565408039,False
workload_755.cpp,xcu200-fsgd2104-2-e,3.33,610.03469133,64,1,1,1,1,unroll_4,pipeline_1,pipeline_1,1.0,0.8501258565408039,False
workload_756.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,74,1,1,1,1,pipeline,pipeline_1,pipeline,1.0,0.966091881296162,False
workload_757.cpp,xcu200-fsgd2104-2-e,3.33,46.37630394,74,1,1,1,2,pipeline,unroll,pipeline,1.25,1.0,True
workload_758.cpp,xcu200-fsgd2104-2-e,3.33,609.86419533,93,1,1,2,1,unroll_8,pipeline_1,unroll_2,1.25,0.8411030104833176,False
workload_759.cpp,xcu200-fsgd2104-2-e,3.33,529.39010331,1958,1,1,3,2,unroll_16,unroll,unroll,1.75,0.8018740444726397,False
workload_760.cpp,xcu200-fsgd2104-2-e,3.33,609.86419533,83,1,1,2,1,unroll_8,pipeline,unroll_4,1.25,0.8411030104833176,False
workload_761.cpp,xcu200-fsgd2104-2-e,3.33,609.77894733,130,1,1,4,3,unroll_16,pipeline_1,pipeline_1,2.25,0.7116511636524221,False
workload_762.cpp,xcu200-fsgd2104-2-e,3.33,610.03469133,62,1,1,1,1,unroll_4,pipeline,pipeline,1.0,0.8501258565408039,False
workload_763.cpp,xcu200-fsgd2104-2-e,3.33,610.03469133,62,1,1,1,1,unroll_4,pipeline_1,unroll_8,1.0,0.8501258565408039,False
workload_764.cpp,xcu200-fsgd2104-2-e,3.33,610.03469133,63,1,1,1,1,unroll_4,pipeline_1,unroll_2,1.0,0.8501258565408039,False
workload_765.cpp,xcu200-fsgd2104-2-e,3.33,609.86419533,82,1,1,2,1,unroll_8,pipeline_1,unroll_4,1.25,0.8411030104833176,False
