Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
workload_520.cpp,xcu200-fsgd2104-2-e,5.0,772.352005,93,1,1,1,1,unroll_8,pipeline,pipeline_1,1.0,0.8647784319473877,False
workload_521.cpp,xcu200-fsgd2104-2-e,5.0,772.352005,94,1,1,1,1,unroll_8,pipeline,unroll_16,1.0,0.8647784319473877,False
workload_522.cpp,xcu200-fsgd2104-2-e,5.0,772.352005,95,1,1,1,1,unroll_8,pipeline,pipeline,1.0,0.8647784319473877,False
workload_523.cpp,xcu200-fsgd2104-2-e,5.0,772.352005,98,1,1,1,1,unroll_8,pipeline_1,pipeline,1.0,0.8647784319473877,False
workload_524.cpp,xcu200-fsgd2104-2-e,5.0,773.120005,62,1,1,1,1,unroll_2,pipeline,unroll_2,1.0,0.8645767011361445,False
workload_525.cpp,xcu200-fsgd2104-2-e,5.0,773.120005,59,1,1,1,1,unroll_2,pipeline,unroll_16,1.0,0.8645767011361445,False
workload_526.cpp,xcu200-fsgd2104-2-e,5.0,773.120005,58,1,1,1,1,unroll_2,pipeline,unroll_8,1.0,0.8645767011361445,False
workload_527.cpp,xcu200-fsgd2104-2-e,5.0,69.63372,76,1,1,1,2,pipeline_1,unroll,pipeline,1.25,1.0,True
workload_528.cpp,xcu200-fsgd2104-2-e,5.0,772.224005,151,1,1,3,3,unroll_16,pipeline,unroll_16,2.0,0.7434540114462738,False
workload_529.cpp,xcu200-fsgd2104-2-e,5.0,773.120005,61,1,1,1,1,unroll_2,pipeline_1,unroll_16,1.0,0.8645767011361445,False
workload_530.cpp,xcu200-fsgd2104-2-e,5.0,772.224005,154,1,1,3,3,unroll_16,pipeline,unroll_2,2.0,0.7434540114462738,False
workload_531.cpp,xcu200-fsgd2104-2-e,5.0,69.63372,80,1,1,1,2,pipeline,unroll,unroll_8,1.25,1.0,True
workload_532.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,80,1,1,1,1,pipeline,pipeline,unroll_4,1.0,0.9607524502348975,False
workload_533.cpp,xcu200-fsgd2104-2-e,5.0,69.63372,72,1,1,1,2,pipeline_1,unroll,unroll_2,1.25,1.0,True
workload_534.cpp,xcu200-fsgd2104-2-e,5.0,5255.424005,84,1,1,1,2,unroll_8,unroll,unroll_2,1.25,0.14019940830380684,False
workload_535.cpp,xcu200-fsgd2104-2-e,5.0,69.63372,79,1,1,1,2,pipeline_1,unroll,unroll_8,1.25,1.0,True
workload_536.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,89,1,1,1,1,pipeline_1,pipeline_1,unroll_8,1.0,0.9607524502348975,False
workload_537.cpp,xcu200-fsgd2104-2-e,5.0,5255.296005,134,1,1,1,3,unroll_16,unroll,unroll_2,1.5,0.13936572959207275,False
workload_538.cpp,xcu200-fsgd2104-2-e,5.0,1644.544005,149,1,1,1,4,unroll_16,unroll,pipeline,1.75,0.6206881976717834,False
workload_539.cpp,xcu200-fsgd2104-2-e,5.0,772.160005,263,1,1,7,6,unroll_32,pipeline,pipeline_1,3.75,0.45487718036119495,False
workload_540.cpp,xcu200-fsgd2104-2-e,5.0,1296.384005,698,1,1,5,17,unroll_64,unroll,pipeline_1,6.0,0.1860971875029948,False
workload_541.cpp,xcu200-fsgd2104-2-e,5.0,3473.536005,1013,1,1,5,10,unroll_16,unroll,unroll_8,4.25,0.1959139802370753,False
workload_544.cpp,xcu200-fsgd2104-2-e,5.0,5256.192005,58,1,1,1,1,unroll_2,unroll,unroll_2,1.0,0.14043594099618512,False
workload_545.cpp,xcu200-fsgd2104-2-e,5.0,773.120005,63,1,1,1,1,unroll_2,pipeline_1,pipeline,1.0,0.8645767011361445,False
workload_546.cpp,xcu200-fsgd2104-2-e,5.0,4989.952005,69,1,1,1,1,unroll_2,unroll,unroll_4,1.0,0.15811646180152825,False
workload_547.cpp,xcu200-fsgd2104-2-e,5.0,1644.544005,69,1,1,1,1,unroll_4,unroll,pipeline,1.0,0.6528239930369537,False
workload_548.cpp,xcu200-fsgd2104-2-e,5.0,758.272005,70,1,1,1,1,unroll_4,pipeline,unroll,1.0,0.8684815459418597,False
workload_549.cpp,xcu200-fsgd2104-2-e,5.0,772.608005,71,1,1,1,1,unroll_4,pipeline,pipeline_1,1.0,0.864711185387033,False
workload_550.cpp,xcu200-fsgd2104-2-e,5.0,69.63372,77,1,1,1,2,pipeline_1,unroll,unroll_16,1.25,1.0,True
workload_551.cpp,xcu200-fsgd2104-2-e,5.0,278.530555,79,1,1,1,1,pipeline_1,unroll,unroll,1.0,1.0,True
workload_552.cpp,xcu200-fsgd2104-2-e,5.0,4989.440005,83,1,1,1,1,unroll_4,unroll,unroll_4,1.0,0.1581535435876886,False
workload_553.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,86,1,1,1,1,pipeline_1,pipeline,unroll_8,1.0,0.9607524502348975,False
workload_554.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,86,1,1,1,1,pipeline,pipeline,unroll_8,1.0,0.9607524502348975,False
workload_555.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,89,1,1,1,1,pipeline_1,pipeline,pipeline,1.0,0.9607524502348975,False
workload_556.cpp,xcu200-fsgd2104-2-e,5.0,772.352005,95,1,1,1,1,unroll_8,pipeline,unroll_8,1.0,0.8647784319473877,False
workload_557.cpp,xcu200-fsgd2104-2-e,5.0,772.352005,99,1,1,1,1,unroll_8,pipeline,unroll_2,1.0,0.8647784319473877,False
workload_558.cpp,xcu200-fsgd2104-2-e,5.0,3473.920005,108,1,1,1,2,unroll_4,unroll,unroll_8,1.25,0.31871573774017703,False
workload_559.cpp,xcu200-fsgd2104-2-e,5.0,758.784005,62,1,1,1,1,unroll_2,pipeline,unroll,1.0,0.8683467305509747,False
workload_560.cpp,xcu200-fsgd2104-2-e,5.0,69.63372,81,1,1,1,2,pipeline,unroll,pipeline,1.25,1.0,True
workload_561.cpp,xcu200-fsgd2104-2-e,5.0,69.63372,79,1,1,1,2,pipeline,unroll,unroll_16,1.25,1.0,True
workload_562.cpp,xcu200-fsgd2104-2-e,5.0,772.608005,72,1,1,1,1,unroll_4,pipeline,unroll_16,1.0,0.864711185387033,False
workload_563.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,85,1,1,1,1,pipeline_1,pipeline,unroll_4,1.0,0.9607524502348975,False
workload_564.cpp,xcu200-fsgd2104-2-e,5.0,772.608005,71,1,1,1,1,unroll_4,pipeline_1,unroll_4,1.0,0.864711185387033,False
workload_565.cpp,xcu200-fsgd2104-2-e,5.0,278.530555,80,1,1,1,1,pipeline,unroll,unroll,1.0,1.0,True
workload_566.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,83,1,1,1,1,pipeline_1,pipeline,unroll_16,1.0,0.9607524502348975,False
workload_567.cpp,xcu200-fsgd2104-2-e,5.0,772.352005,102,1,1,1,1,unroll_8,pipeline_1,pipeline_1,1.0,0.8647784319473877,False
workload_568.cpp,xcu200-fsgd2104-2-e,5.0,772.608005,75,1,1,1,1,unroll_4,pipeline_1,unroll_16,1.0,0.864711185387033,False
workload_569.cpp,xcu200-fsgd2104-2-e,5.0,1296.384005,58,1,1,1,1,unroll_2,unroll,pipeline_1,1.0,0.7333160976805921,False
workload_570.cpp,xcu200-fsgd2104-2-e,5.0,773.120005,64,1,1,1,1,unroll_2,pipeline_1,unroll_8,1.0,0.8645767011361445,False
workload_571.cpp,xcu200-fsgd2104-2-e,5.0,5255.680005,63,1,1,1,1,unroll_4,unroll,unroll_2,1.0,0.14046687303955063,False
workload_572.cpp,xcu200-fsgd2104-2-e,5.0,772.224005,153,1,1,3,3,unroll_16,pipeline,unroll_8,2.0,0.7434540114462738,False
workload_573.cpp,xcu200-fsgd2104-2-e,5.0,2716.160005,181,1,1,2,5,unroll_4,unroll,unroll_16,2.25,0.400543784626306,False
workload_574.cpp,xcu200-fsgd2104-2-e,5.0,3473.664005,268,1,1,3,5,unroll_8,unroll,unroll_8,2.5,0.28558489750896787,False
workload_575.cpp,xcu200-fsgd2104-2-e,5.0,1296.384005,284,1,1,2,8,unroll_32,unroll,pipeline_1,3.0,0.5247996837962703,False
workload_576.cpp,xcu200-fsgd2104-2-e,5.0,5255.232005,404,1,1,3,7,unroll_32,unroll,unroll_2,3.0,0.12477928385118006,False
workload_577.cpp,xcu200-fsgd2104-2-e,5.0,4989.056005,536,1,1,3,5,unroll_16,unroll,unroll_4,2.5,0.1461796994215187,False
workload_578.cpp,xcu200-fsgd2104-2-e,5.0,485.379465,419,1,1,1,1,unroll_4,unroll,unroll,1.0,0.9420202264483767,False
workload_579.cpp,xcu200-fsgd2104-2-e,5.0,2715.904005,506,1,1,5,9,unroll_8,unroll,unroll_16,4.0,0.2717901236720015,False
workload_580.cpp,xcu200-fsgd2104-2-e,5.0,772.128005,928,1,1,14,12,unroll_64,pipeline,unroll_8,7.0,0.13257008154220823,False
workload_581.cpp,xcu200-fsgd2104-2-e,5.0,772.128005,848,1,1,14,12,unroll_64,pipeline,unroll_4,7.0,0.13257008154220823,False
workload_582.cpp,xcu200-fsgd2104-2-e,5.0,772.128005,883,1,1,14,12,unroll_64,pipeline,unroll_2,7.0,0.13257008154220823,False
workload_583.cpp,xcu200-fsgd2104-2-e,5.0,5255.200005,1492,1,1,7,13,unroll_64,unroll,unroll_2,5.5,0.10000000000000002,False
workload_584.cpp,xcu200-fsgd2104-2-e,5.0,1644.544005,57,1,1,1,1,unroll_2,unroll,pipeline,1.0,0.6528239930369537,False
workload_585.cpp,xcu200-fsgd2104-2-e,5.0,773.120005,58,1,1,1,1,unroll_2,pipeline,pipeline,1.0,0.8645767011361445,False
workload_586.cpp,xcu200-fsgd2104-2-e,5.0,773.120005,58,1,1,1,1,unroll_2,pipeline,pipeline_1,1.0,0.8645767011361445,False
workload_587.cpp,xcu200-fsgd2104-2-e,5.0,758.784005,61,1,1,1,1,unroll_2,pipeline_1,unroll,1.0,0.8683467305509747,False
workload_588.cpp,xcu200-fsgd2104-2-e,5.0,758.272005,71,1,1,1,1,unroll_4,pipeline_1,unroll,1.0,0.8684815459418597,False
workload_589.cpp,xcu200-fsgd2104-2-e,5.0,772.608005,72,1,1,1,1,unroll_4,pipeline,pipeline,1.0,0.864711185387033,False
workload_590.cpp,xcu200-fsgd2104-2-e,5.0,69.63372,75,1,1,1,2,pipeline_1,unroll,unroll_4,1.25,1.0,True
workload_591.cpp,xcu200-fsgd2104-2-e,5.0,69.63372,79,1,1,1,2,pipeline_1,unroll,pipeline_1,1.25,1.0,True
workload_592.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,83,1,1,1,1,pipeline,pipeline,pipeline_1,1.0,0.9607524502348975,False
workload_593.cpp,xcu200-fsgd2104-2-e,5.0,417.79283,83,1,1,1,1,pipeline,pipeline,unroll_2,1.0,0.9607524544151473,False
workload_594.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,83,1,1,1,1,pipeline,pipeline_1,unroll_16,1.0,0.9607524502348975,False
workload_595.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,83,1,1,1,1,pipeline_1,pipeline,pipeline_1,1.0,0.9607524502348975,False
workload_596.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,86,1,1,1,1,pipeline,pipeline,pipeline,1.0,0.9607524502348975,False
workload_597.cpp,xcu200-fsgd2104-2-e,5.0,417.79283,90,1,1,1,1,pipeline,pipeline,unroll,1.0,0.9607524544151473,False
workload_598.cpp,xcu200-fsgd2104-2-e,5.0,2716.672005,94,1,1,1,2,unroll_2,unroll,unroll_16,1.25,0.4376336505166565,False
workload_599.cpp,xcu200-fsgd2104-2-e,5.0,546.817765,127,1,1,1,1,unroll_2,unroll,unroll,1.0,0.9251708753341537,False
workload_600.cpp,xcu200-fsgd2104-2-e,5.0,69.63372,76,1,1,1,2,pipeline,unroll,unroll_2,1.25,1.0,True
workload_601.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,81,1,1,1,1,pipeline,pipeline_1,pipeline_1,1.0,0.9607524502348975,False
workload_602.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,85,1,1,1,1,pipeline_1,pipeline_1,pipeline,1.0,0.9607524502348975,False
workload_603.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,77,1,1,1,1,pipeline,pipeline,unroll_16,1.0,0.9607524502348975,False
workload_604.cpp,xcu200-fsgd2104-2-e,5.0,417.79283,80,1,1,1,1,pipeline_1,pipeline_1,unroll,1.0,0.9607524544151473,False
workload_605.cpp,xcu200-fsgd2104-2-e,5.0,772.608005,73,1,1,1,1,unroll_4,pipeline_1,unroll_8,1.0,0.864711185387033,False
workload_606.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,77,1,1,1,1,pipeline,pipeline_1,pipeline,1.0,0.9607524502348975,False
workload_607.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,79,1,1,1,1,pipeline_1,pipeline_1,unroll_4,1.0,0.9607524502348975,False
workload_608.cpp,xcu200-fsgd2104-2-e,5.0,772.160005,280,1,1,7,6,unroll_32,pipeline,pipeline,3.75,0.45487718036119495,False
workload_609.cpp,xcu200-fsgd2104-2-e,5.0,772.160005,280,1,1,7,6,unroll_32,pipeline_1,pipeline_1,3.75,0.45487718036119495,False
workload_610.cpp,xcu200-fsgd2104-2-e,5.0,757.824005,220,1,1,7,5,unroll_32,pipeline,unroll,3.5,0.49378622093121793,False
workload_611.cpp,xcu200-fsgd2104-2-e,5.0,757.792005,479,1,1,14,11,unroll_64,pipeline,unroll,6.75,0.1453462539711075,False
workload_612.cpp,xcu200-fsgd2104-2-e,5.0,794.624035,431,1,1,2,2,unroll_8,unroll,unroll,1.5,0.8183908096195065,False
workload_613.cpp,xcu200-fsgd2104-2-e,5.0,772.128005,853,1,1,14,12,unroll_64,pipeline,pipeline_1,7.0,0.13257008154220823,False
workload_614.cpp,xcu200-fsgd2104-2-e,5.0,772.128005,861,1,1,14,12,unroll_64,pipeline_1,pipeline,7.0,0.13257008154220823,False
workload_615.cpp,xcu200-fsgd2104-2-e,5.0,773.120005,55,1,1,1,1,unroll_2,pipeline_1,unroll_4,1.0,0.8645767011361445,False
workload_616.cpp,xcu200-fsgd2104-2-e,5.0,773.120005,59,1,1,1,1,unroll_2,pipeline_1,pipeline_1,1.0,0.8645767011361445,False
workload_617.cpp,xcu200-fsgd2104-2-e,5.0,772.608005,68,1,1,1,1,unroll_4,pipeline_1,pipeline,1.0,0.864711185387033,False
workload_618.cpp,xcu200-fsgd2104-2-e,5.0,772.608005,68,1,1,1,1,unroll_4,pipeline_1,pipeline_1,1.0,0.864711185387033,False
workload_619.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,78,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,1.0,0.9607524502348975,False
workload_620.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,78,1,1,1,1,pipeline,pipeline_1,unroll_8,1.0,0.9607524502348975,False
workload_621.cpp,xcu200-fsgd2104-2-e,5.0,417.79283,80,1,1,1,1,pipeline_1,pipeline_1,unroll_2,1.0,0.9607524544151473,False
workload_622.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,82,1,1,1,1,pipeline,pipeline_1,unroll_4,1.0,0.9607524502348975,False
workload_623.cpp,xcu200-fsgd2104-2-e,5.0,417.79283,83,1,1,1,1,pipeline,pipeline_1,unroll_2,1.0,0.9607524544151473,False
workload_624.cpp,xcu200-fsgd2104-2-e,5.0,417.792845,85,1,1,1,1,pipeline_1,pipeline_1,unroll_16,1.0,0.9607524502348975,False
workload_625.cpp,xcu200-fsgd2104-2-e,5.0,417.79283,86,1,1,1,1,pipeline,pipeline_1,unroll,1.0,0.9607524544151473,False
workload_626.cpp,xcu200-fsgd2104-2-e,5.0,758.016005,86,1,1,1,1,unroll_8,pipeline_1,unroll,1.0,0.8685489580722128,False
workload_627.cpp,xcu200-fsgd2104-2-e,5.0,772.352005,87,1,1,1,1,unroll_8,pipeline_1,unroll_2,1.0,0.8647784319473877,False
workload_628.cpp,xcu200-fsgd2104-2-e,5.0,758.016005,93,1,1,1,1,unroll_8,pipeline,unroll,1.0,0.8685489580722128,False
workload_629.cpp,xcu200-fsgd2104-2-e,5.0,773.120005,49,1,1,1,1,unroll_2,pipeline_1,unroll_2,1.0,0.8645767011361445,False
workload_630.cpp,xcu200-fsgd2104-2-e,5.0,772.608005,58,1,1,1,1,unroll_4,pipeline_1,unroll_2,1.0,0.864711185387033,False
workload_631.cpp,xcu200-fsgd2104-2-e,5.0,757.888005,114,1,1,3,3,unroll_16,pipeline,unroll,2.0,0.7455446340450075,False
workload_632.cpp,xcu200-fsgd2104-2-e,5.0,757.888005,113,1,1,3,3,unroll_16,pipeline_1,unroll,2.0,0.7455446340450075,False
workload_633.cpp,xcu200-fsgd2104-2-e,3.33,610.37568333,62,1,1,1,1,unroll_2,pipeline,unroll_4,1.0,0.8500109577693189,False
workload_634.cpp,xcu200-fsgd2104-2-e,3.33,1109.24697933,73,1,1,1,1,unroll_4,unroll,pipeline_1,1.0,0.6913384897756261,False
workload_635.cpp,xcu200-fsgd2104-2-e,3.33,2904.56985933,74,1,1,1,1,unroll_2,unroll,unroll_8,1.0,0.2761798590415095,False
workload_636.cpp,xcu200-fsgd2104-2-e,3.33,610.03469133,74,1,1,1,1,unroll_4,pipeline,unroll_4,1.0,0.8501258565408039,False
workload_637.cpp,xcu200-fsgd2104-2-e,3.33,610.03469133,75,1,1,1,1,unroll_4,pipeline,unroll_2,1.0,0.8501258565408039,False
workload_638.cpp,xcu200-fsgd2104-2-e,3.33,610.03469133,76,1,1,1,1,unroll_4,pipeline,unroll_8,1.0,0.8501258565408039,False
workload_639.cpp,xcu200-fsgd2104-2-e,3.33,46.37630394,80,1,1,1,2,pipeline,unroll,pipeline_1,1.25,1.0,True
workload_640.cpp,xcu200-fsgd2104-2-e,3.33,46.37630394,84,1,1,1,2,pipeline,unroll,unroll_4,1.25,1.0,True
workload_641.cpp,xcu200-fsgd2104-2-e,3.33,278.25093387,88,1,1,1,1,pipeline_1,pipeline,unroll_2,1.0,0.966091887324769,False
workload_642.cpp,xcu200-fsgd2104-2-e,3.33,278.25093387,88,1,1,1,2,pipeline_1,pipeline,unroll,1.25,0.936276892740392,False
workload_643.cpp,xcu200-fsgd2104-2-e,3.33,1804.70016333,96,1,1,1,2,unroll_8,unroll,pipeline,1.25,0.4997765880833719,False
workload_644.cpp,xcu200-fsgd2104-2-e,3.33,609.86419533,100,1,1,2,1,unroll_8,pipeline,pipeline_1,1.25,0.8411030104833176,False
workload_645.cpp,xcu200-fsgd2104-2-e,3.33,609.86419533,100,1,1,2,1,unroll_8,pipeline,unroll_16,1.25,0.8411030104833176,False
workload_646.cpp,xcu200-fsgd2104-2-e,3.33,609.86419533,100,1,1,2,1,unroll_8,pipeline_1,pipeline,1.25,0.8411030104833176,False
workload_647.cpp,xcu200-fsgd2104-2-e,3.33,609.86419533,106,1,1,2,1,unroll_8,pipeline,pipeline,1.25,0.8411030104833176,False
workload_648.cpp,xcu200-fsgd2104-2-e,3.33,610.37568333,64,1,1,1,1,unroll_2,pipeline,unroll_2,1.0,0.8500109577693189,False
workload_649.cpp,xcu200-fsgd2104-2-e,3.33,610.37568333,58,1,1,1,1,unroll_2,pipeline,unroll_8,1.0,0.8500109577693189,False
workload_650.cpp,xcu200-fsgd2104-2-e,3.33,610.37568333,64,1,1,1,1,unroll_2,pipeline,unroll_16,1.0,0.8500109577693189,False
workload_651.cpp,xcu200-fsgd2104-2-e,3.33,46.37630394,78,1,1,1,2,pipeline_1,unroll,pipeline,1.25,1.0,True
workload_652.cpp,xcu200-fsgd2104-2-e,3.33,609.77894733,152,1,1,4,3,unroll_16,pipeline,unroll_2,2.25,0.7116511636524221,False
workload_653.cpp,xcu200-fsgd2104-2-e,3.33,610.37568333,59,1,1,1,1,unroll_2,pipeline_1,unroll_16,1.0,0.8500109577693189,False
workload_654.cpp,xcu200-fsgd2104-2-e,3.33,46.37630394,81,1,1,1,2,pipeline,unroll,unroll_8,1.25,1.0,True
workload_655.cpp,xcu200-fsgd2104-2-e,3.33,609.77894733,167,1,1,4,3,unroll_16,pipeline,unroll_16,2.25,0.7116511636524221,False
workload_656.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,81,1,1,1,1,pipeline,pipeline,unroll_4,1.0,0.966091881296162,False
workload_657.cpp,xcu200-fsgd2104-2-e,3.33,46.37630394,79,1,1,1,2,pipeline_1,unroll,unroll_8,1.25,1.0,True
workload_658.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,81,1,1,1,1,pipeline_1,pipeline_1,unroll_8,1.0,0.966091881296162,False
workload_659.cpp,xcu200-fsgd2104-2-e,3.33,4199.82797133,93,1,1,1,2,unroll_8,unroll,unroll_2,1.25,0.12795435401823513,False
workload_660.cpp,xcu200-fsgd2104-2-e,3.33,46.37630394,81,1,1,1,2,pipeline_1,unroll,unroll_2,1.25,1.0,True
workload_661.cpp,xcu200-fsgd2104-2-e,3.33,1804.61491533,140,1,1,1,4,unroll_16,unroll,pipeline,1.75,0.48584795629602107,False
workload_662.cpp,xcu200-fsgd2104-2-e,3.33,4199.82797133,159,1,1,1,3,unroll_16,unroll,unroll_2,1.5,0.12738302022970685,False
workload_663.cpp,xcu200-fsgd2104-2-e,3.33,609.73632333,317,1,1,8,6,unroll_32,pipeline,pipeline_1,4.0,0.4492113929675249,False
workload_664.cpp,xcu200-fsgd2104-2-e,3.33,1108.92729933,804,1,1,5,17,unroll_64,unroll,pipeline_1,6.0,0.2113445968716851,False
workload_665.cpp,xcu200-fsgd2104-2-e,3.33,2904.05837133,1154,1,1,6,10,unroll_16,unroll,unroll_8,4.5,0.1750579537823448,False
workload_668.cpp,xcu200-fsgd2104-2-e,3.33,610.37568333,60,1,1,1,1,unroll_2,pipeline,pipeline,1.0,0.8500109577693189,False
workload_669.cpp,xcu200-fsgd2104-2-e,3.33,4023.02361933,65,1,1,1,1,unroll_2,unroll,unroll_4,1.0,0.14086985571764393,False
workload_670.cpp,xcu200-fsgd2104-2-e,3.33,1804.87065933,71,1,1,1,1,unroll_4,unroll,pipeline,1.0,0.5015305567559376,False
workload_671.cpp,xcu200-fsgd2104-2-e,3.33,46.37630394,83,1,1,1,2,pipeline,unroll,unroll_16,1.25,1.0,True
workload_672.cpp,xcu200-fsgd2104-2-e,3.33,4022.68262733,85,1,1,1,1,unroll_4,unroll,unroll_4,1.0,0.14089668059503982,False
workload_673.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,85,1,1,1,1,pipeline,pipeline,pipeline_1,1.0,0.966091881296162,False
workload_674.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,85,1,1,1,1,pipeline,pipeline,unroll_16,1.0,0.966091881296162,False
workload_675.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,92,1,1,1,1,pipeline,pipeline,unroll_8,1.0,0.966091881296162,False
workload_676.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,93,1,1,1,1,pipeline_1,pipeline,unroll_8,1.0,0.966091881296162,False
workload_677.cpp,xcu200-fsgd2104-2-e,3.33,2345.34297933,99,1,1,1,2,unroll_2,unroll,unroll_16,1.25,0.37821478571870737,False
workload_678.cpp,xcu200-fsgd2104-2-e,3.33,609.86419533,108,1,1,2,1,unroll_8,pipeline_1,unroll_16,1.25,0.8411030104833176,False
workload_679.cpp,xcu200-fsgd2104-2-e,3.33,609.86419533,108,1,1,2,1,unroll_8,pipeline,unroll_2,1.25,0.8411030104833176,False
workload_680.cpp,xcu200-fsgd2104-2-e,3.33,2904.22886733,121,1,1,1,2,unroll_4,unroll,unroll_8,1.25,0.2755258333110532,False
workload_681.cpp,xcu200-fsgd2104-2-e,3.33,600.82790733,62,1,1,1,1,unroll_2,pipeline,unroll,1.0,0.853231449902862,False
workload_682.cpp,xcu200-fsgd2104-2-e,3.33,4200.33945933,58,1,1,1,1,unroll_2,unroll,unroll_2,1.0,0.128113014764857,False
workload_683.cpp,xcu200-fsgd2104-2-e,3.33,609.77894733,155,1,1,4,3,unroll_16,pipeline_1,unroll_16,2.25,0.7116511636524221,False
workload_684.cpp,xcu200-fsgd2104-2-e,3.33,46.37630394,82,1,1,1,2,pipeline_1,unroll,unroll_4,1.25,1.0,True
workload_685.cpp,xcu200-fsgd2104-2-e,3.33,600.48691533,78,1,1,1,1,unroll_4,pipeline,unroll,1.0,0.8533465950841226,False
workload_686.cpp,xcu200-fsgd2104-2-e,3.33,610.37568333,60,1,1,1,1,unroll_2,pipeline_1,unroll_4,1.0,0.8500109577693189,False
workload_687.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,83,1,1,1,1,pipeline,pipeline_1,unroll_8,1.0,0.966091881296162,False
workload_688.cpp,xcu200-fsgd2104-2-e,3.33,609.86419533,103,1,1,2,1,unroll_8,pipeline,unroll_8,1.25,0.8411030104833176,False
workload_689.cpp,xcu200-fsgd2104-2-e,3.33,610.03469133,79,1,1,1,1,unroll_4,pipeline_1,pipeline,1.0,0.8501258565408039,False
workload_690.cpp,xcu200-fsgd2104-2-e,3.33,1108.99123533,151,1,1,1,4,unroll_16,unroll,pipeline_1,1.75,0.6592756515624267,False
workload_691.cpp,xcu200-fsgd2104-2-e,3.33,609.77894733,151,1,1,4,3,unroll_16,pipeline,pipeline,2.25,0.7116511636524221,False
workload_692.cpp,xcu200-fsgd2104-2-e,3.33,610.03469133,78,1,1,1,1,unroll_4,pipeline,pipeline_1,1.0,0.8501258565408039,False
workload_693.cpp,xcu200-fsgd2104-2-e,3.33,609.77894733,166,1,1,4,3,unroll_16,pipeline_1,pipeline,2.25,0.7116511636524221,False
workload_694.cpp,xcu200-fsgd2104-2-e,3.33,278.25095052,90,1,1,1,1,pipeline_1,pipeline,pipeline_1,1.0,0.966091881296162,False
workload_695.cpp,xcu200-fsgd2104-2-e,3.33,1109.07648333,92,1,1,1,2,unroll_8,unroll,pipeline_1,1.25,0.6875878556698084,False
workload_696.cpp,xcu200-fsgd2104-2-e,3.33,2904.05837133,313,1,1,3,5,unroll_8,unroll,unroll_8,2.5,0.2522414475990872,False
workload_697.cpp,xcu200-fsgd2104-2-e,3.33,1804.57229133,333,1,1,3,9,unroll_32,unroll,pipeline,3.5,0.3644721422215471,False
workload_698.cpp,xcu200-fsgd2104-2-e,3.33,609.73632333,326,1,1,8,6,unroll_32,pipeline,unroll_8,4.0,0.4492113929675249,False
workload_699.cpp,xcu200-fsgd2104-2-e,3.33,609.73632333,325,1,1,8,6,unroll_32,pipeline,unroll_4,4.0,0.4492113929675249,False
workload_700.cpp,xcu200-fsgd2104-2-e,3.33,609.73632333,326,1,1,8,6,unroll_32,pipeline_1,unroll_16,4.0,0.4492113929675249,False
workload_701.cpp,xcu200-fsgd2104-2-e,3.33,321.89875569,398,1,1,1,1,unroll_4,unroll,unroll,1.0,0.950360044489544,False
workload_702.cpp,xcu200-fsgd2104-2-e,3.33,543.8822633100001,509,1,1,2,1,unroll_8,unroll,unroll,1.25,0.8618046073023785,False
workload_703.cpp,xcu200-fsgd2104-2-e,3.33,2344.83149133,584,1,1,5,9,unroll_8,unroll,unroll_16,4.0,0.25683314205271607,False
workload_704.cpp,xcu200-fsgd2104-2-e,3.33,609.71501133,973,1,1,16,13,unroll_64,pipeline_1,pipeline_1,7.75,0.12238875185241334,False
workload_705.cpp,xcu200-fsgd2104-2-e,3.33,4199.67878733,1599,1,1,7,13,unroll_64,unroll,unroll_2,5.5,0.10000000000000002,False
