Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,Area,Weight,is_pareto
workload_2732.cpp,xczu7ev-ffvc1156-2-e,3.33,3.03917112,187,17,1,6,14,block_2_1,block_2_1,cyclic_4_1,block_32_1,block_128_1,cyclic_2_1,cyclic_64_1,block_2_1,cyclic_16_1,complete_1,unroll_4,pipeline_1,unroll_32,pipeline_1,9.5,0.9370036081680383,False
workload_2733.cpp,xczu7ev-ffvc1156-2-e,3.33,2.36495601,201,18,1,9,12,cyclic_2_1,cyclic_4_1,block_4_1,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_16,10.0,0.9382702057682794,False
workload_2734.cpp,xczu7ev-ffvc1156-2-e,3.33,2.2817859300000003,203,19,3,11,14,cyclic_4_1,block_4_1,cyclic_4_1,block_32_1,block_32_1,cyclic_2_1,block_2_1,block_2_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_64,11.75,0.910690754788929,False
workload_2735.cpp,xczu7ev-ffvc1156-2-e,3.33,2.28519585,204,18,3,12,15,cyclic_4_1,block_4_1,block_4_1,cyclic_16_1,cyclic_16_1,cyclic_2_1,cyclic_64_1,cyclic_16_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_64,12.0,0.9029462382558909,False
workload_2736.cpp,xczu7ev-ffvc1156-2-e,3.33,2.28527577,207,18,3,11,16,cyclic_4_1,block_4_1,block_4_1,block_64_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,block_8_1,complete_1,pipeline,pipeline_1,unroll_2,pipeline_1,12.0,0.9029463787761787,False
workload_2737.cpp,xczu7ev-ffvc1156-2-e,3.33,2.37019077,210,17,1,10,14,cyclic_2_1,block_4_1,block_4_1,block_16_1,cyclic_16_1,cyclic_2_1,cyclic_64_1,cyclic_32_1,block_8_1,complete_1,pipeline,pipeline_1,unroll_2,pipeline_1,10.5,0.9300124779720241,False
workload_2738.cpp,xczu7ev-ffvc1156-2-e,3.33,2.37020409,210,17,1,10,14,cyclic_2_1,block_64_1,block_2_1,block_64_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,block_8_1,complete_1,pipeline,pipeline_1,unroll_2,pipeline_1,10.5,0.9300122840499484,False
workload_2739.cpp,xczu7ev-ffvc1156-2-e,3.33,2.37011085,211,17,1,10,14,cyclic_2_1,block_2_1,cyclic_4_1,cyclic_16_1,block_32_1,cyclic_2_1,cyclic_64_1,block_2_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_16,10.5,0.9300136414891909,False
workload_2740.cpp,xczu7ev-ffvc1156-2-e,3.33,2.36157273,217,18,1,12,13,cyclic_2_1,block_4_1,cyclic_4_1,block_4_1,block_2_1,cyclic_2_1,block_2_1,complete_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_64,11.0,0.9217564051930389,False
workload_2741.cpp,xczu7ev-ffvc1156-2-e,3.33,2.36846916,222,18,1,9,14,cyclic_2_1,block_4_1,cyclic_4_1,block_64_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,cyclic_32_1,block_8_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_16,10.5,0.9300375362728494,False
workload_2742.cpp,xczu7ev-ffvc1156-2-e,3.33,2.37683745,223,17,1,11,19,cyclic_2_1,block_4_1,cyclic_128_1,block_32_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_2,pipeline_1,12.0,0.9028011870302011,False
workload_2743.cpp,xczu7ev-ffvc1156-2-e,3.33,2.37512916,224,17,1,10,17,cyclic_2_1,block_4_1,cyclic_64_1,block_64_1,block_16_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,block_2_1,complete_1,pipeline,pipeline_1,unroll_8,pipeline_1,11.25,0.9173747333532007,False
workload_2744.cpp,xczu7ev-ffvc1156-2-e,3.33,2.9678325300000004,224,17,1,9,35,cyclic_2_1,block_2_1,block_2_1,block_32_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,cyclic_16_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,unroll_2,pipeline_1,15.5,0.7971256922592916,False
workload_2745.cpp,xczu7ev-ffvc1156-2-e,3.33,2.39061033,225,17,1,11,19,cyclic_2_1,block_4_1,cyclic_128_1,block_64_1,cyclic_16_1,cyclic_32_1,block_2_1,block_2_1,cyclic_16_1,complete_1,pipeline,pipeline,unroll_2,pipeline_1,12.0,0.9027311352266624,False
workload_2746.cpp,xczu7ev-ffvc1156-2-e,3.33,3.66689277,226,20,1,9,36,cyclic_8_1,block_4_1,cyclic_4_1,block_32_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,cyclic_16_1,cyclic_2_1,complete_1,unroll_64,pipeline,unroll_2,pipeline_1,16.5,0.76571609785585,False
workload_2747.cpp,xczu7ev-ffvc1156-2-e,3.33,2.2851159300000004,262,19,3,16,23,cyclic_4_1,block_4_1,cyclic_128_1,cyclic_4_1,block_32_1,block_128_1,block_2_1,block_128_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_16,15.25,0.8050411455105042,False
workload_2748.cpp,xczu7ev-ffvc1156-2-e,3.33,2.28179925,296,18,3,20,23,cyclic_4_1,cyclic_512_1,cyclic_4_1,cyclic_4_1,block_32_1,cyclic_2_1,block_2_1,block_128_1,cyclic_16_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,16.0,0.78332446492668,False
workload_2749.cpp,xczu7ev-ffvc1156-2-e,3.33,2.96507529,387,18,1,11,43,cyclic_2_1,cyclic_4_1,cyclic_128_1,block_4_1,cyclic_16_1,cyclic_2_1,block_2_1,block_2_1,cyclic_16_1,complete_1,unroll_64,pipeline_1,unroll_2,pipeline_1,18.25,0.7199339607683549,False
workload_2750.cpp,xczu7ev-ffvc1156-2-e,3.33,2.97184185,1265,17,1,15,14,cyclic_2_1,block_64_1,cyclic_8_1,block_32_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,11.75,0.8997914040278394,False
workload_2751.cpp,xczu7ev-ffvc1156-2-e,3.33,2.54176236,1534,17,1,40,63,block_2_1,block_2_1,block_2_1,block_4_1,block_32_1,cyclic_128_1,cyclic_64_1,cyclic_16_1,cyclic_16_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,30.25,0.43507909968794867,False
workload_2752.cpp,xczu7ev-ffvc1156-2-e,3.33,2.54176236,1949,17,1,39,61,block_2_1,block_2_1,block_4_1,block_4_1,cyclic_16_1,cyclic_128_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_8,unroll_16,29.5,0.450355937525155,False
workload_2753.cpp,xczu7ev-ffvc1156-2-e,3.33,2.55716361,2888,17,1,37,57,block_2_1,block_4_1,cyclic_4_1,block_32_1,block_32_1,cyclic_2_1,cyclic_16_1,block_2_1,cyclic_16_1,complete_1,pipeline,pipeline,unroll_2,pipeline_1,28.0,0.4819310987112483,False
workload_2758.cpp,xczu7ev-ffvc1156-2-e,3.33,2.9698938000000004,108,18,1,3,9,cyclic_4_1,block_2_1,block_2_1,block_16_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_8,pipeline_1,unroll_8,pipeline_1,7.75,0.9711506906698184,False
workload_2759.cpp,xczu7ev-ffvc1156-2-e,3.33,2.99234133,109,16,1,4,10,cyclic_2_1,cyclic_4_1,cyclic_128_1,cyclic_16_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_2,pipeline,unroll_2,pipeline_1,7.75,0.9707568263781573,False
workload_2760.cpp,xczu7ev-ffvc1156-2-e,3.33,23.34865464,112,19,1,2,7,cyclic_4_1,block_4_1,cyclic_4_1,cyclic_16_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,block_2_1,cyclic_16_1,complete_1,unroll_4,pipeline_1,unroll_8,unroll_2,7.25,0.4181648807342201,False
workload_2761.cpp,xczu7ev-ffvc1156-2-e,3.33,2.97526509,115,16,1,5,10,cyclic_2_1,block_2_1,cyclic_64_1,cyclic_16_1,block_32_1,cyclic_2_1,cyclic_64_1,cyclic_64_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,8.0,0.9663108256972096,False
workload_2762.cpp,xczu7ev-ffvc1156-2-e,3.33,2.96502201,118,18,1,5,7,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_32_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,complete_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,7.75,0.9712353374321132,False
workload_2763.cpp,xczu7ev-ffvc1156-2-e,3.33,2.9684152800000003,118,18,1,3,8,cyclic_2_1,block_4_1,cyclic_4_1,block_4_1,cyclic_32_1,cyclic_2_1,cyclic_64_1,block_2_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,7.5,0.9759359847840907,False
workload_2764.cpp,xczu7ev-ffvc1156-2-e,3.33,2.97354681,119,17,1,4,12,cyclic_4_1,cyclic_2_1,cyclic_128_1,block_64_1,cyclic_16_1,cyclic_16_1,block_2_1,block_2_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,8.5,0.9568869486821057,False
workload_2765.cpp,xczu7ev-ffvc1156-2-e,3.33,2.9718252,121,17,1,4,10,cyclic_2_1,block_4_1,cyclic_64_1,cyclic_16_1,block_2_1,cyclic_32_1,cyclic_4_1,cyclic_64_1,cyclic_8_1,complete_1,unroll_4,pipeline_1,unroll_8,pipeline_1,8.0,0.9663706347756775,False
workload_2766.cpp,xczu7ev-ffvc1156-2-e,3.33,2.97695673,126,17,1,4,12,cyclic_2_1,block_4_1,cyclic_128_1,block_64_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,block_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,8.5,0.9568280123934426,False
workload_2767.cpp,xczu7ev-ffvc1156-2-e,3.33,2.97458577,141,16,1,5,10,cyclic_2_1,block_64_1,block_2_1,block_16_1,block_128_1,cyclic_2_1,cyclic_16_1,cyclic_64_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,8.0,0.9663226469955818,False
workload_2768.cpp,xczu7ev-ffvc1156-2-e,3.33,2.99576457,144,17,1,7,11,cyclic_2_1,block_8_1,cyclic_64_1,block_32_1,block_32_1,cyclic_32_1,cyclic_16_1,complete_1,block_8_1,complete_1,unroll_2,pipeline,unroll_2,pipeline_1,9.0,0.947102090299643,False
workload_2769.cpp,xczu7ev-ffvc1156-2-e,3.33,2.96502201,152,17,1,7,11,cyclic_2_1,cyclic_4_1,cyclic_128_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,block_2_1,complete_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,9.0,0.9476310583453346,False
workload_2770.cpp,xczu7ev-ffvc1156-2-e,3.33,2.97184185,168,16,1,7,13,cyclic_2_1,block_4_1,cyclic_64_1,block_128_1,block_32_1,cyclic_32_1,block_2_1,complete_1,block_8_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,9.25,0.9428326390470586,False
workload_2771.cpp,xczu7ev-ffvc1156-2-e,3.33,10.19238741,179,17,1,4,14,cyclic_2_1,cyclic_4_1,cyclic_128_1,block_64_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,block_2_1,cyclic_16_1,complete_1,unroll_2,pipeline,unroll_2,unroll_64,9.0,0.748471833485704,False
workload_2772.cpp,xczu7ev-ffvc1156-2-e,3.33,2.36840589,206,19,1,9,12,cyclic_2_1,block_8_1,cyclic_4_1,block_4_1,block_2_1,cyclic_32_1,block_2_1,cyclic_16_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_64,10.25,0.93423804336659,False
workload_2773.cpp,xczu7ev-ffvc1156-2-e,3.33,2.3718790800000003,209,17,1,9,14,cyclic_2_1,block_4_1,cyclic_4_1,block_64_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,block_2_1,block_8_1,complete_1,pipeline,pipeline_1,unroll_8,unroll_16,10.25,0.9341877553298983,False
workload_2774.cpp,xczu7ev-ffvc1156-2-e,3.33,2.3667009300000004,209,18,1,9,13,cyclic_2_1,block_4_1,cyclic_4_1,block_32_1,block_32_1,cyclic_2_1,block_2_1,block_2_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_64,10.25,0.9342627100950567,False
workload_2775.cpp,xczu7ev-ffvc1156-2-e,3.33,2.37011085,209,17,1,9,13,cyclic_2_1,block_2_1,block_4_1,block_32_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,cyclic_16_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_64,10.0,0.9381976645678448,False
workload_2776.cpp,xczu7ev-ffvc1156-2-e,3.33,2.2817859300000003,210,18,3,11,14,cyclic_4_1,block_2_1,block_2_1,cyclic_16_1,block_32_1,cyclic_2_1,block_2_1,block_2_1,cyclic_16_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_64,11.5,0.9145773379070363,False
workload_2777.cpp,xczu7ev-ffvc1156-2-e,3.33,2.36148948,211,19,1,9,12,cyclic_2_1,block_4_1,block_2_1,block_4_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_32,pipeline_1,10.25,1.0,True
workload_2778.cpp,xczu7ev-ffvc1156-2-e,3.33,2.28860577,219,18,3,12,16,cyclic_4_1,block_4_1,block_4_1,block_32_1,cyclic_16_1,cyclic_32_1,cyclic_64_1,block_2_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_64,12.25,0.8952056570056293,False
workload_2779.cpp,xczu7ev-ffvc1156-2-e,3.33,2.28696408,219,18,3,11,16,cyclic_4_1,cyclic_4_1,block_4_1,block_64_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,block_8_1,complete_1,pipeline,pipeline_1,unroll_8,unroll_16,12.0,0.9029492334993752,False
workload_2780.cpp,xczu7ev-ffvc1156-2-e,3.33,2.37019077,219,17,1,9,14,cyclic_2_1,block_2_1,block_4_1,block_64_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,block_8_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,10.25,0.934212206804763,False
workload_2781.cpp,xczu7ev-ffvc1156-2-e,3.33,2.36662101,227,18,1,11,15,cyclic_2_1,block_2_1,cyclic_4_1,cyclic_4_1,block_32_1,cyclic_2_1,cyclic_64_1,block_128_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,11.25,0.917500878919736,False
workload_2782.cpp,xczu7ev-ffvc1156-2-e,3.33,2.30397372,228,18,3,13,19,cyclic_4_1,cyclic_4_1,cyclic_128_1,block_4_1,cyclic_16_1,cyclic_16_1,block_2_1,cyclic_16_1,cyclic_16_1,complete_1,pipeline,pipeline,unroll_8,unroll_64,13.25,0.8645944948874089,False
workload_2783.cpp,xczu7ev-ffvc1156-2-e,3.33,2.2869774,230,18,3,11,16,cyclic_4_1,block_4_1,block_2_1,block_64_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,block_8_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_16,12.0,0.9029492551582431,False
workload_2784.cpp,xczu7ev-ffvc1156-2-e,3.33,2.96781921,237,17,1,11,40,cyclic_2_1,block_4_1,cyclic_128_1,block_32_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,unroll_2,pipeline_1,17.25,0.7475258358752312,False
workload_2785.cpp,xczu7ev-ffvc1156-2-e,3.33,2.37352077,238,17,1,11,16,cyclic_2_1,block_64_1,cyclic_4_1,block_16_1,block_128_1,cyclic_2_1,cyclic_16_1,block_2_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_2,pipeline_1,11.25,0.9173985992931947,False
workload_2786.cpp,xczu7ev-ffvc1156-2-e,3.33,2.28169269,245,20,3,14,20,cyclic_4_1,block_4_1,cyclic_128_1,cyclic_4_1,block_8_1,cyclic_2_1,block_2_1,block_128_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_64,14.25,0.8345048676595468,False
workload_2787.cpp,xczu7ev-ffvc1156-2-e,3.33,2.36341089,246,17,3,14,20,cyclic_4_1,block_64_1,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_128_1,cyclic_64_1,cyclic_16_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_2,pipeline_1,13.5,0.8570841921132143,False
workload_2788.cpp,xczu7ev-ffvc1156-2-e,3.33,2.98036665,260,16,1,12,20,cyclic_2_1,block_512_1,cyclic_128_1,block_32_1,cyclic_16_1,cyclic_32_1,cyclic_64_1,block_2_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,12.25,0.8895661336318156,False
workload_2789.cpp,xczu7ev-ffvc1156-2-e,3.33,2.3718790800000003,266,16,1,13,24,cyclic_2_1,block_2_1,cyclic_256_1,block_64_1,cyclic_16_1,cyclic_2_1,block_2_1,cyclic_32_1,block_8_1,complete_1,pipeline,pipeline_1,unroll_8,unroll_16,13.5,0.857088999513705,False
workload_2790.cpp,xczu7ev-ffvc1156-2-e,3.33,2.97098604,268,17,1,16,16,cyclic_2_1,block_2_1,cyclic_64_1,block_4_1,block_32_1,cyclic_32_1,complete_1,block_2_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,12.5,0.8833785930472441,False
workload_2791.cpp,xczu7ev-ffvc1156-2-e,3.33,2.55375369,1118,18,1,39,58,block_2_1,block_4_1,block_2_1,block_4_1,block_32_1,cyclic_128_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,complete_1,pipeline,pipeline,unroll_2,pipeline_1,29.0,0.46072998863566716,False
workload_2793.cpp,xczu7ev-ffvc1156-2-e,3.33,2.53495917,2586,18,1,37,56,block_2_1,block_2_1,block_2_1,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_16,28.0,0.48193029861631476,False
workload_2794.cpp,xczu7ev-ffvc1156-2-e,3.33,2.96508861,2930,17,1,20,46,cyclic_2_1,block_4_1,cyclic_64_1,block_4_1,cyclic_32_1,cyclic_2_1,complete_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_64,pipeline_1,unroll_2,pipeline_1,21.0,0.647031146827279,False
workload_2795.cpp,xczu7ev-ffvc1156-2-e,3.33,2.54347065,3119,17,1,38,57,block_2_1,block_64_1,cyclic_4_1,block_32_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,block_2_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_2,pipeline_1,28.25,0.47657370968825175,False
workload_2798.cpp,xczu7ev-ffvc1156-2-e,3.33,2.9643560100000004,89,18,1,1,5,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_4_1,block_2_1,cyclic_32_1,block_2_1,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,6.25,1.0,True
workload_2799.cpp,xczu7ev-ffvc1156-2-e,3.33,2.9667269700000003,93,18,1,2,5,cyclic_2_1,block_4_1,cyclic_4_1,block_4_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,block_2_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,6.5,0.9951336039018804,False
workload_2800.cpp,xczu7ev-ffvc1156-2-e,3.33,2.9684319300000004,94,19,1,2,6,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_8_1,cyclic_32_1,cyclic_4_1,cyclic_32_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,7.0,0.9854936958841042,False
workload_2801.cpp,xczu7ev-ffvc1156-2-e,3.33,2.9684319300000004,94,18,1,2,6,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_32_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,6.75,0.9902920819272011,False
workload_2802.cpp,xczu7ev-ffvc1156-2-e,3.33,2.97184185,96,17,1,2,7,cyclic_2_1,block_2_1,cyclic_4_1,block_32_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,cyclic_32_1,block_8_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,6.75,0.9902315664675446,False
workload_2803.cpp,xczu7ev-ffvc1156-2-e,3.33,2.9684319300000004,100,19,1,3,6,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_8_1,cyclic_32_1,cyclic_4_1,cyclic_64_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,7.25,0.9807082226256144,False
workload_2804.cpp,xczu7ev-ffvc1156-2-e,3.33,23.34696633,101,18,1,2,6,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_16_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,block_2_1,cyclic_16_1,complete_1,unroll_4,pipeline_1,unroll_2,unroll_2,6.75,0.41853404195263977,False
workload_2805.cpp,xczu7ev-ffvc1156-2-e,3.33,2.97458577,104,16,1,3,7,cyclic_2_1,block_64_1,block_2_1,block_16_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,cyclic_64_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,6.75,0.9901825467571979,False
workload_2806.cpp,xczu7ev-ffvc1156-2-e,3.33,3.04430265,123,16,1,6,11,block_2_1,block_64_1,block_2_1,block_32_1,cyclic_16_1,cyclic_32_1,cyclic_64_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_4,pipeline_1,unroll_2,pipeline_1,8.5,0.9556444458725386,False
workload_2807.cpp,xczu7ev-ffvc1156-2-e,3.33,2.98893141,132,16,1,6,9,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_16_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,complete_1,cyclic_16_1,complete_1,unroll_2,pipeline,unroll_2,pipeline_1,8.0,0.9660719618823378,False
workload_2808.cpp,xczu7ev-ffvc1156-2-e,3.33,2.9703067200000004,133,18,1,4,12,cyclic_2_1,block_4_1,cyclic_128_1,cyclic_4_1,block_32_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_4,pipeline_1,unroll_8,pipeline_1,8.75,0.9522352365393544,False
workload_2809.cpp,xczu7ev-ffvc1156-2-e,3.33,2.97184185,136,17,1,5,12,cyclic_2_1,cyclic_4_1,cyclic_128_1,cyclic_4_1,cyclic_16_1,cyclic_4_1,cyclic_16_1,block_128_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,8.75,0.9522088379277007,False
workload_2810.cpp,xczu7ev-ffvc1156-2-e,3.33,35.59966137,137,18,1,9,16,block_2_1,block_2_1,block_4_1,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_16,11.0,0.2075871370129474,False
workload_2811.cpp,xczu7ev-ffvc1156-2-e,3.33,2.97184185,142,16,1,7,10,cyclic_2_1,block_64_1,block_2_1,block_64_1,block_32_1,cyclic_32_1,block_2_1,complete_1,block_8_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,8.5,0.956916380958704,False
workload_2812.cpp,xczu7ev-ffvc1156-2-e,3.33,10.17701613,167,16,1,5,13,cyclic_2_1,block_2_1,cyclic_64_1,cyclic_16_1,block_32_1,cyclic_2_1,cyclic_64_1,cyclic_64_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_64,8.75,0.7506369123161151,False
workload_2813.cpp,xczu7ev-ffvc1156-2-e,3.33,2.9684319300000004,171,17,1,8,13,cyclic_2_1,cyclic_4_1,cyclic_128_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_64_1,complete_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline_1,9.75,0.9335662214081869,False
workload_2814.cpp,xczu7ev-ffvc1156-2-e,3.33,2.97353016,196,16,1,7,14,cyclic_2_1,block_4_1,cyclic_64_1,block_128_1,block_32_1,cyclic_32_1,block_2_1,complete_1,block_8_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,9.5,0.9381351969286966,False
workload_2815.cpp,xczu7ev-ffvc1156-2-e,3.33,2.28510261,196,18,3,11,15,cyclic_4_1,block_2_1,block_2_1,block_64_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_16,11.75,0.9106419481731964,False
workload_2816.cpp,xczu7ev-ffvc1156-2-e,3.33,35.602218810000004,208,18,1,16,26,block_2_1,block_4_1,cyclic_4_1,block_32_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,complete_1,unroll_4,pipeline_1,unroll_2,unroll_16,15.25,0.1996989775962158,False
workload_2817.cpp,xczu7ev-ffvc1156-2-e,3.33,2.28006432,209,19,3,10,14,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_8,unroll_2,11.5,1.0,True
workload_2818.cpp,xczu7ev-ffvc1156-2-e,3.33,2.27997108,212,19,3,11,14,cyclic_4_1,block_4_1,cyclic_4_1,cyclic_16_1,block_2_1,cyclic_2_1,block_2_1,cyclic_32_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_8,unroll_64,11.75,1.0,True
workload_2819.cpp,xczu7ev-ffvc1156-2-e,3.33,2.36680416,212,18,3,12,17,cyclic_4_1,block_64_1,block_2_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_16,12.5,0.8875474475434166,False
workload_2820.cpp,xczu7ev-ffvc1156-2-e,3.33,2.3667009300000004,213,17,1,9,13,cyclic_2_1,block_2_1,cyclic_4_1,block_32_1,cyclic_16_1,cyclic_2_1,block_2_1,cyclic_16_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_64,10.0,0.9382456643195064,False
workload_2821.cpp,xczu7ev-ffvc1156-2-e,3.33,2.36498265,217,18,1,12,13,cyclic_2_1,block_4_1,block_4_1,block_4_1,block_2_1,cyclic_2_1,cyclic_16_1,complete_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_64,11.0,0.9217061980345982,False
