Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,Area,Weight,is_pareto
workload_1594.cpp,xczu7ev-ffvc1156-2-e,5.0,3.4821,129,20,3,9,15,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_64_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,block_4_1,block_4_1,complete_1,pipeline,unroll_2,unroll_32,unroll_8,11.75,0.9275714807578422,False
workload_1595.cpp,xczu7ev-ffvc1156-2-e,5.0,3.4158,132,22,3,10,16,cyclic_4_1,block_8_1,block_2_1,cyclic_16_1,cyclic_2_1,cyclic_64_1,cyclic_8_1,block_4_1,cyclic_4_1,complete_1,pipeline,pipeline_1,unroll_16,pipeline_1,12.75,0.9024364230671209,False
workload_1596.cpp,xczu7ev-ffvc1156-2-e,5.0,4.39844,170,17,1,5,24,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,block_2_1,cyclic_32_1,block_4_1,block_64_1,cyclic_8_1,complete_1,unroll_32,pipeline_1,unroll_32,pipeline,11.75,0.9206067265833305,False
workload_1597.cpp,xczu7ev-ffvc1156-2-e,5.0,4.46608,462,19,1,7,43,cyclic_4_1,cyclic_4_1,block_2_1,block_128_1,block_4_1,cyclic_2_1,block_2_1,block_32_1,block_128_1,complete_1,unroll_64,unroll_4,unroll_64,pipeline,17.5,0.7875587250022084,False
workload_1598.cpp,xczu7ev-ffvc1156-2-e,5.0,4.39968,67,18,1,2,8,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,block_4_1,cyclic_32_1,block_2_1,block_32_1,block_32_1,complete_1,unroll_4,pipeline_1,unroll_4,pipeline,7.25,0.9891124514550599,False
workload_1599.cpp,xczu7ev-ffvc1156-2-e,5.0,3.52794,111,22,1,8,12,cyclic_2_1,block_16_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_4_1,block_4_1,block_32_1,cyclic_4_1,complete_1,pipeline,pipeline_1,unroll_64,pipeline_1,10.75,0.9426785453465619,False
workload_1600.cpp,xczu7ev-ffvc1156-2-e,5.0,18.21192,71,19,1,2,6,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,block_4_1,block_4_1,complete_1,unroll_4,unroll_2,unroll_8,unroll_4,7.0,0.8252023093063072,False
workload_1601.cpp,xczu7ev-ffvc1156-2-e,5.0,3.52944,127,21,1,9,13,cyclic_2_1,block_16_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_4_1,block_4_1,block_64_1,block_32_1,complete_1,pipeline,pipeline_1,unroll_64,pipeline,11.0,0.9390553301530543,False
workload_1602.cpp,xczu7ev-ffvc1156-2-e,5.0,3.48798,128,18,3,9,14,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,cyclic_2_1,block_16_1,block_4_1,cyclic_8_1,complete_1,pipeline,unroll_2,unroll_32,pipeline,11.0,0.9394178276300242,False
workload_1603.cpp,xczu7ev-ffvc1156-2-e,5.0,3.40606,129,20,3,9,15,cyclic_4_1,block_8_1,block_2_1,block_64_1,cyclic_2_1,cyclic_2_1,block_2_1,block_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_16,unroll_2,11.75,0.9275771890885245,False
workload_1604.cpp,xczu7ev-ffvc1156-2-e,5.0,3.53384,139,18,1,9,16,cyclic_2_1,cyclic_4_1,cyclic_64_1,block_64_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_32_1,cyclic_8_1,complete_1,pipeline,pipeline_1,unroll_64,unroll_8,11.0,0.939016676511924,False
workload_1605.cpp,xczu7ev-ffvc1156-2-e,5.0,4.42374,99,17,1,3,10,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,block_128_1,cyclic_2_1,block_4_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_2,pipeline,unroll_32,pipeline,7.75,0.9806211921179961,False
workload_1606.cpp,xczu7ev-ffvc1156-2-e,5.0,4.39456,70,18,1,2,8,cyclic_2_1,cyclic_4_1,block_2_1,block_64_1,block_4_1,cyclic_2_1,cyclic_4_1,block_32_1,block_32_1,complete_1,unroll_4,pipeline_1,unroll_64,pipeline_1,7.25,0.9891653867253893,False
workload_1607.cpp,xczu7ev-ffvc1156-2-e,5.0,13.39654,74,19,1,2,7,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_8_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_8_1,complete_1,unroll_4,pipeline_1,unroll_32,unroll_8,7.25,0.8919071942824174,False
workload_1608.cpp,xczu7ev-ffvc1156-2-e,5.0,4.40068,101,18,1,4,13,cyclic_2_1,cyclic_4_1,block_2_1,block_128_1,cyclic_4_1,cyclic_64_1,cyclic_4_1,block_64_1,cyclic_8_1,complete_1,unroll_4,pipeline_1,unroll_16,pipeline,9.0,0.960431600338611,False
workload_1609.cpp,xczu7ev-ffvc1156-2-e,5.0,4.39458,74,19,1,3,8,cyclic_4_1,block_64_1,block_2_1,cyclic_2_1,block_4_1,cyclic_4_1,block_4_1,cyclic_64_1,block_32_1,complete_1,unroll_4,pipeline_1,unroll_16,pipeline,7.75,0.9809260335217846,False
workload_1610.cpp,xczu7ev-ffvc1156-2-e,5.0,19.15874,90,19,1,2,8,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_32_1,cyclic_4_1,block_32_1,cyclic_2_1,complete_1,unroll_16,pipeline_1,unroll_16,unroll_2,7.5,0.8049074164004402,False
workload_1611.cpp,xczu7ev-ffvc1156-2-e,5.0,13.40354,208,19,1,3,15,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_64_1,cyclic_8_1,cyclic_32_1,block_4_1,block_32_1,block_32_1,complete_1,unroll_32,pipeline_1,unroll_32,unroll_8,9.5,0.8573779183503493,False
workload_1612.cpp,xczu7ev-ffvc1156-2-e,5.0,13.49868,149,17,1,5,13,cyclic_4_1,cyclic_4_1,cyclic_64_1,block_64_1,cyclic_4_1,cyclic_2_1,block_16_1,cyclic_128_1,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_64,unroll_8,9.0,0.8646742067975196,False
workload_1613.cpp,xczu7ev-ffvc1156-2-e,5.0,3.41218,124,20,3,10,15,cyclic_4_1,block_8_1,block_2_1,cyclic_16_1,cyclic_4_1,cyclic_32_1,block_2_1,block_4_1,block_128_1,complete_1,pipeline,pipeline_1,unroll_16,unroll_2,12.0,0.9212656341781367,False
workload_1614.cpp,xczu7ev-ffvc1156-2-e,5.0,26.32966,101,18,1,4,10,cyclic_2_1,cyclic_4_1,block_2_1,block_64_1,cyclic_4_1,cyclic_32_1,cyclic_4_1,cyclic_128_1,cyclic_16_1,complete_1,unroll_4,pipeline_1,unroll_64,unroll_4,8.25,0.6725465052024455,False
workload_1615.cpp,xczu7ev-ffvc1156-2-e,5.0,4.39332,179,18,1,5,24,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_32_1,cyclic_4_1,block_32_1,cyclic_16_1,complete_1,unroll_32,pipeline_1,unroll_32,pipeline,12.0,0.9161867564050021,False
workload_1616.cpp,xczu7ev-ffvc1156-2-e,5.0,15.3181,68,20,1,2,5,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,block_4_1,block_64_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,unroll_4,7.0,0.8751274424767324,False
workload_1617.cpp,xczu7ev-ffvc1156-2-e,5.0,4.49132,98,16,1,4,11,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,cyclic_4_1,cyclic_64_1,cyclic_32_1,block_64_1,cyclic_16_1,complete_1,unroll_4,unroll_2,unroll_16,pipeline_1,8.0,0.975791974954762,False
workload_1618.cpp,xczu7ev-ffvc1156-2-e,5.0,3.39606,120,19,3,10,13,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_32_1,block_8_1,complete_1,pipeline,pipeline_1,unroll_32,pipeline,11.25,0.9370522406258803,False
workload_1619.cpp,xczu7ev-ffvc1156-2-e,5.0,4.49324,75,18,1,3,10,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,block_8_1,cyclic_2_1,block_16_1,cyclic_32_1,cyclic_8_1,complete_1,unroll_8,unroll_2,unroll_64,pipeline_1,8.0,0.9757710040141311,False
workload_1620.cpp,xczu7ev-ffvc1156-2-e,5.0,3.40554,128,20,3,11,16,cyclic_4_1,block_64_1,block_2_1,cyclic_2_1,block_4_1,cyclic_32_1,block_4_1,block_32_1,cyclic_4_1,complete_1,pipeline,pipeline_1,unroll_32,pipeline_1,12.5,0.9086797182336557,False
workload_1621.cpp,xczu7ev-ffvc1156-2-e,5.0,3.41656,119,19,3,9,13,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_32_1,cyclic_8_1,complete_1,pipeline,pipeline,unroll_32,pipeline,11.0,0.9400349812268413,False
workload_1622.cpp,xczu7ev-ffvc1156-2-e,5.0,4.40288,113,18,1,4,18,cyclic_4_1,cyclic_4_1,block_2_1,block_128_1,block_16_1,cyclic_32_1,block_2_1,block_32_1,block_32_1,complete_1,unroll_16,pipeline_1,unroll_64,pipeline_1,10.25,0.9415238832287037,False
workload_1623.cpp,xczu7ev-ffvc1156-2-e,5.0,4.48492,120,17,1,3,13,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_128_1,cyclic_2_1,cyclic_32_1,block_64_1,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_64,pipeline_1,8.5,0.9676875046110155,False
workload_1624.cpp,xczu7ev-ffvc1156-2-e,5.0,3.47774,121,19,3,9,14,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_16_1,block_2_1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_8_1,complete_1,pipeline,unroll_2,unroll_32,pipeline,11.25,0.9363340118333239,False
workload_1625.cpp,xczu7ev-ffvc1156-2-e,5.0,3.53382,124,17,1,9,13,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_16_1,block_64_1,cyclic_8_1,complete_1,pipeline,pipeline_1,unroll_64,pipeline_1,10.0,0.95302755718256,False
workload_1626.cpp,xczu7ev-ffvc1156-2-e,5.0,3.63086,154,16,1,11,17,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_16_1,cyclic_128_1,cyclic_8_1,complete_1,pipeline,unroll_2,unroll_64,unroll_8,11.25,0.9349567153420328,False
workload_1627.cpp,xczu7ev-ffvc1156-2-e,5.0,4.47468,101,17,1,3,11,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,cyclic_2_1,block_2_1,cyclic_32_1,cyclic_8_1,complete_1,unroll_4,unroll_4,unroll_8,pipeline_1,8.0,0.9759728194226676,False
workload_1628.cpp,xczu7ev-ffvc1156-2-e,5.0,3.5287,119,18,1,8,12,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,block_4_1,cyclic_2_1,cyclic_4_1,cyclic_32_1,cyclic_8_1,complete_1,pipeline,pipeline_1,unroll_16,pipeline_1,9.75,0.9562370992133218,False
workload_1629.cpp,xczu7ev-ffvc1156-2-e,5.0,3.42604,131,20,3,11,15,cyclic_4_1,block_64_1,block_2_1,cyclic_2_1,block_4_1,cyclic_32_1,block_4_1,cyclic_32_1,block_4_1,complete_1,pipeline,pipeline,unroll_32,pipeline,12.25,0.9149830465844927,False
workload_1630.cpp,xczu7ev-ffvc1156-2-e,5.0,4.48264,71,21,1,2,8,cyclic_2_1,cyclic_4_1,block_16_1,cyclic_16_1,block_16_1,cyclic_4_1,cyclic_8_1,block_4_1,block_128_1,complete_1,unroll_4,unroll_4,unroll_64,pipeline_1,8.0,0.975886511920406,False
workload_1631.cpp,xczu7ev-ffvc1156-2-e,5.0,4.39844,150,17,1,5,24,cyclic_2_1,cyclic_4_1,block_2_1,block_64_1,block_2_1,cyclic_16_1,cyclic_4_1,block_32_1,cyclic_8_1,complete_1,unroll_32,pipeline_1,unroll_64,pipeline_1,11.75,0.9206067265833305,False
workload_1632.cpp,xczu7ev-ffvc1156-2-e,5.0,3.53874,131,18,1,10,14,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,block_8_1,cyclic_4_1,block_16_1,block_64_1,cyclic_64_1,complete_1,pipeline,pipeline_1,unroll_32,pipeline_1,10.75,0.9425844724249232,False
workload_1633.cpp,xczu7ev-ffvc1156-2-e,5.0,4.39428,79,18,1,3,10,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,block_2_1,cyclic_2_1,block_4_1,block_64_1,cyclic_8_1,complete_1,unroll_8,pipeline_1,unroll_32,pipeline,8.0,0.9768237334720459,False
workload_1634.cpp,xczu7ev-ffvc1156-2-e,5.0,4.49388,158,16,1,6,14,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_32_1,cyclic_128_1,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline,9.25,0.9554007270008975,False
workload_1635.cpp,xczu7ev-ffvc1156-2-e,5.0,13.40166,128,17,1,5,13,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_64_1,cyclic_128_1,cyclic_2_1,cyclic_4_1,cyclic_128_1,cyclic_8_1,complete_1,unroll_4,pipeline_1,unroll_32,unroll_8,9.0,0.8656299307194848,False
workload_1636.cpp,xczu7ev-ffvc1156-2-e,5.0,3.5287,116,19,1,8,12,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_8_1,block_4_1,cyclic_2_1,cyclic_4_1,cyclic_32_1,cyclic_8_1,complete_1,pipeline,pipeline_1,unroll_32,pipeline_1,10.0,0.9530710338423364,False
workload_1637.cpp,xczu7ev-ffvc1156-2-e,5.0,3.40194,122,19,3,11,15,cyclic_4_1,block_64_1,block_2_1,cyclic_2_1,block_4_1,cyclic_4_1,block_4_1,cyclic_64_1,block_128_1,complete_1,pipeline,pipeline_1,unroll_16,pipeline_1,12.0,0.9212517392106336,False
workload_1638.cpp,xczu7ev-ffvc1156-2-e,5.0,13.39654,70,18,1,2,7,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_8_1,complete_1,unroll_4,pipeline_1,unroll_64,unroll_8,7.0,0.8952873096259779,False
workload_1639.cpp,xczu7ev-ffvc1156-2-e,5.0,4.40288,103,17,1,4,18,cyclic_2_1,cyclic_4_1,block_2_1,block_128_1,block_16_1,cyclic_32_1,block_2_1,block_32_1,block_32_1,complete_1,unroll_16,pipeline_1,unroll_64,pipeline,10.0,0.9447448411810766,False
workload_1640.cpp,xczu7ev-ffvc1156-2-e,5.0,4.41762,62,19,1,1,5,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,block_2_1,cyclic_2_1,block_4_1,cyclic_16_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_64,pipeline_1,6.5,0.9999536386797234,False
workload_1641.cpp,xczu7ev-ffvc1156-2-e,5.0,13.4782,87,17,1,3,10,cyclic_2_1,cyclic_4_1,block_4_1,block_64_1,cyclic_4_1,cyclic_2_1,block_16_1,block_64_1,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_64,unroll_8,7.75,0.8840140141983904,False
workload_1642.cpp,xczu7ev-ffvc1156-2-e,5.0,3.48286,123,18,3,9,14,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_16_1,block_4_1,cyclic_8_1,complete_1,pipeline,unroll_2,unroll_64,unroll_8,11.0,0.9394623772336108,False
workload_1643.cpp,xczu7ev-ffvc1156-2-e,5.0,3.4112,134,18,3,11,16,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_16_1,block_2_1,cyclic_32_1,block_16_1,block_32_1,cyclic_64_1,complete_1,pipeline,pipeline_1,unroll_32,pipeline_1,12.0,0.9212643894192903,False
workload_1644.cpp,xczu7ev-ffvc1156-2-e,5.0,3.40632,135,18,3,11,17,cyclic_4_1,block_128_1,block_2_1,block_64_1,cyclic_2_1,cyclic_2_1,block_2_1,block_4_1,cyclic_8_1,complete_1,pipeline,pipeline_1,unroll_64,unroll_2,12.25,0.9149586861879436,False
workload_1645.cpp,xczu7ev-ffvc1156-2-e,5.0,19.15842,79,23,1,1,7,cyclic_2_1,cyclic_4_1,block_16_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_2_1,block_4_1,cyclic_2_1,complete_1,unroll_16,pipeline_1,unroll_16,unroll_2,8.0,0.8017917051565667,False
workload_1646.cpp,xczu7ev-ffvc1156-2-e,5.0,4.41506,71,18,1,2,8,cyclic_2_1,cyclic_4_1,block_2_1,block_64_1,block_4_1,cyclic_2_1,cyclic_4_1,block_32_1,block_32_1,complete_1,unroll_4,pipeline,unroll_64,pipeline_1,7.25,0.9889515638565934,False
workload_1647.cpp,xczu7ev-ffvc1156-2-e,5.0,3.40194,128,19,3,11,15,cyclic_4_1,block_64_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_64_1,block_32_1,complete_1,pipeline,pipeline_1,unroll_16,pipeline,12.0,0.9212517392106336,False
workload_1648.cpp,xczu7ev-ffvc1156-2-e,5.0,13.39654,78,18,1,2,7,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_16_1,block_64_1,cyclic_8_1,complete_1,unroll_4,pipeline_1,unroll_32,unroll_8,7.0,0.8952873096259779,False
workload_1649.cpp,xczu7ev-ffvc1156-2-e,5.0,13.48204,97,17,1,2,11,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_64_1,cyclic_8_1,cyclic_2_1,block_16_1,block_32_1,cyclic_8_1,complete_1,unroll_8,unroll_2,unroll_64,unroll_8,7.75,0.8839742218494417,False
workload_1650.cpp,xczu7ev-ffvc1156-2-e,5.0,3.6155,125,17,1,8,13,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_16_1,cyclic_16_1,cyclic_8_1,complete_1,pipeline,unroll_2,unroll_32,unroll_8,9.75,0.9555333153972451,False
workload_1651.cpp,xczu7ev-ffvc1156-2-e,5.0,4.38944,66,19,1,2,6,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_4_1,block_32_1,block_32_1,complete_1,unroll_4,pipeline_1,unroll_4,pipeline,7.0,0.9933503445910861,False
workload_1652.cpp,xczu7ev-ffvc1156-2-e,5.0,3.55432,122,19,1,8,12,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,cyclic_8_1,cyclic_2_1,block_4_1,cyclic_32_1,cyclic_8_1,complete_1,pipeline,pipeline,unroll_32,unroll_4,10.0,0.9528528725814325,False
workload_1653.cpp,xczu7ev-ffvc1156-2-e,5.0,3.52796,120,20,1,8,12,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,block_2_1,block_4_1,cyclic_4_1,complete_1,pipeline,pipeline_1,unroll_16,unroll_2,10.25,0.9499040204303856,False
workload_1654.cpp,xczu7ev-ffvc1156-2-e,5.0,15.33702,76,18,1,3,8,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_4_1,cyclic_32_1,cyclic_8_1,complete_1,unroll_4,pipeline,unroll_8,unroll_4,7.5,0.8682711852436177,False
workload_1655.cpp,xczu7ev-ffvc1156-2-e,5.0,4.39744,123,18,1,5,23,cyclic_2_1,cyclic_4_1,block_2_1,block_64_1,block_2_1,cyclic_16_1,cyclic_4_1,block_32_1,block_128_1,complete_1,unroll_32,pipeline_1,unroll_64,pipeline_1,11.75,0.9206167079810397,False
workload_1656.cpp,xczu7ev-ffvc1156-2-e,5.0,4.499,169,16,1,6,15,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_16_1,cyclic_4_1,cyclic_64_1,cyclic_32_1,cyclic_128_1,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_16,pipeline_1,9.5,0.951301936568933,False
workload_1657.cpp,xczu7ev-ffvc1156-2-e,5.0,4.39556,67,18,1,2,7,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,block_4_1,cyclic_2_1,cyclic_4_1,block_32_1,cyclic_8_1,complete_1,unroll_4,pipeline_1,unroll_16,pipeline_1,7.0,0.9932858971156675,False
workload_1658.cpp,xczu7ev-ffvc1156-2-e,5.0,3.4063,131,18,3,10,16,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_16_1,cyclic_2_1,cyclic_32_1,block_4_1,block_64_1,block_8_1,complete_1,pipeline,pipeline_1,unroll_32,pipeline,11.75,0.9275774923197564,False
workload_1659.cpp,xczu7ev-ffvc1156-2-e,5.0,3.49298,133,18,3,10,17,cyclic_4_1,cyclic_4_1,cyclic_64_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_16_1,block_4_1,cyclic_16_1,complete_1,pipeline,unroll_2,unroll_32,pipeline,12.0,0.9213068094140913,False
workload_1660.cpp,xczu7ev-ffvc1156-2-e,5.0,4.42886,128,17,1,6,14,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_16_1,block_128_1,cyclic_2_1,block_4_1,cyclic_128_1,cyclic_16_1,complete_1,unroll_2,pipeline,unroll_64,pipeline,9.5,0.9520354550469025,False
workload_1661.cpp,xczu7ev-ffvc1156-2-e,5.0,3.53358,134,18,1,10,14,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_16_1,block_128_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_16,pipeline_1,10.75,0.9426294463539697,False
workload_1662.cpp,xczu7ev-ffvc1156-2-e,5.0,3.39606,126,19,3,10,14,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_32_1,cyclic_8_1,complete_1,pipeline,pipeline_1,unroll_32,pipeline,11.5,0.933895015621141,False
workload_1663.cpp,xczu7ev-ffvc1156-2-e,5.0,3.40606,124,21,3,9,13,cyclic_4_1,block_8_1,block_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_16,unroll_2,11.5,0.9338069728725232,False
workload_1664.cpp,xczu7ev-ffvc1156-2-e,5.0,4.49132,111,17,1,4,11,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,block_4_1,cyclic_64_1,cyclic_32_1,block_64_1,cyclic_16_1,complete_1,unroll_4,unroll_2,unroll_16,pipeline_1,8.25,0.9717009109860424,False
workload_1665.cpp,xczu7ev-ffvc1156-2-e,5.0,3.53382,126,20,1,8,13,cyclic_2_1,block_16_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,block_4_1,block_32_1,block_8_1,complete_1,pipeline,pipeline_1,unroll_32,pipeline,10.5,0.946240313294902,False
workload_1666.cpp,xczu7ev-ffvc1156-2-e,5.0,3.62574,175,17,1,11,19,cyclic_2_1,cyclic_4_1,cyclic_64_1,block_64_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_128_1,cyclic_8_1,complete_1,pipeline,unroll_2,unroll_32,pipeline,12.0,0.9211224952217472,False
workload_1667.cpp,xczu7ev-ffvc1156-2-e,5.0,3.50334,160,23,3,11,17,cyclic_4_1,cyclic_4_1,cyclic_32_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,block_16_1,cyclic_128_1,cyclic_8_1,complete_1,pipeline,unroll_2,unroll_16,unroll_8,13.5,0.8838767054493915,False
workload_1668.cpp,xczu7ev-ffvc1156-2-e,5.0,4.4862,92,17,1,4,11,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_32_1,block_64_1,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline,8.25,0.9717562723674399,False
workload_1669.cpp,xczu7ev-ffvc1156-2-e,5.0,4.48876,165,17,1,4,14,cyclic_2_1,cyclic_4_1,block_2_1,block_64_1,cyclic_128_1,cyclic_2_1,cyclic_4_1,cyclic_128_1,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_64,pipeline_1,9.0,0.9595093455834475,False
workload_1670.cpp,xczu7ev-ffvc1156-2-e,5.0,4.38852,72,18,1,2,9,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_32_1,cyclic_16_1,complete_1,unroll_8,pipeline_1,unroll_32,pipeline,7.5,0.9851034243936903,False
workload_1671.cpp,xczu7ev-ffvc1156-2-e,5.0,4.3882,115,18,1,4,22,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_4_1,block_32_1,cyclic_8_1,complete_1,unroll_32,pipeline_1,unroll_32,pipeline,11.25,0.9275436123405,False
workload_1672.cpp,xczu7ev-ffvc1156-2-e,5.0,4.39712,66,18,1,2,6,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_2_1,block_2_1,cyclic_2_1,block_16_1,block_64_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline_1,6.75,0.9966039589501936,False
workload_1673.cpp,xczu7ev-ffvc1156-2-e,5.0,4.46988,357,17,1,6,28,cyclic_2_1,cyclic_4_1,block_2_1,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_64_1,cyclic_16_1,complete_1,unroll_32,unroll_2,unroll_32,pipeline,13.0,0.8938272564963672,False
workload_1674.cpp,xczu7ev-ffvc1156-2-e,5.0,4.4798,78,17,1,3,9,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,block_64_1,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_16,pipeline,7.5,0.9841274050818196,False
workload_1675.cpp,xczu7ev-ffvc1156-2-e,5.0,13.40834,76,21,1,2,7,cyclic_4_1,block_8_1,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_32_1,block_4_1,block_64_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,unroll_8,7.75,0.8847380425442644,False
workload_1676.cpp,xczu7ev-ffvc1156-2-e,5.0,3.52346,121,18,1,8,12,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_32_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_32,pipeline_1,9.75,1.0,True
workload_1677.cpp,xczu7ev-ffvc1156-2-e,5.0,3.48776,126,18,3,10,15,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,cyclic_2_1,block_16_1,block_4_1,cyclic_64_1,complete_1,pipeline,unroll_2,unroll_32,pipeline,11.5,0.9330815821724295,False
