Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,Area,Weight,is_pareto
workload_1.cpp,xczu7ev-ffvc1156-2-e,10.0,956.46031,82,47,12,16,25,block_4_1,cyclic_4_1,block_32_1,unroll,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,25.0,0.8042017466641792,False
workload_2.cpp,xczu7ev-ffvc1156-2-e,10.0,283.22642,249,47,7,20,44,block_16_1,cyclic_64_1,block_64_1,pipeline_1,pipeline,pipeline,unroll_8,unroll_32,unroll,pipeline,pipeline_1,unroll,29.5,0.763024256886264,False
workload_14.cpp,xczu7ev-ffvc1156-2-e,10.0,145.23856,379,57,68,30,80,cyclic_32_1,cyclic_128_1,block_32_1,unroll,unroll_64,pipeline,unroll_64,unroll_4,unroll_16,unroll,unroll,unroll,58.75,0.4048352514211516,False
workload_17.cpp,xczu7ev-ffvc1156-2-e,10.0,976.4764,340,92,13,10,45,cyclic_64_1,cyclic_64_1,cyclic_2_1,unroll,unroll_16,unroll_2,unroll_32,unroll_8,unroll_8,unroll_4,pipeline,unroll_8,40.0,0.6223957423234323,False
workload_21.cpp,xczu7ev-ffvc1156-2-e,10.0,1024.14184,142,48,4,11,31,cyclic_16_1,cyclic_2_1,cyclic_8_1,pipeline,unroll_32,unroll_4,unroll_2,unroll_2,unroll_16,unroll_4,pipeline,pipeline_1,23.5,0.8220351966751661,False
workload_29.cpp,xczu7ev-ffvc1156-2-e,10.0,1115.12016,472,45,2,50,86,cyclic_8_1,block_4_1,cyclic_4_1,pipeline,pipeline,unroll_32,unroll_2,unroll_64,unroll_4,unroll,pipeline,unroll_8,45.75,0.557215179090481,False
workload_30.cpp,xczu7ev-ffvc1156-2-e,10.0,147.72084,192,83,68,27,66,cyclic_128_1,block_4_1,block_64_1,pipeline_1,pipeline,pipeline,pipeline,unroll_2,pipeline,unroll_4,unroll,unroll_4,61.0,0.3676137768495582,False
workload_35.cpp,xczu7ev-ffvc1156-2-e,10.0,201.10367,134,41,14,28,49,block_4_1,block_32_1,block_8_1,unroll,pipeline,pipeline,unroll_64,unroll_32,unroll_8,unroll_2,pipeline_1,unroll_2,33.0,0.7215059280022357,False
workload_36.cpp,xczu7ev-ffvc1156-2-e,10.0,283.12539,2587,72,7,22,71,block_64_1,cyclic_128_1,block_16_1,pipeline,pipeline,pipeline,unroll_8,unroll_32,unroll_2,pipeline,pipeline_1,unroll_8,43.0,0.6038701205213783,False
workload_37.cpp,xczu7ev-ffvc1156-2-e,10.0,170.2591,83,41,7,10,18,cyclic_2_1,block_4_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll_16,unroll_16,unroll,unroll_2,19.0,0.9045077940960699,False
workload_42.cpp,xczu7ev-ffvc1156-2-e,10.0,134.00659,175,41,13,35,52,block_4_1,block_4_1,block_8_1,unroll,pipeline,pipeline,unroll_64,unroll_64,unroll_16,unroll_2,unroll,unroll_2,35.25,0.695850349113724,False
workload_45.cpp,xczu7ev-ffvc1156-2-e,10.0,147.72084,198,83,68,27,67,cyclic_128_1,cyclic_32_1,block_64_1,pipeline,pipeline,pipeline,pipeline,unroll_2,pipeline,unroll_4,unroll,unroll_4,61.25,0.3636274761772825,False
workload_46.cpp,xczu7ev-ffvc1156-2-e,10.0,210.25509,146,48,7,19,32,block_16_1,cyclic_8_1,cyclic_8_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_4,pipeline,unroll_4,pipeline,unroll_2,26.5,0.8030479584551568,False
workload_51.cpp,xczu7ev-ffvc1156-2-e,10.0,13046.26322,177,62,49,26,48,block_4_1,block_2_1,cyclic_4_1,unroll,unroll_8,unroll_4,unroll_2,unroll_64,unroll_8,unroll_4,pipeline,unroll,46.25,0.290673903525866,False
workload_52.cpp,xczu7ev-ffvc1156-2-e,10.0,145.81456,205,57,68,29,65,cyclic_32_1,cyclic_128_1,block_32_1,unroll,unroll_32,pipeline,unroll_64,unroll_4,pipeline_1,unroll,pipeline_1,unroll,54.75,0.47695300674285657,False
workload_60.cpp,xczu7ev-ffvc1156-2-e,10.0,170.2591,103,40,7,10,25,cyclic_2_1,block_32_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll_8,unroll_16,pipeline_1,unroll_2,20.5,0.8838495189034149,False
workload_64.cpp,xczu7ev-ffvc1156-2-e,10.0,1128.52631,159,52,14,30,53,block_4_1,cyclic_4_1,block_2_1,unroll,unroll_64,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,37.25,0.6501455875657558,False
workload_66.cpp,xczu7ev-ffvc1156-2-e,10.0,1127.06517,361,83,1,4,35,cyclic_64_1,cyclic_64_1,cyclic_2_1,pipeline_1,unroll_8,unroll_2,unroll_16,unroll_8,unroll_4,unroll_8,pipeline,unroll_8,30.75,0.7272822634312243,False
workload_68.cpp,xczu7ev-ffvc1156-2-e,10.0,999.52458,259,84,1,11,67,cyclic_128_1,block_2_1,block_128_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline,unroll_4,40.75,0.6135400093513963,False
workload_80.cpp,xczu7ev-ffvc1156-2-e,10.0,171.21142,94,40,7,10,19,cyclic_2_1,cyclic_128_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_32,unroll_8,unroll_8,unroll_16,pipeline_1,unroll_8,19.0,0.9044861828079735,False
workload_81.cpp,xczu7ev-ffvc1156-2-e,10.0,147.72084,105,57,68,27,51,cyclic_32_1,cyclic_32_1,block_64_1,pipeline,pipeline,pipeline,pipeline,unroll_2,pipeline,unroll_4,unroll,unroll_4,50.75,0.5249065534270828,False
workload_82.cpp,xczu7ev-ffvc1156-2-e,10.0,890.58788,199,41,13,20,45,cyclic_2_1,block_4_1,cyclic_64_1,unroll,unroll_2,unroll_4,unroll_32,unroll_8,pipeline,pipeline,pipeline_1,pipeline_1,29.75,0.7454369988025759,False
workload_84.cpp,xczu7ev-ffvc1156-2-e,10.0,1509.07218,540,93,1,13,54,cyclic_128_1,cyclic_64_1,block_64_1,pipeline_1,pipeline,unroll_8,unroll_8,unroll_32,unroll,pipeline,pipeline_1,unroll,40.25,0.6078074184818524,False
workload_86.cpp,xczu7ev-ffvc1156-2-e,10.0,950.41431,151,68,13,14,35,cyclic_16_1,cyclic_2_1,cyclic_4_1,unroll,unroll_32,unroll_4,unroll_2,unroll_2,unroll_16,unroll_4,pipeline,pipeline_1,32.5,0.7102616204089585,False
workload_90.cpp,xczu7ev-ffvc1156-2-e,10.0,213.2808,155,47,7,19,33,block_16_1,block_4_1,block_64_1,unroll,pipeline,pipeline_1,pipeline,unroll_2,unroll,pipeline_1,unroll,unroll,26.5,0.8029773525453946,False
workload_93.cpp,xczu7ev-ffvc1156-2-e,10.0,145.23856,509,83,68,30,89,cyclic_128_1,cyclic_128_1,block_32_1,unroll,unroll_64,pipeline,unroll_64,unroll_4,unroll_16,unroll,unroll,unroll,67.5,0.27368814421627474,False
workload_94.cpp,xczu7ev-ffvc1156-2-e,10.0,29348.36685,1116,46,37,22,93,block_16_1,cyclic_32_1,cyclic_128_1,pipeline,unroll_8,unroll_16,unroll_2,unroll_4,unroll_2,unroll_4,unroll,unroll_2,49.5,0.10000000000000002,False
workload_95.cpp,xczu7ev-ffvc1156-2-e,10.0,999.77786,547,64,13,56,99,cyclic_8_1,block_4_1,cyclic_4_1,unroll,pipeline,unroll_32,unroll_2,unroll_64,unroll_4,unroll,pipeline,unroll_8,58.0,0.4148593775625382,False
workload_97.cpp,xczu7ev-ffvc1156-2-e,10.0,1237.16243,88,42,6,18,26,block_4_1,cyclic_4_1,block_2_1,pipeline,pipeline,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,23.0,0.8227709409049095,False
workload_98.cpp,xczu7ev-ffvc1156-2-e,10.0,201.01386,159,47,7,20,35,block_16_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline,unroll_4,27.25,0.7935736809063721,False
workload_102.cpp,xczu7ev-ffvc1156-2-e,10.0,13140.6344,164,42,40,23,43,block_4_1,block_2_1,cyclic_8_1,pipeline,unroll_8,unroll_4,unroll_2,unroll_64,unroll_8,unroll_4,pipeline,unroll,37.0,0.3396761243407268,False
workload_106.cpp,xczu7ev-ffvc1156-2-e,10.0,1102.30485,313,83,1,5,37,cyclic_64_1,cyclic_64_1,cyclic_2_1,pipeline,unroll_16,unroll_2,unroll_32,unroll_8,unroll_8,unroll_4,pipeline,unroll_8,31.5,0.7187313927913247,False
workload_108.cpp,xczu7ev-ffvc1156-2-e,10.0,1057.10081,153,42,21,30,52,block_4_1,cyclic_4_1,cyclic_8_1,unroll,unroll_64,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline,36.25,0.6633239158631896,False
workload_118.cpp,xczu7ev-ffvc1156-2-e,10.0,147.72131,177,83,68,28,67,cyclic_128_1,cyclic_32_1,block_64_1,unroll,pipeline,pipeline,pipeline,unroll_2,pipeline_1,pipeline_1,unroll,unroll_4,61.5,0.3596710702506304,False
workload_120.cpp,xczu7ev-ffvc1156-2-e,10.0,951.43831,116,44,13,15,33,cyclic_8_1,block_4_1,cyclic_8_1,unroll,unroll_32,unroll_4,unroll_2,unroll_2,unroll_16,unroll_4,pipeline,unroll_16,26.25,0.7881493538554224,False
workload_122.cpp,xczu7ev-ffvc1156-2-e,10.0,950.37901,78,47,12,16,26,block_4_1,cyclic_4_1,block_32_1,unroll,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,25.25,0.8011083659726219,False
workload_123.cpp,xczu7ev-ffvc1156-2-e,10.0,201.01386,188,47,7,20,47,block_16_1,cyclic_64_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline,unroll_4,30.25,0.7554943348454929,False
workload_124.cpp,xczu7ev-ffvc1156-2-e,10.0,147.72084,102,57,68,27,51,cyclic_32_1,cyclic_32_1,block_128_1,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_2,unroll_8,unroll_4,unroll,unroll_4,50.75,0.5249065534270828,False
workload_125.cpp,xczu7ev-ffvc1156-2-e,10.0,1237.16243,95,44,6,19,28,block_8_1,cyclic_4_1,block_2_1,pipeline,pipeline,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,24.25,0.8064854574947734,False
workload_126.cpp,xczu7ev-ffvc1156-2-e,10.0,858.38281,111,41,13,16,28,cyclic_2_1,block_4_1,cyclic_64_1,unroll,unroll_2,unroll_2,unroll_32,unroll_2,pipeline,pipeline_1,pipeline_1,pipeline_1,24.5,0.81327682114258,False
workload_127.cpp,xczu7ev-ffvc1156-2-e,10.0,145.23805,364,57,68,30,79,cyclic_32_1,cyclic_64_1,block_32_1,unroll,unroll_64,pipeline,unroll_64,unroll_4,unroll,unroll,pipeline_1,unroll,58.5,0.4091203630595106,False
workload_128.cpp,xczu7ev-ffvc1156-2-e,10.0,2323.22013,173,73,15,11,40,cyclic_64_1,cyclic_64_1,cyclic_2_1,unroll,unroll_16,unroll_2,pipeline,unroll_8,unroll_8,pipeline_1,unroll,unroll,34.75,0.6500989285790121,False
workload_129.cpp,xczu7ev-ffvc1156-2-e,10.0,147.72084,115,72,68,27,56,cyclic_64_1,cyclic_32_1,block_64_1,pipeline,pipeline,pipeline,pipeline,unroll_2,pipeline,unroll_4,unroll,unroll_4,55.75,0.4582204084112127,False
workload_130.cpp,xczu7ev-ffvc1156-2-e,10.0,13039.62704,1076,51,48,37,80,block_4_1,cyclic_64_1,cyclic_8_1,pipeline,unroll_8,unroll_8,unroll_2,unroll_64,unroll_8,unroll_4,pipeline,unroll,54.0,0.24911900505707557,False
workload_133.cpp,xczu7ev-ffvc1156-2-e,10.0,1111.84336,458,59,2,49,84,cyclic_32_1,cyclic_2_1,cyclic_4_1,pipeline,pipeline,unroll_32,unroll_2,unroll_64,unroll_4,unroll,pipeline,pipeline,48.5,0.528963105693361,False
workload_134.cpp,xczu7ev-ffvc1156-2-e,10.0,210.25509,143,47,7,19,33,block_16_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,pipeline,unroll_16,unroll_4,pipeline,unroll_4,pipeline,unroll_2,26.5,0.8030479584551568,False
workload_135.cpp,xczu7ev-ffvc1156-2-e,10.0,147.72131,179,83,68,28,66,cyclic_128_1,block_2_1,block_32_1,unroll,pipeline,pipeline,pipeline,unroll_2,pipeline_1,pipeline_1,unroll,unroll_4,61.25,0.3636274762257865,False
workload_136.cpp,xczu7ev-ffvc1156-2-e,10.0,113.0217,99,41,7,8,16,cyclic_2_1,cyclic_128_1,cyclic_2_1,pipeline,pipeline,pipeline,unroll_32,unroll_64,unroll_8,unroll_16,pipeline_1,unroll_8,18.0,0.9195709026579059,False
workload_137.cpp,xczu7ev-ffvc1156-2-e,10.0,1126.20501,346,74,1,4,34,cyclic_64_1,block_4_1,cyclic_2_1,pipeline_1,unroll_8,unroll_2,unroll_16,unroll_8,unroll_4,unroll_8,pipeline,unroll_8,28.25,0.7583015790801876,False
workload_138.cpp,xczu7ev-ffvc1156-2-e,10.0,201.08629,184,41,13,35,59,block_4_1,block_32_1,block_8_1,unroll,pipeline,pipeline,unroll_64,unroll_32,unroll_16,unroll_2,pipeline_1,unroll_2,37.0,0.673696363462132,False
workload_139.cpp,xczu7ev-ffvc1156-2-e,10.0,20033.58085,1056,46,11,21,92,block_16_1,cyclic_32_1,cyclic_128_1,pipeline,pipeline,unroll_16,unroll_2,unroll_4,unroll_2,unroll_4,unroll,unroll_2,42.5,0.17972764863576474,False
workload_140.cpp,xczu7ev-ffvc1156-2-e,10.0,191.8666,87,40,7,10,20,cyclic_2_1,block_32_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_2,unroll_8,pipeline_1,unroll_16,pipeline_1,unroll_2,19.25,0.9005579012220813,False
workload_142.cpp,xczu7ev-ffvc1156-2-e,10.0,999.52458,245,84,1,11,67,cyclic_128_1,block_2_1,block_64_1,pipeline,pipeline,unroll_8,pipeline,unroll_32,pipeline,unroll_2,pipeline,unroll_4,40.75,0.6135400093513963,False
workload_143.cpp,xczu7ev-ffvc1156-2-e,10.0,944.89604,186,42,25,37,62,block_4_1,cyclic_4_1,cyclic_8_1,unroll,unroll_64,unroll_4,unroll_16,unroll_8,pipeline_1,pipeline,pipeline_1,pipeline,41.5,0.6064355723156996,False
workload_144.cpp,xczu7ev-ffvc1156-2-e,10.0,1115.12016,456,46,2,50,89,cyclic_8_1,block_8_1,cyclic_4_1,pipeline,pipeline,unroll_32,unroll_2,unroll_64,unroll_4,unroll,pipeline,unroll_8,46.75,0.5468133715867636,False
workload_145.cpp,xczu7ev-ffvc1156-2-e,10.0,1126.47831,151,52,14,30,53,block_4_1,cyclic_4_1,block_2_1,unroll,unroll_64,unroll_2,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,37.25,0.650192339599871,False
workload_146.cpp,xczu7ev-ffvc1156-2-e,10.0,283.11629,245,46,7,21,44,block_16_1,cyclic_64_1,block_16_1,unroll,pipeline,pipeline,unroll_8,unroll_32,unroll,pipeline_1,unroll,unroll,29.5,0.7630268043490633,False
workload_148.cpp,xczu7ev-ffvc1156-2-e,10.0,211.3553,145,47,7,19,33,block_16_1,block_4_1,block_64_1,unroll,pipeline,pipeline_1,unroll_32,unroll_2,unroll,unroll_4,pipeline,unroll_8,26.5,0.8030222878986355,False
workload_149.cpp,xczu7ev-ffvc1156-2-e,10.0,1024.14184,136,48,4,11,31,cyclic_16_1,cyclic_2_1,cyclic_8_1,pipeline,unroll_32,unroll_4,unroll_2,unroll_2,unroll_8,unroll_4,pipeline,pipeline_1,23.5,0.8220351966751661,False
workload_150.cpp,xczu7ev-ffvc1156-2-e,10.0,283.22642,484,47,7,20,52,block_16_1,cyclic_128_1,block_64_1,pipeline_1,pipeline,pipeline,unroll_8,unroll_32,unroll_16,pipeline,unroll,unroll,31.5,0.7380671788943656,False
workload_151.cpp,xczu7ev-ffvc1156-2-e,10.0,6646.81871,125,83,1,4,39,cyclic_128_1,cyclic_4_1,block_2_1,unroll,unroll_2,unroll_4,unroll_2,unroll_2,unroll_16,pipeline_1,unroll,unroll_2,31.75,0.5595468834438997,False
workload_153.cpp,xczu7ev-ffvc1156-2-e,10.0,1058.89831,158,42,21,30,52,block_4_1,cyclic_4_1,cyclic_8_1,unroll,unroll_64,unroll_2,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline,36.25,0.6632825623799119,False
workload_154.cpp,xczu7ev-ffvc1156-2-e,10.0,156.47431,364,93,68,30,81,cyclic_16_1,cyclic_128_1,block_32_1,unroll,unroll_64,pipeline,unroll_2,unroll_2,unroll_16,unroll,unroll,unroll,68.0,0.2673019983269026,False
workload_155.cpp,xczu7ev-ffvc1156-2-e,10.0,606.97223,126,47,12,17,33,block_4_1,cyclic_4_1,block_32_1,unroll,pipeline_1,unroll_2,pipeline,unroll_64,pipeline_1,unroll_2,pipeline_1,unroll_2,27.25,0.7839141120791508,False
workload_156.cpp,xczu7ev-ffvc1156-2-e,10.0,147.72084,180,83,68,27,66,cyclic_128_1,cyclic_16_1,block_64_1,pipeline_1,pipeline,pipeline,pipeline,unroll_2,pipeline,unroll_4,unroll,unroll_4,61.0,0.3676137768495582,False
workload_157.cpp,xczu7ev-ffvc1156-2-e,10.0,145.92381,180,83,68,28,66,cyclic_128_1,cyclic_32_1,block_64_1,unroll,pipeline,pipeline,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll,unroll_4,61.25,0.36362728342964457,False
workload_158.cpp,xczu7ev-ffvc1156-2-e,10.0,1102.30485,308,83,1,5,37,cyclic_64_1,cyclic_64_1,cyclic_2_1,pipeline,unroll_16,unroll_2,unroll_32,unroll_8,unroll_16,unroll_4,pipeline,unroll_8,31.5,0.7187313927913247,False
workload_160.cpp,xczu7ev-ffvc1156-2-e,10.0,13545.74243,63,43,1,4,9,block_8_1,cyclic_4_1,block_2_1,pipeline,unroll_2,unroll_2,unroll_32,unroll_2,unroll_16,pipeline_1,unroll,unroll_2,14.25,0.45007671325563436,False
workload_161.cpp,xczu7ev-ffvc1156-2-e,10.0,1190.05843,84,51,6,17,27,block_4_1,cyclic_64_1,block_2_1,pipeline,pipeline,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll,25.25,0.7948036006968132,False
workload_163.cpp,xczu7ev-ffvc1156-2-e,10.0,3683.73764,88,47,12,12,21,block_4_1,cyclic_4_1,block_32_1,unroll,unroll_16,unroll_2,unroll_64,unroll_8,pipeline_1,unroll_2,pipeline,unroll_2,23.0,0.7443682904781168,False
workload_164.cpp,xczu7ev-ffvc1156-2-e,10.0,992.6433,168,62,1,10,33,cyclic_32_1,cyclic_32_1,block_128_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_32,unroll_8,unroll_4,pipeline,unroll_2,26.5,0.783880624067881,False
workload_165.cpp,xczu7ev-ffvc1156-2-e,10.0,201.01404,147,48,7,19,33,block_16_1,cyclic_8_1,cyclic_8_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_32,pipeline,unroll_4,pipeline,unroll_2,26.75,0.8000186290192206,False
workload_166.cpp,xczu7ev-ffvc1156-2-e,10.0,201.10367,141,41,14,28,49,block_4_1,block_32_1,block_8_1,unroll,pipeline,pipeline,unroll_64,unroll_32,unroll_8,unroll_2,pipeline,unroll_2,33.0,0.7215059280022357,False
workload_167.cpp,xczu7ev-ffvc1156-2-e,10.0,1106.05269,110,74,1,4,29,cyclic_64_1,block_4_1,cyclic_2_1,pipeline_1,unroll_8,unroll_2,unroll_16,unroll_8,unroll_4,unroll_2,pipeline,unroll_8,27.0,0.7745829573679673,False
workload_169.cpp,xczu7ev-ffvc1156-2-e,10.0,191.8666,93,40,7,10,20,cyclic_2_1,block_32_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_2,unroll_8,unroll_16,unroll_16,pipeline_1,unroll,19.25,0.9005579012220813,False
workload_170.cpp,xczu7ev-ffvc1156-2-e,10.0,1083.53451,104,47,12,18,31,block_4_1,cyclic_4_1,block_32_1,unroll,unroll_32,unroll_2,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,27.0,0.7751633428412945,False
workload_171.cpp,xczu7ev-ffvc1156-2-e,10.0,776.36256,190,68,13,13,41,cyclic_16_1,cyclic_2_1,cyclic_4_1,unroll,unroll_32,unroll_4,unroll_64,unroll_4,unroll_16,unroll,pipeline,pipeline_1,33.75,0.6993052140376617,False
workload_172.cpp,xczu7ev-ffvc1156-2-e,10.0,146.72356,211,57,68,30,69,cyclic_32_1,cyclic_128_1,cyclic_64_1,unroll,unroll_32,pipeline,unroll_32,unroll_4,pipeline_1,unroll,pipeline_1,unroll,56.0,0.4536092804091031,False
workload_173.cpp,xczu7ev-ffvc1156-2-e,10.0,828.72138,468,46,2,49,85,cyclic_8_1,block_8_1,cyclic_4_1,pipeline,pipeline,unroll_32,pipeline,unroll_32,unroll_4,unroll,pipeline,unroll_8,45.5,0.5657279335755246,False
workload_174.cpp,xczu7ev-ffvc1156-2-e,10.0,882.71284,83,41,4,8,18,cyclic_2_1,block_4_1,cyclic_8_1,pipeline,pipeline,unroll_4,unroll_2,unroll_2,unroll_16,unroll_4,pipeline,unroll_2,17.75,0.9037304047725833,False
workload_175.cpp,xczu7ev-ffvc1156-2-e,10.0,147.72084,190,83,68,27,66,cyclic_128_1,block_2_1,block_128_1,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_2,unroll_8,unroll_2,unroll,unroll_4,61.0,0.3676137768495582,False
workload_176.cpp,xczu7ev-ffvc1156-2-e,10.0,211.13904,152,46,7,20,32,block_16_1,cyclic_64_1,block_16_1,unroll,pipeline,pipeline,unroll_8,unroll_4,unroll,pipeline_1,unroll,unroll,26.25,0.8062791402255592,False
workload_177.cpp,xczu7ev-ffvc1156-2-e,10.0,856.08884,92,48,4,9,22,cyclic_16_1,cyclic_2_1,cyclic_8_1,pipeline,pipeline,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_4,pipeline,pipeline_1,20.75,0.8632046424644862,False
workload_178.cpp,xczu7ev-ffvc1156-2-e,10.0,847.89731,188,94,6,18,76,cyclic_128_1,cyclic_4_1,block_2_1,unroll,pipeline,unroll_4,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,48.5,0.5342033459025691,False
workload_179.cpp,xczu7ev-ffvc1156-2-e,10.0,145.23805,378,58,68,30,78,cyclic_32_1,cyclic_4_1,block_32_1,unroll,unroll_64,pipeline,unroll_64,unroll_4,unroll,unroll,pipeline_1,unroll_2,58.5,0.4091203630595106,False
workload_180.cpp,xczu7ev-ffvc1156-2-e,10.0,204.7368,98,44,23,17,30,cyclic_8_1,block_4_1,cyclic_4_1,pipeline,pipeline,pipeline,unroll_2,unroll_64,unroll_8,unroll,pipeline_1,unroll_8,28.5,0.7774998237868592,False
workload_181.cpp,xczu7ev-ffvc1156-2-e,10.0,503.41338,259,92,13,9,68,cyclic_64_1,cyclic_64_1,cyclic_2_1,unroll,pipeline_1,unroll_2,pipeline,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,45.5,0.572349276314906,False
workload_182.cpp,xczu7ev-ffvc1156-2-e,10.0,201.01386,166,47,7,20,35,block_16_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline_1,unroll_4,27.25,0.7935736809063721,False
workload_183.cpp,xczu7ev-ffvc1156-2-e,10.0,201.08629,191,41,13,35,59,block_4_1,block_32_1,block_8_1,unroll,pipeline,pipeline,unroll_64,unroll_32,unroll_16,unroll_8,pipeline_1,unroll_2,37.0,0.673696363462132,False
workload_184.cpp,xczu7ev-ffvc1156-2-e,10.0,133.91211,94,41,7,20,31,block_4_1,block_4_1,block_8_1,unroll,pipeline,pipeline,unroll_64,unroll_64,pipeline_1,unroll_2,unroll,unroll_2,24.75,0.8277441025737788,False
workload_185.cpp,xczu7ev-ffvc1156-2-e,10.0,1342.85776,283,84,1,12,69,cyclic_128_1,block_2_1,block_64_1,pipeline,pipeline,unroll_8,unroll_2,unroll_64,pipeline,unroll_2,pipeline,unroll_4,41.5,0.5977901947820686,False
workload_186.cpp,xczu7ev-ffvc1156-2-e,10.0,1016.74602,101,42,7,14,24,block_4_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_8,unroll_2,pipeline,unroll_4,21.75,0.8453792515042753,False
workload_187.cpp,xczu7ev-ffvc1156-2-e,10.0,199.30962,348,83,68,28,78,cyclic_128_1,cyclic_64_1,block_64_1,pipeline_1,pipeline,pipeline,unroll_8,unroll_32,unroll,unroll_16,pipeline_1,unroll,64.25,0.31812686468640383,False
workload_188.cpp,xczu7ev-ffvc1156-2-e,10.0,201.08629,190,41,13,35,59,block_4_1,block_32_1,block_8_1,unroll,pipeline,pipeline,unroll_64,unroll_32,unroll_16,unroll_2,pipeline_1,pipeline_1,37.0,0.673696363462132,False
workload_189.cpp,xczu7ev-ffvc1156-2-e,10.0,388.41031,857,57,68,33,75,cyclic_32_1,cyclic_128_1,block_32_1,unroll,unroll_64,pipeline,unroll_2,unroll_2,unroll_16,unroll_4,unroll,unroll,58.25,0.41320460745230037,False
workload_190.cpp,xczu7ev-ffvc1156-2-e,10.0,2419.90356,235,57,15,13,50,cyclic_32_1,cyclic_128_1,block_32_1,unroll,unroll_64,unroll_2,unroll_64,unroll_4,unroll_16,pipeline_1,unroll,unroll,33.75,0.6590376457576623,False
workload_195.cpp,xczu7ev-ffvc1156-2-e,10.0,171.21142,89,40,7,10,19,cyclic_2_1,cyclic_128_1,cyclic_128_1,pipeline,pipeline_1,pipeline,unroll_32,unroll_8,unroll_8,unroll_16,pipeline_1,unroll_8,19.0,0.9044861828079735,False
workload_196.cpp,xczu7ev-ffvc1156-2-e,10.0,161.90589,3116,73,68,34,67,cyclic_64_1,cyclic_64_1,cyclic_2_1,unroll,unroll_16,pipeline,pipeline,unroll_8,unroll_8,unroll,unroll,unroll,60.5,0.3756767618972219,False
workload_197.cpp,xczu7ev-ffvc1156-2-e,10.0,211.31343,137,48,7,21,34,block_16_1,cyclic_4_1,block_2_1,pipeline,pipeline,pipeline,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,27.5,0.7901230065406541,False
workload_199.cpp,xczu7ev-ffvc1156-2-e,10.0,1024.14184,126,48,4,11,31,cyclic_16_1,cyclic_2_1,cyclic_8_1,pipeline,unroll_32,unroll_4,unroll_2,unroll_2,unroll_16,unroll_4,pipeline,unroll_2,23.5,0.8220351966751661,False
workload_200.cpp,xczu7ev-ffvc1156-2-e,10.0,171.21142,94,40,7,10,19,cyclic_2_1,cyclic_128_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_16,unroll_8,unroll_8,unroll_16,pipeline_1,unroll_8,19.0,0.9044861828079735,False
