Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,Area,Weight,is_pareto
workload_3117.cpp,xcu200-fsgd2104-2-e,10.0,169.47525,158,1,1,1,3,cyclic_2_1,cyclic_128_1,block_16_1,pipeline,pipeline,pipeline,unroll_64,unroll_32,unroll_2,unroll_16,pipeline_1,unroll_2,1.5,0.9879628878251067,False
workload_3118.cpp,xcu200-fsgd2104-2-e,10.0,890.10174,458,5,1,13,24,cyclic_16_1,cyclic_32_1,block_2_1,pipeline,pipeline,unroll_32,unroll_32,unroll_8,unroll_4,unroll_8,pipeline,unroll_8,10.75,0.786788885711558,False
workload_3119.cpp,xcu200-fsgd2104-2-e,10.0,749.84734,85,6,1,1,2,cyclic_16_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_2,pipeline,unroll,pipeline_1,pipeline,2.5,0.9519681689534581,False
workload_3120.cpp,xcu200-fsgd2104-2-e,10.0,921.15966,83,1,1,1,2,cyclic_2_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_8,unroll_16,unroll_16,pipeline,unroll,1.25,0.9676914763864828,False
workload_3121.cpp,xcu200-fsgd2104-2-e,10.0,1003.78993,588,3,1,1,4,cyclic_8_1,block_4_1,block_16_1,pipeline,unroll_16,unroll_2,unroll_2,unroll_4,unroll_4,pipeline_1,pipeline,unroll_16,2.25,0.9485785696914978,False
workload_3122.cpp,xcu200-fsgd2104-2-e,10.0,112.91866,83,1,1,1,2,cyclic_2_1,cyclic_8_1,cyclic_4_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_64,unroll_16,unroll,pipeline,unroll_2,1.25,0.9939462241914486,False
workload_3123.cpp,xcu200-fsgd2104-2-e,10.0,146.6403,149,3,5,3,6,cyclic_8_1,cyclic_128_1,block_16_1,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_8,4.25,0.9307961089642797,False
workload_3124.cpp,xcu200-fsgd2104-2-e,10.0,122.77466,123,1,17,4,9,cyclic_2_1,cyclic_8_1,block_32_1,pipeline_1,unroll_16,pipeline,unroll_32,unroll_64,pipeline,unroll_16,pipeline,unroll_2,7.75,0.8609618187521745,False
workload_3125.cpp,xcu200-fsgd2104-2-e,10.0,146.63596,105,3,5,3,5,cyclic_8_1,block_4_1,cyclic_128_1,unroll,pipeline,pipeline,unroll_64,unroll_8,unroll_16,unroll_2,unroll,unroll_2,4.0,0.9359402676507947,False
workload_3126.cpp,xcu200-fsgd2104-2-e,10.0,170.36478,79,1,1,1,2,cyclic_2_1,cyclic_4_1,block_2_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_8,pipeline,unroll_16,unroll,unroll_2,1.25,0.9933012322517631,False
workload_3127.cpp,xcu200-fsgd2104-2-e,10.0,864.14325,75,3,1,1,1,cyclic_8_1,block_2_1,block_32_1,pipeline_1,pipeline,unroll_2,unroll_64,unroll_8,pipeline,unroll_2,pipeline_1,unroll_16,1.5,0.9656489119547842,False
workload_3128.cpp,xcu200-fsgd2104-2-e,10.0,316.91409,123,1,17,4,9,cyclic_4_1,cyclic_128_1,block_32_1,pipeline,unroll_16,pipeline,unroll_64,unroll_4,unroll_2,unroll_2,pipeline_1,unroll,7.75,0.8569434704019635,False
workload_3129.cpp,xcu200-fsgd2104-2-e,10.0,872.03829,73,3,1,1,1,cyclic_8_1,cyclic_4_1,block_32_1,pipeline,pipeline,unroll_2,unroll_32,unroll_8,unroll_4,unroll,pipeline,unroll_8,1.5,0.9653339391478042,False
workload_3130.cpp,xcu200-fsgd2104-2-e,10.0,745.80434,122,1,1,1,3,cyclic_4_1,cyclic_16_1,cyclic_4_1,pipeline,unroll_16,unroll_2,unroll_64,unroll_2,pipeline,unroll,pipeline_1,unroll,1.5,0.9702899843468644,False
workload_3131.cpp,xcu200-fsgd2104-2-e,10.0,800.01009,420,1,1,7,17,cyclic_4_1,block_2_1,cyclic_4_1,pipeline_1,unroll_64,unroll_32,unroll_32,unroll_4,unroll_8,pipeline_1,pipeline,pipeline,6.5,0.8708772947548714,False
workload_3132.cpp,xcu200-fsgd2104-2-e,10.0,192.6701,145,1,17,5,10,cyclic_2_1,block_4_1,cyclic_128_1,pipeline,unroll_16,pipeline,unroll_64,unroll_4,unroll_16,unroll_16,unroll,unroll,8.25,0.8497423353471028,False
workload_3133.cpp,xcu200-fsgd2104-2-e,10.0,145.62909,124,11,17,4,9,cyclic_32_1,cyclic_32_1,block_128_1,pipeline,pipeline,pipeline,unroll_8,unroll_4,unroll_4,unroll_8,pipeline_1,unroll_8,10.25,0.8121720001449166,False
workload_3134.cpp,xcu200-fsgd2104-2-e,10.0,4987.22814,258,1,1,1,6,cyclic_4_1,cyclic_8_1,block_2_1,pipeline,pipeline,unroll_32,unroll_16,unroll_8,pipeline,unroll_16,unroll,unroll_2,2.25,0.7925231153129454,False
workload_3135.cpp,xcu200-fsgd2104-2-e,10.0,9799.13685,553,1,1,20,28,block_2_1,block_4_1,block_128_1,pipeline_1,unroll_16,unroll_32,unroll_32,unroll_8,unroll_2,unroll_4,pipeline,unroll_2,12.5,0.5334685790266367,False
workload_3136.cpp,xcu200-fsgd2104-2-e,10.0,9719.44917,1996,1,1,11,17,block_2_1,block_4_1,cyclic_2_1,pipeline,unroll_64,unroll_2,unroll_32,unroll_8,unroll_16,unroll_4,pipeline,unroll_8,7.5,0.5891249727235898,False
workload_3137.cpp,xcu200-fsgd2104-2-e,10.0,6188.05594,2016,1,1,11,18,block_2_1,block_8_1,cyclic_4_1,pipeline,unroll_64,unroll_2,unroll_64,unroll_64,unroll_8,unroll_4,unroll,unroll,7.75,0.6961932616071564,False
workload_3138.cpp,xcu200-fsgd2104-2-e,10.0,1043.78609,1679,12,2,10,27,block_128_1,block_2_1,cyclic_2_1,pipeline_1,unroll_64,unroll_2,unroll_8,unroll_4,unroll_4,pipeline_1,pipeline,pipeline,12.75,0.7214232758281574,False
workload_3139.cpp,xcu200-fsgd2104-2-e,10.0,1764.50109,57,1,1,1,1,cyclic_2_1,block_2_1,block_32_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_4,unroll_4,unroll_4,unroll,pipeline,1.0,0.9323776890352371,False
workload_3141.cpp,xcu200-fsgd2104-2-e,10.0,146.71652,90,3,5,2,4,cyclic_8_1,block_4_1,block_32_1,unroll,pipeline,pipeline,unroll_64,unroll_8,pipeline,unroll,pipeline_1,pipeline,3.5,0.946264942763655,False
workload_3142.cpp,xcu200-fsgd2104-2-e,10.0,193.81109,161,1,17,5,10,cyclic_4_1,cyclic_4_1,cyclic_4_1,pipeline_1,unroll_64,pipeline,unroll_32,unroll_4,unroll_8,pipeline_1,pipeline,pipeline,8.25,0.8497189490849651,False
workload_3143.cpp,xcu200-fsgd2104-2-e,10.0,1985.73818,165,1,1,1,4,cyclic_4_1,block_2_1,block_16_1,pipeline_1,unroll_64,unroll_2,unroll_16,unroll_4,unroll_4,pipeline_1,unroll,pipeline,1.75,0.9169860981304899,False
workload_3144.cpp,xcu200-fsgd2104-2-e,10.0,571.57274,84,3,1,1,1,cyclic_8_1,cyclic_16_1,block_32_1,pipeline,pipeline,unroll_2,unroll_64,unroll_64,unroll_2,unroll_2,pipeline_1,unroll_8,1.5,0.9767319857777567,False
workload_3145.cpp,xcu200-fsgd2104-2-e,10.0,122.72163,203,1,17,5,11,cyclic_2_1,cyclic_128_1,block_16_1,pipeline,unroll_16,pipeline,unroll_64,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_2,8.5,0.8462961057533229,False
workload_3146.cpp,xcu200-fsgd2104-2-e,10.0,744.21237,84,6,1,1,2,cyclic_16_1,cyclic_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_8,unroll_16,pipeline_1,pipeline,unroll_16,2.5,0.9521339092923149,False
workload_3147.cpp,xcu200-fsgd2104-2-e,10.0,122.72666,149,1,17,4,10,cyclic_2_1,cyclic_16_1,cyclic_64_1,pipeline,unroll_16,pipeline,unroll_16,unroll_64,pipeline,unroll_16,pipeline_1,unroll_2,8.0,0.856058061980861,False
workload_3148.cpp,xcu200-fsgd2104-2-e,10.0,170.34453,79,1,1,1,2,cyclic_2_1,block_2_1,cyclic_4_1,pipeline,pipeline,pipeline,unroll_16,unroll_8,pipeline,unroll,unroll,unroll_2,1.25,0.9933015049942943,False
workload_3149.cpp,xcu200-fsgd2104-2-e,10.0,419.53691,215,1,3,1,6,cyclic_2_1,cyclic_8_1,cyclic_128_1,pipeline,pipeline_1,unroll_2,unroll_16,unroll_64,unroll_16,pipeline_1,pipeline,unroll,2.75,0.9557575011382738,False
workload_3150.cpp,xcu200-fsgd2104-2-e,10.0,439.84603,236,1,3,1,7,cyclic_4_1,block_4_1,cyclic_128_1,pipeline_1,unroll_16,unroll_2,unroll_16,unroll_64,pipeline,unroll_16,pipeline,unroll,3.0,0.9500651626986208,False
workload_3151.cpp,xcu200-fsgd2104-2-e,10.0,707.86005,97,1,1,1,3,cyclic_2_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_16,unroll_2,unroll_32,unroll_8,unroll_16,unroll_16,pipeline_1,pipeline_1,1.5,0.9717396902938624,False
workload_3152.cpp,xcu200-fsgd2104-2-e,10.0,170.36478,81,1,1,1,2,cyclic_2_1,cyclic_8_1,block_2_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_8,pipeline,unroll_16,pipeline,unroll_2,1.25,0.9933012322517631,False
workload_3153.cpp,xcu200-fsgd2104-2-e,10.0,748.69309,88,6,1,1,2,cyclic_16_1,block_2_1,cyclic_4_1,pipeline,pipeline_1,unroll_2,unroll_16,unroll_4,unroll_4,unroll,pipeline_1,pipeline,2.5,0.9520021508814543,False
workload_3154.cpp,xcu200-fsgd2104-2-e,10.0,500.13402,378,3,1,7,15,cyclic_8_1,block_4_1,cyclic_4_1,pipeline_1,unroll_16,unroll_32,unroll_32,unroll_64,pipeline,pipeline_1,pipeline,unroll_16,6.5,0.8776610220896298,False
workload_3156.cpp,xcu200-fsgd2104-2-e,10.0,992.33234,78,1,1,1,1,cyclic_4_1,cyclic_16_1,block_32_1,pipeline_1,unroll_16,unroll_2,unroll_64,unroll_2,pipeline,unroll_4,pipeline_1,unroll,1.0,0.9662980394112599,False
workload_3157.cpp,xcu200-fsgd2104-2-e,10.0,112.91866,86,1,1,1,2,cyclic_2_1,block_4_1,cyclic_4_1,pipeline,pipeline,pipeline,unroll_16,unroll_64,unroll_16,unroll_2,pipeline,unroll,1.25,0.9939462241914486,False
workload_3158.cpp,xcu200-fsgd2104-2-e,10.0,145.9542,132,3,5,2,5,cyclic_8_1,cyclic_128_1,block_32_1,pipeline,pipeline,pipeline,unroll_64,unroll_32,unroll_4,unroll_4,pipeline_1,unroll_8,3.75,0.9411141061900865,False
workload_3160.cpp,xcu200-fsgd2104-2-e,10.0,169.49341,103,1,1,1,3,cyclic_2_1,cyclic_8_1,cyclic_128_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_32,pipeline,unroll_16,pipeline,unroll_2,1.5,0.9879625401590166,False
workload_3162.cpp,xcu200-fsgd2104-2-e,10.0,924.75709,70,1,1,1,1,cyclic_2_1,block_2_1,block_32_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_4,unroll_8,unroll_4,pipeline,pipeline,1.0,0.9692987660743985,False
workload_3163.cpp,xcu200-fsgd2104-2-e,10.0,967.3827,95,1,1,1,3,cyclic_2_1,block_4_1,block_2_1,pipeline_1,unroll_16,unroll_2,unroll_32,unroll_8,unroll_2,unroll_16,pipeline,unroll,1.5,0.9614892971862348,False
workload_3164.cpp,xcu200-fsgd2104-2-e,10.0,177.36209,80,1,1,1,2,cyclic_2_1,cyclic_4_1,cyclic_16_1,pipeline,pipeline,pipeline,unroll_32,unroll_4,pipeline,unroll_4,pipeline_1,unroll,1.25,0.9932049065944821,False
workload_3166.cpp,xcu200-fsgd2104-2-e,10.0,161.08718,85,1,3,2,3,cyclic_4_1,cyclic_4_1,block_2_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_4,pipeline,unroll_4,unroll,unroll_2,2.25,0.9721331384254223,False
workload_3167.cpp,xcu200-fsgd2104-2-e,10.0,1763.60743,66,1,1,1,1,cyclic_2_1,cyclic_8_1,block_2_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_2,pipeline,unroll_16,unroll,pipeline,1.0,0.9324165547912174,False
workload_3168.cpp,xcu200-fsgd2104-2-e,10.0,236.1352,118,1,1,1,3,cyclic_2_1,cyclic_4_1,cyclic_4_1,pipeline_1,pipeline,pipeline,unroll_2,unroll_64,unroll_16,unroll,unroll,unroll_2,1.5,0.9865834262104448,False
workload_3170.cpp,xcu200-fsgd2104-2-e,10.0,148.92509,118,5,8,3,6,cyclic_16_1,block_64_1,cyclic_2_1,pipeline,pipeline,pipeline,unroll_8,unroll_4,unroll_4,unroll,pipeline,unroll_4,5.5,0.9052618996093696,False
workload_3171.cpp,xcu200-fsgd2104-2-e,10.0,530.44955,393,1,3,2,9,cyclic_2_1,cyclic_8_1,cyclic_128_1,pipeline,unroll_16,unroll_4,unroll_16,unroll_64,pipeline,unroll_2,pipeline_1,unroll_2,3.75,0.9324153761982985,False
workload_3172.cpp,xcu200-fsgd2104-2-e,10.0,146.74677,88,3,5,2,4,cyclic_8_1,cyclic_4_1,block_64_1,pipeline,pipeline,pipeline,unroll_32,unroll_8,unroll_4,unroll,pipeline_1,unroll_2,3.5,0.9462643056864862,False
workload_3173.cpp,xcu200-fsgd2104-2-e,10.0,744.07634,396,1,1,1,7,cyclic_4_1,cyclic_8_1,cyclic_4_1,pipeline,unroll_64,unroll_2,unroll_64,unroll_2,pipeline,unroll,pipeline_1,unroll,2.5,0.952137905426861,False
workload_3174.cpp,xcu200-fsgd2104-2-e,10.0,122.72666,142,1,17,4,10,cyclic_2_1,cyclic_8_1,cyclic_64_1,pipeline,unroll_16,pipeline,unroll_16,unroll_64,pipeline_1,unroll_16,pipeline_1,unroll_2,8.0,0.856058061980861,False
workload_3175.cpp,xcu200-fsgd2104-2-e,10.0,201.86293,152,1,17,5,10,cyclic_2_1,cyclic_8_1,block_16_1,pipeline,unroll_16,pipeline,unroll_2,unroll_4,unroll_4,unroll_16,pipeline,unroll_2,8.25,0.8495538136953585,False
workload_3176.cpp,xcu200-fsgd2104-2-e,10.0,169.49192,95,1,1,1,2,cyclic_2_1,cyclic_64_1,block_16_1,unroll,pipeline,pipeline,unroll_64,unroll_32,unroll_2,unroll_2,pipeline_1,unroll_2,1.25,0.9933129573451486,False
workload_3177.cpp,xcu200-fsgd2104-2-e,10.0,185.09598,113,3,17,5,10,cyclic_8_1,cyclic_8_1,block_2_1,pipeline,unroll_16,pipeline,unroll_16,unroll_8,pipeline,unroll_16,pipeline,unroll_16,8.75,0.8401742829026068,False
workload_3178.cpp,xcu200-fsgd2104-2-e,10.0,766.23284,324,1,1,7,15,cyclic_2_1,block_4_1,cyclic_4_1,pipeline,pipeline,unroll_32,unroll_2,unroll_4,unroll_4,pipeline_1,pipeline,unroll_2,6.0,0.8815295983187025,False
workload_3179.cpp,xcu200-fsgd2104-2-e,10.0,485.23674,361,1,1,7,15,cyclic_2_1,block_4_1,cyclic_4_1,pipeline,pipeline,unroll_32,unroll_16,unroll_64,unroll_4,unroll,pipeline,unroll,6.0,0.887945142196671,False
workload_3180.cpp,xcu200-fsgd2104-2-e,10.0,148.92509,88,5,8,3,6,cyclic_16_1,cyclic_16_1,cyclic_2_1,pipeline,pipeline,pipeline,unroll_8,unroll_4,unroll_16,unroll,pipeline_1,unroll_4,5.5,0.9052618996093696,False
workload_3181.cpp,xcu200-fsgd2104-2-e,10.0,991.30609,77,1,1,1,1,cyclic_4_1,cyclic_16_1,block_32_1,pipeline,unroll_16,unroll_2,unroll_32,unroll_4,unroll_4,unroll_4,pipeline_1,unroll,1.0,0.966343571970113,False
workload_3182.cpp,xcu200-fsgd2104-2-e,10.0,491.62138,79,1,1,1,1,cyclic_2_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_8,unroll_4,pipeline,unroll_2,1.0,0.9886556627700263,False
workload_3183.cpp,xcu200-fsgd2104-2-e,10.0,112.89755,116,1,1,1,3,cyclic_2_1,block_4_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,unroll,1.5,1.0,True
workload_3184.cpp,xcu200-fsgd2104-2-e,10.0,184.22556,134,1,17,4,10,cyclic_2_1,block_4_1,cyclic_64_1,pipeline,unroll_16,pipeline_1,unroll_16,unroll_32,unroll_2,unroll_16,pipeline,unroll_2,8.0,0.8548007403498625,False
workload_3185.cpp,xcu200-fsgd2104-2-e,10.0,170.31332,80,1,1,1,2,cyclic_2_1,block_2_1,block_32_1,unroll,pipeline,pipeline,unroll_64,unroll_8,pipeline,unroll_16,pipeline_1,unroll,1.25,0.9933019252869975,False
workload_3186.cpp,xcu200-fsgd2104-2-e,10.0,112.93219,82,1,1,1,2,cyclic_2_1,cyclic_4_1,block_2_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_64,pipeline,pipeline_1,unroll,unroll_2,1.25,0.9939461001297009,False
workload_3187.cpp,xcu200-fsgd2104-2-e,10.0,571.5753,83,3,1,1,1,cyclic_8_1,cyclic_16_1,block_32_1,pipeline,pipeline,unroll_2,unroll_32,unroll_64,unroll_2,unroll_2,pipeline_1,unroll_2,1.5,0.9767318958196715,False
workload_3188.cpp,xcu200-fsgd2104-2-e,10.0,571.57274,84,3,1,1,1,cyclic_8_1,block_4_1,block_32_1,pipeline,pipeline,unroll_2,unroll_64,unroll_64,unroll_4,unroll_4,pipeline_1,unroll_8,1.5,0.9767319857777567,False
workload_3189.cpp,xcu200-fsgd2104-2-e,10.0,97.17035,169,3,5,2,5,cyclic_8_1,cyclic_128_1,block_16_1,unroll,pipeline,pipeline,unroll_64,unroll_64,pipeline,unroll_2,pipeline_1,unroll,3.75,0.9421322221876205,False
workload_3190.cpp,xcu200-fsgd2104-2-e,10.0,419.52923,214,1,3,1,6,cyclic_2_1,cyclic_2_1,cyclic_128_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_16,unroll_16,pipeline,unroll,2.75,0.9557576887513582,False
workload_3191.cpp,xcu200-fsgd2104-2-e,10.0,968.85726,92,1,1,1,3,cyclic_2_1,block_4_1,block_2_1,pipeline_1,unroll_8,unroll_2,unroll_32,unroll_8,unroll_2,unroll_16,pipeline,unroll,1.5,0.9614293113077246,False
workload_3192.cpp,xcu200-fsgd2104-2-e,10.0,303.41532,121,1,17,4,9,cyclic_2_1,cyclic_64_1,cyclic_4_1,pipeline,unroll_16,pipeline,unroll_64,unroll_32,pipeline,unroll_2,pipeline_1,unroll_2,7.75,0.8572264926004605,False
workload_3193.cpp,xcu200-fsgd2104-2-e,10.0,500.13402,378,3,1,7,15,cyclic_8_1,block_4_1,cyclic_4_1,pipeline_1,unroll_16,unroll_32,unroll_32,unroll_64,pipeline,pipeline_1,pipeline,unroll_2,6.5,0.8776610220896298,False
workload_3194.cpp,xcu200-fsgd2104-2-e,10.0,651.83733,80,1,1,1,2,cyclic_4_1,cyclic_4_1,cyclic_8_1,pipeline_1,pipeline,unroll_2,unroll_32,unroll_8,pipeline,unroll_4,pipeline_1,pipeline_1,1.25,0.9786615426983626,False
workload_3195.cpp,xcu200-fsgd2104-2-e,10.0,770.09009,85,1,1,1,2,cyclic_4_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_16,unroll_2,unroll_64,unroll_4,unroll_16,unroll_4,pipeline_1,pipeline_1,1.25,0.9739466957249606,False
workload_3196.cpp,xcu200-fsgd2104-2-e,10.0,726.14748,367,1,1,7,15,cyclic_2_1,cyclic_8_1,cyclic_4_1,pipeline,pipeline,unroll_32,unroll_16,unroll_32,unroll_4,unroll,pipeline,unroll,6.0,0.8824644953939093,False
workload_3197.cpp,xcu200-fsgd2104-2-e,10.0,193.92035,132,1,17,4,10,cyclic_2_1,cyclic_8_1,cyclic_128_1,pipeline_1,unroll_16,pipeline,unroll_16,unroll_2,pipeline,unroll_16,pipeline_1,unroll_2,8.0,0.8546015492282577,False
workload_3198.cpp,xcu200-fsgd2104-2-e,10.0,616.47385,109,1,1,1,3,cyclic_4_1,cyclic_4_1,cyclic_128_1,pipeline,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_16,unroll_4,unroll,unroll,1.5,0.9751299294460352,False
workload_3199.cpp,xcu200-fsgd2104-2-e,10.0,153.75114,104,1,3,2,4,cyclic_4_1,block_4_1,cyclic_8_1,pipeline,pipeline,pipeline,pipeline_1,unroll_32,unroll_4,unroll_16,pipeline,unroll_2,2.5,0.9670471164721419,False
workload_3200.cpp,xcu200-fsgd2104-2-e,10.0,177.50509,77,1,1,1,2,cyclic_2_1,cyclic_8_1,block_32_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_4,unroll_16,unroll,pipeline,pipeline,1.25,0.9932028944406764,False
workload_3201.cpp,xcu200-fsgd2104-2-e,10.0,169.49395,99,1,1,2,3,cyclic_2_1,cyclic_4_1,cyclic_128_1,unroll,pipeline_1,pipeline,unroll_16,unroll_32,unroll_16,unroll_4,unroll,unroll_2,1.75,0.9826270026968061,False
workload_3202.cpp,xcu200-fsgd2104-2-e,10.0,201.84222,91,1,1,3,5,block_2_1,cyclic_4_1,block_2_1,pipeline,pipeline,pipeline,unroll_16,unroll_8,unroll_8,unroll_4,pipeline_1,unroll,2.5,0.9660268949993004,False
workload_3203.cpp,xcu200-fsgd2104-2-e,10.0,905.43102,87,3,1,1,2,cyclic_8_1,cyclic_2_1,block_2_1,pipeline_1,pipeline,unroll_2,unroll_64,unroll_8,pipeline,unroll_2,pipeline,pipeline,1.75,0.960468491428493,False
workload_3204.cpp,xcu200-fsgd2104-2-e,10.0,727.1441,155,1,1,2,5,cyclic_4_1,cyclic_16_1,block_16_1,unroll,pipeline,unroll_2,unroll_64,unroll_2,unroll_2,unroll,pipeline_1,unroll,2.25,0.9575064905600723,False
workload_3205.cpp,xcu200-fsgd2104-2-e,10.0,122.77466,119,1,17,4,9,cyclic_2_1,cyclic_8_1,block_32_1,pipeline_1,unroll_16,pipeline,unroll_32,unroll_64,pipeline,unroll_16,pipeline,unroll_16,7.75,0.8609618187521745,False
workload_3206.cpp,xcu200-fsgd2104-2-e,10.0,617.44803,89,1,1,1,2,cyclic_2_1,cyclic_4_1,block_2_1,pipeline,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_16,unroll_16,pipeline,unroll,1.25,0.9799978081474864,False
workload_3207.cpp,xcu200-fsgd2104-2-e,10.0,495.55098,79,1,1,1,1,cyclic_4_1,cyclic_8_1,cyclic_2_1,pipeline,pipeline,unroll_2,unroll_64,unroll_64,unroll_8,unroll,pipeline,unroll_8,1.0,0.9884790902798241,False
workload_3208.cpp,xcu200-fsgd2104-2-e,10.0,112.91973,85,1,1,1,2,cyclic_2_1,block_4_1,cyclic_4_1,unroll,pipeline,pipeline,unroll_16,unroll_64,unroll_4,unroll,pipeline_1,unroll,1.25,0.9939462143806431,False
workload_3209.cpp,xcu200-fsgd2104-2-e,10.0,169.49829,119,1,1,1,3,cyclic_2_1,block_2_1,block_16_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_32,unroll_2,unroll_16,unroll,pipeline,1.5,0.9879624467307525,False
workload_3210.cpp,xcu200-fsgd2104-2-e,10.0,201.80182,107,1,1,3,6,block_2_1,cyclic_2_1,cyclic_128_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_8,unroll_8,unroll_4,pipeline_1,pipeline_1,2.75,0.9607701140789391,False
workload_3211.cpp,xcu200-fsgd2104-2-e,10.0,169.82611,112,1,6,2,4,cyclic_2_1,cyclic_64_1,block_16_1,unroll,pipeline,pipeline,unroll_16,unroll_32,unroll_4,unroll_2,pipeline_1,unroll,3.25,0.9509866782972637,False
workload_3212.cpp,xcu200-fsgd2104-2-e,10.0,910.38909,84,1,1,1,2,cyclic_2_1,cyclic_128_1,block_32_1,pipeline,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_4,unroll_4,pipeline_1,unroll_2,1.25,0.9681430053117657,False
workload_3213.cpp,xcu200-fsgd2104-2-e,10.0,112.91098,81,1,1,1,2,cyclic_2_1,block_4_1,cyclic_4_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_16,unroll_2,pipeline,unroll_2,1.25,0.9939462946070033,False
workload_3214.cpp,xcu200-fsgd2104-2-e,10.0,853.08405,274,3,1,5,9,cyclic_8_1,block_4_1,block_32_1,pipeline,pipeline,unroll_32,unroll_64,unroll_8,pipeline,unroll,pipeline,pipeline,4.5,0.9092581229582788,False
workload_3215.cpp,xcu200-fsgd2104-2-e,10.0,423.46395,209,1,3,1,6,cyclic_2_1,cyclic_4_1,cyclic_128_1,pipeline,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_16,pipeline_1,pipeline,unroll,2.75,0.9556614697975954,False
workload_3216.cpp,xcu200-fsgd2104-2-e,10.0,10092.87634,1983,1,1,11,18,block_2_1,block_8_1,cyclic_4_1,pipeline_1,unroll_64,unroll_2,unroll_16,unroll_2,pipeline,unroll_4,pipeline_1,unroll,7.75,0.5756275385798608,False
workload_3218.cpp,xcu200-fsgd2104-2-e,10.0,1127.32579,68,1,1,1,1,cyclic_2_1,cyclic_8_1,block_2_1,pipeline,pipeline_1,unroll_2,unroll_16,unroll_64,pipeline,unroll_16,unroll,pipeline,1.0,0.9603190940288147,False
workload_3219.cpp,xcu200-fsgd2104-2-e,10.0,3817.3192,2385,3,1,1,14,cyclic_8_1,block_4_1,cyclic_4_1,pipeline_1,unroll_16,unroll_32,unroll_2,unroll_64,pipeline,pipeline_1,unroll,unroll_16,4.75,0.8129013223265942,False
workload_3221.cpp,xcu200-fsgd2104-2-e,10.0,582.0585,79,1,1,1,1,cyclic_2_1,cyclic_16_1,block_32_1,pipeline_1,pipeline,unroll_2,unroll_64,unroll_64,pipeline,unroll_2,pipeline_1,unroll_8,1.0,0.984596409076432,False
workload_3222.cpp,xcu200-fsgd2104-2-e,10.0,112.91866,83,1,1,1,2,cyclic_2_1,cyclic_8_1,cyclic_4_1,pipeline,pipeline_1,pipeline,unroll_16,unroll_64,pipeline,unroll_16,unroll,pipeline,1.25,0.9939462241914486,False
workload_3223.cpp,xcu200-fsgd2104-2-e,10.0,571.57274,87,3,1,1,1,cyclic_8_1,cyclic_16_1,block_32_1,pipeline,pipeline,unroll_2,unroll_64,unroll_64,pipeline,unroll_4,pipeline_1,unroll,1.5,0.9767319857777567,False
workload_3224.cpp,xcu200-fsgd2104-2-e,10.0,789.07985,144,1,1,1,3,cyclic_2_1,block_2_1,cyclic_128_1,pipeline,pipeline_1,unroll_2,unroll_2,unroll_64,unroll_16,pipeline_1,unroll,unroll,1.5,0.9686119012659038,False
workload_3225.cpp,xcu200-fsgd2104-2-e,10.0,732.50805,74,1,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,pipeline_1,pipeline,unroll_2,unroll_16,unroll_8,unroll_16,unroll_16,pipeline,unroll,1.0,0.9778640958267529,False
