Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
workload_0.cpp,xczu7ev-ffvc1156-2-e,10.0,141.56858,68,60,11,6,12,cyclic_128_1,cyclic_8_2,block_4_2,cyclic_2_1,block_2_1,complete_1,unroll_2,unroll,pipeline,unroll_4,22.25,0.8507047400046768,False
workload_1.cpp,xczu7ev-ffvc1156-2-e,10.0,148.78224,71,58,10,4,7,cyclic_2_1,block_4_1,block_8_2,block_4_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,pipeline,19.75,0.9138051467076224,False
workload_2.cpp,xczu7ev-ffvc1156-2-e,10.0,176.79248,109,60,1,12,22,cyclic_2_1,block_4_2,cyclic_16_1,complete_1,cyclic_2_1,cyclic_4_1,unroll_8,pipeline,unroll_4,pipeline,23.75,0.7428014827813975,False
workload_3.cpp,xczu7ev-ffvc1156-2-e,10.0,144.1903,186,62,10,24,30,cyclic_32_1,complete_2,block_2_2,cyclic_4_1,block_2_1,complete_1,unroll_32,pipeline,pipeline,unroll,31.5,0.6789328398508665,False
workload_4.cpp,xczu7ev-ffvc1156-2-e,10.0,149.43571,342,62,10,10,21,block_128_1,block_32_1,block_2_2,cyclic_4_1,block_8_1,cyclic_2_1,unroll_2,pipeline_1,pipeline,unroll_2,25.75,0.770942664458529,False
workload_5.cpp,xczu7ev-ffvc1156-2-e,10.0,439.42912,562,64,1,8,17,block_16_1,complete_2,block_32_1,block_8_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_8,unroll_16,unroll_2,22.5,0.1378785794748599,False
workload_9.cpp,xczu7ev-ffvc1156-2-e,10.0,166.71742,111,60,2,11,25,block_4_1,cyclic_64_1,block_2_1,cyclic_8_1,block_4_1,block_4_1,unroll_4,unroll_2,unroll_8,pipeline_1,24.5,0.7558320155378229,False
workload_10.cpp,xczu7ev-ffvc1156-2-e,10.0,220.20862,1673,64,6,14,53,cyclic_64_1,cyclic_16_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,unroll_32,unroll_4,unroll_16,unroll_4,34.25,0.4757250756029203,False
workload_11.cpp,xczu7ev-ffvc1156-2-e,10.0,384.37655,111,58,1,4,12,cyclic_4_1,block_2_2,cyclic_8_2,complete_1,block_8_1,block_8_1,unroll_8,pipeline_1,unroll_2,unroll_4,18.75,0.22055151469545595,False
workload_12.cpp,xczu7ev-ffvc1156-2-e,10.0,150.74548,95,62,12,13,23,cyclic_128_1,block_8_2,complete_2,block_8_1,complete_1,complete_1,unroll_4,pipeline_1,pipeline_1,pipeline,27.5,0.7365673966911248,False
workload_13.cpp,xczu7ev-ffvc1156-2-e,10.0,154.6737,492,60,13,11,23,block_16_1,cyclic_8_2,block_2_2,block_8_1,cyclic_4_1,cyclic_2_1,unroll_8,pipeline_1,unroll_8,unroll,26.75,0.7421336179297646,False
workload_27.cpp,xczu7ev-ffvc1156-2-e,10.0,133.70732,55,60,10,6,9,cyclic_64_1,block_2_2,block_4_2,complete_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,unroll_4,21.25,0.879990678848319,False
workload_30.cpp,xczu7ev-ffvc1156-2-e,10.0,196.78168,210,60,6,6,17,cyclic_16_1,cyclic_2_1,cyclic_4_2,cyclic_8_1,block_4_1,block_4_1,unroll_32,unroll_4,unroll_4,unroll_4,22.25,0.7338990476008803,False
workload_33.cpp,xczu7ev-ffvc1156-2-e,10.0,133.04674,3520,58,48,39,59,cyclic_2_1,cyclic_2_2,block_2_2,cyclic_2_1,cyclic_8_1,complete_1,unroll_16,pipeline_1,unroll_16,unroll,51.0,0.22678316622414735,False
workload_40.cpp,xczu7ev-ffvc1156-2-e,10.0,237.08627,63,62,1,3,9,cyclic_2_1,complete_2,cyclic_16_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline,unroll_4,pipeline,18.75,0.6363279689370804,False
workload_41.cpp,xczu7ev-ffvc1156-2-e,10.0,148.7822,74,58,10,4,7,cyclic_2_1,block_4_1,block_8_2,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll,19.75,0.9138051640958326,False
workload_42.cpp,xczu7ev-ffvc1156-2-e,10.0,207.34942,107,60,1,9,22,block_4_1,complete_2,block_2_1,block_4_1,block_4_1,block_4_1,unroll_4,unroll_2,unroll_8,pipeline_1,23.0,0.6844868815996724,False
workload_43.cpp,xczu7ev-ffvc1156-2-e,10.0,133.70454,160,60,10,25,28,cyclic_32_1,cyclic_4_2,block_2_2,cyclic_4_1,block_2_1,complete_1,unroll_32,pipeline,pipeline,unroll,30.75,0.7101640958543486,False
workload_44.cpp,xczu7ev-ffvc1156-2-e,10.0,152.70906,544,60,11,8,17,block_2_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,block_4_1,unroll_2,unroll,pipeline,pipeline,24.0,0.7968573127495273,False
workload_45.cpp,xczu7ev-ffvc1156-2-e,10.0,159.92145,660,64,10,11,26,block_128_1,block_32_1,block_16_1,cyclic_4_1,block_8_1,cyclic_4_1,unroll_2,pipeline_1,pipeline,unroll_2,27.75,0.7132474449686185,False
workload_46.cpp,xczu7ev-ffvc1156-2-e,10.0,156.10774,837,58,2,54,77,block_4_1,block_2_1,block_2_1,block_4_1,cyclic_4_1,cyclic_2_1,unroll_32,pipeline,unroll_16,pipeline,47.75,0.28243306419673425,False
workload_47.cpp,xczu7ev-ffvc1156-2-e,10.0,147.13704,136,58,34,11,22,cyclic_4_1,cyclic_2_2,cyclic_8_2,complete_1,cyclic_8_1,block_8_1,unroll_8,pipeline_1,unroll_2,unroll,31.25,0.677800038379159,False
workload_48.cpp,xczu7ev-ffvc1156-2-e,10.0,395.15063,1316,62,1,16,38,block_16_1,block_2_2,block_16_1,cyclic_2_1,complete_1,block_8_1,unroll_16,unroll_4,unroll_4,unroll_4,29.25,0.17078504854219562,False
workload_49.cpp,xczu7ev-ffvc1156-2-e,10.0,339.23967,2107,60,10,10,22,block_8_1,block_16_1,block_2_2,complete_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_8,unroll,25.5,0.28814989738741686,False
workload_51.cpp,xczu7ev-ffvc1156-2-e,10.0,188.75302,2993,64,4,18,45,cyclic_64_1,cyclic_16_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,unroll_32,pipeline,unroll_16,unroll_8,32.75,0.5679489772805029,False
workload_62.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29398,65,58,10,5,6,block_4_1,block_2_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,pipeline,unroll,19.75,0.9152279368787455,False
workload_64.cpp,xczu7ev-ffvc1156-2-e,10.0,138.9489,1141,60,14,26,36,cyclic_32_1,cyclic_4_1,cyclic_2_2,block_4_1,block_2_1,cyclic_8_1,unroll_32,unroll_2,pipeline_1,unroll_8,34.0,0.6392740498726199,False
workload_66.cpp,xczu7ev-ffvc1156-2-e,10.0,168.84726,136,62,2,20,39,block_16_1,block_64_1,block_2_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline,30.75,0.6429040547341255,False
workload_67.cpp,xczu7ev-ffvc1156-2-e,10.0,148.78087,163,58,10,11,18,cyclic_2_1,block_4_1,block_8_2,cyclic_8_1,cyclic_2_1,block_8_1,unroll_8,pipeline_1,pipeline_1,pipeline,24.25,0.8000674105631641,False
workload_80.cpp,xczu7ev-ffvc1156-2-e,10.0,150.09049,61,60,12,8,13,block_2_1,block_8_2,complete_2,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,pipeline,pipeline,23.25,0.8163326356856969,False
workload_81.cpp,xczu7ev-ffvc1156-2-e,10.0,237.08548,64,62,1,3,10,block_4_1,complete_2,cyclic_16_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_4,pipeline,19.0,0.6351613683988155,False
workload_82.cpp,xczu7ev-ffvc1156-2-e,10.0,141.57132,64,62,11,6,12,cyclic_128_1,complete_2,block_4_2,cyclic_2_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline,pipeline_1,22.75,0.8413481301802821,False
workload_83.cpp,xczu7ev-ffvc1156-2-e,10.0,470.22884,81,58,1,3,9,cyclic_4_1,cyclic_2_2,cyclic_8_2,complete_1,complete_1,block_8_1,unroll_8,pipeline_1,unroll_2,unroll_2,17.75,0.11513590114549176,False
workload_84.cpp,xczu7ev-ffvc1156-2-e,10.0,133.70472,156,60,10,25,28,cyclic_32_1,cyclic_4_2,block_2_2,cyclic_4_1,block_2_1,block_8_1,unroll_32,pipeline,pipeline,unroll_4,30.75,0.7101637935041755,False
workload_85.cpp,xczu7ev-ffvc1156-2-e,10.0,235.5288,210,58,1,14,33,cyclic_2_1,block_4_1,block_8_2,cyclic_8_1,cyclic_2_1,block_8_1,unroll_8,pipeline_1,unroll_8,pipeline,26.5,0.5318241649576531,False
workload_86.cpp,xczu7ev-ffvc1156-2-e,10.0,373.64426,191,58,12,6,14,block_4_1,cyclic_4_2,block_2_1,block_4_1,block_4_1,block_4_1,unroll_4,unroll,unroll_8,unroll_4,22.5,0.2331952329122029,False
workload_87.cpp,xczu7ev-ffvc1156-2-e,10.0,219.57418,255,64,6,5,32,cyclic_64_1,cyclic_16_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_4,unroll_32,unroll_4,26.75,0.5750180314724374,False
workload_88.cpp,xczu7ev-ffvc1156-2-e,10.0,148.78181,273,58,10,20,27,cyclic_2_1,block_4_1,block_8_2,block_4_1,cyclic_4_1,cyclic_2_1,unroll_32,unroll_2,pipeline_1,pipeline,28.75,0.7181317263854915,False
workload_89.cpp,xczu7ev-ffvc1156-2-e,10.0,409.0365,193,62,1,6,14,block_16_1,block_64_1,block_2_1,complete_1,block_2_1,cyclic_2_1,unroll_2,unroll_8,unroll_8,unroll_2,20.75,0.1778005786731857,False
workload_90.cpp,xczu7ev-ffvc1156-2-e,10.0,152.71068,415,60,10,5,11,cyclic_2_1,block_4_2,cyclic_16_1,complete_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline,pipeline_1,pipeline,21.5,0.848177322773741,False
workload_92.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29398,54,58,10,5,6,cyclic_2_1,block_2_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,pipeline,unroll,19.75,0.9152279368787455,False
workload_93.cpp,xczu7ev-ffvc1156-2-e,10.0,149.43569,253,62,10,10,22,block_128_1,block_32_1,block_2_1,block_4_1,block_8_1,cyclic_4_1,unroll_2,pipeline_1,pipeline,unroll_2,26.0,0.7663539278954303,False
workload_94.cpp,xczu7ev-ffvc1156-2-e,10.0,138.9495,265,60,10,19,29,cyclic_32_1,block_4_1,block_2_2,cyclic_4_1,block_2_1,complete_1,unroll_16,pipeline,pipeline_1,unroll,29.5,0.722956845355794,False
workload_95.cpp,xczu7ev-ffvc1156-2-e,10.0,149.43615,344,62,10,10,21,block_128_1,block_32_1,block_2_2,complete_1,cyclic_2_1,cyclic_2_1,unroll_2,pipeline_1,pipeline,unroll_2,25.75,0.7709417988473034,False
workload_96.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29628,60,58,10,5,7,block_4_1,block_4_1,block_4_2,complete_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,unroll_4,20.0,0.9069948187397722,False
workload_97.cpp,xczu7ev-ffvc1156-2-e,10.0,166.71472,89,60,12,15,27,block_2_1,block_32_1,cyclic_4_1,block_4_1,cyclic_8_1,block_4_1,unroll_2,unroll,unroll_8,pipeline,28.5,0.6854119577896267,False
workload_98.cpp,xczu7ev-ffvc1156-2-e,10.0,140.916,58,58,11,6,9,cyclic_2_1,cyclic_4_2,block_8_2,block_4_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline,pipeline,21.0,0.8803706466954365,False
workload_99.cpp,xczu7ev-ffvc1156-2-e,10.0,166.06206,123,60,2,11,25,block_4_1,cyclic_64_1,block_2_1,cyclic_8_1,block_4_1,complete_1,unroll_4,unroll_2,unroll_8,pipeline_1,24.5,0.7574311675637484,False
workload_100.cpp,xczu7ev-ffvc1156-2-e,10.0,149.43302,78,62,10,4,8,cyclic_64_1,complete_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,pipeline,unroll,21.0,0.8665879648802393,False
workload_101.cpp,xczu7ev-ffvc1156-2-e,10.0,153.36422,1087,62,14,10,28,cyclic_128_1,block_32_1,cyclic_4_1,block_8_1,complete_1,block_4_1,unroll_2,unroll,pipeline_1,pipeline,28.5,0.7135671563370652,False
workload_103.cpp,xczu7ev-ffvc1156-2-e,10.0,138.9489,1164,60,13,26,36,cyclic_32_1,cyclic_4_1,block_2_2,block_4_1,block_2_1,cyclic_8_1,unroll_32,unroll_2,pipeline_1,unroll_8,33.75,0.6461294237517902,False
workload_104.cpp,xczu7ev-ffvc1156-2-e,10.0,494.64062,846,64,1,25,38,cyclic_64_1,complete_2,cyclic_128_1,complete_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_8,unroll_8,32.0,0.10000000000000003,False
workload_106.cpp,xczu7ev-ffvc1156-2-e,10.0,339.23966,1919,60,10,10,21,block_8_1,block_16_1,block_2_2,cyclic_4_1,cyclic_4_1,cyclic_2_1,unroll_2,pipeline_1,unroll_8,unroll,25.25,0.2898378202796682,False
workload_120.cpp,xczu7ev-ffvc1156-2-e,10.0,143.53792,58,58,10,5,7,cyclic_2_1,block_2_2,block_8_2,block_4_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,unroll_4,20.0,0.9059060358767268,False
workload_121.cpp,xczu7ev-ffvc1156-2-e,10.0,144.19277,58,60,10,5,8,cyclic_32_1,block_8_2,block_2_2,cyclic_4_1,block_2_1,block_8_1,unroll_2,unroll_2,pipeline,pipeline,20.75,0.8807154029526264,False
workload_122.cpp,xczu7ev-ffvc1156-2-e,10.0,166.96196,61,60,2,3,9,cyclic_2_1,block_4_1,cyclic_16_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_4,pipeline,18.5,0.9229941940068175,False
workload_123.cpp,xczu7ev-ffvc1156-2-e,10.0,131.08276,61,60,14,8,18,cyclic_128_1,block_4_2,block_4_2,block_8_1,complete_1,complete_1,unroll_2,unroll,pipeline,pipeline,25.0,0.8165530620840833,False
workload_124.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29628,64,58,10,5,7,block_2_1,block_2_1,block_2_1,complete_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,unroll,20.0,0.9069948187397722,False
workload_125.cpp,xczu7ev-ffvc1156-2-e,10.0,133.70589,133,60,10,25,28,cyclic_32_1,cyclic_4_2,block_2_2,cyclic_4_1,cyclic_2_1,complete_1,unroll_32,pipeline,pipeline,pipeline,30.75,0.7101618282172507,False
workload_126.cpp,xczu7ev-ffvc1156-2-e,10.0,138.9516,106,60,10,5,8,cyclic_64_1,block_4_1,cyclic_4_2,complete_1,cyclic_2_1,complete_1,unroll_2,unroll_4,pipeline_1,unroll,20.75,0.888350142584357,False
workload_127.cpp,xczu7ev-ffvc1156-2-e,10.0,176.54491,184,60,1,21,36,cyclic_2_1,block_4_2,cyclic_16_1,complete_1,block_2_1,cyclic_4_1,unroll_8,pipeline_1,unroll_8,pipeline,29.5,0.64646192529533,False
workload_128.cpp,xczu7ev-ffvc1156-2-e,10.0,138.2946,60,58,10,5,8,cyclic_2_1,block_4_1,block_4_2,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline,unroll_4,20.25,0.8987226181222863,False
workload_129.cpp,xczu7ev-ffvc1156-2-e,10.0,155.65672,135,59,35,12,22,cyclic_4_1,block_8_2,cyclic_8_2,complete_1,cyclic_8_1,block_8_1,unroll_8,pipeline_1,unroll_2,unroll,32.0,0.648961513315989,False
workload_130.cpp,xczu7ev-ffvc1156-2-e,10.0,138.95184,72,60,10,4,7,cyclic_32_1,block_4_1,block_2_2,block_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,unroll_8,20.25,0.8984900191812405,False
workload_131.cpp,xczu7ev-ffvc1156-2-e,10.0,148.78051,72,58,10,4,8,cyclic_2_1,block_2_1,block_8_2,cyclic_8_1,block_2_1,block_8_1,unroll_2,pipeline_1,pipeline,unroll,20.0,0.9043646651066963,False
workload_132.cpp,xczu7ev-ffvc1156-2-e,10.0,196.78168,258,60,6,6,17,cyclic_16_1,cyclic_2_1,cyclic_4_2,cyclic_8_1,cyclic_4_1,block_4_1,unroll_32,unroll_4,unroll_4,unroll_4,22.25,0.7338990476008803,False
workload_133.cpp,xczu7ev-ffvc1156-2-e,10.0,207.59542,62,60,1,3,8,block_4_1,complete_2,block_2_1,block_4_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_4,pipeline_1,18.0,0.7576650502718268,False
workload_134.cpp,xczu7ev-ffvc1156-2-e,10.0,225.94396,57,60,1,3,7,cyclic_2_1,cyclic_4_2,cyclic_16_1,complete_1,block_8_1,cyclic_4_1,unroll_2,pipeline,unroll_4,pipeline,17.75,0.6834843355130871,False
workload_135.cpp,xczu7ev-ffvc1156-2-e,10.0,149.43396,66,62,10,5,8,cyclic_64_1,complete_2,block_2_1,block_4_1,block_4_1,complete_1,unroll_2,pipeline,pipeline,unroll_4,21.25,0.8606585996667973,False
workload_136.cpp,xczu7ev-ffvc1156-2-e,10.0,239.13324,413,64,1,9,30,block_64_1,complete_2,cyclic_16_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_4,pipeline_1,unroll_8,pipeline,26.0,0.532254094948549,False
workload_137.cpp,xczu7ev-ffvc1156-2-e,10.0,141.5705,61,62,11,7,12,cyclic_64_1,complete_2,block_4_2,complete_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_4,23.0,0.8366749046253775,False
workload_138.cpp,xczu7ev-ffvc1156-2-e,10.0,168.47782,447,62,2,29,49,cyclic_64_1,cyclic_16_1,block_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_32,pipeline,unroll_8,pipeline_1,35.5,0.5578728314700878,False
workload_139.cpp,xczu7ev-ffvc1156-2-e,10.0,489.5634,481,64,1,7,21,cyclic_64_1,complete_2,cyclic_128_1,complete_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_2,unroll_8,23.25,0.10382235716492354,False
workload_140.cpp,xczu7ev-ffvc1156-2-e,10.0,138.9495,318,60,10,20,32,cyclic_32_1,block_4_1,block_2_1,cyclic_4_1,block_2_1,complete_1,unroll_16,pipeline,pipeline_1,pipeline,30.5,0.705496442073628,False
workload_141.cpp,xczu7ev-ffvc1156-2-e,10.0,149.43571,495,62,10,10,21,block_128_1,block_32_1,block_4_2,cyclic_4_1,block_8_1,cyclic_2_1,unroll_2,pipeline_1,pipeline,unroll_2,25.75,0.770942664458529,False
workload_142.cpp,xczu7ev-ffvc1156-2-e,10.0,138.95188,85,58,10,7,10,block_8_1,block_2_1,block_2_1,cyclic_8_1,block_4_1,complete_1,unroll_4,unroll_2,pipeline,unroll,21.25,0.8760327407325631,False
workload_143.cpp,xczu7ev-ffvc1156-2-e,10.0,247.73488,459,81,1,17,58,block_4_1,cyclic_128_1,block_8_2,cyclic_8_1,cyclic_2_1,block_8_1,unroll_8,pipeline_1,unroll_8,pipeline,39.25,0.34614633390483496,False
workload_144.cpp,xczu7ev-ffvc1156-2-e,10.0,143.53772,97,58,10,14,16,cyclic_2_1,cyclic_2_2,block_8_2,block_4_1,cyclic_2_1,cyclic_2_1,unroll_8,unroll_2,pipeline,pipeline,24.5,0.8052381814623057,False
workload_145.cpp,xczu7ev-ffvc1156-2-e,10.0,149.43571,168,62,10,10,19,cyclic_32_1,block_32_1,block_2_2,cyclic_4_1,block_8_1,cyclic_2_1,unroll_2,pipeline_1,pipeline,unroll_2,25.25,0.7801645706031389,False
workload_146.cpp,xczu7ev-ffvc1156-2-e,10.0,163.19644,415,60,10,5,12,cyclic_2_1,cyclic_8_2,cyclic_16_1,complete_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline,pipeline_1,unroll_4,21.75,0.82523451144893,False
workload_147.cpp,xczu7ev-ffvc1156-2-e,10.0,138.9495,252,60,10,19,27,block_128_1,block_4_1,block_2_2,cyclic_4_1,block_2_1,complete_1,unroll_16,pipeline,pipeline_1,unroll,29.0,0.7317684201985093,False
workload_148.cpp,xczu7ev-ffvc1156-2-e,10.0,483.50194,516,60,1,8,22,block_4_1,block_4_1,cyclic_128_1,complete_1,block_2_1,cyclic_2_1,unroll_2,unroll_4,unroll_8,unroll_8,22.75,0.10627013942907552,False
workload_149.cpp,xczu7ev-ffvc1156-2-e,10.0,327.11378,1100,58,11,11,23,block_4_1,cyclic_4_2,block_4_1,block_4_1,block_2_1,block_4_1,unroll_4,unroll,unroll_8,unroll,25.75,0.312848375195367,False
workload_150.cpp,xczu7ev-ffvc1156-2-e,10.0,397.69002,1279,62,1,16,44,block_16_1,block_2_2,block_16_1,cyclic_2_1,complete_1,complete_1,unroll_16,unroll_4,unroll_4,unroll_4,30.75,0.16062870870294735,False
workload_151.cpp,xczu7ev-ffvc1156-2-e,10.0,149.43458,1344,60,23,29,42,block_128_1,cyclic_4_1,block_8_2,block_4_1,cyclic_2_1,cyclic_8_1,unroll_32,unroll_2,pipeline_1,pipeline,38.5,0.5018256341743755,False
workload_152.cpp,xczu7ev-ffvc1156-2-e,10.0,414.23862,1195,62,1,13,29,block_4_1,cyclic_64_1,cyclic_16_1,cyclic_4_1,block_4_1,cyclic_8_1,unroll_4,unroll_2,unroll_16,unroll_8,26.25,0.15821206721094064,False
workload_153.cpp,xczu7ev-ffvc1156-2-e,10.0,209.75574,1555,62,4,14,54,cyclic_64_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_8_1,unroll_32,unroll_4,unroll_16,unroll_4,33.5,0.509962152226868,False
workload_154.cpp,xczu7ev-ffvc1156-2-e,10.0,167.12745,2916,64,10,6,14,cyclic_64_1,cyclic_16_1,cyclic_16_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_4,pipeline,unroll_4,23.5,0.7729262809657494,False
workload_155.cpp,xczu7ev-ffvc1156-2-e,10.0,133.04791,3067,58,48,39,58,cyclic_2_1,cyclic_2_2,block_2_2,cyclic_2_1,cyclic_8_1,block_8_1,unroll_16,pipeline_1,unroll_16,unroll,50.75,0.23081925186209196,False
workload_160.cpp,xczu7ev-ffvc1156-2-e,10.0,143.53772,50,60,10,6,8,cyclic_2_1,block_2_2,complete_2,complete_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,unroll_4,21.0,0.8765370431690692,False
workload_161.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29503,53,58,10,5,8,block_4_1,block_4_1,block_2_2,complete_1,cyclic_2_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,unroll_4,20.25,0.8987224728448688,False
workload_162.cpp,xczu7ev-ffvc1156-2-e,10.0,148.78253,56,58,10,4,6,cyclic_2_1,block_2_1,block_8_2,cyclic_8_1,block_2_1,block_8_1,unroll_2,unroll_2,pipeline_1,unroll,19.5,0.923275445914865,False
workload_163.cpp,xczu7ev-ffvc1156-2-e,10.0,143.53792,59,58,10,5,7,cyclic_2_1,block_2_2,block_8_2,block_4_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,unroll,20.0,0.9059060358767268,False
workload_164.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29644,66,58,10,4,7,cyclic_2_1,block_4_1,block_2_2,block_4_1,cyclic_4_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll,19.75,0.915227413204282,False
workload_165.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29403,66,58,10,4,7,cyclic_2_1,block_4_1,block_2_2,block_4_1,block_2_1,cyclic_2_1,unroll_2,pipeline,pipeline,unroll,19.75,0.9152279262379933,False
workload_166.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29532,69,58,10,5,8,cyclic_2_1,block_4_1,block_4_2,block_4_1,complete_1,complete_1,unroll_2,pipeline_1,pipeline,pipeline,20.25,0.8987223748620178,False
workload_167.cpp,xczu7ev-ffvc1156-2-e,10.0,131.08296,69,60,11,7,12,cyclic_128_1,block_4_2,block_4_2,block_8_1,block_2_1,complete_1,unroll_2,unroll,pipeline,unroll_4,22.5,0.8613237540649104,False
workload_168.cpp,xczu7ev-ffvc1156-2-e,10.0,176.792,97,60,1,12,24,cyclic_2_1,block_4_2,cyclic_16_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_8,pipeline_1,unroll_4,pipeline,24.25,0.7342269751584597,False
workload_169.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29628,54,58,10,5,7,block_2_1,block_2_1,block_2_1,complete_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,unroll_4,20.0,0.9069948187397722,False
workload_170.cpp,xczu7ev-ffvc1156-2-e,10.0,207.34727,113,60,1,9,22,block_4_1,complete_2,block_2_1,block_4_1,block_4_1,block_4_1,unroll_4,pipeline,unroll_8,pipeline_1,23.0,0.6844932662970952,False
workload_171.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29449,50,58,10,4,6,block_4_1,cyclic_2_2,block_2_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,pipeline,pipeline,unroll,19.5,0.923405570261959,False
workload_172.cpp,xczu7ev-ffvc1156-2-e,10.0,207.59412,63,60,1,3,10,block_4_1,complete_2,block_2_1,block_4_1,cyclic_2_1,block_4_1,unroll_2,pipeline_1,unroll_4,pipeline_1,18.5,0.7548556359177043,False
workload_173.cpp,xczu7ev-ffvc1156-2-e,10.0,138.9518,66,60,10,4,8,cyclic_64_1,block_2_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_8,20.5,0.8928450916294279,False
workload_174.cpp,xczu7ev-ffvc1156-2-e,10.0,144.19049,126,60,10,25,28,cyclic_16_1,cyclic_8_2,block_2_2,cyclic_8_1,block_2_1,block_4_1,unroll_32,pipeline,pipeline,unroll_4,30.75,0.6917998478811005,False
workload_175.cpp,xczu7ev-ffvc1156-2-e,10.0,395.2721,126,62,6,3,14,cyclic_64_1,block_4_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_4,unroll_8,unroll_4,21.25,0.1982594760426764,False
workload_176.cpp,xczu7ev-ffvc1156-2-e,10.0,166.06206,126,60,2,11,25,block_4_1,cyclic_64_1,block_2_1,cyclic_8_1,block_4_1,complete_1,unroll_4,unroll_2,unroll_8,pipeline,24.5,0.7574311675637484,False
workload_177.cpp,xczu7ev-ffvc1156-2-e,10.0,141.57136,53,60,11,6,10,cyclic_64_1,cyclic_4_2,block_8_2,block_4_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline,pipeline,21.75,0.8600433852550537,False
workload_178.cpp,xczu7ev-ffvc1156-2-e,10.0,384.21271,163,58,1,5,15,cyclic_2_1,cyclic_2_1,cyclic_8_2,complete_1,block_8_1,block_8_1,unroll_8,pipeline_1,unroll_4,unroll_4,19.75,0.21973215715447453,False
