Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
workload_496.cpp,xczu7ev-ffvc1156-2-e,10.0,174.57951,67,58,1,6,12,cyclic_2_1,block_4_2,block_4_2,block_4_1,block_4_1,block_4_1,unroll_2,pipeline,unroll_8,pipeline_1,19.25,0.8798964904217917,False
workload_497.cpp,xczu7ev-ffvc1156-2-e,10.0,166.14145,49,58,1,2,5,cyclic_2_1,block_4_2,block_4_1,block_4_1,block_2_1,block_4_1,unroll_2,pipeline,unroll_2,pipeline_1,16.5,0.9516366347724942,False
workload_498.cpp,xczu7ev-ffvc1156-2-e,10.0,155.81952,52,58,2,3,6,block_4_1,block_4_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,pipeline,17.25,1.0,True
workload_499.cpp,xczu7ev-ffvc1156-2-e,10.0,165.65234,55,58,1,3,6,block_4_1,block_4_2,block_2_1,block_4_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,pipeline_1,17.0,0.9512939593212577,False
workload_500.cpp,xczu7ev-ffvc1156-2-e,10.0,164.99454,55,58,1,4,8,block_2_1,block_4_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,17.75,0.9434579229738214,False
workload_501.cpp,xczu7ev-ffvc1156-2-e,10.0,185.31072,52,58,1,3,7,cyclic_2_1,block_8_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,17.25,0.858864584510883,False
workload_502.cpp,xczu7ev-ffvc1156-2-e,10.0,133.04891,58,58,11,6,8,block_4_1,block_4_2,block_2_2,cyclic_4_1,block_2_1,block_4_1,unroll_2,unroll,pipeline,unroll,20.75,0.8954462028098016,False
workload_503.cpp,xczu7ev-ffvc1156-2-e,10.0,195.14323,58,58,1,3,8,block_4_1,cyclic_4_2,block_4_2,cyclic_4_1,cyclic_2_1,block_8_1,unroll_2,pipeline,unroll_4,pipeline_1,17.5,0.8135850062896195,False
workload_504.cpp,xczu7ev-ffvc1156-2-e,10.0,166.30528,58,58,2,4,7,block_4_1,block_8_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,17.75,0.9382254151183791,False
workload_505.cpp,xczu7ev-ffvc1156-2-e,10.0,195.79648,55,58,1,3,6,block_4_1,cyclic_2_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,17.0,0.8131796972650313,False
workload_506.cpp,xczu7ev-ffvc1156-2-e,10.0,133.05062,61,58,10,6,9,block_4_1,block_2_2,block_4_2,complete_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,pipeline_1,20.75,0.8954443515359339,False
workload_507.cpp,xczu7ev-ffvc1156-2-e,10.0,185.31103,52,58,1,3,7,block_2_1,block_8_2,block_2_1,block_8_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,17.25,0.8588631860815842,False
workload_508.cpp,xczu7ev-ffvc1156-2-e,10.0,166.05967,67,60,2,5,9,block_4_1,block_2_1,cyclic_16_1,complete_1,block_4_1,complete_1,unroll_2,pipeline,unroll_8,pipeline_1,19.0,0.9151471666898366,False
workload_509.cpp,xczu7ev-ffvc1156-2-e,10.0,175.48047,82,80,1,7,18,block_4_1,block_4_2,cyclic_128_1,complete_1,block_4_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,26.5,0.6991306702838841,False
workload_510.cpp,xczu7ev-ffvc1156-2-e,10.0,166.14144,41,58,1,2,5,block_4_1,block_4_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,pipeline,16.5,0.9516366832938988,False
workload_511.cpp,xczu7ev-ffvc1156-2-e,10.0,177.28454,149,58,1,15,27,block_4_1,block_4_2,block_8_1,block_8_1,complete_1,cyclic_2_1,unroll_16,unroll_4,unroll_2,pipeline,25.25,0.7158254828733029,False
workload_512.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29448,58,58,10,4,6,block_4_1,block_4_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,unroll_4,pipeline,pipeline_1,19.5,0.9234055671694119,False
workload_513.cpp,xczu7ev-ffvc1156-2-e,10.0,130.42942,123,58,11,31,32,cyclic_2_1,block_4_2,block_4_2,cyclic_4_1,cyclic_4_1,block_8_1,unroll_32,pipeline,pipeline,unroll_4,33.0,0.6771884840518198,False
workload_514.cpp,xczu7ev-ffvc1156-2-e,10.0,327.19819,107,58,10,4,8,cyclic_4_1,block_4_2,block_2_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline,unroll_4,unroll,20.0,0.3444336309842754,False
workload_515.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29196,163,58,10,18,23,cyclic_2_1,block_4_2,block_2_1,block_8_1,block_2_1,block_4_1,unroll_16,pipeline,pipeline,unroll_2,27.25,0.7641574908036425,False
workload_516.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29383,147,58,10,18,22,block_4_1,block_2_2,block_2_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_16,unroll_4,pipeline_1,pipeline,27.0,0.7686646215065183,False
workload_517.cpp,xczu7ev-ffvc1156-2-e,10.0,373.72705,348,58,1,8,22,cyclic_2_1,cyclic_4_2,block_4_2,cyclic_4_1,block_4_1,block_8_1,unroll_32,pipeline,unroll_4,unroll_4,22.25,0.2338132383878614,False
workload_520.cpp,xczu7ev-ffvc1156-2-e,10.0,130.42839,47,58,11,6,9,cyclic_2_1,block_4_2,block_4_2,cyclic_4_1,block_4_1,cyclic_2_1,unroll_2,pipeline,pipeline,unroll_4,21.0,0.88789480124336,False
workload_521.cpp,xczu7ev-ffvc1156-2-e,10.0,166.14191,47,58,1,2,5,block_4_1,block_4_2,block_4_1,block_4_1,block_4_1,block_8_1,unroll_2,pipeline,unroll_2,pipeline_1,16.5,0.9516344027893655,False
workload_522.cpp,xczu7ev-ffvc1156-2-e,10.0,165.48639,50,58,1,2,5,block_4_1,block_4_2,block_2_1,block_8_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,pipeline_1,16.5,0.9548180434863888,False
workload_523.cpp,xczu7ev-ffvc1156-2-e,10.0,165.64991,50,58,1,4,8,block_4_1,block_4_2,block_2_1,complete_1,block_2_1,block_4_1,unroll_2,pipeline_1,unroll_4,pipeline_1,17.75,0.9408603450886869,False
workload_524.cpp,xczu7ev-ffvc1156-2-e,10.0,156.31104,50,58,2,2,5,block_4_1,block_4_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,pipeline_1,16.75,1.0,True
workload_525.cpp,xczu7ev-ffvc1156-2-e,10.0,165.64993,50,58,1,3,6,block_2_1,block_4_2,block_2_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,pipeline,unroll_4,pipeline_1,17.0,0.9513050801148325,False
workload_526.cpp,xczu7ev-ffvc1156-2-e,10.0,155.81952,51,58,2,3,6,block_4_1,block_2_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,17.25,1.0,True
workload_527.cpp,xczu7ev-ffvc1156-2-e,10.0,130.42805,50,58,11,6,9,block_4_1,block_4_2,block_4_2,block_8_1,block_2_1,complete_1,unroll_2,pipeline,pipeline,unroll,21.0,0.8878948612196436,False
workload_528.cpp,xczu7ev-ffvc1156-2-e,10.0,156.47519,57,58,2,3,7,block_4_1,block_4_1,block_4_1,block_4_1,block_4_1,block_4_1,unroll_2,pipeline,unroll_4,pipeline_1,17.5,0.9771364968775473,False
workload_529.cpp,xczu7ev-ffvc1156-2-e,10.0,174.1699,57,58,1,4,9,block_4_1,block_4_2,block_4_2,block_4_1,block_4_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,18.0,0.9018179603496835,False
workload_530.cpp,xczu7ev-ffvc1156-2-e,10.0,133.04905,57,58,11,6,8,block_4_1,block_4_2,block_2_2,block_4_1,block_2_1,block_8_1,unroll_2,unroll,pipeline,unroll,20.75,0.895446051247674,False
workload_531.cpp,xczu7ev-ffvc1156-2-e,10.0,166.30545,57,58,1,3,7,block_4_1,block_4_1,block_2_2,block_4_1,block_2_1,block_8_1,unroll_2,pipeline,unroll_4,pipeline,17.25,0.94524426512119,False
workload_532.cpp,xczu7ev-ffvc1156-2-e,10.0,174.8274,57,58,1,3,8,cyclic_2_1,block_2_2,block_4_2,block_4_1,block_4_1,block_4_1,unroll_2,unroll_4,unroll_4,pipeline_1,17.5,0.9043939699137203,False
workload_533.cpp,xczu7ev-ffvc1156-2-e,10.0,165.6499,57,58,1,4,8,block_2_1,block_4_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline,17.75,0.9408603850190028,False
workload_534.cpp,xczu7ev-ffvc1156-2-e,10.0,327.3604,71,58,10,3,7,block_4_1,cyclic_4_2,block_2_1,block_8_1,block_2_1,block_4_1,unroll_2,pipeline,unroll_2,unroll,19.5,0.34525797199359465,False
workload_535.cpp,xczu7ev-ffvc1156-2-e,10.0,155.81906,71,58,7,6,11,block_4_1,block_4_1,block_2_1,complete_1,block_2_1,complete_1,unroll_2,unroll,unroll_4,pipeline,20.5,0.8802090450751114,False
workload_536.cpp,xczu7ev-ffvc1156-2-e,10.0,205.38173,75,58,1,5,13,block_4_1,cyclic_8_2,block_4_2,cyclic_4_1,block_2_1,block_4_1,unroll_2,pipeline,unroll_8,pipeline_1,19.25,0.7579106573853136,False
workload_537.cpp,xczu7ev-ffvc1156-2-e,10.0,166.14174,47,58,1,3,7,cyclic_2_1,block_4_2,block_4_1,block_8_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,pipeline_1,17.25,0.9459695128514314,False
workload_538.cpp,xczu7ev-ffvc1156-2-e,10.0,207.42912,46,60,1,2,6,block_2_1,complete_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,pipeline_1,17.25,0.7618389319744158,False
workload_539.cpp,xczu7ev-ffvc1156-2-e,10.0,185.96609,50,58,1,3,7,cyclic_2_1,block_8_2,block_2_1,block_4_1,block_2_1,block_4_1,unroll_2,pipeline,unroll_4,pipeline_1,17.25,0.8559102906403778,False
workload_540.cpp,xczu7ev-ffvc1156-2-e,10.0,143.53737,56,58,10,6,7,block_4_1,block_8_2,block_2_2,block_4_1,cyclic_2_1,complete_1,unroll_2,pipeline,pipeline,pipeline_1,20.25,0.8967265969154048,False
workload_541.cpp,xczu7ev-ffvc1156-2-e,10.0,174.17066,56,58,1,3,8,cyclic_4_1,block_4_2,block_4_2,block_4_1,block_8_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,17.5,0.9073458816783703,False
workload_542.cpp,xczu7ev-ffvc1156-2-e,10.0,156.47766,56,58,2,3,6,block_4_1,block_2_2,block_2_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_4,pipeline_1,17.25,0.9824224458884291,False
workload_543.cpp,xczu7ev-ffvc1156-2-e,10.0,165.65018,56,58,6,4,8,block_2_1,block_4_2,block_2_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_4,unroll_4,pipeline_1,19.0,0.9164402736520723,False
workload_544.cpp,xczu7ev-ffvc1156-2-e,10.0,165.40611,59,58,1,5,10,block_4_1,block_4_2,block_2_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline,unroll_8,pipeline_1,18.5,0.928565187819444,False
workload_545.cpp,xczu7ev-ffvc1156-2-e,10.0,164.99456,57,58,1,4,7,cyclic_2_1,block_4_2,block_4_1,block_2_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,17.5,0.9474815546918818,False
workload_546.cpp,xczu7ev-ffvc1156-2-e,10.0,140.91445,57,58,11,7,9,block_4_1,block_8_2,block_4_2,block_8_1,block_2_1,complete_1,unroll_2,pipeline,pipeline,pipeline_1,21.25,0.8738796410390367,False
workload_547.cpp,xczu7ev-ffvc1156-2-e,10.0,337.68201,114,58,10,4,8,block_4_1,cyclic_8_2,block_2_1,block_4_1,block_2_1,block_4_1,unroll_2,pipeline,unroll_4,unroll,20.0,0.3181574445120825,False
workload_548.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29369,60,58,11,5,7,block_2_1,block_2_1,block_2_2,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll,pipeline,pipeline,20.25,0.8987229255403042,False
workload_549.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29492,60,58,10,5,7,block_4_1,block_2_1,block_2_1,block_4_1,block_4_1,complete_1,unroll_2,pipeline,pipeline,pipeline_1,20.0,0.9069951974638352,False
workload_550.cpp,xczu7ev-ffvc1156-2-e,10.0,327.19868,117,58,10,4,8,cyclic_4_1,block_4_2,block_2_1,block_4_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,unroll,20.0,0.3444323686081613,False
workload_551.cpp,xczu7ev-ffvc1156-2-e,10.0,185.06496,63,58,1,5,10,cyclic_2_1,block_8_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_8,pipeline_1,18.5,0.8498151293820788,False
workload_552.cpp,xczu7ev-ffvc1156-2-e,10.0,165.65234,56,58,1,3,7,block_2_1,block_4_2,block_2_1,block_4_1,block_4_1,cyclic_4_1,unroll_2,unroll_4,unroll_4,pipeline_1,17.25,0.9481293436160306,False
workload_553.cpp,xczu7ev-ffvc1156-2-e,10.0,186.62204,59,60,1,3,9,block_16_1,block_8_2,block_4_2,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,18.25,0.8455467542684475,False
workload_554.cpp,xczu7ev-ffvc1156-2-e,10.0,140.91355,134,58,11,30,32,block_4_1,cyclic_8_2,block_4_2,block_8_1,block_2_1,block_8_1,unroll_32,pipeline,pipeline,unroll_4,32.75,0.6636057174225434,False
workload_555.cpp,xczu7ev-ffvc1156-2-e,10.0,174.82691,51,58,1,3,9,block_4_1,block_4_2,block_4_2,block_4_1,cyclic_4_1,block_4_1,unroll_2,pipeline,unroll_4,pipeline_1,17.75,0.9019074420549849,False
workload_556.cpp,xczu7ev-ffvc1156-2-e,10.0,185.31222,48,58,1,3,7,block_4_1,block_8_2,block_2_1,block_4_1,complete_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,17.25,0.858857817926246,False
workload_557.cpp,xczu7ev-ffvc1156-2-e,10.0,165.40393,84,58,1,11,19,block_4_1,block_4_2,block_4_1,block_4_1,block_2_1,block_4_1,unroll_4,pipeline,unroll_8,pipeline_1,22.25,0.8043149629388662,False
workload_558.cpp,xczu7ev-ffvc1156-2-e,10.0,130.42929,124,58,11,31,32,block_4_1,block_4_2,block_4_2,block_4_1,cyclic_2_1,cyclic_2_1,unroll_16,pipeline,pipeline,pipeline_1,33.0,0.6771886969472011,False
workload_559.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29164,149,58,10,17,22,cyclic_2_1,cyclic_4_2,block_2_1,block_4_1,block_2_1,block_8_1,unroll_32,pipeline,pipeline,unroll_4,26.75,0.7731898666215519,False
workload_560.cpp,xczu7ev-ffvc1156-2-e,10.0,156.31101,49,58,2,3,6,cyclic_2_1,block_4_1,block_4_1,complete_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_2,pipeline,17.25,0.9828366739445646,False
workload_561.cpp,xczu7ev-ffvc1156-2-e,10.0,156.31104,49,58,2,2,5,block_4_1,block_4_1,block_4_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,pipeline_1,16.75,1.0,True
workload_562.cpp,xczu7ev-ffvc1156-2-e,10.0,174.1699,52,58,1,3,8,block_2_1,block_4_2,block_4_2,block_2_1,block_4_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,17.5,0.9073492954403314,False
workload_563.cpp,xczu7ev-ffvc1156-2-e,10.0,174.82528,55,58,1,3,9,block_4_1,block_4_2,block_4_2,block_8_1,block_2_1,cyclic_2_1,unroll_2,pipeline,unroll_4,pipeline_1,17.75,0.9019145980174569,False
workload_564.cpp,xczu7ev-ffvc1156-2-e,10.0,174.82602,55,60,1,3,9,cyclic_16_1,block_4_2,block_4_2,block_4_1,block_8_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,18.25,0.8958026989598046,False
workload_565.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29238,55,58,10,4,7,cyclic_2_1,cyclic_4_2,block_4_1,block_4_1,block_4_1,block_8_1,unroll_2,pipeline,pipeline,pipeline_1,19.75,0.9152282773162616,False
workload_566.cpp,xczu7ev-ffvc1156-2-e,10.0,165.65007,55,58,1,3,8,block_4_1,block_4_2,block_2_2,block_4_1,block_2_1,block_8_1,unroll_2,pipeline_1,unroll_4,pipeline_1,17.5,0.9447479551652201,False
workload_567.cpp,xczu7ev-ffvc1156-2-e,10.0,165.65024,55,58,1,3,8,block_4_1,block_4_2,block_2_2,block_8_1,block_2_1,cyclic_4_1,unroll_2,pipeline,unroll_4,pipeline_1,17.5,0.9447472417585805,False
workload_568.cpp,xczu7ev-ffvc1156-2-e,10.0,133.04906,56,58,11,6,8,block_4_1,block_4_2,block_2_2,block_8_1,block_2_1,block_4_1,unroll_2,unroll,pipeline,pipeline_1,20.75,0.8954460404217794,False
workload_569.cpp,xczu7ev-ffvc1156-2-e,10.0,165.65009,58,58,1,3,8,block_4_1,block_4_2,block_2_2,block_4_1,block_2_1,block_8_1,unroll_2,pipeline,unroll_4,pipeline_1,17.5,0.9447478712351423,False
workload_570.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29486,58,58,10,4,6,block_4_1,block_2_2,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,unroll,19.5,0.9234056846826202,False
workload_571.cpp,xczu7ev-ffvc1156-2-e,10.0,148.7783,58,58,10,5,7,cyclic_4_1,block_8_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,pipeline,pipeline,20.0,0.9043657109344408,False
workload_572.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29206,59,58,10,4,6,block_4_1,block_4_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,pipeline,unroll,19.5,1.0,True
workload_573.cpp,xczu7ev-ffvc1156-2-e,10.0,133.04873,62,58,12,7,10,block_4_1,cyclic_4_2,block_2_2,cyclic_4_1,block_4_1,block_4_1,unroll_2,unroll,pipeline,unroll,21.75,0.8720483624419576,False
workload_574.cpp,xczu7ev-ffvc1156-2-e,10.0,165.40611,65,58,1,5,10,block_2_1,block_4_2,block_2_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline,unroll_8,pipeline_1,18.5,0.928565187819444,False
workload_575.cpp,xczu7ev-ffvc1156-2-e,10.0,166.30528,73,80,2,8,17,block_2_1,cyclic_128_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,26.75,0.7167249204751419,False
workload_576.cpp,xczu7ev-ffvc1156-2-e,10.0,138.2916,76,58,12,6,10,block_4_1,block_4_2,block_2_1,complete_1,block_2_1,complete_1,unroll_2,unroll,pipeline,unroll,21.5,0.8695622533078164,False
workload_577.cpp,xczu7ev-ffvc1156-2-e,10.0,156.31104,46,58,2,2,5,block_4_1,block_4_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,pipeline,16.75,1.0,True
workload_578.cpp,xczu7ev-ffvc1156-2-e,10.0,164.99454,50,58,1,4,9,cyclic_2_1,block_4_2,block_4_1,block_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,18.0,0.9391059351416021,False
workload_579.cpp,xczu7ev-ffvc1156-2-e,10.0,185.31103,53,58,1,3,7,block_4_1,block_8_2,block_2_1,block_8_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,17.25,0.8588631860815842,False
workload_580.cpp,xczu7ev-ffvc1156-2-e,10.0,133.04952,49,58,10,5,7,cyclic_4_1,block_4_2,block_2_2,block_8_1,block_2_1,block_4_1,unroll_2,pipeline,pipeline,unroll,20.0,0.9078247183464809,False
workload_581.cpp,xczu7ev-ffvc1156-2-e,10.0,141.15624,108,60,50,20,29,block_4_1,cyclic_4_2,complete_2,block_8_1,block_2_1,block_4_1,unroll_2,pipeline,unroll_8,unroll,39.75,0.4705099033530624,False
workload_582.cpp,xczu7ev-ffvc1156-2-e,10.0,133.04921,55,58,10,5,7,cyclic_2_1,block_4_2,block_2_2,block_4_1,block_2_1,block_4_1,unroll_2,pipeline,pipeline,unroll,20.0,1.0,True
workload_583.cpp,xczu7ev-ffvc1156-2-e,10.0,165.48608,46,58,1,2,5,block_4_1,block_4_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,pipeline_1,16.5,0.9548195504574704,False
workload_584.cpp,xczu7ev-ffvc1156-2-e,10.0,138.293,58,58,10,5,8,block_4_1,cyclic_2_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline,pipeline_1,20.25,0.8987231586107393,False
workload_585.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29492,65,58,10,5,7,block_4_1,block_2_1,block_4_1,block_4_1,block_4_1,complete_1,unroll_2,pipeline,pipeline,pipeline_1,20.0,0.9069951974638352,False
workload_586.cpp,xczu7ev-ffvc1156-2-e,10.0,156.31058,60,58,7,5,10,block_4_1,block_4_1,block_2_1,complete_1,block_2_1,complete_1,unroll_2,unroll,unroll_2,pipeline_1,20.0,0.8986822307772252,False
workload_587.cpp,xczu7ev-ffvc1156-2-e,10.0,133.04936,49,58,10,6,7,block_4_1,block_4_2,block_2_2,complete_1,block_4_1,block_4_1,unroll_2,pipeline,pipeline,pipeline_1,20.25,0.9037777089318921,False
workload_588.cpp,xczu7ev-ffvc1156-2-e,10.0,133.53765,69,58,16,6,9,block_4_1,block_2_2,block_2_2,block_8_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,unroll,22.25,0.8625522059766118,False
workload_589.cpp,xczu7ev-ffvc1156-2-e,10.0,185.72033,66,58,1,5,11,block_4_1,block_8_2,block_4_1,block_4_1,block_2_1,block_4_1,unroll_2,pipeline,unroll_8,pipeline_1,18.75,0.8443083220180249,False
workload_590.cpp,xczu7ev-ffvc1156-2-e,10.0,155.81981,58,58,2,4,8,cyclic_2_1,block_4_1,block_4_1,block_8_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline,18.0,0.9678033843148627,False
workload_591.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29193,72,58,11,5,8,block_4_1,block_4_2,block_2_1,block_4_1,block_2_1,block_8_1,unroll_2,unroll,pipeline,unroll,20.5,0.8936816272556926,False
workload_592.cpp,xczu7ev-ffvc1156-2-e,10.0,133.53707,78,58,18,7,13,block_2_1,block_4_2,block_2_2,cyclic_4_1,block_2_1,block_4_1,unroll_2,unroll,unroll_4,unroll,24.0,0.8309672559817161,False
workload_593.cpp,xczu7ev-ffvc1156-2-e,10.0,166.14158,50,58,1,2,6,block_2_1,block_4_2,block_2_1,block_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_2,pipeline_1,16.75,0.9510755407713324,False
workload_594.cpp,xczu7ev-ffvc1156-2-e,10.0,327.19608,164,58,11,5,9,block_4_1,block_2_1,block_4_2,block_8_1,block_2_1,complete_1,unroll_2,unroll,unroll_4,unroll,20.75,0.34207289996123735,False
workload_595.cpp,xczu7ev-ffvc1156-2-e,10.0,138.29194,179,58,10,17,22,block_4_1,block_2_2,block_2_1,block_4_1,block_2_1,complete_1,unroll_16,pipeline,pipeline,pipeline_1,26.75,0.7731893495668475,False
workload_596.cpp,xczu7ev-ffvc1156-2-e,10.0,373.72672,80,58,1,10,24,cyclic_2_1,block_4_2,block_4_1,block_2_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,unroll_4,23.25,0.2305067089275472,False
workload_597.cpp,xczu7ev-ffvc1156-2-e,10.0,341.77798,129,60,10,5,9,block_4_1,block_16_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,unroll,21.0,0.305489933275193,False
workload_598.cpp,xczu7ev-ffvc1156-2-e,10.0,130.42808,110,58,11,31,33,cyclic_2_1,cyclic_4_2,block_4_2,cyclic_4_1,block_2_1,block_8_1,unroll_32,pipeline,pipeline,pipeline_1,33.25,0.6687337387125066,False
workload_599.cpp,xczu7ev-ffvc1156-2-e,10.0,373.64498,1279,58,1,16,29,block_4_1,block_4_2,block_4_2,cyclic_4_1,block_2_1,block_4_1,unroll_32,pipeline,unroll_8,unroll_4,26.0,0.21887802817099494,False
workload_600.cpp,xczu7ev-ffvc1156-2-e,10.0,156.31104,48,58,2,2,5,cyclic_2_1,block_4_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,pipeline,16.75,1.0,True
workload_601.cpp,xczu7ev-ffvc1156-2-e,10.0,165.48608,48,58,1,2,5,block_4_1,block_4_2,block_4_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,pipeline_1,16.5,0.9548195504574704,False
workload_602.cpp,xczu7ev-ffvc1156-2-e,10.0,156.31134,48,58,2,2,4,block_4_1,block_2_1,block_2_1,block_2_1,block_4_1,complete_1,unroll_2,pipeline,unroll_2,pipeline_1,16.5,1.0,True
workload_603.cpp,xczu7ev-ffvc1156-2-e,10.0,155.81952,51,58,2,3,7,block_2_1,block_4_1,block_4_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,17.5,0.9787206890400892,False
workload_604.cpp,xczu7ev-ffvc1156-2-e,10.0,155.81983,51,58,2,3,7,cyclic_2_1,block_4_1,block_4_1,block_8_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,pipeline,17.5,0.9787199688505835,False
workload_605.cpp,xczu7ev-ffvc1156-2-e,10.0,130.42838,55,58,11,7,9,block_4_1,block_4_2,block_4_2,block_4_1,block_2_1,complete_1,unroll_2,pipeline,pipeline,pipeline_1,21.25,0.8837142765099218,False
workload_606.cpp,xczu7ev-ffvc1156-2-e,10.0,165.65255,55,58,1,3,7,block_4_1,block_2_2,block_2_2,block_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_2,unroll_4,pipeline_1,17.25,0.9481284196514893,False
workload_607.cpp,xczu7ev-ffvc1156-2-e,10.0,166.30526,55,58,2,4,9,cyclic_2_1,block_8_1,block_2_1,block_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline_1,18.25,0.9297382571677099,False
workload_608.cpp,xczu7ev-ffvc1156-2-e,10.0,130.42805,55,58,11,6,9,cyclic_2_1,block_4_2,block_4_2,block_8_1,block_2_1,complete_1,unroll_2,pipeline,pipeline,unroll,21.0,0.8878948612196436,False
workload_609.cpp,xczu7ev-ffvc1156-2-e,10.0,165.65008,55,58,1,4,8,block_4_1,block_4_2,block_2_2,complete_1,block_4_1,cyclic_2_1,unroll_2,pipeline,unroll_4,pipeline_1,17.75,0.9408596662719839,False
workload_610.cpp,xczu7ev-ffvc1156-2-e,10.0,155.8195,55,58,2,3,8,cyclic_4_1,block_4_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline,17.75,0.9732550470066087,False
