Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_1_2,Area,Weight,is_pareto
workload_2974.cpp,xcu200-fsgd2104-2-e,5.0,19.591045,179,1,1,1,4,block_2_1,block_128_1,block_4_1,cyclic_4_1,unroll_8,unroll_4,unroll_2,unroll_4,1.75,0.5688867860672219,False
workload_2977.cpp,xcu200-fsgd2104-2-e,5.0,16.274135,67,1,1,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_2_1,unroll_4,unroll_8,pipeline_1,unroll_8,1.0,0.9475148886785633,False
workload_2984.cpp,xcu200-fsgd2104-2-e,5.0,16.606895,76,1,1,1,1,cyclic_2_1,block_4_1,block_2_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll_8,1.0,0.9056871538494679,False
workload_2985.cpp,xcu200-fsgd2104-2-e,5.0,16.303055,1054,2,1,1,15,block_8_1,cyclic_64_1,block_4_1,cyclic_64_1,unroll_4,unroll_4,unroll_32,unroll_16,4.75,0.617613213817452,False
workload_2991.cpp,xcu200-fsgd2104-2-e,5.0,19.690715,119,1,1,1,1,cyclic_64_1,cyclic_4_1,cyclic_16_1,cyclic_16_1,unroll_2,unroll_32,pipeline_1,unroll_2,1.0,0.5684099018599825,False
workload_2992.cpp,xcu200-fsgd2104-2-e,5.0,16.218955,85,1,1,1,1,block_2_1,block_2_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll_16,pipeline,pipeline_1,1.0,0.9545532939201463,False
workload_3011.cpp,xcu200-fsgd2104-2-e,5.0,20.343965,849,3,1,1,11,cyclic_64_1,block_64_1,block_64_1,cyclic_4_1,unroll_8,unroll_32,unroll_2,unroll_4,4.0,0.4200367093268157,False
workload_3016.cpp,xcu200-fsgd2104-2-e,5.0,28.998555,283,2,1,1,5,block_8_1,cyclic_64_1,block_32_1,cyclic_16_1,unroll_2,unroll_16,unroll_16,unroll_2,2.25,0.10122780241357882,False
workload_3020.cpp,xcu200-fsgd2104-2-e,5.0,23.335835,163,2,1,1,3,block_8_1,cyclic_64_1,cyclic_2_1,cyclic_16_1,unroll_2,unroll_16,unroll_16,unroll_2,1.75,0.28409218043558104,False
workload_3021.cpp,xcu200-fsgd2104-2-e,5.0,19.596145,170,1,1,1,4,cyclic_2_1,cyclic_16_1,cyclic_8_1,cyclic_16_1,unroll_8,unroll_2,unroll_8,unroll_2,1.75,0.5684156311227448,False
workload_3022.cpp,xcu200-fsgd2104-2-e,5.0,16.301035,410,1,1,1,4,cyclic_64_1,cyclic_4_1,cyclic_64_1,cyclic_128_1,unroll_2,unroll_32,pipeline_1,pipeline_1,1.75,0.8914566180604513,False
workload_3023.cpp,xcu200-fsgd2104-2-e,5.0,16.299355,817,1,1,1,7,block_8_1,block_2_1,cyclic_4_1,block_8_1,unroll_2,unroll_16,unroll_64,unroll_16,2.5,0.820083693537133,False
workload_3024.cpp,xcu200-fsgd2104-2-e,5.0,18.347005,1402,3,1,1,13,cyclic_64_1,cyclic_64_1,block_32_1,block_4_1,unroll_8,unroll_16,unroll_16,unroll_2,4.5,0.5224698441677071,False
workload_3025.cpp,xcu200-fsgd2104-2-e,5.0,19.690435,152,1,1,1,3,block_32_1,cyclic_8_1,block_64_1,cyclic_32_1,unroll_2,unroll_4,pipeline,unroll_2,1.5,0.5644988994475242,False
workload_3030.cpp,xcu200-fsgd2104-2-e,5.0,16.778455,65,1,1,1,1,cyclic_2_1,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_8,pipeline_1,unroll_4,1.0,0.8845356889899798,False
workload_3033.cpp,xcu200-fsgd2104-2-e,5.0,16.244175,256,1,1,1,6,block_2_1,block_128_1,block_4_1,cyclic_4_1,unroll_4,unroll_4,unroll_8,unroll_4,2.25,0.8476929913315804,False
workload_3034.cpp,xcu200-fsgd2104-2-e,5.0,23.473705,1028,1,1,1,8,block_16_1,block_128_1,block_4_1,cyclic_128_1,unroll_2,unroll,unroll_16,unroll_2,2.75,0.26354032409957107,False
workload_3035.cpp,xcu200-fsgd2104-2-e,5.0,16.199485,850,1,1,2,15,block_4_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,unroll_8,unroll_16,unroll_64,unroll_8,4.75,0.6217191698874598,False
workload_3037.cpp,xcu200-fsgd2104-2-e,5.0,16.352115,112,1,1,1,3,cyclic_128_1,cyclic_8_1,block_4_1,block_2_1,unroll_2,unroll_4,unroll_4,pipeline_1,1.5,0.9093470204485424,False
workload_3038.cpp,xcu200-fsgd2104-2-e,5.0,16.350285,383,1,1,1,6,block_32_1,cyclic_16_1,block_2_1,block_32_1,unroll_8,unroll_16,unroll_4,pipeline,2.25,0.8400380901830843,False
workload_3039.cpp,xcu200-fsgd2104-2-e,5.0,16.221325,263,1,1,1,7,block_2_1,block_2_1,cyclic_64_1,cyclic_4_1,unroll_8,unroll_16,unroll_32,pipeline_1,2.5,0.8254098317518034,False
workload_3042.cpp,xcu200-fsgd2104-2-e,5.0,16.303055,389,1,1,1,8,block_8_1,cyclic_8_1,block_4_1,cyclic_64_1,unroll_4,unroll_4,unroll_32,unroll_16,2.75,0.7964354476210576,False
workload_3053.cpp,xcu200-fsgd2104-2-e,5.0,16.946395,82,1,1,1,1,block_4_1,cyclic_4_1,cyclic_16_1,cyclic_16_1,unroll_2,unroll_32,pipeline_1,unroll_4,1.0,0.8641030350838564,False
workload_3054.cpp,xcu200-fsgd2104-2-e,5.0,16.05987,128,1,1,1,2,cyclic_16_1,block_32_1,block_4_1,block_2_1,unroll_2,unroll,unroll_16,pipeline,1.25,0.9588142906010303,False
workload_3060.cpp,xcu200-fsgd2104-2-e,5.0,16.193175,91,2,1,1,1,cyclic_2_1,cyclic_64_1,cyclic_4_1,cyclic_16_1,unroll_4,unroll_8,pipeline_1,unroll_4,1.25,0.9457145971995785,False
workload_3061.cpp,xcu200-fsgd2104-2-e,5.0,28.998435,200,3,1,1,4,cyclic_64_1,cyclic_64_1,block_32_1,cyclic_16_1,unroll_2,unroll_4,unroll_16,unroll_2,2.25,0.10122838050232173,False
workload_3062.cpp,xcu200-fsgd2104-2-e,5.0,19.690715,291,1,1,1,3,cyclic_64_1,cyclic_4_1,cyclic_16_1,cyclic_128_1,unroll_2,unroll_32,pipeline_1,unroll_2,1.5,0.564472792854838,False
workload_3063.cpp,xcu200-fsgd2104-2-e,5.0,16.763015,458,1,1,1,9,cyclic_2_1,cyclic_8_1,block_2_1,block_2_1,unroll_4,unroll_16,unroll_64,unroll_8,3.0,0.7424950517213728,False
workload_3064.cpp,xcu200-fsgd2104-2-e,5.0,23.881635,288,3,1,1,5,cyclic_64_1,cyclic_64_1,block_64_1,cyclic_16_1,unroll_2,unroll_4,unroll_16,unroll_2,2.5,0.24559370662269892,False
workload_3065.cpp,xcu200-fsgd2104-2-e,5.0,16.217435,753,1,1,1,6,cyclic_2_1,block_2_1,cyclic_4_1,block_8_1,unroll_2,unroll_16,unroll_64,unroll_16,2.25,0.8495781138786077,False
workload_3068.cpp,xcu200-fsgd2104-2-e,5.0,16.239135,72,1,1,1,1,cyclic_2_1,cyclic_16_1,cyclic_8_1,cyclic_16_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9519758874101204,False
workload_3069.cpp,xcu200-fsgd2104-2-e,5.0,16.295635,85,1,1,1,2,cyclic_128_1,cyclic_8_1,block_4_1,block_2_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1.25,0.9347782000456107,False
workload_3070.cpp,xcu200-fsgd2104-2-e,5.0,16.270195,64,1,1,1,1,cyclic_4_1,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_4,unroll_4,pipeline,1.0,0.9480164847838779,False
workload_3071.cpp,xcu200-fsgd2104-2-e,5.0,16.29683,1756,1,1,3,32,block_8_1,block_2_1,cyclic_4_1,cyclic_4_1,unroll,unroll_16,unroll_64,pipeline_1,9.25,0.1529740484847258,False
workload_3074.cpp,xcu200-fsgd2104-2-e,5.0,18.348955,106,1,1,1,2,block_8_1,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_16,unroll_16,unroll_2,1.25,0.7022492981841928,False
workload_3077.cpp,xcu200-fsgd2104-2-e,5.0,16.218955,130,1,1,1,2,block_2_1,cyclic_4_1,cyclic_64_1,cyclic_16_1,unroll_2,unroll_16,pipeline_1,pipeline_1,1.25,0.943018872399588,False
workload_3078.cpp,xcu200-fsgd2104-2-e,5.0,16.301035,661,1,1,1,6,cyclic_64_1,cyclic_4_1,cyclic_128_1,cyclic_128_1,unroll_2,unroll_32,pipeline_1,pipeline_1,2.25,0.843625193088373,False
workload_3079.cpp,xcu200-fsgd2104-2-e,5.0,19.678065,191,1,1,1,4,block_8_1,cyclic_16_1,cyclic_8_1,cyclic_16_1,unroll_8,unroll_2,unroll_8,unroll_2,1.75,0.560876119855904,False
workload_3080.cpp,xcu200-fsgd2104-2-e,5.0,16.220075,183,1,1,1,3,block_2_1,block_4_1,cyclic_64_1,block_8_1,unroll_2,unroll_8,pipeline_1,unroll_32,1.5,0.9214046972868669,False
workload_3081.cpp,xcu200-fsgd2104-2-e,5.0,16.05984,452,1,1,1,8,cyclic_16_1,block_32_1,block_4_1,block_2_1,unroll_8,unroll,unroll_16,pipeline,2.75,0.8121139666040741,False
workload_3082.cpp,xcu200-fsgd2104-2-e,5.0,16.218955,70,1,1,1,1,block_2_1,block_2_1,block_32_1,cyclic_4_1,unroll_2,unroll_16,pipeline,pipeline_1,1.0,0.9545532939201463,False
workload_3083.cpp,xcu200-fsgd2104-2-e,5.0,16.274135,96,1,1,1,1,cyclic_2_1,block_32_1,block_4_1,block_2_1,unroll_4,unroll_8,pipeline_1,unroll_8,1.0,0.9475148886785633,False
workload_3084.cpp,xcu200-fsgd2104-2-e,5.0,16.268815,216,1,1,1,4,block_2_1,block_4_1,block_32_1,cyclic_4_1,unroll_4,unroll_4,unroll_8,unroll_4,1.75,0.8940917769108645,False
workload_3085.cpp,xcu200-fsgd2104-2-e,5.0,19.598395,89,1,1,1,1,block_4_1,cyclic_4_1,cyclic_16_1,cyclic_16_1,unroll_2,unroll_32,unroll_4,unroll_4,1.0,0.5771869636144309,False
workload_3086.cpp,xcu200-fsgd2104-2-e,5.0,18.354035,411,1,1,1,4,cyclic_64_1,cyclic_4_1,cyclic_64_1,cyclic_128_1,unroll_2,unroll_4,unroll_4,pipeline_1,1.75,0.6887700105690397,False
workload_3087.cpp,xcu200-fsgd2104-2-e,5.0,16.03291,1202,1,1,1,11,block_16_1,block_128_1,cyclic_128_1,cyclic_128_1,unroll_2,unroll,unroll_16,unroll_64,3.5,0.7452648826760306,False
workload_3089.cpp,xcu200-fsgd2104-2-e,5.0,16.295915,145,1,1,1,2,cyclic_128_1,cyclic_8_1,block_4_1,block_2_1,unroll_2,unroll_32,pipeline_1,pipeline_1,1.25,0.9347475855463762,False
workload_3091.cpp,xcu200-fsgd2104-2-e,5.0,25.845405,429,1,1,1,6,block_32_1,cyclic_8_1,block_32_1,cyclic_32_1,unroll_8,unroll_16,pipeline,unroll_2,2.25,0.1631943852038357,False
workload_3092.cpp,xcu200-fsgd2104-2-e,5.0,16.606895,83,1,1,1,1,block_4_1,cyclic_8_1,block_2_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll_8,1.0,0.9056871538494679,False
workload_3093.cpp,xcu200-fsgd2104-2-e,5.0,16.185405,364,1,1,1,9,block_4_1,cyclic_8_1,cyclic_16_1,cyclic_16_1,unroll_8,unroll_16,unroll_32,unroll_16,3.0,0.7810057890939233,False
workload_3095.cpp,xcu200-fsgd2104-2-e,5.0,16.301035,261,1,1,1,3,cyclic_64_1,cyclic_4_1,cyclic_16_1,cyclic_128_1,unroll_2,unroll_32,pipeline_1,pipeline_1,1.5,0.9141124371493992,False
workload_3096.cpp,xcu200-fsgd2104-2-e,5.0,16.199485,841,1,1,2,15,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_16_1,unroll_8,unroll_16,unroll_64,unroll_8,4.75,0.6217191698874598,False
workload_3097.cpp,xcu200-fsgd2104-2-e,5.0,19.319485,1340,1,1,1,14,block_32_1,cyclic_16_1,block_2_1,cyclic_128_1,unroll_8,unroll_16,unroll_4,unroll_16,4.25,0.4748958998371158,False
workload_3100.cpp,xcu200-fsgd2104-2-e,5.0,16.946115,67,1,1,1,1,block_4_1,cyclic_4_1,cyclic_16_1,cyclic_16_1,unroll_2,unroll_4,pipeline_1,unroll_4,1.0,0.8641368773022483,False
workload_3101.cpp,xcu200-fsgd2104-2-e,5.0,20.263715,135,1,1,1,3,cyclic_4_1,cyclic_8_1,block_64_1,block_2_1,unroll_2,unroll_4,unroll_4,unroll_2,1.5,0.5125162254207352,False
workload_3102.cpp,xcu200-fsgd2104-2-e,5.0,22.926235,113,1,1,1,2,block_2_1,block_128_1,block_8_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_2,1.25,0.31189122507481376,False
workload_3103.cpp,xcu200-fsgd2104-2-e,5.0,16.244175,253,1,1,1,6,block_4_1,block_128_1,block_4_1,cyclic_4_1,unroll_4,unroll_4,unroll_8,unroll_4,2.25,0.8476929913315804,False
workload_3104.cpp,xcu200-fsgd2104-2-e,5.0,19.598395,77,1,1,1,1,block_4_1,cyclic_4_1,cyclic_16_1,cyclic_4_1,unroll_2,unroll_32,unroll_4,unroll_4,1.0,0.5771869636144309,False
workload_3105.cpp,xcu200-fsgd2104-2-e,5.0,16.512135,160,1,1,1,4,cyclic_128_1,block_2_1,cyclic_4_1,block_2_1,unroll_4,unroll_16,unroll_2,unroll_16,1.75,0.8732691862755,False
workload_3106.cpp,xcu200-fsgd2104-2-e,5.0,16.185405,388,1,1,1,9,block_4_1,cyclic_8_1,cyclic_32_1,cyclic_16_1,unroll_8,unroll_16,unroll_32,unroll_16,3.0,0.7810057890939233,False
workload_3107.cpp,xcu200-fsgd2104-2-e,5.0,16.315855,117,1,1,1,2,block_8_1,block_4_1,cyclic_4_1,block_8_1,unroll_4,unroll_4,unroll_8,unroll_4,1.25,0.9325589695572282,False
workload_3108.cpp,xcu200-fsgd2104-2-e,5.0,16.275395,79,1,1,1,1,block_4_1,cyclic_8_1,block_4_1,block_8_1,unroll_2,unroll_4,pipeline_1,unroll_8,1.0,0.9473545110868976,False
workload_3109.cpp,xcu200-fsgd2104-2-e,5.0,16.300875,214,1,1,1,3,cyclic_64_1,cyclic_4_1,cyclic_8_1,cyclic_128_1,unroll_2,unroll_16,pipeline_1,pipeline_1,1.5,0.9141271743070906,False
workload_3110.cpp,xcu200-fsgd2104-2-e,5.0,16.220075,131,1,1,1,2,cyclic_2_1,block_32_1,cyclic_64_1,block_2_1,unroll_2,unroll_8,pipeline_1,unroll_32,1.25,0.9429008089787894,False
workload_3111.cpp,xcu200-fsgd2104-2-e,5.0,16.116525,99,1,1,1,1,block_4_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,unroll_8,unroll_16,pipeline_1,unroll_8,1.0,0.9676957644833581,False
workload_3112.cpp,xcu200-fsgd2104-2-e,5.0,16.219975,463,1,1,1,9,cyclic_2_1,block_4_1,cyclic_2_1,block_2_1,unroll_4,unroll_16,unroll_64,unroll_8,3.0,0.7788299246377542,False
workload_3113.cpp,xcu200-fsgd2104-2-e,5.0,16.263165,690,2,1,1,7,cyclic_64_1,cyclic_16_1,cyclic_16_1,cyclic_128_1,unroll_8,unroll_32,pipeline_1,unroll_64,2.75,0.7990769198468506,False
workload_3114.cpp,xcu200-fsgd2104-2-e,5.0,16.06499,146,1,1,1,2,cyclic_16_1,block_32_1,block_8_1,block_2_1,unroll_2,unroll,unroll_16,pipeline,1.25,0.9583427302137724,False
workload_3115.cpp,xcu200-fsgd2104-2-e,5.0,16.336555,143,1,1,1,3,cyclic_32_1,block_2_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll_16,unroll_8,pipeline,1.5,0.9108111542403738,False
workload_3116.cpp,xcu200-fsgd2104-2-e,5.0,16.193175,94,1,1,1,1,cyclic_4_1,cyclic_64_1,cyclic_4_1,cyclic_16_1,unroll_4,unroll_8,pipeline_1,unroll_4,1.0,0.957851600076102,False
workload_3117.cpp,xcu200-fsgd2104-2-e,5.0,16.295895,154,1,1,1,3,cyclic_128_1,cyclic_8_1,block_2_1,block_2_1,unroll_4,unroll_32,pipeline_1,pipeline_1,1.5,0.9145852538228639,False
workload_3118.cpp,xcu200-fsgd2104-2-e,5.0,16.295635,73,1,1,1,1,block_16_1,cyclic_2_1,block_4_1,cyclic_32_1,unroll_2,unroll_4,pipeline,pipeline,1.0,0.9447803667516674,False
workload_3119.cpp,xcu200-fsgd2104-2-e,5.0,16.216115,245,1,1,1,5,cyclic_2_1,cyclic_8_1,block_4_1,block_4_1,unroll_2,unroll_4,unroll_64,pipeline_1,2.0,0.8738270603089816,False
workload_3120.cpp,xcu200-fsgd2104-2-e,5.0,16.607175,90,1,1,1,1,cyclic_2_1,block_4_1,block_2_1,block_2_1,unroll_4,unroll_32,pipeline_1,unroll_8,1.0,0.9056524037070093,False
workload_3121.cpp,xcu200-fsgd2104-2-e,5.0,16.315845,262,1,1,1,5,block_8_1,cyclic_2_1,block_4_1,cyclic_4_1,unroll_8,unroll_4,unroll_16,unroll_4,2.0,0.8663174662359956,False
workload_3122.cpp,xcu200-fsgd2104-2-e,5.0,16.07267,1576,1,1,1,12,block_16_1,block_128_1,cyclic_128_1,cyclic_128_1,unroll_2,unroll,unroll_16,pipeline_1,3.75,0.7210081843163152,False
workload_3123.cpp,xcu200-fsgd2104-2-e,5.0,16.239135,66,1,1,1,1,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_16_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9519758874101204,False
workload_3124.cpp,xcu200-fsgd2104-2-e,5.0,16.213715,62,1,1,1,1,block_2_1,block_32_1,block_4_1,block_2_1,unroll_2,unroll_4,pipeline,pipeline_1,1.0,0.9552231877407392,False
workload_3125.cpp,xcu200-fsgd2104-2-e,5.0,16.315935,115,1,1,1,3,block_128_1,cyclic_16_1,cyclic_4_1,cyclic_16_1,unroll_2,unroll_2,unroll_4,pipeline,1.5,0.9127347215345489,False
workload_3126.cpp,xcu200-fsgd2104-2-e,5.0,16.300635,73,1,1,1,1,cyclic_8_1,cyclic_8_1,cyclic_2_1,cyclic_32_1,unroll_2,unroll_16,unroll_4,unroll_8,1.0,0.9441450647000604,False
workload_3127.cpp,xcu200-fsgd2104-2-e,5.0,16.221255,151,1,1,1,4,block_2_1,block_2_1,cyclic_64_1,cyclic_16_1,unroll_4,unroll_8,unroll_32,pipeline_1,1.75,0.8979058239764893,False
workload_3128.cpp,xcu200-fsgd2104-2-e,5.0,16.219115,78,1,1,1,1,block_2_1,block_2_1,block_32_1,cyclic_4_1,unroll_2,unroll_32,pipeline,pipeline_1,1.0,0.9545328432764639,False
workload_3129.cpp,xcu200-fsgd2104-2-e,5.0,16.218765,85,1,1,1,1,cyclic_2_1,cyclic_2_1,block_4_1,cyclic_16_1,unroll_8,unroll_8,pipeline_1,unroll_8,1.0,0.9545775793773548,False
workload_3130.cpp,xcu200-fsgd2104-2-e,5.0,16.274135,146,1,1,1,2,block_2_1,block_4_1,block_4_1,block_16_1,unroll_4,unroll_8,pipeline_1,unroll_8,1.25,0.9371185231802489,False
workload_3131.cpp,xcu200-fsgd2104-2-e,5.0,16.213755,59,1,1,1,1,block_2_1,block_4_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_8,pipeline,pipeline_1,1.0,0.9552180730533218,False
workload_3132.cpp,xcu200-fsgd2104-2-e,5.0,16.152795,267,1,1,1,5,block_2_1,block_2_1,block_32_1,cyclic_4_1,unroll_2,unroll_16,unroll_64,unroll_16,2.0,0.8784310983710987,False
workload_3134.cpp,xcu200-fsgd2104-2-e,5.0,17.100855,306,1,1,1,5,cyclic_2_1,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_8,unroll_64,unroll_4,2.0,0.7986767109743702,False
workload_3135.cpp,xcu200-fsgd2104-2-e,5.0,16.299355,282,1,1,1,5,block_8_1,block_4_1,cyclic_4_1,block_2_1,unroll_2,unroll_16,unroll_64,unroll_16,2.0,0.8675802790367714,False
workload_3136.cpp,xcu200-fsgd2104-2-e,5.0,16.263175,366,1,1,1,5,cyclic_64_1,cyclic_4_1,cyclic_16_1,cyclic_128_1,unroll_4,unroll_32,pipeline_1,unroll_64,2.0,0.8703219377474203,False
workload_3137.cpp,xcu200-fsgd2104-2-e,5.0,16.608195,64,1,1,1,1,cyclic_2_1,block_16_1,block_2_1,block_2_1,unroll_2,unroll_4,pipeline_1,unroll_8,1.0,0.905525820239921,False
workload_3139.cpp,xcu200-fsgd2104-2-e,5.0,16.181115,158,1,1,1,3,block_2_1,cyclic_4_1,cyclic_64_1,cyclic_16_1,unroll_2,unroll_16,pipeline_1,unroll_64,1.5,0.9247875591438547,False
workload_3140.cpp,xcu200-fsgd2104-2-e,5.0,16.315995,65,1,1,1,1,cyclic_8_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_16,unroll_4,unroll_8,1.0,0.9421949114803367,False
workload_3141.cpp,xcu200-fsgd2104-2-e,5.0,16.268815,130,1,1,1,2,block_4_1,block_4_1,block_32_1,cyclic_4_1,unroll_4,unroll_4,unroll_8,unroll_4,1.25,0.9376943041427283,False
workload_3142.cpp,xcu200-fsgd2104-2-e,5.0,16.133115,132,1,1,1,1,block_2_1,block_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_8,pipeline_1,unroll_32,1.0,0.9655603474759017,False
workload_3143.cpp,xcu200-fsgd2104-2-e,5.0,16.268935,78,1,1,1,1,cyclic_2_1,cyclic_4_1,block_4_1,block_2_1,unroll_4,unroll_8,unroll_4,pipeline,1.0,0.9481769250057639,False
workload_3144.cpp,xcu200-fsgd2104-2-e,5.0,16.356905,76,1,1,1,1,block_4_1,cyclic_8_1,block_2_1,block_2_1,unroll_2,unroll,pipeline,unroll_8,1.0,0.9370118534244926,False
workload_3145.cpp,xcu200-fsgd2104-2-e,5.0,16.270235,76,1,1,1,1,cyclic_4_1,block_32_1,block_4_1,cyclic_4_1,unroll_2,unroll_8,unroll_4,pipeline_1,1.0,0.9480113916920334,False
workload_3146.cpp,xcu200-fsgd2104-2-e,5.0,16.121575,77,1,1,1,1,cyclic_2_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,unroll_4,unroll_8,pipeline_1,unroll_4,1.0,0.9670454644980468,False
workload_3147.cpp,xcu200-fsgd2104-2-e,5.0,15.97915,328,1,1,1,6,block_2_1,block_128_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll,unroll_8,unroll_64,2.25,0.8655531355759638,False
workload_3148.cpp,xcu200-fsgd2104-2-e,5.0,16.274135,99,1,1,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_16_1,unroll_4,unroll_8,pipeline_1,unroll_8,1.0,0.9475148886785633,False
workload_3149.cpp,xcu200-fsgd2104-2-e,5.0,16.213715,66,1,1,1,1,block_4_1,cyclic_8_1,block_4_1,cyclic_16_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1.0,0.9552231877407392,False
workload_3150.cpp,xcu200-fsgd2104-2-e,5.0,16.431395,929,1,1,1,7,block_4_1,cyclic_8_1,block_4_1,block_8_1,unroll_2,unroll_4,unroll_64,unroll_16,2.5,0.8107954162883952,False
workload_3151.cpp,xcu200-fsgd2104-2-e,5.0,17.594245,797,1,1,1,12,cyclic_4_1,block_128_1,block_4_1,block_2_1,unroll_8,unroll_4,unroll_8,unroll_8,3.75,0.6246177073759098,False
workload_3152.cpp,xcu200-fsgd2104-2-e,5.0,20.02159,756,1,1,1,9,cyclic_2_1,block_16_1,cyclic_64_1,block_2_1,unroll,unroll_4,pipeline_1,unroll_2,3.0,0.48747652551782394,False
workload_3153.cpp,xcu200-fsgd2104-2-e,5.0,16.763015,505,1,1,1,9,cyclic_2_1,block_4_1,block_2_1,block_2_1,unroll_4,unroll_16,unroll_64,unroll_8,3.0,0.7424950517213728,False
workload_3154.cpp,xcu200-fsgd2104-2-e,5.0,16.318635,1394,1,1,1,11,block_8_1,block_128_1,cyclic_128_1,cyclic_128_1,unroll_2,unroll_16,unroll_16,pipeline_1,3.5,0.7282919592669769,False
workload_3155.cpp,xcu200-fsgd2104-2-e,5.0,16.608235,67,1,1,1,1,block_2_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,unroll_8,pipeline,unroll_8,1.0,0.9055208563850373,False
workload_3156.cpp,xcu200-fsgd2104-2-e,5.0,16.136895,80,1,1,1,1,cyclic_2_1,block_4_1,cyclic_2_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll_8,1.0,0.9650741647781048,False
workload_3157.cpp,xcu200-fsgd2104-2-e,5.0,16.218875,77,1,1,1,1,cyclic_2_1,block_2_1,cyclic_4_1,block_8_1,unroll_2,unroll_16,pipeline_1,unroll_8,1.0,0.9545635193337537,False
workload_3158.cpp,xcu200-fsgd2104-2-e,5.0,16.613315,68,1,1,1,1,cyclic_2_1,cyclic_2_1,cyclic_32_1,cyclic_16_1,unroll_2,unroll_4,pipeline_1,unroll_8,1.0,0.9048905711270608,False
workload_3159.cpp,xcu200-fsgd2104-2-e,5.0,16.213715,62,1,1,1,1,block_2_1,block_4_1,cyclic_4_1,block_2_1,unroll_2,unroll_4,pipeline,pipeline,1.0,0.9552231877407392,False
workload_3160.cpp,xcu200-fsgd2104-2-e,5.0,16.131995,68,1,1,1,1,block_4_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,unroll_2,unroll_16,pipeline_1,pipeline,1.0,0.9657044278383325,False
workload_3161.cpp,xcu200-fsgd2104-2-e,5.0,16.216115,278,2,1,1,5,cyclic_2_1,cyclic_64_1,block_4_1,block_4_1,unroll_2,unroll_4,unroll_64,pipeline_1,2.25,0.8496707035196648,False
workload_3163.cpp,xcu200-fsgd2104-2-e,5.0,16.352135,713,1,1,1,9,cyclic_2_1,block_4_1,cyclic_64_1,cyclic_16_1,unroll_4,unroll_16,unroll_64,unroll_8,3.0,0.7703527314194369,False
workload_3164.cpp,xcu200-fsgd2104-2-e,5.0,16.218765,122,1,1,1,2,block_2_1,block_4_1,block_4_1,cyclic_16_1,unroll_8,unroll_8,pipeline_1,unroll_8,1.25,0.9430388934619129,False
workload_3165.cpp,xcu200-fsgd2104-2-e,5.0,16.305695,208,1,1,1,4,cyclic_16_1,block_32_1,block_4_1,block_2_1,unroll_4,unroll_4,unroll_16,pipeline,1.75,0.8910721604275922,False
workload_3166.cpp,xcu200-fsgd2104-2-e,5.0,16.06496,541,1,1,1,8,cyclic_16_1,block_32_1,block_8_1,block_2_1,unroll_8,unroll,unroll_16,pipeline,2.75,0.8117946439454516,False
workload_3167.cpp,xcu200-fsgd2104-2-e,5.0,15.92984,1547,1,1,1,20,block_16_1,cyclic_8_1,cyclic_2_1,cyclic_32_1,unroll_8,unroll,unroll_64,unroll_8,5.75,0.4810538246271415,False
workload_3168.cpp,xcu200-fsgd2104-2-e,5.0,16.226375,230,1,1,1,5,block_2_1,block_2_1,block_4_1,cyclic_4_1,unroll_4,unroll_16,unroll_64,unroll_4,2.0,0.8730688466803158,False
workload_3169.cpp,xcu200-fsgd2104-2-e,5.0,16.223885,1661,1,1,1,18,block_4_1,block_32_1,block_8_1,cyclic_16_1,unroll_8,unroll_16,unroll_32,pipeline,5.25,0.5489248771942058,False
