Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_1_2,Area,Weight,is_pareto
workload_1391.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97299,74,10,1,1,6,block_2_1,block_2_1,cyclic_64_1,block_2_1,unroll_2,unroll,pipeline,pipeline_1,4.5,0.964041215540459,False
workload_1392.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88609,55,11,1,1,3,cyclic_2_1,cyclic_2_1,cyclic_2_1,block_2_1,unroll_4,unroll,pipeline_1,pipeline_1,4.0,0.9875388505342491,False
workload_1393.cpp,xczu7ev-ffvc1156-2-e,5.0,15.96785,55,10,1,1,2,block_2_1,block_2_1,block_2_1,cyclic_2_1,unroll_4,unroll,pipeline,pipeline_1,3.5,0.9946012603346581,False
workload_1394.cpp,xczu7ev-ffvc1156-2-e,5.0,16.183915,80,12,1,1,8,block_2_1,block_2_1,cyclic_64_1,cyclic_8_1,unroll_2,unroll_8,pipeline,unroll_64,5.5,0.915558117749338,False
workload_1395.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97299,117,11,1,2,10,block_2_1,block_2_1,cyclic_128_1,block_4_1,unroll_2,unroll,pipeline,pipeline,6.0,0.8974925201007234,False
workload_1396.cpp,xczu7ev-ffvc1156-2-e,5.0,15.96787,58,12,1,1,3,block_4_1,block_2_1,cyclic_4_1,block_4_1,unroll_2,unroll,pipeline_1,pipeline_1,4.25,0.9748774291023324,False
workload_1397.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97299,103,10,1,1,10,cyclic_2_1,block_2_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll,pipeline,pipeline,5.5,0.9195515733047123,False
workload_1398.cpp,xczu7ev-ffvc1156-2-e,5.0,16.034345,307,10,1,2,11,block_2_1,block_2_1,cyclic_128_1,block_2_1,unroll_2,unroll,pipeline,unroll_16,6.0,0.8969199671304915,False
workload_1399.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97795,85,11,1,1,11,cyclic_2_1,block_32_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll,unroll_16,pipeline,6.0,0.8974563540980489,False
workload_1400.cpp,xczu7ev-ffvc1156-2-e,5.0,16.213835,51,11,1,1,2,block_2_1,block_2_1,block_2_1,block_2_1,unroll_2,unroll_16,pipeline,pipeline_1,3.75,0.9722572692192208,False
workload_1401.cpp,xczu7ev-ffvc1156-2-e,5.0,15.886,68,11,1,1,6,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll,pipeline,unroll_2,4.75,0.953818187661263,False
workload_1402.cpp,xczu7ev-ffvc1156-2-e,5.0,16.213685,61,11,1,1,4,block_2_1,block_2_1,block_2_1,cyclic_4_1,unroll_8,unroll_4,pipeline,pipeline,4.25,0.9608572621964223,False
workload_1403.cpp,xczu7ev-ffvc1156-2-e,5.0,16.131955,51,13,1,1,2,block_2_1,block_2_1,cyclic_2_1,cyclic_16_1,unroll_2,unroll_4,pipeline,pipeline_1,4.25,0.9663131018913083,False
workload_1404.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97297,87,11,1,1,9,block_2_1,block_2_1,cyclic_64_1,block_4_1,unroll_4,unroll,pipeline,pipeline_1,5.5,0.9195517601790607,False
workload_1405.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88611,58,11,1,1,3,cyclic_2_1,block_32_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll,pipeline,pipeline,4.0,0.987537954828834,False
workload_1406.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88611,53,11,1,1,2,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll,pipeline_1,pipeline_1,3.75,0.9933618181339697,False
workload_1407.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97795,147,10,1,3,22,block_4_1,block_2_1,cyclic_64_1,block_2_1,unroll_2,unroll,unroll_32,pipeline,9.0,0.7710506617418799,False
workload_1408.cpp,xczu7ev-ffvc1156-2-e,5.0,15.91009,141,11,1,3,24,block_4_1,block_2_1,cyclic_2_1,cyclic_4_1,unroll_4,unroll,unroll_32,pipeline,9.75,0.7412327806763982,False
workload_1409.cpp,xczu7ev-ffvc1156-2-e,5.0,15.886,86,11,1,2,10,cyclic_2_1,block_32_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll,pipeline_1,unroll_8,6.0,0.8978341228165154,False
workload_1410.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97296,240,12,1,1,28,block_2_1,block_4_1,cyclic_64_1,cyclic_16_1,unroll_8,unroll,pipeline,pipeline_1,10.5,0.7118803103472404,False
workload_1411.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88611,54,10,1,1,2,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll,pipeline,pipeline_1,3.5,0.9999986773830055,False
workload_1412.cpp,xczu7ev-ffvc1156-2-e,5.0,15.96784,60,10,1,1,3,block_2_1,block_2_1,block_2_1,cyclic_2_1,unroll_8,unroll,pipeline,pipeline_1,3.75,0.9886692815986159,False
workload_1413.cpp,xczu7ev-ffvc1156-2-e,5.0,15.96776,61,11,1,1,3,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,unroll_8,unroll,pipeline,unroll_2,4.0,0.9833239904719576,False
workload_1414.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97299,78,21,1,1,7,cyclic_2_1,block_32_1,cyclic_32_1,block_2_1,unroll_2,unroll,pipeline,pipeline,7.5,0.8329552139678994,False
workload_1415.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88611,57,11,1,1,3,cyclic_2_1,block_2_1,cyclic_2_1,block_4_1,unroll_2,unroll,pipeline,pipeline_1,4.0,0.987537954828834,False
workload_1416.cpp,xczu7ev-ffvc1156-2-e,5.0,17.338665,56,10,1,1,2,block_2_1,block_2_1,block_2_1,cyclic_2_1,unroll_4,unroll,pipeline,unroll_2,3.5,0.8837774082562249,False
workload_1417.cpp,xczu7ev-ffvc1156-2-e,5.0,15.87833,75,13,1,1,7,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_16_1,unroll_4,unroll,pipeline,unroll_16,5.5,0.9200069081361267,False
workload_1418.cpp,xczu7ev-ffvc1156-2-e,5.0,16.218815,58,11,1,1,5,block_2_1,block_2_1,cyclic_64_1,block_4_1,unroll_2,unroll_2,pipeline_1,pipeline,4.5,0.9531705760866153,False
workload_1419.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88611,50,10,1,1,2,block_2_1,block_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll,pipeline,pipeline_1,3.5,0.9999986773830055,False
workload_1420.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97297,83,10,1,1,9,block_2_1,block_2_1,cyclic_64_1,cyclic_4_1,unroll_4,unroll,pipeline,pipeline_1,5.25,0.9306650934476655,False
workload_1421.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97299,72,10,1,1,6,block_2_1,block_2_1,cyclic_64_1,block_2_1,unroll_2,unroll,pipeline_1,pipeline_1,4.5,0.964041215540459,False
workload_1422.cpp,xczu7ev-ffvc1156-2-e,5.0,15.96803,58,11,1,1,3,block_8_1,block_2_1,cyclic_2_1,block_2_1,unroll_2,unroll,pipeline,pipeline_1,4.0,0.9833082982136737,False
workload_1423.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88611,54,11,1,1,2,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll,pipeline_1,pipeline,3.75,0.9933618181339697,False
workload_1424.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88611,56,11,1,1,3,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll,pipeline_1,pipeline_1,4.0,0.987537954828834,False
workload_1425.cpp,xczu7ev-ffvc1156-2-e,5.0,15.96785,55,11,1,1,2,block_2_1,block_2_1,block_2_1,block_2_1,unroll_4,unroll,pipeline,pipeline_1,3.75,0.9886685986922354,False
workload_1426.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88608,69,11,1,1,7,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll,pipeline,pipeline_1,5.0,0.9424716460074415,False
workload_1427.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88609,93,26,1,1,9,block_2_1,block_128_1,cyclic_2_1,block_2_1,unroll_4,unroll,pipeline_1,pipeline_1,9.25,0.7611367841712203,False
workload_1428.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88611,53,11,1,1,2,block_2_1,block_2_1,cyclic_2_1,block_2_1,unroll_2,unroll,pipeline_1,pipeline,3.75,0.9933618181339697,False
workload_1429.cpp,xczu7ev-ffvc1156-2-e,5.0,16.196265,257,10,1,2,28,block_2_1,block_4_1,cyclic_64_1,cyclic_4_1,unroll_8,unroll,pipeline,unroll_16,10.25,0.7205248914202925,False
workload_1430.cpp,xczu7ev-ffvc1156-2-e,5.0,15.96784,74,11,1,1,7,cyclic_2_1,block_2_1,cyclic_4_1,block_2_1,unroll_8,unroll,pipeline,pipeline_1,5.0,0.9418836454943227,False
workload_1432.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88608,71,11,1,1,7,cyclic_2_1,block_2_1,cyclic_2_1,block_4_1,unroll_8,unroll,pipeline,pipeline_1,5.0,0.9424716460074415,False
workload_1433.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88611,59,11,1,1,3,cyclic_2_1,block_32_1,cyclic_2_1,block_2_1,unroll_2,unroll,pipeline,pipeline_1,4.0,0.987537954828834,False
workload_1434.cpp,xczu7ev-ffvc1156-2-e,5.0,16.131995,50,10,1,1,1,block_2_1,block_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_8,pipeline,pipeline,3.25,0.9875055761035549,False
workload_1435.cpp,xczu7ev-ffvc1156-2-e,5.0,16.608195,58,10,1,1,3,block_2_1,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_4,pipeline,unroll_8,3.75,0.9433806994040559,False
workload_1436.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88857,77,11,1,1,7,cyclic_2_1,block_2_1,cyclic_2_1,block_2_1,unroll_4,unroll,pipeline,unroll_16,5.0,0.9424674464382903,False
workload_1437.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97297,145,10,1,2,16,block_2_1,block_2_1,cyclic_128_1,block_2_1,unroll_4,unroll,pipeline,pipeline_1,7.25,0.843530846255407,False
workload_1438.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97299,75,10,1,1,6,block_2_1,block_2_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll,pipeline_1,pipeline_1,4.5,0.964041215540459,False
workload_1439.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97299,100,10,1,1,10,block_2_1,cyclic_2_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll,pipeline,pipeline,5.5,0.9195515733047123,False
workload_1440.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88611,59,13,1,1,4,block_2_1,block_4_1,cyclic_2_1,cyclic_16_1,unroll_2,unroll,pipeline,pipeline_1,4.75,0.9538179649762606,False
workload_1441.cpp,xczu7ev-ffvc1156-2-e,5.0,15.886,89,11,1,1,10,cyclic_2_1,block_32_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll,pipeline,unroll_8,5.75,0.9088803400160891,False
workload_1442.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88603,54,11,1,1,2,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll,pipeline,unroll_4,3.75,0.9933653779224391,False
workload_1443.cpp,xczu7ev-ffvc1156-2-e,5.0,15.96795,56,13,1,1,2,block_2_1,block_2_1,block_2_1,cyclic_16_1,unroll_2,unroll,pipeline,pipeline_1,4.25,0.9748745267493526,False
workload_1444.cpp,xczu7ev-ffvc1156-2-e,5.0,16.131955,53,11,1,1,3,block_4_1,block_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_4,pipeline,pipeline,4.0,0.9722045273751939,False
workload_1445.cpp,xczu7ev-ffvc1156-2-e,5.0,19.311145,203,12,1,2,16,block_2_1,block_2_1,block_128_1,cyclic_16_1,unroll_2,unroll,pipeline,unroll_2,7.75,0.6747837415655509,False
workload_1447.cpp,xczu7ev-ffvc1156-2-e,5.0,16.134415,58,11,1,1,4,cyclic_4_1,block_4_1,cyclic_2_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_16,4.25,0.9661569657580631,False
workload_1448.cpp,xczu7ev-ffvc1156-2-e,5.0,16.131955,53,11,1,1,3,block_2_1,block_32_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,pipeline,pipeline,4.0,0.9722045273751939,False
workload_1449.cpp,xczu7ev-ffvc1156-2-e,5.0,15.96787,55,11,1,1,3,block_2_1,block_4_1,block_2_1,block_2_1,unroll_2,unroll,pipeline,pipeline,4.0,0.9833175986280491,False
workload_1450.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97299,72,10,1,1,6,block_2_1,block_2_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll,pipeline_1,pipeline,4.5,0.964041215540459,False
workload_1451.cpp,xczu7ev-ffvc1156-2-e,5.0,16.196905,102,10,1,1,11,block_2_1,block_2_1,cyclic_64_1,block_2_1,unroll_4,unroll,pipeline,unroll_16,5.75,0.9046854528019084,False
workload_1452.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88856,112,11,1,1,14,cyclic_2_1,block_2_1,cyclic_2_1,block_2_1,unroll_8,unroll,pipeline,unroll_16,6.75,0.8651486261586242,False
workload_1453.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88601,61,11,1,1,3,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,unroll_4,unroll,pipeline_1,unroll_16,4.0,0.9875424326695446,False
workload_1454.cpp,xczu7ev-ffvc1156-2-e,5.0,16.131875,50,11,1,1,1,block_2_1,block_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,pipeline,unroll_2,3.5,0.9838194097321735,False
workload_1455.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97296,114,10,1,1,14,cyclic_2_1,cyclic_2_1,cyclic_64_1,cyclic_4_1,unroll_8,unroll,pipeline,pipeline_1,6.5,0.8756953632631084,False
workload_1456.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97299,74,10,1,1,5,block_2_1,block_2_1,cyclic_64_1,cyclic_2_1,unroll_2,unroll,pipeline_1,pipeline_1,4.25,0.9746881500341159,False
workload_1457.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88608,62,11,1,1,4,block_2_1,block_2_1,cyclic_2_1,block_4_1,unroll_8,unroll,pipeline_1,pipeline_1,4.25,0.9767109387606245,False
workload_1458.cpp,xczu7ev-ffvc1156-2-e,5.0,15.90648,63,11,1,1,4,block_2_1,block_2_1,cyclic_2_1,block_2_1,unroll_8,unroll,pipeline,unroll_2,4.25,0.9764947896262979,False
workload_1459.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88609,57,11,1,1,2,cyclic_2_1,cyclic_2_1,cyclic_2_1,block_2_1,unroll_4,unroll,pipeline,pipeline_1,3.75,0.993362708288366,False
workload_1460.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97299,65,20,1,1,4,block_2_1,block_2_1,cyclic_32_1,block_2_1,unroll_2,unroll,pipeline,pipeline_1,6.5,0.8756951919400379,False
workload_1461.cpp,xczu7ev-ffvc1156-2-e,5.0,15.96785,65,11,1,1,4,cyclic_2_1,block_2_1,cyclic_4_1,block_2_1,unroll_4,unroll,pipeline,pipeline_1,4.25,0.9748781544135509,False
workload_1462.cpp,xczu7ev-ffvc1156-2-e,5.0,22.914345,108,12,1,1,9,block_2_1,block_2_1,cyclic_64_1,cyclic_16_1,unroll_4,unroll,pipeline,unroll_2,5.75,0.478502337007081,False
workload_1463.cpp,xczu7ev-ffvc1156-2-e,5.0,16.213675,54,10,1,1,2,block_2_1,block_2_1,block_2_1,cyclic_2_1,unroll_4,unroll_2,pipeline,pipeline_1,3.5,0.9784465434229666,False
workload_1464.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88609,56,11,1,1,3,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,unroll_4,unroll,pipeline_1,pipeline_1,4.0,0.9875388505342491,False
workload_1465.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88608,73,11,1,1,7,block_2_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll,pipeline,pipeline_1,5.0,0.9424716460074415,False
workload_1466.cpp,xczu7ev-ffvc1156-2-e,5.0,16.131825,56,11,1,1,3,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll_2,pipeline,unroll_2,4.0,0.9722142693592992,False
workload_1467.cpp,xczu7ev-ffvc1156-2-e,5.0,15.886,76,11,1,1,8,cyclic_2_1,block_32_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll,pipeline,unroll_2,5.25,0.9311994583564234,False
workload_1468.cpp,xczu7ev-ffvc1156-2-e,5.0,15.87064,84,13,1,1,9,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_16_1,unroll_8,unroll,pipeline,unroll_8,6.0,0.8978366466222086,False
workload_1469.cpp,xczu7ev-ffvc1156-2-e,5.0,16.191145,98,10,1,1,7,block_2_1,block_2_1,block_2_1,block_2_1,unroll_8,unroll,pipeline,unroll_16,4.75,0.9457353812407938,False
workload_1470.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88608,64,11,1,1,4,block_2_1,block_2_1,cyclic_2_1,block_4_1,unroll_8,unroll,pipeline,pipeline_1,4.25,0.9767109387606245,False
workload_1471.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88611,54,11,1,1,2,block_2_1,block_2_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll,pipeline,pipeline_1,3.75,0.9933618181339697,False
workload_1473.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97297,86,10,1,1,9,block_2_1,block_2_1,cyclic_64_1,block_2_1,unroll_4,unroll,pipeline_1,pipeline_1,5.25,0.9306650934476655,False
workload_1474.cpp,xczu7ev-ffvc1156-2-e,5.0,15.96787,56,10,1,1,2,cyclic_2_1,block_2_1,block_2_1,cyclic_2_1,unroll_2,unroll,pipeline,pipeline_1,3.5,0.9945999416905572,False
workload_1475.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88609,70,13,1,1,5,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_16_1,unroll_4,unroll,pipeline,pipeline_1,5.0,0.9424716308784964,False
workload_1476.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97299,147,10,1,2,13,block_2_1,block_2_1,block_128_1,cyclic_4_1,unroll_2,unroll,pipeline_1,pipeline_1,6.5,0.8756951919400379,False
workload_1477.cpp,xczu7ev-ffvc1156-2-e,5.0,19.473065,143,10,1,1,14,block_2_1,block_2_1,cyclic_64_1,block_2_1,unroll_8,unroll,pipeline,unroll_2,6.5,0.6880000678553932,False
workload_1478.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88609,61,11,1,1,4,cyclic_2_1,block_2_1,cyclic_2_1,block_2_1,unroll_4,unroll,pipeline_1,pipeline_1,4.25,0.9767108775711926,False
workload_1479.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88859,67,11,1,1,4,cyclic_4_1,block_4_1,cyclic_2_1,block_2_1,unroll_2,unroll,pipeline_1,unroll_16,4.25,0.9766941772802212,False
workload_1480.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97299,104,10,1,1,10,block_2_1,cyclic_2_1,cyclic_64_1,block_2_1,unroll_2,unroll,pipeline_1,pipeline_1,5.5,0.9195515733047123,False
workload_1481.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88611,54,13,1,1,2,block_2_1,block_2_1,cyclic_2_1,cyclic_16_1,unroll_2,unroll,pipeline_1,pipeline_1,4.25,0.9767107550579132,False
workload_1482.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97297,400,10,1,2,38,cyclic_2_1,block_2_1,block_128_1,cyclic_4_1,unroll_4,unroll,pipeline,pipeline_1,12.75,0.6282087834953148,False
workload_1483.cpp,xczu7ev-ffvc1156-2-e,5.0,16.01128,877,10,1,3,65,cyclic_2_1,block_2_1,block_128_1,cyclic_4_1,unroll_8,unroll,pipeline,unroll_2,19.75,0.4071604687180419,False
workload_1484.cpp,xczu7ev-ffvc1156-2-e,5.0,16.213685,53,11,1,1,4,block_2_1,block_2_1,block_2_1,block_2_1,unroll_8,unroll_4,pipeline,pipeline_1,4.25,0.9608572621964223,False
workload_1485.cpp,xczu7ev-ffvc1156-2-e,5.0,15.86811,53,11,1,1,2,block_2_1,block_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll,pipeline_1,unroll_16,3.75,1.0,True
workload_1486.cpp,xczu7ev-ffvc1156-2-e,5.0,17.605275,54,10,1,1,2,block_2_1,block_2_1,block_2_1,cyclic_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,3.5,0.8615496829770417,False
workload_1487.cpp,xczu7ev-ffvc1156-2-e,5.0,15.96785,55,11,1,1,2,block_2_1,block_2_1,block_2_1,block_2_1,unroll_4,unroll,pipeline_1,pipeline_1,3.75,0.9886685986922354,False
workload_1488.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97299,103,10,1,1,9,block_4_1,block_2_1,cyclic_64_1,cyclic_2_1,unroll_2,unroll,pipeline_1,pipeline_1,5.25,0.9306648724477155,False
workload_1489.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88611,54,11,1,1,2,block_2_1,block_2_1,cyclic_2_1,block_4_1,unroll_2,unroll,pipeline,pipeline_1,3.75,0.9933618181339697,False
workload_1490.cpp,xczu7ev-ffvc1156-2-e,5.0,15.96784,60,10,1,1,3,block_2_1,block_2_1,block_2_1,cyclic_2_1,unroll_8,unroll,pipeline_1,pipeline_1,3.75,0.9886692815986159,False
workload_1491.cpp,xczu7ev-ffvc1156-2-e,5.0,16.00363,151,10,1,2,16,block_2_1,block_2_1,block_128_1,cyclic_4_1,unroll_2,unroll,pipeline,unroll_2,7.25,0.8433754838330403,False
workload_1492.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88611,52,10,1,1,2,block_2_1,block_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll,pipeline,pipeline,3.5,0.9999986773830055,False
workload_1493.cpp,xczu7ev-ffvc1156-2-e,5.0,16.213755,65,11,1,1,1,block_2_1,block_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_8,pipeline,pipeline,3.5,0.9784410778174284,False
workload_1494.cpp,xczu7ev-ffvc1156-2-e,5.0,15.886,84,11,1,1,5,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll,pipeline_1,unroll_8,4.5,0.9652359641468173,False
workload_1496.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88091,67,11,1,1,2,block_2_1,block_2_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll,pipeline,unroll_8,3.75,0.9935886068204506,False
workload_1497.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88609,68,11,1,1,3,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,unroll_4,unroll,pipeline,pipeline_1,4.0,0.9875388505342491,False
workload_1498.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88611,55,11,1,1,3,cyclic_2_1,block_2_1,cyclic_2_1,block_4_1,unroll_2,unroll,pipeline_1,pipeline_1,4.0,0.987537954828834,False
workload_1499.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88608,87,13,1,1,10,cyclic_2_1,block_32_1,cyclic_2_1,cyclic_16_1,unroll_8,unroll,pipeline,pipeline_1,6.25,0.8868635909470272,False
workload_1500.cpp,xczu7ev-ffvc1156-2-e,5.0,15.96025,74,13,1,1,7,cyclic_8_1,block_2_1,cyclic_2_1,cyclic_16_1,unroll_4,unroll,pipeline,unroll_16,5.5,0.9196629133938227,False
workload_1501.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88608,78,12,1,1,9,cyclic_2_1,block_32_1,cyclic_2_1,block_4_1,unroll_8,unroll,pipeline,pipeline_1,5.75,0.9088802725240644,False
workload_1502.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88611,52,11,1,1,2,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll,pipeline,pipeline_1,3.75,0.9933618181339697,False
workload_1503.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88608,60,10,1,1,4,block_2_1,block_2_1,cyclic_2_1,cyclic_2_1,unroll_8,unroll,pipeline_1,pipeline_1,4.0,0.9875392983612181,False
workload_1504.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88609,55,11,1,1,3,block_2_1,block_2_1,cyclic_2_1,block_4_1,unroll_4,unroll,pipeline_1,pipeline,4.0,0.9875388505342491,False
workload_1505.cpp,xczu7ev-ffvc1156-2-e,5.0,15.96787,51,10,1,1,2,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_2_1,unroll_2,unroll,pipeline,pipeline_1,3.5,0.9945999416905572,False
workload_1506.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88609,53,10,1,1,2,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_4,unroll,pipeline,pipeline_1,3.5,1.0,True
workload_1507.cpp,xczu7ev-ffvc1156-2-e,5.0,16.529065,86,13,1,2,9,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_16_1,unroll_8,unroll,pipeline,unroll_2,6.25,0.8737488119510619,False
workload_1508.cpp,xczu7ev-ffvc1156-2-e,5.0,16.218785,76,20,1,1,10,block_2_1,block_2_1,block_32_1,cyclic_4_1,unroll_8,unroll_2,pipeline,pipeline_1,8.0,0.8100715248957358,False
workload_1509.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88608,62,11,1,1,4,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll,pipeline,pipeline_1,4.25,0.9767109387606245,False
workload_1510.cpp,xczu7ev-ffvc1156-2-e,5.0,15.97299,103,11,1,1,10,cyclic_4_1,block_4_1,cyclic_64_1,block_2_1,unroll_2,unroll,pipeline_1,pipeline_1,5.75,0.9084914334520413,False
workload_1511.cpp,xczu7ev-ffvc1156-2-e,5.0,16.131995,52,11,1,1,3,block_2_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_8,pipeline,pipeline,4.0,0.9722015296301019,False
workload_1512.cpp,xczu7ev-ffvc1156-2-e,5.0,16.131825,62,11,1,1,4,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll_2,pipeline,unroll_8,4.25,0.9663213369524077,False
workload_1513.cpp,xczu7ev-ffvc1156-2-e,5.0,15.88603,54,11,1,1,2,block_2_1,block_2_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll,pipeline,unroll_2,3.75,0.9933653779224391,False
workload_1514.cpp,xczu7ev-ffvc1156-2-e,5.0,17.333545,175,10,1,2,16,block_2_1,block_2_1,block_2_1,block_128_1,unroll_4,unroll,unroll_2,pipeline_1,7.25,0.8022138422021461,False
workload_1515.cpp,xczu7ev-ffvc1156-2-e,5.0,15.886,110,26,1,1,13,cyclic_2_1,block_128_1,cyclic_2_1,cyclic_2_1,unroll_8,unroll,pipeline_1,unroll_2,10.25,0.7216577338827941,False
