app_name,device_id,clock_period_nsec,design_latency_msec,bram_utilization,dsp_utilization,ff_utilization,lut_utilization,synthesis_time_sec
rodinia_dilate_3_pipeline_0,xcu200-fsgd2104-2-e,3.33,30.930.141.897.000.000,1,0,0,0,450.850.830.078.125
rodinia_dilate_3_pipeline_0,xczu7ev-ffvc1156-2-e,10,83.902.821,15,0,0,0,4.485.675.668.716.430
rodinia_dilate_3_pipeline_0,xczu7ev-ffvc1156-2-e,5,419.514.105,15,0,0,0,4.466.262.674.331.660
rodinia_dilate_3_pipeline_0,xczu7ev-ffvc1156-2-e,3.33,44.464.370.121,15,0,0,0,447.564.058.303.833
rodinia_lc_mgvf_0_baseline_0,xcu200-fsgd2104-2-e,10,3.624.009.921,0,0,0,0,3.291.241.145.133.970
rodinia_lc_mgvf_0_baseline_0,xcu200-fsgd2104-2-e,5,27.850.834.885,0,0,0,0,3.434.293.246.269.220
rodinia_lc_mgvf_0_baseline_0,xcu200-fsgd2104-2-e,3.33,2.569.977.658.125,0,0,0,0,3.431.000.280.380.240
rodinia_lc_mgvf_0_baseline_0,xczu7ev-ffvc1156-2-e,10,4.899.078.337,0,1,0,1,33.008.244.037.628.100
rodinia_lc_mgvf_0_baseline_0,xczu7ev-ffvc1156-2-e,5,43.956.962.245,0,1,0,1,32.860.729.932.785.000
rodinia_lc_mgvf_0_baseline_0,xczu7ev-ffvc1156-2-e,3.33,39.108.127.608.450.000,0,0,1,2,32.964.887.380.599.900
rodinia-knn-2-pipeline,xcu200-fsgd2104-2-e,10,29.368.326,0,0,0,0,24.095.365.524.291.900
rodinia-knn-2-pipeline,xcu200-fsgd2104-2-e,5,20.975.619,0,0,0,0,24.143.139.123.916.600
rodinia-knn-2-pipeline,xcu200-fsgd2104-2-e,3.33,17.810.696.142,0,0,0,0,2.569.401.502.609.250
rodinia-knn-2-pipeline,xczu7ev-ffvc1156-2-e,10,35.659.782,0,0,0,0,26.906.886.339.187.600
rodinia-knn-2-pipeline,xczu7ev-ffvc1156-2-e,5,28.315.651,0,0,0,0,2.683.179.807.662.960
rodinia-knn-2-pipeline,xczu7ev-ffvc1156-2-e,3.33,25.492.563.918.000.000,0,0,0,0,2.738.269.019.126.890
rodinia-backprop-1-tiling-back,xcu200-fsgd2104-2-e,10,28.705.256,1,0,0,0,3.925.068.998.336.790
rodinia-backprop-1-tiling-back,xcu200-fsgd2104-2-e,5,180.227,1,0,0,0,3.916.523.480.415.340
rodinia-backprop-1-tiling-back,xcu200-fsgd2104-2-e,3.33,17.306.268.408.000.000,1,0,0,0,3.921.783.208.847.040
rodinia-backprop-1-tiling-back,xczu7ev-ffvc1156-2-e,10,34.996.792,55,1,0,1,38.076.388.120.651.200
rodinia-backprop-1-tiling-back,xczu7ev-ffvc1156-2-e,5,26.935.692,55,1,0,1,41.938.225.746.154.700
rodinia-backprop-1-tiling-back,xczu7ev-ffvc1156-2-e,3.33,23.242.331.736.000.000,55,0,1,3,3.928.077.149.391.170
rodinia-knn-5-coalescing,xcu200-fsgd2104-2-e,10,10.256,0,0,0,0,3.261.491.107.940.670
rodinia-knn-5-coalescing,xcu200-fsgd2104-2-e,5,5.128,0,0,0,0,3.218.591.833.114.620
rodinia-knn-5-coalescing,xcu200-fsgd2104-2-e,3.33,34.152.480.000.000.000,0,0,0,0,3.219.673.824.310.300
rodinia-knn-5-coalescing,xczu7ev-ffvc1156-2-e,10,10.256,9,0,0,4,3.371.723.175.048.820
rodinia-knn-5-coalescing,xczu7ev-ffvc1156-2-e,5,5.128,9,0,0,4,33.529.321.908.950.800
rodinia-knn-5-coalescing,xczu7ev-ffvc1156-2-e,3.33,34.152.480.000.000.000,9,0,0,4,3.258.970.761.299.130
rodinia_dilate_2_pipeline_0,xcu200-fsgd2104-2-e,10,8.575.543,0,0,0,0,52.290.772.676.467.800
rodinia_dilate_2_pipeline_0,xcu200-fsgd2104-2-e,5,42.877.715,0,0,0,0,5.225.877.499.580.380
rodinia_dilate_2_pipeline_0,xcu200-fsgd2104-2-e,3.33,34.898.519.880.000.000,0,0,0,0,5.217.383.003.234.860
rodinia_dilate_2_pipeline_0,xczu7ev-ffvc1156-2-e,10,8.575.543,11,0,0,0,518.863.160.610.199
rodinia_dilate_2_pipeline_0,xczu7ev-ffvc1156-2-e,5,42.877.715,11,0,0,0,5.187.186.026.573.180
rodinia_dilate_2_pipeline_0,xczu7ev-ffvc1156-2-e,3.33,4.185.475.668,11,0,0,0,5.219.883.441.925.040
rodinia_pathfinder_4_doublebuffer_0,xcu200-fsgd2104-2-e,10,7.347.458,0,0,0,0,3.693.826.913.833.610
rodinia_pathfinder_4_doublebuffer_0,xcu200-fsgd2104-2-e,5,3.673.729,0,0,0,0,3.681.934.571.266.170
rodinia_pathfinder_4_doublebuffer_0,xcu200-fsgd2104-2-e,3.33,2.796.220.314,0,0,0,0,3.881.953.454.017.630
rodinia_pathfinder_4_doublebuffer_0,xczu7ev-ffvc1156-2-e,10,7.347.458,10,0,0,0,3.700.516.223.907.470
rodinia_pathfinder_4_doublebuffer_0,xczu7ev-ffvc1156-2-e,5,3.673.729,10,0,0,0,3.694.364.142.417.900
rodinia_pathfinder_4_doublebuffer_0,xczu7ev-ffvc1156-2-e,3.33,3.320.325.018,10,0,0,0,3.705.927.610.397.330
rodinia-backprop-0-baseline-back,xcu200-fsgd2104-2-e,10,16.777.585,0,0,0,0,27.663.956.880.569.400
rodinia-backprop-0-baseline-back,xcu200-fsgd2104-2-e,5,110.102.885,0,0,0,0,2.721.986.985.206.600
rodinia-backprop-0-baseline-back,xcu200-fsgd2104-2-e,3.33,10.824.679.485.000.000,0,0,0,0,2.719.724.464.416.500
rodinia-backprop-0-baseline-back,xczu7ev-ffvc1156-2-e,10,20.971.985,0,1,0,0,289.338.161.945.343
rodinia-backprop-0-baseline-back,xczu7ev-ffvc1156-2-e,5,173.018.805,0,1,0,0,28.927.242.279.052.700
rodinia-backprop-0-baseline-back,xczu7ev-ffvc1156-2-e,3.33,15.364.055.565,0,0,1,1,27.650.490.283.966.000
rodinia-knn-4-doublebuffer,xcu200-fsgd2104-2-e,10,8.206,0,0,0,0,2.725.965.189.933.770
rodinia-knn-4-doublebuffer,xcu200-fsgd2104-2-e,5,4.103,0,0,0,0,2.726.742.124.557.490
rodinia-knn-4-doublebuffer,xcu200-fsgd2104-2-e,3.33,2.732.598,0,0,0,0,27.117.748.737.335.200
rodinia-knn-4-doublebuffer,xczu7ev-ffvc1156-2-e,10,8.206,0,0,0,0,28.027.063.369.750.900
rodinia-knn-4-doublebuffer,xczu7ev-ffvc1156-2-e,5,4.103,0,0,0,0,28.494.609.832.763.600
rodinia-knn-4-doublebuffer,xczu7ev-ffvc1156-2-e,3.33,2.732.598,0,0,0,0,27.753.536.462.783.800
rodinia_streamcluster_3_doublebuffer_0,xcu200-fsgd2104-2-e,10,7.395,1,0,0,0,2.922.329.020.500.180
rodinia_streamcluster_3_doublebuffer_0,xcu200-fsgd2104-2-e,5,36.975,1,0,0,0,29.069.984.912.872.300
rodinia_streamcluster_3_doublebuffer_0,xcu200-fsgd2104-2-e,3.33,2.462.535,1,0,0,0,2.886.628.246.307.370
rodinia_streamcluster_3_doublebuffer_0,xczu7ev-ffvc1156-2-e,10,7.395,32,0,0,0,2.934.882.950.782.770
rodinia_streamcluster_3_doublebuffer_0,xczu7ev-ffvc1156-2-e,5,36.975,32,0,0,0,29.255.103.826.522.800
rodinia_streamcluster_3_doublebuffer_0,xczu7ev-ffvc1156-2-e,3.33,2.462.535,32,0,0,1,29.170.323.848.724.300
spcl_example_05,xcu200-fsgd2104-2-e,10,6.446.648.324,0,0,0,0,22.789.236.783.981.300
spcl_example_05,xcu200-fsgd2104-2-e,5,42.970.659.865,0,0,0,0,23.635.636.806.488.000
spcl_example_05,xcu200-fsgd2104-2-e,3.33,3.934.514.030.184,0,0,0,0,2.360.820.436.477.660
spcl_example_05,xczu7ev-ffvc1156-2-e,10,6.446.648.325,0,0,0,0,2.637.020.444.869.990
spcl_example_05,xczu7ev-ffvc1156-2-e,5,6.444.549.637,0,0,0,0,26.332.470.655.441.200
spcl_example_05,xczu7ev-ffvc1156-2-e,3.33,5.722.294.168.143,0,0,0,1,22.940.456.867.218.000
spcl_example_00,xcu200-fsgd2104-2-e,10,1.024.005,0,0,0,0,25.784.841.775.894.100
spcl_example_00,xcu200-fsgd2104-2-e,5,5.120.045,0,0,0,0,2.218.022.394.180.290
spcl_example_00,xcu200-fsgd2104-2-e,3.33,340.995.663,0,0,0,0,2.527.485.680.580.130
spcl_example_00,xczu7ev-ffvc1156-2-e,10,1.024.007,0,0,0,0,25.784.726.858.139.000
spcl_example_00,xczu7ev-ffvc1156-2-e,5,5.120.065,0,0,0,0,25.744.240.045.547.400
spcl_example_00,xczu7ev-ffvc1156-2-e,3.33,340.997.994,0,0,0,0,2.589.681.649.208.060
rodinia-knn-3-unroll,xcu200-fsgd2104-2-e,10,30.416.902,0,0,0,0,26.579.554.080.963.100
rodinia-knn-3-unroll,xcu200-fsgd2104-2-e,5,21.499.907,0,0,0,0,2.563.052.773.475.640
rodinia-knn-3-unroll,xcu200-fsgd2104-2-e,3.33,1.815.987.195,0,0,0,0,25.708.516.836.166.300
rodinia-knn-3-unroll,xczu7ev-ffvc1156-2-e,10,36.708.358,0,0,0,0,2.663.132.882.118.220
rodinia-knn-3-unroll,xczu7ev-ffvc1156-2-e,5,28.839.939,0,0,0,0,2.673.184.108.734.130
rodinia-knn-3-unroll,xczu7ev-ffvc1156-2-e,3.33,25.841.739.726.000.000,0,0,0,0,2.652.203.106.880.180
rodinia_streamcluster_2_pipeline_1,xcu200-fsgd2104-2-e,10,2.276.587,0,0,0,0,28.555.736.780.166.600
rodinia_streamcluster_2_pipeline_1,xcu200-fsgd2104-2-e,5,17.562.775,0,0,0,0,27.086.907.863.616.900
rodinia_streamcluster_2_pipeline_1,xcu200-fsgd2104-2-e,3.33,14.448.613.589.999.900,0,0,0,0,2.708.088.445.663.450
rodinia_streamcluster_2_pipeline_1,xczu7ev-ffvc1156-2-e,10,2.897.131,16,0,0,0,279.547.119.140.625
rodinia_streamcluster_2_pipeline_1,xczu7ev-ffvc1156-2-e,5,24.781.975,16,0,0,0,2.801.851.224.899.290
rodinia_streamcluster_2_pipeline_1,xczu7ev-ffvc1156-2-e,3.33,2.199.476.655,16,0,0,0,28.400.031.089.782.700
rodinia-hotspot-3-unroll,xcu200-fsgd2104-2-e,10,2.740.015.713,1,0,0,0,2.857.433.032.989.500
rodinia-hotspot-3-unroll,xcu200-fsgd2104-2-e,5,15.042.255.845,1,0,0,0,28.455.251.932.144.100
rodinia-hotspot-3-unroll,xcu200-fsgd2104-2-e,3.33,1.460.459.391.021,1,0,0,0,28.344.462.871.551.500
rodinia-hotspot-3-unroll,xczu7ev-ffvc1156-2-e,10,2.874.233.441,29,0,0,0,29.410.141.706.466.600
rodinia-hotspot-3-unroll,xczu7ev-ffvc1156-2-e,5,16.719.977.445,29,0,0,1,29.318.105.697.631.800
rodinia-hotspot-3-unroll,xczu7ev-ffvc1156-2-e,3.33,1.985.619.806.253,29,0,0,1,2.930.589.199.066.160
machsuite-gemm-blocked,xcu200-fsgd2104-2-e,10,2.465.937,0,0,0,0,27.575.599.193.572.900
machsuite-gemm-blocked,xcu200-fsgd2104-2-e,5,17.572.565,0,0,0,0,27.427.799.224.853.500
machsuite-gemm-blocked,xcu200-fsgd2104-2-e,3.33,1.694.096.541,0,0,0,0,2.756.356.930.732.720
machsuite-gemm-blocked,xczu7ev-ffvc1156-2-e,10,3.252.369,0,0,0,0,31.106.348.037.719.700
machsuite-gemm-blocked,xczu7ev-ffvc1156-2-e,5,29.369.045,0,0,0,0,309.861.741.065.979
machsuite-gemm-blocked,xczu7ev-ffvc1156-2-e,3.33,2.392.448.157,0,0,0,1,27.625.705.242.156.900
rodinia_cfd_step_factor_3_unroll_0,xcu200-fsgd2104-2-e,10,67.205,0,0,0,0,3.618.761.086.463.920
rodinia_cfd_step_factor_3_unroll_0,xcu200-fsgd2104-2-e,5,504.985,0,0,0,0,3.903.722.929.954.520
rodinia_cfd_step_factor_3_unroll_0,xcu200-fsgd2104-2-e,3.33,41.133.825,0,0,0,0,3.899.627.494.812.010
rodinia_cfd_step_factor_3_unroll_0,xczu7ev-ffvc1156-2-e,10,87.685,2,0,0,1,3.634.658.622.741.690
rodinia_cfd_step_factor_3_unroll_0,xczu7ev-ffvc1156-2-e,5,720.025,2,0,0,1,3.638.975.930.213.920
rodinia_cfd_step_factor_3_unroll_0,xczu7ev-ffvc1156-2-e,3.33,76.256.001,2,0,0,2,3.634.667.730.331.420
