Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,Replicate_Count,Area,Weight,is_pareto
krnl_KALMAN_10215.cpp,xcu200-fsgd2104-2-e,3.33,1.85537277,312,14,1,1,6,block_128_1,block_4_1,block_2_1,block_16_1,pipeline_1,unroll_16,pipeline_1,unroll_2,unroll_8,unroll_64,unroll_8,1,5.5,0.817871871948,False
krnl_KALMAN_10264.cpp,xcu200-fsgd2104-2-e,3.33,8.85587526,217,14,0,0,4,block_128_1,block_4_1,block_2_1,block_16_1,pipeline_1,unroll_16,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_8,1,4.5,0.692223869026,False
krnl_KALMAN_10000.cpp,xcu200-fsgd2104-2-e,3.33,1.29314889,1228,14,1,4,25,block_128_1,block_4_1,block_2_1,block_16_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll_8,unroll_64,unroll_8,1,11,0.556075647619,False
krnl_KALMAN_9947.cpp,xcu200-fsgd2104-2-e,3.33,1.33025841,555,14,1,2,15,block_128_1,block_4_1,block_2_1,block_16_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_8,unroll_64,unroll_8,1,8,0.714911194135,False
krnl_KALMAN_9719.cpp,xcu200-fsgd2104-2-e,3.33,6.35818212,1564,14,1,7,69,block_128_1,block_4_1,block_2_1,block_16_1,unroll_4,unroll_4,pipeline_1,unroll_64,pipeline_1,unroll_64,unroll_2,1,22.75,0.157745533067,False
krnl_KALMAN_9612.cpp,xcu200-fsgd2104-2-e,3.33,1.65760074,784,14,1,7,24,block_128_1,block_4_1,block_2_1,block_16_1,unroll_4,unroll_8,pipeline_1,unroll_16,unroll_8,unroll_64,unroll_8,1,11.5,0.531501688303,False
krnl_KALMAN_10251.cpp,xcu200-fsgd2104-2-e,3.33,1.90979829,1649,14,1,1,6,block_128_1,block_4_1,block_2_1,block_32_1,pipeline_1,unroll_16,pipeline_1,unroll_2,unroll_8,unroll_16,unroll_8,1,5.5,0.817056973866,False
krnl_KALMAN_9880.cpp,xcu200-fsgd2104-2-e,3.33,1.65760074,812,14,1,7,24,block_128_1,block_4_1,block_2_1,block_32_1,unroll_4,unroll_8,pipeline_1,unroll_16,unroll_8,unroll_64,unroll_8,1,11.5,0.531501688303,False
krnl_KALMAN_9828.cpp,xcu200-fsgd2104-2-e,3.33,1.95110361,245,14,1,5,11,block_128_1,block_4_1,block_32_1,block_16_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_8,unroll_16,unroll_8,1,7.75,0.725722823655,False
krnl_KALMAN_9793.cpp,xcu200-fsgd2104-2-e,3.33,1.95097041,349,14,1,5,11,block_128_1,block_4_1,block_32_1,block_32_1,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,1,7.75,0.72572378799,False
krnl_KALMAN_9839.cpp,xcu200-fsgd2104-2-e,3.33,4.76105751,808,14,0,2,8,block_128_1,block_4_1,block_32_1,block_8_1,unroll_4,unroll_8,unroll_8,pipeline_1,unroll_8,pipeline_1,unroll_8,1,6,0.751330471012,False
krnl_KALMAN_10158.cpp,xcu200-fsgd2104-2-e,3.33,3.00784581,507,14,1,2,12,block_128_1,block_4_1,cyclic_16_1,block_16_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_8,unroll_64,pipeline_1,1,7.25,0.739029406059,False
krnl_KALMAN_10023.cpp,xcu200-fsgd2104-2-e,3.33,1.33016517,586,14,1,2,15,block_128_1,block_4_1,cyclic_16_1,block_16_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_8,unroll_64,unroll_8,1,8,0.714911458525,False
krnl_KALMAN_9987.cpp,xcu200-fsgd2104-2-e,3.33,1.60293879,862,14,1,4,18,block_128_1,block_4_1,cyclic_16_1,block_16_1,unroll_4,unroll_8,pipeline_1,unroll_16,unroll_8,unroll_64,unroll_8,1,9.25,0.645486395418,False
krnl_KALMAN_10355.cpp,xcu200-fsgd2104-2-e,3.33,1.28260611,401,14,1,1,5,block_128_1,block_4_1,cyclic_16_1,block_32_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,1,5.25,0.826344621409,False
krnl_KALMAN_10518.cpp,xcu200-fsgd2104-2-e,3.33,13.56464511,495,14,3,2,8,block_128_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_64,unroll_2,pipeline_1,unroll_8,unroll_64,unroll_8,1,6.75,0.544282352411,False
krnl_KALMAN_9813.cpp,xcu200-fsgd2104-2-e,3.33,1.69853643,893,14,1,7,24,block_128_1,block_4_1,cyclic_32_1,block_16_1,unroll_4,unroll_8,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_8,1,11.5,0.531448604319,False
krnl_KALMAN_9597.cpp,xcu200-fsgd2104-2-e,3.33,8.10594594,956,14,0,2,63,block_128_1,block_4_1,cyclic_32_1,block_4_1,unroll_4,unroll_4,unroll_8,unroll_64,pipeline_1,pipeline_1,unroll_2,1,19.75,0.216640027942,False
krnl_KALMAN_9735.cpp,xcu200-fsgd2104-2-e,3.33,3.40344648,1254,14,0,3,18,block_128_1,block_4_1,cyclic_32_1,block_4_1,unroll_4,unroll_8,unroll_8,unroll_16,unroll_8,pipeline_1,unroll_8,1,8.75,0.661355550449,False
krnl_KALMAN_10286.cpp,xcu200-fsgd2104-2-e,3.33,13.87576368,1389,14,3,5,29,block_128_1,block_4_1,cyclic_32_1,block_8_1,pipeline_1,unroll_2,unroll_2,unroll_32,unroll_8,unroll_64,unroll_8,1,12.75,0.379174704258,False
krnl_KALMAN_9829.cpp,xcu200-fsgd2104-2-e,3.33,4.72163031,676,14,0,2,8,block_128_1,block_4_1,cyclic_32_1,block_8_1,unroll_4,unroll_8,unroll_8,pipeline_1,unroll_8,pipeline_1,unroll_8,1,6,0.752100862361,False
krnl_KALMAN_9639.cpp,xcu200-fsgd2104-2-e,3.33,30.09098889,1262,14,0,2,63,block_128_1,block_4_1,cyclic_32_1,cyclic_8_1,pipeline_1,unroll_64,unroll_8,unroll_64,pipeline_1,pipeline_1,unroll_2,1,19.75,0.119108270949,False
krnl_KALMAN_9912.cpp,xcu200-fsgd2104-2-e,3.33,28.79367417,381,14,0,0,5,block_128_1,block_4_1,cyclic_32_1,cyclic_8_1,unroll_8,unroll_16,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,4.75,0.272178639437,False
krnl_KALMAN_10146.cpp,xcu200-fsgd2104-2-e,3.33,3.11690997,755,14,1,2,34,block_128_1,block_4_1,cyclic_4_1,block_16_1,pipeline_1,unroll_16,pipeline_1,unroll_16,unroll_8,unroll_64,unroll_4,1,12.75,0.470975849892,False
krnl_KALMAN_10211.cpp,xcu200-fsgd2104-2-e,3.33,1.30974228,341,14,1,5,11,block_128_1,block_4_1,cyclic_4_1,block_16_1,pipeline_1,unroll_32,pipeline_1,pipeline_1,unroll_8,unroll_64,unroll_4,1,7.75,0.729153507841,False
krnl_KALMAN_10249.cpp,xcu200-fsgd2104-2-e,3.33,1.30990545,486,14,1,1,5,block_128_1,block_4_1,cyclic_4_1,block_16_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_8,1,5.25,0.826181998602,False
krnl_KALMAN_10184.cpp,xcu200-fsgd2104-2-e,3.33,1.25516691,271,14,1,1,5,block_128_1,block_4_1,cyclic_4_1,block_16_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_8,unroll_64,unroll_8,1,5.25,0.826496927472,False
krnl_KALMAN_10035.cpp,xcu200-fsgd2104-2-e,3.33,1.33015185,567,14,1,2,15,block_128_1,block_4_1,cyclic_4_1,block_16_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_8,unroll_64,unroll_8,1,8,0.714911496291,False
krnl_KALMAN_10315.cpp,xcu200-fsgd2104-2-e,3.33,1.25516691,362,14,1,1,5,block_128_1,block_4_1,cyclic_4_1,block_8_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_8,1,5.25,0.826496927472,False
krnl_KALMAN_9930.cpp,xcu200-fsgd2104-2-e,3.33,15.61056048,546,14,3,2,9,block_128_1,block_4_1,cyclic_4_1,cyclic_4_1,pipeline_1,unroll_64,unroll_2,unroll_4,unroll_2,unroll_64,pipeline_1,1,7,0.496327710147,False
krnl_KALMAN_10131.cpp,xcu200-fsgd2104-2-e,3.33,15.61056048,600,14,3,2,9,block_128_1,block_4_1,cyclic_4_1,cyclic_4_1,pipeline_1,unroll_64,unroll_2,unroll_4,unroll_8,unroll_64,pipeline_1,1,7,0.496327710147,False
krnl_KALMAN_9670.cpp,xcu200-fsgd2104-2-e,3.33,34.15448799,411,15,0,1,13,block_128_1,block_8_1,block_2_1,block_16_1,pipeline_1,unroll_8,unroll_2,unroll_16,unroll_8,unroll_2,unroll_8,1,7.25,0.190424751392,False
krnl_KALMAN_9694.cpp,xcu200-fsgd2104-2-e,3.33,36.64666998,461,13,0,2,36,block_128_1,cyclic_2_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_16,unroll_2,1,12.75,0.136199377168,False
krnl_KALMAN_9609.cpp,xcu200-fsgd2104-2-e,3.33,30.0843522,927,13,3,5,28,block_128_1,cyclic_2_1,complete_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_8,unroll_16,unroll_2,1,12.25,0.194483367205,False
krnl_KALMAN_9771.cpp,xcu200-fsgd2104-2-e,3.33,8.82857259,522,13,0,1,8,block_128_1,cyclic_2_1,cyclic_32_1,block_8_1,unroll_8,unroll_64,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_8,1,5.5,0.676499947808,False
krnl_KALMAN_9705.cpp,xcu200-fsgd2104-2-e,3.33,38.79821961,687,13,0,2,37,block_128_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,unroll_8,unroll_64,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_2,1,13,0.122499362138,False
krnl_KALMAN_9945.cpp,xcu200-fsgd2104-2-e,3.33,28.90278162,412,12,0,0,7,block_128_1,cyclic_64_1,block_4_1,cyclic_4_1,pipeline_1,unroll_16,unroll_4,unroll_8,pipeline_1,pipeline_1,pipeline_1,1,4.75,0.270507181588,False
krnl_KALMAN_9885.cpp,xcu200-fsgd2104-2-e,3.33,6.89843466,655,12,0,1,13,block_128_1,cyclic_64_1,cyclic_32_1,block_4_1,unroll_8,unroll_16,unroll_4,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,6.5,0.692701118605,False
krnl_KALMAN_9826.cpp,xcu200-fsgd2104-2-e,3.33,4.78428426,691,12,0,2,15,block_128_1,cyclic_64_1,cyclic_32_1,block_4_1,unroll_8,unroll_16,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_8,1,7.25,0.710312193173,False
krnl_KALMAN_9759.cpp,xcu200-fsgd2104-2-e,3.33,6.43132557,502.5,12,0,1,6,block_128_1,cyclic_64_1,cyclic_32_1,block_8_1,unroll_8,unroll_16,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_8,2,4.75,0.744887497991,False
krnl_KALMAN_9713.cpp,xcu200-fsgd2104-2-e,3.33,8.77735053,645,12,0,1,9,block_128_1,cyclic_64_1,cyclic_32_1,block_8_1,unroll_8,unroll_16,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_8,1,5.5,0.677677304593,False
krnl_KALMAN_9686.cpp,xcu200-fsgd2104-2-e,3.33,8.83187928,657,12,0,1,9,block_128_1,cyclic_64_1,cyclic_32_1,block_8_1,unroll_8,unroll_64,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_8,1,5.5,0.676423914344,False
krnl_KALMAN_9883.cpp,xcu200-fsgd2104-2-e,3.33,28.79358093,466,12,0,0,6,block_128_1,cyclic_64_1,cyclic_32_1,cyclic_8_1,unroll_8,unroll_16,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_8,2,4.5,0.273363732762,False
krnl_KALMAN_9867.cpp,xcu200-fsgd2104-2-e,3.33,7.14393225,1383,12,0,3,28,block_128_1,cyclic_64_1,cyclic_4_1,block_4_1,unroll_8,unroll_64,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_8,1,10.75,0.530733175527,False
krnl_KALMAN_9758.cpp,xcu200-fsgd2104-2-e,3.33,32.89571469,520,15,0,2,15,block_128_1,cyclic_8_1,cyclic_4_1,block_4_1,unroll_2,unroll_32,unroll_4,unroll_16,pipeline_1,unroll_8,unroll_8,1,8,0.200248326865,False
krnl_KALMAN_9672.cpp,xcu200-fsgd2104-2-e,3.33,38.87675433,962,12,0,3,38,block_16_1,block_16_1,block_32_1,block_32_1,unroll_8,pipeline_1,unroll_8,unroll_64,unroll_2,unroll_2,pipeline_1,1,13.25,0.120949751091,False
krnl_KALMAN_9636.cpp,xcu200-fsgd2104-2-e,3.33,29.85932079,994,7,7,7,19,block_16_1,cyclic_2_1,complete_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_8,unroll_32,unroll_2,1,10,0.220375788527,False
krnl_KALMAN_9696.cpp,xcu200-fsgd2104-2-e,3.33,33.14647701,1186,7,7,7,26,block_16_1,cyclic_2_1,complete_1,complete_1,unroll_2,unroll_8,unroll_8,unroll_8,unroll_8,unroll_32,unroll_2,1,11.75,0.170231047814,False
krnl_KALMAN_10227.cpp,xcu200-fsgd2104-2-e,3.33,1.67163336,231,7,3,2,8,block_2_1,block_16_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_64,unroll_8,1,5,0.824439588258,False
krnl_KALMAN_10071.cpp,xcu200-fsgd2104-2-e,3.33,27.42983271,130,7,0,0,3,block_2_1,block_16_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_16,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_8,1,2.5,0.306673517452,False
krnl_KALMAN_9959.cpp,xcu200-fsgd2104-2-e,3.33,1.67163336,240,7,3,2,8,block_2_1,block_16_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_64,unroll_8,1,5,0.824439588258,False
krnl_KALMAN_10136.cpp,xcu200-fsgd2104-2-e,3.33,1.4227092,796,7,7,5,20,block_2_1,block_16_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_2,unroll_64,unroll_8,1,9.75,0.619374319377,False
krnl_KALMAN_10294.cpp,xcu200-fsgd2104-2-e,3.33,7.8573348,150,7,1,1,4,block_2_1,block_16_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_8,1,3.25,0.749114250277,False
krnl_KALMAN_9993.cpp,xcu200-fsgd2104-2-e,3.33,8.24591583,268,7,3,3,9,block_2_1,block_16_1,cyclic_2_1,cyclic_8_1,unroll_4,unroll_2,unroll_2,unroll_4,unroll_2,unroll_64,unroll_8,1,5.5,0.689839334215,False
krnl_KALMAN_10083.cpp,xcu200-fsgd2104-2-e,3.33,1.6306011,259,7,3,2,8,block_2_1,block_16_1,cyclic_32_1,cyclic_8_1,pipeline_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll_64,unroll_8,1,5,0.824757958613,False
krnl_KALMAN_10344.cpp,xcu200-fsgd2104-2-e,3.33,1.29262608,1151,7,1,3,25,block_2_1,block_16_1,cyclic_4_1,block_8_1,pipeline_1,unroll_16,pipeline_1,unroll_32,unroll_2,unroll_64,unroll_8,1,9,0.659541495313,False
krnl_KALMAN_10165.cpp,xcu200-fsgd2104-2-e,3.33,3.13102584,217,7,3,2,9,block_2_1,block_16_1,cyclic_4_1,cyclic_4_1,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_64,pipeline_1,1,5.25,0.801818710882,False
krnl_KALMAN_10235.cpp,xcu200-fsgd2104-2-e,3.33,1.25528346,170,7,1,1,4,block_2_1,block_16_1,cyclic_4_1,cyclic_8_1,pipeline_1,unroll_16,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_8,1,3.25,0.897890057284,False
krnl_KALMAN_10284.cpp,xcu200-fsgd2104-2-e,3.33,1.33038162,358,2,1,2,13,block_2_1,block_2_1,cyclic_16_1,block_16_1,pipeline_1,unroll_8,pipeline_1,unroll_16,pipeline_1,unroll_64,unroll_8,1,4.5,0.826998862495,False
krnl_KALMAN_10115.cpp,xcu200-fsgd2104-2-e,3.33,1.33038162,384,2,1,2,13,block_2_1,block_2_1,cyclic_16_1,block_16_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_2,unroll_64,unroll_8,1,4.5,0.826998862495,False
krnl_KALMAN_10515.cpp,xcu200-fsgd2104-2-e,3.33,1.21050495,281,2,7,4,10,block_2_1,block_2_1,cyclic_2_1,cyclic_2_1,pipeline_1,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_64,unroll_8,1,5.75,0.822257231064,False
krnl_KALMAN_10199.cpp,xcu200-fsgd2104-2-e,3.33,2.02230234,379,2,7,4,10,block_2_1,block_2_1,cyclic_2_1,cyclic_32_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_64,unroll_8,1,5.75,0.809207113177,False
krnl_KALMAN_10154.cpp,xcu200-fsgd2104-2-e,3.33,1.33042158,403,2,1,2,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_2,unroll_64,unroll_8,1,4.5,0.826998763446,False
krnl_KALMAN_10066.cpp,xcu200-fsgd2104-2-e,3.33,32.56523883,90,2,0,0,3,block_2_1,block_2_1,cyclic_4_1,cyclic_8_1,unroll_4,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,1.25,0.23084568914,False
krnl_KALMAN_10129.cpp,xcu200-fsgd2104-2-e,3.33,5.96806596,353,13,3,3,8,block_2_1,block_32_1,cyclic_2_1,cyclic_8_1,unroll_4,unroll_4,unroll_2,unroll_2,unroll_8,unroll_64,unroll_8,1,6.75,0.704681862955,False
krnl_KALMAN_10123.cpp,xcu200-fsgd2104-2-e,3.33,7.16759856,307,2,3,3,12,block_2_1,block_4_1,block_16_1,block_2_1,unroll_8,unroll_64,unroll_2,unroll_8,unroll_8,unroll_64,pipeline_1,1,5,0.72419424412,False
krnl_KALMAN_9969.cpp,xcu200-fsgd2104-2-e,3.33,5.35757373,895,2,1,7,30,block_2_1,block_4_1,block_2_1,block_16_1,unroll_4,unroll_8,pipeline_1,unroll_32,unroll_8,unroll_64,unroll_8,1,10,0.582501465679,False
krnl_KALMAN_10098.cpp,xcu200-fsgd2104-2-e,3.33,33.84714564,199,2,0,1,4,block_2_1,block_4_1,block_2_1,block_32_1,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_8,1,1.75,0.213255526054,False
krnl_KALMAN_10176.cpp,xcu200-fsgd2104-2-e,3.33,1.91001141,695,2,1,1,4,block_2_1,block_4_1,block_2_1,block_32_1,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_8,1,2,0.930462079258,False
krnl_KALMAN_10081.cpp,xcu200-fsgd2104-2-e,3.33,16.15652397,128,2,0,0,2,block_2_1,block_4_1,block_2_1,block_32_1,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,1,0.552062824258,False
krnl_KALMAN_10041.cpp,xcu200-fsgd2104-2-e,3.33,29.03920173,74,2,0,0,1,block_2_1,block_4_1,block_2_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_4,1,0.75,0.283936306388,False
krnl_KALMAN_10133.cpp,xcu200-fsgd2104-2-e,3.33,3.17985696,543,2,1,7,39,block_2_1,block_4_1,block_32_1,cyclic_4_1,pipeline_1,unroll_32,pipeline_1,unroll_64,unroll_8,unroll_8,pipeline_1,1,12.25,0.493012911989,False
krnl_KALMAN_10393.cpp,xcu200-fsgd2104-2-e,3.33,1.1939049,165,2,3,2,5,block_2_1,block_4_1,block_4_1,block_16_1,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_8,unroll_64,unroll_8,1,3,0.911704910023,False
krnl_KALMAN_10447.cpp,xcu200-fsgd2104-2-e,3.33,1.9032615,69,2,0,0,1,block_2_1,block_4_1,block_4_1,block_2_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_8,1,0.75,0.983743258241,False
krnl_KALMAN_10005.cpp,xcu200-fsgd2104-2-e,3.33,29.51674038,148,2,0,0,6,block_2_1,block_4_1,block_4_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_8,1,2,0.274301988286,False
krnl_KALMAN_10099.cpp,xcu200-fsgd2104-2-e,3.33,3.18483531,180,2,3,2,9,block_2_1,block_4_1,block_4_1,cyclic_4_1,pipeline_1,unroll_64,unroll_2,unroll_8,unroll_2,unroll_64,pipeline_1,1,4,0.831757328519,False
krnl_KALMAN_10256.cpp,xcu200-fsgd2104-2-e,3.33,1.25539335,132,2,1,1,3,block_2_1,block_4_1,cyclic_16_1,block_16_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_8,1,1.75,0.952179753902,False
krnl_KALMAN_10076.cpp,xcu200-fsgd2104-2-e,3.33,16.15330053,96,2,0,0,2,block_2_1,block_4_1,cyclic_16_1,block_32_1,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_8,1,1,0.55214475189,False
krnl_KALMAN_10276.cpp,xcu200-fsgd2104-2-e,3.33,3.34913751,94,2,0,0,3,block_2_1,block_4_1,cyclic_16_1,block_4_1,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_8,1,1.25,0.924380359432,False
krnl_KALMAN_10328.cpp,xcu200-fsgd2104-2-e,3.33,1.1939049,166,2,3,2,6,block_2_1,block_4_1,cyclic_16_1,block_4_1,pipeline_1,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_8,1,3.25,0.898298207618,False
krnl_KALMAN_10044.cpp,xcu200-fsgd2104-2-e,3.33,6.68393937,73,2,0,0,1,block_2_1,block_4_1,cyclic_16_1,block_8_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,1,0.75,0.825550645893,False
krnl_KALMAN_10092.cpp,xcu200-fsgd2104-2-e,3.33,3.00809889,267,2,1,2,11,block_2_1,block_4_1,cyclic_16_1,cyclic_4_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_8,unroll_64,pipeline_1,1,4,0.834508744557,False
krnl_KALMAN_10077.cpp,xcu200-fsgd2104-2-e,3.33,30.91826412,430,2,0,2,13,block_2_1,block_4_1,cyclic_2_1,block_32_1,pipeline_1,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_8,unroll_8,1,4.25,0.243252457619,False
krnl_KALMAN_10230.cpp,xcu200-fsgd2104-2-e,3.33,2.72174886,66,2,0,0,1,block_2_1,block_4_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,1,0.75,0.957618425128,False
krnl_KALMAN_10036.cpp,xcu200-fsgd2104-2-e,3.33,9.4562343,108,2,0,0,3,block_2_1,block_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_16,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_8,1,1.25,0.736396789285,False
krnl_KALMAN_10483.cpp,xcu200-fsgd2104-2-e,3.33,1.19348532,275,2,3,2,5,block_2_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_64,unroll_2,pipeline_1,unroll_8,unroll_64,unroll_8,1,3,0.911711498,False
krnl_KALMAN_10321.cpp,xcu200-fsgd2104-2-e,3.33,1.09459764,272,2,7,4,10,block_2_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_64,unroll_4,pipeline_1,unroll_8,unroll_64,pipeline_1,2,5.75,0.824044588948,False
krnl_KALMAN_10331.cpp,xcu200-fsgd2104-2-e,3.33,1.09459764,269,2,7,4,10,block_2_1,block_4_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_64,unroll_4,pipeline_1,unroll_8,unroll_64,unroll_8,1,5.75,0.824044588948,False
krnl_KALMAN_9953.cpp,xcu200-fsgd2104-2-e,3.33,5.43610179,404,2,1,6,20,block_2_1,block_4_1,cyclic_32_1,block_16_1,unroll_4,unroll_2,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_8,1,7.25,0.698684679692,False
krnl_KALMAN_10174.cpp,xcu200-fsgd2104-2-e,3.33,3.18483531,174,2,3,2,9,block_2_1,block_4_1,cyclic_32_1,block_8_1,pipeline_1,unroll_64,unroll_2,unroll_8,unroll_8,unroll_64,pipeline_1,1,4,0.831757328519,False
krnl_KALMAN_10173.cpp,xcu200-fsgd2104-2-e,3.33,6.52710303,109,2,0,1,9,block_2_1,block_4_1,cyclic_32_1,block_8_1,pipeline_1,unroll_8,unroll_2,unroll_16,unroll_8,pipeline_1,pipeline_1,1,3,0.790259867284,False
krnl_KALMAN_10134.cpp,xcu200-fsgd2104-2-e,3.33,7.16129154,148,2,0,0,6,block_2_1,block_4_1,cyclic_32_1,block_8_1,unroll_2,unroll_16,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_8,1,2,0.791622564358,False
krnl_KALMAN_9966.cpp,xcu200-fsgd2104-2-e,3.33,9.37438623,167,2,0,1,4,block_2_1,block_4_1,cyclic_32_1,block_8_1,unroll_4,unroll_16,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_8,1,1.75,0.732730734533,False
krnl_KALMAN_9905.cpp,xcu200-fsgd2104-2-e,3.33,28.88257851,160,2,0,1,9,block_2_1,block_4_1,cyclic_32_1,cyclic_4_1,pipeline_1,unroll_8,unroll_8,unroll_16,unroll_2,pipeline_1,pipeline_1,1,3,0.280348221974,False
krnl_KALMAN_9843.cpp,xcu200-fsgd2104-2-e,3.33,32.89262112,207,2,0,1,11,block_2_1,block_4_1,cyclic_32_1,cyclic_4_1,unroll_4,unroll_8,unroll_8,unroll_16,unroll_8,pipeline_1,pipeline_1,1,3.5,0.220266524198,False
krnl_KALMAN_10097.cpp,xcu200-fsgd2104-2-e,3.33,5.49035082,683,2,1,6,22,block_2_1,block_4_1,cyclic_32_1,cyclic_4_1,unroll_8,unroll_8,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_8,1,7.75,0.679082681193,False
krnl_KALMAN_9995.cpp,xcu200-fsgd2104-2-e,3.33,31.22824716,201,2,0,1,31,block_2_1,block_4_1,cyclic_32_1,cyclic_8_1,unroll_2,unroll_32,unroll_4,unroll_16,pipeline_1,pipeline_1,unroll_4,1,8.5,0.21662491325,False
krnl_KALMAN_10117.cpp,xcu200-fsgd2104-2-e,3.33,30.894408,91,2,0,0,2,block_2_1,block_4_1,cyclic_32_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_4,1,1,0.254936759468,False
krnl_KALMAN_10370.cpp,xcu200-fsgd2104-2-e,3.33,1.32371496,132,2,1,5,9,block_2_1,block_4_1,cyclic_4_1,block_16_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_64,unroll_8,1,4.25,0.835056595504,False
