Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,Replicate_Count,Area,Weight,is_pareto
workload_3605.cpp,xcu200-fsgd2104-2-e,3.33,0.09253071,146,1,1,1,1,block_128_1,block_16_1,cyclic_2_1,pipeline_1,1,1,0.935500217464,False
workload_3555.cpp,xcu200-fsgd2104-2-e,3.33,0.09253071,142,1,1,1,1,block_128_1,block_2_1,block_4_1,pipeline_1,1,1,0.935500217464,False
workload_3575.cpp,xcu200-fsgd2104-2-e,3.33,0.09253071,154,1,1,1,2,block_128_1,block_32_1,block_2_1,pipeline_1,1,1.25,0.928990441639,False
workload_3598.cpp,xcu200-fsgd2104-2-e,3.33,0.09253071,151,1,1,1,2,block_128_1,block_32_1,block_4_1,pipeline_1,1,1.25,0.928990441639,False
workload_3520.cpp,xcu200-fsgd2104-2-e,3.33,0.09253071,157,1,1,1,2,block_128_1,block_64_1,cyclic_2_1,pipeline_1,1,1.25,0.928990441639,False
workload_3442.cpp,xcu200-fsgd2104-2-e,3.33,0.09253071,142,1,1,1,1,block_128_1,block_8_1,block_2_1,pipeline_1,1,1,0.935500217464,False
workload_3457.cpp,xcu200-fsgd2104-2-e,3.33,0.09253071,144,1,1,1,1,block_128_1,block_8_1,cyclic_2_1,pipeline_1,1,1,0.935500217464,False
workload_3518.cpp,xcu200-fsgd2104-2-e,3.33,0.09253071,139,1,1,1,1,block_128_1,cyclic_4_1,cyclic_2_1,pipeline_1,1,1,0.935500217464,False
workload_3528.cpp,xcu200-fsgd2104-2-e,3.33,0.09253071,145,1,1,1,1,block_128_1,cyclic_8_1,cyclic_2_1,pipeline_1,1,1,0.935500217464,False
workload_3449.cpp,xcu200-fsgd2104-2-e,3.33,0.09253071,80,1,1,1,1,block_16_1,cyclic_16_1,cyclic_4_1,pipeline_1,1,1,0.935500217464,False
workload_3207.cpp,xcu200-fsgd2104-2-e,3.33,0.07889436,121,1,1,1,1,block_2_1,block_128_1,cyclic_64_1,pipeline_1,1,1,0.986732976951,False
workload_3326.cpp,xcu200-fsgd2104-2-e,3.33,0.07548444,69.5,1,1,1,1,block_2_1,block_16_1,cyclic_2_1,pipeline_1,2,1,0.999782552279,False
workload_3414.cpp,xcu200-fsgd2104-2-e,3.33,0.07889436,87,1,1,1,1,block_2_1,block_16_1,cyclic_64_1,pipeline_1,1,1,0.986732976951,False
workload_3311.cpp,xcu200-fsgd2104-2-e,3.33,0.07889436,99,1,1,1,1,block_2_1,block_64_1,cyclic_64_1,pipeline_1,1,1,0.986732976951,False
workload_3208.cpp,xcu200-fsgd2104-2-e,3.33,0.51114168,154,1,1,1,1,block_2_1,block_8_1,cyclic_128_1,unroll_8,1,1,0.104427864767,False
workload_3217.cpp,xcu200-fsgd2104-2-e,3.33,0.10035288,215,1,7,4,6,block_2_1,block_8_1,cyclic_32_1,unroll_32,1,4.5,0.61472997318,False
workload_3253.cpp,xcu200-fsgd2104-2-e,3.33,0.10035288,230,1,7,4,6,block_2_1,block_8_1,cyclic_64_1,unroll_32,1,4.5,0.61472997318,False
workload_3411.cpp,xcu200-fsgd2104-2-e,3.33,0.07548444,68,1,1,1,1,block_2_1,cyclic_16_1,cyclic_2_1,pipeline_1,1,1,0.999782552279,False
workload_3363.cpp,xcu200-fsgd2104-2-e,3.33,0.09331992,201,1,8,4,5,block_2_1,cyclic_16_1,cyclic_2_1,unroll_32,1,4.5,0.618589221259,False
workload_3314.cpp,xcu200-fsgd2104-2-e,3.33,0.09811512,213,1,8,4,6,block_2_1,cyclic_16_1,cyclic_32_1,unroll_32,1,4.75,0.593614707341,False
workload_3387.cpp,xcu200-fsgd2104-2-e,3.33,0.07889436,86,1,1,1,1,block_2_1,cyclic_16_1,cyclic_64_1,pipeline_1,1,1,0.986732976951,False
workload_3433.cpp,xcu200-fsgd2104-2-e,3.33,0.07889436,70,1,1,1,1,block_2_1,cyclic_2_1,block_16_1,pipeline_1,1,1,0.986732976951,False
workload_3345.cpp,xcu200-fsgd2104-2-e,3.33,0.09992664,201,1,7,4,5,block_2_1,cyclic_2_1,cyclic_8_1,unroll_32,1,4.25,0.637800496657,False
workload_3365.cpp,xcu200-fsgd2104-2-e,3.33,0.07548444,66.5,1,1,1,1,block_2_1,cyclic_4_1,block_2_1,pipeline_1,2,1,0.999782552279,False
workload_3472.cpp,xcu200-fsgd2104-2-e,3.33,0.07889436,67,1,1,1,1,block_2_1,cyclic_4_1,cyclic_8_1,pipeline_1,1,1,0.986732976951,False
workload_3282.cpp,xcu200-fsgd2104-2-e,3.33,0.4735593,718,1,2,7,5,block_32_1,block_2_1,block_16_1,unroll_32,1,3.75,0.115217789077,False
workload_3275.cpp,xcu200-fsgd2104-2-e,3.33,0.09594063,101,1,1,1,1,block_32_1,block_4_1,block_64_1,pipeline_1,1,1,0.922927157522,False
workload_3209.cpp,xcu200-fsgd2104-2-e,3.33,0.14670648,194,1,1,1,2,block_32_1,block_4_1,block_64_1,unroll_8,1,1.25,0.745573649994,False
workload_3298.cpp,xcu200-fsgd2104-2-e,3.33,0.09594063,121,1,1,1,1,block_32_1,cyclic_4_1,block_128_1,pipeline_1,1,1,0.922927157522,False
workload_3226.cpp,xcu200-fsgd2104-2-e,3.33,0.10688634,486,1,9,9,8,block_32_1,cyclic_4_1,block_2_1,unroll_32,1,6.75,0.42777927272,False
workload_3247.cpp,xcu200-fsgd2104-2-e,3.33,0.19444536,137,1,1,1,1,block_32_1,cyclic_4_1,block_64_1,unroll_4,1,1,0.600870171408,False
workload_3219.cpp,xcu200-fsgd2104-2-e,3.33,0.09253071,81,1,1,1,1,block_32_1,cyclic_4_1,cyclic_2_1,pipeline_1,1,1,0.935500217464,False
workload_3231.cpp,xcu200-fsgd2104-2-e,3.33,0.47014938,699,1,2,7,5,block_32_1,cyclic_64_1,block_4_1,unroll_32,1,3.75,0.116926412691,False
workload_3283.cpp,xcu200-fsgd2104-2-e,3.33,0.4735593,707,1,2,7,5,block_32_1,cyclic_64_1,block_8_1,unroll_32,1,3.75,0.115217789077,False
workload_3223.cpp,xcu200-fsgd2104-2-e,3.33,0.17739576,93,1,1,1,1,block_4_1,block_16_1,block_32_1,unroll_4,1,1,0.650920567704,False
workload_3256.cpp,xcu200-fsgd2104-2-e,3.33,0.07548111,69,1,1,1,1,block_4_1,block_16_1,cyclic_2_1,pipeline_1,1,1,0.999795342594,False
workload_3403.cpp,xcu200-fsgd2104-2-e,3.33,0.09928728,512,1,21,8,12,block_4_1,block_16_1,cyclic_2_1,unroll_64,1,10.5,0.211734835351,False
workload_3215.cpp,xcu200-fsgd2104-2-e,3.33,0.1042956,262,1,10,4,6,block_4_1,block_32_1,cyclic_8_1,unroll_32,1,5.25,0.546892767951,False
workload_3473.cpp,xcu200-fsgd2104-2-e,3.33,0.07548111,85,1,1,1,1,block_4_1,block_64_1,cyclic_2_1,pipeline_1,1,1,0.999795342594,False
workload_3274.cpp,xcu200-fsgd2104-2-e,3.33,0.48194424,553,1,2,1,3,block_4_1,block_64_1,cyclic_8_1,unroll_32,1,1.75,0.115434496363,False
workload_3222.cpp,xcu200-fsgd2104-2-e,3.33,0.10474848,199,1,1,2,2,block_4_1,cyclic_16_1,block_64_1,unroll_16,1,1.5,0.876394140336,False
workload_3307.cpp,xcu200-fsgd2104-2-e,3.33,0.07548111,71,1,1,1,1,block_4_1,cyclic_16_1,cyclic_2_1,pipeline_1,2,1,0.999795342594,False
workload_3448.cpp,xcu200-fsgd2104-2-e,3.33,0.07548111,74,1,1,1,1,block_4_1,cyclic_16_1,cyclic_4_1,pipeline_1,1,1,0.999795342594,False
workload_3354.cpp,xcu200-fsgd2104-2-e,3.33,0.07889103,70,1,1,1,1,block_4_1,cyclic_2_1,block_16_1,pipeline_1,1,1,0.986745674179,False
workload_3268.cpp,xcu200-fsgd2104-2-e,3.33,0.46404216,184,1,1,1,1,block_4_1,cyclic_32_1,cyclic_2_1,unroll_16,1,1,0.126211393932,False
workload_3422.cpp,xcu200-fsgd2104-2-e,3.33,0.07889103,77,1,1,1,1,block_4_1,cyclic_4_1,block_32_1,pipeline_1,1,1,0.986745674179,False
workload_3428.cpp,xcu200-fsgd2104-2-e,3.33,0.07548111,68,1,1,1,1,block_4_1,cyclic_4_1,cyclic_2_1,pipeline_1,2,1,0.999795342594,False
workload_3388.cpp,xcu200-fsgd2104-2-e,3.33,0.07548111,68,1,1,1,1,block_4_1,cyclic_4_1,cyclic_4_1,pipeline_1,4,1,0.999795342594,False
workload_3417.cpp,xcu200-fsgd2104-2-e,3.33,0.07889103,72,1,1,1,1,block_4_1,cyclic_8_1,block_16_1,pipeline_1,1,1,0.986745674179,False
workload_3325.cpp,xcu200-fsgd2104-2-e,3.33,0.07548111,68,1,1,1,1,block_4_1,cyclic_8_1,cyclic_2_1,pipeline_1,1,1,0.999795342594,False
workload_3423.cpp,xcu200-fsgd2104-2-e,3.33,0.07889103,76,1,1,1,1,block_4_1,cyclic_8_1,cyclic_32_1,pipeline_1,1,1,0.986745674179,False
workload_3431.cpp,xcu200-fsgd2104-2-e,3.33,0.09594063,118,1,1,1,1,block_64_1,block_32_1,block_32_1,pipeline_1,1,1,0.922927157522,False
workload_3303.cpp,xcu200-fsgd2104-2-e,3.33,0.28821816,110,1,1,1,1,block_64_1,block_4_1,cyclic_2_1,unroll_2,1,1,0.368189874083,False
workload_3279.cpp,xcu200-fsgd2104-2-e,3.33,0.28821816,112,1,1,1,1,block_64_1,block_8_1,block_2_1,unroll_2,1,1,0.368189874083,False
workload_3368.cpp,xcu200-fsgd2104-2-e,3.33,0.09253071,104,1,1,1,1,block_64_1,block_8_1,cyclic_2_1,pipeline_1,1,1,0.935500217464,False
workload_3221.cpp,xcu200-fsgd2104-2-e,3.33,0.19188792,146,1,1,1,2,block_64_1,cyclic_2_1,block_2_1,unroll_4,1,1.25,0.607441470769,False
workload_3269.cpp,xcu200-fsgd2104-2-e,3.33,0.14244408,228,1,1,1,3,block_64_1,cyclic_8_1,block_4_1,unroll_8,1,1.5,0.754846323206,False
workload_3238.cpp,xcu200-fsgd2104-2-e,3.33,0.09594063,138,1,1,1,2,block_64_1,cyclic_8_1,cyclic_128_1,pipeline_1,1,1.25,0.917460038717,False
workload_3241.cpp,xcu200-fsgd2104-2-e,3.33,0.11985336,1192,1,22,20,19,block_8_1,block_16_1,block_128_1,unroll_64,1,15.5,0.100089815336,False
workload_3258.cpp,xcu200-fsgd2104-2-e,3.33,0.11559096,273,1,10,4,6,block_8_1,block_16_1,block_2_1,unroll_32,1,5.25,0.539375075104,False
workload_3364.cpp,xcu200-fsgd2104-2-e,3.33,0.09253071,69,1,1,1,1,block_8_1,block_2_1,cyclic_4_1,pipeline_1,2,1,0.935500217464,False
workload_3233.cpp,xcu200-fsgd2104-2-e,3.33,0.11559096,300,1,10,4,7,block_8_1,block_32_1,block_2_1,unroll_32,1,5.5,0.519082828144,False
workload_3348.cpp,xcu200-fsgd2104-2-e,3.33,0.09594063,74,1,1,1,1,block_8_1,block_4_1,block_16_1,pipeline_1,1,1,0.922927157522,False
workload_3232.cpp,xcu200-fsgd2104-2-e,3.33,0.11633688,563,1,22,9,13,block_8_1,block_4_1,block_2_1,unroll_64,1,11.25,0.179887254173,False
workload_3343.cpp,xcu200-fsgd2104-2-e,3.33,0.09594063,106,1,1,1,1,block_8_1,block_4_1,cyclic_128_1,pipeline_1,1,1,0.922927157522,False
workload_3393.cpp,xcu200-fsgd2104-2-e,3.33,0.09253071,70,1,1,1,1,block_8_1,block_4_1,cyclic_2_1,pipeline_1,1,1,0.935500217464,False
workload_3286.cpp,xcu200-fsgd2104-2-e,3.33,0.09253071,71,1,1,1,1,block_8_1,block_4_1,cyclic_4_1,pipeline_1,1,1,0.935500217464,False
workload_3281.cpp,xcu200-fsgd2104-2-e,3.33,0.11676312,251,1,10,4,6,block_8_1,block_4_1,cyclic_4_1,unroll_32,1,5.25,0.538468557169,False
workload_3273.cpp,xcu200-fsgd2104-2-e,3.33,0.5371956,824,1,4,3,6,block_8_1,cyclic_128_1,cyclic_2_1,unroll_64,1,3.5,0.1,False
workload_3250.cpp,xcu200-fsgd2104-2-e,3.33,0.11750904,262,1,10,4,6,block_8_1,cyclic_32_1,cyclic_32_1,unroll_32,1,5.25,0.53787976964,False
workload_3229.cpp,xcu200-fsgd2104-2-e,3.33,0.11750904,280,1,10,4,6,block_8_1,cyclic_32_1,cyclic_64_1,unroll_32,1,5.25,0.53787976964,False
workload_3308.cpp,xcu200-fsgd2104-2-e,3.33,0.0924741,137.5,1,1,1,1,cyclic_128_1,block_2_1,cyclic_4_1,pipeline_1,2,1,0.935709754285,False
workload_3356.cpp,xcu200-fsgd2104-2-e,3.33,0.0924741,140,1,1,1,1,cyclic_128_1,block_8_1,block_2_1,pipeline_1,1,1,0.935709754285,False
workload_3262.cpp,xcu200-fsgd2104-2-e,3.33,0.09588402,149,1,1,1,1,cyclic_128_1,block_8_1,cyclic_32_1,pipeline_1,1,1,0.923135111854,False
workload_3225.cpp,xcu200-fsgd2104-2-e,3.33,0.47917368,158,1,1,1,1,cyclic_128_1,block_8_1,cyclic_32_1,unroll_2,1,1,0.117230299839,False
workload_3347.cpp,xcu200-fsgd2104-2-e,3.33,0.47576376,147,1,1,1,1,cyclic_128_1,block_8_1,cyclic_4_1,unroll_2,1,1,0.119090374204,False
workload_3224.cpp,xcu200-fsgd2104-2-e,3.33,0.10253736,569,1,12,5,11,cyclic_128_1,cyclic_16_1,cyclic_64_1,unroll_64,1,7.25,0.393756464363,False
workload_3272.cpp,xcu200-fsgd2104-2-e,3.33,0.4783212,169,1,1,1,2,cyclic_128_1,cyclic_2_1,cyclic_32_1,unroll_4,1,1.25,0.117644051381,False
workload_3373.cpp,xcu200-fsgd2104-2-e,3.33,0.0924741,141,1,1,1,1,cyclic_128_1,cyclic_8_1,cyclic_4_1,pipeline_1,1,1,0.935709754285,False
workload_3380.cpp,xcu200-fsgd2104-2-e,3.33,0.09247743,76,1,1,1,1,cyclic_16_1,block_16_1,cyclic_2_1,pipeline_1,1,1,0.935697427863,False
workload_3320.cpp,xcu200-fsgd2104-2-e,3.33,0.09588735,118,1,1,1,1,cyclic_16_1,block_32_1,block_128_1,pipeline_1,1,1,0.923122878519,False
workload_3300.cpp,xcu200-fsgd2104-2-e,3.33,0.13647672,98,1,1,1,1,cyclic_16_1,block_4_1,block_16_1,unroll_8,1,1,0.78076433167,False
workload_3220.cpp,xcu200-fsgd2104-2-e,3.33,0.09588735,91,1,1,1,1,cyclic_16_1,block_64_1,block_16_1,pipeline_1,1,1,0.923122878519,False
workload_3265.cpp,xcu200-fsgd2104-2-e,3.33,0.09588735,98,1,1,1,1,cyclic_16_1,block_64_1,block_32_1,pipeline_1,1,1,0.923122878519,False
workload_3321.cpp,xcu200-fsgd2104-2-e,3.33,0.09247743,89,1,1,1,1,cyclic_16_1,block_64_1,block_4_1,pipeline_1,1,1,0.935697427863,False
workload_3342.cpp,xcu200-fsgd2104-2-e,3.33,0.09588735,105,1,1,1,1,cyclic_16_1,cyclic_128_1,block_8_1,pipeline_1,1,1,0.923122878519,False
workload_3205.cpp,xcu200-fsgd2104-2-e,3.33,0.26775864,106,1,1,1,1,cyclic_16_1,cyclic_128_1,cyclic_4_1,unroll_2,1,1,0.412808235103,False
workload_3257.cpp,xcu200-fsgd2104-2-e,3.33,0.09588735,78,1,1,1,1,cyclic_16_1,cyclic_16_1,block_16_1,pipeline_1,2,1,0.923122878519,False
workload_3294.cpp,xcu200-fsgd2104-2-e,3.33,0.11367288,128,1,1,1,1,cyclic_16_1,cyclic_16_1,block_16_1,unroll_16,1,1,0.859081481988,False
workload_3367.cpp,xcu200-fsgd2104-2-e,3.33,0.09247743,75,1,1,1,1,cyclic_16_1,cyclic_16_1,block_4_1,pipeline_1,1,1,0.935697427863,False
workload_3331.cpp,xcu200-fsgd2104-2-e,3.33,0.09588735,79,1,1,1,1,cyclic_16_1,cyclic_16_1,block_8_1,pipeline_1,1,1,0.923122878519,False
workload_3545.cpp,xcu200-fsgd2104-2-e,3.33,0.09588735,77,1,1,1,1,cyclic_16_1,cyclic_16_1,cyclic_8_1,pipeline_1,1,1,0.923122878519,False
workload_3249.cpp,xcu200-fsgd2104-2-e,3.33,0.43825464,94,1,1,1,1,cyclic_16_1,cyclic_2_1,block_64_1,unroll_2,1,1,0.145842424071,False
workload_3299.cpp,xcu200-fsgd2104-2-e,3.33,0.13562424,96,1,1,1,1,cyclic_16_1,cyclic_32_1,cyclic_8_1,unroll_8,1,1,0.783615371431,False
workload_3254.cpp,xcu200-fsgd2104-2-e,3.33,0.09588735,109,1,1,1,1,cyclic_16_1,cyclic_4_1,block_128_1,pipeline_1,1,1,0.923122878519,False
workload_3305.cpp,xcu200-fsgd2104-2-e,3.33,0.10461528,352,1,15,6,8,cyclic_16_1,cyclic_4_1,cyclic_128_1,unroll_64,1,7.5,0.376096944415,False
workload_3339.cpp,xcu200-fsgd2104-2-e,3.33,0.09247743,72,1,1,1,1,cyclic_16_1,cyclic_4_1,cyclic_2_1,pipeline_1,2,1,0.935697427863,False
workload_3333.cpp,xcu200-fsgd2104-2-e,3.33,0.09247743,72,1,1,1,1,cyclic_16_1,cyclic_4_1,cyclic_4_1,pipeline_1,3,1,0.935697427863,False
workload_3290.cpp,xcu200-fsgd2104-2-e,3.33,0.09247743,88,1,1,1,1,cyclic_16_1,cyclic_64_1,cyclic_4_1,pipeline_1,1,1,0.935697427863,False
workload_3242.cpp,xcu200-fsgd2104-2-e,3.33,0.09588735,76,1,1,1,1,cyclic_16_1,cyclic_8_1,block_16_1,pipeline_1,1,1,0.923122878519,False
workload_3218.cpp,xcu200-fsgd2104-2-e,3.33,0.09247743,73,1,1,1,1,cyclic_16_1,cyclic_8_1,cyclic_2_1,pipeline_1,1,1,0.935697427863,False
workload_3386.cpp,xcu200-fsgd2104-2-e,3.33,0.09247743,74,1,1,1,1,cyclic_16_1,cyclic_8_1,cyclic_4_1,pipeline_1,1,1,0.935697427863,False
workload_3267.cpp,xcu200-fsgd2104-2-e,3.33,0.13562424,89,1,1,1,1,cyclic_16_1,cyclic_8_1,cyclic_8_1,unroll_8,1,1,0.783615371431,False
workload_3478.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,101,1,1,1,1,cyclic_2_1,block_128_1,block_2_1,pipeline_1,1,1,1,True
workload_3441.cpp,xcu200-fsgd2104-2-e,3.33,0.07883775,110,1,1,1,1,cyclic_2_1,block_16_1,block_128_1,pipeline_1,1,1,0.986948842183,False
workload_3420.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,68,1,1,1,1,cyclic_2_1,block_16_1,block_2_1,pipeline_1,3,1,1,True
workload_3508.cpp,xcu200-fsgd2104-2-e,3.33,0.24218424,70,1,1,1,1,cyclic_2_1,block_16_1,block_2_1,unroll_2,1,1,0.47340684717,False
workload_3523.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,70,1,1,1,1,cyclic_2_1,block_16_1,block_4_1,pipeline_1,2,1,1,True
workload_3560.cpp,xcu200-fsgd2104-2-e,3.33,0.07883775,73,1,1,1,1,cyclic_2_1,block_16_1,block_8_1,pipeline_1,1,1,0.986948842183,False
workload_3381.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,68,1,1,1,1,cyclic_2_1,block_16_1,cyclic_2_1,pipeline_1,4,1,1,True
workload_3285.cpp,xcu200-fsgd2104-2-e,3.33,0.24218424,69,1,1,1,1,cyclic_2_1,block_16_1,cyclic_2_1,unroll_2,1,1,0.47340684717,False
workload_3515.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,68,1,1,1,1,cyclic_2_1,block_16_1,cyclic_4_1,pipeline_1,1,1,1,True
workload_3573.cpp,xcu200-fsgd2104-2-e,3.33,0.07883775,70,1,1,1,1,cyclic_2_1,block_16_1,cyclic_8_1,pipeline_1,1,1,0.986948842183,False
workload_3235.cpp,xcu200-fsgd2104-2-e,3.33,0.41204088,153,1,1,1,1,cyclic_2_1,block_2_1,block_16_1,unroll_16,1,1,0.171385423696,False
workload_3480.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,65,1,1,1,1,cyclic_2_1,block_2_1,block_2_1,pipeline_1,1,1,1,True
workload_3353.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,64,1,1,1,1,cyclic_2_1,block_2_1,block_4_1,pipeline_1,3,1,1,True
workload_3574.cpp,xcu200-fsgd2104-2-e,3.33,0.07883775,66,1,1,1,1,cyclic_2_1,block_2_1,block_8_1,pipeline_1,1,1,0.986948842183,False
workload_3492.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,67,1,1,1,1,cyclic_2_1,block_2_1,cyclic_2_1,pipeline_1,1,1,1,True
workload_3336.cpp,xcu200-fsgd2104-2-e,3.33,0.43239384,182,1,1,1,1,cyclic_2_1,block_2_1,cyclic_4_1,unroll_32,1,1,0.151064314741,False
workload_3211.cpp,xcu200-fsgd2104-2-e,3.33,0.07883775,113,1,1,1,1,cyclic_2_1,block_32_1,block_128_1,pipeline_1,1,1,0.986948842183,False
workload_3450.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,74,1,1,1,1,cyclic_2_1,block_32_1,block_2_1,pipeline_1,2,1,1,True
workload_3582.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,73.5,1,1,1,1,cyclic_2_1,block_32_1,block_4_1,pipeline_1,2,1,1,True
workload_3434.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,73,1,1,1,1,cyclic_2_1,block_32_1,cyclic_2_1,pipeline_1,3,1,1,True
workload_3212.cpp,xcu200-fsgd2104-2-e,3.33,0.09641016,126,1,1,1,1,cyclic_2_1,block_32_1,cyclic_2_1,unroll_16,2,1,0.921203372429,False
workload_3287.cpp,xcu200-fsgd2104-2-e,3.33,0.24218424,74,1,1,1,1,cyclic_2_1,block_32_1,cyclic_2_1,unroll_2,2,1,0.47340684717,False
workload_3584.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,73,1,1,1,1,cyclic_2_1,block_32_1,cyclic_4_1,pipeline_1,1,1,1,True
workload_3553.cpp,xcu200-fsgd2104-2-e,3.33,0.07883775,105,1,1,1,1,cyclic_2_1,block_4_1,block_128_1,pipeline_1,1,1,0.986948842183,False
workload_3246.cpp,xcu200-fsgd2104-2-e,3.33,0.09982008,121,1,1,1,1,cyclic_2_1,block_4_1,block_16_1,unroll_16,1,1,0.908738759533,False
workload_3289.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,66,1,1,1,1,cyclic_2_1,block_4_1,block_2_1,pipeline_1,2,1,1,True
workload_3474.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,66,1,1,1,1,cyclic_2_1,block_4_1,block_4_1,pipeline_1,2,1,1,True
workload_3415.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,65,1,1,1,1,cyclic_2_1,block_4_1,cyclic_2_1,pipeline_1,3,1,1,True
workload_3521.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,66.5,1,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,pipeline_1,2,1,1,True
workload_3430.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,82.5,1,1,1,1,cyclic_2_1,block_64_1,block_2_1,pipeline_1,2,1,1,True
workload_3612.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,82,1,1,1,1,cyclic_2_1,block_64_1,block_4_1,pipeline_1,1,1,1,True
workload_3318.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,81.5,1,1,1,1,cyclic_2_1,block_64_1,cyclic_2_1,pipeline_1,2,1,1,True
workload_3395.cpp,xcu200-fsgd2104-2-e,3.33,0.4266396,428,1,1,1,1,cyclic_2_1,block_64_1,cyclic_32_1,unroll_32,1,1,0.156465218729,False
workload_3376.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,66,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,pipeline_1,5,1,1,True
workload_3337.cpp,xcu200-fsgd2104-2-e,3.33,0.09641016,110,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_16,1,1,0.921203372429,False
workload_3568.cpp,xcu200-fsgd2104-2-e,3.33,0.15778872,73,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_4,1,1,0.71142455957,False
workload_3270.cpp,xcu200-fsgd2104-2-e,3.33,0.0941724,334,1,15,6,8,cyclic_2_1,block_8_1,block_2_1,unroll_64,1,7.5,0.37865742816,False
workload_3291.cpp,xcu200-fsgd2104-2-e,3.33,0.09984672,177,1,1,1,2,cyclic_2_1,block_8_1,block_64_1,unroll_16,1,1.25,0.90404179253,False
workload_3466.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,67.5,1,1,1,1,cyclic_2_1,block_8_1,cyclic_2_1,pipeline_1,4,1,1,True
workload_3536.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,67,1,1,1,1,cyclic_2_1,block_8_1,cyclic_4_1,pipeline_1,2,1,1,True
workload_3214.cpp,xcu200-fsgd2104-2-e,3.33,0.092574,160,1,7,3,4,cyclic_2_1,block_8_1,cyclic_4_1,unroll_32,1,3.75,0.689839951715,False
workload_3360.cpp,xcu200-fsgd2104-2-e,3.33,0.09598392,161,1,7,3,4,cyclic_2_1,block_8_1,cyclic_8_1,unroll_32,1,3.75,0.687610973235,False
workload_3259.cpp,xcu200-fsgd2104-2-e,3.33,0.24218424,99,1,1,1,1,cyclic_2_1,cyclic_128_1,block_2_1,unroll_2,1,1,0.47340684717,False
workload_3559.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,67.5,1,1,1,1,cyclic_2_1,cyclic_16_1,block_2_1,pipeline_1,2,1,1,True
workload_3443.cpp,xcu200-fsgd2104-2-e,3.33,0.07883775,75,1,1,1,1,cyclic_2_1,cyclic_16_1,block_32_1,pipeline_1,1,1,0.986948842183,False
workload_3616.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,67,1,1,1,1,cyclic_2_1,cyclic_16_1,block_4_1,pipeline_1,1,1,1,True
workload_3278.cpp,xcu200-fsgd2104-2-e,3.33,0.098568,172,1,1,1,2,cyclic_2_1,cyclic_16_1,block_64_1,unroll_16,1,1.25,0.908450288333,False
workload_3540.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,68,1,1,1,1,cyclic_2_1,cyclic_16_1,cyclic_2_1,pipeline_1,2,1,1,True
workload_3255.cpp,xcu200-fsgd2104-2-e,3.33,0.24218424,67,1,1,1,1,cyclic_2_1,cyclic_16_1,cyclic_2_1,unroll_2,1,1,0.47340684717,False
workload_3567.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,68,1,1,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,pipeline_1,1,1,1,True
workload_3327.cpp,xcu200-fsgd2104-2-e,3.33,0.07883775,85,1,1,1,1,cyclic_2_1,cyclic_16_1,cyclic_64_1,pipeline_1,1,1,0.986948842183,False
workload_3531.cpp,xcu200-fsgd2104-2-e,3.33,0.07883775,69,1,1,1,1,cyclic_2_1,cyclic_16_1,cyclic_8_1,pipeline_1,1,1,0.986948842183,False
workload_3312.cpp,xcu200-fsgd2104-2-e,3.33,0.09459864,158,1,8,3,4,cyclic_2_1,cyclic_16_1,cyclic_8_1,unroll_32,1,4,0.664605221126,False
workload_3445.cpp,xcu200-fsgd2104-2-e,3.33,0.07542783,65,1,1,1,1,cyclic_2_1,cyclic_2_1,block_2_1,pipeline_1,5,1,1,True
