Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_2335.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12006648,125,5,1,3,7,cyclic_4_1,block_64_1,block_4_1,cyclic_4_1,complete_1,block_2_1,unroll_2,pipeline_1,1,4,0.956874897869,False
workload_2030.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07751574,194,8,3,6,14,cyclic_4_1,block_64_1,block_8_1,cyclic_8_1,block_2_1,block_4_1,pipeline_1,unroll_8,1,7.75,0.873238616136,False
workload_2699.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07410582,190,7,3,6,13,cyclic_4_1,block_64_1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_4_1,pipeline_1,unroll_8,1,7.25,0.879420359549,False
workload_2777.cpp,xczu7ev-ffvc1156-2-e,3.33,0.2686644,206,5,6,6,15,cyclic_4_1,block_64_1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_4_1,unroll_4,unroll_8,1,8,0.630832139638,False
workload_2736.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07410582,183,7,3,6,13,cyclic_4_1,block_64_1,cyclic_2_1,cyclic_4_1,complete_1,block_2_1,pipeline_1,pipeline_1,1,7.25,0.879420359549,False
workload_2737.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07410582,187,7,3,6,13,cyclic_4_1,block_64_1,cyclic_4_1,block_2_1,complete_1,block_4_1,pipeline_1,pipeline_1,1,7.25,0.879420359549,False
workload_2141.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1200132,159,5,1,4,10,cyclic_4_1,block_64_1,cyclic_4_1,cyclic_4_1,complete_1,block_4_1,unroll_4,pipeline_1,1,5,0.921957731294,False
workload_2258.cpp,xczu7ev-ffvc1156-2-e,3.33,0.33201432,137,7,1,2,6,cyclic_4_1,block_8_1,block_4_1,cyclic_4_1,cyclic_8_1,block_4_1,unroll_2,unroll_4,1,4,0.551678840795,False
workload_2533.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07410582,143,9,3,6,7,cyclic_4_1,block_8_1,cyclic_2_1,cyclic_8_1,complete_1,block_4_1,pipeline_1,pipeline_1,1,6.25,0.911704361603,False
workload_2257.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12006648,131,5,1,4,7,cyclic_4_1,cyclic_128_1,block_4_1,block_2_1,complete_1,block_2_1,unroll_2,pipeline_1,1,4.25,0.947484846663,False
workload_2192.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07623036,194,25,14,19,20,cyclic_4_1,cyclic_128_1,block_64_1,block_2_1,complete_1,block_4_1,pipeline_1,pipeline_1,1,19.5,0.643154251858,False
workload_2068.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07620039,177,99,14,10,16,cyclic_4_1,cyclic_16_1,block_32_1,cyclic_8_1,block_4_1,cyclic_4_1,pipeline_1,pipeline_1,1,34.75,0.282620689225,False
workload_2197.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7857468,246,7,1,2,6,cyclic_4_1,cyclic_16_1,block_4_1,cyclic_4_1,block_2_1,block_2_1,unroll_4,unroll_8,1,4,0.336322005541,False
workload_2495.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07279047,138,36,14,10,13,cyclic_4_1,cyclic_16_1,block_4_1,cyclic_4_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,1,18.25,0.680488734393,False
workload_2265.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07279047,162,36,14,10,13,cyclic_4_1,cyclic_16_1,block_4_1,cyclic_4_1,block_2_1,cyclic_4_1,pipeline_1,unroll_4,1,18.25,0.680488734393,False
workload_2062.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07279047,167,36,14,10,13,cyclic_4_1,cyclic_16_1,block_4_1,cyclic_4_1,block_2_1,cyclic_4_1,pipeline_1,unroll_8,1,18.25,0.680488734393,False
workload_2145.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07279047,163,36,14,10,13,cyclic_4_1,cyclic_16_1,block_4_1,cyclic_4_1,block_4_1,cyclic_4_1,pipeline_1,unroll_8,1,18.25,0.680488734393,False
workload_2118.cpp,xczu7ev-ffvc1156-2-e,3.33,0.78691896,247,7,1,2,7,cyclic_4_1,cyclic_16_1,block_4_1,cyclic_4_1,complete_1,block_2_1,unroll_4,unroll_8,1,4.25,0.333437231155,False
workload_2130.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07623369,961,27,14,71,47,cyclic_4_1,cyclic_16_1,block_512_1,block_2_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,1,39.75,0.206004139224,False
workload_1980.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07620039,156,45,14,10,13,cyclic_4_1,cyclic_16_1,block_8_1,block_2_1,block_2_1,block_8_1,pipeline_1,unroll_8,1,20.5,0.613741848656,False
workload_2061.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12336984,162,8,1,3,7,cyclic_4_1,cyclic_16_1,block_8_1,block_2_1,complete_1,block_2_1,unroll_4,pipeline_1,1,4.75,0.92863746346,False
workload_2102.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12336984,151,8,1,3,7,cyclic_4_1,cyclic_16_1,block_8_1,block_2_1,complete_1,block_4_1,unroll_4,pipeline_1,1,4.75,0.92863746346,False
workload_2228.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07620039,163,45,14,10,13,cyclic_4_1,cyclic_16_1,block_8_1,cyclic_4_1,block_2_1,cyclic_4_1,pipeline_1,unroll_8,1,20.5,0.613741848656,False
workload_1857.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07620039,149,45,14,10,13,cyclic_4_1,cyclic_16_1,block_8_1,cyclic_8_1,block_2_1,cyclic_4_1,pipeline_1,unroll_8,1,20.5,0.613741848656,False
workload_2020.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07620039,142,45,14,10,13,cyclic_4_1,cyclic_16_1,block_8_1,cyclic_8_1,block_4_1,cyclic_4_1,pipeline_1,pipeline_1,1,20.5,0.613741848656,False
workload_2029.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07620039,188,27,14,13,16,cyclic_4_1,cyclic_16_1,cyclic_256_1,block_2_1,block_8_1,cyclic_2_1,pipeline_1,unroll_2,1,17.5,0.704261683489,False
workload_2575.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07279047,160,29,14,10,12,cyclic_4_1,cyclic_16_1,cyclic_2_1,block_8_1,block_4_1,cyclic_2_1,pipeline_1,unroll_8,1,16.25,0.743532359414,False
workload_2536.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07279047,149,29,14,10,12,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_2_1,pipeline_1,unroll_8,1,16.25,0.743532359414,False
workload_2625.cpp,xczu7ev-ffvc1156-2-e,3.33,0.78691896,243,7,1,2,6,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,complete_1,cyclic_2_1,unroll_4,unroll_8,1,4,0.334957324577,False
workload_2024.cpp,xczu7ev-ffvc1156-2-e,3.33,0.76331592,165,8,0,1,7,cyclic_4_1,cyclic_16_1,cyclic_8_1,complete_1,cyclic_2_1,complete_1,unroll_4,unroll_2,1,4,0.360898260472,False
workload_2707.cpp,xczu7ev-ffvc1156-2-e,3.33,0.75505752,316,4,0,5,9,cyclic_4_1,cyclic_256_1,block_2_1,cyclic_4_1,complete_1,cyclic_8_1,unroll_2,unroll_8,1,4.5,0.362709006644,False
workload_2660.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10280376,192,5,30,21,31,cyclic_4_1,cyclic_256_1,block_4_1,cyclic_4_1,block_2_1,block_2_1,unroll_2,unroll_16,1,21.75,0.576521901193,False
workload_2234.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07620039,195,25,14,15,19,cyclic_4_1,cyclic_256_1,cyclic_128_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,1,18.25,0.681000315084,False
workload_2150.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07620039,192,25,14,15,19,cyclic_4_1,cyclic_256_1,cyclic_128_1,block_4_1,complete_1,block_4_1,pipeline_1,unroll_2,1,18.25,0.681000315084,False
workload_2735.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07279047,158,26,14,13,17,cyclic_4_1,cyclic_256_1,cyclic_2_1,complete_1,block_8_1,cyclic_8_1,pipeline_1,pipeline_1,1,17.5,0.703771907099,False
workload_2582.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07279047,171,26,14,13,17,cyclic_4_1,cyclic_256_1,cyclic_2_1,cyclic_4_1,block_8_1,cyclic_8_1,pipeline_1,unroll_8,1,17.5,0.703771907099,False
workload_2297.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12006648,135,5,1,6,9,cyclic_4_1,cyclic_256_1,cyclic_4_1,cyclic_4_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,1,5.25,0.917599317862,False
workload_2583.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07663662,173,12,7,9,10,cyclic_4_1,cyclic_2_1,cyclic_128_1,cyclic_4_1,block_2_1,cyclic_4_1,pipeline_1,unroll_8,1,9.5,0.853626374646,False
workload_2610.cpp,xczu7ev-ffvc1156-2-e,3.33,0.16002648,144,5,3,3,6,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,cyclic_4_1,unroll_2,unroll_8,1,4.25,0.892568569526,False
workload_2537.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0732267,151,13,7,7,8,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_4_1,pipeline_1,unroll_8,1,8.75,1,True
workload_2770.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0732267,148,13,7,7,8,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,1,8.75,1,True
workload_2766.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07387272,139,8,4,6,7,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_2_1,pipeline_1,unroll_2,1,6.25,1,True
workload_2490.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12006648,111,5,1,2,4,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,complete_1,cyclic_2_1,unroll_2,pipeline_1,1,3,0.994422853479,False
workload_2028.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07620039,186,30,14,13,16,cyclic_4_1,cyclic_32_1,cyclic_256_1,block_2_1,cyclic_4_1,cyclic_8_1,pipeline_1,pipeline_1,1,18.25,0.681000315084,False
workload_2070.cpp,xczu7ev-ffvc1156-2-e,3.33,0.76033224,185,14,0,1,8,cyclic_4_1,cyclic_32_1,cyclic_32_1,block_2_1,cyclic_2_1,complete_1,unroll_4,unroll_2,1,5.75,0.34528205812,False
workload_2214.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1234764,120,7,1,2,5,cyclic_4_1,cyclic_4_1,block_16_1,cyclic_4_1,complete_1,block_4_1,unroll_2,pipeline_1,1,3.75,0.965758157507,False
workload_2493.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0727938,133,30,14,10,12,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_2_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,1,16.5,0.735486556473,False
workload_2218.cpp,xczu7ev-ffvc1156-2-e,3.33,0.11995992,145,5,1,3,6,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_2_1,complete_1,cyclic_2_1,unroll_4,pipeline_1,1,3.75,0.966289417339,False
workload_2573.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0727938,152,30,14,10,12,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_4_1,block_2_1,block_4_1,pipeline_1,unroll_2,1,16.5,0.735486556473,False
workload_2101.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1200132,150,5,1,3,7,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_4_1,block_4_1,block_2_1,unroll_4,pipeline_1,1,4,0.956868434969,False
workload_2140.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1200132,157,5,1,3,7,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_4_1,block_4_1,cyclic_2_1,unroll_4,pipeline_1,1,4,0.956868434969,False
workload_2179.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0727938,138,30,14,10,12,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,pipeline_1,pipeline_1,1,16.5,0.735486556473,False
workload_2294.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12006648,123,5,1,2,4,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_4_1,complete_1,cyclic_2_1,unroll_2,pipeline_1,1,3,0.994422853479,False
workload_2419.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0727938,141,30,14,10,12,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_4_1,cyclic_8_1,block_4_1,pipeline_1,pipeline_1,1,16.5,0.735486556473,False
workload_2227.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1200132,162,5,1,3,7,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,unroll_4,pipeline_1,1,4,0.956868434969,False
workload_2181.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1200132,152,5,1,3,7,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_8_1,block_4_1,cyclic_2_1,unroll_4,pipeline_1,1,4,0.956868434969,False
workload_2254.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12006648,117,5,1,2,4,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,block_4_1,unroll_2,pipeline_1,1,3,0.994422853479,False
workload_2302.cpp,xczu7ev-ffvc1156-2-e,3.33,0.11995992,155,5,1,3,6,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,block_4_1,unroll_4,pipeline_1,1,3.75,0.966289417339,False
workload_2304.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0727938,158,35,14,10,12,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_4_1,block_2_1,cyclic_4_1,pipeline_1,unroll_8,1,17.75,0.695963385798,False
workload_2175.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12006648,115,5,1,2,4,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,block_4_1,unroll_2,pipeline_1,1,3,0.994422853479,False
workload_2470.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12358296,264,5,1,16,20,cyclic_4_1,cyclic_4_1,block_512_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,unroll_2,pipeline_1,1,10.5,0.794323576769,False
workload_2455.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12358296,137,5,1,3,7,cyclic_4_1,cyclic_4_1,block_64_1,cyclic_8_1,block_2_1,block_4_1,unroll_2,pipeline_1,1,4,0.956427560025,False
workload_2416.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12336984,132,5,1,5,8,cyclic_4_1,cyclic_4_1,cyclic_128_1,complete_1,complete_1,block_4_1,unroll_2,pipeline_1,1,4.75,0.92863746346,False
workload_2614.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07620372,160,26,14,11,14,cyclic_4_1,cyclic_4_1,cyclic_128_1,cyclic_4_1,complete_1,block_4_1,pipeline_1,pipeline_1,1,16.25,0.743572870665,False
workload_2336.cpp,xczu7ev-ffvc1156-2-e,3.33,0.75441816,127,5,0,1,5,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_4_1,block_4_1,cyclic_8_1,unroll_2,unroll_2,1,2.75,0.381748740893,False
workload_2571.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07322337,146,13,7,7,9,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_2_1,block_8_1,pipeline_1,pipeline_1,1,9,1,True
workload_2456.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07322337,151,13,7,7,9,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,1,9,1,True
workload_2650.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07322337,138,13,7,7,9,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_4_1,block_2_1,pipeline_1,unroll_8,1,9,1,True
workload_2260.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07322337,137.5,13,7,7,9,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,2,9,1,True
workload_2532.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07322337,137,13,7,7,9,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_4_1,block_4_1,pipeline_1,unroll_8,1,9,1,True
workload_2380.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07322337,144,13,7,7,9,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,complete_1,block_4_1,pipeline_1,pipeline_1,2,9,1,True
workload_2775.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10312344,178,5,25,16,22,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,complete_1,block_4_1,unroll_2,unroll_16,1,17,0.707219332549,False
workload_2339.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07322337,140,13,7,7,9,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,pipeline_1,pipeline_1,1,9,1,True
workload_2333.cpp,xczu7ev-ffvc1156-2-e,3.33,0.11995992,118,5,1,2,4,cyclic_4_1,cyclic_4_1,cyclic_4_1,complete_1,complete_1,block_4_1,unroll_2,pipeline_1,2,3,1,True
workload_2374.cpp,xczu7ev-ffvc1156-2-e,3.33,0.75612312,127,5,0,1,6,cyclic_4_1,cyclic_4_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_2,unroll_2,1,3,0.377635281249,False
workload_2222.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0727938,153,26,14,10,12,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,complete_1,block_4_1,pipeline_1,pipeline_1,1,15.5,1,True
workload_2653.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0727938,152,26,14,10,12,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,1,15.5,1,True
workload_2341.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0727938,151,26,14,10,12,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_4_1,pipeline_1,pipeline_1,1,15.5,1,True
workload_2263.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0727938,157,26,14,10,12,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,complete_1,block_4_1,pipeline_1,pipeline_1,1,15.5,1,True
workload_2033.cpp,xczu7ev-ffvc1156-2-e,3.33,0.76033224,221,4,0,12,16,cyclic_4_1,cyclic_512_1,block_2_1,cyclic_4_1,block_4_1,block_2_1,unroll_4,unroll_2,1,8,0.321104533319,False
workload_2113.cpp,xczu7ev-ffvc1156-2-e,3.33,0.75868056,204,4,0,12,14,cyclic_4_1,cyclic_512_1,block_2_1,cyclic_4_1,block_8_1,block_2_1,unroll_2,unroll_4,1,7.5,0.327611234276,False
workload_2156.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7580412,299,4,0,13,15,cyclic_4_1,cyclic_512_1,block_2_1,cyclic_4_1,block_8_1,block_2_1,unroll_2,unroll_8,1,8,0.322629894208,False
workload_2007.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10504152,500,5,62,47,65,cyclic_4_1,cyclic_512_1,block_2_1,cyclic_4_1,block_8_1,block_2_1,unroll_4,unroll_16,1,44.75,0.150148781794,False
workload_2072.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10621368,217,5,30,29,36,cyclic_4_1,cyclic_512_1,block_2_1,cyclic_4_1,block_8_1,cyclic_8_1,unroll_2,unroll_16,1,25,0.490359453007,False
workload_1915.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10504152,659,5,62,47,65,cyclic_4_1,cyclic_512_1,block_2_1,cyclic_4_1,block_8_1,cyclic_8_1,unroll_4,unroll_16,1,44.75,0.150148781794,False
workload_1861.cpp,xczu7ev-ffvc1156-2-e,3.33,0.76161096,244,4,0,12,17,cyclic_4_1,cyclic_512_1,block_2_1,cyclic_4_1,complete_1,block_2_1,unroll_4,unroll_2,1,8.25,0.317560095236,False
workload_1993.cpp,xczu7ev-ffvc1156-2-e,3.33,0.76161096,235,4,0,12,17,cyclic_4_1,cyclic_512_1,block_2_1,cyclic_4_1,complete_1,cyclic_8_1,unroll_4,unroll_2,1,8.25,0.317560095236,False
workload_2075.cpp,xczu7ev-ffvc1156-2-e,3.33,0.76033224,230,4,0,12,16,cyclic_4_1,cyclic_512_1,block_2_1,cyclic_4_1,cyclic_4_1,block_2_1,unroll_4,unroll_2,1,8,0.321104533319,False
workload_2198.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7580412,282,4,0,13,14,cyclic_4_1,cyclic_512_1,block_2_1,cyclic_4_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,1,7.75,0.325335558473,False
workload_2551.cpp,xczu7ev-ffvc1156-2-e,3.33,0.76187736,305,4,0,15,21,cyclic_4_1,cyclic_512_1,cyclic_128_1,block_4_1,complete_1,block_4_1,unroll_2,unroll_8,1,10,0.298698017789,False
workload_2702.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07961031,218,25,14,22,24,cyclic_4_1,cyclic_512_1,cyclic_128_1,block_4_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,1,21.25,0.592492697346,False
workload_1911.cpp,xczu7ev-ffvc1156-2-e,3.33,0.76209048,437,4,0,18,29,cyclic_4_1,cyclic_512_1,cyclic_256_1,complete_1,block_8_1,block_4_1,unroll_2,unroll_8,1,12.75,0.269665212034,False
workload_1862.cpp,xczu7ev-ffvc1156-2-e,3.33,0.76209048,256,4,0,17,21,cyclic_4_1,cyclic_512_1,cyclic_256_1,complete_1,block_8_1,cyclic_2_1,unroll_2,unroll_2,1,10.5,0.293259872404,False
workload_2670.cpp,xczu7ev-ffvc1156-2-e,3.33,0.75995928,386,4,0,18,28,cyclic_4_1,cyclic_512_1,cyclic_256_1,cyclic_4_1,block_2_1,block_4_1,unroll_2,unroll_8,1,12.5,0.273459553872,False
workload_2615.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07620039,175,26,14,20,22,cyclic_4_1,cyclic_512_1,cyclic_2_1,cyclic_4_1,block_8_1,cyclic_8_1,pipeline_1,unroll_8,1,20.5,0.613741848656,False
workload_2471.cpp,xczu7ev-ffvc1156-2-e,3.33,0.76187736,291,4,0,14,17,cyclic_4_1,cyclic_512_1,cyclic_64_1,block_4_1,complete_1,block_4_1,unroll_2,unroll_8,1,8.75,0.312030395779,False
workload_2076.cpp,xczu7ev-ffvc1156-2-e,3.33,0.76374216,231,5,0,12,16,cyclic_4_1,cyclic_512_1,cyclic_8_1,cyclic_4_1,block_4_1,block_2_1,unroll_4,unroll_2,1,8.25,0.316112957483,False
workload_2088.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1066932,535,7,55,45,62,cyclic_4_1,cyclic_512_1,cyclic_8_1,cyclic_8_1,block_8_1,cyclic_2_1,unroll_4,unroll_16,1,42.25,0.175501592497,False
workload_2733.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07279047,155,26,14,10,13,cyclic_4_1,cyclic_64_1,cyclic_2_1,cyclic_4_1,block_8_1,cyclic_8_1,pipeline_1,unroll_8,1,15.75,1,True
workload_2779.cpp,xczu7ev-ffvc1156-2-e,3.33,0.75292632,236,4,0,3,6,cyclic_4_1,cyclic_64_1,cyclic_2_1,cyclic_4_1,block_8_1,cyclic_8_1,unroll_2,unroll_8,1,3.25,0.377856231315,False
workload_2774.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07620039,165,27,14,11,14,cyclic_4_1,cyclic_8_1,cyclic_128_1,cyclic_2_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,1,16.5,0.73575019571,False
workload_2732.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07279047,154,28,14,10,12,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,block_2_1,cyclic_2_1,pipeline_1,unroll_8,1,16,0.751625684904,False
workload_2651.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07279047,148,28,14,10,12,cyclic_4_1,cyclic_8_1,cyclic_2_1,cyclic_2_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,1,16,0.751625684904,False
workload_2686.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12006648,122,6,1,2,5,cyclic_4_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,complete_1,block_4_1,unroll_2,pipeline_1,1,3.5,0.97576770887,False
workload_2092.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09366291,1458,7,11,71,39,cyclic_512_1,block_128_1,cyclic_32_1,cyclic_4_1,block_4_1,cyclic_2_1,pipeline_1,unroll_4,1,32,0.333932046821,False
workload_2011.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09366291,1535,7,11,71,39,cyclic_512_1,block_128_1,cyclic_32_1,cyclic_4_1,block_4_1,cyclic_2_1,pipeline_1,unroll_8,1,32,0.333932046821,False
workload_2173.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09118206,2707,7,3,67,27,cyclic_512_1,block_16_1,block_4_1,cyclic_4_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1,26,0.466741961054,False
workload_2086.cpp,xczu7ev-ffvc1156-2-e,3.33,0.15576408,464,4,1,9,25,cyclic_512_1,block_2_1,block_16_1,cyclic_8_1,block_4_1,block_4_1,unroll_2,pipeline_1,1,9.75,0.771236991403,False
workload_2126.cpp,xczu7ev-ffvc1156-2-e,3.33,0.78638616,476,2,0,8,24,cyclic_512_1,block_2_1,block_4_1,cyclic_4_1,block_4_1,block_4_1,unroll_2,unroll_2,1,8.5,0.29689251464,False
workload_2162.cpp,xczu7ev-ffvc1156-2-e,3.33,0.15576408,473,2,1,10,25,cyclic_512_1,block_2_1,block_64_1,cyclic_4_1,complete_1,block_2_1,unroll_2,pipeline_1,1,9.5,0.775715475072,False
workload_1962.cpp,xczu7ev-ffvc1156-2-e,3.33,0.15576408,544,2,1,10,25,cyclic_512_1,block_2_1,block_64_1,cyclic_4_1,complete_1,block_4_1,unroll_2,pipeline_1,1,9.5,0.775715475072,False
workload_2167.cpp,xczu7ev-ffvc1156-2-e,3.33,0.15501816,629,2,1,15,49,cyclic_512_1,block_2_1,block_64_1,cyclic_4_1,complete_1,block_4_1,unroll_4,pipeline_1,1,16.75,0.661643761458,False
workload_2087.cpp,xczu7ev-ffvc1156-2-e,3.33,0.15576408,484,2,1,10,25,cyclic_512_1,block_2_1,block_64_1,cyclic_8_1,complete_1,block_4_1,unroll_2,pipeline_1,1,9.5,0.775715475072,False
workload_2801.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09118206,2660,2,3,67,26,cyclic_512_1,block_2_1,cyclic_2_1,complete_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,1,24.5,0.504495519122,False
