Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_3928.cpp,xcu200-fsgd2104-2-e,5,0.115805,124,0,0,1,1,cyclic_4_1,block_8_1,cyclic_8_1,cyclic_4_1,block_2_1,cyclic_8_1,pipeline_1,unroll_8,1,0.5,0.981610476655,False
workload_4214.cpp,xcu200-fsgd2104-2-e,5,0.115805,122,0,0,1,1,cyclic_4_1,block_8_1,cyclic_8_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,pipeline_1,1,0.5,0.981610476655,False
workload_3870.cpp,xcu200-fsgd2104-2-e,5,0.14716,140,0,0,0,1,cyclic_4_1,block_8_1,cyclic_8_1,cyclic_8_1,complete_1,cyclic_8_1,unroll_4,pipeline_1,1,0.25,0.924816888837,False
workload_3841.cpp,xcu200-fsgd2104-2-e,5,0.11381,185,0,3,1,3,cyclic_4_1,cyclic_128_1,cyclic_128_1,complete_1,block_4_1,block_4_1,pipeline_1,pipeline_1,1,1.75,0.919661992855,False
workload_3750.cpp,xcu200-fsgd2104-2-e,5,0.11381,189,0,3,1,3,cyclic_4_1,cyclic_128_1,cyclic_128_1,complete_1,block_4_1,block_4_1,pipeline_1,unroll_8,1,1.75,0.919661992855,False
workload_3822.cpp,xcu200-fsgd2104-2-e,5,0.14897,1239,0,0,3,13,cyclic_4_1,cyclic_128_1,cyclic_128_1,cyclic_4_1,cyclic_2_1,block_4_1,unroll_32,pipeline_1,1,4,0.686074457287,False
workload_3729.cpp,xcu200-fsgd2104-2-e,5,0.14748,193,0,0,0,2,cyclic_4_1,cyclic_128_1,cyclic_64_1,block_4_1,complete_1,block_4_1,unroll_4,pipeline_1,1,0.5,0.91880484452,False
workload_4042.cpp,xcu200-fsgd2104-2-e,5,0.10869,119,0,3,1,2,cyclic_4_1,cyclic_16_1,block_2_1,block_4_1,block_4_1,cyclic_8_1,pipeline_1,unroll_8,1,1.5,0.947942810128,False
workload_3897.cpp,xcu200-fsgd2104-2-e,5,0.14756,203,0,0,0,2,cyclic_4_1,cyclic_16_1,cyclic_128_1,block_4_1,block_2_1,block_4_1,unroll_4,pipeline_1,1,0.5,0.918582154331,False
workload_3835.cpp,xcu200-fsgd2104-2-e,5,0.14756,201,0,0,0,2,cyclic_4_1,cyclic_16_1,cyclic_128_1,cyclic_4_1,block_2_1,block_4_1,unroll_4,pipeline_1,1,0.5,0.918582154331,False
workload_4248.cpp,xcu200-fsgd2104-2-e,5,0.52444,139,0,0,0,0,cyclic_4_1,cyclic_16_1,cyclic_4_1,block_4_1,block_2_1,cyclic_8_1,unroll_2,unroll_8,1,0,0.144813899569,False
workload_3798.cpp,xcu200-fsgd2104-2-e,5,0.11381,131,0,3,1,2,cyclic_4_1,cyclic_16_1,cyclic_64_1,block_4_1,block_2_1,block_4_1,pipeline_1,pipeline_1,1,1.5,0.938823601272,False
workload_3830.cpp,xcu200-fsgd2104-2-e,5,0.11381,136,0,3,1,2,cyclic_4_1,cyclic_16_1,cyclic_64_1,block_4_1,block_2_1,block_4_1,pipeline_1,unroll_8,1,1.5,0.938823601272,False
workload_3770.cpp,xcu200-fsgd2104-2-e,5,0.14756,172,0,0,0,2,cyclic_4_1,cyclic_16_1,cyclic_64_1,block_4_1,block_2_1,block_4_1,unroll_4,pipeline_1,1,0.5,0.918582154331,False
workload_3854.cpp,xcu200-fsgd2104-2-e,5,0.11381,132,0,3,1,2,cyclic_4_1,cyclic_16_1,cyclic_64_1,block_4_1,block_2_1,complete_1,pipeline_1,pipeline_1,1,1.5,0.938823601272,False
workload_3679.cpp,xcu200-fsgd2104-2-e,5,0.14748,162,0,0,0,2,cyclic_4_1,cyclic_16_1,cyclic_64_1,block_4_1,complete_1,block_4_1,unroll_4,pipeline_1,1,0.5,0.91880484452,False
workload_3883.cpp,xcu200-fsgd2104-2-e,5,0.14756,173,0,0,0,2,cyclic_4_1,cyclic_16_1,cyclic_64_1,cyclic_4_1,block_2_1,block_4_1,unroll_4,pipeline_1,1,0.5,0.918582154331,False
workload_3905.cpp,xcu200-fsgd2104-2-e,5,0.422805,2287,0,0,1,13,cyclic_4_1,cyclic_16_1,cyclic_8_1,cyclic_4_1,complete_1,block_4_1,unroll_64,unroll_2,1,3.5,0.240904156995,False
workload_4001.cpp,xcu200-fsgd2104-2-e,5,0.11522,304,0,1,4,4,cyclic_4_1,cyclic_2_1,block_128_1,complete_1,block_4_1,complete_1,pipeline_1,unroll_2,1,2.25,0.871138698601,False
workload_4033.cpp,xcu200-fsgd2104-2-e,5,0.109355,115,0,1,1,1,cyclic_4_1,cyclic_2_1,block_2_1,complete_1,block_2_1,complete_1,pipeline_1,unroll_2,1,0.75,0.986639792489,False
workload_4084.cpp,xcu200-fsgd2104-2-e,5,0.109355,114,0,1,1,1,cyclic_4_1,cyclic_2_1,block_2_1,complete_1,block_2_1,complete_1,pipeline_1,unroll_4,1,0.75,0.986639792489,False
workload_4072.cpp,xcu200-fsgd2104-2-e,5,0.109355,117,0,1,1,1,cyclic_4_1,cyclic_2_1,block_2_1,complete_1,block_2_1,complete_1,pipeline_1,unroll_8,1,0.75,0.986639792489,False
workload_3975.cpp,xcu200-fsgd2104-2-e,5,0.109355,117.5,0,1,1,1,cyclic_4_1,cyclic_2_1,block_2_1,complete_1,block_4_1,complete_1,pipeline_1,unroll_8,2,0.75,0.986639792489,False
workload_3876.cpp,xcu200-fsgd2104-2-e,5,0.109355,117,0,1,1,1,cyclic_4_1,cyclic_2_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,unroll_2,1,0.75,0.986639792489,False
workload_4184.cpp,xcu200-fsgd2104-2-e,5,0.109355,117,0,1,1,1,cyclic_4_1,cyclic_2_1,block_2_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,1,0.75,0.986639792489,False
workload_4185.cpp,xcu200-fsgd2104-2-e,5,0.109355,119,0,1,1,1,cyclic_4_1,cyclic_2_1,block_2_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll_4,1,0.75,0.986639792489,False
workload_4109.cpp,xcu200-fsgd2104-2-e,5,0.109355,120,0,1,1,1,cyclic_4_1,cyclic_2_1,block_4_1,block_4_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,1,0.75,0.986639792489,False
workload_4178.cpp,xcu200-fsgd2104-2-e,5,0.109355,143,0,1,1,1,cyclic_4_1,cyclic_2_1,block_4_1,complete_1,block_2_1,complete_1,pipeline_1,unroll_2,1,0.75,0.986639792489,False
workload_4196.cpp,xcu200-fsgd2104-2-e,5,0.109355,123,0,1,1,1,cyclic_4_1,cyclic_2_1,block_4_1,complete_1,block_2_1,complete_1,pipeline_1,unroll_8,1,0.75,0.986639792489,False
workload_3970.cpp,xcu200-fsgd2104-2-e,5,0.109355,119,0,1,1,1,cyclic_4_1,cyclic_2_1,block_4_1,complete_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,2,0.75,0.986639792489,False
workload_4039.cpp,xcu200-fsgd2104-2-e,5,0.109355,120,0,1,1,1,cyclic_4_1,cyclic_2_1,block_4_1,complete_1,block_4_1,block_4_1,pipeline_1,unroll_8,1,0.75,0.986639792489,False
workload_4021.cpp,xcu200-fsgd2104-2-e,5,0.109355,119,0,1,1,1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_8_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,1,0.75,0.986639792489,False
workload_4046.cpp,xcu200-fsgd2104-2-e,5,0.109355,119,0,1,1,1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,1,0.75,0.986639792489,False
workload_3871.cpp,xcu200-fsgd2104-2-e,5,0.11452,195,0,1,2,2,cyclic_4_1,cyclic_2_1,block_64_1,cyclic_2_1,complete_1,block_4_1,pipeline_1,unroll_4,1,1.25,0.944261197262,False
workload_3840.cpp,xcu200-fsgd2104-2-e,5,0.11452,195,0,1,2,2,cyclic_4_1,cyclic_2_1,block_64_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_4,1,1.25,0.944261197262,False
workload_3804.cpp,xcu200-fsgd2104-2-e,5,0.114475,117,0,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline_1,unroll_8,1,0.75,0.976055622966,False
workload_3703.cpp,xcu200-fsgd2104-2-e,5,0.114475,116,0,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_2,1,0.75,0.976055622966,False
workload_3868.cpp,xcu200-fsgd2104-2-e,5,0.114475,120,0,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,complete_1,complete_1,pipeline_1,unroll_8,1,0.75,0.976055622966,False
workload_4160.cpp,xcu200-fsgd2104-2-e,5,0.109355,120,0,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_4_1,block_2_1,complete_1,pipeline_1,pipeline_1,1,0.75,0.986639792489,False
workload_4124.cpp,xcu200-fsgd2104-2-e,5,0.109355,111,0,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,block_2_1,complete_1,pipeline_1,pipeline_1,1,0.75,0.986639792489,False
workload_4191.cpp,xcu200-fsgd2104-2-e,5,0.14236,137,0,0,0,1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,block_2_1,cyclic_8_1,unroll_4,pipeline_1,1,0.25,0.941303194721,False
workload_3981.cpp,xcu200-fsgd2104-2-e,5,0.109355,113,0,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,block_4_1,complete_1,pipeline_1,unroll_2,1,0.75,0.986639792489,False
workload_4180.cpp,xcu200-fsgd2104-2-e,5,0.109355,114,0,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,1,0.75,0.986639792489,False
workload_4112.cpp,xcu200-fsgd2104-2-e,5,0.109355,112,0,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,pipeline_1,2,0.75,0.986639792489,False
workload_4058.cpp,xcu200-fsgd2104-2-e,5,0.1418,122,0,0,0,1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_4,pipeline_1,1,0.25,1,True
workload_4041.cpp,xcu200-fsgd2104-2-e,5,0.109355,113,0,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,block_4_1,complete_1,pipeline_1,unroll_2,1,0.75,0.986639792489,False
workload_3914.cpp,xcu200-fsgd2104-2-e,5,0.11032,104,0,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_4_1,complete_1,complete_1,pipeline_1,unroll_2,1,0.75,0.985110485616,False
workload_4146.cpp,xcu200-fsgd2104-2-e,5,0.11032,116,0,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_2_1,pipeline_1,unroll_8,1,0.75,0.985110485616,False
workload_3900.cpp,xcu200-fsgd2104-2-e,5,0.11032,107,0,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,1,0.75,0.985110485616,False
workload_3925.cpp,xcu200-fsgd2104-2-e,5,0.11032,105,0,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_2_1,block_8_1,pipeline_1,unroll_2,1,0.75,0.985110485616,False
workload_3717.cpp,xcu200-fsgd2104-2-e,5,0.11381,140,0,3,1,2,cyclic_4_1,cyclic_32_1,block_16_1,complete_1,block_4_1,block_2_1,pipeline_1,unroll_8,1,1.5,0.938823601272,False
workload_3831.cpp,xcu200-fsgd2104-2-e,5,0.11381,137,0,3,1,2,cyclic_4_1,cyclic_32_1,block_16_1,complete_1,cyclic_4_1,block_2_1,pipeline_1,unroll_4,1,1.5,0.938823601272,False
workload_3788.cpp,xcu200-fsgd2104-2-e,5,0.11381,135,0,3,1,2,cyclic_4_1,cyclic_32_1,block_16_1,cyclic_2_1,block_4_1,block_2_1,pipeline_1,unroll_2,1,1.5,0.938823601272,False
workload_3966.cpp,xcu200-fsgd2104-2-e,5,0.14244,152,0,0,0,1,cyclic_4_1,cyclic_32_1,block_4_1,cyclic_4_1,block_2_1,block_8_1,unroll_4,pipeline_1,1,0.25,0.941027531716,False
workload_3861.cpp,xcu200-fsgd2104-2-e,5,0.11381,161,0,3,1,3,cyclic_4_1,cyclic_32_1,cyclic_128_1,complete_1,block_4_1,block_2_1,pipeline_1,unroll_8,1,1.75,0.919661992855,False
workload_3858.cpp,xcu200-fsgd2104-2-e,5,0.11381,160,0,3,1,3,cyclic_4_1,cyclic_32_1,cyclic_128_1,cyclic_4_1,block_4_1,complete_1,pipeline_1,unroll_2,1,1.75,0.919661992855,False
workload_3965.cpp,xcu200-fsgd2104-2-e,5,0.10869,117,0,3,1,2,cyclic_4_1,cyclic_32_1,cyclic_2_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,1,1.5,0.947942810128,False
workload_3764.cpp,xcu200-fsgd2104-2-e,5,0.14748,167.5,0,0,0,2,cyclic_4_1,cyclic_32_1,cyclic_64_1,block_4_1,complete_1,block_2_1,unroll_4,pipeline_1,2,0.5,0.91880484452,False
workload_3875.cpp,xcu200-fsgd2104-2-e,5,0.11381,138,0,3,1,2,cyclic_4_1,cyclic_32_1,cyclic_64_1,complete_1,block_4_1,block_2_1,pipeline_1,unroll_2,1,1.5,0.938823601272,False
workload_3673.cpp,xcu200-fsgd2104-2-e,5,0.11381,141,0,3,1,2,cyclic_4_1,cyclic_32_1,cyclic_64_1,complete_1,block_4_1,block_2_1,pipeline_1,unroll_8,1,1.5,0.938823601272,False
workload_3810.cpp,xcu200-fsgd2104-2-e,5,0.56644,210,0,0,0,2,cyclic_4_1,cyclic_32_1,cyclic_64_1,complete_1,block_4_1,block_2_1,unroll_4,unroll_8,1,0.5,0.117363357647,False
workload_3915.cpp,xcu200-fsgd2104-2-e,5,0.11381,121,0,3,1,2,cyclic_4_1,cyclic_32_1,cyclic_8_1,block_4_1,complete_1,cyclic_4_1,pipeline_1,pipeline_1,1,1.5,0.938823601272,False
workload_3874.cpp,xcu200-fsgd2104-2-e,5,0.14748,147,0,0,0,1,cyclic_4_1,cyclic_32_1,cyclic_8_1,block_4_1,complete_1,cyclic_8_1,unroll_4,pipeline_1,1,0.25,0.923721940225,False
workload_3943.cpp,xcu200-fsgd2104-2-e,5,0.14748,145,0,0,0,1,cyclic_4_1,cyclic_32_1,cyclic_8_1,cyclic_8_1,complete_1,cyclic_8_1,unroll_4,pipeline_1,1,0.25,0.923721940225,False
workload_4174.cpp,xcu200-fsgd2104-2-e,5,0.10869,124,0,3,1,2,cyclic_4_1,cyclic_4_1,block_2_1,complete_1,block_2_1,complete_1,pipeline_1,unroll_8,1,1.5,0.947942810128,False
workload_3956.cpp,xcu200-fsgd2104-2-e,5,0.14236,132,0,0,0,1,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_4_1,complete_1,cyclic_8_1,unroll_4,pipeline_1,1,0.25,0.941303194721,False
workload_4168.cpp,xcu200-fsgd2104-2-e,5,0.109365,108,0,1,1,1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,complete_1,pipeline_1,pipeline_1,1,0.75,0.986625076079,False
workload_4012.cpp,xcu200-fsgd2104-2-e,5,0.14244,145,0,0,0,1,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,block_4_1,cyclic_8_1,unroll_4,pipeline_1,1,0.25,0.941027531716,False
workload_3877.cpp,xcu200-fsgd2104-2-e,5,0.16732,132,0,0,0,1,cyclic_4_1,cyclic_4_1,cyclic_64_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_8,1,0.25,0.886142735512,False
workload_4020.cpp,xcu200-fsgd2104-2-e,5,0.10869,130,0,3,1,2,cyclic_4_1,cyclic_64_1,block_2_1,complete_1,block_4_1,block_4_1,pipeline_1,unroll_8,1,1.5,0.947942810128,False
workload_3793.cpp,xcu200-fsgd2104-2-e,5,0.10869,128,0,3,1,2,cyclic_4_1,cyclic_64_1,block_2_1,complete_1,block_4_1,complete_1,pipeline_1,unroll_8,1,1.5,0.947942810128,False
workload_3686.cpp,xcu200-fsgd2104-2-e,5,0.14384,711,0,0,1,7,cyclic_4_1,cyclic_64_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,1,2,0.83996390061,False
workload_3727.cpp,xcu200-fsgd2104-2-e,5,0.14385,701,0,0,2,7,cyclic_4_1,cyclic_64_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_32,pipeline_1,1,2.25,0.824749115809,False
workload_3962.cpp,xcu200-fsgd2104-2-e,5,0.10869,129,0,3,1,2,cyclic_4_1,cyclic_64_1,block_2_1,cyclic_8_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,1,1.5,0.947942810128,False
workload_3896.cpp,xcu200-fsgd2104-2-e,5,0.11381,131,0,3,1,2,cyclic_4_1,cyclic_64_1,cyclic_16_1,cyclic_2_1,block_4_1,complete_1,pipeline_1,unroll_8,1,1.5,0.938823601272,False
workload_3960.cpp,xcu200-fsgd2104-2-e,5,0.10869,128,0,3,1,2,cyclic_4_1,cyclic_64_1,cyclic_4_1,block_4_1,complete_1,complete_1,pipeline_1,unroll_2,1,1.5,0.947942810128,False
workload_3843.cpp,xcu200-fsgd2104-2-e,5,0.11381,146,0,3,1,2,cyclic_4_1,cyclic_64_1,cyclic_64_1,complete_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1,1.5,0.938823601272,False
workload_4136.cpp,xcu200-fsgd2104-2-e,5,0.108685,113,0,3,1,2,cyclic_4_1,cyclic_8_1,block_2_1,block_4_1,block_2_1,complete_1,pipeline_1,unroll_2,1,1.5,1,True
workload_4175.cpp,xcu200-fsgd2104-2-e,5,0.108685,120,0,3,1,2,cyclic_4_1,cyclic_8_1,block_2_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,1,1.5,1,True
workload_4003.cpp,xcu200-fsgd2104-2-e,5,0.108685,115,0,3,1,2,cyclic_4_1,cyclic_8_1,block_2_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_8,1,1.5,1,True
workload_4108.cpp,xcu200-fsgd2104-2-e,5,0.108685,116,0,3,1,2,cyclic_4_1,cyclic_8_1,block_2_1,block_4_1,block_4_1,cyclic_8_1,pipeline_1,unroll_4,1,1.5,1,True
workload_4060.cpp,xcu200-fsgd2104-2-e,5,0.108685,114,0,3,1,2,cyclic_4_1,cyclic_8_1,block_2_1,block_4_1,block_4_1,cyclic_8_1,pipeline_1,unroll_8,1,1.5,1,True
workload_4321.cpp,xcu200-fsgd2104-2-e,5,0.16156,115,0,0,0,1,cyclic_4_1,cyclic_8_1,block_4_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_8,1,0.25,0.896596585154,False
workload_4215.cpp,xcu200-fsgd2104-2-e,5,0.108685,116,0,3,1,2,cyclic_4_1,cyclic_8_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,pipeline_1,unroll_8,1,1.5,1,True
workload_4137.cpp,xcu200-fsgd2104-2-e,5,0.108685,114,0,3,1,2,cyclic_4_1,cyclic_8_1,block_4_1,block_4_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,1,1.5,1,True
workload_4153.cpp,xcu200-fsgd2104-2-e,5,0.108685,121,0,3,1,2,cyclic_4_1,cyclic_8_1,block_4_1,block_4_1,block_4_1,cyclic_8_1,pipeline_1,unroll_8,1,1.5,1,True
workload_4313.cpp,xcu200-fsgd2104-2-e,5,0.108685,116,0,3,1,2,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_8_1,block_2_1,cyclic_8_1,pipeline_1,unroll_8,1,1.5,1,True
workload_4197.cpp,xcu200-fsgd2104-2-e,5,0.108685,121,0,3,1,2,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,1,1.5,1,True
workload_4269.cpp,xcu200-fsgd2104-2-e,5,0.108685,121,0,3,1,2,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_8,1,1.5,1,True
workload_4049.cpp,xcu200-fsgd2104-2-e,5,0.108685,111,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_4_1,block_2_1,complete_1,pipeline_1,pipeline_1,1,1.5,1,True
workload_4331.cpp,xcu200-fsgd2104-2-e,5,0.108685,111,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_4_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,1,1.5,1,True
workload_4284.cpp,xcu200-fsgd2104-2-e,5,0.108685,113,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_4_1,block_2_1,cyclic_4_1,pipeline_1,unroll_2,1,1.5,1,True
workload_3995.cpp,xcu200-fsgd2104-2-e,5,0.108685,114,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,1,1.5,1,True
workload_4202.cpp,xcu200-fsgd2104-2-e,5,0.108685,117,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,1,1.5,1,True
workload_4173.cpp,xcu200-fsgd2104-2-e,5,0.108685,118,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline_1,1,1.5,1,True
workload_4176.cpp,xcu200-fsgd2104-2-e,5,0.108685,119,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_4_1,block_4_1,cyclic_4_1,pipeline_1,pipeline_1,1,1.5,1,True
workload_4088.cpp,xcu200-fsgd2104-2-e,5,0.108685,114,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_4_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,1,1.5,1,True
workload_4234.cpp,xcu200-fsgd2104-2-e,5,0.108685,112,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_4_1,complete_1,complete_1,pipeline_1,pipeline_1,1,1.5,1,True
workload_4201.cpp,xcu200-fsgd2104-2-e,5,0.108685,116,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,1,1.5,1,True
workload_4254.cpp,xcu200-fsgd2104-2-e,5,0.108685,112,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1,1.5,1,True
workload_4305.cpp,xcu200-fsgd2104-2-e,5,0.108685,115,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_4_1,block_2_1,cyclic_2_1,pipeline_1,unroll_8,1,1.5,1,True
workload_4135.cpp,xcu200-fsgd2104-2-e,5,0.108685,114,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,1,1.5,1,True
workload_4076.cpp,xcu200-fsgd2104-2-e,5,0.108685,113,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_4_1,block_4_1,cyclic_8_1,pipeline_1,unroll_8,1,1.5,1,True
workload_4133.cpp,xcu200-fsgd2104-2-e,5,0.108685,114,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_2_1,cyclic_8_1,pipeline_1,unroll_8,1,1.5,1,True
workload_4161.cpp,xcu200-fsgd2104-2-e,5,0.52348,111,0,0,0,1,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_2,1,0.25,0.145638917169,False
workload_3923.cpp,xcu200-fsgd2104-2-e,5,0.14732,120,0,0,0,1,cyclic_4_1,cyclic_8_1,cyclic_64_1,block_4_1,complete_1,block_4_1,unroll_2,pipeline_1,1,0.25,0.924269346222,False
workload_3829.cpp,xcu200-fsgd2104-2-e,5,0.113805,131,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_64_1,complete_1,block_4_1,block_4_1,pipeline_1,unroll_2,1,1.5,0.938833241397,False
workload_3879.cpp,xcu200-fsgd2104-2-e,5,0.113805,129,0,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_64_1,complete_1,block_4_1,complete_1,pipeline_1,unroll_2,1,1.5,0.938833241397,False
workload_3682.cpp,xcu200-fsgd2104-2-e,5,0.174195,1447,0,0,3,6,cyclic_64_1,block_16_1,block_16_1,complete_1,cyclic_2_1,block_8_1,unroll_64,pipeline_1,1,2.25,0.7526433202,False
workload_3778.cpp,xcu200-fsgd2104-2-e,5,0.17168,239,0,0,1,3,cyclic_64_1,block_16_1,block_16_1,complete_1,cyclic_2_1,block_8_1,unroll_8,pipeline_1,1,1,0.840022200474,False
workload_3745.cpp,xcu200-fsgd2104-2-e,5,0.174195,1467,0,0,3,7,cyclic_64_1,block_16_1,block_64_1,complete_1,cyclic_2_1,block_8_1,unroll_64,pipeline_1,1,2.5,0.737396480775,False
workload_3806.cpp,xcu200-fsgd2104-2-e,5,0.1718,138,0,0,0,2,cyclic_64_1,block_16_1,cyclic_16_1,block_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,1,0.5,0.865105197151,False
workload_3712.cpp,xcu200-fsgd2104-2-e,5,0.174195,1775,0,0,3,9,cyclic_64_1,block_16_1,cyclic_64_1,complete_1,cyclic_2_1,block_8_1,unroll_64,pipeline_1,1,3,0.711004760859,False
workload_3756.cpp,xcu200-fsgd2104-2-e,5,0.17136,242,0,0,0,3,cyclic_64_1,block_8_1,block_16_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_8,pipeline_1,1,0.75,0.854298501042,False
workload_3889.cpp,xcu200-fsgd2104-2-e,5,0.141485,248,0,0,1,2,cyclic_8_1,block_8_1,cyclic_128_1,cyclic_4_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,1,0.75,0.918442544155,False
workload_3884.cpp,xcu200-fsgd2104-2-e,5,0.133965,120,0,7,2,2,cyclic_8_1,cyclic_16_1,cyclic_4_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,1,2.75,0.805840706747,False
workload_3799.cpp,xcu200-fsgd2104-2-e,5,0.1718,215,0,0,0,2,cyclic_8_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,block_2_1,cyclic_2_1,unroll_8,pipeline_1,1,0.5,0.865105197151,False
workload_3711.cpp,xcu200-fsgd2104-2-e,5,0.6123,1261,0,0,1,10,cyclic_8_1,cyclic_8_1,block_32_1,complete_1,block_8_1,cyclic_8_1,unroll_32,unroll_4,1,2.75,0.101149452355,False
workload_3699.cpp,xcu200-fsgd2104-2-e,5,0.6123,1795,0,0,1,13,cyclic_8_1,cyclic_8_1,block_64_1,complete_1,block_8_1,cyclic_8_1,unroll_32,unroll_4,1,3.5,0.100707914749,False
workload_3734.cpp,xcu200-fsgd2104-2-e,5,0.6123,956,0,0,1,8,cyclic_8_1,cyclic_8_1,cyclic_16_1,complete_1,block_8_1,cyclic_8_1,unroll_32,unroll_4,1,2.25,0.101424278367,False
