Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_4647.cpp,xcu200-fsgd2104-2-e,5,234.65013,333,0,1,0,2,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_8,1,0.75,0.649216729691,False
workload_4177.cpp,xcu200-fsgd2104-2-e,5,236.08301,1383,0,1,0,3,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_32,unroll_64,unroll_64,unroll_4,unroll_4,1,1,0.646697932503,False
workload_4301.cpp,xcu200-fsgd2104-2-e,5,42.07033,295,0,0,2,3,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.25,0.980485471757,False
workload_4350.cpp,xcu200-fsgd2104-2-e,5,42.07229,442,0,0,1,3,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_64,unroll_64,unroll_2,pipeline_1,1,1,0.990183248901,False
workload_4484.cpp,xcu200-fsgd2104-2-e,5,42.28521,163,0,0,1,2,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_2,unroll_2,unroll_2,pipeline_1,1,0.75,0.999549210269,False
workload_4589.cpp,xcu200-fsgd2104-2-e,5,236.10637,434,0,1,0,2,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_4,1,0.75,0.64689259443,False
workload_4523.cpp,xcu200-fsgd2104-2-e,5,234.65037,568,0,1,0,2,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_8,1,0.75,0.649216346249,False
workload_4648.cpp,xcu200-fsgd2104-2-e,5,236.10757,331,0,1,0,2,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_4,pipeline_1,unroll_64,unroll_2,unroll_4,1,0.75,0.646890681282,False
workload_4337.cpp,xcu200-fsgd2104-2-e,5,236.07885,461,0,1,0,2,block_2_2,cyclic_2_2,block_32_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,unroll_4,1,0.75,0.646936470216,False
workload_4380.cpp,xcu200-fsgd2104-2-e,5,733.27197,160,0,0,0,1,block_2_2,cyclic_2_2,cyclic_16_1,block_8_1,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_2,1,0.25,0.411781974869,False
workload_4117.cpp,xcu200-fsgd2104-2-e,5,733.97765,779,0,0,0,3,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_16,unroll_4,unroll_16,unroll_32,unroll_2,unroll_2,unroll_2,1,0.75,0.410286157502,False
workload_3940.cpp,xcu200-fsgd2104-2-e,5,734.29965,1110,0,0,1,3,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_16,unroll_4,unroll_16,unroll_32,unroll_2,unroll_4,unroll_2,1,1,0.40764252289,False
workload_4580.cpp,xcu200-fsgd2104-2-e,5,700.55589,295,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_4,1,0.5,0.452532886679,False
workload_4388.cpp,xcu200-fsgd2104-2-e,5,733.11261,538,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_32,unroll_2,pipeline_1,unroll_64,unroll_64,unroll_2,unroll_2,1,0.5,0.412093179494,False
workload_4348.cpp,xcu200-fsgd2104-2-e,5,733.81069,584,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_32,unroll_4,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_2,1,0.5,0.411253041269,False
workload_4457.cpp,xcu200-fsgd2104-2-e,5,42.01165,245,0,0,2,3,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.25,0.980544751316,False
workload_4456.cpp,xcu200-fsgd2104-2-e,5,700.70525,498,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_4,unroll_4,1,0.5,0.452341738969,False
workload_4462.cpp,xcu200-fsgd2104-2-e,5,42.06789,294,0,0,1,2,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.999993618955,False
workload_4203.cpp,xcu200-fsgd2104-2-e,5,42.93941,798,0,0,4,7,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_2,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_64,unroll_4,pipeline_1,1,2.75,0.904689819114,False
workload_4378.cpp,xcu200-fsgd2104-2-e,5,42.06397,878,0,0,4,6,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_4,unroll_4,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,pipeline_1,1,2.5,0.923316651552,False
workload_4182.cpp,xcu200-fsgd2104-2-e,5,734.171,595,0,0,1,3,block_2_2,cyclic_2_2,cyclic_16_1,complete_2,unroll_4,unroll_4,unroll_4,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_2,1,1,0.407786333238,False
workload_4236.cpp,xcu200-fsgd2104-2-e,5,734.02501,336,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_16,unroll_4,unroll_2,unroll_2,unroll_2,1,0.5,0.410995334642,False
workload_4649.cpp,xcu200-fsgd2104-2-e,5,728.79229,1168,0,0,1,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_2_1,unroll_2,unroll_32,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_8,unroll_4,1,1,0.413764906843,False
workload_4338.cpp,xcu200-fsgd2104-2-e,5,43.02333,297,0,0,1,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1,0.989167586087,False
workload_4390.cpp,xcu200-fsgd2104-2-e,5,733.10789,303,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_2,1,0.5,0.412098863861,False
workload_4291.cpp,xcu200-fsgd2104-2-e,5,733.11941,168,0,0,0,1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_2,2,0.25,0.411965613377,False
workload_4255.cpp,xcu200-fsgd2104-2-e,5,733.81936,292,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_2,1,0.5,0.411242614056,False
workload_4356.cpp,xcu200-fsgd2104-2-e,5,42.06673,253,0,0,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_4_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,3,0.75,0.999995991392,False
workload_4545.cpp,xcu200-fsgd2104-2-e,5,475.98277,464,0,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_4_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_8,1,1,0.451991000723,False
workload_4389.cpp,xcu200-fsgd2104-2-e,5,700.70337,639,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_4_1,unroll_2,unroll_16,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,unroll_4,1,0.5,0.45234414463,False
workload_4325.cpp,xcu200-fsgd2104-2-e,5,42.12089,241,0,0,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_4_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_4,unroll_64,unroll_2,pipeline_1,1,0.75,0.999885226449,False
workload_4527.cpp,xcu200-fsgd2104-2-e,5,700.55789,384,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_4_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_4,1,0.5,0.45253032678,False
workload_4424.cpp,xcu200-fsgd2104-2-e,5,42.06821,186,0,0,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.99999296449,False
workload_4564.cpp,xcu200-fsgd2104-2-e,5,700.55615,276,0,0,0,1.5,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_4,2,0.375,0.449424419626,False
workload_4713.cpp,xcu200-fsgd2104-2-e,5,475.98217,403,0,1,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_8,1,0.75,0.452448303773,False
workload_4477.cpp,xcu200-fsgd2104-2-e,5,42.01013,252,0,0,2,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.25,0.980546284454,False
workload_4318.cpp,xcu200-fsgd2104-2-e,5,42.06677,254,0,0,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,3,0.75,0.999995909584,False
workload_4549.cpp,xcu200-fsgd2104-2-e,5,700.55673,336,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_4,2,0.5,0.45253181152,False
workload_4335.cpp,xcu200-fsgd2104-2-e,5,733.77873,360,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_4,unroll_2,1,0.5,0.411291480349,False
workload_4223.cpp,xcu200-fsgd2104-2-e,5,733.83137,399,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,unroll_2,1,0.5,0.411228170188,False
workload_4466.cpp,xcu200-fsgd2104-2-e,5,42.06637,325,0,0,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.999996727666,False
workload_4184.cpp,xcu200-fsgd2104-2-e,5,700.70337,650,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,unroll_4,3,0.5,0.45234414463,False
workload_4422.cpp,xcu200-fsgd2104-2-e,5,733.10797,239,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_4,pipeline_1,unroll_64,unroll_2,unroll_2,1,0.5,0.412098767515,False
workload_4522.cpp,xcu200-fsgd2104-2-e,5,700.55849,304.5,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,unroll_4,2,0.5,0.452529558812,False
workload_4207.cpp,xcu200-fsgd2104-2-e,5,53.65957,473,0,0,2,4,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_4,unroll_16,unroll_4,unroll_64,unroll_2,pipeline_1,1,1.5,0.953558119282,False
workload_4299.cpp,xcu200-fsgd2104-2-e,5,42.06757,680,0,0,4,6,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_16,unroll_4,unroll_16,unroll_4,unroll_64,unroll_4,pipeline_1,1,2.5,0.923316029884,False
workload_4358.cpp,xcu200-fsgd2104-2-e,5,42.12289,231,0,0,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_16,unroll_4,unroll_64,unroll_2,pipeline_1,1,0.75,0.999881136293,False
workload_4266.cpp,xcu200-fsgd2104-2-e,5,733.83489,345,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,unroll_2,1,0.5,0.411223936912,False
workload_4494.cpp,xcu200-fsgd2104-2-e,5,42.06797,208,0,0,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.999993455338,False
workload_4567.cpp,xcu200-fsgd2104-2-e,5,475.98253,520,0,1,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_8,1,0.75,0.452448303565,False
workload_4607.cpp,xcu200-fsgd2104-2-e,5,700.55617,487,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_4,1,0.5,0.452532528292,False
workload_4275.cpp,xcu200-fsgd2104-2-e,5,475.98421,668,0,1,1,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_8,1,1.25,0.451142165831,False
workload_4238.cpp,xcu200-fsgd2104-2-e,5,42.01221,486,0,0,2,4,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.5,0.961307709081,False
workload_4529.cpp,xcu200-fsgd2104-2-e,5,42.06725,243,0,0,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_32,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.999994927885,False
workload_4506.cpp,xcu200-fsgd2104-2-e,5,476.14861,381,0,1,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,unroll_8,1,0.75,0.452448207262,False
workload_4483.cpp,xcu200-fsgd2104-2-e,5,700.55825,327,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_4,1,0.5,0.452529865999,False
workload_4209.cpp,xcu200-fsgd2104-2-e,5,42.12089,229.5,0,0,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_4,unroll_64,unroll_2,pipeline_1,2,0.75,0.999885226449,False
workload_4361.cpp,xcu200-fsgd2104-2-e,5,476.03689,458,0,1,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_4,unroll_64,unroll_2,unroll_8,1,1,0.451990884249,False
workload_4239.cpp,xcu200-fsgd2104-2-e,5,42.06489,315.5,0,0,2,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,pipeline_1,2,1.25,0.980490974914,False
workload_4515.cpp,xcu200-fsgd2104-2-e,5,42.06789,287,0,0,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.999993618955,False
workload_4345.cpp,xcu200-fsgd2104-2-e,5,700.55789,392,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_4,3,0.5,0.45253032678,False
workload_4446.cpp,xcu200-fsgd2104-2-e,5,42.01397,362,0,0,2,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.25,0.980542411031,False
workload_4412.cpp,xcu200-fsgd2104-2-e,5,733.77989,415,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,unroll_2,1,0.5,0.411290085147,False
workload_4290.cpp,xcu200-fsgd2104-2-e,5,700.70489,592,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,unroll_4,2,0.5,0.452342199627,False
workload_4500.cpp,xcu200-fsgd2104-2-e,5,42.23381,167,0,0,1,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,1,0.75,0.999654310826,False
workload_4365.cpp,xcu200-fsgd2104-2-e,5,42.01349,250,0,0,2,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_4,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.25,0.980542895251,False
workload_4498.cpp,xcu200-fsgd2104-2-e,5,700.55897,291,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,unroll_4,1,0.5,0.452528944438,False
workload_4330.cpp,xcu200-fsgd2104-2-e,5,733.86509,511,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_4,unroll_16,unroll_4,unroll_64,unroll_2,unroll_2,1,0.5,0.411187618506,False
workload_4449.cpp,xcu200-fsgd2104-2-e,5,42.06953,347,0,0,1,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_32,unroll_2,pipeline_1,1,1,0.990186057661,False
workload_4159.cpp,xcu200-fsgd2104-2-e,5,733.83097,601,0,0,0,2,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_64,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,unroll_2,1,0.5,0.411228651244,False
workload_4253.cpp,xcu200-fsgd2104-2-e,5,734.56321,492,0,0,1,3,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_4,unroll_2,1,1,0.407347816407,False
workload_4554.cpp,xcu200-fsgd2104-2-e,5,40.35285,468,0,0,4,6,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_8,pipeline_1,1,2.5,0.923444197569,False
workload_4397.cpp,xcu200-fsgd2104-2-e,5,42.013445,1608,0,0,8,11,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,unroll_8,unroll_4,unroll_2,unroll_4,pipeline_1,unroll_64,unroll_4,pipeline_1,1,4.75,0.763683083238,False
workload_4382.cpp,xcu200-fsgd2104-2-e,5,235.44465,388,0,1,0,2,block_2_2,cyclic_2_2,cyclic_2_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_16,unroll_2,unroll_8,1,0.75,0.64794807787,False
workload_4682.cpp,xcu200-fsgd2104-2-e,5,707.20637,447,0,0,0,2,block_2_2,cyclic_2_2,cyclic_32_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_4,1,0.5,0.444071971984,False
workload_4136.cpp,xcu200-fsgd2104-2-e,5,237.46399,819,0,1,1,5,block_2_2,cyclic_2_2,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_4,unroll_32,unroll_2,unroll_16,unroll_4,unroll_4,1,1.75,0.640998702036,False
workload_4416.cpp,xcu200-fsgd2104-2-e,5,42.06673,231.5,0,0,1,2,block_2_2,cyclic_2_2,cyclic_8_1,complete_2,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,2,0.75,0.999995991392,False
workload_4495.cpp,xcu200-fsgd2104-2-e,5,236.10673,270,0,1,0,2,block_2_2,cyclic_2_2,cyclic_8_1,complete_2,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_4,1,0.75,0.646892020485,False
workload_4298.cpp,xcu200-fsgd2104-2-e,5,728.56385,326,0,0,0,2,block_2_2,cyclic_2_2,cyclic_8_1,complete_2,unroll_2,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_2,2,0.5,0.417595331532,False
workload_4503.cpp,xcu200-fsgd2104-2-e,5,42.06653,266,0,0,1,2,block_2_2,cyclic_2_2,cyclic_8_1,complete_2,unroll_2,unroll_32,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.999996400433,False
workload_4245.cpp,xcu200-fsgd2104-2-e,5,150.09033,900,0,1,1,4,block_2_2,cyclic_2_2,cyclic_8_1,complete_2,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_16,1,1.5,0.788840826954,False
workload_4505.cpp,xcu200-fsgd2104-2-e,5,236.10673,279,0,1,0,2,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_4,1,0.75,0.646892020485,False
workload_4308.cpp,xcu200-fsgd2104-2-e,5,42.02237,296,0,0,2,3,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_32,pipeline_1,unroll_16,unroll_4,pipeline_1,1,1.25,0.980533935231,False
workload_4090.cpp,xcu200-fsgd2104-2-e,5,728.81865,1004,0,0,1,3,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_16,unroll_32,unroll_2,unroll_4,unroll_2,2,1,0.413735813459,False
workload_4199.cpp,xcu200-fsgd2104-2-e,5,728.86601,522,0,0,1,2,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_16,unroll_4,unroll_2,unroll_4,unroll_2,1,0.75,0.416315317983,False
workload_4470.cpp,xcu200-fsgd2104-2-e,5,234.66221,316,0,1,0,2,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_16,unroll_2,unroll_8,1,0.75,0.649197429938,False
workload_4357.cpp,xcu200-fsgd2104-2-e,5,235.44425,557,0,1,0,3,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_2_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_16,unroll_2,unroll_8,1,1,0.647715975148,False
workload_4302.cpp,xcu200-fsgd2104-2-e,5,43.02129,300,0,0,1,3,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1,0.989169866196,False
workload_4322.cpp,xcu200-fsgd2104-2-e,5,728.99329,322,0,0,0,2,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_2,1,0.5,0.417073828482,False
workload_4229.cpp,xcu200-fsgd2104-2-e,5,43.13413,905,0,0,2,5,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_2_1,unroll_2,unroll_8,unroll_4,unroll_16,unroll_32,unroll_2,unroll_2,pipeline_1,1,1.75,0.958727402687,False
workload_4520.cpp,xcu200-fsgd2104-2-e,5,42.02005,231,0,0,2,3,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_4_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_4,pipeline_1,1,1.25,0.980536276535,False
workload_4581.cpp,xcu200-fsgd2104-2-e,5,234.65017,329,0,1,0,2,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_4_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_8,1,0.75,0.649216665784,False
workload_4563.cpp,xcu200-fsgd2104-2-e,5,42.01017,233,0,0,2,3,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_4_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_4,pipeline_1,1,1.25,0.980546244109,False
workload_4465.cpp,xcu200-fsgd2104-2-e,5,234.66065,353,0,1,0,2,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_4_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_16,unroll_2,unroll_8,1,0.75,0.649199922271,False
workload_4441.cpp,xcu200-fsgd2104-2-e,5,234.65077,377,0,1,0,2,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_4_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_8,5,0.75,0.649215707179,False
workload_4612.cpp,xcu200-fsgd2104-2-e,5,234.65041,456,0,1,0,2,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_4_1,unroll_2,unroll_16,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_8,1,0.75,0.649216282342,False
workload_4543.cpp,xcu200-fsgd2104-2-e,5,234.66181,375,0,1,0,2,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_4_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_16,unroll_2,unroll_8,1,0.75,0.649198068998,False
workload_4558.cpp,xcu200-fsgd2104-2-e,5,236.10789,325,0,1,0,2,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_4_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_4,1,0.75,0.64689017111,False
workload_4346.cpp,xcu200-fsgd2104-2-e,5,43.01817,215,0,0,1,2,block_2_2,cyclic_2_2,cyclic_8_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.998051152498,False
