Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_5469.cpp,xcu200-fsgd2104-2-e,3.33,37.41689898,202,0,0,1,2,block_2_2,block_16_1,block_32_1,complete_2,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.989862818523,False
workload_5092.cpp,xcu200-fsgd2104-2-e,3.33,209.18016378,984,0,0,2,4,block_2_2,block_16_1,cyclic_2_1,block_8_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,unroll_8,1,1.5,0.755514057016,False
workload_5500.cpp,xcu200-fsgd2104-2-e,3.33,37.4165793,233,0,0,1,2,block_2_2,block_16_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.989863205422,False
workload_5599.cpp,xcu200-fsgd2104-2-e,3.33,35.9714925,343,0,0,3,4,block_2_2,block_16_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,1,1.75,0.949779008811,False
workload_5509.cpp,xcu200-fsgd2104-2-e,3.33,37.41689898,209,0,0,1,2,block_2_2,block_16_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.989862818523,False
workload_5522.cpp,xcu200-fsgd2104-2-e,3.33,409.9591305,889,0,0,1,3,block_2_2,block_16_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_16,unroll_2,1,1,0.435531194356,False
workload_5289.cpp,xcu200-fsgd2104-2-e,3.33,35.9240733,860,0,0,9,11,block_2_2,block_16_1,cyclic_32_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_8,unroll_4,unroll_64,unroll_16,pipeline_1,1,5,0.808178267779,False
workload_5137.cpp,xcu200-fsgd2104-2-e,3.33,38.19758418,1023,0,0,5,8,block_2_2,block_2_1,block_32_1,block_2_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_8,unroll_64,unroll_2,pipeline_1,1,3.25,0.87252595508,False
workload_4992.cpp,xcu200-fsgd2104-2-e,3.33,38.21569938,935,0,0,5,8,block_2_2,block_2_1,block_32_1,block_4_1,unroll_2,unroll_16,unroll_4,unroll_8,unroll_4,unroll_64,unroll_2,pipeline_1,1,3.25,0.872522966883,False
workload_4871.cpp,xcu200-fsgd2104-2-e,3.33,38.43550602,710,0,0,7,9,block_2_2,block_2_1,block_32_1,cyclic_8_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,pipeline_1,1,4,0.85355811224,False
workload_5068.cpp,xcu200-fsgd2104-2-e,3.33,38.38331826,1049,0,0,7,10,block_2_2,block_2_1,cyclic_2_1,block_2_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_64,unroll_4,pipeline_1,1,4.25,0.844303177972,False
workload_5107.cpp,xcu200-fsgd2104-2-e,3.33,38.38331826,1061,0,0,7,10,block_2_2,block_2_1,cyclic_2_1,block_4_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_64,unroll_4,pipeline_1,1,4.25,0.844303177972,False
workload_4945.cpp,xcu200-fsgd2104-2-e,3.33,38.43550602,713,0,0,7,9,block_2_2,block_2_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,pipeline_1,1,4,0.85355811224,False
workload_5103.cpp,xcu200-fsgd2104-2-e,3.33,38.52874602,836,0,0,7,11,block_2_2,block_2_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,pipeline_1,1,4.5,0.841782497356,False
workload_5076.cpp,xcu200-fsgd2104-2-e,3.33,38.51063082,890,0,0,7,11,block_2_2,block_2_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_8,unroll_2,unroll_4,pipeline_1,1,4.5,0.841802681107,False
workload_5000.cpp,xcu200-fsgd2104-2-e,3.33,38.62635498,1029,0,0,7,11,block_2_2,block_2_1,cyclic_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_64,unroll_4,pipeline_1,1,4.5,0.841673700582,False
workload_5138.cpp,xcu200-fsgd2104-2-e,3.33,60.49699578,497,0,0,4,6,block_2_2,block_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_4,pipeline_1,1,2.5,0.881924763094,False
workload_5184.cpp,xcu200-fsgd2104-2-e,3.33,422.04665754,474,0,0,1,2,block_2_2,block_32_1,cyclic_16_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_16,unroll_2,unroll_2,unroll_2,unroll_8,1,0.75,0.418660995099,False
workload_5155.cpp,xcu200-fsgd2104-2-e,3.33,59.68117242,226,0,0,1,2,block_2_2,block_32_1,cyclic_16_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_16,unroll_4,unroll_64,unroll_2,pipeline_1,1,0.75,0.944827025795,False
workload_5312.cpp,xcu200-fsgd2104-2-e,3.33,37.46309274,265,0,0,2,3,block_2_2,block_32_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_4,unroll_16,unroll_2,pipeline_1,1,1.25,0.969663105452,False
workload_5073.cpp,xcu200-fsgd2104-2-e,3.33,645.64875162,351,0,0,0,2,block_2_2,block_32_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_4,unroll_2,unroll_64,unroll_4,unroll_2,1,0.5,0.177300615007,False
workload_5020.cpp,xcu200-fsgd2104-2-e,3.33,645.61145562,340,0,0,0,2,block_2_2,block_32_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_4,unroll_4,unroll_64,unroll_4,unroll_2,1,0.5,0.177327224124,False
workload_5118.cpp,xcu200-fsgd2104-2-e,3.33,59.68412946,471,0,0,2,4,block_2_2,block_32_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_8,unroll_4,unroll_16,unroll_4,unroll_64,unroll_2,pipeline_1,1,1.5,0.923828036302,False
workload_5639.cpp,xcu200-fsgd2104-2-e,3.33,35.97181218,325,0,0,3,4,block_2_2,block_32_1,cyclic_2_1,complete_2,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,1,1.75,0.949778643785,False
workload_5246.cpp,xcu200-fsgd2104-2-e,3.33,37.45568682,444,0,0,2,4,block_2_2,block_32_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_8,unroll_4,unroll_16,unroll_4,unroll_64,unroll_2,pipeline_1,1,1.5,0.949893615937,False
workload_5676.cpp,xcu200-fsgd2104-2-e,3.33,35.89551522,723,0,0,7,9,block_2_2,block_32_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_16,pipeline_1,1,4,0.853976184635,False
workload_5627.cpp,xcu200-fsgd2104-2-e,3.33,35.8958349,697,0,0,7,8,block_2_2,block_32_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_16,pipeline_1,1,3.75,0.872685256575,False
workload_5692.cpp,xcu200-fsgd2104-2-e,3.33,208.63961154,347,0,0,0,2,block_2_2,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_4,unroll_2,unroll_2,unroll_8,1,0.5,0.794690678544,False
workload_5668.cpp,xcu200-fsgd2104-2-e,3.33,208.5306273,450,0,0,0,2,block_2_2,block_32_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_8,1,0.5,0.794807470556,False
workload_5418.cpp,xcu200-fsgd2104-2-e,3.33,35.89975098,369.5,0,0,4,5,block_2_2,block_32_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_8,pipeline_1,2,2.25,0.920496416757,False
workload_5409.cpp,xcu200-fsgd2104-2-e,3.33,37.52958618,263,0,0,1,3,block_2_2,cyclic_16_1,block_32_1,complete_2,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1,0.969762858514,False
workload_5226.cpp,xcu200-fsgd2104-2-e,3.33,37.49178402,373,0,0,2,3,block_2_2,cyclic_2_1,block_32_1,block_8_1,unroll_2,pipeline_1,unroll_4,unroll_16,unroll_2,unroll_64,unroll_2,pipeline_1,1,1.25,0.969628693294,False
workload_5212.cpp,xcu200-fsgd2104-2-e,3.33,37.48999914,217,0,0,2,3,block_2_2,cyclic_2_1,block_32_1,block_8_1,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline_1,1,1.25,0.969630835196,False
workload_5230.cpp,xcu200-fsgd2104-2-e,3.33,37.45270314,335,0,0,3,4,block_2_2,cyclic_2_1,block_32_1,block_8_1,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_4,pipeline_1,1,1.75,0.948057522745,False
workload_5190.cpp,xcu200-fsgd2104-2-e,3.33,37.52519058,333,0,0,3,4,block_2_2,cyclic_2_1,block_32_1,block_8_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,pipeline_1,1,1.75,0.947971728472,False
workload_5202.cpp,xcu200-fsgd2104-2-e,3.33,37.41825762,210,0,0,1,2,block_2_2,cyclic_2_1,block_32_1,complete_2,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.989861174035,False
workload_5352.cpp,xcu200-fsgd2104-2-e,3.33,59.71748274,159,0,0,1,2,block_2_2,cyclic_2_1,block_32_1,complete_2,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,pipeline_1,1,0.75,0.944744108115,False
workload_5386.cpp,xcu200-fsgd2104-2-e,3.33,37.41982938,359,0,0,2,3,block_2_2,cyclic_2_1,block_32_1,complete_2,unroll_2,unroll_4,unroll_4,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.25,0.969714922224,False
workload_5367.cpp,xcu200-fsgd2104-2-e,3.33,35.90465274,802,0,0,7,9,block_2_2,cyclic_2_1,block_32_1,complete_2,unroll_2,unroll_4,unroll_4,unroll_16,pipeline_1,unroll_64,unroll_8,pipeline_1,1,4,0.853976298468,False
workload_5331.cpp,xcu200-fsgd2104-2-e,3.33,35.90681058,673,0,0,7,9,block_2_2,cyclic_2_1,block_32_1,complete_2,unroll_2,unroll_4,unroll_4,unroll_2,pipeline_1,unroll_64,unroll_8,pipeline_1,1,4,0.853976323608,False
workload_5414.cpp,xcu200-fsgd2104-2-e,3.33,35.90513226,730,0,0,7,9,block_2_2,cyclic_2_1,block_32_1,complete_2,unroll_2,unroll_4,unroll_4,unroll_8,pipeline_1,unroll_64,unroll_8,pipeline_1,1,4,0.853976304112,False
workload_5438.cpp,xcu200-fsgd2104-2-e,3.33,37.41679242,160,0,0,1,2,block_2_2,cyclic_2_1,block_32_1,complete_2,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,0.75,0.989862947491,False
workload_5650.cpp,xcu200-fsgd2104-2-e,3.33,35.89991082,318,0,0,3,4,block_2_2,cyclic_2_1,block_32_1,complete_2,unroll_2,unroll_8,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,1.75,0.949860673433,False
workload_5405.cpp,xcu200-fsgd2104-2-e,3.33,37.41727194,149.5,0,0,1,1,block_2_2,cyclic_2_1,block_32_1,complete_2,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline_1,2,0.5,1,True
workload_5556.cpp,xcu200-fsgd2104-2-e,3.33,37.4167125,180,0,0,1,2,block_2_2,cyclic_2_1,block_32_1,complete_2,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.989863044216,False
workload_5401.cpp,xcu200-fsgd2104-2-e,3.33,35.97261138,598,0,0,7,8,block_2_2,cyclic_2_1,block_32_1,complete_2,unroll_2,unroll_8,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,1,3.75,0.872599849631,False
workload_5292.cpp,xcu200-fsgd2104-2-e,3.33,59.75331354,159,0,0,1,2,block_2_2,cyclic_2_1,block_32_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_4,unroll_2,unroll_2,pipeline_1,1,0.75,0.944662281577,False
workload_5507.cpp,xcu200-fsgd2104-2-e,3.33,37.4167125,185,0,0,1,2,block_2_2,cyclic_2_1,block_32_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.989863044216,False
workload_5250.cpp,xcu200-fsgd2104-2-e,3.33,37.48965282,232,0,0,2,3,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline_1,2,1.25,0.969631250771,False
workload_5189.cpp,xcu200-fsgd2104-2-e,3.33,37.4520105,367,0,0,3,5,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_4,pipeline_1,1,2,0.938218811615,False
workload_5272.cpp,xcu200-fsgd2104-2-e,3.33,37.49058522,166,0,0,1,2,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline_1,1,0.75,0.989773245234,False
workload_5151.cpp,xcu200-fsgd2104-2-e,3.33,59.71950738,250,0,0,1,3,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_16,unroll_4,unroll_16,pipeline_1,unroll_2,unroll_2,pipeline_1,1,1,0.938195114805,False
workload_5326.cpp,xcu200-fsgd2104-2-e,3.33,37.42486434,182,0,0,1,2,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_16,unroll_2,pipeline_1,1,0.75,0.989853173518,False
workload_5247.cpp,xcu200-fsgd2104-2-e,3.33,37.49039874,164,0,0,1,2,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,pipeline_1,2,0.75,0.989773472907,False
workload_5324.cpp,xcu200-fsgd2104-2-e,3.33,59.65197498,166,0,0,1,2,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_16,unroll_2,pipeline_1,1,0.75,0.944893697716,False
workload_5313.cpp,xcu200-fsgd2104-2-e,3.33,57.2972121,579,0,0,6,8,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_16,pipeline_1,1,3.5,0.854116860755,False
workload_5362.cpp,xcu200-fsgd2104-2-e,3.33,35.90681058,682,0,0,7,9,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_4,unroll_4,unroll_2,pipeline_1,unroll_64,unroll_8,pipeline_1,1,4,0.853976323608,False
workload_5285.cpp,xcu200-fsgd2104-2-e,3.33,35.97165234,405,0,0,3,5,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_16,unroll_2,unroll_64,unroll_8,pipeline_1,1,2,0.939934189193,False
workload_5580.cpp,xcu200-fsgd2104-2-e,3.33,35.9728245,319,0,0,3,4,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,1,1.75,0.949777487851,False
workload_5682.cpp,xcu200-fsgd2104-2-e,3.33,37.41727194,158,0,0,1,2,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,0.75,0.989862367121,False
workload_5569.cpp,xcu200-fsgd2104-2-e,3.33,35.95771962,593,0,0,7,8,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_16,pipeline_1,1,3.75,0.872616419794,False
workload_5543.cpp,xcu200-fsgd2104-2-e,3.33,37.48885362,153,0,0,1,1,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline_1,1,0.5,0.999825746663,False
workload_5481.cpp,xcu200-fsgd2104-2-e,3.33,35.97114618,335,0,0,3,4,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,3,1.75,0.949779404253,False
workload_5221.cpp,xcu200-fsgd2104-2-e,3.33,35.89900506,369,0,0,3,5,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_8,pipeline_1,2,2,0.940017091858,False
workload_5299.cpp,xcu200-fsgd2104-2-e,3.33,36.04627098,369,0,0,4,5,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_8,unroll_2,unroll_2,unroll_8,pipeline_1,1,2.25,0.920499097509,False
workload_5165.cpp,xcu200-fsgd2104-2-e,3.33,35.97412986,422,0,0,4,6,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_8,unroll_2,unroll_64,unroll_8,pipeline_1,1,2.5,0.901205039958,False
workload_5548.cpp,xcu200-fsgd2104-2-e,3.33,36.66112218,374,0,0,4,5,block_2_2,cyclic_2_1,block_8_1,cyclic_8_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,1,2.25,0.920473203775,False
workload_5023.cpp,xcu200-fsgd2104-2-e,3.33,37.98290574,207.5,0,0,1,2.5,block_2_2,cyclic_2_1,cyclic_16_1,complete_2,unroll_2,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,2,0.875,0.979723943908,False
workload_5140.cpp,xcu200-fsgd2104-2-e,3.33,38.05122402,239,0,0,1,3,block_2_2,cyclic_2_1,cyclic_16_1,complete_2,unroll_2,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1,0.969720968359,False
workload_4866.cpp,xcu200-fsgd2104-2-e,3.33,422.42990058,580,0,0,1,3,block_2_2,cyclic_2_1,cyclic_16_1,complete_2,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_16,unroll_2,unroll_8,1,1,0.417323961654,False
workload_5070.cpp,xcu200-fsgd2104-2-e,3.33,37.98411786,236,0,0,1,3,block_2_2,cyclic_2_1,cyclic_16_1,complete_2,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_16,unroll_2,pipeline_1,1,1,0.969729624381,False
workload_5112.cpp,xcu200-fsgd2104-2-e,3.33,48.54109698,232.5,0,0,2,3,block_2_2,cyclic_2_1,cyclic_16_1,complete_2,unroll_2,unroll_4,unroll_4,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,2,1.25,0.953660115792,False
workload_5210.cpp,xcu200-fsgd2104-2-e,3.33,37.42521066,260,0,0,2,3,block_2_2,cyclic_2_1,cyclic_16_1,complete_2,unroll_2,unroll_4,unroll_4,unroll_8,pipeline_1,unroll_16,unroll_2,pipeline_1,1,1.25,0.969708481819,False
workload_5085.cpp,xcu200-fsgd2104-2-e,3.33,421.87237866,1069,0,0,1,3,block_2_2,cyclic_2_1,cyclic_16_1,complete_2,unroll_2,unroll_4,unroll_4,unroll_8,pipeline_1,unroll_16,unroll_2,unroll_8,2,1,0.418127267362,False
workload_5231.cpp,xcu200-fsgd2104-2-e,3.33,37.53629946,216,0,0,1,2,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_16,unroll_16,unroll_2,unroll_2,pipeline_1,1,0.75,0.989717281598,False
workload_5185.cpp,xcu200-fsgd2104-2-e,3.33,37.46117466,183,0,0,1,2,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_8,unroll_4,unroll_16,unroll_2,pipeline_1,1,0.75,0.98980909065,False
workload_5293.cpp,xcu200-fsgd2104-2-e,3.33,37.56400506,170,0,0,1,2,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,1,0.75,0.989683217741,False
workload_5181.cpp,xcu200-fsgd2104-2-e,3.33,38.02173354,368,0,0,2,5,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_4,pipeline_1,pipeline_1,unroll_16,unroll_2,pipeline_1,1,1.75,0.947380153635,False
workload_5025.cpp,xcu200-fsgd2104-2-e,3.33,645.69790242,899,0,0,1,3,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,unroll_2,unroll_64,unroll_4,unroll_16,pipeline_1,unroll_16,unroll_4,unroll_2,1,1,0.17695673016,False
workload_5277.cpp,xcu200-fsgd2104-2-e,3.33,209.12691042,538,0,0,1,3,block_2_2,cyclic_2_1,cyclic_2_1,block_8_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_4,unroll_64,unroll_2,unroll_8,1,1,0.77556936466,False
workload_5632.cpp,xcu200-fsgd2104-2-e,3.33,35.89924482,345,0,0,3,4,block_2_2,cyclic_2_1,cyclic_2_1,complete_2,unroll_2,unroll_16,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,1.75,1,True
workload_5618.cpp,xcu200-fsgd2104-2-e,3.33,37.41623298,207,0,0,1,2,block_2_2,cyclic_2_1,cyclic_2_1,complete_2,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.989863624547,False
workload_5655.cpp,xcu200-fsgd2104-2-e,3.33,37.41727194,149,0,0,1,2,block_2_2,cyclic_2_1,cyclic_2_1,complete_2,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,0.75,0.989862367121,False
workload_5560.cpp,xcu200-fsgd2104-2-e,3.33,35.8995645,326,0,0,3,4,block_2_2,cyclic_2_1,cyclic_2_1,complete_2,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_8,pipeline_1,1,1.75,0.949861068193,False
workload_5649.cpp,xcu200-fsgd2104-2-e,3.33,35.8855785,639,0,0,7,8,block_2_2,cyclic_2_1,cyclic_2_1,complete_2,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_16,pipeline_1,1,3.75,0.872696661622,False
workload_5040.cpp,xcu200-fsgd2104-2-e,3.33,209.20457268,763,0,0,1,3,block_2_2,cyclic_2_1,cyclic_2_1,complete_2,unroll_4,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_8,1,1,0.77548589643,False
workload_5602.cpp,xcu200-fsgd2104-2-e,3.33,35.97034698,350,0,0,3,5,block_2_2,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_8,pipeline_1,1,2,0.939935679882,False
workload_5541.cpp,xcu200-fsgd2104-2-e,3.33,37.4159133,233,0,0,1,2,block_2_2,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,1,True
workload_5508.cpp,xcu200-fsgd2104-2-e,3.33,59.6524545,145,0,0,1,1,block_2_2,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_16,unroll_2,pipeline_1,1,0.5,0.946683552624,False
workload_5473.cpp,xcu200-fsgd2104-2-e,3.33,37.41740514,182,0,0,1,2,block_2_2,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.989862205901,False
workload_5408.cpp,xcu200-fsgd2104-2-e,3.33,208.53145314,381,0,0,0,2,block_2_2,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,unroll_8,2,0.5,0.794806591234,False
workload_5667.cpp,xcu200-fsgd2104-2-e,3.33,37.41623298,218,0,0,1,2,block_2_2,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,0.75,0.989863624547,False
workload_5268.cpp,xcu200-fsgd2104-2-e,3.33,38.05316874,573,0,0,2,5,block_2_2,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,1.75,0.947342474397,False
workload_5201.cpp,xcu200-fsgd2104-2-e,3.33,37.83424122,266,0,0,2,3,block_2_2,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline_1,unroll_16,unroll_2,pipeline_1,1,1.25,0.96921497039,False
workload_5270.cpp,xcu200-fsgd2104-2-e,3.33,37.42252002,204,0,0,1,2,block_2_2,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_16,unroll_2,pipeline_1,1,0.75,0.989856013131,False
workload_5147.cpp,xcu200-fsgd2104-2-e,3.33,37.48805442,180.5,0,0,1,2,block_2_2,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,pipeline_1,2,0.75,0.989776334659,False
workload_5297.cpp,xcu200-fsgd2104-2-e,3.33,37.4159133,240.5,0,0,1,2,block_2_2,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,2,0.75,1,True
workload_5353.cpp,xcu200-fsgd2104-2-e,3.33,208.53201258,435,0,0,0,2,block_2_2,cyclic_2_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_8,1,0.5,0.794805995516,False
