Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_4703.cpp,xcu200-fsgd2104-2-e,3.33,29.2502871,847,2,0,2,8,cyclic_4_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,unroll_32,1,3,0.926768836381,False
workload_4567.cpp,xcu200-fsgd2104-2-e,3.33,29.2502871,760,2,0,2,8,cyclic_4_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,1,3,0.926768836381,False
workload_4559.cpp,xcu200-fsgd2104-2-e,3.33,95.07234582,292,2,0,3,6,cyclic_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_64,1,2.75,0.792367246558,False
workload_4596.cpp,xcu200-fsgd2104-2-e,3.33,29.25073998,863,2,0,2,8,cyclic_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_64,1,3,0.926768001462,False
workload_4533.cpp,xcu200-fsgd2104-2-e,3.33,29.25073998,838,2,0,2,8,cyclic_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,1,3,0.926768001462,False
workload_4530.cpp,xcu200-fsgd2104-2-e,3.33,95.07234582,299,2,0,3,6,cyclic_4_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_64,1,2.75,0.792367246558,False
workload_4443.cpp,xcu200-fsgd2104-2-e,3.33,96.65156502,58,2,0,0,1,cyclic_4_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1,0.75,0.782634686377,False
workload_4708.cpp,xcu200-fsgd2104-2-e,3.33,29.25119286,1038,1,0,6,12,cyclic_4_1,block_4_1,block_4_1,unroll_2,pipeline_1,unroll_64,1,4.75,0.905249306813,False
workload_4550.cpp,xcu200-fsgd2104-2-e,3.33,98.20307862,47,1,0,0,1,cyclic_4_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_4,1,0.5,0.773637287821,False
workload_4289.cpp,xcu200-fsgd2104-2-e,3.33,95.07234582,391,1,3,3,5,cyclic_4_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_64,1,3,0.788857529804,False
workload_4626.cpp,xcu200-fsgd2104-2-e,3.33,96.65156502,60,1,0,0,1,cyclic_4_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_8,1,0.5,0.77757528541,False
workload_4249.cpp,xcu200-fsgd2104-2-e,3.33,29.25110961,1106,1,0,6,12,cyclic_4_1,block_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,1,4.75,0.905249490672,False
workload_4849.cpp,xcu200-fsgd2104-2-e,3.33,29.25110961,908,1,0,6,12,cyclic_4_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_16,1,4.75,0.905249490672,False
workload_4876.cpp,xcu200-fsgd2104-2-e,3.33,29.25110961,951,1,0,6,12,cyclic_4_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_2,1,4.75,0.905249490672,False
workload_4537.cpp,xcu200-fsgd2104-2-e,3.33,29.25110961,986,1,0,6,12,cyclic_4_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_4,1,4.75,0.905249490672,False
workload_4501.cpp,xcu200-fsgd2104-2-e,3.33,29.25110961,910,1,0,6,12,cyclic_4_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_64,1,4.75,0.905249490672,False
workload_4714.cpp,xcu200-fsgd2104-2-e,3.33,29.25110961,854,1,0,6,12,cyclic_4_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_8,1,4.75,0.905249490672,False
workload_4728.cpp,xcu200-fsgd2104-2-e,3.33,105.71470281,44,1,0,0,1,cyclic_4_1,block_4_1,complete_1,unroll_2,unroll_2,pipeline_1,1,0.5,0.756294440875,False
workload_4658.cpp,xcu200-fsgd2104-2-e,3.33,98.20299537,49,1,0,0,1,cyclic_4_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_4,1,0.5,0.773637543446,False
workload_4495.cpp,xcu200-fsgd2104-2-e,3.33,95.07226257,336,1,3,3,5,cyclic_4_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_64,1,3,0.788857697536,False
workload_4630.cpp,xcu200-fsgd2104-2-e,3.33,96.65148177,63,1,0,0,1,cyclic_4_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_8,1,0.5,0.777575441657,False
workload_4470.cpp,xcu200-fsgd2104-2-e,3.33,29.25106965,3128.5,1,0,12,23,cyclic_4_1,block_4_1,complete_1,unroll_4,pipeline_1,pipeline_1,2,9,0.814296039174,False
workload_4509.cpp,xcu200-fsgd2104-2-e,3.33,29.25106965,3060,1,0,12,23,cyclic_4_1,block_4_1,complete_1,unroll_4,pipeline_1,unroll_64,1,9,0.814296039174,False
workload_4404.cpp,xcu200-fsgd2104-2-e,3.33,105.71468949,55,1,0,0,1,cyclic_4_1,block_4_1,complete_1,unroll_4,unroll_2,pipeline_1,1,0.5,0.756294465797,False
workload_4528.cpp,xcu200-fsgd2104-2-e,3.33,95.07234582,348,1,3,3,5,cyclic_4_1,block_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_64,1,3,0.788857529804,False
workload_4535.cpp,xcu200-fsgd2104-2-e,3.33,29.25119286,960,1,0,6,12,cyclic_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,2,4.75,0.905249306813,False
workload_4536.cpp,xcu200-fsgd2104-2-e,3.33,29.25119286,941,1,0,6,12,cyclic_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_64,1,4.75,0.905249306813,False
workload_4568.cpp,xcu200-fsgd2104-2-e,3.33,29.25119286,1004,1,0,6,12,cyclic_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,1,4.75,0.905249306813,False
workload_4378.cpp,xcu200-fsgd2104-2-e,3.33,95.07234582,353,1,3,3,5,cyclic_4_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_64,1,3,0.788857529804,False
workload_4407.cpp,xcu200-fsgd2104-2-e,3.33,96.65156502,63,1,0,0,1,cyclic_4_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1,0.5,0.77757528541,False
workload_4717.cpp,xcu200-fsgd2104-2-e,3.33,29.36795265,1200,3,0,9,15,cyclic_4_1,block_64_1,complete_1,unroll_2,pipeline_1,unroll_64,1,6.75,0.870414398184,False
workload_4901.cpp,xcu200-fsgd2104-2-e,3.33,125.27482977,1648,3,3,3,18,cyclic_4_1,block_64_1,complete_1,unroll_2,unroll_2,unroll_64,1,6.75,0.648423562281,False
workload_4432.cpp,xcu200-fsgd2104-2-e,3.33,29.36795265,1003,2,0,7,13,cyclic_4_1,block_8_1,complete_1,unroll_2,pipeline_1,unroll_64,1,5.5,0.890304725395,False
workload_4374.cpp,xcu200-fsgd2104-2-e,3.33,135.91034361,48,2,0,0,1,cyclic_4_1,block_8_1,complete_1,unroll_2,unroll_2,pipeline_1,1,0.75,0.651431305759,False
workload_4426.cpp,xcu200-fsgd2104-2-e,3.33,125.27491302,386,2,3,3,6,cyclic_4_1,block_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_64,1,3.5,0.678055657153,False
workload_4526.cpp,xcu200-fsgd2104-2-e,3.33,126.85413222,62,2,0,0,1,cyclic_4_1,block_8_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1,0.75,0.68397824389,False
workload_4874.cpp,xcu200-fsgd2104-2-e,3.33,29.2502871,878,2,0,2,8,cyclic_4_1,cyclic_2_1,block_2_1,unroll_2,pipeline_1,unroll_64,1,3,0.926768836381,False
workload_4610.cpp,xcu200-fsgd2104-2-e,3.33,29.2502871,862,2,0,2,8,cyclic_4_1,cyclic_2_1,block_4_1,unroll_2,pipeline_1,unroll_4,1,3,0.926768836381,False
workload_4552.cpp,xcu200-fsgd2104-2-e,3.33,121.25413782,67,2,0,0,1,cyclic_4_1,cyclic_2_1,block_4_1,unroll_2,unroll_2,unroll_16,1,0.75,0.704239838647,False
workload_4487.cpp,xcu200-fsgd2104-2-e,3.33,125.9086653,55,2,0,0,1,cyclic_4_1,cyclic_2_1,block_4_1,unroll_4,unroll_2,unroll_4,1,0.75,0.687399261692,False
workload_4444.cpp,xcu200-fsgd2104-2-e,3.33,153.0153981,59,2,0,0,1,cyclic_4_1,cyclic_2_1,block_4_1,unroll_4,unroll_4,pipeline_1,1,0.75,0.591823439712,False
workload_4497.cpp,xcu200-fsgd2104-2-e,3.33,29.25020385,777,2,0,2,8,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,4,3,0.926768989835,False
workload_4825.cpp,xcu200-fsgd2104-2-e,3.33,29.25020385,850,2,0,2,8,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_16,1,3,0.926768989835,False
workload_4848.cpp,xcu200-fsgd2104-2-e,3.33,29.25020385,836,2,0,2,8,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_2,1,3,0.926768989835,False
workload_4671.cpp,xcu200-fsgd2104-2-e,3.33,29.25020385,800.5,2,0,2,8,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,2,3,0.926768989835,False
workload_4531.cpp,xcu200-fsgd2104-2-e,3.33,29.25020385,821.5,2,0,2,8,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_4,2,3,0.926768989835,False
workload_4343.cpp,xcu200-fsgd2104-2-e,3.33,29.25020385,872.5,2,0,2,8,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_64,2,3,0.926768989835,False
workload_4594.cpp,xcu200-fsgd2104-2-e,3.33,29.25020385,787.5,2,0,2,8,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_8,2,3,0.926768989835,False
workload_4401.cpp,xcu200-fsgd2104-2-e,3.33,110.90950281,42,2,0,0,0,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline_1,2,0.5,0.741703828033,False
workload_4445.cpp,xcu200-fsgd2104-2-e,3.33,121.25405457,62,2,0,0,1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_16,1,0.75,0.704240139184,False
workload_4889.cpp,xcu200-fsgd2104-2-e,3.33,132.11462313,43,2,0,0,0,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_2,1,0.5,0.664681321959,False
workload_4555.cpp,xcu200-fsgd2104-2-e,3.33,125.90856873,48,2,0,0,0,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_4,1,0.5,0.687240627568,False
workload_4459.cpp,xcu200-fsgd2104-2-e,3.33,120.03500817,153,2,0,0,3,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_64,1,1.25,0.706794877714,False
workload_4520.cpp,xcu200-fsgd2104-2-e,3.33,122.80556817,49,2,0,0,1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,1,0.75,0.698632232207,False
workload_4842.cpp,xcu200-fsgd2104-2-e,3.33,173.65525425,50,2,0,0,1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_4,unroll_4,1,0.75,0.523951765837,False
workload_4397.cpp,xcu200-fsgd2104-2-e,3.33,29.25016389,2546,2,0,4,16,cyclic_4_1,cyclic_2_1,complete_1,unroll_4,pipeline_1,pipeline_1,2,5.5,0.890560254085,False
workload_4469.cpp,xcu200-fsgd2104-2-e,3.33,29.25016389,2835,2,0,4,16,cyclic_4_1,cyclic_2_1,complete_1,unroll_4,pipeline_1,unroll_4,1,5.5,0.890560254085,False
workload_4507.cpp,xcu200-fsgd2104-2-e,3.33,29.25016389,2802,2,0,4,16,cyclic_4_1,cyclic_2_1,complete_1,unroll_4,pipeline_1,unroll_8,1,5.5,0.890560254085,False
workload_4181.cpp,xcu200-fsgd2104-2-e,3.33,105.59001429,55,2,0,0,1,cyclic_4_1,cyclic_2_1,complete_1,unroll_4,unroll_2,pipeline_1,1,0.75,0.753745437542,False
workload_4361.cpp,xcu200-fsgd2104-2-e,3.33,125.90855541,53,2,0,0,1,cyclic_4_1,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_4,1,0.75,0.687399659424,False
workload_4452.cpp,xcu200-fsgd2104-2-e,3.33,173.65521429,69,2,0,0,1,cyclic_4_1,cyclic_2_1,complete_1,unroll_4,unroll_4,unroll_4,1,0.75,0.523951892677,False
workload_4562.cpp,xcu200-fsgd2104-2-e,3.33,29.2502871,791,2,0,2,8,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,1,3,0.926768836381,False
workload_4486.cpp,xcu200-fsgd2104-2-e,3.33,105.5901375,40,2,0,0,0,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,1,0.5,0.756523858957,False
workload_4417.cpp,xcu200-fsgd2104-2-e,3.33,125.74241172,127,2,0,1,3,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_17,unroll_2,unroll_4,1,1.5,0.6860114861,False
workload_4534.cpp,xcu200-fsgd2104-2-e,3.33,29.2502871,783,2,0,2,8,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,1,3,0.926768836381,False
workload_4642.cpp,xcu200-fsgd2104-2-e,3.33,29.2502871,868,2,0,2,8,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_32,1,3,0.926768836381,False
workload_4538.cpp,xcu200-fsgd2104-2-e,3.33,29.2502871,769,2,0,2,8,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,1,3,0.926768836381,False
workload_4479.cpp,xcu200-fsgd2104-2-e,3.33,105.5901375,46,2,0,0,0,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,0.5,0.756523858957,False
workload_4506.cpp,xcu200-fsgd2104-2-e,3.33,29.25027378,2845,2,0,4,16,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_4,pipeline_1,pipeline_1,1,5.5,0.890560016296,False
workload_4453.cpp,xcu200-fsgd2104-2-e,3.33,122.8056381,69,2,0,0,1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_4,unroll_2,unroll_8,1,0.75,0.698631979207,False
workload_4735.cpp,xcu200-fsgd2104-2-e,3.33,120.03509142,183,1,0,0,3,cyclic_4_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_64,1,1,0.707941140193,False
workload_4609.cpp,xcu200-fsgd2104-2-e,3.33,29.2502871,929,1,0,2,9,cyclic_4_1,cyclic_4_1,block_4_1,unroll_2,pipeline_1,unroll_4,1,3,0.926768836381,False
workload_4591.cpp,xcu200-fsgd2104-2-e,3.33,125.90867862,50,1,0,0,0,cyclic_4_1,cyclic_4_1,block_4_1,unroll_2,unroll_2,unroll_4,1,0.25,0.68662334773,False
workload_4566.cpp,xcu200-fsgd2104-2-e,3.33,29.25020385,890.5,1,0,2,9,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,2,3,0.926768989835,False
workload_4646.cpp,xcu200-fsgd2104-2-e,3.33,29.25020385,985,1,0,2,9,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_16,2,3,0.926768989835,False
workload_4898.cpp,xcu200-fsgd2104-2-e,3.33,29.25020385,985,1,0,2,9,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_2,1,3,0.926768989835,False
workload_4598.cpp,xcu200-fsgd2104-2-e,3.33,29.25020385,928,1,0,2,9,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_32,2,3,0.926768989835,False
workload_4601.cpp,xcu200-fsgd2104-2-e,3.33,29.25020385,966.5,1,0,2,9,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_4,2,3,0.926768989835,False
workload_4388.cpp,xcu200-fsgd2104-2-e,3.33,29.25020385,1006.5,1,0,2,9,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_64,2,3,0.926768989835,False
workload_4500.cpp,xcu200-fsgd2104-2-e,3.33,29.25020385,937,1,0,2,9,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_8,2,3,0.926768989835,False
workload_4726.cpp,xcu200-fsgd2104-2-e,3.33,105.59002761,41,1,0,0,0,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,unroll_2,pipeline_1,1,0.25,0.759232572817,False
workload_4631.cpp,xcu200-fsgd2104-2-e,3.33,120.36747537,101,1,0,0,2,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_32,1,0.75,0.707437586286,False
workload_4692.cpp,xcu200-fsgd2104-2-e,3.33,125.90856873,45,1,0,0,0,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_4,1,0.25,0.68662375172,False
workload_4709.cpp,xcu200-fsgd2104-2-e,3.33,120.03500817,163,1,0,0,3,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_64,1,1,0.707941431815,False
workload_4455.cpp,xcu200-fsgd2104-2-e,3.33,122.80556817,51,1,0,0,1,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_8,1,0.5,0.698615049494,False
workload_4818.cpp,xcu200-fsgd2104-2-e,3.33,29.25016389,2597,1,0,4,16,cyclic_4_1,cyclic_4_1,complete_1,unroll_4,pipeline_1,unroll_4,2,5.25,0.895846626375,False
workload_4782.cpp,xcu200-fsgd2104-2-e,3.33,29.25016389,2670,1,0,4,16,cyclic_4_1,cyclic_4_1,complete_1,unroll_4,pipeline_1,unroll_64,2,5.25,0.895846626375,False
workload_4421.cpp,xcu200-fsgd2104-2-e,3.33,125.90855541,56,1,0,0,1,cyclic_4_1,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_4,1,0.5,0.687240676283,False
workload_4242.cpp,xcu200-fsgd2104-2-e,3.33,181.23173685,101,1,0,0,3,cyclic_4_1,cyclic_4_1,complete_1,unroll_4,unroll_8,pipeline_1,1,1,0.500550340951,False
workload_4663.cpp,xcu200-fsgd2104-2-e,3.33,125.90867862,47,1,0,0,0,cyclic_4_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,1,0.25,0.68662334773,False
workload_4554.cpp,xcu200-fsgd2104-2-e,3.33,120.03509142,182,1,0,0,3,cyclic_4_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_64,1,1,0.707941140193,False
workload_4465.cpp,xcu200-fsgd2104-2-e,3.33,29.2502871,894,1,0,2,9,cyclic_4_1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,2,3,0.926768836381,False
workload_4623.cpp,xcu200-fsgd2104-2-e,3.33,105.5901375,40,1,0,0,0,cyclic_4_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,0.25,0.75923238114,False
workload_4544.cpp,xcu200-fsgd2104-2-e,3.33,29.25027378,2641,1,0,4,16,cyclic_4_1,cyclic_4_1,cyclic_4_1,unroll_4,pipeline_1,unroll_8,1,5.25,0.895846385116,False
workload_4285.cpp,xcu200-fsgd2104-2-e,3.33,153.00821862,112,3,0,0,3,cyclic_4_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1,1.5,0.592059782973,False
workload_4372.cpp,xcu200-fsgd2104-2-e,3.33,155.94486903,147,2,0,1,3,cyclic_4_1,cyclic_8_1,complete_1,unroll_17,unroll_2,unroll_4,1,1.5,0.582196135436,False
workload_4336.cpp,xcu200-fsgd2104-2-e,3.33,152.81413623,207,2,0,1,4,cyclic_4_1,cyclic_8_1,complete_1,unroll_17,unroll_2,unroll_8,1,1.75,0.592378111966,False
workload_4681.cpp,xcu200-fsgd2104-2-e,3.33,29.37392001,1229,2,1,5,19,cyclic_4_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_64,1,6.75,0.870392270749,False
workload_4817.cpp,xcu200-fsgd2104-2-e,3.33,29.36700693,2990,2,0,5,17,cyclic_4_1,cyclic_8_1,complete_1,unroll_4,pipeline_1,unroll_2,1,6,0.882303368228,False
workload_4628.cpp,xcu200-fsgd2104-2-e,3.33,153.0082053,73,2,0,0,1,cyclic_4_1,cyclic_8_1,cyclic_4_1,unroll_4,unroll_2,unroll_8,1,0.75,0.591847894756,False
workload_4226.cpp,xcu200-fsgd2104-2-e,3.33,242.21648772,2756.5,3,0,2.5,22,cyclic_64_1,cyclic_16_1,complete_1,unroll_17,unroll_8,pipeline_1,2,6.875,0.322173613053,False
workload_4527.cpp,xcu200-fsgd2104-2-e,3.33,101.30257602,98,3,0,0,1,cyclic_64_1,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_2,1,1,0.765010135465,False
workload_4252.cpp,xcu200-fsgd2104-2-e,3.33,247.78158705,3565,3,0,2,26,cyclic_64_1,cyclic_32_1,cyclic_2_1,unroll_17,unroll_8,pipeline_1,1,7.75,0.305866578467,False
workload_4287.cpp,xcu200-fsgd2104-2-e,3.33,247.78162035,232,4,0,0,4,cyclic_64_1,cyclic_64_1,block_2_1,unroll_2,unroll_8,pipeline_1,1,2,0.321083274127,False
workload_4292.cpp,xcu200-fsgd2104-2-e,3.33,29.46897819,869,3,0,2,8,cyclic_8_1,block_2_1,block_4_1,unroll_2,pipeline_1,unroll_4,1,3.25,0.924170689358,False
workload_4360.cpp,xcu200-fsgd2104-2-e,3.33,105.92612451,45,3,0,0,1,cyclic_8_1,block_2_1,block_4_1,unroll_2,unroll_2,pipeline_1,1,1,0.75025943544,False
workload_4321.cpp,xcu200-fsgd2104-2-e,3.33,98.42131683,48,3,0,0,1,cyclic_8_1,block_2_1,block_4_1,unroll_2,unroll_2,unroll_4,1,1,0.776067078288,False
workload_4446.cpp,xcu200-fsgd2104-2-e,3.33,98.75377071,65,3,0,0,1,cyclic_8_1,block_2_1,block_4_1,unroll_4,unroll_2,unroll_4,1,1,0.774757702371,False
workload_4747.cpp,xcu200-fsgd2104-2-e,3.33,29.46889494,819,3,0,2,8,cyclic_8_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,1,3.25,0.924170858757,False
workload_4269.cpp,xcu200-fsgd2104-2-e,3.33,29.46889494,869,3,0,2,8,cyclic_8_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_8,1,3.25,0.924170858757,False
workload_4320.cpp,xcu200-fsgd2104-2-e,3.33,105.92601462,45,3,0,0,1,cyclic_8_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline_1,1,1,0.750259648337,False
workload_4737.cpp,xcu200-fsgd2104-2-e,3.33,98.42123358,45,3,0,0,1,cyclic_8_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_4,1,1,0.776067406296,False
workload_4668.cpp,xcu200-fsgd2104-2-e,3.33,95.29050078,303,3,0,3,6,cyclic_8_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_64,1,3,0.78840658445,False
workload_4705.cpp,xcu200-fsgd2104-2-e,3.33,96.75889758,53,3,0,0,1,cyclic_8_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_8,1,1,0.782629570521,False
workload_4738.cpp,xcu200-fsgd2104-2-e,3.33,29.46852531,747,3,0,2,8,cyclic_8_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,unroll_32,1,3.25,0.924171610843,False
workload_4342.cpp,xcu200-fsgd2104-2-e,3.33,97.04985633,422,3,0,3,7,cyclic_8_1,block_2_1,cyclic_4_1,unroll_17,unroll_2,unroll_8,1,3.25,0.780663968016,False
workload_4481.cpp,xcu200-fsgd2104-2-e,3.33,96.75898083,57,3,0,0,1,cyclic_8_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1,1,0.782629241265,False
workload_4590.cpp,xcu200-fsgd2104-2-e,3.33,95.29058403,367,3,3,3,5,cyclic_8_1,block_4_1,block_2_1,unroll_2,unroll_2,unroll_64,1,3.5,0.781126172698,False
workload_4431.cpp,xcu200-fsgd2104-2-e,3.33,29.46934782,855,3,0,6,11,cyclic_8_1,block_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,1,5,0.90025928802,False
workload_4546.cpp,xcu200-fsgd2104-2-e,3.33,29.46930786,2999,3,0,12,22,cyclic_8_1,block_4_1,complete_1,unroll_4,pipeline_1,pipeline_1,1,9.25,0.806515477348,False
workload_4492.cpp,xcu200-fsgd2104-2-e,3.33,105.9329277,53,3,0,0,1,cyclic_8_1,block_4_1,complete_1,unroll_4,unroll_2,pipeline_1,1,1,0.750246249699,False
workload_4383.cpp,xcu200-fsgd2104-2-e,3.33,97.04985633,477,3,3,4,7,cyclic_8_1,block_4_1,cyclic_4_1,unroll_17,unroll_2,unroll_8,1,4.25,0.765731041329,False
workload_4606.cpp,xcu200-fsgd2104-2-e,3.33,29.46943107,996,3,0,6,11,cyclic_8_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,1,5,0.900259101943,False
workload_4405.cpp,xcu200-fsgd2104-2-e,3.33,96.75898083,63,3,0,0,1,cyclic_8_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1,1,0.782629241265,False
workload_4345.cpp,xcu200-fsgd2104-2-e,3.33,29.58619086,993,3,0,7,13,cyclic_8_1,block_8_1,complete_1,unroll_2,pipeline_1,unroll_8,1,5.75,0.884187942984,False
workload_4183.cpp,xcu200-fsgd2104-2-e,3.33,151.67494323,94,3,0,0,2,cyclic_8_1,cyclic_16_1,block_2_1,unroll_2,unroll_2,unroll_16,1,1.25,0.596715302186,False
workload_4297.cpp,xcu200-fsgd2104-2-e,3.33,204.57340515,56.5,3,0,0,1,cyclic_8_1,cyclic_16_1,block_2_1,unroll_2,unroll_4,pipeline_1,2,1,0.431581204809,False
workload_4702.cpp,xcu200-fsgd2104-2-e,3.33,29.46844206,814,3,0,2,8,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,2,3.25,0.924171780222,False
workload_4674.cpp,xcu200-fsgd2104-2-e,3.33,29.46844206,854,3,0,2,8,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,1,3.25,0.924171780222,False
workload_4696.cpp,xcu200-fsgd2104-2-e,3.33,29.46844206,785.5,3,0,2,8,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_4,2,3.25,0.924171780222,False
workload_4897.cpp,xcu200-fsgd2104-2-e,3.33,29.46844206,857,3,0,2,8,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_64,1,3.25,0.924171780222,False
workload_4877.cpp,xcu200-fsgd2104-2-e,3.33,29.46844206,825,3,0,2,8,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_8,1,3.25,0.924171780222,False
workload_4707.cpp,xcu200-fsgd2104-2-e,3.33,120.25324638,167,3,0,0,3,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_64,1,1.5,0.704546642772,False
workload_4340.cpp,xcu200-fsgd2104-2-e,3.33,254.67522318,230,3,0,0,6,cyclic_8_1,cyclic_32_1,complete_1,unroll_2,unroll_8,unroll_8,1,2.25,0.305397570703,False
workload_4298.cpp,xcu200-fsgd2104-2-e,3.33,306.01654047,1678,3,0,2,20,cyclic_8_1,cyclic_32_1,cyclic_4_1,unroll_4,unroll_32,pipeline_1,1,6.25,0.202680583126,False
