Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_4917.cpp,xcu200-fsgd2104-2-e,3.33,96.42643038,1172,6,7,2,6,block_128_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_8,1,5.25,0.75050193037,False
workload_4637.cpp,xcu200-fsgd2104-2-e,3.33,97.75638243,352,6,3,1,3,block_128_1,block_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,1,3.25,0.778750299431,False
workload_4830.cpp,xcu200-fsgd2104-2-e,3.33,96.42643038,1168,6,7,2,6,block_128_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_8,1,5.25,0.75050193037,False
workload_4273.cpp,xcu200-fsgd2104-2-e,3.33,126.62908083,1534,7,7,2,8,block_128_1,cyclic_64_1,block_2_1,unroll_2,unroll_2,unroll_8,1,6,0.653912224965,False
workload_4435.cpp,xcu200-fsgd2104-2-e,3.33,145.48851585,2732,6,56,19,27,block_16_1,block_2_1,block_4_1,unroll_17,unroll_4,unroll_4,1,27,0.25560778934,False
workload_4414.cpp,xcu200-fsgd2104-2-e,3.33,97.97790402,110,6,7,2,3,block_16_1,block_2_1,complete_1,unroll_4,unroll_2,unroll_4,1,4.5,0.759602374793,False
workload_4251.cpp,xcu200-fsgd2104-2-e,3.33,319.69024974,412,6,0,26,44,block_16_1,cyclic_16_1,complete_1,unroll_2,unroll_32,pipeline_1,1,19,0.142295552855,False
workload_4291.cpp,xcu200-fsgd2104-2-e,3.33,306.59615694,631,6,0,27,46,block_16_1,cyclic_32_1,complete_1,unroll_2,unroll_32,pipeline_1,1,19.75,0.151507007372,False
workload_4222.cpp,xcu200-fsgd2104-2-e,3.33,319.69033299,691,6,0,26,46,block_16_1,cyclic_32_1,cyclic_2_1,unroll_2,unroll_32,pipeline_1,1,19.5,0.140382364836,False
workload_4288.cpp,xcu200-fsgd2104-2-e,3.33,106.27592769,152,5,0,13,21,block_16_1,cyclic_4_1,block_2_1,unroll_17,unroll_2,pipeline_1,1,9.75,0.642170898756,False
workload_4244.cpp,xcu200-fsgd2104-2-e,3.33,193.06652355,87,5,0,6,11,block_16_1,cyclic_4_1,block_2_1,unroll_2,unroll_8,pipeline_1,1,5.5,0.452470408611,False
workload_4651.cpp,xcu200-fsgd2104-2-e,3.33,4.92713793,1923.5,0,0,12,22,block_2_1,block_128_1,complete_1,unroll_2,pipeline_1,pipeline_1,2,8.5,0.865803955885,False
workload_4883.cpp,xcu200-fsgd2104-2-e,3.33,4.92713793,2032,0,0,12,22,block_2_1,block_128_1,complete_1,unroll_2,pipeline_1,unroll_64,2,8.5,0.865803955885,False
workload_4450.cpp,xcu200-fsgd2104-2-e,3.33,126.41084262,93,1,0,1,3,block_2_1,block_16_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1,1.25,0.684703102637,False
workload_4328.cpp,xcu200-fsgd2104-2-e,3.33,116.6931234,121,1,0,13,22,block_2_1,block_2_1,block_2_1,unroll_17,unroll_2,pipeline_1,1,9,0.63418127221,False
workload_4371.cpp,xcu200-fsgd2104-2-e,3.33,97.53814422,60,1,0,1,1,block_2_1,block_2_1,block_4_1,unroll_2,unroll_2,unroll_4,1,0.75,0.779144906111,False
workload_4570.cpp,xcu200-fsgd2104-2-e,3.33,95.03078742,1081,1,0,13,17,block_2_1,block_2_1,block_4_1,unroll_2,unroll_2,unroll_64,1,7.75,0.705864194702,False
workload_4418.cpp,xcu200-fsgd2104-2-e,3.33,181.71734742,69,1,0,6,11,block_2_1,block_2_1,block_4_1,unroll_2,unroll_8,pipeline_1,1,4.5,0.490616990688,False
workload_4517.cpp,xcu200-fsgd2104-2-e,3.33,106.05419298,57,1,0,3,6,block_2_1,block_2_1,block_4_1,unroll_4,unroll_2,pipeline_1,1,2.5,0.751789961729,False
workload_4503.cpp,xcu200-fsgd2104-2-e,3.33,4.80984201,1473,1,0,5,14,block_2_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,3,5,0.999997877323,False
workload_4922.cpp,xcu200-fsgd2104-2-e,3.33,4.80984201,1662,1,0,5,14,block_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_32,1,5,0.999997877323,False
workload_4542.cpp,xcu200-fsgd2104-2-e,3.33,4.80984201,1668.5,1,0,5,14,block_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_4,2,5,0.999997877323,False
workload_4834.cpp,xcu200-fsgd2104-2-e,3.33,4.80984201,1591,1,0,5,14,block_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,1,5,0.999997877323,False
workload_4751.cpp,xcu200-fsgd2104-2-e,3.33,4.80984201,1506.5,1,0,5,14,block_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_8,2,5,0.999997877323,False
workload_4602.cpp,xcu200-fsgd2104-2-e,3.33,106.05409641,50,1,0,1,3,block_2_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline_1,1,1.25,0.747145886289,False
workload_4866.cpp,xcu200-fsgd2104-2-e,3.33,95.48784657,134,1,0,3,4,block_2_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_16,1,2,0.784035213911,False
workload_4808.cpp,xcu200-fsgd2104-2-e,3.33,95.03070417,1175,1,0,13,17,block_2_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_64,1,7.75,0.705864349499,False
workload_4627.cpp,xcu200-fsgd2104-2-e,3.33,96.20819217,73,1,0,1,2,block_2_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_8,1,1,0.784808984455,False
workload_4770.cpp,xcu200-fsgd2104-2-e,3.33,143.61044913,143,1,0,3,5,block_2_1,block_2_1,complete_1,unroll_2,unroll_4,unroll_8,1,2.25,0.621833365424,False
workload_4348.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1621,1,0,5,14,block_2_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,3,5,0.999999609802,False
workload_4573.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1575,1,0,5,14,block_2_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,1,5,0.999999609802,False
workload_4608.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1674,1,0,5,14,block_2_1,block_2_1,cyclic_2_1,unroll_2,pipeline_1,unroll_64,1,5,0.999999609802,False
workload_4476.cpp,xcu200-fsgd2104-2-e,3.33,111.3736815,43,1,0,1,3,block_2_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,2,1.25,0.734255879393,False
workload_4477.cpp,xcu200-fsgd2104-2-e,3.33,97.53814422,54,1,0,1,1,block_2_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,1,0.75,0.779144906111,False
workload_4561.cpp,xcu200-fsgd2104-2-e,3.33,96.20827542,83,1,0,1,2,block_2_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,1,1,0.784808654789,False
workload_4540.cpp,xcu200-fsgd2104-2-e,3.33,4.80992526,1681.5,1,0,5,14,block_2_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,2,5,0.999997487125,False
workload_4525.cpp,xcu200-fsgd2104-2-e,3.33,116.6931567,47,1,0,1,3,block_2_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,1.25,0.717947655502,False
workload_4564.cpp,xcu200-fsgd2104-2-e,3.33,100.19788182,51,1,0,0,1,block_2_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_2,1,0.5,0.766860567723,False
workload_4441.cpp,xcu200-fsgd2104-2-e,3.33,97.53814422,55,1,0,1,1,block_2_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_4,1,0.75,0.779144906111,False
workload_4632.cpp,xcu200-fsgd2104-2-e,3.33,96.20827542,82,1,0,1,2,block_2_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1,1,0.784808654789,False
workload_4687.cpp,xcu200-fsgd2104-2-e,3.33,4.81037814,1783.5,0,0,9,18,block_2_1,block_4_1,block_4_1,unroll_2,pipeline_1,unroll_64,2,6.75,0.931548959582,False
workload_4454.cpp,xcu200-fsgd2104-2-e,3.33,106.0542063,47,0,0,1,3,block_2_1,block_4_1,block_4_1,unroll_2,unroll_2,pipeline_1,1,1,0.750009383678,False
workload_4578.cpp,xcu200-fsgd2104-2-e,3.33,4.81029489,1707.5,0,0,9,18,block_2_1,block_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,2,6.75,0.931548959606,False
workload_4921.cpp,xcu200-fsgd2104-2-e,3.33,4.81029489,1610,0,0,9,18,block_2_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_16,1,6.75,0.931548959606,False
workload_4716.cpp,xcu200-fsgd2104-2-e,3.33,4.81029489,1820,0,0,9,18,block_2_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_4,2,6.75,0.931548959606,False
workload_4650.cpp,xcu200-fsgd2104-2-e,3.33,4.81029489,1720,0,0,9,18,block_2_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_64,1,6.75,0.931548959606,False
workload_4815.cpp,xcu200-fsgd2104-2-e,3.33,4.81029489,1748.5,0,0,9,18,block_2_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_8,2,6.75,0.931548959606,False
workload_4366.cpp,xcu200-fsgd2104-2-e,3.33,116.69304681,43,0,0,1,3,block_2_1,block_4_1,complete_1,unroll_2,unroll_2,pipeline_1,1,1,0.719492325349,False
workload_4913.cpp,xcu200-fsgd2104-2-e,3.33,95.48784657,141,0,1,3,4,block_2_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_16,1,2,0.784035213911,False
workload_4891.cpp,xcu200-fsgd2104-2-e,3.33,97.53806097,58,0,0,1,1,block_2_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_4,1,0.5,0.775551250403,False
workload_4410.cpp,xcu200-fsgd2104-2-e,3.33,96.20819217,80,0,0,1,2,block_2_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_8,1,0.75,1,True
workload_4478.cpp,xcu200-fsgd2104-2-e,3.33,97.75966581,88,0,0,2,3,block_2_1,block_4_1,complete_1,unroll_4,unroll_2,unroll_4,1,1.25,0.778317051027,False
workload_4553.cpp,xcu200-fsgd2104-2-e,3.33,96.31897461,148,0,1,3,5,block_2_1,block_4_1,complete_1,unroll_4,unroll_2,unroll_8,1,2.25,0.787193810593,False
workload_4449.cpp,xcu200-fsgd2104-2-e,3.33,116.6931567,44,0,0,1,3,block_2_1,block_4_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,1,1,0.719491952074,False
workload_4482.cpp,xcu200-fsgd2104-2-e,3.33,106.0542063,43,0,0,1,3,block_2_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,1,0.750009383678,False
workload_4551.cpp,xcu200-fsgd2104-2-e,3.33,96.20827542,79,0,0,1,2,block_2_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1,0.75,0.784382114195,False
workload_4461.cpp,xcu200-fsgd2104-2-e,3.33,97.7597757,87,0,0,2,3,block_2_1,block_4_1,cyclic_4_1,unroll_4,unroll_2,unroll_4,1,1.25,0.778316682297,False
workload_4480.cpp,xcu200-fsgd2104-2-e,3.33,136.2567735,44,1,0,1,3,block_2_1,block_8_1,block_4_1,unroll_2,unroll_2,pipeline_1,1,1.25,0.650063448533,False
workload_4376.cpp,xcu200-fsgd2104-2-e,3.33,125.69041377,152,1,1,3,5,block_2_1,block_8_1,complete_1,unroll_2,unroll_2,unroll_16,1,2.5,0.679175596403,False
workload_4518.cpp,xcu200-fsgd2104-2-e,3.33,126.41075937,82,1,0,1,2,block_2_1,block_8_1,complete_1,unroll_2,unroll_2,unroll_8,1,1,0.685337539187,False
workload_4337.cpp,xcu200-fsgd2104-2-e,3.33,146.8957239,48,1,0,1,3,block_2_1,block_8_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,1.25,0.613054947233,False
workload_4704.cpp,xcu200-fsgd2104-2-e,3.33,126.41075937,83,1,0,1,2,block_2_1,cyclic_16_1,complete_1,unroll_2,unroll_2,unroll_8,1,1,0.685337539187,False
workload_4923.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1756,1,0,5,14,block_2_1,cyclic_2_1,block_2_1,unroll_2,pipeline_1,unroll_32,1,5,0.999999609802,False
workload_4720.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1538,1,0,5,14,block_2_1,cyclic_2_1,block_4_1,unroll_2,pipeline_1,unroll_64,1,5,0.999999609802,False
workload_4685.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1713,1,0,5,14,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,4,5,1,True
workload_4810.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1607,1,0,5,14,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_16,1,5,1,True
workload_4776.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1634,1,0,5,14,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,2,5,1,True
workload_4574.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1596.5,1,0,5,14,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_4,2,5,1,True
workload_4749.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1844.5,1,0,5,14,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_64,2,5,1,True
workload_4712.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1560,1,0,5,14,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_8,2,5,1,True
workload_4915.cpp,xcu200-fsgd2104-2-e,3.33,95.18308497,314,1,0,5,7,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_32,1,3.25,0.785034039849,False
workload_4731.cpp,xcu200-fsgd2104-2-e,3.33,97.53806097,54,1,0,0,1,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_4,1,0.5,0.775551250403,False
workload_4464.cpp,xcu200-fsgd2104-2-e,3.33,95.03070417,965,1,0,11,14,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_64,1,6.5,0.730579658171,False
workload_4695.cpp,xcu200-fsgd2104-2-e,3.33,96.20819217,70,1,0,1,2,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,1,1,0.784808984455,False
workload_4457.cpp,xcu200-fsgd2104-2-e,3.33,106.05408309,52,1,0,3,5,block_2_1,cyclic_2_1,complete_1,unroll_4,unroll_2,pipeline_1,1,2.25,0.750469616327,False
workload_4408.cpp,xcu200-fsgd2104-2-e,3.33,97.75966581,77,1,0,1,2,block_2_1,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_4,1,1,0.778675992769,False
workload_4753.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1748,1,0,5,14,block_2_1,cyclic_2_1,cyclic_2_1,unroll_2,pipeline_1,unroll_8,1,5,0.999999609802,False
workload_4607.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1660,1,0,5,14,block_2_1,cyclic_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_4,1,5,0.999999609802,False
workload_4393.cpp,xcu200-fsgd2104-2-e,3.33,125.23335462,1804,1,0,11,18,block_2_1,cyclic_32_1,block_2_1,unroll_2,unroll_2,unroll_64,1,7.5,0.637606714073,False
workload_4243.cpp,xcu200-fsgd2104-2-e,3.33,126.41084262,104,1,0,1,3,block_2_1,cyclic_32_1,block_2_1,unroll_2,unroll_2,unroll_8,1,1.25,0.684703102637,False
workload_4303.cpp,xcu200-fsgd2104-2-e,3.33,126.60474852,1851,1,0,11,19,block_2_1,cyclic_32_1,cyclic_2_1,unroll_17,unroll_2,unroll_8,1,7.75,0.629912205249,False
workload_4280.cpp,xcu200-fsgd2104-2-e,3.33,146.8957239,51,1,0,1,3,block_2_1,cyclic_32_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,1,1.25,0.613054947233,False
workload_4162.cpp,xcu200-fsgd2104-2-e,3.33,319.4717751,548,1,0,25,45,block_2_1,cyclic_32_1,cyclic_2_1,unroll_2,unroll_32,pipeline_1,1,17.75,0.147256315308,False
workload_4220.cpp,xcu200-fsgd2104-2-e,3.33,248.0488695,92,1,0,6,11,block_2_1,cyclic_32_1,cyclic_2_1,unroll_2,unroll_8,pipeline_1,1,4.5,0.317289825179,False
workload_4293.cpp,xcu200-fsgd2104-2-e,3.33,319.47176178,1592,1,0,51,90,block_2_1,cyclic_32_1,cyclic_2_1,unroll_4,unroll_32,pipeline_1,1,35.5,0.100000718909,False
workload_4385.cpp,xcu200-fsgd2104-2-e,3.33,128.12855652,682,1,0,6,12,block_2_1,cyclic_32_1,cyclic_4_1,unroll_17,unroll_2,unroll_4,1,4.75,0.661237778969,False
workload_4299.cpp,xcu200-fsgd2104-2-e,3.33,192.8473263,69,0,0,6,10,block_2_1,cyclic_4_1,block_2_1,unroll_2,unroll_8,pipeline_1,1,4,0.46077652222,False
workload_4504.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1809,0,0,5,15,block_2_1,cyclic_4_1,block_4_1,unroll_2,pipeline_1,unroll_8,1,5,0.999999609802,False
workload_4447.cpp,xcu200-fsgd2104-2-e,3.33,96.20827542,75,0,0,1,2,block_2_1,cyclic_4_1,block_4_1,unroll_2,unroll_2,unroll_8,1,0.75,0.784382114195,False
workload_4588.cpp,xcu200-fsgd2104-2-e,3.33,97.7597757,84,0,0,1,2,block_2_1,cyclic_4_1,block_4_1,unroll_4,unroll_2,unroll_4,1,0.75,0.778273577189,False
workload_4617.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1809.5,0,0,5,15,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,4,5,1,True
workload_4718.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,2081,0,0,5,15,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_16,1,5,1,True
workload_4748.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1818,0,0,5,15,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_2,1,5,1,True
workload_4856.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1865,0,0,5,15,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_32,1,5,1,True
workload_4615.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1869,0,0,5,15,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_4,2,5,1,True
workload_4752.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1997,0,0,5,15,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_64,2,5,1,True
workload_4652.cpp,xcu200-fsgd2104-2-e,3.33,4.80938913,1945.5,0,0,5,15,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_8,2,5,1,True
workload_4793.cpp,xcu200-fsgd2104-2-e,3.33,106.05409641,46,0,0,1,3,block_2_1,cyclic_4_1,complete_1,unroll_2,unroll_2,pipeline_1,1,1,0.75000959985,False
workload_4660.cpp,xcu200-fsgd2104-2-e,3.33,97.53806097,56,0,0,0,1,block_2_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_4,1,0.25,0.776743761369,False
workload_4775.cpp,xcu200-fsgd2104-2-e,3.33,95.03070417,1201,0,0,11,15,block_2_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_64,1,6.5,0.730579658171,False
workload_4522.cpp,xcu200-fsgd2104-2-e,3.33,96.20819217,78,0,0,1,2,block_2_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_8,1,0.75,1,True
workload_4556.cpp,xcu200-fsgd2104-2-e,3.33,96.31897461,142,0,0,3,4,block_2_1,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_8,1,1.75,0.785043063155,False
workload_4616.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1746,0,0,5,15,block_2_1,cyclic_4_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,1,5,0.999999609802,False
workload_4613.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1958,0,0,5,15,block_2_1,cyclic_4_1,cyclic_2_1,unroll_2,pipeline_1,unroll_8,1,5,0.999999609802,False
workload_4549.cpp,xcu200-fsgd2104-2-e,3.33,106.0542063,44,0,0,1,3,block_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,1,1,0.750009383678,False
workload_4576.cpp,xcu200-fsgd2104-2-e,3.33,96.40218132,1594,0,0,11,15,block_2_1,cyclic_4_1,cyclic_4_1,unroll_17,unroll_2,unroll_8,1,6.5,0.727867482093,False
workload_4612.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1958,0,0,5,15,block_2_1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,1,5,0.999999609802,False
workload_4575.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1853,0,0,5,15,block_2_1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_4,1,5,0.999999609802,False
workload_4543.cpp,xcu200-fsgd2104-2-e,3.33,4.80947238,1977,0,0,5,15,block_2_1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,1,5,0.999999609802,False
workload_4367.cpp,xcu200-fsgd2104-2-e,3.33,96.20827542,80,0,0,1,2,block_2_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1,0.75,0.784382114195,False
workload_4324.cpp,xcu200-fsgd2104-2-e,3.33,192.8473263,65,0,0,6,10,block_2_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_8,pipeline_1,1,4,0.46077652222,False
workload_4161.cpp,xcu200-fsgd2104-2-e,3.33,126.41084262,144,2,0,1,4,block_2_1,cyclic_64_1,block_2_1,unroll_2,unroll_2,unroll_8,1,1.75,0.682409481759,False
workload_4248.cpp,xcu200-fsgd2104-2-e,3.33,319.4717751,1210,2,0,25,49,block_2_1,cyclic_64_1,cyclic_2_1,unroll_2,unroll_32,pipeline_1,1,19,0.142493693957,False
workload_4451.cpp,xcu200-fsgd2104-2-e,3.33,146.8957239,62,2,0,1,3,block_2_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,1.5,0.612825025547,False
workload_4341.cpp,xcu200-fsgd2104-2-e,3.33,128.12855652,489,1,0,6,9,block_2_1,cyclic_8_1,block_2_1,unroll_17,unroll_2,unroll_4,1,4,0.665857681614,False
workload_4369.cpp,xcu200-fsgd2104-2-e,3.33,127.9623429,87,1,0,1,2,block_2_1,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_4,1,1,0.679799626581,False
workload_4939.cpp,xcu200-fsgd2104-2-e,3.33,4.93310529,2337,1,0,8,24,block_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,pipeline_1,1,8.25,0.875030021026,False
workload_4784.cpp,xcu200-fsgd2104-2-e,3.33,4.93310529,2689,1,0,8,24,block_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_2,1,8.25,0.875030021026,False
workload_4857.cpp,xcu200-fsgd2104-2-e,3.33,4.93310529,2482,1,0,8,24,block_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_4,1,8.25,0.875030021026,False
workload_4837.cpp,xcu200-fsgd2104-2-e,3.33,4.93310529,2485,1,0,8,24,block_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_64,1,8.25,0.875030021026,False
workload_4783.cpp,xcu200-fsgd2104-2-e,3.33,4.93310529,2734,1,0,8,24,block_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_8,1,8.25,0.875030021026,False
workload_4411.cpp,xcu200-fsgd2104-2-e,3.33,127.9623429,87,1,0,1,2,block_2_1,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,1,1,0.679799626581,False
workload_4412.cpp,xcu200-fsgd2104-2-e,3.33,146.8957239,48,1,0,1,3,block_2_1,cyclic_8_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1,1.25,0.613054947233,False
workload_4380.cpp,xcu200-fsgd2104-2-e,3.33,126.41084262,78,1,0,1,2,block_2_1,cyclic_8_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1,1,0.685337242156,False
workload_4456.cpp,xcu200-fsgd2104-2-e,3.33,136.47840498,77,0,0,3,6,block_32_1,block_16_1,complete_1,unroll_4,unroll_2,pipeline_1,1,2.25,0.645745904645,False
workload_4296.cpp,xcu200-fsgd2104-2-e,3.33,98.14422753,1735,0,28,10,15,block_32_1,block_2_1,block_2_1,unroll_17,unroll_2,unroll_4,1,13.25,0.577982703359,False
workload_4419.cpp,xcu200-fsgd2104-2-e,3.33,97.75638243,86,0,3,1,2,block_32_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_4,1,1.5,0.78071266018,False
workload_4440.cpp,xcu200-fsgd2104-2-e,3.33,106.27596099,49,0,0,2,3,block_32_1,block_2_1,block_4_1,unroll_2,unroll_2,pipeline_1,1,1.25,0.746651398428,False
workload_4332.cpp,xcu200-fsgd2104-2-e,3.33,97.75638243,85,0,3,1,2,block_32_1,block_2_1,block_4_1,unroll_2,unroll_2,unroll_4,1,1.5,0.78071266018,False
workload_4458.cpp,xcu200-fsgd2104-2-e,3.33,97.97801391,150,0,7,2,4,block_32_1,block_2_1,block_4_1,unroll_4,unroll_2,unroll_4,1,3.25,0.778124139187,False
workload_4375.cpp,xcu200-fsgd2104-2-e,3.33,97.75638243,80,0,3,1,2,block_32_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,1,1.5,0.78071266018,False
workload_4429.cpp,xcu200-fsgd2104-2-e,3.33,101.19184353,504,0,14,5,8,block_32_1,block_2_1,cyclic_4_1,unroll_17,unroll_2,unroll_2,1,6.75,0.712955679283,False
workload_4274.cpp,xcu200-fsgd2104-2-e,3.33,98.14422753,1746,0,28,10,15,block_32_1,block_2_1,cyclic_4_1,unroll_17,unroll_2,unroll_4,1,13.25,0.577982703359,False
workload_4519.cpp,xcu200-fsgd2104-2-e,3.33,97.75638243,85,0,3,1,2,block_32_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_4,1,1.5,0.78071266018,False
workload_4379.cpp,xcu200-fsgd2104-2-e,3.33,116.91491139,56,0,0,1,3,block_32_1,block_4_1,block_4_1,unroll_2,unroll_2,pipeline_1,1,1,0.718737612487,False
workload_4529.cpp,xcu200-fsgd2104-2-e,3.33,95.70616803,377,0,15,5,7,block_32_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_16,1,6.75,0.724470388606,False
workload_4524.cpp,xcu200-fsgd2104-2-e,3.33,96.42651363,160,0,7,2,4,block_32_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_8,1,3.25,0.782239435544,False
workload_4322.cpp,xcu200-fsgd2104-2-e,3.33,116.91491139,54,0,0,1,3,block_32_1,block_4_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,1,1,0.718737612487,False
workload_4365.cpp,xcu200-fsgd2104-2-e,3.33,193.06652355,95,0,0,7,12,block_32_1,block_4_1,cyclic_2_1,unroll_2,unroll_8,pipeline_1,1,4.75,0.456715880926,False
