Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_442.cpp,xczu7ev-ffvc1156-2-e,10,1671.98246,274,1,1,6,14,cyclic_16_1,cyclic_8_1,complete_2,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_16,unroll_32,unroll_4,unroll_2,1,5.5,0.172723860806,False
workload_537.cpp,xczu7ev-ffvc1156-2-e,10,1672.0663,257,1,1,6,14,cyclic_16_1,cyclic_8_1,complete_2,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_32,unroll_4,unroll_2,1,5.5,0.172693709293,False
workload_829.cpp,xczu7ev-ffvc1156-2-e,10,86.9895,201,1,2,8,21,cyclic_16_1,cyclic_8_1,cyclic_16_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_64,unroll_2,pipeline_1,1,8,0.882339346887,False
workload_785.cpp,xczu7ev-ffvc1156-2-e,10,412.40478,186,3,4,5,15,cyclic_16_1,cyclic_8_1,cyclic_2_1,block_32_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,unroll_4,1,6.75,0.71777279467,False
workload_319.cpp,xczu7ev-ffvc1156-2-e,10,85.02214,143,3,2,8,15,cyclic_16_1,cyclic_8_1,cyclic_2_1,block_32_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,1,7,0.893382647943,False
workload_664.cpp,xczu7ev-ffvc1156-2-e,10,85.03366,214,3,2,12,26,cyclic_16_1,cyclic_8_1,cyclic_2_1,block_32_1,cyclic_4_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,1,10.75,0.738316565932,False
workload_429.cpp,xczu7ev-ffvc1156-2-e,10,85.0295,170,3,2,9,17,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_64,unroll_2,pipeline_1,1,7.75,0.884738508353,False
workload_284.cpp,xczu7ev-ffvc1156-2-e,10,1672.40548,523,3,1,8,20,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,unroll_64,unroll_2,unroll_2,1,8,0.159328799681,False
workload_348.cpp,xczu7ev-ffvc1156-2-e,10,1672.31764,763,3,1,7,20,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_4,unroll_8,unroll_2,unroll_4,unroll_16,unroll_64,unroll_2,unroll_2,1,7.75,0.160977050038,False
workload_162.cpp,xczu7ev-ffvc1156-2-e,10,1650.02532,332,3,1,7,16,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_2_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,unroll_16,unroll_2,unroll_2,1,6.75,0.174512074816,False
workload_611.cpp,xczu7ev-ffvc1156-2-e,10,1672.0047,270,1,1,6,13,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_2,unroll_16,unroll_16,unroll_4,unroll_2,1,5.25,0.173575984304,False
workload_861.cpp,xczu7ev-ffvc1156-2-e,10,84.70542,199,1,2,15,24,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,1,10.5,0.738389906534,False
workload_555.cpp,xczu7ev-ffvc1156-2-e,10,1672.2807,239,1,1,6,13,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_4,unroll_2,1,5.25,0.173475616767,False
workload_575.cpp,xczu7ev-ffvc1156-2-e,10,1672.42854,173,1,1,4,10,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_16,unroll_2,unroll_2,unroll_2,1,4,0.176048236231,False
workload_521.cpp,xczu7ev-ffvc1156-2-e,10,1672.20454,256,1,1,6,13,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_16,unroll_2,unroll_4,unroll_2,1,5.25,0.173503305854,False
workload_328.cpp,xczu7ev-ffvc1156-2-e,10,409.63436,531,3,3,8,21,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_8,1,8.75,0.633855921778,False
workload_737.cpp,xczu7ev-ffvc1156-2-e,10,1672.5163,164,1,1,5,10,cyclic_16_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,1,4.25,0.175724160699,False
workload_902.cpp,xczu7ev-ffvc1156-2-e,10,84.92094,171,2,2,7,18,cyclic_16_1,cyclic_8_1,cyclic_2_2,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_64,unroll_2,pipeline_1,1,7.25,0.884805716422,False
workload_326.cpp,xczu7ev-ffvc1156-2-e,10,409.62038,257,2,3,5,12,cyclic_16_1,cyclic_8_1,cyclic_2_2,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_16,unroll_2,unroll_2,unroll_4,unroll_16,unroll_2,unroll_8,1,5.5,0.766802268415,False
workload_436.cpp,xczu7ev-ffvc1156-2-e,10,409.52438,252,2,3,5,13,cyclic_16_1,cyclic_8_1,cyclic_2_2,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_8,1,5.75,0.757822281619,False
workload_371.cpp,xczu7ev-ffvc1156-2-e,10,412.31534,187,2,4,6,14,cyclic_16_1,cyclic_8_1,cyclic_2_2,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_16,unroll_2,unroll_4,1,6.5,0.72776887707,False
workload_288.cpp,xczu7ev-ffvc1156-2-e,10,409.62734,255,2,3,6,12,cyclic_16_1,cyclic_8_1,cyclic_2_2,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_16,unroll_2,unroll_8,1,5.75,0.757766731668,False
workload_270.cpp,xczu7ev-ffvc1156-2-e,10,409.73928,577,2,3,9,19,cyclic_16_1,cyclic_8_1,cyclic_2_2,cyclic_2_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,unroll_16,unroll_2,unroll_8,1,8.25,0.655810630526,False
workload_875.cpp,xczu7ev-ffvc1156-2-e,10,1649.2183,161,1,1,4,13,cyclic_16_1,cyclic_8_1,cyclic_4_1,block_32_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,1,4.75,0.183650793087,False
workload_721.cpp,xczu7ev-ffvc1156-2-e,10,84.18878,227,1,2,13,30,cyclic_16_1,cyclic_8_1,cyclic_4_1,block_32_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,1,11.5,0.738298964615,False
workload_699.cpp,xczu7ev-ffvc1156-2-e,10,84.71038,265,4,2,13,32,cyclic_16_1,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_4_1,block_2_1,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_32,unroll_2,pipeline_1,1,12.75,0.722582419238,False
workload_629.cpp,xczu7ev-ffvc1156-2-e,10,84.23758,301,1,2,13,31,cyclic_16_1,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,unroll_32,pipeline_1,unroll_2,unroll_2,pipeline_1,1,11.75,0.738262860319,False
workload_444.cpp,xczu7ev-ffvc1156-2-e,10,84.1927,233,1,2,13,30,cyclic_16_1,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,1,11.5,0.738298786692,False
workload_790.cpp,xczu7ev-ffvc1156-2-e,10,84.02198,178,1,2,8,21,cyclic_16_1,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_64,unroll_2,pipeline_1,1,8,0.884161733199,False
workload_851.cpp,xczu7ev-ffvc1156-2-e,10,84.02198,182,1,2,8,21,cyclic_16_1,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_64,unroll_2,pipeline_1,1,8,0.884161733199,False
workload_767.cpp,xczu7ev-ffvc1156-2-e,10,412.28382,311,1,4,9,24,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_16_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_4,unroll_4,1,9.5,0.599482515171,False
workload_820.cpp,xczu7ev-ffvc1156-2-e,10,411.73486,686,1,3,6,20,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_16,unroll_64,unroll_2,unroll_2,unroll_4,1,7.5,0.687157778174,False
workload_756.cpp,xczu7ev-ffvc1156-2-e,10,411.62694,195,1,3,6,17,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,unroll_4,1,6.75,0.718173851723,False
workload_833.cpp,xczu7ev-ffvc1156-2-e,10,84.14542,154,1,2,9,19,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,1,7.75,0.884806433573,False
workload_708.cpp,xczu7ev-ffvc1156-2-e,10,1671.63342,159,1,1,4,14,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,1,5,0.174466700755,False
workload_661.cpp,xczu7ev-ffvc1156-2-e,10,1671.72482,165.5,1,1,5,13,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,2,5,0.174433089921,False
workload_794.cpp,xczu7ev-ffvc1156-2-e,10,1310.81414,190,3,1,2,9,cyclic_2_1,block_2_2,block_32_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_2,1,3.75,0.367624596402,False
workload_712.cpp,xczu7ev-ffvc1156-2-e,10,410.7263,159,3,4,3,10,cyclic_2_2,block_2_2,block_32_1,cyclic_8_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_32,unroll_2,unroll_4,1,5,0.78341784493,False
workload_287.cpp,xczu7ev-ffvc1156-2-e,10,83.60998,206,4,2,13,22,cyclic_2_2,block_2_2,cyclic_2_1,cyclic_8_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_2,pipeline_1,1,10.25,0.75392332868,False
workload_903.cpp,xczu7ev-ffvc1156-2-e,10,83.12486,180,2,2,6,14,cyclic_2_2,block_2_2,cyclic_4_1,block_32_1,complete_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,6,0.945870145108,False
workload_852.cpp,xczu7ev-ffvc1156-2-e,10,1256.5503,193,1,1,3,9,cyclic_2_2,block_2_2,cyclic_4_1,cyclic_16_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_4,1,3.5,0.397847394238,False
workload_812.cpp,xczu7ev-ffvc1156-2-e,10,410.57446,501,2,4,7,19,cyclic_2_2,complete_2,cyclic_4_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_4,unroll_16,pipeline_1,unroll_16,unroll_4,unroll_4,1,8,0.666311601545,False
workload_883.cpp,xczu7ev-ffvc1156-2-e,10,83.12094,162,2,2,6,13,cyclic_2_2,cyclic_2_2,cyclic_4_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,pipeline_1,1,5.75,0.963656344057,False
workload_879.cpp,xczu7ev-ffvc1156-2-e,10,407.69862,282,2,3,4,12,cyclic_2_2,cyclic_2_2,cyclic_4_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_4,pipeline_1,unroll_64,unroll_2,unroll_8,1,5.25,0.776589644145,False
workload_378.cpp,xczu7ev-ffvc1156-2-e,10,83.41238,265,3,2,16,28,cyclic_2_2,cyclic_8_1,cyclic_2_1,cyclic_8_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_16,unroll_2,unroll_16,unroll_2,pipeline_1,1,12.25,0.738128838501,False
workload_954.cpp,xczu7ev-ffvc1156-2-e,10,83.33649,604,1,3,21,47,cyclic_2_2,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_8_1,block_2_1,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline_1,1,18,0.455446067268,False
workload_398.cpp,xczu7ev-ffvc1156-2-e,10,409.62836,577,4,3,8,23,cyclic_32_1,block_2_2,cyclic_2_1,block_32_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_8,1,9.5,0.60048072562,False
workload_322.cpp,xczu7ev-ffvc1156-2-e,10,409.77878,1225,3,3,11,28,cyclic_32_1,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_4,unroll_8,1,11.25,0.541988322748,False
workload_352.cpp,xczu7ev-ffvc1156-2-e,10,84.85474,359,2.5,2,14,26,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,pipeline_1,2,11.125,0.738301959326,False
workload_428.cpp,xczu7ev-ffvc1156-2-e,10,85.18486,425,2,2,26,41,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_4,unroll_32,pipeline_1,unroll_2,unroll_4,pipeline_1,1,17.75,0.467039342679,False
workload_202.cpp,xczu7ev-ffvc1156-2-e,10,84.92052,372,3,2,15,29,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_64,unroll_2,pipeline_1,1,12.25,0.737875099368,False
workload_312.cpp,xczu7ev-ffvc1156-2-e,10,84.92876,940,3,2,27,49,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_4,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_64,unroll_2,pipeline_1,1,20.25,0.359361679987,False
workload_561.cpp,xczu7ev-ffvc1156-2-e,10,84.91158,177,3,2,9,19,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_8_1,complete_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,pipeline_1,1,8.25,0.875090382769,False
workload_289.cpp,xczu7ev-ffvc1156-2-e,10,409.63012,551,4,3,9,24,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_8_1,complete_1,block_2_1,unroll_4,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_8,1,10,0.578144981706,False
workload_344.cpp,xczu7ev-ffvc1156-2-e,10,409.60724,595,4,4,9,24,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_8_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_8,1,10.25,0.566998652924,False
workload_386.cpp,xczu7ev-ffvc1156-2-e,10,409.8222,607,4,3,9,23,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_8_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_32,unroll_2,unroll_8,1,9.75,0.589242613793,False
workload_255.cpp,xczu7ev-ffvc1156-2-e,10,409.62836,582,4,4,9,22,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_8_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_8,1,9.75,0.589312683992,False
workload_382.cpp,xczu7ev-ffvc1156-2-e,10,409.79028,1638,4,3,13,35,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_8_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,unroll_16,unroll_2,unroll_8,1,13.75,0.494228586353,False
workload_644.cpp,xczu7ev-ffvc1156-2-e,10,412.41382,270,4,3,6,15,cyclic_32_1,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_16,unroll_16,unroll_2,unroll_2,unroll_4,1,7,0.707625901275,False
workload_594.cpp,xczu7ev-ffvc1156-2-e,10,731.4443,674,3,3,8,22,cyclic_32_1,block_2_2,cyclic_2_2,block_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_64,unroll_4,unroll_2,1,9,0.478580847302,False
workload_570.cpp,xczu7ev-ffvc1156-2-e,10,84.87022,626,2,2,15,28,cyclic_32_1,block_2_2,cyclic_2_2,cyclic_16_1,complete_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_64,unroll_64,unroll_4,pipeline_1,1,11.75,0.738221751439,False
workload_508.cpp,xczu7ev-ffvc1156-2-e,10,1313.2063,629,2,1,6,18,cyclic_32_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_4,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_2,1,6.75,0.311295181066,False
workload_501.cpp,xczu7ev-ffvc1156-2-e,10,1313.20774,514,2,1,6,18,cyclic_32_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_4,unroll_8,pipeline_1,unroll_64,unroll_2,unroll_2,1,6.75,0.311294594518,False
workload_595.cpp,xczu7ev-ffvc1156-2-e,10,1312.71206,221,2,1,4,12,cyclic_32_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_2,unroll_2,unroll_2,1,4.75,0.348098233185,False
workload_353.cpp,xczu7ev-ffvc1156-2-e,10,1313.2003,565.5,2,1,6,18.5,cyclic_32_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_2,2,6.875,0.308972379242,False
workload_401.cpp,xczu7ev-ffvc1156-2-e,10,1257.9003,746,2,1,7,20,cyclic_32_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_4,1,7.5,0.316577274755,False
workload_513.cpp,xczu7ev-ffvc1156-2-e,10,1257.8443,1342,2,1,10,26,cyclic_32_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_64,unroll_4,unroll_4,1,9.75,0.271403505174,False
workload_554.cpp,xczu7ev-ffvc1156-2-e,10,1257.85078,1111,2,1,10,25,cyclic_32_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_64,unroll_4,unroll_4,1,9.5,0.276345466012,False
workload_448.cpp,xczu7ev-ffvc1156-2-e,10,1313.2003,606,2,1,6,19,cyclic_32_1,block_2_2,cyclic_2_2,cyclic_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_2,1,7,0.306641184496,False
workload_667.cpp,xczu7ev-ffvc1156-2-e,10,412.72558,190,1,3,6,16,cyclic_32_1,block_2_2,cyclic_4_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,unroll_4,1,6.5,0.727551728297,False
workload_619.cpp,xczu7ev-ffvc1156-2-e,10,412.7207,225,1,3,6,15,cyclic_32_1,block_2_2,cyclic_4_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_16,unroll_4,unroll_2,unroll_2,unroll_4,1,6.25,0.73728873461,False
workload_530.cpp,xczu7ev-ffvc1156-2-e,10,412.72718,193,1,3,6,14,cyclic_32_1,block_2_2,cyclic_4_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,unroll_4,1,6,0.746792204654,False
workload_588.cpp,xczu7ev-ffvc1156-2-e,10,413.68894,213,1,3,7,15,cyclic_32_1,block_2_2,cyclic_8_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_32,unroll_2,unroll_4,1,6.5,0.727038679467,False
workload_835.cpp,xczu7ev-ffvc1156-2-e,10,84.88798,223,4,2,12,21,cyclic_32_1,cyclic_2_2,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_16,unroll_4,pipeline_1,1,9.75,0.785516070807,False
workload_904.cpp,xczu7ev-ffvc1156-2-e,10,731.71022,144,3,3,4,11,cyclic_32_1,cyclic_2_2,cyclic_2_2,block_32_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,1,5.25,0.592930037678,False
workload_825.cpp,xczu7ev-ffvc1156-2-e,10,84.63294,247,1,2,14,24,cyclic_32_1,cyclic_2_2,cyclic_4_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_4,pipeline_1,1,10.25,0.75391465293,False
workload_645.cpp,xczu7ev-ffvc1156-2-e,10,1257.79014,307,1,1,5,14,cyclic_32_1,cyclic_4_1,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_4,1,5.25,0.362393851844,False
workload_791.cpp,xczu7ev-ffvc1156-2-e,10,413.08974,185,2,3,5,13,cyclic_32_1,cyclic_4_1,cyclic_4_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_4,1,5.75,0.755851111158,False
workload_783.cpp,xczu7ev-ffvc1156-2-e,10,85.1619,332,2,2,13,30,cyclic_32_1,cyclic_4_1,cyclic_4_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_64,unroll_2,pipeline_1,1,11.75,0.738200902883,False
workload_618.cpp,xczu7ev-ffvc1156-2-e,10,1258.01118,316,1,1,6,14,cyclic_32_1,cyclic_4_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_4,1,5.5,0.357246145509,False
workload_356.cpp,xczu7ev-ffvc1156-2-e,10,85.0331,660,2,2,14,31,cyclic_32_1,cyclic_8_1,block_2_2,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_4,unroll_16,unroll_4,unroll_64,unroll_2,pipeline_1,1,12.25,0.737853039036,False
workload_368.cpp,xczu7ev-ffvc1156-2-e,10,84.6343,592,1,2,15,30,cyclic_32_1,cyclic_8_1,block_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_4,pipeline_1,1,12,0.738158523513,False
workload_264.cpp,xczu7ev-ffvc1156-2-e,10,84.85734,1206,1,2,27,48,cyclic_32_1,cyclic_8_1,block_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_4,unroll_16,unroll_4,unroll_64,unroll_4,pipeline_1,1,19.5,0.389708510522,False
workload_679.cpp,xczu7ev-ffvc1156-2-e,10,1650.10974,198,2,1,5,12,cyclic_32_1,cyclic_8_1,block_32_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_16,unroll_4,unroll_2,unroll_2,unroll_2,1,5,0.182584582372,False
workload_475.cpp,xczu7ev-ffvc1156-2-e,10,1672.3455,1091,1,1,12,30,cyclic_32_1,cyclic_8_1,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_4,unroll_16,unroll_4,unroll_64,unroll_4,unroll_2,1,11,0.137795297311,False
workload_556.cpp,xczu7ev-ffvc1156-2-e,10,1672.2871,274,1,1,6,13,cyclic_32_1,cyclic_8_1,cyclic_2_2,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_4,unroll_64,unroll_2,unroll_2,1,5.25,0.17347329018,False
workload_720.cpp,xczu7ev-ffvc1156-2-e,10,85.14718,240,1,2,9,20,cyclic_32_1,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,8,0.883473918353,False
workload_768.cpp,xczu7ev-ffvc1156-2-e,10,85.1543,235,1,2,11,21,cyclic_32_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,pipeline_1,1,8.75,0.85088109698,False
