Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_361.cpp,xczu7ev-ffvc1156-2-e,10,1670.72038,333,2,1,4,12,block_32_1,cyclic_8_1,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_32,unroll_4,unroll_64,unroll_2,unroll_2,1,4.75,0.175450947697,False
workload_431.cpp,xczu7ev-ffvc1156-2-e,10,1670.72846,781,2,1,6,17,block_32_1,cyclic_8_1,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_32,unroll_4,unroll_64,unroll_2,unroll_2,1,6.5,0.168750078785,False
workload_385.cpp,xczu7ev-ffvc1156-2-e,10,1670.57606,304,2,1,5,14,block_32_1,cyclic_8_1,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_16,unroll_64,unroll_4,unroll_2,1,5.5,0.173230526604,False
workload_350.cpp,xczu7ev-ffvc1156-2-e,10,1670.55742,445,2,1,5,16,block_32_1,cyclic_8_1,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_4,unroll_2,1,6,0.171205039524,False
workload_129.cpp,xczu7ev-ffvc1156-2-e,10,1670.66038,480,2,1,5,15,block_32_1,cyclic_8_1,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,unroll_4,unroll_64,unroll_4,unroll_2,1,5.75,0.172232751556,False
workload_60.cpp,xczu7ev-ffvc1156-2-e,10,1670.65726,658,2,1,5,16,block_32_1,cyclic_8_1,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,unroll_2,1,6,0.171169962245,False
workload_366.cpp,xczu7ev-ffvc1156-2-e,10,847.51326,1195,2,3,8,20,block_32_1,cyclic_8_1,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_64,unroll_2,unroll_16,unroll_4,unroll_64,unroll_4,unroll_8,1,8.25,0.444242974123,False
workload_299.cpp,xczu7ev-ffvc1156-2-e,10,1648.2771,478,2,1,5,14,block_32_1,cyclic_8_1,cyclic_2_2,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_64,unroll_2,unroll_16,unroll_4,unroll_16,unroll_4,unroll_2,1,5.5,0.181484202922,False
workload_526.cpp,xczu7ev-ffvc1156-2-e,10,83.13574,599,1,2,11,28,block_32_1,cyclic_8_1,cyclic_4_1,block_32_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_4,unroll_32,pipeline_1,unroll_64,unroll_2,pipeline_1,1,10.5,0.738399552093,False
workload_258.cpp,xczu7ev-ffvc1156-2-e,10,414.2039,1578,4,3,24,47,block_4_1,block_2_2,block_2_1,block_16_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_16,unroll_2,unroll_4,unroll_4,1,19.5,0.322811560411,False
workload_325.cpp,xczu7ev-ffvc1156-2-e,10,414.28518,1349,4,3,24,45,block_4_1,block_2_2,block_2_1,block_16_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_4,unroll_2,unroll_4,unroll_4,1,19,0.33809528008,False
workload_468.cpp,xczu7ev-ffvc1156-2-e,10,1259.08558,432,3,1,6,16,block_4_1,block_2_2,block_32_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_2,unroll_4,1,6.5,0.336540360622,False
workload_498.cpp,xczu7ev-ffvc1156-2-e,10,1259.02958,930,3,1,9,23,block_4_1,block_2_2,block_32_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_4,unroll_4,1,9,0.285960387137,False
workload_301.cpp,xczu7ev-ffvc1156-2-e,10,1258.76398,475,3,1,6,17,block_4_1,block_2_2,complete_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_32,unroll_2,unroll_4,1,6.75,0.331558651713,False
workload_329.cpp,xczu7ev-ffvc1156-2-e,10,1258.7851,460,3,1,6,17,block_4_1,block_2_2,complete_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_16,unroll_16,unroll_2,unroll_4,1,6.75,0.33155162099,False
workload_374.cpp,xczu7ev-ffvc1156-2-e,10,1258.74294,539,3,1,5,17,block_4_1,block_2_2,complete_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_32,pipeline_1,unroll_32,unroll_2,unroll_4,1,6.5,0.336656007196,False
workload_473.cpp,xczu7ev-ffvc1156-2-e,10,1258.71062,1103,3,1,9,25,block_4_1,block_2_2,complete_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll_16,unroll_32,unroll_4,unroll_4,1,9.5,0.276102748643,False
workload_424.cpp,xczu7ev-ffvc1156-2-e,10,1259.08358,436,5,1,6,16,block_4_1,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_2,unroll_4,1,7,0.326364276284,False
workload_124.cpp,xczu7ev-ffvc1156-2-e,10,1667.56398,634,3,1,8,22,block_4_1,cyclic_16_1,complete_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_32,unroll_2,unroll_4,1,8.5,0.157355023962,False
workload_339.cpp,xczu7ev-ffvc1156-2-e,10,1645.71436,818,4,29,16,30,block_4_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,unroll_16,unroll_2,unroll_4,1,19.75,0.1,False
workload_453.cpp,xczu7ev-ffvc1156-2-e,10,1258.74166,717,3,1,5,17,block_4_1,cyclic_2_2,complete_2,cyclic_16_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_4,1,6.5,0.336656438836,False
workload_499.cpp,xczu7ev-ffvc1156-2-e,10,1258.68566,1344,3,1,9,25,block_4_1,cyclic_2_2,complete_2,cyclic_16_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_32,pipeline_1,unroll_64,unroll_4,unroll_4,1,9.5,0.276109801031,False
workload_370.cpp,xczu7ev-ffvc1156-2-e,10,1314.0851,301,3,1,5,15,block_4_1,cyclic_2_2,complete_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_16,unroll_16,unroll_2,unroll_2,1,6,0.324660287767,False
workload_510.cpp,xczu7ev-ffvc1156-2-e,10,1650.7295,877,3,1,9,24,block_4_1,cyclic_8_1,complete_2,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_4,unroll_16,unroll_4,unroll_64,unroll_4,unroll_2,1,9.25,0.156551697896,False
workload_416.cpp,xczu7ev-ffvc1156-2-e,10,413.14366,385,3,4,8,28,block_4_1,cyclic_8_1,complete_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_16,pipeline_1,unroll_32,unroll_2,unroll_4,1,10.75,0.545690309469,False
workload_503.cpp,xczu7ev-ffvc1156-2-e,10,87.12654,307,5,16,18,33,block_4_1,cyclic_8_1,cyclic_4_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_2,pipeline_1,1,18,0.455411114149,False
workload_297.cpp,xczu7ev-ffvc1156-2-e,10,86.17734,948,3,2,40,58,complete_2,block_2_2,block_2_1,cyclic_16_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_64,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,pipeline_1,1,25.75,0.188103088489,False
workload_826.cpp,xczu7ev-ffvc1156-2-e,10,407.8311,240,5,3,3,10,complete_2,cyclic_2_2,cyclic_2_1,block_32_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_16,unroll_2,unroll_8,1,5.25,0.776520273421,False
workload_334.cpp,xczu7ev-ffvc1156-2-e,10,410.4894,789,3,3,14,32,cyclic_16_1,block_2_2,block_2_1,block_32_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_8,1,13,0.510168601902,False
workload_358.cpp,xczu7ev-ffvc1156-2-e,10,85.7454,464,2,2,29,47,cyclic_16_1,block_2_2,block_2_1,block_32_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_4,pipeline_1,1,20,0.369285764913,False
workload_303.cpp,xczu7ev-ffvc1156-2-e,10,410.5244,1687,3,3,17,41,cyclic_16_1,block_2_2,block_2_1,block_32_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_4,unroll_8,1,16,0.432713892819,False
workload_427.cpp,xczu7ev-ffvc1156-2-e,10,84.92152,340,2,2,12,24,cyclic_16_1,block_2_2,block_32_1,block_32_1,cyclic_4_1,block_2_1,unroll_4,unroll_16,unroll_2,unroll_2,pipeline_1,unroll_64,unroll_2,pipeline_1,1,10,0.769620275389,False
workload_469.cpp,xczu7ev-ffvc1156-2-e,10,731.38694,164,3,3,3,10,cyclic_16_1,block_2_2,block_32_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_8,pipeline_1,unroll_32,unroll_2,unroll_2,1,4.75,0.607038017371,False
workload_484.cpp,xczu7ev-ffvc1156-2-e,10,731.39246,178,3,3,3,10,cyclic_16_1,block_2_2,block_32_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_32,unroll_2,unroll_2,1,4.75,0.607035222766,False
workload_586.cpp,xczu7ev-ffvc1156-2-e,10,1313.62606,439,2,1,7,20,cyclic_16_1,block_2_2,block_32_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_2,1,7.5,0.297114263001,False
workload_538.cpp,xczu7ev-ffvc1156-2-e,10,1313.53982,251,1,1,5,14,cyclic_16_1,block_2_2,block_32_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,1,5.25,0.338223667544,False
workload_413.cpp,xczu7ev-ffvc1156-2-e,10,731.78034,136,3,3,4,10,cyclic_16_1,block_2_2,block_32_1,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_2,1,5,0.599917604307,False
workload_441.cpp,xczu7ev-ffvc1156-2-e,10,731.55002,180,3,3,5,11,cyclic_16_1,block_2_2,block_32_1,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_4,unroll_4,unroll_2,1,5.5,0.585888178219,False
workload_489.cpp,xczu7ev-ffvc1156-2-e,10,412.52574,270,4,3,6,15,cyclic_16_1,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_4,1,7,0.707569318494,False
workload_481.cpp,xczu7ev-ffvc1156-2-e,10,84.91806,153,2,2,7,14,cyclic_16_1,block_2_2,cyclic_2_1,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,1,6.25,0.944656045841,False
workload_355.cpp,xczu7ev-ffvc1156-2-e,10,84.83436,233,4,2,12,22,cyclic_16_1,block_2_2,cyclic_2_1,cyclic_2_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,1,10,0.769621693593,False
workload_376.cpp,xczu7ev-ffvc1156-2-e,10,84.89348,449,4,2,22,38,cyclic_16_1,block_2_2,cyclic_2_1,cyclic_2_1,cyclic_8_1,block_2_1,unroll_4,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,1,16.5,0.527871364268,False
workload_391.cpp,xczu7ev-ffvc1156-2-e,10,409.61324,536,4,3,8,20,cyclic_16_1,block_2_2,cyclic_2_1,cyclic_8_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_8,1,8.75,0.63386458039,False
workload_84.cpp,xczu7ev-ffvc1156-2-e,10,409.63436,526,4,4,8,19,cyclic_16_1,block_2_2,cyclic_2_1,cyclic_8_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_8,1,8.75,0.633855921778,False
workload_947.cpp,xczu7ev-ffvc1156-2-e,10,731.3815,147,3,3,3,10,cyclic_16_1,block_2_2,cyclic_2_2,block_32_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_2,unroll_2,1,4.75,0.607040771138,False
workload_662.cpp,xczu7ev-ffvc1156-2-e,10,1312.39918,154,1,1,3,9,cyclic_16_1,block_2_2,cyclic_2_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_2,1,3.5,0.370971517885,False
workload_414.cpp,xczu7ev-ffvc1156-2-e,10,84.8223,148,2,2,7,13,cyclic_16_1,block_2_2,cyclic_2_2,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_8,unroll_4,unroll_16,unroll_2,pipeline_1,1,6,0.945786028032,False
workload_559.cpp,xczu7ev-ffvc1156-2-e,10,730.82222,142,2,3,4,12,cyclic_16_1,block_2_2,cyclic_4_1,block_32_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,1,5.25,0.593365873813,False
workload_628.cpp,xczu7ev-ffvc1156-2-e,10,1311.93742,155,1,1,4,12,cyclic_16_1,block_2_2,cyclic_4_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,1,4.5,0.353158357388,False
workload_926.cpp,xczu7ev-ffvc1156-2-e,10,730.6215,141,2,3,4,12,cyclic_16_1,block_2_2,cyclic_4_1,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_2,1,5.25,0.593463668625,False
workload_474.cpp,xczu7ev-ffvc1156-2-e,10,731.48902,222,3,3,4,11,cyclic_16_1,complete_2,block_32_1,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_16,unroll_4,unroll_64,unroll_2,unroll_2,1,5.25,0.593039089603,False
workload_372.cpp,xczu7ev-ffvc1156-2-e,10,731.4955,161,3,3,4,11,cyclic_16_1,complete_2,block_32_1,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_64,unroll_2,unroll_2,1,5.25,0.593035899531,False
workload_514.cpp,xczu7ev-ffvc1156-2-e,10,1672.5047,178,1,1,5,12,cyclic_16_1,cyclic_16_1,block_32_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_2,1,4.75,0.174788959898,False
workload_550.cpp,xczu7ev-ffvc1156-2-e,10,1672.50318,206,1,1,5,13,cyclic_16_1,cyclic_16_1,block_32_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_4,unroll_2,unroll_2,unroll_2,1,5,0.174147157483,False
workload_569.cpp,xczu7ev-ffvc1156-2-e,10,1644.17982,351,2,1,6,17,cyclic_16_1,cyclic_16_1,cyclic_2_2,block_32_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_4,1,6.5,0.178049896464,False
workload_387.cpp,xczu7ev-ffvc1156-2-e,10,84.91654,180,2,2,6,14,cyclic_16_1,cyclic_2_2,block_32_1,block_32_1,cyclic_4_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,pipeline_1,1,6,0.945776876771,False
workload_927.cpp,xczu7ev-ffvc1156-2-e,10,426.9359,469,3,3,7,22,cyclic_16_1,cyclic_2_2,block_32_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_16,unroll_8,unroll_4,1,8.75,0.626416933505,False
workload_407.cpp,xczu7ev-ffvc1156-2-e,10,85.0259,171,2,2,8,15,cyclic_16_1,cyclic_2_2,complete_2,cyclic_16_1,cyclic_4_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_8,unroll_4,unroll_32,unroll_2,pipeline_1,1,6.75,0.910663400039,False
workload_343.cpp,xczu7ev-ffvc1156-2-e,10,85.12214,146,4,2,7,13,cyclic_16_1,cyclic_2_2,cyclic_2_1,block_32_1,cyclic_4_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,1,6.5,0.928090664294,False
workload_410.cpp,xczu7ev-ffvc1156-2-e,10,85.12214,158,4,2,7,14,cyclic_16_1,cyclic_2_2,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,1,6.75,0.910658086972,False
workload_394.cpp,xczu7ev-ffvc1156-2-e,10,85.12214,147,3,2,8,13,cyclic_16_1,cyclic_2_2,cyclic_2_1,cyclic_8_1,cyclic_4_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,1,6.5,0.928090664294,False
workload_855.cpp,xczu7ev-ffvc1156-2-e,10,412.17254,249,3,3,5,14,cyclic_16_1,cyclic_2_2,cyclic_2_2,block_32_1,block_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_4,unroll_4,1,6.25,0.737584821852,False
workload_626.cpp,xczu7ev-ffvc1156-2-e,10,411.95726,295,3,3,5,15,cyclic_16_1,cyclic_2_2,cyclic_2_2,block_32_1,complete_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_4,unroll_4,1,6.5,0.727957766613,False
workload_613.cpp,xczu7ev-ffvc1156-2-e,10,1311.95654,167,1,1,4,12,cyclic_16_1,cyclic_2_2,cyclic_4_1,cyclic_16_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_16,unroll_2,unroll_2,unroll_2,1,4.5,0.353150752719,False
workload_873.cpp,xczu7ev-ffvc1156-2-e,10,730.92014,151,2,3,4,12,cyclic_16_1,cyclic_2_2,cyclic_4_1,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_8,unroll_4,unroll_2,unroll_2,unroll_2,1,5.25,0.593318068836,False
workload_930.cpp,xczu7ev-ffvc1156-2-e,10,84.03366,156,1,2,8,16,cyclic_16_1,cyclic_2_2,cyclic_4_1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_64,unroll_2,pipeline_1,1,6.75,0.910703463952,False
workload_817.cpp,xczu7ev-ffvc1156-2-e,10,731.49758,151,4,3,4,13,cyclic_16_1,cyclic_4_1,cyclic_4_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,1,6,0.571396605432,False
workload_884.cpp,xczu7ev-ffvc1156-2-e,10,84.34782,167,1,2,8,18,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,pipeline_1,1,7.25,0.884823403587,False
workload_839.cpp,xczu7ev-ffvc1156-2-e,10,1257.32382,231,1,1,5,13,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,unroll_4,1,5,0.367620940322,False
workload_943.cpp,xczu7ev-ffvc1156-2-e,10,730.61918,150,1,3,5,15,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_2,1,6,0.571812210426,False
workload_896.cpp,xczu7ev-ffvc1156-2-e,10,730.81598,149,1,3,4,15,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,1,5.75,0.579026028305,False
workload_910.cpp,xczu7ev-ffvc1156-2-e,10,84.1383,151,1,2,8,17,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,1,7,0.893408437755,False
workload_788.cpp,xczu7ev-ffvc1156-2-e,10,730.8263,151,1,3,4,15,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,1,5.75,0.579021101031,False
workload_541.cpp,xczu7ev-ffvc1156-2-e,10,84.49558,204,1,2,12,22,cyclic_16_1,cyclic_8_1,block_16_1,block_32_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_16,unroll_4,pipeline_1,1,9.25,0.817871404656,False
workload_486.cpp,xczu7ev-ffvc1156-2-e,10,1672.28838,241,1,1,6,13,cyclic_16_1,cyclic_8_1,block_16_1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_4,unroll_2,unroll_4,unroll_2,1,5.25,0.173472824867,False
workload_477.cpp,xczu7ev-ffvc1156-2-e,10,409.3835,541,2,3,7,17,cyclic_16_1,cyclic_8_1,block_2_2,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_64,unroll_4,unroll_8,1,7.25,0.698786367267,False
workload_807.cpp,xczu7ev-ffvc1156-2-e,10,1650.10822,157,2,1,4,10,cyclic_16_1,cyclic_8_1,block_32_1,block_32_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,1,4.25,0.184358375867,False
workload_515.cpp,xczu7ev-ffvc1156-2-e,10,409.4907,487,2,3,7,17,cyclic_16_1,cyclic_8_1,block_32_1,block_32_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_4,unroll_8,1,7.25,0.698734607956,False
workload_323.cpp,xczu7ev-ffvc1156-2-e,10,1672.08438,374,1,1,7,15,cyclic_16_1,cyclic_8_1,block_32_1,cyclic_16_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,unroll_4,unroll_16,unroll_4,unroll_2,1,6,0.170669435709,False
workload_462.cpp,xczu7ev-ffvc1156-2-e,10,1672.08414,393,1,1,7,15,cyclic_16_1,cyclic_8_1,block_32_1,cyclic_16_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_32,unroll_4,unroll_16,unroll_4,unroll_2,1,6,0.170669519746,False
workload_225.cpp,xczu7ev-ffvc1156-2-e,10,1650.02728,348,2,1,7,16,cyclic_16_1,cyclic_8_1,block_32_1,cyclic_2_1,complete_2,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,unroll_16,unroll_2,unroll_2,1,6.5,0.175957020011,False
workload_455.cpp,xczu7ev-ffvc1156-2-e,10,1672.51238,155,1,1,5,10,cyclic_16_1,cyclic_8_1,block_32_1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,1,4.25,0.175725630915,False
workload_418.cpp,xczu7ev-ffvc1156-2-e,10,1672.28838,237,1,1,6,13,cyclic_16_1,cyclic_8_1,block_32_1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_4,unroll_2,unroll_4,unroll_2,1,5.25,0.173472824867,False
workload_917.cpp,xczu7ev-ffvc1156-2-e,10,1672.1995,164,1,1,4,12,cyclic_16_1,cyclic_8_1,block_32_1,cyclic_8_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_2,1,4.5,0.175431239544,False
workload_452.cpp,xczu7ev-ffvc1156-2-e,10,1649.95322,582,2,1,9,23,cyclic_16_1,cyclic_8_1,complete_2,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_4,unroll_4,unroll_2,1,8.75,0.160658384354,False
workload_426.cpp,xczu7ev-ffvc1156-2-e,10,1672.33198,402,1,1,7,18,cyclic_16_1,cyclic_8_1,complete_2,cyclic_16_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_32,unroll_2,unroll_2,1,6.75,0.166894516361,False
workload_320.cpp,xczu7ev-ffvc1156-2-e,10,1672.33198,423,1,1,7,19,cyclic_16_1,cyclic_8_1,complete_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_16,unroll_32,unroll_2,unroll_2,1,7,0.165510159253,False
workload_417.cpp,xczu7ev-ffvc1156-2-e,10,1671.98246,309,1,1,6,16,cyclic_16_1,cyclic_8_1,complete_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_16,unroll_32,unroll_4,unroll_2,1,6,0.170705127602,False
workload_379.cpp,xczu7ev-ffvc1156-2-e,10,1672.07198,738,1,1,10,25,cyclic_16_1,cyclic_8_1,complete_2,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_4,pipeline_1,unroll_16,unroll_32,unroll_4,unroll_2,1,9.25,0.150738208895,False
workload_490.cpp,xczu7ev-ffvc1156-2-e,10,1671.99014,271,1,1,6,14,cyclic_16_1,cyclic_8_1,complete_2,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_16,unroll_32,unroll_4,unroll_2,1,5.5,0.17272109859,False
