Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_1_2,Replicate_Count,Area,Weight,is_pareto
workload_110.cpp,xczu7ev-ffvc1156-2-e,10,33.54671,510,20,0,2,17,cyclic_64_1,cyclic_4_1,cyclic_16_1,cyclic_128_1,unroll_2,unroll_16,pipeline_1,unroll_16,1,9.75,0.794377034281,False
workload_2.cpp,xczu7ev-ffvc1156-2-e,10,32.52623,214,20,0,2,17,cyclic_64_1,cyclic_4_1,cyclic_16_1,cyclic_128_1,unroll_2,unroll_32,pipeline_1,unroll_64,1,9.75,0.82526979984,False
workload_57.cpp,xczu7ev-ffvc1156-2-e,10,39.34617,493,24,0,1,52,cyclic_64_1,cyclic_64_1,block_2_1,cyclic_16_1,unroll_8,unroll_16,unroll_16,unroll_2,1,19.25,0.447991812694,False
workload_18.cpp,xczu7ev-ffvc1156-2-e,10,57.99321,1101,33,0,2,68,cyclic_64_1,cyclic_64_1,block_32_1,cyclic_16_1,unroll_8,unroll_16,unroll_16,unroll_2,1,25.75,0.100181827266,False
workload_146.cpp,xczu7ev-ffvc1156-2-e,10,32.66271,160,32,0,1,21,cyclic_64_1,cyclic_64_1,block_32_1,cyclic_4_1,unroll_2,unroll_16,unroll_16,unroll_4,1,13.5,0.754330990327,False
workload_148.cpp,xczu7ev-ffvc1156-2-e,10,32.70479,100,22,0,1,7,cyclic_64_1,cyclic_64_1,block_4_1,block_2_1,unroll_2,unroll_32,pipeline_1,unroll_8,1,7.5,0.862451014932,False
workload_125.cpp,xczu7ev-ffvc1156-2-e,10,32.70219,113,22,0,2,11,cyclic_64_1,cyclic_64_1,block_4_1,block_2_1,unroll_4,unroll_32,pipeline_1,unroll_16,1,8.75,0.846979021226,False
workload_103.cpp,xczu7ev-ffvc1156-2-e,10,32.70219,102,22,0,1,9,cyclic_64_1,cyclic_64_1,block_4_1,block_2_1,unroll_4,unroll_32,pipeline_1,unroll_8,1,8,0.858213264583,False
workload_172.cpp,xczu7ev-ffvc1156-2-e,10,32.70089,127,22,0,2,13,cyclic_64_1,cyclic_64_1,block_4_1,block_2_1,unroll_8,unroll_32,pipeline_1,unroll_8,1,9.25,0.835283041804,False
workload_127.cpp,xczu7ev-ffvc1156-2-e,10,46.66777,458,23,0,2,49,cyclic_64_1,cyclic_64_1,cyclic_2_1,cyclic_16_1,unroll_8,unroll_16,unroll_16,unroll_2,1,18.5,0.265258396399,False
workload_157.cpp,xczu7ev-ffvc1156-2-e,10,57.99711,192,28,0,1,28,cyclic_64_1,cyclic_8_1,block_32_1,cyclic_16_1,unroll_2,unroll_16,unroll_16,unroll_2,1,14.25,0.1082843337,False
workload_52.cpp,xczu7ev-ffvc1156-2-e,10,32.61951,378,25,0,32,35,cyclic_64_1,cyclic_8_1,cyclic_16_1,block_16_1,unroll_2,unroll_32,unroll_4,unroll_64,1,23,0.479988816382,False
workload_147.cpp,xczu7ev-ffvc1156-2-e,10,32.62175,333,21,0,33,33,cyclic_64_1,cyclic_8_1,cyclic_2_1,block_16_1,unroll_2,unroll_16,unroll_4,unroll_64,1,21.75,0.517223774261,False
workload_113.cpp,xczu7ev-ffvc1156-2-e,10,41.44063,506,20,0,30,38,cyclic_64_1,cyclic_8_1,cyclic_64_1,block_16_1,unroll_2,unroll_32,unroll_4,unroll_64,1,22,0.350020902764,False
workload_102.cpp,xczu7ev-ffvc1156-2-e,10,32.64205,97,13,0,2,15,cyclic_8_1,cyclic_16_1,cyclic_8_1,cyclic_8_1,unroll_8,unroll_2,unroll_4,pipeline_1,1,7.5,0.864237496787,False
workload_330.cpp,xczu7ev-ffvc1156-2-e,10,32.59119,55,12,0,0,3,cyclic_8_1,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_8,pipeline_1,pipeline_1,1,3.75,0.952958950481,False
workload_30.cpp,xczu7ev-ffvc1156-2-e,10,32.56281,327,16,0,5,43,cyclic_8_1,cyclic_8_1,cyclic_2_1,cyclic_32_1,unroll_8,unroll_16,unroll_64,unroll_8,1,16,0.703819528989,False
